v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86
6.442114750e+01,1.624059382e+01,6.404429453e+00,7.624644223e+01,1.669419843e+01,9.108449734e+01,3.832041424e+01,5.816043624e+01,5.765701297e+01,9.361628146e+01,5.195351071e+01,5.975605553e+01,4.057867229e+01,3.781133140e+01,6.991928755e+01,2.274154427e+01,6.283505179e+01,1.124083241e+01,1.400217004e+01,3.678465535e+01,7.569034610e+01,9.201777940e+01,4.575606562e+01,4.272200028e+01,8.365163192e+01,2.245933875e+01,5.608014853e+01,1.989022562e+01,8.186632646e+01,4.505287011e-01,3.353295224e+01,7.521831741e+00,8.907363090e+00,5.438319544e+01,2.745662805e+01,5.269944848e+01,8.736133642e+01,5.950684430e+01,3.971252246e+01,5.322850685e+01,8.186940034e+01,8.370348083e+01,9.561165172e+01,2.056799523e-01,3.028839004e+01,4.520299576e+00,7.213658615e+01,4.346980160e+01,5.779171942e+01,6.060466175e+01,5.384737329e+01,4.942195509e+01,8.150517072e+01,7.375074681e+01,9.506840711e+00,2.744161623e+01,9.110420186e+01,2.094362634e-01,9.771971319e+01,2.641700904e+01,1.497008403e+01,4.722407168e+01,9.020199809e+01,6.831501361e+01,8.328481598e+01,4.139247637e+01,6.464474562e+01,5.866019518e+01,5.437271588e+01,8.384394722e+01,1.622937082e+01,6.777481078e+01,3.982958475e+01,8.757006965e+01,1.966674835e+01,9.554108992e+01,8.551568900e+01,2.654426007e+01,2.353945612e+00,4.029130695e+01,8.993662951e+01,2.889604204e-01,3.154648755e+00,9.374201427e+00,3.746833242e+01,4.132827139e-02
8.214782367e+01,9.856910376e+01,7.020931709e+01,6.145809777e+01,5.291489407e+01,4.380622989e+01,1.665250867e+01,1.833324712e+01,6.001584999e+01,2.842644703e+01,5.818248502e+01,8.258760286e+01,8.510593303e+01,5.888907451e+01,5.782447929e+01,1.208450728e+00,1.540662594e+01,2.563726175e+01,5.202791369e+01,8.620647752e+01,9.681744192e-01,1.015130175e+01,1.496639970e+01,3.512231643e+01,6.341544766e+01,9.069097485e+01,6.544690014e+01,8.126424932e+01,2.373063317e+01,1.921282181e+01,6.216018408e+01,3.843914310e+00,9.765728653e+01,2.501069205e+01,4.396801565e+01,5.153495933e+01,5.173957841e+01,4.035302803e+01,5.534864873e+01,3.869355989e+01,8.838851175e+01,6.688349990e+01,2.037589094e+01,4.124907150e+01,2.296194153e+01,4.760962845e+01,8.509472023e+01,2.996093641e+01,9.099383871e+01,5.483235771e+01,6.044842636e+01,4.184167506e+00,6.500350621e+01,6.148958633e+01,6.755653501e+00,1.363130767e+01,9.347662563e+01,4.375225602e+01,8.098408556e+01,5.469293741e+01,9.341929776e+01,5.290555684e+01,2.198287585e+01,7.525589113e+01,6.573736780e+01,2.289443794e+01,4.056960538e+01,5.303636216e+01,7.053186352e+00,2.089454870e+01,5.133736647e+01,9.673682104e+01,8.596191034e+01,7.661589071e+01,4.828150873e+01,2.939495627e+01,3.262530372e+00,4.759456320e+01,6.380830161e+01,3.942001916e+01,9.750054149e+01,1.077557891e+01,1.673389906e+01,4.631700864e+01,3.766574996e+01,2.686642473e+01
7.919559293e+01,8.294848940e+01,9.859290939e+01,6.902687806e+01,7.897280908e+01,8.967395729e+01,8.066817558e+01,8.866493520e+01,9.402711636e+01,1.502769272e+01,7.373491933e+01,1.389484398e+00,7.995613715e+01,6.849209659e+01,9.660522395e+01,9.029139779e+01,7.896839924e+01,3.835476924e+01,9.621170904e+01,7.938398644e+01,9.001682699e+00,7.405635100e+01,1.605509091e+01,1.550767538e+00,8.097927191e+01,6.972739923e+01,8.666179899e+01,4.365975113e+01,4.577510752e+01,1.713247934e+01,8.163453018e+01,9.322474522e+01,8.241226808e+01,6.204235710e+01,2.262131791e+01,2.346302344e+01,5.148777791e+01,8.930869237e+01,9.178317203e+01,3.063434857e+01,2.626848848e+01,2.447205334e+01,9.248273420e+00,8.305667338e+01,3.921711201e+01,4.084050642e+01,1.181966059e+00,5.316216944e+01,2.105046797e+01,3.443447205e+01,7.648019093e+01,5.979354027e+01,5.249359917e+01,9.957449109e+01,6.573403082e+00,4.129618472e+01,6.524415543e+01,8.339807429e+01,9.278979408e+01,8.265820611e+01,3.683928715e+01,5.128808462e+01,6.945500025e+01,2.064925191e+01,3.201859247e+01,3.776081555e+01,2.222720120e+01,6.395638152e+01,4.448379089e+01,7.913729587e+01,3.810337852e+01,4.916664828e+01,8.116924753e+01,8.202812398e+01,7.064354939e+01,4.858718638e+01,9.826553712e+00,2.214379502e+01,2.762926619e+01,3.253619947e+01,5.495552572e+01,3.885328301e+01,4.560187538e+01,2.156652189e+01,2.759865312e+01,4.311230965e+01
9.258099188e+01,2.829292957e+00,7.043336327e+01,1.827283888e+01,9.138867251e+00,5.519629939e+01,5.264289656e+01,1.427994787e+00,4.277451411e+01,4.711836928e+01,4.726301579e+01,5.662351397e+01,4.922008148e+00,2.556535708e+01,4.727906254e+01,1.302077881e+01,2.989062534e+00,1.776920287e+01,2.266934444e+00,2.316765157e+01,5.162883032e+01,1.141526334e+01,9.898890257e+00,6.854154539e+01,4.571617723e+01,4.315424730e+01,3.938408626e+01,2.803198090e+01,2.934856249e+00,3.720519377e+00,5.443205370e+01,6.986463586e+01,3.007672774e+01,4.224547905e+01,7.760577360e+01,2.091373399e+00,6.097975555e+01,5.864239318e+01,7.189480906e+01,5.507397544e+01,6.279827212e+00,7.475743680e+01,5.285565312e+01,5.614627996e+01,1.611774934e+01,4.163507456e+01,1.579852982e+01,2.516112011e+01,1.391176248e+01,4.651908981e+01,8.302332016e+00,5.384340335e+01,2.932385469e+00,9.679807019e+01,2.057635154e+01,7.265203054e+01,3.964644532e+01,8.152974705e+01,8.198959454e+00,1.094492056e+01,2.119784970e+01,2.952168543e-01,1.851583534e+01,2.602653173e+01,4.351618407e+01,8.749334894e+01,8.418052176e+01,6.614597858e+01,7.686741611e+01,8.101270429e+01,1.113952939e+01,1.388266076e+01,2.027076037e+01,3.499863713e+01,1.636061932e+01,8.791455257e+01,8.563022372e+01,5.568370782e+01,6.895785184e+01,2.518331226e+01,2.573363997e+01,8.557691898e+01,4.480361793e+01,8.208371699e+01,4.445201332e+00,9.656140468e+01
8.131922929e+01,2.013525910e+01,4.816680194e+01,1.185034690e+01,6.001999948e+01,4.390411420e+01,3.333251595e+01,9.082629770e+01,9.264052580e+01,9.351220961e+01,5.511142616e+01,4.207171212e+01,5.150502135e+01,7.393109774e+01,7.712726492e+01,8.463779333e+01,6.474193921e+01,7.473487663e+01,1.068831431e+01,8.570145465e+01,7.097054541e+01,2.507917331e+01,2.068506965e+01,1.989025785e+01,9.524493961e+01,3.039716515e+01,9.551349392e+00,8.429756582e+01,9.472204347e+01,2.167637794e+01,4.102732129e+00,9.455260457e+01,6.586511655e+01,7.578801205e+01,2.342939615e+01,8.512378549e+01,1.895753154e+01,6.497533874e+01,1.157996309e+01,3.367767668e+01,6.416119294e+01,2.975672023e+01,5.831927159e+01,7.474788769e+01,1.246625603e+01,9.649887130e+00,9.656657189e+00,9.736686267e+01,3.554998106e+01,4.468793464e+01,6.790242246e+01,4.563636789e+00,8.019170469e+01,3.967682657e+01,9.588593799e+01,8.787681483e+01,3.471717541e+01,2.574626117e+01,2.378642046e+01,8.731699710e+01,7.209772888e+01,2.088953948e+01,2.841745683e+01,9.349486264e+01,4.058970828e+01,5.163713037e+01,9.219285917e+01,8.617003115e+01,5.926032815e+01,9.544469095e+01,4.948203877e+01,5.333051038e+01,5.776412998e+01,7.155190326e+01,8.916811358e+01,1.621739172e+01,8.637049830e+01,2.786669718e+01,8.361005191e+01,9.368462077e+00,1.160534491e+01,7.297234553e+01,8.600986960e+01,9.866058069e+01,3.320750880e+01,4.826582812e+01
1.358217437e+00,3.684429684e+01,5.149425994e+01,8.828638821e+01,8.547896412e+00,5.253361783e+01,1.036218113e+01,5.143344343e+01,7.059969041e+01,1.442083616e+01,8.174727934e+01,1.378998183e+01,5.171560251e+01,7.218710075e+01,8.898856648e+01,7.456915241e+01,4.752691655e+01,8.156152486e+01,7.912237537e+01,8.687132132e+01,8.088045351e+01,8.083038796e+01,2.102598179e+00,8.136162683e-01,5.293907026e+01,1.554090528e+01,4.531033163e+01,6.810808258e+01,5.876448193e+01,9.973132142e+01,5.582098815e+01,9.959242068e+01,6.393704262e+01,5.044384446e+00,3.293917250e+01,7.193418335e+01,3.870656980e+01,6.328090965e+01,5.201638685e+01,9.965194464e+01,8.768213518e+01,8.174448449e+01,8.755490968e+01,5.665444772e+01,3.387340805e+01,9.428363189e+01,9.434825624e+00,5.641243620e+01,5.300564663e+00,1.879956125e+01,2.869014935e+01,7.398148256e+01,7.325384359e+01,4.638240598e+01,6.485446931e+01,2.805785001e+01,8.701967808e+01,5.065662957e+00,4.469255068e+00,8.142791895e+01,8.681616686e+01,7.280063931e+01,8.911969469e+01,6.907122448e+01,7.828965792e+01,7.855003178e+01,1.508190004e+00,3.215318715e+01,2.190865499e+01,1.457127867e+01,5.425121290e+01,1.227478579e+01,6.323493969e+01,1.199984292e+01,2.453888681e+01,9.436161642e+01,6.283845904e+01,6.166353750e+01,2.548949899e+01,3.883090039e+01,3.822488075e+01,6.197153806e+01,1.792807733e+01,9.339333665e+01,7.688019580e+01,7.684822411e+01
2.542250503e+01,6.940683149e+01,9.380372339e+01,1.660914495e+01,1.529533619e+01,4.724084184e+01,4.009119203e+01,8.719945360e+00,1.588403548e+01,9.888871001e+01,2.163276213e+01,8.769967513e+01,9.789879794e+01,5.167427604e+01,5.008771010e+01,1.914082549e+01,1.853413745e+01,1.299202690e+01,5.431991354e+01,4.069932852e+01,3.282254805e+01,6.394757008e+01,3.196623876e+01,9.768298495e+01,6.566960291e+01,7.509740186e+01,2.099885851e+01,9.844653799e+01,2.209595655e+01,2.960450374e+01,5.702752184e+01,5.861355491e+01,1.771194674e+01,6.232276539e+01,9.237038462e-01,1.992646347e+01,2.320639851e+01,9.673601915e+00,9.257180852e+01,8.594719396e+01,9.006709931e+01,5.515451896e+01,5.240054594e+01,4.191930102e+01,2.474655296e+00,5.611740899e+01,5.580701849e+01,5.272178634e+01,1.627445014e+01,9.915265060e+01,4.939640404e+01,1.451869569e+01,4.803322243e+01,7.216848279e+01,4.357602198e+01,2.732805207e+01,2.047575482e+01,5.179022055e+01,8.483309004e+01,9.765325814e+01,3.111854088e+01,7.775976244e+01,4.813502509e+01,3.308542714e+01,4.839844384e+01,2.779108478e+01,2.234379567e+01,8.727941335e+01,9.318439336e+01,7.659077647e+01,8.031275714e+01,2.968285845e+00,8.074950826e+00,2.656110335e+01,3.077357226e+01,5.355488357e+01,2.507131049e+01,8.811129436e+01,4.513825716e+01,6.007590989e+01,8.765916694e+00,2.419107751e+01,6.274619069e+01,1.072077903e+01,6.516490415e+01,6.841072428e+01
8.268305676e+01,6.090699941e+01,8.212412040e+01,6.162560254e+01,4.143316093e+01,3.027596661e+01,7.929943832e+01,1.408070984e+01,4.491633891e+01,6.747537518e+01,4.065402496e+01,8.440755265e+01,4.485800236e+01,3.549752765e+01,7.723974721e+01,7.633165349e+01,3.787476530e+01,6.795803654e+01,8.603819686e+01,8.910155520e+01,7.515033869e+01,9.456345057e+01,3.888125529e+00,7.376592084e+01,9.280293022e+00,9.593262196e+01,5.288600543e+01,4.590115253e+01,9.841397418e+00,2.826385678e+01,8.332245912e+01,2.631902820e+00,7.432110835e+01,7.434808843e+01,4.109793226e+01,9.130319103e+01,5.766703125e+01,7.862883567e+01,2.989935165e+01,6.404578155e+01,8.811681496e+01,9.096622407e+01,1.967191287e+01,4.701578781e+00,4.845303677e+01,9.655277161e+01,2.082148188e+01,7.911139325e+01,8.582702556e+01,7.129049054e+01,8.116570189e+01,7.227850041e+01,3.435574017e+01,2.481270940e+01,4.699946227e+01,3.086957593e+01,5.436790016e+01,4.161788325e+00,8.575060176e+01,4.684937658e+01,1.907364094e+00,6.220572609e+01,2.668908207e+00,9.120189136e+01,9.373608378e+01,8.265852706e+01,6.458406424e+01,1.496239396e+01,3.995299376e+00,3.038677467e+01,1.405432607e+01,9.324987593e+01,7.572785347e+01,3.684652822e+00,5.927899286e+01,9.196517284e+01,7.993714842e+01,7.988752305e+01,9.022682907e+01,3.421456154e+01,7.982969358e+01,3.984600434e+00,6.978826339e+01,2.258677398e+01,1.022461333e+00,9.034893042e+01
1.974348727e+01,7.370542655e+01,6.229728883e+01,7.920611365e+01,4.844625067e+01,2.070363640e+01,4.379070441e+00,8.245498006e+01,3.467203272e+01,3.564171098e+01,2.856005008e+01,8.959115269e+01,5.121284454e+01,6.955956078e+01,7.979933096e+01,9.115811386e+01,9.858859715e+01,5.139620813e+01,5.868734629e+01,1.966971412e+01,7.013943940e+01,2.943799641e+01,8.220710351e+01,4.440865062e+01,1.426723929e+01,7.983704943e+01,6.343637853e+01,8.033261537e+01,2.438074719e+01,3.074069319e+01,1.210399802e+01,2.282208465e+01,5.166648012e+01,2.916277268e+00,8.843804967e+01,1.721026398e+01,6.270603112e+01,3.573481028e+01,2.026737934e+00,6.577999120e+01,7.672267729e+00,8.520138879e+01,8.900108087e+01,1.447258472e+01,9.804878102e+00,9.491229198e+01,3.821102847e+01,8.565998165e+01,5.961530305e+01,8.253587062e+01,7.108296542e+01,3.856473837e+01,3.271683233e+01,4.913224186e+01,6.959975963e+01,6.253631676e+01,4.098857526e+00,2.194415359e+01,2.850833522e+01,9.443614505e+01,3.622268008e+01,6.482892887e+01,5.010607493e+01,6.464576558e+01,1.529404147e+00,8.738965978e+01,9.040092890e+01,2.501960546e+00,8.560752488e+01,4.387211240e+01,5.872091483e+01,4.936121993e+01,9.523257988e+01,2.038636407e+01,1.063885971e+00,9.444935145e+01,2.579889186e+01,3.045083177e+01,3.278808913e+01,6.949936799e+01,6.787007618e+01,6.072438415e+01,4.907515110e+01,3.963765561e+01,8.010725527e+01,1.541713544e+01
7.192549235e+01,6.504236118e+01,8.129260453e+01,6.822061387e+01,2.428111154e+01,5.232079627e+01,1.329423744e+01,2.174151683e+01,6.139320533e+01,7.366658306e+01,1.569977530e+01,9.421191367e+01,4.365225419e+01,2.325792811e+01,2.582299381e+01,3.345924749e+01,8.837738363e+00,7.965478612e+01,4.407007808e+01,1.393937433e+01,3.927953349e+01,6.858669341e+01,9.486763596e+01,2.622839923e+01,2.384474603e+01,4.480459962e+01,4.099673508e+01,9.878473000e+01,9.110666498e+01,6.671382553e+01,7.661217336e+01,5.646152585e+01,7.288099116e+01,5.242117365e+01,3.044886808e+00,6.512535050e+01,3.237438639e+01,4.178146289e+00,4.853008943e+01,6.220543362e+01,3.254941290e+00,3.107172971e+01,5.564437938e+01,8.660350270e+01,9.940203702e+01,4.759698283e+01,4.232349763e+01,3.159281626e+01,2.208505339e+01,1.968264541e+01,9.675949786e+01,5.912953716e+01,5.749313784e+01,7.496520995e+01,8.024172161e+01,7.388764870e+01,4.698264081e+01,7.926062592e+01,6.404582716e+01,1.838901548e+01,9.257366945e+01,9.436238721e+01,3.999355111e+00,5.002994572e+01,8.769594933e+01,5.375322196e+01,2.983487480e+01,6.641767251e+01,2.660249074e+01,7.401175064e+01,7.213008542e+01,6.137987719e+01,4.565677101e+01,6.534582084e+01,3.984187078e+01,2.729008970e+01,9.120235785e+00,6.171882368e+01,3.363618784e+01,6.857522280e+01,2.801047314e+01,2.643399531e+01,9.351919034e+01,1.943983530e+00,4.043786013e+01,7.313171557e+01
5.469577913e+00,9.410966309e+01,2.136086135e+01,4.788999752e+00,2.098641138e+01,6.416565578e+01,7.905058204e+01,5.927924139e+01,5.188369560e+01,1.746257641e+00,5.958636194e+00,1.200061096e+01,6.096291670e+01,8.643747174e+01,2.137075228e+01,6.799936168e+01,3.376009751e+01,3.992593477e+01,1.992844688e+01,8.097766690e+01,7.720901301e+01,8.291994957e+00,2.893129007e+01,5.905429451e+01,2.918825844e+01,5.421249464e+01,3.040083956e+01,2.757888910e+01,7.607093764e+01,3.518287509e+01,4.092108089e+01,7.697399158e+01,6.507044533e+01,1.317127685e+01,3.538875770e+00,2.516123843e+01,2.409796230e+01,4.435308402e+01,9.236745422e+01,7.656067994e+00,4.923504775e+01,2.711852226e+01,1.248765270e+01,1.515638074e+01,7.792502878e+01,6.478501069e+01,5.014410117e+01,3.654594758e+01,7.550936998e+01,2.128384514e+01,7.320091309e+01,8.757616628e+01,6.189103813e+01,3.032798569e+01,8.097474638e+01,1.946963162e+01,4.487659978e+01,2.331436886e+01,2.520847164e+01,6.199064626e+01,7.162111091e+01,9.235069686e+01,8.730535967e+01,6.522487169e+01,3.293680005e+01,2.917279124e+01,5.840528323e+01,9.548891097e+00,7.199532634e+01,7.638637929e+01,9.718506352e+01,5.559360043e+01,1.481539337e+01,9.805499117e+00,7.648831471e+01,4.746466452e+01,5.269656757e+01,6.905798828e+01,8.206825332e+00,3.170813479e+01,4.751561284e+01,9.356315806e+01,4.933781360e+01,2.936600064e+01,4.346279799e+01,9.200378148e+01
9.717641349e+01,7.194187415e+01,3.396378310e+01,6.879981501e+01,3.362137644e+01,3.725232682e+01,1.232976056e+01,9.932818066e+01,3.853596943e+01,9.960126925e+01,7.592737739e+01,7.424390302e+01,1.100163552e+01,8.226002241e+01,7.847856599e+00,4.293217230e+01,3.933050377e+01,8.314436093e+01,6.758574775e+01,9.405262901e+01,5.661809666e+01,4.582856906e+01,9.719477341e+01,3.543230733e+01,4.222571627e+01,6.456490701e+01,6.048978157e+01,2.242181838e+01,4.189159216e+01,5.658875335e+01,6.132325584e+01,4.284962260e+01,4.264697304e+01,5.349147226e+00,9.552382775e+01,6.450379820e+01,3.089581487e+01,8.251366653e+01,7.871171072e+01,1.028374619e+01,3.695587258e+01,1.401364760e+00,3.929277548e+01,6.678476385e+00,7.983523926e+01,9.441521098e+01,5.551991338e+01,8.048875644e+01,4.639858310e+01,6.917018871e+01,7.382358364e+01,7.487000612e+01,7.023501344e+01,3.256934889e+01,8.964098065e+01,1.675154468e+01,7.365153500e+01,2.503212791e+01,2.141100828e+01,8.509539291e+01,8.417167788e+00,7.976281757e+01,4.185985273e+01,7.558967167e+01,6.049455687e+01,2.749432437e+01,9.117796757e+01,3.237776119e+01,5.907966422e+01,1.163028871e+01,6.995596687e+01,3.460614808e+01,9.167433110e+01,2.593970523e+01,2.803540186e+01,6.640628337e+01,7.773480406e+01,2.182820560e+01,5.343736436e+01,3.675380832e+01,5.557237755e+01,2.109056294e+00,6.241658035e+01,9.904447744e+01,2.677450867e+01,8.082320615e+01
2.431092820e+01,4.962869443e+01,6.173291033e+01,2.637797779e+01,3.549633373e+01,4.220972412e+01,8.279810165e+01,9.871249885e+01,6.957150514e+01,9.764916756e-01,1.393618751e+01,1.727349010e+01,8.140636206e+01,5.331417492e+01,3.616305448e+01,5.329257675e+01,9.480278019e+01,5.366493302e+01,9.778881103e+01,9.805370109e+01,8.683909829e+01,2.020477046e+01,8.534278123e+01,8.271579924e+01,6.662684373e+01,4.282766540e+01,1.730072943e+01,6.775169042e+01,5.495575900e+01,2.315742477e+01,5.084280565e+01,9.481324207e+01,8.913342620e+01,7.400970996e+01,7.900204998e+01,7.679162087e+01,6.132436756e+00,2.764173040e+01,8.866231152e+01,1.157349072e+01,6.665575646e+01,5.068988408e+01,2.698282293e+01,5.271321538e+01,2.554819253e+01,7.741481131e+01,3.014956305e+01,1.109268649e+01,9.825473504e+01,5.271707729e+01,8.622553733e+01,3.235378860e+01,6.709449295e+01,1.675268701e+01,1.822787583e+01,3.052828390e+01,7.491648081e+01,6.261259009e+01,3.969614560e+01,6.142856915e+01,4.398769112e+01,2.744115134e+01,1.095909271e+01,9.172845149e+00,3.713496085e+01,4.753246683e+01,5.333610703e+01,5.706792531e+01,8.595696956e+00,8.777618733e+01,1.736625246e+01,2.413119943e+01,9.483523289e+01,5.781003460e+01,9.397582268e+01,9.279470737e+00,1.992325404e+00,2.996952889e+01,9.553391690e+01,8.777428465e+01,7.083914991e+01,2.495321674e+01,8.280918233e+01,2.958206170e+01,1.779816249e+01,6.856000620e+01
5.101136914e+01,7.890084477e+01,6.931626815e+01,5.835098575e+01,4.064625719e+01,5.499099367e+01,8.588118007e+01,7.241266037e+01,7.852882580e+01,3.983989286e+01,5.324821436e+01,6.158761156e+01,1.576227096e+01,8.930777313e+01,9.115694634e+01,4.164055437e+01,8.836155849e+01,2.091918781e+01,3.684808563e+01,1.127108177e+01,3.022519133e+01,1.480533442e+01,4.702850380e+01,2.833933535e+01,6.202657760e+00,5.760261594e+01,5.570700256e+01,6.762677111e+01,9.331817974e+01,7.597027242e+01,4.703781302e+00,1.401347546e+01,2.785315726e+01,4.067436355e+00,6.517112828e+01,1.275776250e+01,4.478971019e+01,8.238036870e+01,9.166812498e+01,1.238405568e+01,7.877590867e+01,1.246090215e+01,8.976470471e+00,6.735702648e+00,4.702008461e+00,3.678327564e+01,9.499701171e+01,4.931936212e+01,4.647135729e+01,7.710542813e+00,4.946864367e+01,5.787437911e+01,7.334142801e+00,7.962524983e+00,5.487673590e+01,4.079949017e+01,1.302170168e+01,9.781998605e+01,7.668254877e+01,8.852087692e+01,7.790390842e+01,7.795790479e+01,9.857197536e+01,5.646838758e+01,1.380586303e+01,7.735721216e+01,6.347031423e+00,9.680967202e+01,6.846009361e+01,9.370965799e+00,4.191103191e+01,3.679830742e+01,4.456239617e+01,3.537355642e+01,3.183251854e+01,3.377083433e+01,2.760976106e+01,8.301795498e+01,5.767745805e+01,9.769055034e+01,8.051009032e+01,6.964036401e+01,5.571496640e+01,8.479794607e+01,5.586724732e+01,1.336459327e+01
4.275038235e+01,7.201295990e+01,8.403800670e+01,6.084339377e+00,6.908870285e+01,7.595319869e+01,4.950991024e+01,6.891166459e+01,8.324208952e+01,3.863280698e+01,3.051373698e+01,4.724641067e+01,9.056515295e+01,7.952285990e+01,9.927166452e+01,6.674807265e+01,3.160838609e+01,7.480766539e+01,9.350067629e+01,1.016994687e+01,2.613184264e+00,9.813108636e+01,9.661347915e+01,5.180599681e+01,3.539714685e+01,5.640487926e+01,8.118458724e+01,1.333915522e+01,8.605293193e+00,5.347757813e+01,8.236862210e+01,1.692330013e+01,5.987157200e+01,9.085291958e+01,4.320825164e+01,3.827601223e+01,5.520052604e+01,6.891200526e+01,3.506466737e+01,6.869220484e+01,2.306088615e+01,4.140821187e+01,8.620201216e+01,2.720808775e+01,6.531785476e+01,8.744271205e+01,9.527191853e+01,6.608938144e+01,7.823154109e+01,3.929926504e+01,9.055858070e+01,8.386788237e+00,3.474192916e+01,8.266794021e+01,6.508029023e+01,2.460073399e+01,1.724652530e+01,6.095292899e+01,1.518475460e+01,7.806300154e+01,1.525614295e+01,7.142290241e+01,6.564754936e+01,4.067873153e+00,4.019008315e+01,3.375469556e+01,3.255062297e+01,9.331343114e+01,8.361551400e+01,3.873787506e+01,8.101644050e+01,2.551068448e+01,9.380191442e+01,9.126947783e+01,1.690822945e+01,1.134509223e+01,8.808433972e+01,9.931715115e+00,5.729342701e+01,5.116363700e+01,1.337737650e+01,8.484107644e+01,6.554661147e+01,4.119740786e+00,3.388281017e+01,7.649148991e+01
4.644803324e-01,7.824417473e+01,6.144867730e+01,2.106495149e+01,3.218567597e+01,9.464264448e+01,2.691987323e+01,5.188741838e+01,2.759484219e+01,7.675839194e+01,9.962144923e+01,9.656142048e+01,7.656222352e+01,3.201489363e+01,6.516335420e+01,2.431966793e+01,6.542490535e+01,9.679965045e+00,8.689981875e+01,4.084539381e+01,1.842237584e+01,9.384883706e+01,5.742660893e+01,4.047390715e+01,9.615867346e+01,7.553760888e+01,6.157033835e+01,6.328319318e+01,6.197024996e+01,8.413857868e+01,3.603236344e+01,5.236621944e+01,5.354821290e+01,9.551088177e+01,2.771519195e+01,3.344626058e+01,8.085004479e+01,5.610140949e+00,6.083964900e+01,8.160347748e+01,4.277689843e+01,3.047379379e+01,7.311050762e+01,9.225683448e+01,6.096179374e+01,5.596625159e+01,1.038604945e+01,1.009445139e+01,1.132408510e+01,1.296948442e+01,3.811109615e+01,6.401201036e+01,2.816489146e+00,2.782376506e+01,7.589563138e+01,1.725084970e+01,9.242678851e+01,4.235387699e+01,9.847311764e+01,7.368947675e+01,8.064424993e+01,1.944205527e+01,8.244041013e+01,8.947387597e+01,4.037651708e+01,4.015869693e+01,9.625752319e+01,3.735054456e+01,3.833548963e+01,1.003420205e+01,3.476019450e+01,9.053246081e+01,7.637864131e+01,5.509291324e+01,7.974031476e+01,3.063237643e+01,9.274657966e+01,6.912553436e+01,2.051881814e+01,6.292368977e+01,8.279308729e+01,7.107508544e+01,3.631862804e+01,6.664154499e+01,9.991680698e+01,7.054142358e+01
7.054852854e+01,8.602169258e+01,7.132236865e+01,8.306775019e+01,2.695784237e+01,5.049256724e+01,6.163235695e+01,4.055606658e+01,2.455563217e+01,9.789445724e+01,3.614195423e+01,5.133092326e+00,9.021447076e-01,4.274124184e+01,8.377320260e+01,9.083751658e+01,1.609738038e+01,4.082422678e+01,9.487439099e+01,8.434797981e+01,6.218284419e+01,5.304608576e+01,6.795795427e+01,7.331584623e+01,7.252920999e+01,7.605549269e+00,7.089753990e+01,4.039254848e+01,2.765670953e+01,3.456441004e+01,2.528305564e+01,5.705479359e+01,2.633596155e+01,3.941638335e+01,4.060053252e+01,4.421296767e+00,4.868720072e+01,8.394695822e+01,1.861326232e+00,6.173150599e+01,5.204555564e+01,4.307423939e+01,8.640795186e+01,5.239115807e+01,8.584550237e+01,6.078444368e+01,4.139200752e+01,2.932188123e+01,2.876235101e+00,8.004551489e+01,5.207649809e+01,6.998399862e+01,8.754554270e+01,9.964817935e+01,2.835969934e+01,8.232748869e+01,1.579152000e+01,6.945903068e+01,8.680622667e+01,6.974204544e+01,6.268563637e+01,3.560664714e+01,6.380664285e+01,1.443280860e+01,6.328468644e+01,7.285083824e+01,1.075162552e+00,5.385686038e+01,2.314858186e+01,1.617268585e+01,2.595436472e+01,1.591129788e+01,1.834925095e+01,9.081365802e+01,1.974253818e+01,1.729375560e+01,5.885906612e+01,8.632845277e+01,3.384512103e+01,6.071439520e+01,8.832202627e+01,8.906321051e+01,2.832271050e+01,9.276473835e+01,7.828424252e+01,3.547596650e+01
