v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73
8.647527835e+01,5.093544105e+01,3.146546186e+01,9.508350880e+01,3.371896166e+01,8.366251425e+00,1.919175886e+01,6.866969592e+01,6.226864336e+01,2.061326616e+01,9.448493676e+01,1.014662088e+00,6.743255804e+01,7.672948219e+00,9.512939832e+01,5.815636328e+01,8.020076887e+01,2.432532981e+01,1.451552810e+01,9.005256086e+01,3.527627411e+01,1.169116675e+01,8.233883663e+01,1.072106777e+01,7.055979961e+01,8.072670343e+01,8.965027281e+00,1.365703243e+01,8.138720870e+01,9.600158919e+01,5.306816772e+01,2.871169689e+01,5.587692758e+01,3.422953633e+00,6.542235197e+01,5.300083892e+01,6.958402888e+01,7.447696072e+01,4.236407531e+01,5.965783558e+01,4.968892122e+01,5.026354503e+01,6.834588991e+01,9.171254991e+01,8.803921002e+01,6.076339838e+01,6.201611463e+00,7.730778967e+01,8.075889358e+00,2.532346158e+01,9.295813874e+01,6.957900450e+01,6.779548495e+01,2.315379244e+00,4.431747452e+01,4.821138592e+01,1.918268422e+01,5.056289677e+01,9.112921397e+01,3.762201993e+01,2.399870482e+01,9.582207074e+01,5.088960983e+01,8.407281174e+01,4.129758051e+01,5.244656271e+01,1.146273904e+01,4.562654481e+01,7.714605285e+01,4.782004999e+01,8.916566456e+01,6.590761590e+01,6.371027379e+01
4.939649308e+01,5.309978739e+01,9.066481999e+01,8.514970009e+01,2.833894286e+01,7.119077804e+01,8.326507071e+00,6.497612969e+01,4.134213484e+01,9.544292951e+01,3.574965787e+00,9.619235952e+01,9.371363590e+01,7.805363916e+00,5.471380908e+01,5.902373403e+01,6.744464162e+01,1.381815360e+01,7.550041146e+01,5.150054038e+01,4.802484611e+01,2.370485666e+01,2.383224304e+01,8.626177760e+01,1.612919290e+01,5.702126711e+01,4.974233059e+01,9.117157284e+01,4.533130999e+01,5.094012186e+01,5.287743401e+01,6.093384895e+01,3.103526712e+01,5.607214267e+01,6.496812824e+00,7.595520868e+01,8.856192983e+00,4.026730471e+00,1.517192695e+01,1.807763533e+01,9.157231905e+01,1.829387600e+01,3.677315981e+01,1.505338323e+01,3.273283263e+01,7.143380803e+01,1.696300663e+01,6.615874546e+01,8.638749408e+01,1.023963989e+01,5.687063122e+01,7.778029682e+01,6.553368470e+01,6.416273149e+01,8.005367516e+01,7.962735807e+01,2.667914861e+00,2.171891424e+01,6.417348417e+01,1.601205750e+00,4.264564141e+01,2.464169700e+01,8.527778904e+01,6.997113047e+01,8.060073283e+01,2.274197498e+01,4.594629642e+01,6.419316509e+01,6.252582890e+01,9.124460424e+01,9.603950052e+01,6.643207595e+01,4.558918499e+01
3.535744179e+01,8.369069266e+01,5.296346922e+01,3.963995471e+01,2.924315722e+01,3.207308628e+01,8.674830710e+01,7.821962998e+01,6.907992917e+01,1.191945442e+01,4.910028752e+00,5.085291846e+01,3.715783663e+01,6.820016073e+01,2.070204019e+01,1.225263386e+01,7.968975718e+01,9.606364874e+01,6.648089975e+00,8.519535724e+01,9.620460644e+01,3.817870788e+00,7.387801291e+01,3.805225761e+01,6.462234877e+01,1.073214251e+01,8.860581974e+01,6.831768890e+01,8.804477330e+01,7.733847563e+01,2.471861640e+00,3.679860783e+01,9.513370934e+00,9.478408022e+01,3.206223285e+01,4.109564515e+01,4.804718999e+01,2.619145643e+01,2.111065002e+01,2.803141615e+01,1.766254959e+01,8.728919017e+01,9.469126342e+01,6.635547677e+01,3.117777703e+01,7.663524587e+01,8.676032147e+01,4.085324397e+01,8.517746708e+01,2.185135718e+01,2.514843980e+01,8.447982244e+01,9.475167903e+01,3.141313917e+01,2.318168521e+01,3.590540466e+01,8.521803326e+01,9.899619321e+01,4.267646987e+01,4.336940656e+01,5.788880570e+01,3.736360474e+01,9.014272190e+01,6.633354870e+01,6.534327767e+00,6.589537314e+01,1.600694932e+01,9.730936526e+01,3.368438894e+01,3.944823890e+01,7.209572716e+01,8.595330795e+01,7.744874190e+01
4.612876168e+01,3.656037564e+01,8.484605506e+01,1.600746145e+01,1.653395470e+01,4.098114755e+01,5.131073088e+01,3.855678916e+01,5.332835878e+01,2.378377186e+01,5.236087243e+01,2.506513891e+01,8.020119193e+01,5.757510911e+01,2.368212446e+01,7.074077810e+01,1.175168509e+01,4.689551514e+01,3.211890469e+01,4.639820604e+01,4.453664254e+01,7.308836540e+01,2.540707322e+01,5.099095453e+01,7.165206602e+01,3.282535725e+01,9.383636787e+01,3.506385343e+01,3.839461457e+01,5.317565118e+01,3.913820569e+01,1.603602547e+01,1.635424619e+01,4.722264538e+00,1.459156501e+01,6.674836101e+01,7.439365699e+01,2.135799875e+01,7.930761577e+01,4.389517032e+01,9.352540725e+01,3.172084148e+01,7.561863323e+01,5.388745344e+01,1.390570045e+01,6.129370896e+01,2.736457845e+01,1.025120334e+01,4.613287131e+01,1.065271688e+01,3.132869013e+01,3.791857614e+01,5.775562809e+01,6.546248094e+01,1.934955212e+01,2.068621693e+01,6.235823392e+01,6.606340162e+01,7.340414976e+01,2.972091817e+01,2.400622955e+01,9.855358796e+01,3.135018037e+00,4.856635274e+01,2.656425052e+01,4.238868428e+01,1.462745030e+01,4.555968708e+01,7.891371957e+00,5.167232589e+01,6.595251954e+00,2.556083348e+01,3.863851696e+01
6.029795568e+01,5.564865291e+01,6.608649709e+01,5.818311979e+01,3.030398623e+01,4.567620792e+01,2.338419444e+01,8.135233497e+01,6.369173240e+01,1.123999724e+01,1.110238795e+01,4.467755305e+01,6.704290990e+01,8.879860274e+01,1.438536073e+00,7.837235367e+01,3.297738236e+00,8.762408562e+01,9.081402724e+00,1.295156803e+01,5.614577582e+01,8.471397059e+01,9.638706938e+01,3.495077607e-02,2.232409480e+01,4.702754186e+01,2.266565580e+01,2.747947188e+01,4.031782649e+01,6.828900535e+01,6.560784548e+01,6.466966920e+01,4.997934514e+01,4.328725519e+01,4.031897337e+01,3.877400758e-01,4.837522369e+01,2.413685914e+01,3.186573380e+01,8.732280033e+01,5.260461271e+01,6.303705330e+01,8.890632130e+01,9.076012500e+01,5.490445697e+01,3.807767426e+01,2.505697700e+01,5.071113868e+01,3.079175629e+00,2.563587217e+01,5.466445617e+01,9.392320796e+01,2.874251558e+01,8.365468904e+01,8.815702595e+01,4.465826731e+01,2.539244683e+01,9.941802340e+01,9.325073000e+01,8.180670794e+01,4.439983347e+01,6.935416214e-01,5.737325037e+01,7.965399500e+01,4.919505956e+01,3.971090023e+01,9.123233148e+00,4.727085680e+01,7.012443637e+00,6.888962703e+01,3.549963874e+01,4.334808199e+01,6.868922505e+01
6.379927046e+01,5.110745173e+01,4.238812491e+01,8.636129022e+01,1.688809363e+01,5.970949887e+00,4.834880682e+01,7.497119473e+01,6.517203615e+01,2.435920843e+01,4.506634678e+01,7.439851405e+01,6.795684680e+01,2.077708571e+01,5.942873505e+01,3.387004308e+01,2.927553478e+01,5.104639380e+01,4.556074876e+01,1.668349305e+00,9.250082627e+01,4.181505729e+01,2.270422459e+01,1.307601848e+01,8.997642497e+01,5.511375172e+00,1.494954938e+01,3.878750115e+01,5.151818125e+01,8.848893192e+01,1.029985035e+01,6.605275836e+01,5.682082512e+01,6.664842751e+01,8.563602222e+01,4.580768792e+01,3.040760812e+01,9.957766589e+01,7.783439116e+01,8.940756174e+01,7.640336349e+01,9.651570389e+00,4.574553649e+01,7.033034474e+01,6.355512278e+01,2.315464595e+01,4.821832787e+01,8.423283662e+01,2.982251743e+01,5.747929633e+01,6.269857579e+01,5.185994867e+01,6.648343690e+01,5.151889964e+01,6.898070274e+01,3.040375951e+01,9.110291437e+01,1.675556069e+01,7.579070842e+01,1.326465898e+01,8.072994589e+01,7.950986616e+01,7.472256343e+01,5.816195770e+01,3.258545056e+01,2.333619222e+01,5.398546304e+01,3.222800683e+01,6.044092877e+01,6.069486546e+00,3.600613037e+01,6.732739938e+01,3.006828574e+01
7.672426895e+01,5.623738906e+01,7.056513137e+01,8.933507066e+01,9.101520355e+01,3.448725504e+01,3.918427870e+01,7.190827064e+01,2.011660100e+01,1.644736238e+01,9.573616369e+00,1.983909752e+01,5.831478874e+01,8.437837434e+01,4.766457030e+01,7.801161540e+00,1.747910604e+01,2.574908256e+01,5.031388114e+01,9.655845814e+00,3.081589799e+01,3.970606191e+01,2.137885763e+01,5.014053490e+01,8.977401577e+01,1.236493856e+01,4.042909995e+01,9.714780675e+01,3.085242718e+01,5.069664851e+00,9.069180214e+01,5.426949308e+00,8.176981568e+01,5.969647690e+01,8.887381460e+01,3.652371121e+01,4.166612859e+01,7.095891766e+01,2.856752745e+01,1.429169270e+01,1.114074653e+01,9.262594230e+00,6.481144631e+01,2.572183158e+01,2.616766699e+01,5.997928038e+01,5.148594354e+01,9.941161020e+01,3.086561237e+01,3.914506794e+01,1.003996537e+01,9.005034149e+00,7.167315939e+01,2.279801457e+01,6.033777084e+01,6.562432510e+01,7.758280013e+01,9.936877445e+01,2.029598086e+01,1.358089716e+01,9.876634789e+00,5.918702784e+01,7.950947112e+00,4.957217471e+01,7.452573903e+01,8.398403015e+01,9.442475625e+01,6.231042182e+01,9.707805088e+01,8.792115762e+01,2.370962725e+01,5.917239251e-01,7.669456912e+01
8.054911017e+01,3.239117206e-01,7.815922962e+01,3.980047572e+01,7.438843558e+00,4.876157476e+01,9.830315633e+01,1.663499600e+00,5.566114740e+01,9.807595727e+01,5.384556463e+01,2.351374531e+01,2.512326487e+00,6.255678120e+00,5.369559960e+01,3.001912191e+01,6.154227562e+01,9.983708067e+01,7.118688308e+01,4.513790084e+01,3.860787584e+01,1.210358185e+01,4.380996500e+01,2.671444764e+01,1.563468116e+01,7.125858444e+00,8.096179423e+01,3.525576919e+01,4.352192230e+01,7.211183017e+01,6.625123545e+01,3.091514414e+01,6.645643615e+01,7.768112430e+00,3.089223621e+01,9.364528712e+01,3.738432668e+01,8.118720360e+01,5.385402020e+01,3.062817310e+00,7.820684851e+01,8.133102123e+01,3.511031468e+01,8.110788857e+01,6.470477357e+01,5.900870333e+01,6.159445354e+01,3.288073858e+01,7.496241674e+01,5.962469456e+00,4.563146954e+01,2.575224382e+01,7.305428225e+01,6.891506987e+01,1.274116324e+01,5.631502338e+01,9.721795106e+01,3.583220572e+01,9.880157624e+01,8.029488112e+01,8.383225130e+01,4.071643258e+01,3.903785396e+01,3.730632302e+01,3.222365932e+01,9.614845120e+01,3.483024376e+01,7.834215195e+01,6.904992297e+01,6.332331377e+01,2.039840500e+01,7.065674483e+01,4.486817847e+01
6.925592328e+01,6.545940838e+01,5.198019005e+00,3.183694959e+01,4.917905298e+01,6.355677911e+01,2.960549522e+01,3.516815813e+00,3.652030444e+01,3.381144497e+01,2.949304782e+01,8.143065749e+01,6.133982103e+01,6.835734097e+01,2.725491809e+01,6.465563920e+01,3.337354060e+01,7.556074641e+01,8.835217030e+00,9.597683160e+01,6.099281825e+01,3.219590701e+01,3.335797744e+01,1.022934358e+01,2.336829287e+01,3.514868865e+01,3.925838261e+01,9.321906622e+01,9.209079354e+01,4.378392053e+01,7.119488468e+01,3.395247029e+00,5.390329445e+01,8.771970267e+01,7.441194138e+01,3.753130651e+01,3.716782161e+01,2.526120300e+01,3.714428927e+01,9.479984933e+01,6.024737436e+01,4.800589483e+01,8.744173664e+01,1.933787925e+01,8.679990667e+01,5.136392531e+01,2.443866906e+01,1.789832410e+01,4.307548572e+01,6.143727615e+01,3.792183474e+01,6.175055327e+01,4.978409908e+01,4.686281527e+01,8.635608690e+01,3.051380513e+01,3.188306702e+01,3.669221820e+01,3.125485061e+01,7.046444915e+01,4.774260094e+01,1.564326724e+00,3.847940100e+00,2.258138474e+01,8.147543128e+01,4.945932062e+01,8.011297453e+01,6.660682569e+01,3.879483744e+01,7.667696992e+01,4.531636161e+01,7.432334709e+01,3.309830229e+01
8.635889392e+01,3.142939924e+01,8.999531621e+01,3.514064149e+00,5.632116893e+01,4.061590546e+01,5.086630987e+01,9.288257713e+01,7.567314445e+01,7.145312334e+01,7.563709636e+00,3.988914372e+01,2.336072732e+01,4.991156104e+01,4.789732406e+01,4.525005369e+01,7.528837213e+01,4.800785463e+00,6.333571957e+01,8.719810493e+01,7.187834387e+01,4.115259163e+01,6.443962783e+01,9.214324741e+01,8.589199409e+00,1.242367165e+00,2.056066367e+01,7.320728574e+01,9.025488915e+01,8.833291409e+01,6.392694307e+01,4.013740437e+01,7.548301313e+01,1.941598095e+01,6.042630815e+01,1.802402071e+01,2.174191463e+01,5.684632022e+01,2.765928542e+00,6.034434378e+01,5.010869789e+01,4.205455912e+01,9.649770482e+01,4.562567327e+01,8.140777645e+01,3.068850017e+01,8.763506503e+01,9.167274993e+00,4.569674593e+01,8.481937556e+01,1.456805348e+01,5.664956501e+01,6.515886490e+01,8.354060202e+01,4.196350090e-01,9.386821379e+01,4.096540279e+01,2.889953984e+01,9.202840802e+01,4.409497675e+00,1.922768706e+01,5.132861164e+01,6.416108247e+01,6.477047286e+01,5.981219696e+01,4.021893699e+01,8.103747331e+01,7.781278377e+01,2.727268573e+01,2.915452615e+01,1.654091069e+01,7.574676372e+01,4.195712493e+01
2.120792763e+01,5.772783939e+01,6.811238015e+01,7.547984024e+01,1.543978584e+01,8.455942160e+01,2.291585793e+01,1.744355651e+01,1.966691747e+01,2.755412524e+01,6.036129257e+01,5.340865936e+01,1.286629399e+01,7.236253927e+01,1.347635176e+01,6.833177519e+01,2.720018875e+01,9.553387292e+01,7.295439177e+01,3.021564518e+01,3.614557233e+01,8.885339229e+01,8.843430089e+01,5.988209138e+01,5.866898544e+01,9.185342586e+01,2.965994305e+01,2.106686702e+01,7.770146383e+01,7.684550290e+01,6.837855916e+01,4.481091258e+01,3.162727046e+01,2.677665193e+01,7.197012247e+01,1.902158448e+01,6.624677752e+01,3.327017324e+01,2.281441049e+01,2.645717107e+01,9.786208651e+01,7.209642603e+01,7.376099664e+01,5.260035295e+01,8.511194799e+01,9.360350501e+00,7.704292744e+01,4.848705904e+01,9.577042909e+01,1.728608902e+01,5.205783428e+01,9.317909991e+01,7.142772683e+00,9.769065667e+01,3.169565079e+01,8.975541631e+01,8.907925473e+01,3.228843298e+01,5.845989369e+01,3.913869066e+01,6.978204883e+01,9.652682283e+01,5.569008123e+01,6.205993718e+01,9.307461374e+01,9.285064264e+01,6.506674196e+01,2.315428834e+01,8.221645060e+01,4.986143360e+01,1.937995896e+01,8.308768693e+01,4.326418937e+01
8.185630336e+01,1.858012817e+01,7.613474490e+01,4.988117945e+01,5.071633631e+01,6.310519886e+01,8.795655615e+01,4.910741005e+01,8.401179053e+01,6.105823113e+01,8.635458020e+01,3.519120791e+01,9.554134935e+01,4.146470595e+01,9.192632598e+01,7.736323858e+01,7.744056761e+01,3.588866533e+01,7.938478842e+01,6.862213786e+01,4.053560692e+01,8.029513744e+01,9.280073121e+01,3.276088619e+00,9.266876807e+01,1.594424548e+01,1.749657629e+01,8.408388636e+01,7.782986882e+01,3.577981642e+01,6.080469512e+01,4.751685945e+01,5.279699251e+01,1.054105409e+01,3.464391690e+01,6.435119772e+01,3.906426898e+01,7.398528277e+00,4.980590267e+01,3.665029059e+01,2.985959954e+01,8.497067759e+01,6.948388330e+01,3.020267070e+01,9.110089737e+00,2.685547036e+01,8.113997411e+01,3.805639617e+01,5.857718004e+01,2.174017795e+01,3.838804083e+01,8.282687337e+01,7.626843868e+01,2.818696800e+01,5.223080410e+01,8.829302114e+00,3.987495809e+01,3.055428340e+01,7.303491921e+01,6.236709398e+01,7.444480095e+01,6.231604184e+01,9.351364710e+01,4.059739392e+01,6.684903902e+01,8.010813074e+01,3.438827306e+00,5.900404495e+01,9.099535961e+01,5.203896139e+01,2.290262652e+01,7.471720912e+01,6.251558137e+01
7.204656624e+00,6.829198868e+01,4.599055660e+01,6.189378421e+01,8.395784351e+01,3.671541732e+01,2.940037819e+01,4.186268065e+01,9.585196544e+01,1.105339522e+01,6.361268180e+01,8.440495965e+01,2.820848841e+01,1.949103284e+01,4.475265931e+01,7.087262619e+01,6.381856761e+00,6.690192523e+01,9.811486908e+01,1.189958236e+01,6.348550034e+01,4.531932474e+01,8.662046084e+01,8.748467517e+01,3.143578624e+01,1.966147129e+01,8.445568008e+01,3.714315765e+01,8.848142712e+01,8.932969146e+01,1.657986124e+00,1.126070466e+01,5.494451565e+01,5.364527827e+01,8.779541961e+01,4.663630423e+01,9.605909497e+01,9.544926830e+01,3.447020124e+01,2.900171892e+01,6.470830402e+00,8.285874256e+01,4.424153102e+01,6.657450691e+01,5.352646856e+01,6.661415748e+01,6.679213039e+01,4.908741553e+01,1.398485443e+01,7.074530474e+01,6.872556804e+01,5.886153687e+01,9.540921496e+01,6.087014055e+01,4.887132033e+01,9.637092627e+01,5.877219710e+01,9.374418619e+01,6.234223181e+01,3.770868923e+01,7.793909514e+01,1.151509926e+00,4.564374511e+01,1.320098681e+01,8.767645985e+01,1.484666450e+01,3.558329636e+00,4.888451940e+01,1.546195756e+01,8.111620102e+01,3.035100243e+01,3.195009748e+01,7.120596803e+01
1.215971789e+01,3.114750819e+01,3.443152642e+01,5.497261077e+01,8.617540011e+01,1.613915826e+01,9.577705349e+01,7.691276627e+01,7.095779867e+00,7.326750882e+01,9.714942039e+01,6.913839846e+01,4.753485080e+01,1.995564749e+01,6.627071779e+01,8.586224187e+01,5.051985150e+01,5.848993401e+01,4.724424342e+01,1.650260191e+01,3.375056091e+01,1.452935472e+01,4.471859047e+01,1.820187820e+01,5.893192872e+01,4.996391639e+00,1.008924487e+00,6.018243857e+01,4.131700161e+01,3.034154780e+01,5.776386107e+01,1.948733780e-01,2.909654778e+01,3.119765691e+00,2.863340856e+01,4.478829128e+01,6.131626197e+01,6.777503555e+01,4.920560085e+00,6.268498106e+01,3.784668654e+01,1.977072330e+01,9.624425088e+01,6.494233561e+01,8.730702086e+01,4.455302835e+00,4.253828854e+01,6.100917219e+01,2.096387599e+01,9.953526098e+01,6.278999312e+00,4.146460871e+01,8.470734551e+01,6.658354104e+01,9.267381231e+01,1.727174921e+00,2.141426465e+01,1.190428082e+01,3.750231822e+01,3.238569102e+01,3.747937026e+01,4.340893769e+01,6.363148483e+01,2.340113841e+01,4.763745470e+01,5.200582569e+01,7.622288652e+01,5.126054432e+01,3.449535263e+01,4.429349597e+01,3.065968672e+01,8.431471032e+01,8.449971511e+01
2.207881315e+01,8.555094423e+01,9.132709711e+01,7.656637632e+00,6.712629066e+01,9.698325772e+01,2.887660007e+01,3.695230548e+01,7.520160479e+01,3.204696767e+01,1.046663229e+01,6.938655139e+01,6.844066720e+00,1.794306204e+01,2.432845755e+01,8.028234779e+01,9.492168554e+01,3.441933406e+01,6.770973652e+00,1.582696637e+01,3.847321058e+01,4.527816884e+01,3.621186090e+01,5.645937451e+01,6.341962876e+01,3.920803274e+01,7.936765263e+01,7.878270485e+01,8.715967779e+01,2.218747809e+01,5.376432172e+01,8.268373861e+01,1.702764473e+01,5.593730997e+01,7.315331851e+01,4.575739457e+01,1.311276295e+01,5.627608621e+01,4.001364092e+01,4.042237173e+01,3.034971521e+01,4.386255709e+01,5.498025096e+01,8.362443170e+01,3.835004519e+01,7.579592425e+00,3.841486333e+01,1.712824357e+01,8.444099775e+01,5.470742037e+01,3.899794374e+01,5.347796828e+01,4.937791676e+01,1.844822968e+01,3.309450901e+01,1.541215606e+01,9.380873661e+01,5.513480203e+01,4.170016261e+01,1.971157296e+01,6.762145691e+01,1.583595790e+01,3.609379587e+01,8.316703432e+01,7.609797779e+01,7.821031294e+01,4.402522097e+01,7.949916360e+01,7.668426846e+01,6.452987776e+01,8.582797651e+01,7.010923587e+01,9.775623256e+01
2.407503273e+01,4.809163682e+00,9.424573243e+01,3.337575317e+01,1.623460600e+01,7.407601601e+01,1.574739211e+01,3.712772108e+01,2.365221416e+01,6.855389525e+01,6.885550077e+01,4.561207280e+01,2.890671087e+01,7.644810756e+01,2.383886969e+01,1.370049751e+01,7.305288614e+01,1.539500215e+01,3.911855804e+01,4.085075433e+01,5.544328217e+01,8.009932005e+01,5.340797785e-01,2.573338319e+01,7.640612793e+01,7.941482427e+01,1.100664727e+00,3.421829677e+01,9.439414684e+01,4.346149999e+01,1.235321145e+01,2.406217425e+01,4.140560998e+01,1.854970814e+01,6.184769496e+00,4.382473726e+01,9.988949527e+01,1.599914616e+01,8.199960020e+01,7.679216771e+01,6.258083081e+01,4.431327105e+01,1.118132054e+01,4.792006446e+00,7.889631581e+01,4.752795813e+00,5.305057297e+01,8.918333410e+00,9.203238875e+01,3.622973645e+01,5.592464787e+01,6.437107007e+01,6.312868464e+01,5.460587097e+00,6.178594928e+01,8.934943957e+01,4.736230867e+01,1.272211511e+01,3.359328872e+01,6.058091891e+01,1.887132119e+01,7.121127842e+01,9.881266258e+01,5.073622284e+01,5.066894952e+01,1.784091666e+01,1.022563680e+01,5.716743023e+01,1.068084765e+01,9.991067026e+00,4.023984576e+01,5.796502063e+01,3.289742245e+01
5.460982537e+01,9.912593365e+01,8.308786522e+01,8.554323697e+01,8.881676195e+01,9.937086823e+01,7.659798325e+01,5.071315555e+01,3.966908212e+01,1.648332548e+00,3.946954577e+01,1.212006891e+01,6.969965730e+01,5.064808109e+01,5.415939581e+01,2.466683631e+01,7.552316324e+01,9.242568059e+00,4.187577237e+01,5.223694366e+01,7.696316298e+01,5.042751698e+01,2.515936114e+01,3.621104279e+01,6.244144727e+01,6.701934755e+01,7.292448993e+01,2.917987242e+01,2.978667682e+01,4.621405290e+01,3.552896529e+01,9.420745996e+01,6.051747583e+00,6.116897213e+01,2.073770722e+01,8.011826926e+00,1.054613866e+01,5.768129366e+01,5.551560619e+01,6.113483062e+01,8.061686628e+01,8.248366673e+00,7.783338114e+01,7.000948734e+01,3.216524565e+01,8.891397904e+01,3.569099908e+01,8.822078969e+01,9.613274272e+01,5.300688088e+01,3.554476558e+01,9.978880849e+01,2.397107809e+01,5.202575581e+01,2.261465677e+01,2.020513382e+01,4.295534723e+01,2.507971412e+00,3.914645800e+01,3.248437136e+01,2.827540500e+01,9.371706029e+01,6.224955353e+01,5.601189271e+01,2.103972640e+01,9.805673556e+01,3.856114232e+00,1.795576370e+01,3.342752831e+01,5.062897901e+01,6.683825017e+01,2.858349092e+01,2.432604485e+01
8.907194246e+01,3.949929873e+01,5.526279906e+01,4.319329428e+00,1.588987347e+01,1.220757444e+01,6.536008340e+01,9.533470291e+01,9.759455962e+01,8.632748216e+01,6.148352774e+01,8.516648546e+01,1.000710035e+01,5.898779694e+00,5.502461174e+01,7.517518851e+01,7.420795647e+01,3.818715594e+01,1.240826065e+00,7.165328434e+00,1.370823824e+01,4.649147255e+01,4.170620069e+01,8.341878588e+01,4.469564954e+01,9.862910389e+01,4.085176730e+01,2.482132540e+01,1.023341995e+01,4.816783040e+00,4.364911486e+01,6.130494868e+01,3.431640205e+00,9.806661043e+01,6.624045520e+01,2.202853784e+01,9.807131917e+01,7.514545800e+01,8.863807906e+01,3.905816523e+01,6.290713177e+00,5.990579904e+01,2.743097115e+01,8.789411408e-01,1.045439554e+01,6.480596577e+01,5.339565052e+01,2.250006865e+01,1.368013572e+01,7.535052896e+01,1.622384690e+01,8.374610048e+01,6.507037997e+01,8.062920573e+01,5.780608160e+01,4.485574511e+00,6.601060951e+01,8.013191769e+01,1.419011727e+01,2.776195938e+00,2.349611012e+01,7.517120883e+01,2.876671176e+01,2.149470020e+01,1.794903566e+01,8.293293999e+01,6.763667659e+01,7.442650133e+01,9.277255276e+01,4.730638861e+01,8.018039061e+01,5.967021241e+01,5.503505517e+00
2.609937953e+01,6.459353249e+01,1.393967068e+01,3.235832868e+01,8.485930012e+01,7.740964236e+01,7.896030672e-01,6.640730643e+00,9.207214213e+01,7.657014952e+01,6.585116566e+00,5.753467619e+01,6.644851749e+01,9.971618006e+01,4.393115905e+01,1.163736400e+01,3.549925954e+01,8.137864940e+01,2.415803168e+01,6.549026842e+01,5.476236736e+01,5.514831163e+01,4.657776641e+01,3.556550123e+01,3.471252470e+01,3.221260276e+01,7.057948466e+01,4.264946615e+01,7.321118504e+01,5.510206432e+01,4.954309115e+01,2.160199835e+01,8.878988646e+01,7.502143843e+01,7.394162207e+01,3.045353842e+01,8.657619265e+01,9.124235861e+01,9.527383914e+01,9.797166863e+01,6.317878104e+01,4.830239498e+01,2.138846911e+00,3.047602871e+01,4.940287382e-02,2.612690190e+01,4.995276891e+01,4.305618629e+01,3.234728066e+01,1.871167034e+01,5.887691493e+01,7.893943746e+00,1.437541033e+01,1.424706064e+01,7.036197926e+00,3.858930450e+01,4.163104482e+01,5.665941030e+01,6.399602022e+01,5.515506787e+01,6.662181632e+00,5.272596706e+01,3.865376687e+01,7.166052774e+01,1.910654447e+00,4.168524312e+01,3.807124675e+01,4.459683646e+01,6.009296201e+01,7.019457327e+01,5.384581787e+01,3.943530840e+01,9.717260062e+01
9.141009881e+01,5.131481269e+01,1.846571594e+01,6.031148015e+01,2.653495747e+01,1.797463233e+01,7.056583513e+01,4.338399842e+01,2.965693448e+01,5.526423084e+01,5.098416741e+01,5.840288968e+01,7.967160201e+01,7.760539813e+01,8.518171598e+01,4.881996901e+00,4.194377304e+01,3.328007592e+01,4.710637366e+01,3.402989677e+01,3.578807290e+01,7.679646464e+00,8.414600882e+01,8.891342557e+01,3.293014610e+00,7.592943620e+01,6.185749430e-01,7.502829796e+01,4.225705848e+01,4.066432110e+01,2.525248556e+01,2.058038607e+01,7.648708307e+01,3.857020635e+01,3.183228297e+01,8.459130431e+01,1.586540699e+01,8.196833583e+01,5.683500060e+01,2.476470616e+00,4.025749826e+01,1.126143240e+01,4.462343571e+01,2.625029218e+01,5.286993185e+01,3.762160107e+01,5.075179419e+01,4.802917372e+01,6.099954722e+01,8.551317951e+01,7.529601403e+01,9.269506800e+01,3.963857575e+01,6.449555593e+00,8.363955475e+01,1.672892101e+01,7.423720170e+01,9.176174366e+01,1.720313306e+01,1.540597168e+01,9.343282307e+01,7.262187289e+01,6.277624972e+01,6.733614755e+01,8.271514139e+01,1.988408666e+01,9.636679638e+01,6.249168107e+00,8.413264057e+00,5.624905335e+00,8.678943426e+01,9.440917887e+01,4.059628897e+01
