v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79
9.338922622e-02,7.263330980e+01,7.301722220e+01,3.905144967e+01,1.120810730e+01,3.774427846e+00,6.778345131e+01,8.196983207e+00,5.874195970e+01,2.715999569e+01,4.202566160e+01,7.262502353e+01,7.287526175e+00,9.906594724e+01,1.903963580e+01,7.469712333e+01,1.266938578e+01,9.203100056e+01,1.335693854e+01,3.266794344e+01,5.339370150e+01,1.800000509e+01,3.583289502e+01,7.503349868e+01,5.047516371e+01,1.003934111e+01,7.588830610e+01,7.194542445e+01,6.296329711e+01,4.746510317e+01,8.186671654e+00,7.817158995e+01,2.968216938e+01,5.183427301e+01,7.558330836e+01,8.724466334e+01,4.724464317e+01,2.724230426e+01,4.769869724e+01,2.132339883e+01,5.554511776e-01,4.794842686e+01,8.874089319e+01,3.299463436e+00,8.476447298e+01,7.652751253e+01,2.597263533e+01,3.690016178e+01,6.623075302e+01,8.379956862e+01,1.758955550e+01,3.772931834e+01,7.904319100e+01,5.577135596e+01,4.035686636e+01,1.556390981e-01,3.446504206e+01,3.104720488e+01,3.718833450e+01,9.175472444e+01,2.840115244e+01,9.649332815e+01,7.507964607e+01,2.590814676e+01,7.608469601e+01,5.825088238e+01,6.108354364e+01,4.419326857e+01,6.523807351e+01,1.877902280e+01,4.366435209e+01,7.823924258e+01,4.586849347e+00,8.156390890e+01,6.286418744e+01,2.230350156e+01,2.983896854e+01,9.489016784e+01,3.378356197e+01
1.370263231e+01,1.426329081e+01,3.640841874e+01,4.483472073e+01,8.248638202e+01,3.124409189e+01,4.953436599e+00,5.133575775e+01,5.225543714e+01,5.711146375e+01,7.361053136e+01,2.231861678e+00,9.508565332e+01,9.738201386e+01,2.410669329e+01,9.109563072e+01,1.971676639e+00,8.394990405e+01,7.110631454e+01,6.856766259e+01,5.887556567e+01,1.668515569e+01,8.206686369e+01,4.393795282e+01,7.073840003e+00,7.279219811e+01,9.135375253e+01,7.148795335e+01,5.304355339e+01,8.530712691e+01,3.748849564e+01,7.562796168e+01,6.060962881e+01,9.701632422e+00,3.472323170e+01,9.883881446e+01,6.507204374e+01,7.880614011e+01,8.533061681e+01,3.617391085e+01,3.757136338e+00,2.070250658e+01,8.179327098e+00,5.645685300e+01,2.194820245e+01,5.312534709e+01,3.906095515e+01,9.750587304e+01,4.850016937e+01,2.128708532e+01,6.383022887e+01,4.619730451e+01,6.683993865e+01,4.932666353e+01,8.776136462e+01,3.885170337e+01,8.486412724e+01,8.021972398e+01,2.963721194e+01,6.272021737e+01,8.485493915e+01,6.523288290e-02,6.957888037e+01,1.405774999e+01,7.032184288e+01,8.745848718e+01,6.058681461e+01,6.433292458e+01,4.134767444e+01,9.236961551e+01,5.410975848e+01,6.586576227e+01,9.888777025e+00,1.013965315e+01,6.226690112e+00,1.485815334e+01,3.884520681e+01,1.809648086e+01,8.048081768e+01
9.972100270e+01,2.064523445e+01,1.448577996e+01,5.476594456e+01,8.102011570e+00,9.050764986e+00,8.255431245e+01,1.984713406e+01,2.029190862e+01,2.579925167e+01,7.081712361e+01,7.565461255e+01,2.861811510e+01,1.394441487e+01,9.235168055e+01,6.073973928e+01,5.823587474e+01,6.456463179e+01,6.269045136e+01,7.540628950e+01,8.156240491e+01,6.971708606e+01,5.843975904e+00,9.648182895e+01,5.502596944e+01,3.228016606e+01,7.767502516e+01,9.148661577e+01,8.815642988e+01,3.344321659e+01,6.477722317e+01,3.737721381e+01,3.969950112e+01,1.981764003e+01,4.696635801e+01,2.471933715e+01,9.033887702e+01,7.503980941e+01,8.838149993e+01,3.163260365e+01,4.137440840e+01,6.475858236e+01,3.464487679e+01,2.349146551e+01,7.086392540e+00,3.346986937e+00,3.822713181e+01,5.731885922e+01,2.054997955e+00,9.286240281e+01,6.107697090e+01,1.978189883e+01,6.617833501e+01,3.374390415e+01,4.455106585e+01,6.969728805e+01,2.431067649e+01,4.486410084e+01,1.425352781e+00,2.843079482e+01,7.634830036e+01,4.471005091e+01,7.100535361e+01,3.051271341e+00,4.473806733e+01,7.231931493e+00,5.456295373e+01,9.259158228e+01,6.004257347e+01,7.752709156e+01,8.906798085e+01,3.942771342e+01,7.477428973e+01,2.037535582e+01,8.931244421e+01,8.860722206e+01,2.035995643e+01,8.011796391e+01,9.827912219e+01
1.716123472e+01,5.778846773e+01,6.736419878e+01,5.976589035e+01,4.628199300e+01,2.249826226e+01,5.644685102e+00,5.855570960e+01,5.512759795e+01,1.890767637e+01,8.102314969e+01,3.874182056e+01,8.750789101e+01,2.933652639e+01,4.134157432e+01,2.320319726e+01,6.091848723e+01,8.630266796e+01,6.179645523e+00,8.558156356e+01,9.327017447e+01,7.492911834e+01,5.801599583e+01,3.349708741e+01,6.107129765e+01,7.662351539e+01,2.218905505e+01,7.835400434e+01,4.593373422e+01,9.074514845e+01,1.585288896e+01,3.365141780e+01,5.998272053e+01,2.520497097e+01,3.749781820e-01,6.427859072e+00,3.377588659e+01,1.369334144e+01,6.787416570e+01,7.798975468e+01,5.267010578e+01,2.567601756e+01,4.110511573e+01,3.340790461e+00,8.641682445e+01,3.982633692e+01,5.609018363e+01,7.400158107e+01,1.644524786e+01,6.070052426e+01,4.621995632e+01,4.217347326e+01,2.926055631e+01,6.171335850e+01,8.959057700e+01,2.556494802e+01,2.286328367e+01,6.485554703e+01,6.156319224e+01,2.335193488e+01,5.442213825e+01,2.534342971e+01,7.677278915e+01,9.091490805e+01,9.867952929e+01,1.646609154e+01,4.742177488e+01,5.177637424e+00,8.410841202e+01,6.501828341e+01,2.165392844e+01,7.962408708e+01,2.305109413e+01,4.289931310e+01,5.939437392e+01,3.840417284e+01,4.907093940e+01,1.381992990e+00,7.740380687e+01
2.144555227e+01,8.220292616e+01,2.845908372e+01,5.239435203e+01,7.131009279e+00,2.742874992e+01,7.384773467e+01,1.545524793e+01,3.394863099e+01,3.764953918e+01,7.648174376e+00,7.715432317e+01,6.244919777e+00,9.397714554e+01,1.313121298e+01,7.799473398e+01,5.606494210e+01,3.042756721e+01,3.312699091e+01,6.875193681e+01,9.197905260e+01,7.088546778e+01,8.094174841e+01,8.339553952e+01,2.245575108e+00,6.980402579e+01,3.588534518e+01,1.008097532e+01,5.612638271e+01,4.843051124e+01,5.385013716e+01,9.286839542e+01,5.432723421e+01,4.262833708e+01,3.117353823e+01,1.104669715e+01,4.740472521e+01,2.497644144e+01,8.396880021e+01,5.022840784e+00,9.914749416e+01,6.781365117e+01,7.529645697e+01,2.876722771e+01,5.385634399e+01,6.929082922e+01,2.774292355e+01,6.578076997e+01,1.543616618e+01,8.840981092e+01,4.489704555e+01,9.462543320e+01,8.675050241e+01,9.806364037e+01,3.564509055e+01,1.219166584e+01,7.114064347e+01,2.282502323e+01,8.917818533e+01,6.226280413e+01,7.157262043e+01,6.150401428e+01,8.572821014e+01,7.572380634e+01,7.442335022e+00,6.590459140e+01,8.632681567e+01,6.019269909e+01,3.252757929e+01,4.687519030e+01,2.861533810e+01,6.010011016e+00,3.523122620e+01,8.377174583e+01,1.970995975e+01,2.246255261e+01,3.332064971e+01,6.126660404e+01,1.910276692e+01
2.214527601e+01,7.512195897e+01,6.329772167e+01,2.462534986e+01,9.590470507e+01,8.776714200e+01,4.646277188e+01,3.281170768e+01,7.064525348e+01,6.599038802e+01,8.744410342e+01,5.196785299e+00,9.869618224e+01,4.278597552e+01,1.145015065e+01,7.434869066e+01,9.906883149e+00,2.161566456e+01,3.422117685e+00,8.875463247e+01,7.349711551e+01,9.588998310e+01,2.984315992e+01,8.723785080e+01,9.922743597e+01,1.133862707e+01,3.568297959e+01,8.722442217e+01,4.199821290e+01,9.740708286e+01,9.717938375e+01,1.763896334e+01,9.168313940e+01,5.311997533e+01,3.522509454e+00,5.351542144e+01,3.260629903e+01,9.366587005e+01,5.949243068e+01,5.792690358e+01,4.193720459e+00,9.499857417e+00,3.507126272e+01,4.076076612e+01,7.580502134e+00,1.806937556e+01,6.145924408e+01,7.850203220e+01,5.612192474e+00,2.758615499e+01,5.112305303e+01,4.539776486e+01,6.100329560e+01,8.911332479e+01,7.215446354e+01,7.651954232e+00,5.205092497e+01,5.061980895e+01,8.521170860e+01,8.996043799e+01,6.443816492e+01,2.214253056e+01,4.224147472e+01,3.705212504e+01,3.951745466e+01,7.814261658e+01,5.193124341e+01,5.207965540e+01,8.803067193e+01,1.063849343e+00,2.633898335e+01,5.057601088e+01,8.608979535e+01,1.722425955e+01,7.808213570e+01,8.959898575e+01,1.421201344e+01,8.160480793e+01,2.866913834e+01
7.232533059e+01,2.216463083e+00,5.288797073e+01,8.894641220e+01,1.028661048e+01,1.470322365e+01,2.059286777e+01,2.404754668e+01,4.007064095e+01,3.619370061e+01,1.373409938e+00,6.456565377e+01,6.859482916e+01,5.489437887e+01,7.167314908e+01,7.934421658e+01,9.023870037e+01,7.046817833e+01,4.933015231e+01,5.767801421e+00,7.656644901e+00,5.333904440e+01,4.294635942e+01,5.527148236e+01,6.564655043e+01,7.516155997e+01,3.162963448e+01,8.698852844e+00,4.143613581e+01,5.950635590e+01,7.888499293e+01,1.770433881e+01,4.307355952e+01,7.653034646e+01,9.426079594e+01,6.495096931e+01,4.441724259e+01,2.360108681e+01,7.421255944e+01,9.225653658e+01,2.920531160e+00,6.146216511e+00,9.452125444e+01,2.828499094e+01,2.181979400e+01,2.516917522e+01,9.630269894e+01,8.464342730e+01,1.199062196e+01,7.958077704e+01,8.177950604e+01,1.613355711e+01,9.421225250e+01,2.462475193e+01,5.997879117e+01,3.333956120e+01,6.695434146e+00,2.073440999e+01,3.803393487e+01,4.703577956e+01,5.150659972e+00,6.300597264e+01,8.528260072e+01,1.119850994e+01,7.651165242e+00,2.455493657e+01,5.460293984e+01,6.972377124e+01,4.692805270e+01,1.994192773e+01,8.543419227e+01,5.865793923e+01,6.724665865e+01,2.887836104e+00,2.177464346e+01,2.199775035e+01,3.189039303e+01,8.974851272e+01,9.603917329e+01
4.111357457e+01,2.797223352e+01,7.881393940e+01,6.923257501e-01,6.959505743e+01,3.728599845e+01,2.656949914e+01,4.550031724e+01,7.165485701e+01,1.892459042e+00,2.079862457e+01,1.107209144e+01,9.168161623e+01,5.855697146e+01,4.368532842e+01,1.709060881e+01,9.817518714e+01,6.303072651e+01,3.753621917e+01,2.031954413e+01,8.803350813e+01,5.548745461e+01,9.495092107e+01,6.348416837e+01,4.588207214e+01,9.375583548e+01,3.296721421e+01,6.935575617e+01,5.377257930e-01,4.497396510e+01,5.651035859e+01,4.884784712e+01,6.862317156e+00,7.699917533e+01,5.355609255e+01,5.419755211e+01,7.747794618e+01,1.809860563e+00,6.857256239e+01,2.924077350e+01,7.183917888e+01,4.075367580e+00,8.371445504e+01,4.698807015e+00,5.994860345e+01,8.043020237e+00,5.038353544e+01,8.920325612e+01,3.480695189e+01,2.294531535e+01,9.421599538e+01,1.575043854e+01,5.322317717e+01,8.163505439e+01,4.314669914e+00,9.740683871e+01,1.571065243e+01,5.782321286e+01,7.940866562e+01,7.697470591e+01,6.209441306e+01,1.741319725e+00,6.004456617e+01,2.536874653e+01,9.675655240e+01,7.899079781e+01,8.524848222e+01,6.341369967e+01,6.983192625e+01,2.793653686e+00,6.237136643e+01,6.262708697e+01,2.280653489e+01,3.196357195e+01,6.853570244e+01,6.657337842e+01,7.970222979e+01,7.444894651e+01,2.095088287e+00
1.903577860e+01,7.007662604e+01,4.263486599e+01,4.172717190e+01,4.323834873e+01,7.655618058e+01,5.593019549e+01,5.441204863e+01,2.773333107e+01,8.792002616e+01,4.738413393e+01,4.444398475e+01,7.491864454e+00,6.816238753e+00,6.328760783e+01,7.890222003e+00,6.149171837e+01,2.441140513e+01,6.046185364e+01,1.452545158e+01,3.160976901e+01,2.223174926e+01,4.594331327e+01,1.434707152e+01,8.369904154e+01,2.409324263e+01,3.652209773e+01,4.164818947e+01,8.113978253e+01,7.396161330e+01,1.504266466e+01,3.514517886e+01,1.288993489e+01,1.853202271e+01,7.916308055e+01,8.979972097e+01,1.126459195e+01,6.331541166e+01,6.591119210e+01,2.879097175e+01,1.883675434e+01,3.261284944e+01,2.754216644e+00,3.524196972e+01,8.400439474e+01,9.822261215e+01,7.545316387e+01,2.188500379e+01,9.974060412e+01,6.476881334e+01,5.183448640e+00,8.521029630e+00,8.769382856e+01,2.283853687e+01,8.192291297e-01,9.442879193e+00,7.860157188e+01,3.301921983e+00,2.363330075e+01,5.685999642e+01,4.069196991e+01,6.439734849e+01,9.324218636e+01,3.225992641e+01,8.424242568e+01,4.927558481e+01,5.651392642e+01,1.394088226e+01,4.745192762e+01,4.001574525e+01,6.826796703e+01,5.491085892e+01,4.357316224e+01,3.908479046e+01,7.270593709e+01,1.472352160e+00,4.449063724e+01,4.857114385e+01,6.495248995e+01
7.842202007e+01,5.882462354e+01,8.862823460e+01,3.533519449e+01,2.412353290e+01,8.469139645e+01,1.162312004e+01,9.569273727e+01,1.880598092e+01,7.916726343e+01,7.518241403e+01,4.049940647e+01,7.596346759e+01,7.561393626e+01,2.906808151e+00,4.906945367e+01,9.282736466e+01,5.300655141e+01,5.597664302e+01,9.898447364e+01,6.105872009e+01,7.301080716e+01,6.070122519e+01,3.868920438e+01,2.234230648e+01,4.243140196e+01,4.395264221e+01,6.419796023e+01,5.858502322e+00,2.413156682e+01,2.884989525e+01,2.031541890e+01,4.178444779e+01,8.077955538e+01,1.096369713e+00,8.805597552e+01,5.545536214e+01,7.758398322e+01,4.272388722e+01,5.551572468e+01,7.083206975e+00,8.157813084e+01,8.712504560e+01,1.762473942e+01,3.113821690e+01,4.584692359e+01,6.352418008e+01,8.422289476e+01,3.166026218e+01,6.773870930e+01,5.363983793e+01,2.079575570e+01,9.221137469e+01,9.189604601e+01,2.705154038e+01,3.542029006e+01,7.740711514e+01,1.269977341e+01,3.079261320e+01,2.615291350e-01,1.878719318e+01,6.597442239e+01,7.688421527e+01,5.901962552e+01,1.305361733e+01,6.975378010e+01,6.758862712e+01,7.950380980e+01,4.105570644e+01,1.638516327e+01,4.296826298e+01,1.647112856e+00,7.518997172e+01,5.879276998e+01,5.711699431e+01,3.831092773e+01,1.026288734e+01,4.974989495e+01,3.711950919e+01
7.099500271e+01,3.738379322e+01,8.363456706e+01,7.815174765e+01,5.691305163e+01,2.092108045e+01,9.205369027e+01,3.316300555e+01,8.570928417e+01,1.296083077e+01,8.376882153e+00,2.257470157e+01,3.858606580e+00,9.112252085e+01,9.320038663e+01,4.199955893e+01,8.133544126e+01,5.827103567e+01,3.883891171e+01,1.260297568e+01,5.931701416e+01,5.525519961e+01,4.767212356e-01,3.265287274e+01,3.132852005e+01,8.543508367e+01,6.326962732e+01,8.150203615e+00,8.908454840e+01,4.181283293e+00,8.770749131e+01,9.827677089e+01,8.730905315e+00,5.890503516e+01,8.185647334e+01,2.960226127e+01,9.476790252e+01,7.424441064e+01,3.312602367e+01,3.952752892e+01,3.219707626e+01,2.687646429e+01,7.598415608e+01,6.667527625e+01,9.086496065e+01,4.384444240e+01,7.216441418e+00,5.451957449e+01,8.016966622e+01,3.869013671e+01,1.948344135e+01,8.687981187e+01,1.864952824e+01,9.296894059e+01,2.806353096e+01,4.098682682e+01,5.612404585e+01,9.043101435e+01,6.594647178e+01,4.778500209e+01,2.040653568e+01,7.950969070e+01,2.519175680e+01,7.887162168e+01,4.480961814e+01,6.620493900e+01,8.779995707e+01,6.274978337e+01,9.496730871e+01,7.964520933e+01,3.723852482e+01,1.582721899e+01,4.076995602e+01,8.171158799e+01,7.441336691e+01,2.740912958e+01,7.339612556e+00,3.964317849e+01,7.965497241e+01
7.218544578e+01,9.181511020e+01,5.454468921e+01,9.890338421e+00,7.036128503e+01,7.459509909e+01,5.305530408e+01,4.290660969e+01,5.701307899e+01,2.540394613e+01,6.941067391e+01,9.262952197e+01,5.413924470e+01,7.581357498e+01,7.869763632e+01,3.016621149e+01,4.918380220e+00,2.074643405e+01,8.375394089e+01,1.103224965e+01,8.638061770e+01,6.792270547e+01,5.187198827e-02,3.192704809e+01,5.260994429e+01,1.050101578e+01,7.283772686e+01,4.125337540e+00,8.975783920e+01,9.277870345e+01,7.893335982e+01,1.309157065e+01,9.652808893e+00,1.442922755e+01,5.525109363e+01,4.786936144e+00,7.432206200e+01,3.091174925e+01,7.244626910e+00,9.864241381e+01,4.739804345e+01,1.842830818e+01,9.635113985e+01,4.621000951e+01,5.922768139e+01,7.865275902e+01,2.003410756e+01,5.240995336e+01,9.244079257e+01,8.584295712e+01,5.331037527e+01,9.568932066e+01,6.806281716e+01,5.291877043e+01,7.398343363e+01,6.431222269e+01,4.754854736e+01,1.154790878e+01,3.402340912e+01,6.907266095e+01,2.425420424e+00,7.464788411e+01,2.387451092e+01,5.185845540e+01,3.131039754e+01,3.964996887e+01,7.291793402e+00,3.165583127e+01,1.741781758e+01,5.805519564e+01,3.032318040e+01,3.351765088e+01,2.828301320e+00,6.098949899e+01,2.205372140e+01,3.632018444e+01,2.027904051e+01,3.599010617e+01,9.207400910e+01
6.019032507e+01,5.124524309e+01,2.096811348e+01,6.268040198e+01,4.204028524e+01,5.936263774e+00,1.194893066e+01,8.664437651e+01,9.242550003e+01,7.778064753e+01,1.584889701e+01,4.120619103e+01,8.596061349e+01,1.700968795e+01,8.479012616e+01,3.874505521e+01,9.201819656e+00,3.121583715e+01,1.265411706e+01,7.824170561e+01,2.683954428e+01,8.936171863e+01,3.156332673e-01,4.131206129e+01,5.604358306e+01,2.547882501e+00,5.643373410e+00,9.931275843e+01,5.747470266e+01,8.913975821e+01,8.859069580e+01,1.812490488e+01,1.749749395e+01,5.605918948e+01,9.826629164e+01,2.585899442e+01,6.105712433e+01,1.909979225e+01,5.386353256e+01,5.443378615e+01,2.437846646e+01,5.395711996e+01,2.166783452e+01,2.010431370e+01,3.308747760e+01,9.420333435e+01,2.061347608e+01,1.711141426e+01,4.750176604e+00,9.839412633e+01,7.845611067e+01,2.541624452e+01,1.053621539e+01,3.764231434e+01,8.285266761e+01,4.525524894e+01,1.149538994e+01,4.635481499e+01,5.030536975e+01,8.077292705e+01,2.910930977e+01,5.901871335e+01,4.548413973e+01,6.685991385e+01,6.839588752e+01,1.088262131e+01,6.797984124e+01,9.143630233e+01,7.331285441e+00,7.888446857e+01,9.550852873e-02,3.685199202e+01,1.111876519e+01,9.093114680e+01,6.373203537e+00,8.262450884e+01,4.581429402e+01,6.917653888e+01,5.251254016e+00
7.285324250e+00,8.756561142e+00,7.107693254e+01,7.877296860e+01,4.873757078e+01,2.714834772e+01,7.934599381e+01,4.300512625e+01,3.999607780e+01,8.648928128e+01,7.305696799e+01,4.504244293e+01,8.613529687e+01,2.203681201e+01,7.851116528e+01,2.917803157e+01,7.117391716e+01,3.028557373e+01,1.651568665e+00,4.593618826e+01,6.938550367e+01,3.387212779e+01,8.802368534e+01,1.155476330e+01,6.203911479e+01,7.287322606e+01,6.611368891e+01,9.573219017e+01,3.110239462e+01,8.118215209e+01,9.588984014e+01,4.297493425e+01,6.088894464e+01,1.708296793e+01,7.643085449e+00,9.483970588e+01,7.495621854e+00,2.198066593e+01,2.657451696e+01,2.444908223e+01,7.693642332e+01,1.762474657e+01,4.099846340e+01,8.062068036e+01,3.168693025e+00,7.006391034e+00,1.013731459e+01,9.019485371e+01,2.613101418e+01,6.989467258e+01,8.246489774e+01,3.782231947e+01,8.775106730e+01,8.776058553e+01,1.267192538e+01,3.477421400e+01,4.913839592e+01,3.338471546e-01,3.794854144e+01,9.105850604e+01,7.577835893e+01,9.634817976e+01,2.737872796e+01,7.749704815e+00,4.906042445e+01,6.941416037e+01,8.727352636e+01,1.664539217e+01,7.757069402e+01,5.493685312e+00,3.480028102e+01,1.563047539e+01,8.599154852e+01,8.042423626e+01,2.791316089e+01,1.988440908e+01,4.551172426e+01,6.734719841e+01,2.512259277e+01
5.088174979e+01,1.538308859e+01,1.507885622e+01,5.880838572e+01,1.916834146e+01,8.330051222e+01,5.311667481e+01,9.553916449e+01,7.997692505e+01,6.338350783e+01,5.897460896e+00,6.945740870e+01,5.626854305e+01,3.044612038e+01,4.295403966e+01,3.543813883e+01,1.809318269e+01,8.871358582e+01,9.517775551e+01,9.725720327e+01,7.263877581e+01,9.414385758e+01,5.978472658e+01,8.732550555e+01,2.818289749e+01,9.257353463e+01,6.592917865e+01,2.160493353e+01,6.378490261e+01,3.250343437e+00,3.376756856e+01,8.654666338e+01,9.225759737e+01,3.838845937e+01,6.825012917e+01,2.221851822e+01,3.524957180e+01,4.935954965e+01,5.161215037e+01,5.171766397e+01,2.180235521e+01,7.748464411e+01,9.888185190e+00,9.975448137e+01,8.457187650e+01,2.045979578e+00,7.959305126e+01,7.487194169e+01,1.344783504e+01,2.586008989e+01,1.076087260e+01,6.011432523e+00,2.110256613e+01,7.525902710e+01,4.057739084e+00,6.344877769e+01,3.066966335e+01,1.811476741e+01,8.255966646e+01,5.061772512e+01,2.093197794e+01,8.900865011e+01,4.154397611e+01,9.138214288e+01,3.038774305e+01,8.154804193e+01,8.324810881e+01,1.924850276e+01,7.725555267e+01,1.863407349e+01,2.944521472e+01,4.674101925e+01,3.471443116e+01,1.780435625e+01,4.020441770e+01,3.588951073e+00,4.099572115e+01,4.181866624e+01,2.302976890e+01
1.607624033e+01,6.760146059e+01,3.418811459e+01,3.325907257e+00,3.487850785e+01,8.086519645e+01,8.215150113e+01,9.926486694e+01,4.980790252e+01,3.902459819e+01,9.816563736e+00,8.667850808e+01,9.018416957e+01,3.350704422e+01,5.911203468e+01,6.723927416e+01,6.910581520e+01,8.952874331e+01,2.455433473e+01,9.871430226e+01,2.734567886e+01,4.873301669e+01,3.549310466e+01,2.333414669e+01,5.157511300e+01,2.633389150e+01,2.426179652e+01,6.820459836e+01,4.707277876e+01,5.353373085e+01,4.463895110e+01,2.026434832e+01,8.791122985e+01,9.424577347e+01,6.736560769e+01,1.210033350e+01,4.008319074e+01,1.096243062e+01,2.431411490e+01,2.599396770e+01,3.641559752e+01,3.689410769e+01,8.028270379e+01,5.650772735e+01,5.459792325e+01,7.291759056e+01,3.091131368e+01,8.782647584e+01,9.268149814e+01,9.531935274e+01,8.428098092e+01,2.512517312e+01,7.347635054e+01,1.652593336e+01,8.725941737e+01,9.871410927e+01,4.517418604e+01,8.393733324e+01,9.474544120e+01,6.682995894e+01,7.833584338e+01,8.140770988e+01,8.425996575e+00,9.189136127e+01,5.937173449e+01,7.020433204e+01,8.293667284e+01,1.567396596e+01,7.366488784e+01,1.398312922e+01,3.749918207e+01,3.458494581e+01,9.111814657e+01,2.722364063e+01,3.202253865e+01,2.399426927e+01,4.546349539e+01,1.671260089e+01,1.388694550e+01
7.499250279e+00,5.957242271e+01,4.224653971e+01,9.583986537e+01,3.740936971e+00,5.265050753e+01,2.317415777e+01,9.433583862e+01,8.315769015e+01,7.351520235e+01,4.324642383e+01,8.580836319e+01,6.607236263e+01,5.980151206e+01,4.404754381e+01,3.720006800e+01,5.440064179e+01,6.381215814e+01,4.064999890e+01,2.630798812e+01,8.686737882e+00,8.236951523e+01,2.613473971e+01,8.166466415e+01,7.902367263e+01,1.745760580e+01,2.359016177e+01,4.496966253e+01,4.799573911e+01,7.527372241e+01,6.451831072e+01,1.706195668e+01,4.770449272e+01,6.046540382e+01,3.545705468e+01,9.593719861e+01,5.088373714e+01,8.071970529e+01,5.929658453e+01,6.575377809e+01,5.280240029e+01,9.723746950e+01,2.819394312e+00,9.296345410e+01,1.961332391e+00,7.063907292e+01,7.973398666e+01,2.392561483e+01,5.203298866e+01,1.222801122e+00,5.970542244e+01,7.493095744e+01,5.909383979e+01,7.426666883e+01,4.899993602e+01,9.509934284e+01,3.164829184e+01,3.084434877e+01,4.024958122e+00,5.350623427e+01,3.868788819e+01,8.914519546e-01,8.434088095e+01,9.956811059e+01,8.181787098e+01,7.852613000e+01,5.885388262e+01,9.898760928e+01,6.714906702e+01,3.133973436e+01,7.512837294e+01,2.396575933e+01,4.484940111e+01,6.759669412e+01,4.314761616e+01,5.644371801e+01,3.814797258e+01,2.169043069e+01,5.197437074e+00
8.981963030e+01,1.840902008e+01,4.011212899e+01,5.644292158e+01,2.055943963e-01,6.571114352e+01,4.581335778e+01,6.839747479e+01,1.673210791e+01,7.646307362e+01,1.374597868e+01,7.195683225e+01,2.556647594e+01,8.082312541e+01,9.903484082e+01,3.092240793e+01,4.006399925e+01,1.831060354e+01,7.994609112e+01,5.519017197e+01,5.562411597e+01,9.013145390e+01,1.312555469e+01,5.969748646e+01,5.568325279e+01,9.228903497e+01,9.092558833e+01,1.724519335e+01,1.620370552e+01,4.418992052e+01,4.583612473e+01,9.331329248e+00,1.439683179e+01,3.289508077e+01,3.921748138e+01,2.030418467e+01,7.615626722e+01,9.071762009e+01,6.678323593e+01,7.080099795e+01,3.454883180e+01,4.870809748e+01,1.325207957e+01,9.223588996e+01,2.739629890e+01,6.360232547e+01,8.500159497e+01,9.485930816e+01,2.459878433e+01,5.338098699e+01,2.349962225e+01,4.163870892e+01,8.628754377e+01,5.541545980e+01,5.096497049e+01,7.724076451e+01,5.024150718e+01,4.186301001e+00,1.872649855e+01,2.261091750e+01,2.452503734e+01,7.427632569e+01,4.635418705e+01,7.428934429e+01,9.045426883e+01,3.541546522e+01,5.184988812e+01,5.321556094e+01,9.652568728e+01,7.625805265e+01,3.438976537e+01,2.426135764e+01,2.413407865e+00,5.489551887e+01,8.778406916e+01,2.762554775e+01,5.104907391e+01,3.970703694e+01,4.139055099e+01
7.381091257e+01,9.692982418e+01,2.907850881e+00,7.023310990e+01,5.316914722e+01,1.731741104e+01,2.603646540e+01,7.176283542e+01,7.826216419e+01,4.770178773e+01,5.478222210e+01,6.358819112e+01,2.455419321e+01,5.847870299e+01,5.064172773e+01,2.133878527e+01,9.038094339e+01,2.135818191e+01,7.376957967e+01,9.821772492e+01,3.827672979e+01,8.171137456e+01,3.426713420e+01,7.935971856e+01,6.049879494e+01,6.905311586e+01,9.519095120e+01,1.294483687e+01,7.961341900e+01,8.697676137e+01,4.933970910e+01,6.542747303e+01,2.217166115e+01,5.584672485e+01,8.031990584e+01,9.356551232e+01,3.483556278e+01,5.856474685e+01,4.439148151e+01,3.388197313e+01,6.236710800e+01,2.842460165e+01,1.165844076e+01,5.872977473e+01,5.559676417e+01,3.417169614e+01,8.188146463e+01,3.863241150e+01,4.335178435e+01,4.185493205e+01,3.843435702e+00,3.884700080e+01,9.447394850e+01,6.842630404e+01,3.757968434e+01,4.550544522e+01,3.456514251e+01,7.047875585e+01,7.503391147e+01,9.509424348e+01,7.181632157e+01,3.513579085e+01,9.184651981e+01,2.747401859e+01,8.616023548e+01,7.425853576e+01,9.264567834e+01,7.327943845e+01,6.294808147e+01,5.263248938e+01,4.332003553e+01,2.761641746e+01,8.719476725e+01,5.318607927e+01,8.919887544e+01,4.438622329e+01,7.248786695e+01,1.238411614e+00,6.567329659e+01
