v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87
7.231563835e+01,8.841249817e+01,7.378828930e+01,6.362380824e+01,1.001916657e+01,4.506617487e+01,5.692855282e+01,8.511842601e+01,8.860265706e+01,6.853087859e+01,2.161640320e+01,1.659404737e+01,2.053705961e+01,7.997397795e+01,6.378784990e+01,4.392653000e+01,9.361874086e+01,7.812615717e+01,6.422112212e-01,6.331118457e+01,8.076496149e+01,3.362064606e+00,9.451569160e+01,7.186534029e+01,5.296047521e+01,5.402401687e+01,9.866917806e+01,1.390175927e+01,1.172283812e+01,1.873365055e+01,9.293142727e+01,4.752880945e+01,5.747674739e+01,5.666844153e+01,1.626751780e+01,3.964266934e+01,8.436738871e+01,5.693402412e+01,6.183398717e+01,5.273293491e+01,7.677790070e+01,8.457275970e+01,3.557708356e+01,2.151273073e+01,8.045758436e+01,8.211278714e+01,5.492694926e+01,1.440156395e+01,8.607343701e+01,7.295045495e+01,3.789669537e+01,3.424431693e+01,3.366498971e+01,6.984133329e+01,1.685821858e+01,9.816076300e+01,3.874730332e+01,1.174394898e+01,7.796308064e+01,1.929103454e+01,8.972106450e+01,3.742208195e+01,6.489156083e+01,3.682793572e+01,9.186450992e+01,5.222195379e+01,7.628214242e+01,3.605396508e+01,9.988803890e+01,9.970310134e+01,3.978676906e+01,4.491210728e+01,1.117515367e+01,3.287837720e+01,8.802297530e+01,7.104598708e+01,4.412791699e+01,1.730781257e-01,1.245397014e+01,2.155023293e+01,3.156772514e+01,8.921039866e+01,7.109103017e+01,2.820085030e+01,3.197991570e+01,5.575826916e+01,1.199082651e+01
3.999990826e+01,8.443311269e+01,9.888345580e+01,5.653706377e+01,9.232687730e+01,3.891618638e+01,3.430448009e+00,7.927115040e+01,8.592458924e+01,3.978672097e+01,9.238868086e+01,4.080204607e+01,2.587427302e+01,1.475095082e+01,7.447082189e+01,7.787670318e+01,2.043477171e+01,7.156104273e+01,6.650046462e+01,3.162723365e+01,9.877251219e+01,1.940115896e+01,6.663492903e+01,1.745915930e+01,9.748601881e+01,8.094370622e+01,4.646794356e+01,9.135834324e+01,2.618300134e+01,9.842701970e+01,7.262361621e+01,6.151731579e+01,9.298643903e+01,3.948238943e+01,2.698077509e+00,8.558995885e+01,2.506040664e+01,2.195347389e+01,3.700026952e+01,3.223702685e+01,3.735056549e+01,3.170956213e+00,7.700095610e+01,3.631678018e+01,4.125399708e+01,9.006247042e+01,4.013585912e+01,7.598100877e+01,4.136541190e+01,3.544811425e+00,4.811538722e+01,7.906325977e+01,3.347826236e+01,5.115426809e+01,9.066923577e+01,2.539416297e+01,3.798207565e+01,8.164563623e+01,3.718026569e+01,3.157292224e+01,9.067326680e+00,8.685441715e+01,2.381867117e+00,3.965431547e+01,6.550433173e+01,1.526078632e+01,3.229550636e+01,4.826228465e+01,7.530399373e+01,4.738141174e+01,1.569455413e+01,4.052415681e+01,5.141986351e+01,6.872142297e+01,6.070851536e+01,6.248388022e+01,1.388322767e+01,8.782006310e+01,8.716835026e+01,8.779880929e+01,2.174027798e+01,4.663227187e+01,7.415412345e+00,1.598383529e+01,4.840843934e+01,5.891107699e+01,9.354158888e+01
7.131954163e+01,4.037683017e+01,4.893740372e+01,7.815155033e+01,1.759578969e+01,7.212669255e+01,3.077130304e+01,9.098564079e+01,5.841675450e+00,4.619199208e+01,8.409331150e+01,3.229491314e+01,7.402727386e+01,1.810405085e+01,2.859415576e+01,1.005242729e+01,7.136200259e+00,9.896658279e+01,1.924602458e+00,2.565737644e+01,9.155907264e+01,3.652948209e+01,2.434784354e+01,6.729968014e+01,6.023437948e+01,1.573623476e+01,8.131800072e+01,8.674589633e+01,1.413038001e+01,1.318410835e+01,9.632930253e+01,5.991895284e+00,1.024939924e+01,4.789577279e+01,9.026310555e+01,7.801476810e+01,7.399527041e+01,1.412956095e+00,9.354527777e+00,4.569712952e+01,1.499798392e+01,6.760249540e+00,5.059088895e+01,3.712848485e+01,5.624189862e+01,3.646470521e+01,6.908042815e+01,5.233579389e+01,4.058117599e+01,5.875776784e+01,5.668110347e+01,7.963993465e+01,7.942836360e+01,9.206906478e+01,7.539015362e+00,7.014366852e+00,8.193967295e+01,2.525769187e+01,5.747812636e+00,4.626441006e+01,1.615443609e+01,7.602538226e+01,6.849478931e+01,3.343581059e+01,4.702333050e+00,2.258224588e+01,6.438906433e+01,6.997792933e+01,4.378882417e+01,2.870733625e+01,1.770467837e+01,6.107189476e+01,8.115505450e+01,6.520628355e+00,9.576379630e+01,1.650767162e+01,7.477782908e+01,2.095728702e+01,6.684507874e+00,6.341254434e+01,1.640366919e+00,7.005293230e+01,5.114561706e+01,8.810758727e+01,4.008954807e+01,1.273298150e+01,5.419459739e+01
6.874011786e+01,8.712549458e+01,2.736298582e+01,1.081522350e+01,8.689356102e+01,3.567481401e+01,4.516313085e+00,9.613750172e+01,7.841390778e+01,9.520604122e+01,4.465177584e+01,7.611315746e+01,3.833852551e+01,7.112119103e+01,8.556421995e+01,1.939294013e+01,1.158155319e+00,8.815083209e+01,3.625302822e+01,2.261629881e+00,5.431206481e+01,7.418422395e+01,5.389863612e+01,9.381223025e+01,3.419979346e+01,4.362484971e+01,2.265295413e+01,4.714854869e+01,2.400388989e+01,4.058758044e+01,2.362508217e+00,8.137613189e+01,3.179570001e+00,3.559563442e+01,6.116537375e+01,4.864648764e+01,5.160952188e+01,5.244781619e+01,4.123329911e+01,6.813664284e+01,7.105742477e+01,8.506969933e+01,5.867782823e+00,1.766825130e+01,1.320487601e+01,3.201896306e+01,2.297627033e+01,2.582276706e+01,5.319270343e+01,7.841564321e+01,2.952095885e+01,8.941504485e+00,4.707196884e+01,3.720011233e+01,9.175080468e+01,7.777357978e+00,2.667434819e+00,1.311918430e+01,3.071685538e+00,3.094061814e+01,2.537027534e+01,3.663855734e+01,4.926673749e+01,8.880840795e+01,9.861428419e+01,3.977606399e+01,1.408800091e+01,5.697653339e+01,7.392536074e+01,6.619840103e+01,9.012043315e+01,3.328706260e+01,9.974678726e+01,4.964975585e+01,3.591471258e+01,8.352546346e+01,6.728520404e+01,4.100611458e+01,2.923224623e+01,5.530867329e+01,9.521304047e+01,6.118883986e+01,2.231878530e+01,4.458827965e+01,9.355269439e+01,9.581392832e+01,5.709770911e+01
7.565754731e+01,2.712174534e+01,3.008383726e+01,2.368364315e+01,7.727868012e+01,6.936143825e+01,5.399436791e+01,5.335790997e+01,2.030030793e+01,4.629485907e+01,1.648352306e+01,8.227990749e+01,3.137379002e+01,5.524121788e+01,4.366590368e+01,1.548170733e+01,1.216664792e+01,6.633031823e+01,7.515718281e+01,4.840677668e+01,7.713602043e+01,4.247087185e+01,7.042420342e+01,1.169605300e+00,1.971813707e+01,6.826747435e+01,6.015668163e+01,9.241039469e+00,5.968915669e+01,2.919378971e+01,2.264158654e+01,2.925695050e+01,4.710530756e+01,1.757066163e+01,1.972450185e+00,4.991115262e+00,9.076832491e+01,2.688765293e+01,3.596604974e+01,3.244148078e+01,4.159636592e+01,3.928447905e+00,3.955160338e+01,5.487440186e+00,5.998826330e+01,1.351635628e+01,2.763784576e+00,2.342536716e+00,9.183653383e+01,1.259338408e+01,8.794160029e+01,2.030887665e+01,3.863281668e+01,6.891593570e+01,3.946267661e+01,2.840786984e+01,9.385911162e+01,4.832478364e+01,4.505937992e+01,1.700057292e+00,3.584259924e+01,5.090710626e+01,4.333267357e+01,3.275828157e+00,7.617371064e+01,8.653311347e+01,3.706371752e+00,6.581455005e+01,3.719549268e+01,8.672420552e+01,5.038428897e+01,1.533807999e+01,5.587146971e+01,6.384539579e+01,3.049081845e+01,1.400079676e+00,9.896924153e+01,2.883124510e+01,7.835708717e+01,4.754771032e+01,8.193452231e+01,2.889834300e-01,3.410816068e+01,9.585586895e+01,9.846811414e+01,7.495257743e+01,2.886566250e+01
1.648944001e+01,2.210742205e+01,2.233426287e+01,7.541166690e-01,3.836038334e+01,3.149737561e+00,8.075771885e+01,2.459673192e+01,1.319247924e+01,7.584189515e+01,2.328167635e+01,6.643717157e+01,1.138408955e+01,6.652772932e+01,5.856382561e+00,4.385931359e+01,8.553486369e+01,9.117431805e+01,6.429973375e+01,6.619040403e+01,8.153356586e+01,3.865650567e+01,3.327269420e+01,6.914766814e+00,6.449359307e+01,2.872522389e+01,6.773975087e+01,2.091728562e+01,5.278739630e+01,5.476793223e+01,8.900119293e+00,5.637261567e+01,6.374660294e+01,5.398807793e+00,1.797310004e+00,1.760329182e+01,8.824395563e+01,1.980599188e+01,4.313786460e+01,7.806302398e+01,6.055356047e+01,4.051654097e+01,1.067774378e+01,5.652246112e+01,4.924916970e+01,5.796458388e+01,3.025645030e+00,9.212843031e+01,4.599496940e+01,3.565133257e+01,2.358471370e+01,8.531055915e+01,4.673190415e+01,4.241696762e+01,5.698709705e+01,7.155661598e+01,3.110260620e+01,9.311315763e+00,7.912411972e+01,3.983359664e+00,2.889258355e+01,2.322909471e+01,2.819027690e-01,9.214148176e+01,5.706410331e+01,9.399049417e+01,3.251991053e+01,7.903666393e+01,4.094794923e+01,6.539643694e+01,5.951905493e+01,4.437918994e+01,5.456080832e+01,5.499112198e+01,5.673807352e+01,1.725910245e+00,4.003907255e+01,5.570229831e+01,7.034311042e+01,8.483388227e+01,9.355850764e+01,9.695599941e+01,7.676209979e+01,3.260482429e+01,3.679470666e+01,9.328778469e+01,4.144496112e+01
9.267165179e+00,8.614569659e+01,8.110903718e+01,6.592868795e+01,7.289579889e+01,5.677334426e+01,3.768674200e+01,3.499419596e+00,3.554610321e+00,7.152071656e+01,7.281903383e+00,4.684362377e+01,9.897201002e+01,3.520248672e+01,3.865624017e+01,6.531408671e+01,9.004012577e+01,5.232581141e+01,3.494600994e+00,6.642392631e+01,1.864040922e+01,9.383553360e+01,4.415589094e+01,5.124233355e+01,7.490958603e+01,5.881812053e+01,9.998999787e+01,9.314764317e+01,3.134149246e+01,6.018126402e+01,3.387601942e+01,4.397309525e+01,2.709841076e+01,7.758563558e+01,2.451883331e+01,7.764871955e+01,3.264141611e+01,2.431612545e+01,9.989941532e+01,6.315262657e+01,5.160876310e+01,1.950832953e+01,5.553127618e+01,9.024627036e+01,5.501490652e+01,6.849171517e+01,4.600177260e+01,3.705792047e+01,2.291016336e+01,8.100214108e+01,1.047374855e+01,5.082955454e+01,3.423848823e+01,4.262034557e+01,6.749487250e+01,8.124271847e+01,5.641934307e+00,5.163215224e+01,3.735206847e+01,5.511656961e+01,3.626008000e+01,2.493828624e+01,6.542388522e+01,8.632842797e+00,7.537974359e+01,6.170840890e+00,2.951836491e+01,2.655862459e+01,2.094668199e+01,1.006617428e-01,3.116685489e+01,9.241884696e+01,9.248785611e+01,2.885937194e+01,7.773567940e+01,4.265805362e+01,3.498173539e+01,6.312689678e+01,5.976039888e+01,1.821504653e+01,1.130360435e+01,5.932915285e+01,2.379566616e+01,5.683621871e+01,4.553808482e+01,5.837391423e+01,4.281623460e+00
8.758160478e+01,2.246313234e+01,1.259766225e+01,7.094058547e+01,9.018913247e+01,2.317487067e+01,5.078602745e+01,9.948482904e+01,3.126635186e-01,9.483001319e+01,4.938583571e+01,9.188258036e+01,6.285111739e+00,4.159967245e+01,5.173966693e+01,4.555856032e+01,2.415806084e+01,2.990464528e+01,8.180100119e+01,8.125583437e+01,2.799984138e+01,3.222064366e+01,1.061777451e+01,4.842212882e+01,1.626868374e+01,1.001318685e+01,8.787572909e+01,3.702037785e+01,5.642268421e+01,6.054116692e+01,1.577060031e+00,1.706608708e+01,5.469890725e+01,3.472431994e+01,7.304879624e+01,4.740763791e+01,5.245781121e+00,7.790009390e+01,4.815555302e+01,5.636466611e+01,7.385430514e+01,6.804890268e+01,9.561164264e+01,8.821597890e+01,1.198330661e+00,2.332124854e+00,3.808247068e+01,9.277381915e+01,7.596990711e+01,3.687801595e+00,2.037503440e+01,1.249818248e+01,6.658370014e+01,7.497635453e+01,7.447637863e+01,6.583429619e+01,3.736196302e+01,3.265963969e+01,2.558480766e+01,5.041676363e+01,3.752813929e+01,3.045197217e+01,5.931270090e+01,3.932272385e+01,9.077091984e+00,8.856592027e+01,2.581661598e+01,4.842798080e-01,2.534301715e-01,7.793267699e+01,7.415677942e+01,4.267651853e+01,3.094552802e+01,6.103874903e+01,8.395004059e+01,4.578657856e+01,1.150992662e+01,1.237627274e+01,1.987634887e+01,3.652327770e+01,2.463111373e+01,9.430558540e+01,7.026868669e+01,2.700535357e+01,2.721908966e+01,1.426829467e+01,9.182354257e+01
4.652546927e+01,4.964061457e+01,1.144195856e+01,4.163609530e+01,5.177271979e+01,9.587324569e+01,7.927483871e+01,8.984358527e+01,5.033068889e+01,7.795973614e+01,1.061451571e+01,6.912905100e+01,1.931587129e+01,6.434651335e+01,3.970951523e+01,5.414307869e+01,6.139420319e+01,2.226875599e+00,2.294292228e+01,5.993362705e+01,9.487897483e+01,9.178355648e+01,6.896364683e+00,1.922201175e+01,7.103573600e+01,6.763482989e+01,8.351893263e+01,3.102577665e+01,6.442481448e+01,2.262420289e+01,1.042909712e+01,1.660863452e+01,9.295467590e+00,9.865930587e+01,3.455285617e+01,6.134376311e+01,4.242988340e+00,4.356532544e+01,1.455142985e+01,6.978662503e+01,9.400335464e+01,6.356986124e+01,6.056578208e+01,1.891609801e+01,5.597575364e+00,4.470982491e+01,5.125878856e+01,5.322665321e+01,5.268776021e+01,4.718448259e+00,9.887384451e+01,6.002893975e+01,5.251269127e+00,2.109842752e+01,1.482560562e+01,2.126064639e+01,2.090431580e+01,3.815945603e-01,5.668686913e+01,9.211917091e+01,8.451009995e+01,5.760742682e+01,8.621608952e+01,4.643886215e+01,4.998945860e+01,4.865198083e+01,5.806112555e+01,7.527614104e+01,4.114972661e+01,9.685595006e+01,2.953568006e+01,3.553880598e+01,5.880687947e+01,6.191755136e+01,5.805723781e+01,5.350180746e+01,1.926371035e+01,4.608021178e+01,8.206397903e+01,3.851136561e+01,5.362511377e+01,2.199477040e+01,2.796228310e+00,2.055674789e+01,6.234624234e+01,6.217463547e+00,5.724134050e+01
6.315004814e+01,2.456794141e+01,2.090567635e+01,6.397530432e+01,9.570810758e+01,6.849319719e+01,3.432895067e+01,6.090472324e+01,9.399319603e+01,9.565040532e+01,8.783406742e+01,4.746082888e+01,9.347544025e+01,3.374887618e+01,6.293793940e+01,6.401809929e+01,9.962062018e+01,4.412196628e+01,8.221659555e+01,7.776901267e+01,9.663174038e+01,1.731800073e+01,2.493241888e+01,8.205552939e+01,3.538426789e-01,9.015270610e+01,8.846966300e+01,9.428470209e+00,4.537059474e+00,7.265764509e+01,4.264471044e+01,4.446922245e+01,2.985343443e+01,2.186032420e+01,3.952751532e+01,9.353721959e+01,5.015858004e+01,3.186267518e-01,7.825567020e+01,5.146261930e+01,4.945724311e+01,6.745429834e+01,9.286109821e+01,4.094479677e+01,7.929906576e+01,7.410349637e+01,7.879368310e+01,2.827580565e+01,5.698859383e+01,3.507776998e+01,9.934197023e+01,2.730787498e+01,8.963329263e+00,4.082731554e+01,2.302583763e+01,2.272383715e+00,5.309919051e+01,1.730516294e+00,2.504934041e+01,3.811019573e+01,7.361037655e+01,8.997523689e+01,1.628492643e+01,6.584947162e+01,2.047288004e+00,9.520977932e+01,1.389319166e+01,1.794946767e+01,8.715019442e+01,2.340802730e+01,5.729431891e+00,7.250627041e+01,3.773463106e+01,9.486269860e+01,1.034650529e+01,2.757768140e+01,6.477460766e+01,3.845233009e+01,2.763440451e+01,5.363362540e+01,7.665828639e+01,8.722431155e+01,8.145722254e+01,3.168963795e+01,5.825509376e+01,2.299601216e+01,1.038747075e+01
6.800580893e+01,1.279100599e+01,7.899328658e+01,5.427208814e+01,5.611113503e+01,1.027944216e+01,5.638554387e+00,2.438983169e+01,2.346549375e+01,4.545455614e+01,2.289684965e+01,1.994684913e+01,5.603471345e+01,5.120404206e+01,7.830010991e+01,9.373854456e+01,2.831397762e+00,1.209747213e+01,3.432862839e+01,9.666783655e+01,2.093762901e+01,9.694429230e+01,4.246498454e+01,4.259392065e+01,4.090937571e+01,5.576706425e+01,2.883683045e+01,1.372893924e+01,9.594181484e+00,2.579555406e+01,9.040744379e+01,5.047314655e+01,2.850914998e+01,7.270085295e+01,5.941725801e+01,8.976406094e+01,5.515284024e+01,6.433540692e+01,1.244677492e+01,4.163013793e+01,7.825628501e+01,6.240342930e+01,7.744274182e+00,1.859857215e+01,6.326376394e+01,1.741483775e+00,1.430137893e+01,8.967296445e+00,1.561084821e+01,1.222471974e+01,3.943959936e+01,4.834819803e+01,9.337181041e+01,6.554210113e+01,9.986566792e+01,9.388328532e+01,6.251087519e+01,5.135792748e+01,3.615018035e+01,5.736854508e+01,6.875375859e+01,8.786206049e+01,7.206552549e+01,7.174183520e+01,8.361610094e+01,4.639341636e+01,9.874553649e+01,3.284636878e+01,4.238999175e+01,3.585825842e+01,7.903783720e+01,5.282260503e+00,5.656627414e+01,6.047454221e+01,8.098439886e+01,6.842677309e+01,1.124315321e+01,1.499723743e+01,9.742284424e+01,8.044666510e+01,5.311016674e+01,3.727177032e+01,8.806946340e+01,4.935271501e+01,3.951976929e+01,3.162603741e+01,9.330403760e+01
3.963150379e+01,8.635639803e+01,7.406307153e+01,3.132532554e+01,8.551304227e+01,1.851624154e+01,1.788198986e+01,6.950191983e+01,3.610544649e+01,6.914076619e+01,6.822598454e+01,1.493513401e+01,4.005742695e+01,8.623075883e+01,6.519637805e+01,9.274890634e+01,8.991903090e+01,7.153933603e+00,1.260005036e+00,5.108744567e+01,8.223686592e+01,1.412893055e+01,6.142141432e+01,2.893318236e+00,1.653468422e+00,9.084575958e+01,7.530893335e+01,3.501378777e+01,8.344432424e+01,4.221632176e+01,1.470965088e+01,7.340279351e+01,9.939393483e+01,8.920171368e+01,2.990756766e+01,7.510436917e+01,2.734383601e+00,2.352800476e+01,5.439089516e+01,8.812569770e+01,2.586586503e+01,4.861248017e+01,9.752602205e+01,5.853122721e+01,1.464467421e+01,9.180196030e+01,3.186526802e+01,3.074249871e+01,1.450144055e+01,3.449862537e+00,8.575156748e+01,3.641650686e+01,7.831211951e+01,2.408854191e+01,4.349659707e+01,4.244658222e+01,7.573649297e+01,3.879415214e+01,4.845251588e+01,5.202953590e+01,4.466657023e+01,8.454495926e+01,1.787649386e+01,9.877600943e+01,3.857802492e+01,7.690346452e+01,7.840136300e+01,1.278359192e+01,3.234840741e+01,3.124986184e+01,5.699417013e+01,7.064426178e+01,6.763964689e+01,3.928330775e+01,1.281492957e+00,9.393673772e+01,6.248463944e+01,4.645126015e+01,2.669938334e+01,9.604154286e+01,8.166062243e+01,2.044108212e+00,3.212828015e+01,8.308720332e+01,6.668272663e+01,6.366144491e+01,1.516652400e+01
2.474261280e+01,1.412107994e+01,8.461609507e+01,6.700837904e+01,4.558792791e+01,6.355361394e+01,9.372889631e+01,3.799202477e+01,1.064126265e+01,2.630915848e+01,9.932805996e+01,6.195447226e+01,5.969363577e+01,5.594744120e+01,6.638157231e+01,5.319311261e+01,9.453436319e+01,9.676611810e+01,6.993417794e+01,6.185079756e+01,7.820514450e+01,1.663851722e+01,9.053778653e+01,9.072067497e+00,7.779531950e+01,1.310365878e+01,4.222815315e+01,9.300317987e+01,9.124011855e+01,9.421430865e+01,4.600247571e+01,7.840402938e+01,1.881128018e+01,1.451969618e+01,4.427255059e+01,1.244355417e+01,5.662635617e+00,6.191752728e+01,7.150462432e+00,4.630689212e+01,3.997196329e+01,6.045477222e+01,2.375276240e+01,7.553753437e+01,3.123283272e+01,4.757671985e+01,7.094235684e+01,8.313744746e+01,1.528611594e+01,9.007335344e+01,5.939809364e+01,5.945954866e+00,5.242243881e+01,6.372960403e+01,9.956169706e+00,7.116575830e+01,8.678359513e+01,7.030120519e+01,1.232613177e+01,9.644695575e+01,8.437426537e+01,8.510189679e+01,5.056136957e+01,9.826437661e+01,3.995589828e+01,5.787597632e+00,9.391728637e+00,6.116594879e+01,2.787904860e+01,9.159219281e+01,5.168912776e+01,8.208763038e+01,4.494263968e+01,6.970559628e+01,4.900389153e+01,2.626961719e+01,9.220638613e+01,4.981209032e+01,8.136533713e+01,2.559336065e+00,2.967048291e+01,1.219924402e+01,5.336804979e+00,1.359864698e+01,7.059648352e+01,9.490683837e+01,2.363635376e+01
5.385992428e+01,6.696562785e+01,6.472509161e+01,5.481704323e+01,6.252205405e+01,4.232928910e+01,3.708125451e+01,5.295649565e+01,1.274735608e+01,9.940680877e+01,1.377771088e+01,4.886675501e+01,8.428611550e+00,3.125401358e+01,6.876786998e+01,9.861264749e+00,9.663533276e+01,5.836204676e+01,6.044965366e+01,7.848126687e+01,4.751523211e+01,7.552630071e+01,2.750993896e+01,5.623164725e+01,4.727626002e+01,1.700760902e+01,6.116752969e+01,5.691083468e+01,7.924930889e+01,8.156336336e+01,1.674738858e+01,9.701424055e+01,4.469713818e+01,9.048784705e+01,6.889440232e+01,9.589245253e+00,7.770421424e+01,9.740099408e+01,5.037056831e+01,9.142396745e+01,5.569553955e+01,8.770846345e+01,1.279881204e+01,9.675487086e+01,7.324805436e+01,7.623527643e+01,9.865194954e+01,8.536517333e+01,7.250953672e+01,9.417080536e+01,9.410823534e+01,1.426839653e+01,9.102217662e+01,9.737012070e+01,3.328272731e+01,7.994038931e+01,4.512396939e+01,9.142927407e+01,5.574869925e+01,8.704895334e+01,2.850737570e+00,6.092478324e+00,7.536565223e+01,8.907973723e+01,4.198830022e+01,3.374251077e+01,8.300189678e+01,5.368286976e+01,9.484359236e+00,9.476724464e+01,5.478806543e+01,1.279907421e+01,6.914516166e+01,8.311680174e+01,2.080975535e+01,7.359943666e+01,5.679461427e+01,5.866401176e+01,2.345935798e+01,4.290193369e+01,2.542861833e+01,4.075889219e+01,4.278377547e+01,5.236912983e+01,4.100004942e+01,1.593732031e+01,6.031449771e+01
2.256649767e+00,1.121668805e+01,7.808156033e+01,2.297558063e+01,9.278868434e+01,7.687221163e+01,2.126228495e+01,6.260412465e+01,8.025335654e+01,6.737075919e+00,8.052800643e+01,4.758662058e+01,5.655640013e+01,2.997371918e+01,8.614936150e+01,4.978433962e+01,3.652911487e+01,8.497038787e+01,6.231140859e+01,1.372342442e+01,2.036317211e+01,2.525290764e+01,5.404808808e+01,8.650747882e+01,4.681966075e+01,9.383104135e+00,1.160073451e+00,9.808641569e+01,5.670208557e+01,9.362598623e+01,9.893036337e+01,8.097855462e+01,1.815818739e+01,1.805015386e+00,2.872779825e+01,7.247554572e+00,7.580392517e+01,1.970691136e+01,7.265358878e+01,9.589756401e+01,8.251970166e+01,9.989201914e+01,7.227208449e+01,7.618415080e+01,4.952011424e+01,1.120603028e+01,6.330577320e+01,3.330163616e+01,1.092056957e+01,6.979472552e+01,2.435062888e+01,3.151675380e+01,2.331954410e+01,1.915599707e+01,5.333216694e+01,8.777997399e+01,8.204644304e+01,5.170225688e+01,4.915545634e+00,1.905840235e+01,8.061604909e-01,6.159562135e+01,4.119801276e+01,6.377966533e+01,8.994247579e+01,6.636391784e+01,8.324580888e+01,2.147925023e+00,8.798049306e+01,5.645475308e+01,1.551396132e+01,6.637509795e+01,6.565211508e+01,1.568422074e+01,1.698477219e+01,9.549406995e+01,1.071759760e+01,9.456930758e+01,4.981048169e+01,4.518913442e+01,4.755698360e+01,2.938446243e+01,4.124200761e+01,9.120676645e+01,3.593445446e+01,9.266706221e+01,2.987598373e+01
4.072998226e+01,1.157818366e+01,6.498001156e+01,7.476440346e+01,3.776649835e+01,8.737358830e+00,6.948903109e+01,3.267313151e+01,4.152702222e+01,3.909801815e+00,6.962866000e+01,9.243438985e+00,6.198892113e+01,2.921693216e+01,3.796566294e+01,4.593257886e+01,1.349113710e+01,2.608145860e+01,1.678645123e+01,9.882077016e+01,3.209693269e+01,8.997072515e+01,4.379657886e+01,8.278312654e+01,3.564964016e+01,8.384529081e+01,8.104117439e+01,9.537039656e+01,9.588076610e+01,2.533271700e+01,9.753893630e+01,9.482126506e+01,5.302267670e+01,5.622585557e+01,7.956732565e+00,5.390178359e+01,3.833435375e+01,1.074871680e+01,4.620574365e+01,5.768210064e+01,1.389218534e+01,4.842378801e+01,2.014724442e+01,2.343993001e+01,9.196696022e+00,3.726105071e+01,2.027228331e+01,6.335480233e+01,7.475308635e+01,7.751620509e+01,5.570874939e+01,6.239363399e+01,4.102581519e+01,3.155911861e+01,4.441338977e+01,9.590919087e+01,6.131003623e+01,5.867860089e+01,6.047162010e+00,7.124193200e+01,5.834140632e+01,4.367398013e+01,8.935754950e+01,3.720884860e+01,8.507199860e+01,4.678883248e+01,9.163309880e+01,9.101010576e+01,2.140723965e+01,1.315387670e+01,3.996447826e+01,6.302494212e+01,9.654912118e+01,4.247467943e+01,4.593576737e+01,2.671069807e+01,4.494431581e+01,3.574580612e+01,6.160883071e+01,9.004864161e+01,6.951394229e+01,2.246179152e+01,4.262971332e+01,7.476262915e+01,6.495373405e+01,1.646406882e+01,9.554704415e+01
3.115881293e+01,8.930370963e+01,4.030357219e+01,1.408007913e+01,9.782791860e+01,9.671365036e+01,6.076141341e+01,3.404279504e+01,6.330845411e+01,7.326916886e-01,8.630745009e+00,4.296950616e+01,2.624967426e+01,5.414345227e+01,4.208758338e+01,8.036165187e+01,7.190562699e+01,5.546380403e+00,9.085095140e+01,9.567608619e+01,7.344690839e+01,8.096045031e+01,2.163333841e+00,4.510851007e+01,5.535395318e+01,2.225242656e+01,4.196365692e+01,8.402707359e+01,6.160593512e+01,9.124015969e+01,4.640753663e+01,1.277000433e+00,2.879203475e+01,4.030015689e+00,9.119617370e+01,7.829097174e+01,7.719806717e+01,1.129785896e+01,7.457132359e+01,2.322741433e+01,9.796068692e+01,4.796102367e+01,3.294022981e+01,7.615926375e+00,3.769505116e+01,5.120626970e+01,5.642147869e+01,3.305761803e+01,9.331494451e+01,3.755660818e+01,8.199719654e+01,6.898540879e+01,8.111121441e+01,3.340555428e+00,4.645344611e+01,6.257790793e+01,2.384675218e+01,3.224572496e+01,9.840367448e+01,5.601959065e+01,7.231189369e+01,1.801949045e+00,2.442487740e+01,8.674666988e+01,2.051156656e+01,8.447343339e+01,1.788235424e+01,7.643097212e+01,5.510875440e+01,5.406114159e+01,2.846117129e+01,4.530971686e+01,7.378726462e+01,2.085757888e+01,1.317249854e+01,6.615248519e+01,6.921780875e+01,2.088012662e+01,9.567605196e+01,5.298234338e+01,2.694994432e+01,1.374188569e+01,2.111567246e+01,9.487122536e+01,5.945846029e+01,7.788687644e+01,2.800471091e+01
