v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99
8.927809546e+01,5.777784088e+01,2.733956214e+01,9.065073001e+01,2.331002607e+01,9.731887297e+01,8.241531622e+00,2.656599887e+01,9.955495128e+01,7.412679477e+01,6.756044683e+01,1.658701019e+01,7.696819163e+01,8.315665145e+01,6.260739022e+00,3.459897393e+01,2.245121816e+01,5.426517702e+01,9.536186202e+01,3.596742185e+01,8.979771193e+00,1.237092262e+01,2.273191688e+01,5.616057723e+01,3.961872813e+01,2.342727146e+01,2.955854622e+01,8.111574341e+01,2.379753415e+01,7.191146508e+01,8.949592888e+01,1.822421269e+01,7.724622626e+01,3.982139449e+01,8.317407744e+01,6.191370860e+01,5.985125394e+00,4.638375170e+01,1.058367952e+01,1.061683242e+01,4.264157986e+00,7.803084293e+01,9.739703787e+01,4.453849090e+01,9.312097947e+01,3.620796198e+01,9.814154605e+01,9.172654236e+01,6.459676176e+01,2.472798242e+01,5.653505677e+01,6.120733178e+01,8.653015092e+01,7.501484502e+01,4.147725167e+01,3.428107031e+01,9.443814585e+01,3.387866017e+01,9.810183995e+01,5.686795780e+01,9.214916569e+01,9.085516562e+01,5.918606218e+01,8.516524682e+00,4.600185111e+01,1.923491446e+01,4.611204911e+01,9.671062995e+01,7.538424326e+00,7.410285380e+01,8.462360469e+01,5.541635427e+01,7.071492700e+01,1.378155136e+01,7.071203863e+01,6.970477021e+01,1.796553980e+01,3.661645280e+01,2.958963751e+01,2.573299171e+01,1.393135406e+01,1.421087096e+01,6.602105718e+01,3.773257013e+01,5.770880630e+01,8.732789485e+01,2.003750390e+01,1.886000442e+00,2.115169351e+01,2.525143175e+01,9.513651981e+00,5.264362460e+01,3.208808945e+01,2.091151107e+01,2.379049678e+01,5.898500354e+01,3.864685232e+01,1.468522966e+01,6.595071523e+01
6.360335544e+01,7.062229500e+01,4.045059508e+01,2.646128870e+01,1.189226279e+01,2.114868953e+01,9.548176906e+01,9.169108337e+01,2.240693037e+01,2.945401037e+01,2.190142068e+01,9.623208763e+01,1.846145865e+01,3.719469847e+01,6.039202628e+01,6.628755985e+01,7.383537825e+01,4.507854521e+01,5.207014378e+01,2.224645482e+01,9.151564305e+01,1.433759412e+00,8.398841725e+01,3.716012834e+01,1.594536725e+00,1.282409920e+01,3.509086929e+01,8.679428421e+01,8.915863956e+01,7.669868389e+01,4.233752314e+01,9.005758573e+01,5.692709001e+01,4.104367758e+01,9.938640367e+01,6.134250624e+01,9.537658888e+01,9.111097251e+01,9.740226973e+01,3.139823480e+01,8.715546644e+01,4.227593302e+01,6.048083401e+01,2.567157093e+01,6.280375145e+01,8.650610161e+01,7.724192940e+00,5.601623395e+01,5.972643189e+01,8.969082114e+00,3.595845006e+01,7.361220259e-01,8.831493987e+01,7.298695632e+01,4.044057264e+01,4.396472913e+01,3.916750458e+01,1.131138161e+01,8.821420412e+01,3.667113999e+00,2.772079506e+01,5.245714840e+01,2.030720558e+01,9.914653421e+01,6.151238748e+01,1.172364070e+01,5.032930241e+01,1.409137440e+01,9.594340722e+01,3.893508450e+01,9.942276287e+01,8.185443350e+01,9.355175989e+01,8.841522418e+01,9.089640845e+00,4.981969458e+01,5.251815997e+00,7.487408342e+00,2.854558194e+01,8.345114486e+01,6.775496358e+01,7.775220637e+00,3.482448883e+01,5.445977157e+01,6.142297704e+01,9.065188753e+01,3.921309608e+01,2.334661688e+01,6.415455443e+01,2.759054685e+01,9.143492404e+01,9.350238218e+01,7.173596393e+01,4.828762348e+01,2.423793369e+01,4.999617323e+01,3.661064716e+01,4.974974918e+01,6.352466694e+01
9.996941059e+01,9.250768392e+01,2.953222574e+01,5.129148057e+01,5.903324211e+00,2.656427564e+01,7.059601581e+01,5.551603443e+00,8.403071415e+01,2.935800209e+01,9.563245316e+01,8.435712096e-01,3.457486298e+00,5.181950676e+01,2.895440854e+01,1.923446353e+01,9.147366170e+01,2.169050513e+00,8.904138616e+01,4.346814465e+01,7.795519904e+01,5.059658564e+01,2.536355830e+01,9.261736066e+01,6.973601076e+00,7.676258179e+01,1.967639330e+01,1.669516701e+01,3.632831829e+00,9.702022944e-01,7.153172363e+01,6.652611449e+01,6.134600511e+01,6.343038969e+01,2.334007637e+01,4.156130321e+01,3.990596087e+01,3.900695097e+01,1.521776755e+01,5.619389928e+01,4.471076488e+01,5.851165763e+01,6.004460554e+01,3.902427670e+01,5.318448333e+00,1.192004146e+00,3.498014500e+01,7.053965625e+01,2.988453403e+01,3.259464427e+01,3.305546622e+00,5.467465892e+01,9.279215250e+01,1.186482501e+01,1.766717224e+01,3.591878122e+01,2.084527730e+01,4.585862848e+01,9.861717762e+01,7.711180781e+00,9.010107072e+01,8.688333041e+01,3.104097351e+00,5.699030897e+01,5.209761183e+01,2.836846276e+01,8.497679675e+00,3.281780075e+01,7.451279160e+01,3.127257057e+01,3.850966033e+01,4.965780722e+01,3.829903432e+01,5.113382462e+00,2.288413798e+00,5.993423981e+01,9.689205839e+01,7.250825247e+01,1.495231729e+01,6.136368841e+01,6.859357721e+01,1.247404853e+01,8.570231357e+00,9.425930188e+01,7.377632103e+01,8.205397461e+01,9.244373966e+01,5.409674409e+01,9.516449483e+01,2.936473121e+01,5.849639581e+01,6.061089354e+01,6.348983952e+01,8.410236720e+00,7.412081367e+00,4.385075279e+01,2.200325858e+01,1.296931507e+01,8.096704045e+01
3.153603372e+01,8.447609630e+01,3.589071906e+01,4.631145284e+01,5.524731215e+01,9.216899829e+00,4.001774099e+01,8.361172098e+01,9.545820729e+01,1.214581500e+01,1.890863705e+01,2.818721210e+01,3.300840443e+01,4.570802964e+01,2.167439606e+01,3.273712413e+01,3.746124557e+01,4.241790590e+01,6.423878007e+01,3.669538840e+01,1.227417334e+01,5.799262046e+00,3.481617781e+01,4.162654566e+01,7.863904668e+01,5.522793541e+01,8.429823051e+01,3.470794158e+01,1.949765099e+01,8.843701105e+01,2.958490997e+01,2.186751633e+01,8.008971716e+01,8.590024628e+01,2.117448343e+01,2.673647593e+01,1.487768596e+01,9.842986692e+01,4.351335962e+00,9.759278217e+01,9.341055400e+01,4.350355761e+01,5.310379920e+01,3.744393461e+00,3.753242522e+01,7.467069087e+01,9.063364299e+01,3.456506747e+01,9.692392353e+01,3.271515133e+01,3.769069674e+01,1.455056528e+01,1.140662001e+01,6.292188455e+01,2.193793966e+01,5.578548283e+01,5.359963443e+01,2.140783703e+01,3.744599355e+01,2.329973929e+01,1.151440779e+01,6.541178430e+01,1.254154950e+01,8.086184452e+01,7.947048689e+01,8.124896047e+01,8.892315149e+01,2.934356061e+01,9.633523029e+01,3.779691461e+01,1.486120048e+01,5.228818616e+01,5.877868423e+01,1.348094338e+01,8.844807758e+01,6.932036238e+01,3.191638639e+01,6.518444231e+01,2.288094891e+01,6.011604035e+01,7.268340114e+01,6.118690198e+00,9.603163539e+01,6.393576622e+01,9.046488445e+01,5.350566516e+01,5.627613168e+00,4.731498631e+01,2.349793591e+01,9.861323802e+01,6.702373848e+00,3.464906225e+01,4.205522849e+01,2.477407780e+01,8.563657526e+01,9.888321281e+01,7.215504795e+01,2.537038005e+01,1.587204258e+01
7.966455100e+01,1.635500671e+00,7.694811178e+01,1.302421297e+01,6.922682012e+01,4.776033796e+01,1.572756788e+01,3.497091415e+01,1.604523593e+01,7.670633937e+01,6.831034149e+01,7.625605746e+01,8.321135859e+01,2.669004862e+01,6.797258457e+01,9.252363290e+01,6.199216880e+01,2.403950687e+00,3.920872268e+01,8.082110078e+01,6.765590608e+01,2.716524588e+01,8.695267889e+01,2.380439487e+01,9.866420340e+01,2.297474533e+01,3.071389871e+01,8.854220659e+01,7.967462667e+01,4.531533295e+01,8.768140678e+01,7.906574537e+01,2.788688164e+01,7.975926888e+01,7.843865650e+01,9.722774251e+01,4.651394030e+01,1.547669211e+01,1.323097806e+01,9.306099406e+01,6.675136088e+01,3.091574838e+01,8.749361642e+01,6.928300813e+01,8.662191307e+01,7.098497795e+01,9.795613596e+01,4.992851411e+01,3.669740571e+01,6.380519283e+01,4.499121236e+01,5.369838168e+01,1.336978735e+01,9.066562566e+01,2.313374753e+01,9.450034393e+01,9.890905737e+01,6.623161955e-01,1.778922139e+01,7.670100097e+01,8.344260665e+01,8.788148065e+01,1.529034532e+01,9.550553117e+01,1.863468286e+01,9.064276637e+01,6.219027890e+01,8.132922663e+01,9.053260089e+01,6.862761163e+01,6.977227782e+01,9.203115642e+01,7.675102579e+01,8.631197608e+00,8.779028033e+01,7.173327231e+01,8.988271381e+01,6.409404719e+01,5.590859962e+01,8.543786142e+01,9.918672356e+01,5.051701305e+01,1.441963647e+01,7.082567798e+01,1.800061556e+01,7.938397407e+01,8.014035945e+01,7.199198161e+01,5.470826659e+01,9.104788063e+01,9.103165778e+01,6.545325584e+01,5.129510556e+01,2.184584744e+01,9.462504142e+01,3.544697283e+01,7.646540495e+01,1.781174622e+01,2.350781601e+01
5.309846253e+01,7.277935232e+01,8.840492407e+01,2.474821062e+01,1.274527787e+01,1.130423528e+00,9.372302316e+01,4.473978275e+01,7.315393294e+01,2.955327696e+01,1.005251665e+01,4.540996564e+01,4.596579652e+01,1.023871718e+01,6.637416236e+01,9.017666445e+01,3.863912082e+01,2.858263571e-01,1.343082770e+01,5.352062797e+00,5.268444681e+01,6.022725711e+01,7.381230255e+01,4.965434541e+01,8.114416722e+01,2.898468246e+00,5.504923467e+01,9.628694530e+01,9.972834050e+01,8.996045463e+01,1.125428102e+01,1.585851285e+01,2.167992928e+01,1.308239435e+01,2.510178500e+01,3.632481343e+01,8.701776221e+01,1.735869182e+01,1.304902671e+01,5.122529553e+01,1.163366649e+01,5.786361309e+01,3.641884324e+01,1.017606889e+01,5.623064054e+01,9.331179125e+01,4.397663527e+01,6.893595066e+01,2.458829048e+01,8.421100848e+01,8.332076920e+01,5.121026034e+00,7.609181917e+01,2.224749116e+01,6.132833059e+01,9.722627037e+01,4.733708302e+01,1.784488673e+01,6.783498770e+01,3.947097804e+01,8.615137573e+01,8.170779469e-01,9.426478694e+01,6.009381953e+01,6.869786345e+01,8.456758740e+01,9.411237619e+00,4.121493933e+01,9.384776420e+01,5.535449966e+01,4.776426404e+01,5.433871304e+00,7.110839271e+01,9.900447038e+01,1.015300470e+01,8.701103128e+01,6.143448854e+01,3.698694722e-01,9.601767805e+01,8.477910411e+01,3.558546527e+01,5.699563634e+01,6.926824746e+01,6.915159531e+01,1.476446066e+01,1.407003342e+01,4.893155748e+01,5.659337583e+01,8.995334746e+01,3.987510588e+01,6.030148740e+01,4.440547313e+01,1.499656083e+01,2.232854761e+01,8.328262795e+01,5.589758977e+01,6.193008511e+00,1.380602766e+01,5.068757632e+01
3.854910447e+01,4.983275025e+01,6.642632839e+01,9.977306819e+01,3.698083632e+01,1.516110273e+01,7.012727142e+01,5.724449524e+01,3.720585716e-01,8.764889162e+01,8.149524656e+00,8.885988811e+01,5.113798428e+01,2.148241179e+01,6.962319631e+00,4.458230731e+01,5.335265676e+01,4.170950743e+01,2.002375804e+01,8.493476249e+01,3.294404800e+01,1.989700836e+01,9.177816028e+01,7.254968355e+01,3.074343668e+01,9.539132169e+01,8.107477100e+01,3.053907719e+01,7.023741404e+01,4.987877154e+01,7.566196055e+01,4.835833870e+01,8.600904073e+01,8.202481569e+01,5.391130996e+01,1.931422902e+01,3.751380568e+01,6.516481189e+01,7.790298964e+01,3.871450211e+01,8.902993676e+01,5.198157272e+01,9.178932072e+01,3.090496106e+01,5.054213278e+01,3.635854577e+01,6.238097580e+01,2.352683466e+01,4.625321017e+01,9.541768891e+00,6.990407840e+01,3.000437477e+01,7.681692130e+01,8.566678854e+01,2.015004216e+00,6.494716624e+01,9.978624332e+01,7.842667544e+01,8.374495909e+01,2.524521739e+01,6.768904604e+01,7.861526843e+01,9.863946586e+01,2.292554432e+01,6.070909984e+01,8.410387001e+01,1.398767893e+00,2.681408575e+01,8.305558202e+01,5.685108959e+01,3.280467790e+00,4.911004624e+01,7.716801321e+01,9.105864096e+01,3.612077511e+00,7.653341582e+01,9.161071297e+00,7.863051924e+01,8.721031720e+01,1.170939816e+01,9.752509719e+01,2.214523515e+01,3.690058293e+01,9.431931264e+01,8.433467609e+01,3.227558256e+00,9.282317569e+01,5.431856735e+01,7.100052635e+01,7.401699046e+01,8.859709803e+01,4.792067594e+01,4.018531501e+01,2.402371969e+01,1.591899354e+01,4.439643266e+01,7.149665905e+00,7.463918021e+01,2.808400458e+00
2.395560157e+01,2.275958429e+01,5.734736435e+01,4.285448771e+01,5.500074798e+01,4.915670410e+01,5.761625579e+01,8.930691502e+01,6.382359366e+01,4.747301909e+01,3.803358449e+01,1.690535359e+01,3.860978726e+01,4.315179417e+01,7.307210481e+00,5.031454537e+01,6.168310429e+01,8.612533290e+01,5.865897455e+01,9.240725691e+01,3.563186571e+01,4.466141712e+01,1.679801464e+01,5.018429360e+01,9.583647852e+01,1.544943208e+01,1.492712312e+01,2.026194808e+01,1.428166134e+01,4.319363053e+01,7.230498695e+01,4.048801002e+01,4.048906634e+01,5.680942549e+01,9.041787704e+01,9.531872952e+01,8.410890176e+01,9.203484998e+01,2.410565540e+01,3.262779599e+01,7.117080744e+01,2.324687175e+01,2.350510570e+01,9.558015450e+01,7.505192237e+00,9.989991776e+01,6.572851367e+01,1.610298290e+01,5.207431746e+01,5.564973106e+01,5.862016698e+01,9.986254359e+01,4.543993297e+00,9.452939875e+01,9.767248981e+01,5.691149292e+01,4.050882780e+01,7.142020391e+01,1.448629110e+00,5.463078792e+01,1.162910628e+01,3.727513711e+01,5.977787263e+01,5.405470120e+01,6.560958696e+00,5.290364965e+01,6.043121744e+01,1.934604270e+01,7.726054876e+01,6.976424684e+01,5.848071648e+01,2.189707735e+01,6.318188880e+01,2.905329648e+01,6.326939884e+01,6.632758289e+01,6.393116529e+01,1.716332474e+01,7.022367393e+01,8.432145197e+01,8.910365308e+00,4.797318035e+01,4.315212185e+00,1.148582638e+01,7.694758637e+01,7.079333780e+01,2.483664250e+01,4.868811516e+01,9.660242840e+01,3.737778657e+01,2.596044105e+01,4.439248414e+01,5.131805919e+01,5.693035343e+00,6.080245326e+00,6.048592311e+01,7.310285094e+01,1.411333423e-01,2.906057527e+01
3.519742125e+01,6.757327626e+01,7.152285581e+01,7.282408452e+01,1.377856969e+01,5.683392994e+01,5.454149583e+01,8.665839179e+01,6.909279237e+01,1.877784639e+01,4.783013965e+01,8.582148098e+01,3.654287129e+01,4.851979310e+01,6.882171643e+01,5.138419042e+01,6.815265681e+00,7.211014730e+01,9.801539015e-01,9.378630111e+01,6.461584395e+01,1.952059585e+01,5.381581098e+01,8.072190906e+01,4.897989011e+01,8.788940941e+01,2.465539897e+01,9.094943526e+01,1.610040011e+01,5.369642650e+01,6.414979638e+00,7.963357038e+01,9.812614539e+01,8.676316041e+01,5.565332019e+01,4.888354910e+01,4.253228943e+01,7.755070676e+01,4.333211315e+01,9.572554454e+01,5.478951640e+01,2.688502233e+01,2.794814102e+01,1.776502995e+01,5.111150215e+01,1.979768251e+01,4.602191433e+01,5.277843313e+01,8.466678519e+01,7.503281850e+01,2.006601867e+01,7.294341737e+01,9.648467247e+01,8.064351776e+01,8.194740762e+01,6.108279162e+01,5.243880715e+01,9.704599191e+01,2.001343200e+01,9.096140469e+01,6.950350140e+01,6.338184787e+01,6.358314676e+00,7.766649037e+00,9.352199323e+01,1.639809942e+00,8.339438492e+01,3.681351149e+01,7.906713293e+01,3.761708257e+01,2.272379160e+01,9.749684362e+01,6.504963597e+01,2.963101206e+00,1.315587017e+01,3.978329495e+01,3.628402273e+01,5.669249057e+01,6.282406846e+01,6.509302372e+01,5.565738345e+01,7.099572583e+01,8.981108900e+01,2.731199919e+01,3.046339119e+01,4.178683238e+01,7.705251376e+01,7.173978317e+01,4.460988727e+00,1.063554921e+01,3.202083322e+01,8.299420653e+01,5.378845245e+01,6.059075601e+01,3.248764031e+01,3.639036420e+01,1.904755357e+01,9.743092161e+01,8.210222564e+01
8.140149978e+01,4.040296928e+01,3.016334105e+01,8.403033755e+01,8.226941810e+01,6.805418146e+01,4.782118034e+01,1.683627775e+01,9.282340587e+01,7.944086910e+01,8.912479229e+01,2.735199979e+01,6.492624116e+01,5.598979549e+01,8.392277946e+01,8.966750860e+01,1.486144600e+01,1.180540615e+01,7.419111641e+01,1.415783379e+01,9.527431249e+01,5.688640460e+00,3.974799562e+01,9.672830538e+01,6.748573814e+01,3.515246545e+01,9.573376160e+01,2.605513488e+00,4.357480439e+01,6.641002860e+01,1.251377879e+01,7.884602846e+01,8.937444817e+01,1.630996709e+01,9.378715449e+01,2.744726936e+01,8.781424161e+01,7.887467567e+01,9.054446329e+01,2.356072558e+01,8.316391298e+01,3.991855423e+01,5.548928758e+01,6.132213195e+01,2.323515317e+01,1.741902981e+01,3.283674412e+00,7.929438407e+00,9.367704622e+00,6.727965461e+00,2.890476475e+01,1.223723438e+00,7.412175464e+00,2.428216065e+00,8.235043896e+01,4.000458702e+01,2.112779096e+01,7.854288366e+01,2.111219836e+01,9.454696947e+01,8.571629126e+01,6.073053953e+00,5.420927134e+00,3.649836213e+01,1.048683443e+01,3.648048741e+01,1.319429409e+01,9.213172230e+01,1.071387758e+01,2.557989700e+01,7.291682486e+01,5.558122153e+01,4.774983154e+01,6.019919548e+01,2.345072435e+01,2.288641512e+01,8.919299466e+01,4.631145096e+01,8.980693068e+01,4.545647382e+01,5.664827912e+01,6.041265833e+01,2.614673617e+01,4.913647618e+01,1.865520611e+01,4.875571936e+01,6.298818113e+01,1.264580380e+01,1.395119349e+01,5.891383829e+00,5.898501445e+01,3.583175132e+01,4.514160852e+01,7.960761869e+01,1.794046427e+01,4.257923656e+01,4.945942019e+01,3.780129705e+01,2.254232966e+01
4.387659605e+01,9.357190729e+00,4.952302601e+01,1.102284216e+01,5.305050591e+01,9.810397877e+01,6.442387163e+01,3.392795234e+00,9.234540638e+01,1.823073926e+01,5.492911548e+01,2.609040804e+01,7.512930787e+00,7.108781251e+01,1.795686639e+01,4.135637721e+01,9.264236761e+01,5.298532732e+01,2.469528666e+01,2.935108073e+01,5.641136670e+01,1.898463847e+01,7.718490153e+01,2.111936745e+00,7.872876794e+01,1.120208981e+01,7.322419612e+00,3.975596683e+01,6.508344454e+01,8.344980614e+01,7.318342194e+01,5.965646693e+01,5.073527934e+00,4.925509141e+01,9.546126579e+01,5.141249617e+01,4.192035970e+01,7.527928743e+01,8.727629834e+01,7.018070335e+01,1.133610112e+01,6.313193818e+01,7.707038063e+01,1.335518365e+01,5.690468236e+01,6.733421977e+00,2.347597237e+01,3.387356907e+00,4.956024843e+01,2.074017905e+01,7.760595755e+01,6.499265946e+01,5.534988184e+01,5.719700804e+01,6.156646140e-01,8.450405017e+01,8.219197873e+01,4.516435448e+01,6.240925877e+01,9.488603567e+01,1.960509481e+01,4.920262239e+01,3.601886919e+00,8.634659832e+01,3.469907129e+01,7.297459931e+01,7.914133144e+01,9.846707235e+01,2.918003224e+01,7.159638294e+01,3.408234750e+01,5.824371126e+00,9.810276401e+01,7.996212495e+01,7.793534036e+01,8.279708453e+01,4.208967067e+01,7.192979321e+01,3.333733302e+01,3.588352369e+01,6.951986674e+01,7.246573521e+01,1.306169716e+01,9.841462542e+01,7.183499671e+01,9.788863077e+01,6.223424858e+01,1.430624438e+01,7.563943515e+01,1.757330327e+00,2.273325410e+01,6.351136053e+01,7.888018579e+00,6.313516952e+01,6.950304195e+01,8.686059914e-01,2.544746397e+01,1.552923525e+01,6.880072685e+01
6.468200584e+01,4.782500792e+01,2.062564780e+01,2.053107948e+01,8.974066997e+01,2.039668989e+01,5.019582178e+01,9.259475864e+01,5.724937963e+01,5.958973461e+01,8.095088348e+01,2.486078771e+01,6.638856755e+01,6.489265297e+00,8.056366630e+01,2.340776788e+01,2.274202319e+01,2.315759838e+01,4.775327303e+01,5.842690186e+01,1.688553878e+00,7.962582255e+01,1.694227778e+01,2.216138196e+01,2.982535103e+01,5.065655781e+01,6.442146585e+01,5.622017570e+01,1.167827568e+01,6.547476249e+01,4.332007995e+01,9.902875220e+01,3.260056568e+01,4.293249654e+01,4.146835099e+01,7.638712509e+01,1.155960309e+01,4.435476051e+01,9.886911100e+01,5.027866128e+00,8.074926588e+01,4.485848321e+01,4.047144912e+01,6.625267917e+01,9.876103290e+01,7.647265555e+01,1.603992705e+01,1.413202711e+01,6.277633469e+01,1.549204121e+01,5.916452940e+01,7.823364722e+01,2.837758110e+01,7.942111548e+01,6.804586761e+01,9.688458434e+01,5.711249732e+00,4.816522425e+01,6.027550414e+00,9.569769705e+01,4.442464715e+01,3.035161871e+01,9.783828670e+01,9.114306456e+01,7.839972722e+01,9.781848700e+01,5.178535007e+01,4.463434308e+01,8.490848576e+01,7.874276277e+01,7.281563495e+00,3.434668052e+01,5.632081061e+00,2.295080273e+01,7.579088312e+01,6.451054714e+01,9.705012315e+01,2.515543555e+01,4.067978985e+00,2.163626655e+01,9.408265384e+01,4.403347538e+01,7.401084029e+00,4.714956421e+01,2.826238836e+01,1.062756293e+01,8.281576211e+01,9.046202731e+01,1.917388555e+01,8.326454686e+01,5.637018054e+00,3.652690334e+01,3.003474082e+01,3.560360100e+01,1.728134000e+01,5.068733216e+01,6.900803543e+01,3.775421204e+01,9.390181124e+01
4.709771503e+01,3.176623080e+01,9.651500474e+01,9.874762489e+01,1.189738152e+00,6.431079029e+01,9.495432747e+01,1.302449337e+01,5.262427095e+01,6.681298539e+01,7.932073160e+01,7.686034043e+01,5.708236050e+01,3.729661652e+01,3.434797477e+01,4.553026254e+01,8.635707702e+01,9.972459506e+01,4.332199556e+01,3.612112442e+01,6.376129898e+01,9.540277331e+01,2.760808543e+01,5.497844396e+01,8.998562140e+01,2.012849196e+01,6.574900551e+01,6.446620746e+01,7.765032449e+01,4.431895919e+01,2.116201749e+01,6.107130602e+01,5.426097745e+01,1.216399788e+01,8.656008075e+01,6.051379589e+01,9.698836161e+00,8.070294453e+01,5.523619641e+00,3.414128112e+01,5.825761632e+01,2.146977506e+01,4.937652938e+01,8.916846342e+01,2.441562407e+01,3.618394392e+01,8.903574381e+01,9.530428528e+01,6.894552376e+00,4.240747842e+01,8.781313470e+01,1.533387216e+01,6.500329034e+01,4.133648164e+00,3.060946695e+01,2.861754311e+01,6.804378602e+00,7.081311534e+01,7.750010216e+01,2.746239599e+01,4.054997778e+01,3.076387049e+01,7.669760666e+01,1.550496476e+01,2.173493179e+01,4.736164236e+01,9.761422600e+01,8.054710511e+01,6.348615938e+01,7.037250835e+01,8.067714126e+01,6.712917488e+01,9.021711021e+01,2.911039955e+01,7.696250628e+01,7.348649221e+01,5.338742200e+01,9.012607916e+01,2.484053022e+01,5.013130050e+01,9.098670654e+01,5.635312451e+01,8.415452147e+00,2.350102704e+01,2.787928042e+01,3.785426372e+01,2.701099685e+01,9.035977180e+01,1.977239751e+01,2.263836112e+01,8.723440942e+01,9.761071148e+01,1.137030923e+00,2.822677857e+01,5.638418180e+01,3.681827474e+01,6.731589074e+01,7.659759785e+01,3.962560218e+01
2.249975929e+01,9.330132873e+01,1.005646100e+01,7.130264286e+01,5.758635384e+01,2.145754807e+01,3.356603331e+01,4.571278025e+01,5.072660553e+01,7.007624851e+01,2.241096430e+01,2.019293265e+01,5.923684603e+00,8.521890496e+00,6.384525610e+01,4.546427020e+01,5.811914536e+01,5.748485013e+01,2.039785787e+00,2.666947119e+01,6.144451552e+01,3.671391824e+01,9.613224826e+01,6.404061120e+01,5.540938876e+01,2.416944520e+01,1.654658776e+01,8.249983110e+00,6.716693990e+00,9.484960821e+01,6.003986306e+01,9.048876859e+01,2.647472222e+01,7.999944823e+01,5.449280630e+01,8.392980458e+01,3.552920433e+01,8.742898474e+01,5.452563109e+01,5.440617910e+01,6.375468229e+00,9.928850204e+01,8.462408004e+01,6.657962921e+01,7.694580613e+01,8.635443989e+01,7.342928407e+01,7.920919076e+01,7.112979985e+01,5.598082784e+01,8.846114207e+01,6.267617879e+00,7.803349963e+01,8.515845776e+01,4.893339530e+01,8.674580254e+01,1.236316930e+01,7.233389131e+01,2.139575242e+01,6.267136940e+01,3.546956542e+01,8.461749691e+01,8.660978542e+01,7.852978902e+01,3.848017365e+01,2.946861206e+01,2.157552968e+01,9.339166805e+01,4.923699087e+01,9.599043780e+01,1.298269208e+01,6.269092935e+01,9.988316743e+01,2.712283906e+01,2.660006319e+01,8.370819079e+01,5.137429932e+01,6.675135511e+01,7.164224473e+01,2.701021435e+01,1.074507405e+01,6.870485188e+01,4.521244675e+00,9.810796277e+01,1.758784429e+01,3.109602102e+01,9.345344645e+01,8.503397605e+01,9.275777943e+01,3.603417013e+01,2.643643149e+01,5.512524888e+01,7.843922500e+01,5.454647942e+01,8.709035359e+01,8.264185904e+01,3.186651538e+01,3.824547786e+01,4.266781046e+01
5.149841319e+01,7.495654120e+01,6.053439591e+01,6.992572198e+01,5.647866295e+01,2.054241204e+01,4.941911261e+01,3.811414721e+01,6.246415187e+01,5.336027486e+01,6.801348301e+01,9.410916345e+01,2.230318021e+01,9.478550701e+01,6.377502742e+01,2.927644460e+01,5.033716564e+01,1.779046332e+01,6.820685913e+01,2.007987916e+01,9.407357625e+01,4.275927521e+01,3.505047854e+01,8.041788842e+01,9.509016079e+01,8.907362517e+01,1.621692985e+01,2.366429660e+01,4.042409008e+01,8.080268480e+01,1.490638488e+01,6.159790659e+01,8.625385872e+01,5.834707550e+01,2.291215680e+01,3.919421106e+01,8.058630721e+01,6.807934395e+01,6.324437734e+01,7.399414326e+00,5.179332919e+01,4.780813264e+01,5.902540092e+01,7.989157998e+01,1.374646062e+01,7.012163448e+01,8.086525640e+01,9.437664551e+01,2.638351908e+01,6.549260046e+01,2.591273669e+01,5.484941251e+01,8.407529817e+01,1.693681735e+01,5.571543010e+01,7.517947855e+00,9.287783894e+01,6.933897712e+01,3.152315215e+01,7.713403387e+01,5.547619049e+00,5.466114969e+01,6.657959273e+01,6.325594941e+01,9.404210706e+01,3.585553617e+01,3.718068371e+01,8.197228585e+01,7.542706655e+01,6.134974567e+01,1.053291087e+01,6.631344589e+01,4.898901109e+01,1.370873106e+00,5.089252251e+01,7.598994412e+01,6.373116771e+01,2.272871328e+01,3.889901945e+01,2.181654017e+01,1.266178329e+00,2.039162451e+01,8.133389397e+00,2.288308760e+01,9.708948069e+01,9.402886016e+01,3.057129389e+00,9.747087499e+01,5.489526300e+00,2.862677849e+01,2.316365691e+01,3.983113862e+01,4.144067933e+01,2.102811531e+01,3.071434264e+01,8.511764879e+01,4.619929617e+01,5.041254493e+01,9.055779861e+01
