v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80
2.012935145e+01,5.597276268e+00,8.287591771e+01,8.616245740e+01,3.306181570e+01,5.729597660e+00,1.279555336e+00,3.369521079e+01,5.912175439e+01,2.208261037e+01,5.244061853e+01,8.628758322e+01,9.217003443e+01,2.524494479e+01,6.862639534e+01,4.583995488e+01,9.058748264e+01,4.263974178e+01,8.584877651e+01,7.941136843e+01,6.539153461e+01,5.427897146e+00,8.787557287e+01,6.629945274e+01,1.494525015e+01,6.566600040e+01,7.413724838e+01,3.707059208e+01,5.829685823e+01,4.493107467e-02,7.316708691e+01,4.872523598e+01,9.657737022e+01,2.716737601e+01,6.233069231e+01,4.080854126e+01,1.367961520e+01,2.297921226e+01,1.859867100e+01,6.465346141e+01,1.036062264e-01,2.236596505e+01,1.955164600e+01,9.459663597e+01,4.985112401e+00,7.784694957e+01,2.860736700e+00,5.672630203e+01,2.761614165e+01,6.328601905e+01,8.881180075e+01,8.477091113e+01,7.650673300e+01,6.960966160e+01,7.322585176e+01,7.661404620e+01,3.012363505e+01,1.911629201e+01,6.191622712e+01,6.423982822e+01,3.700370983e+01,7.298333999e+01,1.011680390e+01,8.054309612e+01,7.520956859e+01,8.283773943e+01,9.721602816e+01,7.018560392e+01,2.356789281e+01,4.322671827e+01,4.038840244e+01,4.478849265e+01,6.379845925e+01,5.754610971e+01,9.162708368e+01,9.935186554e+01,6.007472010e+01,1.591895724e+01,2.048383967e+01,4.180099991e+01
4.756631593e+01,6.653674912e+01,2.950806217e+01,3.358172801e+01,9.853931220e+01,3.291563625e-01,7.878224866e+01,1.627664257e+01,8.118032313e+01,7.969152221e+01,3.726722377e+01,3.445450205e+01,1.586932235e+01,9.291661890e+01,6.154503961e+01,3.840345655e+01,3.172542696e+01,6.263471804e+01,9.487408851e+01,8.630180949e+01,2.514715638e+00,3.809678578e+01,5.616544700e+01,9.315048901e+01,9.430082527e+01,7.387546377e+01,6.331208627e+01,1.798660861e+01,5.701261919e+01,8.570571566e+01,8.450138391e+01,7.221718657e+01,3.664147183e+01,9.941248831e+00,6.650832927e+01,8.279692009e+01,6.065635531e+01,7.954727698e+01,3.376397057e+01,2.104277082e+01,4.063772154e+01,9.938089272e+01,5.558009112e+01,8.855163118e+01,9.511172304e-01,2.617429987e-01,9.484311344e+01,4.616669384e+01,3.370165115e+01,1.636999922e+01,8.804428293e+01,6.051496716e+01,8.794761344e+01,3.715973166e+01,3.800551396e+00,1.706799684e+01,3.344858827e+01,3.705697339e+01,7.822657581e+01,1.258244623e+01,1.745774315e+00,1.830321676e+01,6.782622176e+01,6.185700357e+01,1.734788546e+00,4.644493214e+01,5.227915294e+01,2.174058756e+01,9.693056032e+01,5.419113772e+01,7.922096362e+01,8.639771334e+01,2.405093794e+01,6.602917073e+01,8.347332425e+01,2.319413295e+01,7.733484463e+01,2.480919629e+01,1.198464489e+01,8.679431453e+01
5.021356253e+01,9.069848996e+00,8.737465702e+01,2.664348773e+01,2.326034468e+01,7.249987652e+01,4.104807669e+01,3.247922956e+01,7.630494305e+01,7.580726362e+01,9.555461352e+01,4.008724680e+01,8.159650647e+01,2.270760666e+00,9.538547852e+01,6.552734911e+01,7.236358486e+00,1.735116089e+01,4.000983254e+01,2.333027996e+01,8.682255449e+01,1.029826534e+01,4.634068593e+00,2.277803350e+00,5.476422644e+01,6.634197246e+01,6.002192653e+01,3.078690881e+01,7.754514271e+01,9.654813339e+01,6.772141397e+01,5.473362659e+01,6.281579530e+01,9.806708096e+01,4.222919391e+00,1.982933145e+01,2.892120791e+01,2.709466169e+01,6.195292664e+01,9.078023259e+01,9.633380132e+01,3.994635868e+01,3.827505693e+01,7.980702875e+01,3.261296714e+01,5.794119593e+01,3.149914058e+01,1.160619844e+01,6.537004813e+01,1.753846353e+01,8.271240582e+01,5.283706561e+01,2.376988194e+01,5.612849951e+01,2.721723153e+01,5.990053970e+01,9.879934690e+01,2.275722842e+01,9.015225181e+01,8.537441326e+01,2.111966020e+01,1.109747166e+01,7.080860428e+01,8.845592751e+01,3.128029392e+01,6.247135157e+01,5.432973616e+01,8.648093312e+01,3.576321896e+01,1.337906067e+00,2.133545729e+01,3.317204877e+01,6.160216679e+01,6.330168147e+01,9.026185661e+01,8.107355911e+00,5.538950426e+01,6.843725966e+01,2.290670767e+01,6.640759452e+01
2.979595547e+01,2.274661593e+01,4.181859900e+01,2.332173429e+01,6.239846136e+01,9.897637829e+01,5.628304579e+01,9.776878928e+01,8.768243128e+00,3.057022510e+01,2.920113418e+01,5.335489000e+01,4.746356002e+01,3.924971901e+01,1.001805546e+01,8.084783632e+01,2.063572527e+01,8.056148733e+01,1.278872852e+01,1.652139630e+01,7.567986818e+01,8.965296794e+01,7.602316470e+01,5.143845533e+01,2.414958400e+01,9.246660473e+01,5.011269499e+01,6.678871904e+01,1.998736517e+01,4.448258732e+01,6.078847439e+01,4.569604158e+01,8.929314464e+01,2.644996885e+01,9.507293451e+01,5.314847373e+01,3.278380238e+01,4.548151917e+01,1.490985059e+01,7.225890899e+01,5.402968074e+01,8.268402561e+01,7.970448411e+01,3.676625115e+01,4.589750633e+01,3.373936055e+01,3.653184583e+01,9.347757607e+01,4.946599368e+01,2.304567816e+01,7.918579475e+01,9.392754216e+01,6.129850651e+01,7.619089065e+01,7.339105980e+01,1.241104611e+01,9.044179317e+01,3.186343959e+01,2.974995876e+01,7.432293318e+01,5.612073339e+01,8.173732778e+01,3.127799175e+01,3.274187986e+01,8.532014215e+01,8.062332937e+01,7.135934584e+01,3.699073815e+01,1.338798872e+01,9.802539385e+01,9.805794855e+00,1.243355426e+01,9.106834834e+01,1.259931098e+01,1.266457759e+01,4.751841050e+01,6.940355764e+01,3.386073688e+01,6.432551181e+01,1.807046774e+01
3.647619140e+01,4.973174766e+01,6.729710234e+01,8.882352672e+01,7.127756011e+01,7.147306112e+01,7.865059356e-01,7.664172904e+01,6.424263789e+01,2.160855757e+01,1.704842413e+01,6.444092715e+01,2.777671649e+01,4.825597236e+01,7.903242882e-01,5.505295434e+01,3.382934558e+01,5.187109350e+01,7.462107282e+01,9.295669680e+01,4.201457828e+01,5.503713644e+01,9.595838182e+01,5.279378549e+01,5.613110414e+01,9.431369853e+01,3.793548752e+01,6.380451459e+01,6.453621970e+01,7.726162726e+01,1.614342161e+01,2.197227377e+01,7.589014365e+01,9.362889236e+01,3.045884840e+01,1.523932053e+01,7.739854993e+01,2.532452849e+01,9.836651791e+00,8.437687446e+01,1.784197321e+01,5.898276181e+01,9.296932896e+01,5.079078519e+01,4.154841568e+00,4.594304089e+00,8.427160094e-01,5.508152540e+01,2.328264489e+01,7.947774839e+01,7.821073012e+01,6.743731399e+01,6.210160034e+01,8.889514883e+01,3.412769332e+01,8.083977954e+01,7.786105113e+01,1.941017173e+01,8.179516987e-01,2.365884697e+01,4.375600019e+01,7.044646202e+01,6.066049895e+01,9.251254140e+01,8.842078792e+01,5.062806854e+01,6.944048059e+01,3.877691937e+01,4.227042861e+01,9.342762259e+01,9.882916815e+01,9.045846177e+01,3.029368939e+01,5.020591336e+00,3.692257723e+01,1.578991878e+00,7.617914275e+01,2.241409882e+01,5.958992935e+01,6.319931197e+01
9.254851403e+01,2.372864662e+01,3.256032010e+01,6.639659238e+01,8.097546193e+01,3.416487435e+01,4.827383267e+01,8.756832770e+01,6.684649710e+01,7.775034742e+01,9.588482968e+01,8.724417084e+01,2.788292276e+01,9.233111462e+00,7.599322651e+01,8.785655948e+01,7.600103499e+01,9.640129141e+01,3.842847067e+00,6.410245115e+01,9.756647589e+01,3.774628762e+01,7.026357542e+01,2.847299553e+01,7.004011097e+01,6.603700390e+01,7.879396060e+01,4.080260667e+01,9.099682068e+01,3.800728244e+01,6.338212413e+01,9.966028447e+01,3.559008316e+01,2.205793258e+01,5.039564807e+01,2.970614120e+01,9.615739910e+01,2.101808908e+01,8.037758968e+00,9.488550178e+01,4.342825818e+01,8.688713847e+01,6.774558163e+01,9.465574928e+01,6.951506590e+01,7.079254934e+01,9.219397235e+01,6.494539726e+01,5.041482849e+01,7.390004188e+01,8.215395967e+01,1.272658366e+01,1.452454363e+01,9.093259843e+01,8.506234671e+01,1.204699484e+01,8.626484555e+01,4.338038430e+01,9.008080434e+01,5.119098244e+01,7.784692320e+01,1.280350095e+01,2.940796432e+01,5.800033518e+00,9.032592931e+01,1.978291925e+01,8.574011146e+01,8.613342746e+01,3.292158631e+01,6.301184734e+01,6.948970891e+01,8.516627844e+01,3.490200042e+01,7.346343251e+00,2.898134881e+01,2.652670176e-01,5.523227683e+01,6.282964820e+01,7.012259762e+01,1.701170005e+01
4.635818421e+01,3.981345170e+01,2.826939646e+00,8.136494804e+00,4.174627381e+01,4.593809272e+01,3.600769267e+01,3.995327225e+01,3.966362604e+01,6.391837067e+01,3.196080990e+01,9.271304244e+01,1.225096226e+01,5.590619990e+01,8.955615183e+01,8.224611035e+01,2.761862944e+01,6.777673042e+01,2.795304537e+01,9.550089381e+01,6.285976239e+00,4.210062169e+01,2.984762138e+01,6.832073718e+01,4.663681879e+01,5.308000391e+01,9.352980527e+01,1.996950835e+00,3.249520861e+01,1.869519218e+01,4.668351199e+01,5.184691411e+01,7.562965311e+01,8.873699089e+01,6.665213046e+01,3.960195952e+01,7.256258940e+01,4.235107145e+01,4.673541726e+01,8.103907480e+01,8.179613869e+00,5.905924581e+01,3.555953105e+01,3.076230375e+01,3.698385743e+01,8.488674033e+01,2.086611316e+01,9.534951911e+00,4.895660427e+01,1.412215014e+01,8.556123241e+01,1.960970132e+01,8.255649007e+01,9.344556242e+01,5.214345872e+01,5.981084640e+01,6.176373151e+01,2.284003582e+01,3.354362510e+01,9.480531874e+01,2.598483050e+01,8.224490058e+01,1.296885584e+01,9.213893809e+01,6.792765079e+01,7.192713526e+01,4.567608021e+01,1.137933572e+01,2.972597963e+01,5.488300761e+01,1.630610985e+00,2.632168144e+01,5.605863191e+01,6.824462653e+01,7.075391301e+00,4.261158714e+01,3.970810256e+01,5.964809584e+01,6.382227995e+01,8.178691855e+00
3.188699280e-01,5.645107145e+01,8.966030488e+01,2.780461091e+01,2.421082552e+01,2.913993138e+01,9.033597369e+01,8.551901267e+01,8.885469189e+01,8.267141575e+01,5.846069869e+01,4.854797097e+01,7.543873080e+01,6.006305826e+01,8.470655181e+01,5.453879287e+00,5.122422194e+01,9.528815579e+01,6.224004580e+01,5.340236920e+01,1.092111063e+01,7.929891356e+01,1.833721764e+01,9.583629029e+01,8.613065036e+01,4.507367942e+01,2.045873638e+01,1.497347119e+01,7.016677071e+01,2.806906671e+01,7.373377826e+01,3.693772698e+01,5.811418031e+01,1.160684805e+01,9.341502852e+01,4.635459031e+01,4.142497869e+01,1.824000725e+01,3.872705219e+01,6.496553354e+01,2.390888734e+01,9.351229478e+01,4.524132715e-01,7.592045621e+01,2.663849755e+01,1.046671177e+01,8.708985662e+01,4.109555391e+01,8.700578894e+01,3.510935580e+01,9.395627057e+01,5.463363368e+01,4.733185209e+01,6.068921108e+01,4.111210903e+01,8.626604943e+01,2.561398084e+01,3.584007800e+01,2.513503230e+01,2.581991970e+01,3.342325346e+01,1.465596724e+01,5.940344716e+01,2.032983962e+01,1.484211071e+01,3.692094750e+01,4.239201549e+01,5.240811501e+01,1.855804090e+01,1.126978841e+01,9.037617871e+01,9.187883004e+01,8.024150515e+01,3.669259381e+01,9.361340205e+01,2.440743384e+01,2.493049559e+01,1.625058786e+01,6.010758408e+00,6.476579375e+01
5.143978739e+01,1.210239347e+01,4.959413168e+01,7.712530807e+01,7.752602454e+01,1.821223235e+00,3.687804849e+01,3.206308914e+01,7.449405566e+01,3.920119100e+01,5.043187961e+01,1.564706292e-01,7.175451284e+01,3.981785651e+01,6.259418357e+01,1.136719035e+00,4.800695100e+00,8.048171467e+01,7.609509651e+01,9.419799833e+01,4.958993482e+01,7.542488003e+00,7.173773469e+01,6.778308735e+01,4.358170520e+00,4.953675858e+01,4.124832960e+01,8.617610092e+01,7.256456518e+01,6.260840290e+01,7.054887254e+01,3.048010804e+01,2.264493704e+01,2.301396447e+01,4.417953795e+01,4.149069604e+01,8.019271359e+01,7.972254510e+01,9.469791548e+01,7.396387286e+01,1.843413541e+00,9.296513763e+01,9.670891185e+01,2.208841100e+01,2.800701107e+01,5.977049801e+01,3.683003949e+01,1.375449376e+01,2.563251295e+01,4.004988050e+01,1.603830278e+01,9.806939008e+01,8.067551323e+01,4.615136852e+01,4.558411481e+01,5.832511785e+01,4.509141054e+01,4.121793629e+01,4.460919181e+01,4.602542566e+00,3.762652905e+01,3.696601972e+01,4.991358853e+00,2.684067780e+01,2.850883012e+01,4.180549833e+01,8.174155144e+01,8.156679576e+01,3.866627873e+01,3.652851040e+01,4.379010774e+01,4.174603743e+01,8.654620454e+01,3.731260104e+01,7.286833485e+01,1.760145691e+01,2.564058182e+00,8.809080425e+01,9.997404705e+01,3.871406895e+01
4.415612029e+01,6.978535320e+01,7.352579216e+01,9.699500266e+01,2.126949406e+01,3.893241448e+01,9.419153251e+01,5.215970318e+01,7.274340806e+01,5.312060043e+00,1.527367080e+01,1.651948399e+00,6.363004745e+01,7.834036154e+01,9.650868109e+01,9.574088651e+01,5.377168548e+01,2.310833558e+01,6.693395674e+01,8.994253072e+01,9.765252953e+01,7.256068779e+01,8.851759258e+01,6.722835756e+01,6.952062685e+00,7.316681879e+01,6.226590435e+01,4.262588990e+01,5.012746028e+01,6.372627844e+01,6.636179786e+01,3.887286390e+00,1.407098804e+01,8.834872090e+01,8.721027003e+01,8.161319957e+01,2.217951185e+01,5.642252711e+01,7.063053043e+01,3.924204172e+01,7.947793620e+01,5.923252313e+01,1.396075158e+01,4.795821994e+01,8.532594389e+00,5.960720415e+01,1.390693322e+00,2.185049386e+01,7.534380909e+01,6.907566549e+01,1.984895075e+01,9.166339269e+01,3.039469605e+01,8.166380110e+01,6.616340641e+01,8.698674714e+01,7.664368572e+01,2.152972234e+01,8.527328198e+00,7.536705168e+01,4.635827918e+01,7.978804892e+01,5.020812008e+01,7.079540608e+01,8.955397931e+00,6.621027212e+01,1.009796414e+01,8.945578665e+01,6.371768291e+01,3.976175274e+01,5.430639534e+01,5.950478395e+01,7.973615028e+01,1.374256066e+01,6.752085456e+00,6.674883777e+01,7.310517053e+01,9.678005259e+01,4.959065407e+01,3.827221544e+01
1.408777096e+01,1.042338246e+01,5.172983772e-01,3.844184178e+01,5.473188657e+01,1.983080943e+01,7.890875768e+01,2.818265756e+01,1.689783935e+01,5.058993768e+01,6.944025921e+01,6.823539583e+01,9.828060262e+01,2.569766670e+01,9.940168505e+01,1.316010747e+01,1.373024363e+01,6.822283874e+01,2.604478399e+01,8.431574159e+01,2.999110362e+01,8.406708120e+01,9.307091081e+01,7.153456720e+01,8.227942583e+01,1.510693721e+00,8.352099891e+01,2.536260302e+01,4.137171165e+00,8.810958506e+01,1.452544072e+01,8.936299167e+01,1.638482423e+01,2.177659760e+01,5.848929205e+01,7.791884526e+01,6.477301567e+01,2.507717630e+01,9.684634937e+01,4.461764617e+01,8.259395464e+01,7.819660107e+01,9.486333666e+01,4.914368524e+01,5.000163070e+01,2.330351495e+01,9.579695892e+01,9.072517343e+01,3.624679976e+01,8.079870917e+01,1.342145141e+01,9.954321333e+01,1.658191254e+01,2.817054177e+01,1.995741400e+01,8.900316240e+01,8.032423911e+01,2.626613654e+01,4.430855943e+01,3.933006004e+01,8.548279299e+01,5.003760635e+01,5.978386087e+01,4.768522338e+01,7.187405299e+01,5.873712005e+01,1.617916636e+01,7.676274731e+01,8.719304848e+01,2.745472576e+01,1.716721415e+01,5.769540246e+01,5.179730031e+01,5.600858143e+01,8.855231063e+01,7.280296042e+01,6.398357255e+01,7.253778663e+01,7.601511313e+01,3.729748524e+01
3.431969950e+01,5.138421554e+01,1.467185149e+01,4.565196756e+01,1.965669586e+01,7.881426159e+01,4.012966605e+01,1.469524908e+01,1.831770862e+01,2.792170314e+01,5.676534778e+01,6.935151036e+01,7.338675212e+01,9.378752092e+01,4.709732731e+01,5.929692385e+01,4.718909705e+00,7.393907414e+01,5.186634137e+00,3.949479276e+01,8.359065352e+00,7.467828739e+01,3.275632176e+01,4.924307470e+01,5.933418779e+01,1.878939461e+01,6.787026928e+01,1.960305886e+01,2.547604532e+00,9.726435995e+01,2.246818234e+01,4.193356432e+01,6.795126030e+01,2.382690739e+00,1.338924313e+01,6.228819957e+01,5.466404138e+01,4.845471061e+01,3.027763618e+01,2.372478311e+01,3.927854084e+01,7.632610317e+01,7.362451123e+01,9.204031684e+01,1.141750975e+01,1.304791259e+01,6.154691945e+01,6.200677039e+01,1.247123353e+01,5.374712876e+01,2.316208135e+00,2.915478671e+01,3.817229763e+01,3.034797290e+01,3.946835628e+00,1.494064956e+01,9.732500085e+01,2.009589066e+01,3.821968775e-01,2.951215537e+01,4.783624275e+01,7.846733322e+01,4.667852163e+00,8.333678829e+01,3.737864563e+01,9.286654838e+01,9.389117287e+01,2.320752544e+01,8.019602784e+01,4.496326655e+00,3.430665927e+01,2.962324290e+01,5.963009753e+01,9.767624266e+01,5.813553738e+01,6.600539855e+01,9.549085786e+01,8.646323831e+01,8.851335110e+01,7.136070945e+00
5.271607745e+01,4.199260382e+01,6.385339408e+01,4.938071160e+01,9.509723776e+01,1.097437361e+00,5.057415302e+01,6.017435042e+01,8.320135739e+01,6.880723802e+01,2.867730749e+01,9.152023406e+01,7.478724042e+01,5.751828479e+01,7.658600659e+01,8.168802704e+00,1.235925192e+01,3.691015561e+01,7.872631911e+01,7.598206975e+01,2.763242705e+01,6.911075833e-01,9.814148895e+01,7.260983060e+01,7.084898050e+01,7.935750729e+01,8.943162467e+01,6.029885316e+01,7.578276728e-01,7.910107892e+01,4.437321683e+01,7.317690171e+01,6.927720371e+01,5.573045320e+01,1.271761285e+01,5.527483852e+01,5.000899437e+01,8.109039768e+01,2.880164042e+00,9.096356751e+01,3.328778954e+01,7.162429926e+01,6.129436560e+01,4.466581613e+01,3.123783746e+01,5.461015929e+01,7.852436474e+01,9.890186452e+01,6.906078168e+01,1.133862410e+01,9.059728441e+01,7.743510782e+01,4.051152550e+01,3.855401453e+01,3.477131787e+01,3.330100447e+01,5.574392827e+01,6.534054491e+01,3.890477830e+01,1.549919000e+01,7.184161373e+01,3.052898239e+01,7.391609447e+01,2.806797054e+01,4.354980711e+01,9.995549302e+01,8.520052733e+01,5.812752591e+01,5.728654084e+01,7.029798618e+01,1.358887422e+01,1.340695246e+01,9.423382803e+01,8.186483632e+01,1.412641335e+01,9.064980315e+01,6.849404071e+00,1.809245507e+01,6.965923574e+01,2.033975353e+01
6.967530284e+01,6.737666280e+01,4.032404148e+01,5.923864655e+01,8.416373735e+01,5.333062969e+01,7.703030770e+01,6.858199670e-01,3.842271439e+01,6.513243962e+01,4.090608625e+01,2.571327642e+01,9.591683024e+01,9.552946216e+01,7.301445926e+01,1.066843924e+01,4.469956194e+01,9.406058134e+01,2.151231165e+01,4.042773507e+00,1.299144075e+01,8.611772720e+01,9.255412172e+01,8.422185786e+01,9.218046712e+01,5.401435661e+01,3.087292322e+00,5.752344661e+01,3.048638171e+01,6.105542638e+01,8.768053679e+01,6.133625560e+01,5.719556237e+01,8.014799426e+01,1.255284566e+01,3.126184131e+01,9.296692137e+01,8.451749870e+01,3.507232847e+01,1.372423031e+01,4.509856391e+01,5.610747713e+01,2.175156545e+01,5.209936920e+01,4.000335085e+01,5.446007906e+01,4.831219837e+01,2.933476266e+01,7.075604831e+01,1.025444586e+01,6.786384832e+01,9.309271507e+01,4.569250113e+01,3.361191203e+01,8.204539287e+01,3.936919488e+01,7.484624679e+01,5.323650839e+01,2.386373166e+01,3.524943711e+01,9.350764523e+01,5.966579546e+01,3.058739210e+01,5.694869396e+01,3.545603176e+01,2.790094414e+01,6.366913678e+01,1.610919197e+01,8.060408435e+01,8.114383982e+01,9.860687955e+01,9.718149615e+01,7.571180370e+01,3.409225929e+00,2.395527568e+01,6.230926017e+01,1.665021361e+01,4.621065456e+01,1.247163229e+01,3.465953315e+01
1.285021532e+01,3.286184292e+01,1.957616122e+01,7.568656027e+01,3.420461187e+01,1.648980603e+01,7.839845703e+01,4.690235718e+01,1.034187495e+01,3.718729407e+01,4.944786412e+01,3.952531369e+01,1.096061763e+01,1.352423201e+01,9.831130332e+01,9.072977739e+01,9.569563235e+01,4.963138575e+01,3.417225672e+01,8.085764988e+01,5.332291133e+01,6.039650920e+01,8.956051208e+01,4.882925473e+01,6.390634700e+01,9.906867249e+01,9.757563738e+01,5.991415742e+01,7.920187910e+01,6.654988634e+01,7.605310495e+01,5.306894625e+01,9.236684073e+01,6.503967205e+01,1.883342834e+01,9.475934956e+01,5.764072541e+01,7.373319639e+01,9.239177816e+00,3.884943229e+01,3.917991882e+00,9.361477099e+01,9.635241179e+01,3.819231152e+01,5.670306975e+01,4.385592656e+01,8.801898593e+00,5.104286671e+01,3.381662228e+01,9.932947054e+01,9.988798646e+01,4.956514687e+00,4.275077430e+01,3.521516518e+01,1.268313898e+01,5.723372304e+01,9.946304915e+00,4.614689840e+01,5.870683199e+01,4.598815939e+01,9.286812810e+01,9.658026840e+01,5.130464130e+01,1.869089168e+00,1.899897134e+01,7.161989665e+01,8.494770650e+01,5.505369843e+01,5.772304026e+01,2.955710327e+01,4.243784660e+00,6.775269087e+01,5.403373398e+00,6.982505733e+01,6.583544048e+01,9.999532405e+01,2.573445126e+01,3.043320886e+00,3.541123788e+01,4.454852025e+01
8.248850223e+01,5.759192226e+01,3.131276864e+01,8.119991416e+01,2.053621881e+01,7.878348520e+01,2.334738551e+01,6.837971093e+01,1.202417700e+01,2.142000040e+01,3.505643142e+01,7.251592629e+00,3.981031711e+01,4.523244217e+01,9.666383517e+01,7.650591931e+01,1.413200117e+01,8.748298270e+01,7.797344011e+01,8.111491952e+01,6.341772000e+01,4.693452754e+01,8.033662748e+01,2.190997987e+01,2.562643236e+01,9.961531884e+01,3.974199636e+01,4.131406579e+01,5.628608457e+01,3.073880854e+01,2.863004952e+01,1.494973327e+01,8.514439773e+00,5.960506422e+01,8.789965467e+01,6.323063355e+01,7.453950592e+01,5.027907084e+01,6.564535114e+01,8.821860072e+01,1.248003986e+00,5.245194728e+01,5.484596640e-02,4.830714784e+01,6.494267482e+01,7.124038358e+00,2.216918094e+01,3.378675363e+01,3.643822839e+01,4.666639496e+01,1.413056484e+01,8.519297484e-01,2.066602555e+01,6.182105209e+01,1.321355691e+01,2.217075363e+00,7.105437581e+01,8.732713263e+01,2.208872873e+01,7.322756616e+00,6.478178400e+01,7.268556804e+01,1.950550198e+01,6.789802196e+01,7.417900526e+01,4.831092832e+01,8.454810055e+01,9.791666240e+01,7.288961539e+00,4.089853224e+01,1.743459400e+01,3.918243789e+01,1.861544542e+01,8.311846921e+01,8.873024521e+01,8.996914688e+01,8.958090316e+01,1.302330284e+01,1.535841493e+01,3.754671303e+01
6.423452411e+01,1.411924628e+00,5.952257316e+01,3.038677262e+01,7.777202317e+01,6.167274374e+01,4.311465545e+00,1.015373986e+01,7.572378256e+01,9.995304030e+01,6.146502616e+01,6.209386023e+01,2.343199913e+01,5.373813172e+01,9.443105865e+01,1.578553400e+00,6.364592504e+01,8.829382742e+01,7.202504271e+01,9.547844584e+01,1.063433626e+01,2.911179867e+01,6.681643529e+01,8.523680289e+01,7.949352507e+01,8.659527952e+01,6.139354709e+01,2.286540312e+01,2.787538433e+00,9.225197491e+01,4.653774887e+01,8.389372354e+01,5.451854494e+01,7.166074442e+01,2.459586347e+01,8.173876317e+01,5.095177629e+00,3.383049055e+01,6.479625202e+01,2.521063230e+01,1.186767953e+01,4.343716155e+01,7.556246219e+01,3.026728746e+01,1.802205130e+01,3.380135371e+01,9.709318546e+01,4.912142148e+01,1.004302030e+01,1.968456319e+01,5.966700834e+01,2.588743299e+01,4.290381941e+01,3.937294274e+00,2.997700272e+01,4.945760267e+01,7.361207576e+01,3.358732548e+01,6.959671240e+01,9.790972132e+01,9.616297033e+01,9.511308205e+01,8.035825293e+01,9.391759705e+00,7.903189755e+01,6.832467983e-01,5.344057014e+01,5.821736906e+01,2.597653072e+01,5.964699321e+01,7.415960909e+01,1.929740575e+01,9.625286765e+01,3.184103116e+01,3.812975007e+01,7.756604078e+01,4.382257696e+01,6.306193201e+01,3.274064867e+01,4.106887796e+01
3.276827370e+01,8.146682732e+01,7.439904947e+01,2.384553802e+01,7.265851648e+01,8.953822599e+01,2.814745990e+01,3.855815247e+01,2.677467389e+01,2.648338170e+01,7.454198538e+01,2.906627644e+01,6.231369709e+01,3.383559845e+01,8.810361056e+01,1.487798246e+00,1.570918197e+01,3.767227608e+01,4.890042931e+01,2.258848733e+01,4.019388888e+01,9.596602090e+01,8.449255067e+00,7.688349379e+00,6.996300429e+01,7.612051251e+01,4.993886712e+01,1.055204413e+01,8.189364157e+01,2.614251351e+01,1.748839723e+01,9.550614378e+01,2.566396563e+01,2.617607659e+01,6.850691165e+01,5.302589866e+01,3.758537108e+01,6.067054872e+01,4.633765127e+01,2.594802415e+01,3.581090755e+01,6.420467693e+01,9.803759495e+01,3.827031333e+01,6.394190778e+01,5.715779251e+00,2.935187268e+01,3.859094131e+01,2.743886444e+00,2.817008032e+01,5.737151087e+01,1.254407547e+01,3.073534039e+00,2.715745038e+01,1.771087500e+01,7.251066413e+01,8.809546731e+01,1.258648441e+01,1.638971893e+00,3.373638954e+01,1.765905582e+01,3.000380513e+01,5.346229860e+01,4.524081075e+01,9.184503924e+01,3.095300064e+01,2.953819158e+01,8.774432474e+01,7.216300598e+01,8.570043923e+01,7.608281717e+01,1.682463412e+01,3.619272134e+01,8.758724106e+00,8.748829159e+01,5.454435130e+01,3.836180827e+01,3.098658035e+01,7.264138133e+01,6.956629456e+01
5.968082044e+01,9.999775949e+00,3.474662280e+01,3.484937455e+01,6.668245510e+01,1.005024668e+01,2.932249639e+01,7.949773233e+01,4.772241579e+01,2.822402337e+01,9.694106773e+01,2.767605727e+01,1.443568858e+00,2.091536015e+01,7.055762651e+01,9.053446656e+01,4.101023320e+00,9.738617450e+01,2.323387422e+01,7.347906752e+01,7.946702079e+01,4.503847683e+01,6.627316079e+00,4.535805057e+01,8.949258953e+01,4.000460456e+01,9.649341813e+01,1.438751665e+01,9.680994020e+01,3.949409720e+01,6.925803756e+01,3.950163826e+01,6.940023273e+01,7.974959240e+01,9.997747483e+01,2.363189520e+01,3.314377374e+01,6.787236762e+01,5.204608349e+01,6.168107211e+01,6.878966001e+01,5.982944757e+01,3.761248144e+01,2.679131283e+01,7.693930098e+01,8.992594396e+01,4.002757473e+01,3.714731433e+01,4.753353551e+01,5.637956377e+01,9.855824719e+00,1.804643470e+01,2.055461271e+01,7.329012722e+01,6.656326015e+01,1.323229747e+01,5.978620133e+01,3.967002523e+01,2.168010465e+01,1.785679958e+01,7.263242932e+00,9.838033279e+01,1.512135007e+00,3.968697299e+01,3.247683191e+00,2.157506672e+01,2.897195944e+01,8.728519291e+01,7.841039061e+01,9.580797968e+00,1.632895136e+01,9.850582834e+01,5.673064645e+01,6.568005356e+01,6.129069336e+01,5.786849582e+01,7.409084767e+01,6.044283422e+00,9.259174806e+01,7.645003959e+01
