v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
9.125592741e+01,9.395334565e+01,7.132275909e+01,5.194730347e+01,2.017801148e+01,2.998980276e+01,7.584236114e+01,6.534071224e+01,3.295712211e+00,7.298993463e+00,8.715434586e+01,7.262777658e+01,4.867504358e+01,8.628484932e+01,4.226646133e+01,2.114760876e+01,3.627722938e+01,4.858873926e+01,4.080698621e+01,6.147321345e+01,7.569990912e+01,9.408351342e+01,9.029521081e+01,9.580761936e+01,2.732727873e+01,4.596074942e+01,1.463974219e+01,7.105392756e+01,8.269374383e+01,4.824371424e+01,9.712276268e+00,5.843052871e+01,9.847420724e+01,8.734173857e+01,5.401766354e+01,4.188702581e+01,6.171630718e+01,8.664157932e+01,7.295745115e+01,5.464942544e+00,2.107821346e+01,1.944395908e+01,3.130431243e+01,6.243528548e+01,3.110169723e+01,3.622343849e+01,5.414839377e+01,6.742068050e+01,5.533181769e+01,9.007294367e+01,7.873899496e+01,8.504453056e+01,1.951973667e+01,5.387841810e+01,8.150284471e+01,6.971806059e+01,9.376930515e+01,4.838786263e+01,2.264471719e+01,2.797897082e+01,5.928243936e+01,5.280676804e+01,7.075103398e+01,7.590024959e+01,2.750159334e+00,5.118017229e+01,1.269359022e+01,8.759083954e+01,9.877043310e+01,5.158544783e+01,3.124107946e+01,2.136969389e+01,5.568405055e+00,3.867259187e+01,2.846918054e+00,2.895543061e+01,1.888116935e+01,4.540304638e+01,2.679079262e+01,3.693475489e+01,6.123046640e+01,8.443968896e+00,7.213994147e+01,7.333853390e+01,9.010639323e+01,2.985756301e+01,9.641432422e+01,1.929644075e-01,6.788385593e+01,7.543085503e+01,9.877266574e+01,5.922547558e+00,4.411212473e+01,7.384448244e+01,9.313984361e+01,4.580360456e+01,9.548714978e+01,1.974900543e+01,7.684202723e+01,4.375911236e+01
2.526851718e+01,1.490084365e+01,9.891504561e+01,1.115987727e+01,9.130180050e+01,6.559977064e+00,7.486082351e+01,3.717917379e+00,5.112787055e+01,7.216093485e+01,7.579303790e+01,3.216537484e+01,6.074284338e+01,8.533048121e+01,8.899941497e+01,7.510170908e+01,7.314600353e+01,5.685413963e+01,3.397776174e+01,8.391036294e+01,4.208757091e+01,6.939303825e+01,4.218466043e+01,2.814199984e+01,9.494122287e+01,4.368988550e+01,8.311767398e+01,5.003014212e+01,4.563555278e+01,6.745461376e+01,7.403703707e+01,1.374451287e+01,6.214639253e+01,7.426677030e+01,7.412711661e+01,2.586739110e+01,1.688531972e+01,2.662735831e+01,7.930434572e+00,3.746000552e+01,1.427642378e+01,1.050674584e+01,8.646527159e+01,7.659832173e+01,3.947429293e+01,4.771735819e+01,1.868167001e+01,7.201233871e+01,2.535968099e+01,6.583798986e+01,6.911103265e+01,4.928349010e+01,3.641998474e+01,9.271073707e+01,2.814414115e+01,7.025237175e+01,1.919166713e+01,7.980250641e+01,5.947423444e+01,6.175291410e+01,5.159884950e+01,4.504676335e+01,4.140549375e+01,3.787436319e+01,5.217748245e+01,8.405955027e+01,5.737043110e+01,2.193638010e+01,3.264495963e+00,2.505777867e+01,4.280602957e+01,2.083248855e+01,5.494224124e+00,9.956206620e+01,8.331316791e+01,8.905180223e+01,4.110657969e+01,2.960294951e+01,6.575362253e+01,5.954801096e+01,5.143732271e+01,4.683229887e+01,7.856871210e+00,1.557502520e+01,5.316298438e+01,4.384183005e+01,8.704985441e+01,2.296986505e+01,5.700947964e+01,2.461989660e+01,2.240272494e+01,4.639557836e+01,7.347474948e+01,4.840164785e+01,9.105432378e+00,9.305880253e+01,1.618146017e+01,5.828774840e+01,6.269237475e+01,1.485016027e+01
1.399869733e+00,4.059538233e+00,1.756379609e+01,1.604588701e+01,7.243145810e+01,2.423405367e+01,8.352562445e+01,7.043056155e+01,7.373489530e+01,7.030269674e+01,1.974119758e+01,3.857541051e+01,2.256417154e+01,9.247347190e+01,5.123505503e+01,4.555271486e+01,3.262013064e+01,3.252993353e+01,6.846777891e+00,6.366354395e+01,3.836305315e+01,3.275792034e+01,4.853317445e+01,9.117835504e+01,7.789406514e+01,4.186221463e-01,5.217867943e+01,5.585249483e+01,7.127808660e+01,7.832359574e+01,7.313548284e+01,8.351855239e+01,3.364481468e+01,4.247696928e+00,1.179798846e+01,7.861627923e+01,3.250447775e+00,2.722956192e+01,3.825202965e+01,7.831530847e+00,5.582019536e+01,6.046824958e+01,5.772097553e+01,3.451192071e+01,3.844396972e+01,8.177633376e+01,7.077109569e+01,6.447922916e+01,2.541164676e+01,5.546762984e+01,6.112682955e+01,2.836759137e+01,7.899877255e+01,7.358153037e+01,4.078186235e+01,7.324854273e+01,4.898771125e+01,5.448230246e+01,7.546594775e+01,6.983240666e+01,3.002685111e+00,3.718854919e+01,4.976446017e+01,3.643440310e+01,1.267303692e+01,9.835456842e+01,2.552212881e+01,7.657930352e+01,9.311150751e+01,3.680206846e+01,8.525302871e+01,2.507431162e+01,4.262931520e+01,7.601369711e+01,2.748265519e+01,2.939231347e+01,5.656120234e+01,4.434879009e+00,1.154922851e+01,5.907378609e+01,8.875188257e+00,8.955982283e+01,3.856190766e+01,2.585042919e+00,6.021910788e+01,8.508038616e+01,4.420644068e+01,3.293015412e+01,2.036210794e+01,4.397919665e+01,3.462516237e+00,1.490550666e+01,5.222625325e+01,2.507219138e+01,2.119491531e+01,2.610793890e+01,9.034702092e+00,3.599838387e+01,9.885923871e+01,3.250881596e+01
3.924702487e+01,8.002455079e+01,2.439633567e+01,2.232751142e+00,2.635377420e+01,3.941419398e+01,9.677259745e+00,7.918631420e+00,3.325199838e+01,6.725747146e+01,5.466488115e+01,6.096194374e+01,9.848557140e+01,6.094353470e+01,6.267596348e+01,4.504515085e+00,9.963209456e+01,2.070968382e+01,4.952766907e+01,9.793046155e+00,8.142093154e+01,5.649919149e+00,9.345231790e+01,5.201553544e+01,4.207758911e+01,9.260550939e+01,6.561575122e+01,5.669607114e+01,3.215000431e+01,6.990500662e+01,8.722356972e+01,2.452476118e+01,6.081280450e+01,4.118934911e+01,9.311535263e+01,3.838133671e+01,6.685483021e+01,6.026377534e+01,6.357799082e+01,4.199421094e+01,3.534221842e+01,9.046050251e+01,1.058998107e+00,8.256903279e+01,8.719350681e+01,4.305169342e+01,2.137641820e+01,3.712307798e+01,6.099424556e+01,5.456515125e+01,2.070751480e+01,8.345577184e+01,1.781293162e+01,3.470570462e+01,9.571539761e+01,8.910856197e+01,8.140096033e+01,9.733202915e+01,1.248609698e+01,4.654668202e+01,6.936823599e+01,3.286880942e+01,9.441606805e+01,8.175766209e+01,4.752388604e+01,8.622420204e+01,7.382167731e+01,1.009957183e+01,1.144118274e+01,2.923247718e+00,2.255336024e+01,2.729661971e+01,7.327767765e+01,1.928133491e+01,1.100664936e+01,5.571254705e+01,7.119375583e+01,8.976543865e+00,1.252443077e+01,7.186915729e+01,1.385674098e+00,3.748142548e+01,9.683280329e+01,2.676860679e+01,7.516166329e+01,5.925917993e+01,2.751105562e+00,7.882170342e+01,7.755528959e+01,2.769239642e+01,1.713531895e+01,4.565213388e+01,6.449797959e+01,9.782712430e+01,1.339170136e+01,3.065078089e+01,6.476653101e+01,6.947111404e+01,3.917171151e+00,2.633404581e+01
3.264221752e+00,4.701795181e+01,6.755855687e+01,8.849297502e+01,7.471264049e+01,9.894577636e+01,8.556208589e+01,1.875838026e+01,6.868042440e+01,5.438881596e+01,1.304111477e+01,6.586820001e+01,5.196370574e+01,7.465692304e+00,4.388544726e+01,6.392695928e+00,8.823181424e+01,3.399008075e+01,2.533032360e+01,3.079722935e+01,3.133252753e+01,3.373825103e+01,6.609250180e+01,7.941977631e+01,4.568077719e+01,1.052871096e+01,3.321350812e+00,8.287935552e+01,3.394463331e+00,9.297713950e+01,8.762673470e+01,4.202179667e+01,4.887476949e+01,2.915450825e+01,7.848905983e+01,9.774621682e+01,5.113542096e+01,5.389795168e+01,3.781986258e+01,2.995653938e+01,5.362040161e+01,1.419909153e+01,6.501591759e+01,4.774817708e+01,7.580620257e+01,5.761411746e+01,2.024140998e+01,1.189964368e+01,5.442482293e-01,7.283669412e+01,1.386908641e+01,3.510213777e+01,2.389102329e+01,3.354271052e+01,3.038763310e+01,4.926664266e+01,2.967011593e+01,5.564741684e+01,1.270090821e+00,7.962036225e+01,4.522944039e+01,6.323007160e+01,7.407521153e+01,6.971166656e+01,9.540271507e+01,7.206001906e+01,5.646149071e+01,8.990776712e+00,5.987499309e+01,2.688247610e+01,6.048887863e+01,8.451080952e+01,1.445689145e+01,8.266048768e+01,3.585341066e+01,5.461087295e+01,6.937164368e+00,3.417837902e+01,3.953560702e+01,9.441106689e+01,5.855606344e+00,4.830726837e+01,8.102770046e+01,5.892184059e+00,5.213076599e+01,4.209403402e+01,9.715919645e+01,6.187627684e+01,8.047862346e+01,2.729274338e+01,2.694405060e+01,3.266662243e+01,4.221135155e+01,6.401139347e+01,6.540492336e+01,8.495592049e+01,4.484411347e+01,3.142752422e+01,9.644597743e+01,4.171678124e+01
8.708881029e+01,5.007302876e+01,2.887319916e+01,2.003535427e+01,1.179090067e+01,5.447244612e+01,7.696827163e+01,8.604950523e+01,9.110371906e+01,7.914706471e+01,9.253220547e+01,5.294487625e+01,2.323293965e+01,6.169134412e+01,4.416751507e+01,6.002389384e+01,7.488982576e+00,3.283828860e+01,3.611037647e+01,4.338137014e+01,5.879259228e+01,2.036980190e+01,3.992907932e+01,4.226982483e+01,8.483724802e+01,9.352487587e+01,3.801124216e+00,1.818670218e+01,6.694128987e+01,6.647770465e+01,9.651049806e+01,6.164927612e+01,9.635071631e+01,5.878517975e+01,3.975236539e+01,2.911318723e+01,4.410668752e+01,4.689921673e+01,9.149136426e+01,8.330238094e+01,5.076139374e+01,9.907182833e+01,9.756449705e+01,1.857074584e+01,1.539771777e+01,8.420698346e+01,8.995817840e+01,7.420058354e+01,8.141237422e+01,4.299696744e+01,9.910208416e+01,6.329814893e+01,7.964471901e+01,5.040986562e+01,5.516499938e+00,9.125295611e+01,5.568997862e+01,3.155912031e+01,7.294244808e+01,1.976588737e+01,4.299324122e+01,4.498636093e+01,1.590566533e+01,2.462625340e+01,6.501439822e+01,4.414537087e+01,5.875672574e+01,4.005335841e+01,2.879609205e+01,2.495069753e+01,4.271784480e+01,6.623628372e+01,3.993736199e+01,1.323446724e+01,9.489059295e+00,8.572234638e+01,4.691033129e+01,8.565993802e+01,9.255842915e+01,9.139624198e+01,6.937315407e+01,8.528383366e+01,3.255757836e+01,6.596167625e-01,5.333183124e+01,8.451359551e+01,4.840203636e+01,7.162898326e+01,5.434429762e+01,1.773400411e+01,4.405563317e+00,3.123884021e+01,4.444121794e+01,9.154617486e+00,3.379455674e+01,4.002394546e+01,3.457782074e+01,5.516516177e+01,6.599413178e+01,4.851592139e+01
9.506212384e+01,1.720089543e+01,2.250152546e+01,5.780193657e+00,1.041413465e+01,6.436869841e-01,8.239724202e+01,8.581500555e+00,7.566214248e+01,9.644882465e+01,8.396389266e+01,9.537273983e+01,2.959674981e+01,5.892137165e+01,5.675898158e+00,8.291674752e+01,6.792308412e+01,5.827943030e+01,3.826610144e+01,2.933190490e+01,3.257701917e+01,4.909228986e+01,2.778249474e+01,2.395787698e+01,9.075046943e+00,3.809368767e+00,4.168445085e+01,8.030772864e+01,8.464818114e+01,2.472293018e+01,5.390245418e+01,3.446851691e+01,9.763375394e+01,1.448681931e+01,5.481616198e+01,4.307978149e+01,8.776944427e+01,7.628330627e+01,3.310573832e+01,8.616860674e+01,2.899857743e+01,2.138951237e+01,5.620864110e+01,6.317276008e+01,9.452411564e+00,3.107052074e+01,7.775793142e+01,9.203421326e+01,1.062882555e+01,2.771939850e+00,7.122495819e+01,5.223966545e+01,4.366304103e+01,3.632270266e+01,6.236739090e+01,9.353802092e+01,2.619612202e+00,6.751687304e+01,2.867281142e+00,9.886542285e+01,1.049808762e+01,4.030267868e+01,6.564075171e+01,5.457057910e+01,3.152363290e+01,5.160466270e+00,6.185370386e+01,2.859837187e+01,9.885313040e+01,4.771524999e+01,7.161414036e+01,7.808448747e+01,4.489103041e+01,2.020596715e+01,5.104167292e+01,5.591486923e+00,5.911172597e+01,7.966898940e+01,9.047469260e+01,9.274413575e+01,3.880530672e+01,4.934042221e+01,2.250255773e+01,5.741481672e+01,7.729486051e+01,9.283372985e+00,6.251962562e+01,3.642010302e+01,9.578224320e+01,3.241749517e+01,6.367925718e+01,5.597632103e+01,7.408723566e+01,9.012505591e+01,9.507245809e+01,8.698857244e+01,5.074971373e+01,1.817569723e+01,7.493544864e+01,8.501358761e+01
1.077613733e+01,5.326636698e+01,9.507476515e+01,7.408697358e+01,5.688888517e+01,3.292382489e+01,7.754058685e+01,1.451778209e+01,2.786453481e+00,1.529758214e+01,4.943540461e+00,4.565863820e+01,5.990372147e+00,2.448453988e+01,2.186221682e+01,4.654961721e+01,6.339060059e+01,5.198686922e+01,5.310230932e+01,6.715425322e+00,9.741055338e+01,6.367826304e+01,9.795959541e+01,2.157619008e+00,6.678983488e+01,5.387705579e+01,4.053874260e+01,7.398021813e+01,1.847394144e+01,9.417030824e+01,1.608201639e+01,8.533993804e+01,2.596987288e+01,1.509967182e+01,3.822997704e+01,4.140600426e+01,9.830775875e+01,2.089717181e+00,6.539632465e+01,9.303524923e+00,4.529577539e+01,5.770116593e+01,5.526772260e+01,2.315752714e+01,3.322458410e+01,7.312497329e+00,4.822489706e+01,6.500568312e+01,9.394334137e+01,8.481206632e+01,2.320976935e+00,1.111695111e+01,4.601396676e+01,9.200986662e+01,1.411454370e+01,3.705380310e+01,7.998791362e+01,2.521952570e+01,8.536307689e+01,5.246618995e+01,4.819130186e+00,8.446996422e+01,3.054569149e+00,9.504164170e+01,2.710098551e+01,6.114801995e+01,1.530896079e+01,2.794322123e+01,5.883727074e+01,1.987085159e+01,2.007723271e+01,5.580751028e+01,5.746576888e+01,5.961154048e+01,7.853426804e+01,7.683588271e+01,2.428307366e+01,3.220250648e+01,4.084131183e+01,5.377238263e+01,7.051751204e+01,7.095111946e+01,1.108958907e+00,4.484614428e+01,6.668547014e+01,1.610960644e+01,8.389878914e+01,4.753074393e+01,6.020073722e-01,9.142018907e+01,2.864364872e+01,5.029749650e+01,8.765810238e+00,6.471680724e+01,3.626091585e+01,9.166035424e+01,2.741159465e+01,3.980782906e+00,4.603817259e+01,4.183669583e+01
4.832380093e+01,2.179590286e+01,1.516456624e+01,4.138491694e+01,5.206887396e+01,9.465125810e+01,7.038170577e+00,2.007620130e+01,9.509891275e+01,4.965609983e+01,3.593275276e+01,9.206439004e+01,8.343255653e+01,8.482192278e+01,1.817839063e+01,5.345381590e+01,7.561387326e+01,5.515201132e+01,1.803115850e+01,4.225321837e+01,1.733441522e+01,6.005043393e+01,4.730463194e+01,2.221121208e+01,5.180859912e+00,5.864546900e+01,6.672362847e+01,1.416132860e+01,2.694652112e+01,7.182185025e+01,4.242463285e+01,1.917988159e+01,4.029773668e+01,2.474508212e+01,4.427345990e+01,7.004472113e+01,1.489196999e+01,5.239645272e+01,9.302510482e+01,5.322110161e+00,1.327448924e+01,3.404140452e+01,5.412221991e+01,6.456395948e+01,2.962459241e+01,2.800777907e+01,1.905222463e+01,4.228574485e+01,7.098390025e+01,1.085658419e+01,4.650922674e+01,1.293120430e+01,5.462148587e+01,4.925721758e+01,3.415958628e+01,5.283784040e+01,3.016848258e+01,4.278600539e+01,1.217538307e+01,3.814919192e-01,6.499459156e+01,6.790783309e+01,2.687960182e+01,1.023378200e+01,2.624704736e+01,1.880507933e+01,6.496943081e+01,6.359478450e+01,7.456659834e+01,7.108386437e+01,9.235292023e+01,7.364078477e+01,6.387040841e+01,6.041079649e+01,4.565805914e+00,8.211096347e+01,5.814841248e+01,2.770768268e+01,5.914056994e+01,1.858799046e+01,3.948710811e+01,8.170614003e+01,7.390738521e+01,8.166242656e+01,5.897100820e+01,1.421219622e+01,1.405748498e+01,3.947963960e+01,5.230094182e+01,7.319072416e+00,6.674207376e+01,4.158486501e+01,6.669431335e+01,9.163178603e+01,8.530235994e+01,5.637683242e+01,5.231257873e+01,5.883680730e+01,3.006572371e+01,3.624556975e+00
3.993786558e+01,2.705736883e+01,2.788247738e+00,5.499062996e+01,2.160267477e+01,5.537568083e+01,8.265222577e+01,1.652459883e+01,2.207542007e+00,6.888486561e+01,6.231451669e+01,8.324440142e+01,3.244434659e+01,2.261994684e+01,6.509887519e+00,9.802237017e+01,6.016041478e+01,4.733560185e+01,6.597059323e+01,3.826172441e+01,7.848357039e+01,1.330455781e+01,7.899639346e+01,5.785655355e+01,9.706399682e+01,2.819837216e+01,6.179011279e+00,8.227083788e+00,8.718682838e+00,4.180054562e+01,9.225194176e+01,8.952213996e+01,2.231712301e+01,7.254669997e+01,6.573011787e+01,5.788354143e+01,5.681264307e+01,5.124061531e+01,2.943128317e+01,8.474012818e+01,8.557346761e+01,8.769096335e+01,2.651484435e+01,2.523161106e+01,7.458441288e+01,1.576406320e+01,5.260340804e+01,7.805369704e+00,6.375256802e+01,8.120555243e+01,2.967873361e+01,4.532961375e+01,7.497524144e+01,8.442561744e+01,4.388744715e+01,2.145304311e+01,7.784547618e+01,7.209424114e+01,1.611943335e+01,6.866471064e+01,2.691981459e+01,5.122629835e+01,7.778448307e+01,9.718807102e+01,7.784345008e+01,6.982181257e+01,6.424309588e+01,7.387401277e+01,5.442691870e+00,9.126559531e+01,8.178798398e+01,8.801037282e+01,8.948254309e+01,2.971430469e+01,8.899336663e+01,1.813343642e+00,3.975610860e+01,5.694568151e+01,4.640247874e+01,6.253095973e+00,1.795577045e+01,2.253208051e+01,5.463985246e+01,3.918831439e+00,4.486578352e+01,9.668692399e+01,8.906037428e+01,2.981208632e+01,5.270947714e+01,2.329307295e+01,1.246632638e+01,1.339161938e+01,7.059877544e+01,6.455308180e+00,1.124754227e+01,6.517018264e+01,5.529868861e+01,2.309748388e+01,5.371276091e+00,5.666862724e+01
4.882616365e+01,2.681941057e+01,5.740892129e+01,1.951294629e+01,5.426566440e+00,1.342649986e+01,6.396870356e+01,3.960866942e+01,1.024898289e+01,8.621735090e+01,1.572917904e+01,3.822635720e+01,2.765094231e+01,5.722398846e+01,9.234082348e+00,7.911905851e+01,8.025994463e+01,3.779954353e+01,4.939375904e+01,7.192191810e+01,5.246216680e+01,8.919627929e+01,3.341962972e+01,8.124440913e+01,4.447469394e+01,6.573082335e+01,9.718992925e+01,2.474767602e+01,5.236160863e+01,5.698054182e+01,3.683866390e+01,9.247393454e+00,7.441503532e+01,2.624537128e+01,1.421015303e+01,1.366703527e+01,5.679703927e+01,2.303068740e+01,9.267656704e+01,7.689552126e+01,1.944262475e+01,2.981047132e+01,3.211906039e+01,1.468936193e+01,7.360821839e+01,5.958486021e+01,1.082479967e+01,1.114722804e+01,2.875179772e+01,4.823023002e+01,5.148982199e+00,6.419999884e+01,6.480322874e+01,4.349751651e+01,4.695260421e+01,3.805186698e+01,4.253761331e+00,5.101553695e+01,4.056786059e+01,5.784642146e+01,1.288056698e+01,8.715628585e+01,7.035023394e-01,6.314968246e+01,4.319652048e+01,9.406801752e+01,4.648257828e+01,3.842585895e+01,7.964567358e+01,6.763867487e+01,6.516545763e+01,2.965198093e+01,1.727659663e+00,3.238242883e+01,1.343439170e+01,4.570965643e+01,7.636286644e+01,7.159517976e+01,6.017839465e+01,6.019154180e+01,4.994637990e+01,4.704693177e+01,7.760868796e+01,1.339418404e+01,2.568655510e+01,5.277651156e+01,8.849929489e+00,2.329514576e+01,4.229887514e+01,4.922282949e+01,7.581017709e+01,8.466384571e+01,2.256755074e+01,3.612142085e+01,6.539853592e+01,4.971765891e+01,9.758445592e+01,8.689428328e+01,4.430186711e+00,2.299224154e+01
3.939189481e+01,9.648967526e+01,8.927391322e+01,5.207514577e+01,3.232762825e+01,3.553164529e+01,2.945087837e+01,3.225435943e+01,8.435351691e+01,3.618967847e+01,2.872946773e+01,3.893840351e+01,5.115576971e+01,8.255436775e+01,5.738191312e+01,6.810606637e+01,4.133722018e+01,2.165016586e+01,1.171182099e+00,3.448042122e+01,2.149597312e+01,5.281380234e+01,1.299694312e+00,6.378173776e+01,7.485532768e+01,5.855613043e+01,2.605793476e+01,8.710732927e+01,3.584761284e+01,6.271788528e+01,7.690766949e+01,2.508039186e+01,8.137799747e+01,2.743948182e+01,2.561112343e+00,9.852850399e+01,8.156934052e+01,2.360663610e+01,5.432753004e+01,9.290849784e+01,1.579193745e+01,9.567955062e+01,1.926750841e+01,6.769663489e+01,6.141834397e+01,7.638666595e+01,2.034059568e+01,5.575685706e+01,7.384338090e+01,7.785253657e+01,4.030829891e+01,9.960756694e+01,8.876890689e+01,3.514919391e+01,4.506061436e+00,7.505978918e+01,7.275261459e+01,5.173411636e+01,1.228954005e+01,5.513285277e+01,7.069981128e+01,1.009297171e+01,7.373627962e+01,2.246510114e+01,9.395472988e+01,2.320003594e+01,4.968043669e+01,5.222211842e+01,4.342253933e+01,1.580713127e+01,2.566851844e+01,7.593986532e+01,3.274632341e+01,7.803095184e+01,4.652515189e+01,3.736789062e+01,1.925430180e+00,3.795960908e+01,8.653919963e+01,8.995021762e+01,4.085249335e+01,3.450318673e+01,6.989436125e+01,1.773014354e+01,8.902464089e+01,7.940804885e+01,8.136851265e+01,6.442427416e+01,8.174423145e+01,7.604555018e+00,5.662750280e+01,8.677714892e+01,8.358704509e+01,6.863969563e+01,3.805782936e+01,1.194683573e+01,1.820531560e+00,9.648072498e+01,3.144232828e+01,8.980985518e+01
7.466568446e+01,7.751720007e+01,2.918169128e+01,1.217683545e+01,8.807639443e+01,3.616420601e+01,1.228338055e+01,5.388596739e+01,3.544291290e+00,6.247159101e+00,6.748481218e+01,2.117432097e+01,8.699571336e+01,1.451413418e+01,8.540950329e+00,7.295865290e+01,5.873135986e+01,3.705470233e+01,7.217425083e+01,1.979997096e+01,9.245986728e+01,6.221570332e+01,9.130917732e+01,5.021143159e+00,1.691630755e+01,9.642724321e+01,4.967924737e+00,3.952096848e+01,4.970063874e+01,9.153179673e+01,1.311981265e+01,8.184240165e+01,6.417732962e+01,1.952060880e+01,3.679019684e+01,5.132936909e+01,5.153015836e+01,4.641117833e+00,7.888973873e+01,3.270326724e+01,1.193771209e+01,6.065550332e+01,8.767980987e+00,3.888582879e+01,4.433601341e+01,2.406507259e+01,5.900171871e+01,8.140415942e+01,7.538923628e+01,8.576011647e+01,1.032408019e+01,9.619758279e+01,6.637005299e+01,8.763233641e+01,2.099545094e+00,2.881630934e+01,4.202128680e+01,5.730213729e+01,5.237533593e+01,6.830477548e+01,4.054889404e+01,3.180917392e+01,7.337025805e+01,2.756468283e+01,7.040128068e-01,6.777427137e+01,9.610577662e+01,3.320353863e+01,6.186745050e+01,9.116499861e+01,8.081623294e+01,9.486667527e+01,3.967964914e+01,2.552218462e+01,4.243741557e+01,9.560616559e+01,8.070610502e+01,5.157045377e+00,3.184113877e+01,1.719164745e+01,9.518932655e+01,3.475649895e+01,8.526369072e+01,5.840738828e+01,7.823773917e+01,2.105658077e+01,4.283231374e+01,4.301962240e+00,6.055702324e+00,4.682992039e+01,6.682696502e+01,7.290348832e+01,4.952984645e+01,6.423275895e+01,1.815163795e+01,3.537180382e+01,9.417264447e+01,7.108542897e+01,3.793726659e+01,9.745802131e+01
5.492707805e+01,8.764227264e+01,4.656101544e+01,1.111150990e+00,8.718439146e+01,6.097494282e+01,4.126579455e+01,6.413671007e+01,6.749594644e+01,8.185763522e+01,4.270341934e+01,1.800189937e+01,4.289217568e+01,6.103857453e+01,7.147444942e+01,2.690347030e+01,5.498563016e+01,5.043598188e+01,3.896535530e+01,3.143512869e+01,8.781811924e+00,8.469096251e+01,9.514683950e+01,7.335064479e+00,5.904688081e+01,6.959309023e+01,7.910876437e+01,4.452580784e+01,6.998432793e+00,8.947714607e+01,3.541634640e-01,2.803188736e+01,8.750170132e+01,5.072837632e+01,3.150257497e+01,2.825950233e+01,6.000365456e+01,1.189526819e+01,8.799762490e+01,8.573787324e+01,1.602867168e+01,1.727825480e+01,8.328530536e+01,6.671012311e+01,5.505739492e+00,9.035187583e+01,7.395486810e+01,6.094092348e+01,3.631803090e+01,5.174797482e+01,9.143800061e+01,2.543316773e+01,4.253985175e+01,8.391524171e+01,5.411286269e+01,4.411794716e+01,4.063838340e+01,7.002279631e+01,8.221096342e+01,2.775635830e+01,3.331040680e+01,5.773059374e+01,4.017154248e+01,7.631984352e+00,9.534334778e+01,5.915133746e+01,7.886994802e+01,2.050623472e+01,1.858628750e+00,9.033746069e+01,1.344284010e+01,9.052036473e+01,2.099482034e+01,5.761005917e+01,9.853316248e+01,6.916523888e+01,7.622275428e+00,2.838167690e+01,3.539490318e+01,3.758017773e+01,2.088868944e+01,7.491637159e+01,1.814368870e+01,8.005540497e-01,1.855682588e+01,5.749127057e+01,1.715774149e+01,7.865494450e+01,2.653943415e+01,8.853507043e+01,8.703951565e+01,9.440977549e+01,2.477246527e+01,5.694745574e+01,1.542790416e+01,5.959898178e+01,8.175947750e+01,9.373334910e+00,8.999213958e+01,9.225343192e+01
1.564561266e+01,2.514429177e+01,4.791165254e+01,8.548446690e+01,3.583743730e+01,5.231238929e+01,4.498434050e+01,2.353701269e+01,9.255761714e+01,7.758435089e+01,8.642721859e+01,9.674444193e+01,3.864613656e+01,4.154137286e+01,7.337669357e+01,2.986422013e+01,8.029155465e+00,7.838248057e+01,7.177017572e+01,1.841638115e+01,7.032406611e+01,5.932209064e+01,8.272747626e+01,3.852675798e+01,8.279496632e+01,2.463654601e+01,2.403714843e+01,2.876544424e+01,4.479816301e+01,9.270207682e+01,6.313846170e+01,1.722759471e+01,9.143236566e+01,6.219505518e+01,5.101963778e+01,6.658700274e+01,1.539438337e+01,7.004590079e+01,7.260148807e+01,7.414188847e-01,4.549813110e+01,2.737277194e+01,4.580675857e+01,9.627371513e-01,6.512676062e+01,1.161835135e+01,9.752591239e+00,9.876678360e-01,8.631430194e+01,8.741518160e+01,6.085385786e+01,3.470003509e+01,4.814542992e+01,2.928921272e+01,2.920578234e+01,4.530098443e+01,8.350495766e+00,6.032688102e+01,7.514351185e+01,6.411968695e+01,2.223227162e+01,1.263839599e+01,3.048602641e+01,2.043870348e+01,4.077413288e+01,4.619766317e+01,5.486892905e+01,8.529542813e+01,7.729928311e+01,9.048328667e+01,7.559842835e+01,9.450775354e+01,4.919560792e+01,2.689093860e+01,8.582748897e+01,6.142633491e+00,2.291153306e+01,9.931536036e+01,7.414066353e+01,6.486376957e+01,5.801580260e+01,2.374058500e+01,5.331658891e+01,8.604041653e+01,9.093002121e+01,6.836015729e+01,9.444079024e+01,8.351312239e+01,9.231129175e+01,9.795153390e+01,3.471524973e+01,1.708064013e+01,2.972514579e+01,5.471648249e+01,9.052817531e+01,2.046089607e+01,4.943066923e+01,4.765179121e+01,7.286141363e+01,2.716723667e+01
