v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96
1.274032629e+01,1.358065770e+01,3.130915290e+01,6.657627465e+01,7.815157221e+01,1.015836991e+00,2.862147081e+01,6.667567161e+01,3.626074379e+01,7.436564592e+01,4.141244218e+00,8.248914672e+01,7.347096313e+01,7.855594999e+01,8.971560933e+01,1.164126353e+01,2.753165871e+01,5.600096472e+01,6.776463323e+00,9.531231548e+01,8.530410845e+01,4.476385664e+01,5.347803827e+01,4.869839055e+01,6.092505165e+01,1.258029187e+01,2.083232199e+01,5.926657006e+01,1.444757798e+01,7.423168614e+00,3.370990480e+00,3.360582566e+01,4.806290177e+01,7.288173813e+01,1.810262499e+01,7.375026617e+01,8.080778086e+00,5.830715676e+01,1.357398511e+01,9.881185200e+01,1.592404236e+01,5.486429216e+01,9.218266050e-01,9.879042686e+01,9.759256387e+01,5.456211182e+01,2.592775543e+01,6.725247772e+01,3.873214356e+01,8.740114911e+01,6.578604725e+01,3.733864739e+01,3.720640114e+01,7.929853408e+00,6.705857362e+01,9.516915794e+01,3.387133222e+01,1.798340525e+01,8.470343783e+01,3.404416719e+01,3.752028992e+01,2.453393802e+01,5.516314031e+01,4.966695156e+01,8.410576513e+01,5.895197135e+01,4.270575333e+01,5.467120814e-01,6.391099834e+01,9.533850857e+01,3.679305004e+00,2.682755205e+01,7.990192415e+01,9.686229948e+01,8.143322436e+01,6.592248155e+01,2.815058486e+01,7.758378919e+01,9.464487004e+01,3.400333675e+00,5.586167994e+01,7.674349287e+01,5.792154241e+01,9.876344011e+00,4.747401590e+00,7.272426776e+01,7.786054770e+01,4.234140557e+01,9.037979883e-01,2.199458477e+01,3.859602351e+01,1.090491899e+01,6.670616400e+01,5.195563997e+01,8.708670470e+01,6.475099871e+01
6.030533107e+01,5.140735354e+01,5.190148184e+01,9.697786684e+01,7.007446129e+01,9.973372064e+01,8.597177201e+01,3.613177402e+01,1.914671161e+01,3.365258304e+01,6.952703283e+01,6.310698019e+01,1.441213814e+01,7.050273791e+01,7.613555546e+01,5.639531477e+00,7.734100364e+01,7.095105078e+01,5.468772310e+00,4.142597533e+01,9.955500121e+01,8.130456493e+01,4.254328231e+01,1.079425440e+01,3.045276368e+01,6.801428404e+01,9.411269730e+01,7.460171787e+01,8.152266681e+01,3.999527423e+01,9.142969042e+01,2.254888240e+01,9.631192610e+01,8.617151382e+01,4.403862442e+01,6.720344312e+01,7.356713728e+01,9.465851293e+01,1.517742764e+01,2.369423652e+01,7.164657268e+01,8.033638703e+01,7.075359958e+01,2.705769127e+01,2.342187809e+01,6.922158007e+01,5.296520603e+01,5.696544111e+01,4.304035561e+01,3.633339812e+01,2.287674943e+01,9.909860593e+01,9.915825514e+01,5.300979048e+01,5.651048924e+01,1.741562909e+01,5.056406196e+00,2.785163845e+01,6.190273075e+01,8.419252091e+01,9.078812006e+01,6.167929056e+01,1.124766478e-02,5.412009417e+01,1.223498970e+01,5.773896012e+01,8.116335095e+01,1.610827628e+01,8.027775459e+01,8.037232687e+01,1.355971721e+01,9.663186415e+01,6.689833704e+01,2.804578910e+01,5.796738931e+01,3.238180359e+01,5.645348973e+01,4.796916074e+01,6.208644944e+01,9.124531197e+01,2.816428804e+01,9.940763570e+01,1.688130831e+01,4.091408971e+01,7.627920842e+01,3.671793664e+01,8.294125112e+01,1.084868500e+00,6.650880947e+01,6.648088354e+01,6.513028499e+01,4.050556111e+01,5.241583989e+00,5.069263406e+01,6.608467652e+01,8.315440558e+01
9.946054272e+01,8.653008610e+01,9.235119685e+01,6.789561742e+01,1.747991455e+01,6.588206936e+01,1.541098211e+01,1.945321102e+01,5.512365774e+01,8.073033105e+01,1.419486011e+01,3.569506310e+01,7.525725517e+01,9.808267341e+00,8.618808750e+01,2.056787404e+01,7.917010221e+01,8.660840502e+00,9.025399187e+01,9.758880367e+01,8.680777601e+01,6.786556261e+01,1.487164000e+01,1.222974318e+00,1.836863601e+01,5.052329139e+01,6.348390456e+01,9.674244267e+01,7.966147017e+01,1.065300079e+01,3.421230223e+01,3.763539697e+01,3.529461612e+01,9.137040225e+01,8.240748921e+01,1.323097623e+01,2.305745801e+01,1.182575451e+01,5.567429225e+00,7.157261015e+01,2.184371120e+01,5.887331030e+01,3.646042607e+01,8.772076578e+01,9.020115989e+01,8.004327236e+01,6.392731489e+01,6.674697768e+01,4.098558985e+01,4.423008170e+01,6.938642674e+01,6.305726077e+01,2.768718687e+01,5.781280083e+01,7.013227229e+01,1.589428196e+01,4.962399930e+01,3.406887339e+01,3.042928466e+01,7.922159187e+01,3.216784283e+01,4.445038035e+00,9.709048239e+01,8.387733184e+01,1.987503984e+01,8.024193168e+01,4.439194861e+01,5.889576051e+01,8.662697723e+01,6.052120245e+01,1.164752440e+01,2.068462476e+00,6.256834041e+01,5.033686562e+00,3.264227007e+00,6.886235850e+01,8.632976343e+01,7.710510438e+01,2.269117923e+01,4.636106552e+01,6.165364436e+01,7.442507776e+01,6.141006771e+01,9.274808350e+01,2.493049844e+01,4.533945410e+01,9.277581548e+01,2.346671456e-01,4.093519075e+01,7.107085783e+01,2.076413281e+01,1.372285255e+01,1.209939462e+01,7.607985772e+01,4.795560997e+01,9.701554368e+01
1.334395392e+01,6.253048941e+01,6.785845432e+01,7.066557055e+01,2.794584400e+01,6.422888482e+01,3.156355638e+00,2.485459128e+01,5.265780116e+01,5.182693765e+01,5.734092274e+01,6.439317016e+01,6.189521445e+01,5.549674371e+00,5.939536313e+01,7.786677961e+01,3.627301444e+00,1.936888587e+01,6.565769527e+01,9.062833894e+01,1.681459820e+01,8.891135079e+01,1.459568230e+01,1.417496528e+01,3.392401580e+01,9.332571288e+01,8.219133172e+01,6.899421173e+00,2.090827023e+01,2.677546376e+01,1.099960283e+01,7.145376750e+01,3.496859318e+01,4.914002201e+01,8.849548869e+01,2.160298172e+01,8.981207483e+01,6.132899153e+01,7.876380619e+01,3.588057897e+01,6.729917852e+01,2.535048641e+01,2.274591085e+01,5.002863847e+01,2.267884086e+01,7.067201714e+00,7.185587897e+01,1.761913269e+01,7.117303428e+01,6.063996275e+01,8.318488174e+01,8.914222511e+00,1.641670984e+01,3.621121580e+01,5.776490659e+00,1.362612575e+01,2.039339434e+00,8.837316342e+01,5.545280040e+01,4.338565877e+01,8.781923740e+01,2.659636336e+01,7.284937026e+01,5.451040688e+01,1.745804978e+01,4.670114727e+01,4.049689369e+01,8.741370164e+01,7.736964706e+01,1.828999416e+01,1.590014581e+01,5.102613471e+01,1.666206071e+01,6.625583773e+01,6.148513428e+01,5.820316450e+01,8.275862530e+01,8.189233607e+01,9.255688648e+01,1.186981599e+01,4.713008252e+01,8.601099492e+01,9.062613470e+01,2.750387481e+01,6.437771676e+01,8.953458675e+01,1.700179129e+01,1.246514335e+01,8.713663105e+01,3.670445370e+01,2.330029993e+01,7.432719063e+01,3.090658781e+00,5.802741334e+01,9.297992409e-01,8.801062822e+01
2.194690893e+01,6.825001862e+01,3.515285633e+01,2.102710805e+01,3.072443636e+00,1.928102038e+01,4.424469948e+01,9.555548584e+01,4.472950671e+01,1.682176798e+01,4.418775889e+01,5.779297257e+01,5.299347613e+01,7.928016439e+01,3.308304669e+01,7.347681159e+01,9.570864495e+00,8.429645011e+01,5.503246420e+01,8.766282849e+01,3.885455552e+01,6.126837876e+01,1.331059146e+01,8.006156209e+01,9.192337849e+01,2.148578003e+01,9.547573866e+01,4.117782631e+01,7.873280500e+01,7.378086110e+01,4.078129313e+01,7.540444589e+01,8.854370732e+01,3.707500629e+01,8.528036268e+00,2.865735089e+01,8.222226100e+01,6.849350930e+01,8.766804272e+01,2.100400269e+01,4.989734905e+01,9.334109595e+01,4.628896047e+01,6.163951936e+00,1.166975812e+01,4.002716031e+01,3.241494801e+01,7.210892900e+01,2.654452133e+01,7.509890910e+01,9.612256952e+01,7.643150007e+01,5.691464231e+01,7.404986026e+01,1.213408446e+01,7.612017373e+01,5.192492919e+01,4.350890483e+01,3.259894557e+01,7.318144669e+01,8.089886330e+01,4.345527851e+01,2.861786802e+01,3.791775649e+01,4.345287630e+01,3.175776053e+01,2.290356857e+01,4.806375045e+01,2.006615403e+01,9.972737296e+01,1.672219673e+01,3.575865550e+01,7.884585929e+01,9.533239838e+01,4.208203031e+01,4.458166054e+01,4.415875353e+01,7.063032102e+00,4.687432028e+01,5.812663027e+01,2.540798964e+01,4.352091082e+01,2.286680628e+01,9.483731932e+01,1.038653091e+01,3.833432184e+01,2.628776804e+01,4.573321203e+01,3.057622206e+01,7.459372948e+01,1.561085820e+01,4.523259784e+01,3.552737819e+01,6.463703904e+01,6.389858898e+01,1.327130032e+01
4.933576545e+01,6.663289066e+01,4.197048809e+01,1.104853328e+01,4.178841900e+01,5.337393872e+01,7.488678092e+01,4.984424190e+01,8.133016444e+01,2.526647709e+01,7.142591381e+01,4.534253719e+01,4.609264247e+01,9.884895413e+01,4.628129987e+01,9.726785174e+00,4.159340540e-01,3.210563146e+00,2.728704517e+01,7.153941557e+01,5.099181435e+01,5.918647094e+01,9.928265665e+01,4.061362566e+01,1.362917223e+01,4.870988335e+01,7.347332116e+01,2.067966288e+01,3.836032457e+00,1.439556789e+00,5.648244209e+01,6.486967325e+01,6.795916365e+01,2.158123646e+01,5.772680931e+01,6.008869195e+01,3.602312865e+01,7.996970776e+01,1.542169776e+01,4.506134408e+00,2.638027696e+01,2.945546547e+01,2.595157590e+01,5.853248515e+01,7.217380831e+01,2.460505735e+01,9.044161683e+01,3.117371061e+01,8.533030164e+00,6.929964108e+01,1.620099936e+01,4.897019619e+01,5.937514423e+01,2.525370957e+01,3.699208274e+01,9.299756610e+01,5.547886992e+01,6.140519039e+01,7.829106156e+01,5.159972107e+01,9.234130433e+01,6.497736307e+01,3.312762897e+01,7.955679344e+01,4.965531143e+01,3.156667864e+01,9.419383427e+01,4.241016183e+01,7.362341620e+01,3.504239086e+01,4.661279719e+01,6.380722173e+00,2.343368635e+01,8.657010289e+01,5.734403578e+01,7.371651551e+01,2.962798791e+00,5.412329425e+01,5.218142777e-01,4.289406503e+01,2.424662186e+01,1.782121927e+01,7.500137504e+01,3.566040302e+01,9.822690206e+00,8.331810013e+00,9.924443578e+01,1.087244918e+01,3.932584685e+00,3.313100304e+01,7.205925890e+01,4.321365589e+01,3.483596173e+01,2.754345766e+01,2.933707953e+01,7.099066663e+01
9.402200875e+01,5.122581606e+01,1.144911021e+01,9.403886330e+01,9.740946568e+01,3.376324326e+01,5.724926311e+01,6.210663144e+01,2.097218811e+01,2.720766546e+01,7.398741264e+01,6.427380615e+01,6.955231703e+01,3.865653473e+01,4.780798807e+01,7.549094672e+01,4.277340841e+01,2.499595982e+01,1.266284875e+01,7.528576261e+00,7.248150152e+01,5.526255240e+01,4.972249425e+01,8.764480430e+01,6.101583267e+01,5.634649346e+01,3.740162278e+01,3.350214786e+01,8.927707149e+01,5.981618315e+01,2.980615708e+01,8.383373267e+01,6.392441691e+01,7.907497329e+01,9.425903278e+01,6.303128908e+01,8.997196784e+01,5.119386931e+01,7.801696154e+01,3.706800476e+01,7.430129710e+01,4.967110227e+01,6.938308442e+01,1.273557283e+01,7.470169296e+01,1.902416943e+01,8.294097441e+01,4.330834573e+01,4.528429503e+01,6.713630899e+01,9.307882112e+01,9.830594418e+01,5.026207365e+01,4.872135371e+01,9.272731030e+01,2.771248931e+01,7.830158425e+01,3.287561117e+01,2.439836065e+01,2.691935769e+01,9.034726059e+01,1.786901368e+01,7.518295264e+01,9.261076799e+01,6.278232174e+01,4.757227434e+00,1.613597792e+01,1.661139793e+01,7.611660908e+01,3.601959802e+01,6.631491954e+01,5.881940791e+01,7.819391641e+01,7.078810880e+00,5.662120109e+01,1.896535852e+01,4.251915119e+01,4.547746216e+00,4.212332083e+01,7.057530584e+01,6.810562413e+01,3.064928379e+01,1.096756989e+01,1.425659744e+01,5.936272167e+01,3.519734965e+00,3.650515760e+01,4.179996674e+01,3.415590469e+00,5.424809702e+00,9.085789981e+01,5.523349626e+01,2.767777482e+00,6.483180897e+01,9.190231400e+00,7.227849052e+01
9.922078580e+01,2.375900073e+01,5.514653241e+01,5.469468505e+01,8.613976682e+01,7.890454557e+01,6.427259949e+01,6.093370649e+01,7.191140527e+01,7.355803594e+01,9.223104024e+00,9.791508196e+01,5.608582390e+01,6.317007827e+01,8.995299216e+01,2.352571142e-01,2.041518716e+01,6.094497566e+01,6.950611831e+01,4.018080257e+01,6.788523680e-01,9.933183451e+00,7.041468260e+01,7.267334518e+01,7.453049734e+01,6.744531684e+01,5.082986087e+01,4.654482683e+01,1.286079561e+01,8.975621429e+01,4.439693528e+01,1.542968161e+00,9.583111031e+01,8.568298544e+01,1.482657507e+01,1.151348738e+01,5.880270417e+01,7.843542230e+01,6.422557326e+01,5.921771128e+01,7.671074782e+01,4.710131485e+01,1.853519441e+01,8.344719689e+01,9.699400001e+01,4.187741933e+01,7.960102918e+01,8.695468294e+01,3.354267289e+00,1.861564030e+01,7.297019265e+01,6.743810940e+01,5.977309678e+01,1.434757686e+01,7.294553529e+01,4.325412950e+01,7.459090676e+01,7.998784668e+01,1.985461524e+01,7.130373081e+01,1.039688319e+00,6.877331872e+00,2.701963211e+00,9.002956521e+01,4.044771008e+01,7.164308837e+01,5.406117412e+00,3.575143169e+01,3.375588735e+01,9.043523417e+01,2.636694677e+01,3.957757169e+01,7.559130223e+01,2.338351532e+01,8.495665436e+01,8.290348956e+01,3.370027450e+01,6.283332670e+01,8.622150880e+01,9.632345251e+01,5.840227583e+01,8.631191768e+01,6.274630051e+01,4.915707932e+01,2.412803140e+01,3.815589527e+01,8.937883529e+01,3.170900618e+01,8.480085772e+01,8.364432070e+01,6.969985885e+01,6.203531347e+01,5.735504664e+01,2.887579224e+01,9.062967593e+01,4.777500470e+01
8.563656505e+01,6.441975531e+01,5.824312503e+00,2.596875584e+00,6.737552943e+01,5.439944604e+01,3.404685709e+01,7.280413333e+01,4.113510414e+01,2.341469810e+01,6.251127521e+01,5.915375403e+01,5.102189466e+01,1.995334504e+01,4.893011107e+01,5.093860551e+01,8.059404956e+01,1.034279495e+01,2.019737525e+01,1.899874573e+01,4.641246331e+01,6.710734794e+01,7.254376170e+01,4.851435037e+01,9.264858208e+01,8.848578770e+01,4.389870159e+01,6.230971039e+01,2.124413150e+00,7.775875172e+01,7.233617520e+01,5.317116798e+01,7.051668025e+01,9.962595223e+01,9.160975080e+01,9.813268552e+01,6.102559486e+01,8.822408920e+01,4.490583774e+01,7.770091032e+01,8.065178701e+01,7.936913353e+01,8.649104260e+01,8.074003249e+01,4.961449200e+01,9.956845611e+01,8.545744808e+01,2.514153785e+01,1.887955313e+01,7.140815532e+01,8.336426160e-01,2.156580817e+01,9.207059493e+01,5.200379724e+01,2.955205852e+01,4.523774406e+01,3.773945564e+01,4.030882768e+00,5.226516464e+01,5.747919196e+01,4.941760679e+00,7.705457890e+01,5.971676370e+01,3.385783529e+01,9.880835838e+01,4.580736183e+01,8.417954170e+01,9.552012436e+01,5.454244476e+01,1.041529941e+01,3.027932842e+01,8.960687734e+01,4.920374569e+01,7.883916023e+01,3.113728853e+01,4.536876312e+01,7.913933410e+01,2.227897264e+01,6.166267323e+01,4.444389730e+01,8.621900656e+01,6.863512656e+01,2.337183887e+01,5.537327434e+01,1.542677599e+01,5.520048990e+01,4.539978274e+01,1.456113859e+01,1.389223399e+01,3.168068333e+01,2.413867320e+01,7.567767248e+01,4.114582617e+01,5.338699895e+01,5.146756089e+01,2.111750491e+01
5.482200412e+01,4.743378427e+00,2.176493325e+01,7.125922770e+01,4.473572609e+01,1.080501398e+01,2.333668415e+01,4.317240916e+01,5.916382595e+01,4.621606054e+01,1.393577736e+01,4.879873856e+01,5.900788901e+01,3.764479235e+01,3.239145206e+01,5.435418557e+01,1.930614720e+01,3.122340914e+01,6.885144881e+01,1.036878870e+01,8.440576534e+01,4.444176114e+01,1.594912611e+01,5.786506774e+01,3.140774321e+01,9.309184889e+01,2.905575154e+01,9.194328470e+01,8.702980485e+01,1.314196787e+01,2.429239061e+01,8.111124270e+01,2.842788518e+01,9.338772711e+01,7.359610908e+01,8.207232159e+01,2.789319041e+01,8.084409961e+01,4.293022034e+01,8.102685778e+00,4.773595915e+01,5.733433066e+01,6.567301819e+01,3.882123011e+00,6.042424995e+01,4.797364195e+00,4.867993411e+00,2.152679939e+01,9.874167357e+00,7.749833052e+01,4.665314112e+01,9.850185359e+01,4.871327627e+01,1.306712664e+01,9.374297668e+01,6.464260144e+01,8.383792336e+01,6.110362002e+01,7.703021760e+01,9.397259161e+01,4.158637802e+01,5.904073272e+01,2.802456626e+01,2.273640036e+01,6.613610247e+01,7.625741698e+01,3.643188067e+01,6.035227290e+01,3.246703696e+01,5.489361674e+01,5.684620689e+01,5.570531583e+01,3.461609481e+01,3.568311414e+01,8.322783294e+01,9.112838322e+00,3.934365870e+00,5.171741671e+00,6.987848037e+01,6.271837073e+01,4.576115824e+01,7.165836375e+01,5.444679967e+00,7.670684714e+01,2.061265818e-01,2.161818331e+01,1.422590612e+01,5.943100696e+01,4.944594855e+01,3.043837766e+01,2.377321505e+01,2.123920269e+01,7.561795942e+01,8.266845645e+01,8.535852044e+01,5.493367393e+00
7.702077530e+01,1.879146218e+00,2.347837785e+01,6.991797620e+01,4.930040089e+01,4.655953303e+01,9.470140247e+01,3.911450567e+01,7.019653886e+01,4.743789970e+01,2.921987640e+01,1.783549643e+01,8.040209586e+00,2.011344001e+01,5.693264245e+00,8.026764048e+01,4.603156330e+01,6.126202684e+00,9.248621114e+01,8.580717310e+01,5.121302521e+01,4.110183714e+01,9.229571234e+01,7.331455488e+01,7.184226239e+01,7.388900766e+01,4.418464511e+01,9.743082576e+01,7.275099610e+01,5.681727815e+01,3.279319493e+01,4.465925064e+01,4.962220572e+01,2.909704675e+01,4.724978575e+01,8.836892819e+01,2.867034528e+01,3.151114842e+01,2.030811150e+01,9.249674860e+01,8.398060203e+01,9.654266097e+01,6.107877026e+01,4.503847186e+00,8.145541499e+01,4.020147328e+01,9.954071178e+01,6.326323447e+01,2.798763841e+01,1.527922705e+01,4.095777583e+01,3.666935143e+01,1.824470361e+01,7.768515876e+01,7.893242080e+01,5.615655406e+01,7.647686850e+01,8.554215239e+01,2.559729091e+01,5.089386372e+01,2.648035952e+01,3.446922024e+01,6.464077725e+01,1.809185484e+01,3.095021661e+01,8.205383331e+01,8.977907498e+01,3.218937209e+01,5.618737585e+01,6.266093917e+01,3.052952856e+01,6.173318457e+01,4.108958569e+01,2.615807220e+01,8.456420208e+01,1.906219315e+01,8.615058651e+01,4.684513254e+01,6.705288985e+01,4.075510630e+01,1.852567087e+01,9.470599528e+01,5.625132627e+01,5.625342841e+01,1.113202773e+00,8.128866964e+01,5.238894655e+01,8.310879279e+01,8.454077458e+01,9.666086487e+01,6.042760471e+01,7.956758604e+01,2.879294385e+01,1.170164119e+01,8.863257548e+01,1.788560837e+01
9.937773086e+00,8.070201626e+01,7.289782833e+01,9.494803628e+01,9.273821887e+01,4.972716723e+01,7.226379670e+01,4.957594671e+01,7.166216840e+01,4.289833279e+01,7.734028449e+01,7.464370287e+00,8.119350642e+01,4.902797226e+01,7.533197524e+01,7.252706514e+01,2.384908628e+01,2.107117108e+01,7.785294036e+01,5.960089065e+00,2.932311805e+01,2.546436582e+01,7.144816987e+01,8.458271946e+01,5.589914540e+01,4.167409193e+01,8.084996224e+01,9.561364585e+01,4.224491402e+01,7.369913117e+01,4.546233171e+01,3.540683871e+01,2.569693237e+01,9.251070449e+01,4.214624334e+01,4.449548608e+01,8.722338623e+01,9.764675591e+01,5.627824155e+01,8.018305541e+01,2.398005631e+01,8.478924007e-01,5.960175887e+01,9.648187970e+01,4.755572928e+01,7.161418695e+01,5.169591994e+01,2.201064824e+00,1.519069594e+01,2.077638094e+01,1.420988705e+01,1.673255908e+01,8.624273311e+01,9.981522388e+01,1.101614112e+00,2.185645883e+01,7.313836854e+01,4.598470404e+01,4.264233913e+01,6.553302264e+01,8.274201358e+01,9.384299679e+01,2.900162704e+01,6.885812139e+01,5.891344152e+01,4.731561932e+01,7.509011834e+01,2.928677680e+01,3.013287660e+01,9.793515188e+01,4.853947663e+01,3.666867738e+01,1.787579911e+01,4.440777227e+01,7.377526369e+01,3.509010445e+01,3.366967664e+01,9.342519144e+01,6.077805532e+01,1.008794107e+01,1.515239794e+00,5.134670751e+00,9.935118800e+01,9.152738030e+01,3.340060795e+01,9.394303617e+01,5.713520881e+01,7.207363516e+01,8.736743105e+01,7.303243923e+01,5.574865893e+01,2.517792113e+01,3.838148675e+01,3.606332685e+00,1.482402317e+01,8.708579778e+01
1.034208200e+00,3.644391367e+01,7.798762378e+01,7.385394726e+01,2.767545959e+01,6.818901985e+01,5.092981892e+01,6.382159281e+00,4.460985124e+01,8.423348748e+01,1.136230042e+01,4.951341303e-01,2.709429165e+00,6.295077105e+01,9.337931036e+01,3.732940209e+01,4.588056022e+01,4.879438144e+01,5.129142636e+01,1.440295664e+01,1.036995928e+01,4.906012756e+00,6.674350489e+01,2.799659230e+01,7.725108067e+01,2.064084130e+01,4.318716966e+01,7.891696644e+01,5.906565849e+01,3.479417881e+01,9.472765570e+01,1.306652377e+01,8.326040565e+01,5.569783342e+01,6.507615880e+00,3.391441066e+01,3.570856324e+01,2.251051724e+01,9.974685186e+01,3.291437622e+01,4.732027255e+01,7.629789801e+01,5.733165338e+01,4.347550226e+01,7.378222140e+01,8.693887124e+01,9.764394401e+01,6.559828866e+01,5.428946830e+01,2.146740949e+01,6.682354970e+01,5.863366804e+01,1.560434765e+01,6.744774684e+01,7.158791395e+01,5.508481194e+01,8.853254111e+01,7.178937074e-01,9.556793286e+01,3.454923407e+01,2.485489704e+01,7.203327605e+01,5.032521289e+01,2.335509184e+00,9.349774896e+01,7.024431321e+01,3.610862506e+01,6.437561078e+01,2.723835982e+01,8.533458923e-01,7.298949974e+01,8.008307172e+01,3.760410058e+01,5.199444126e+01,2.854332004e+01,9.434755390e+01,5.877346080e+01,3.364335527e+01,8.009394899e+01,1.760777026e+01,9.156533445e+00,9.734657601e+01,6.857094001e+01,3.476854338e+01,8.756892562e+01,4.961001037e+01,5.775824606e+01,1.544265344e+01,7.962659084e+00,5.278307402e+01,7.441759178e+01,1.472477159e+00,9.318923003e+01,2.764216672e+01,9.262620185e+01,3.267453416e+01
1.471172275e+01,7.633899100e+00,3.843454860e+00,3.247914670e+01,8.860722837e+01,1.453060881e+01,8.445769822e+01,1.323331325e+01,4.540831359e+01,3.858563662e+01,3.104208322e+01,1.779315688e+01,6.200446104e+01,2.141580214e+01,2.195091239e+01,2.986185786e+01,4.349654975e+01,4.522292477e+00,9.546233878e+01,3.520119979e+01,8.650792272e+00,9.671843171e+00,3.260061423e+01,8.143999621e+01,3.297080467e+01,7.712247723e+01,3.680955445e+01,5.025228458e+01,2.820786749e+01,6.977273249e+01,2.229038015e+01,5.157567350e+00,4.154126846e+01,7.042858365e+01,1.614621641e+01,1.834937184e+01,5.148898437e+01,3.165497141e+01,5.200370492e+01,1.921590698e+00,8.583877671e+01,3.002996623e+01,1.048975148e+01,1.882376981e+01,9.404442916e+01,7.229831712e+01,3.922843196e+01,4.075655940e+00,7.987468184e+01,3.545358266e+01,5.220178594e+01,8.895268074e+01,4.553333641e+01,4.238441373e+01,2.093099569e+01,2.438844352e+01,4.397451098e+01,8.044139205e+01,8.207888477e+01,3.511418435e+01,6.770659127e+01,3.870045329e+01,4.210690344e+01,6.817506019e+01,9.201692313e+01,8.114240233e+01,8.167311794e+01,9.263909252e+01,7.232313494e+01,1.712929468e+01,7.446100133e+01,1.010409715e+01,5.234751830e+01,8.942985798e+01,1.405985072e+01,7.876755529e+01,8.496311002e+01,1.872425169e+01,7.945321855e+01,5.743932391e+01,1.116767250e+01,7.453907541e+01,8.367001565e+01,4.472845815e+01,6.117514635e+01,3.099314582e+01,8.757412772e+01,7.931615188e+01,9.950907022e+01,7.545635469e+01,3.706226700e+01,5.719462475e+01,9.966919582e+01,2.552798291e+01,5.976767264e-01,1.037559687e+01
9.417725603e+01,1.263285144e+01,3.175027730e+01,5.803902720e+01,5.949023731e+01,5.653639683e+01,4.001451391e+01,7.881368506e+01,5.016050891e+01,8.033627889e+01,4.134397027e+01,7.550157376e+01,1.219076093e+01,3.397824070e+01,7.688132183e+00,7.563662400e+01,2.159038705e+01,9.813822137e+01,1.076016403e+00,1.703205491e+01,9.700030807e+01,4.599669615e+01,5.855393165e+01,2.767245309e+00,6.283691311e+01,2.046991934e+01,2.390720858e+01,1.550731999e+01,6.578697549e+01,4.264834937e+01,1.294674234e+01,3.218226013e+01,9.521546336e+01,6.060420319e+01,6.202476899e+01,2.033751915e+00,5.457984775e+01,9.838385073e+01,1.335376335e+01,7.049422342e+01,6.673279995e+01,4.397011702e+01,4.379766803e+01,9.990201684e+01,5.108569798e+01,1.744354089e+01,1.611136409e+01,5.753770282e+01,6.846848377e+01,8.000564241e+01,1.430740000e+01,1.880567825e+01,2.725514035e+01,2.699223772e+01,1.747970835e+01,1.571264855e+01,5.184545821e+01,1.860853246e+00,9.341390869e+01,4.418989334e+01,6.156409701e+01,5.006305141e+01,3.684589533e+01,6.795607010e+01,7.250888423e+01,1.208746649e+01,4.826307374e+01,4.993466230e+00,2.005354335e+00,4.286863105e+01,4.531389367e+01,5.463513583e+01,5.258094271e+01,1.257800429e+01,9.082920765e+01,8.488168602e+01,1.642707239e+01,5.618971135e+01,6.628372077e+01,2.394052744e+01,2.850260628e+01,7.513655321e+01,8.644529688e+01,4.411839481e+01,3.784501858e+01,5.129775082e+01,1.722105363e+01,6.015048181e+01,2.372344849e+00,8.573198359e+01,4.379848348e+01,2.255444999e+01,1.340069845e+01,8.509186293e+01,6.648880125e+01,2.290664831e+01
