v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83
6.789548572e+01,3.159759160e+01,6.580854743e+01,5.191861270e+01,2.790477689e+01,5.891082610e+01,7.629174847e+01,6.942796476e+01,7.940100557e+01,1.978881603e+01,7.993749182e+01,1.521264863e+01,2.393027623e+01,8.850272359e+01,6.066491096e+00,5.158861667e+01,4.756540098e+01,9.523237216e+01,2.341123679e+01,8.906265246e+00,7.021813666e+00,4.016010621e+01,2.143306845e+00,8.182182087e-01,5.261930774e+01,2.555470037e+01,3.301522297e+01,9.628531842e+01,3.301295614e+00,4.498032461e+01,2.157033831e-01,8.501869200e+01,4.815739314e+01,6.776093641e+01,5.801315267e+01,6.373823506e+01,3.774472794e+01,3.272527834e+01,3.554905293e+01,9.286830451e+01,5.297728553e+01,8.327141790e+01,4.982206630e+01,4.698073088e+01,7.219833326e+00,4.884471578e+01,9.893621223e+01,8.923197686e+01,3.964066647e-01,3.369306452e+01,9.518153628e+00,3.216329946e+01,3.797503834e+01,8.680497005e+01,7.915805106e+01,1.322263343e+01,3.783564497e+01,2.219849834e+01,5.142736102e+01,4.664197480e+01,9.605814220e+01,6.403142177e+00,2.984948125e+01,7.469919144e+00,9.813523653e+01,7.745546711e+01,2.882383624e+01,4.511184554e+01,6.602235476e+01,6.689508140e+01,7.957558512e+01,7.039600989e+00,3.377464989e+01,4.832325023e+01,8.529780224e+01,5.069662966e+01,7.167783513e+01,8.337013159e+01,2.897039567e+01,2.209335441e+01,8.360532956e+01,5.136353223e+01,6.247015905e+01
1.593939192e+01,4.961707344e+01,4.344652529e+01,2.226925651e+01,9.728235936e+01,4.629589614e+01,2.891464208e+01,3.875253484e+01,6.436477017e+01,9.592326956e+01,7.259890197e+01,8.251294800e+01,7.888234517e+01,1.150416327e+00,2.742825972e+00,2.918086148e+01,3.071478778e+01,3.082796459e+00,6.825213383e+01,9.205622443e+01,1.983941472e+01,9.603692374e+01,8.334043067e+01,8.475170210e+01,4.042232947e+01,9.189388381e+00,3.141714853e+01,5.067511056e+01,6.075762498e+01,7.371048223e+01,7.588179900e+01,1.875863183e+01,2.142681553e+00,7.894675423e+01,1.227179650e+01,9.119857560e+01,2.009298725e+01,1.469460504e+01,7.735326353e+01,7.816285406e+01,5.322051620e+01,7.277559735e+01,2.282929544e+01,7.770644217e+01,5.691375535e+01,4.569080159e+01,3.224505405e+01,6.133217239e+01,4.549081402e+00,4.939477622e+01,1.456980670e+01,9.388656554e+01,1.583656266e+01,7.141356004e+01,4.186476719e+01,2.266879046e+01,3.682144104e+01,9.526909354e+01,9.051660897e+01,7.470843320e+01,3.656183306e+01,2.197175788e+01,8.464613033e+01,1.632134723e+01,1.061370980e+01,1.380650079e+01,5.435198938e+01,1.332767960e+01,8.613166945e+01,3.795192196e+01,2.230899932e+01,1.239418266e+01,3.408502412e+01,7.691777004e+01,4.026467935e+01,9.539961602e+01,4.844667749e+01,7.127757706e+01,2.008798664e+01,2.589631316e+01,7.787446207e+01,7.522599066e+01,2.120430827e+00
2.926012280e+01,6.187794374e+01,8.265396835e+01,2.312610681e+01,2.316357132e+01,2.212491806e+01,7.919010999e+01,6.083596399e+01,5.986428150e+01,2.672478193e+01,4.019234162e+01,5.888044471e+01,7.330276241e+01,8.713510933e+01,4.117372245e+01,6.949214399e+01,3.839103547e+01,1.557165918e+01,7.953130315e+01,6.081706156e+01,4.034765774e+01,8.439970065e+01,9.541452557e+01,6.473328027e+01,4.548871746e+01,8.911719786e+01,8.604690443e+01,7.882869993e+01,3.994283135e+01,2.406101440e+01,1.696739154e+01,9.670651577e+01,1.134277492e+01,1.661881516e+01,2.212299796e+01,7.048563348e+01,6.226969601e+01,3.155975062e+01,6.414251568e+01,2.310728045e+01,4.860086009e+00,9.196981700e+01,9.784861645e+01,9.926274837e+01,5.716738466e+01,7.178776615e+01,6.114510173e+01,4.197009251e+01,4.727251135e+01,8.774145514e+01,1.186252140e+01,4.504212420e+01,8.947946111e+01,1.585346174e+01,7.899291344e+01,5.829687857e+01,1.469842829e+01,1.389453120e+01,3.531775077e+01,4.034234054e+01,8.485528882e+01,6.004180156e+01,8.407991262e+01,4.109688678e+01,2.087904053e+01,7.361216623e+01,8.048272582e+01,4.531210881e+01,8.636446770e+01,6.731221972e+01,3.687406686e+01,6.197302402e+01,9.765065526e+01,9.864103719e+01,5.186553072e+01,2.448004811e+01,2.161251381e+01,1.112077877e+01,5.081861691e+01,8.923869036e+01,2.472074027e+01,8.981839014e+00,5.244171578e+01
8.946433490e+01,4.595609269e+01,9.319050839e+01,8.186868287e+01,8.319651021e+00,9.758590720e+01,1.259243458e+01,6.210816940e+01,3.967713005e+01,3.802693414e+01,1.158339158e+01,8.112827119e+00,2.747442639e+01,5.205235898e+01,4.255048580e+01,5.987148394e+01,8.470529910e-01,6.374137294e+00,1.539272098e+01,7.806829462e+01,8.123308985e+01,5.223812548e+01,1.688210590e+01,8.595509713e+01,6.112012546e+01,1.084622405e+00,4.593081837e+01,7.303856541e+01,4.949362451e+01,6.350748066e+01,2.987867550e+01,7.592903436e+01,8.762473042e+01,4.044057082e+01,3.596204670e+01,9.714183518e+01,7.735699661e+01,7.765442756e+01,6.731722000e+01,9.613464288e+01,6.644468662e+01,8.424059322e+00,1.715710498e+00,3.531770109e+01,6.760277465e+01,2.145870196e+01,4.086035655e+01,4.607761445e+00,7.300038484e+01,5.586388271e+01,6.053852448e+01,1.811498182e+01,2.840593564e+01,4.445653608e+01,3.882514444e+01,2.893803316e+01,2.967886040e+01,7.108310988e+01,6.007932816e+01,6.693895676e+01,9.172721434e+01,1.730901096e+01,1.649856649e+01,7.037201572e+01,9.727169903e+01,3.628844924e+01,7.766754435e+01,3.495056972e+01,3.656840835e+00,3.117114616e+01,2.020392149e+01,8.303285013e+01,8.598911317e+01,8.315574674e+01,1.355540536e+01,5.786985935e+01,7.825031470e+01,2.982165162e+01,5.727900537e+01,1.319709445e+01,9.477487213e-01,8.777602974e+01,6.333443595e+01
6.970091349e+01,1.830528349e+01,8.650732039e+01,6.143980226e+01,1.005281004e+01,7.835599884e+01,7.645633822e+01,2.738074996e+01,8.987150359e+01,5.566024678e+01,9.380249668e+01,2.714720802e+01,5.147828301e+01,6.487778954e+01,8.963670359e+01,6.996906393e+01,6.120112133e+01,2.128021849e+01,5.095878303e+01,1.615445069e+00,1.871030825e+01,4.181092747e+01,1.159491507e+01,8.185885223e+00,2.343936851e+01,1.219499121e+01,1.452800184e+01,1.511541785e+01,7.072707760e+01,9.531789924e+00,9.281498576e+01,9.084381820e+01,8.097996167e+00,1.550932201e+01,4.996882549e+01,2.691645913e+01,4.660792197e+01,8.854046735e+01,4.737752878e+00,9.344772513e+01,5.479076223e+01,9.531670011e+01,6.450164798e+01,3.483524335e+01,5.146746179e+01,8.324839332e+01,9.952453919e+01,1.047192043e+01,7.262412625e-01,8.272441641e+01,1.336095294e+01,2.856388501e+01,4.758513831e+01,9.280023245e+01,1.821054723e+01,6.240972710e+01,5.218065123e+01,9.348852362e+01,2.733377342e-01,9.419395320e+01,4.819922644e+01,9.627549974e+01,1.466609900e+01,4.125552379e+01,5.193837475e+01,3.602086033e+00,5.705223938e+01,7.285439038e+01,4.640612000e+01,7.584862662e+01,7.063118814e+01,7.442987571e+01,2.834335580e+01,7.968901582e+01,3.778486299e+01,6.811167074e+01,1.174644554e+00,5.194496094e+01,4.030257388e+01,4.441056127e+01,5.345651213e+01,9.297918858e+01,7.787376264e+01
4.691750704e+01,1.586571716e+01,9.130403859e+01,7.771256786e+01,7.421408773e+01,8.223675596e+01,4.300137694e+01,7.622546014e+01,4.230226494e+01,8.706248515e+01,4.442964867e+01,7.020073800e-01,7.529631224e+00,4.825973063e+01,7.569218797e+00,7.116672723e+01,8.143133399e+01,6.569626619e+01,2.111471284e+01,6.127732236e+01,5.297618349e+01,9.260125391e+01,3.408632675e+01,2.035652671e+00,5.236370548e+01,1.776548551e+01,5.759036165e+01,3.033323496e+01,1.541147027e+01,5.339205732e+01,5.346575592e+00,8.415926429e+01,3.152754640e+01,5.822252499e+01,1.427847086e+01,1.082341346e+01,9.262493611e+01,5.984598833e+01,9.716678583e+01,8.327802977e+01,5.104827227e+01,3.369823103e+01,6.738844254e+01,8.402316201e+01,4.706456764e+01,3.525230965e+01,8.910135817e+01,4.675220887e+01,8.537981320e+01,2.093167196e+00,5.506593568e+01,6.318614316e+01,2.547456571e+01,2.513695471e+01,9.382863286e+01,2.642166148e+01,4.555131254e+01,6.191533216e+01,6.202581085e+01,6.887871801e+01,1.523794496e+00,6.881270071e+01,5.263634245e+01,5.972090933e+00,5.138589580e+01,7.548560327e+00,5.258835026e+01,1.750201082e+01,4.207817550e+01,6.863603276e+00,4.548100896e+01,8.239298838e+01,1.078217064e+01,1.102436236e+01,7.474644876e+01,3.372170507e+01,1.517448352e+01,6.224188106e+01,1.534450846e+01,4.678807869e+01,3.718937514e+00,4.860230418e+01,4.181401307e+01
9.613332848e+01,8.138513880e+01,5.705693133e+01,4.027016062e+01,2.697453685e+01,7.501385817e+01,8.225814957e+01,4.015580694e+01,7.044836325e+01,3.368072655e-01,6.307076741e+01,5.399860094e+01,9.342481430e+01,3.420603948e+01,2.088985378e+01,2.392185586e+01,9.766852469e+01,4.835570295e+01,7.479542693e+01,5.830285574e+01,6.023194895e+01,5.617800849e+01,7.162374258e+01,6.417129194e+01,3.173100791e+01,2.009284813e+01,7.904011245e+00,1.813787302e+01,9.909163456e+01,5.004407101e+01,1.342341843e+01,8.589750441e+01,9.582797074e+01,2.399059017e+01,8.935115067e+01,2.429269575e+01,1.572330864e+01,5.255702325e+01,6.137768619e+01,6.424514891e+01,9.508298981e+01,4.582125516e+00,3.935709004e+01,9.361904154e+01,8.197201409e+01,1.579347848e+01,6.146701285e+01,4.799023512e+01,8.500693482e+01,7.522316977e+01,2.652311240e+01,1.840535584e+01,1.233414396e+01,7.600168725e+01,3.329715173e+01,2.241009298e+01,4.730478271e+01,1.522002743e+00,1.419436499e+01,2.159169303e+01,3.503451849e+01,8.890145515e+01,9.275923730e+01,2.697430535e+00,6.168405304e+01,8.878954431e+01,7.401206183e+01,1.730985689e+01,8.691305489e+01,8.431535917e+01,5.399242199e+01,6.150225643e+01,8.638246444e+01,8.015052890e+01,9.550116346e+01,3.783442770e+01,7.222380902e+01,2.167827077e+01,7.840991616e+01,3.977166942e+01,6.774024472e+01,6.457426342e+01,8.432043226e+01
2.397046050e+01,9.096675025e+01,5.109707152e+01,2.710852544e+01,7.865962427e+01,2.122655820e+01,3.947810918e+01,1.029002873e+01,4.580858714e+01,1.502817825e+01,5.638250503e+01,6.432134174e+01,6.244090233e+01,3.320495657e+01,8.255997238e+01,1.132041766e+01,8.113103806e+01,9.277720840e+01,6.703036601e+01,2.924566721e+01,1.454782547e+01,4.031109066e-01,9.550302174e+01,3.814181639e+01,8.735987873e+01,8.468591880e+01,2.714273565e+01,9.300419314e+01,1.931048634e+01,5.527075758e+01,9.682624390e+01,9.278706069e+01,1.172847066e+01,6.102105144e+01,9.660688708e+01,8.958732906e+01,9.589631115e-01,7.291898566e+01,9.922439115e+01,3.673653630e+01,5.880880718e+01,6.812370185e+01,4.561644484e+01,3.519515944e+01,6.348485359e+01,4.901738091e+01,6.447603208e+01,5.744398340e+01,2.484703253e+00,7.392232766e+01,7.554018542e+00,7.884920048e+00,5.663644945e+01,2.493395149e+01,3.423399386e+01,9.204348143e+01,6.515314470e+01,2.750218734e+01,5.739088927e+01,1.733977555e+00,5.193631027e+01,5.911174840e+01,3.900749724e+01,5.901259021e+01,3.613616579e+01,6.441379887e+01,8.301939818e+01,4.211927783e+00,5.161102295e+01,8.324624989e+01,8.090790381e+01,2.213014069e+01,6.674069368e+01,7.185200524e+01,3.058948744e+01,3.106513083e+01,8.615542407e+01,4.890502872e+01,1.844993789e+01,2.651688822e+01,6.435057931e+00,7.891290993e+00,4.295214176e+01
6.699275037e+01,5.800007582e+01,8.154354980e+01,4.911603704e+01,1.260574592e+00,3.112203507e+01,6.822059552e+00,5.149800828e+01,2.202933126e+00,9.965300936e+01,9.073066561e+01,3.652092068e+01,9.919348105e+01,8.909969372e+01,5.513997212e+01,3.740256493e+01,6.781224771e+01,8.085550017e+01,8.029855843e+01,7.778638986e+01,7.781829367e+01,2.054983430e+01,9.164436230e+01,9.034034269e+01,3.139878067e+01,3.415527747e+01,6.879522508e+01,6.005220636e+01,9.068930979e+01,2.666433425e+00,3.621697130e+01,1.432667894e+01,9.879635469e+01,6.272214778e+01,4.432064510e+01,1.065712316e+01,7.332474253e+01,7.597980369e+01,4.519519775e+01,7.678519241e+00,6.458450592e+01,5.674316668e+01,1.392097322e+01,9.661841998e+01,6.700440830e+01,9.601598871e+01,1.525023904e+01,5.735302024e+01,4.263195339e+01,9.353322853e+01,4.322007962e+01,6.203176848e+01,6.693244182e+01,4.680727064e+01,2.692302384e+01,4.174704619e+01,4.144471803e+00,7.652016740e+01,9.210766837e+01,5.314416229e+01,6.719335256e+01,7.633735507e+01,3.955490137e+01,7.240595864e+01,4.492722269e+01,3.063580934e+01,5.388314133e+01,6.606357647e+01,7.730619516e+01,2.579141232e+01,5.263160457e+01,2.356761142e+01,4.914713431e+01,5.185122916e+01,7.533018126e+00,3.164346080e+01,6.034579791e+00,9.304878421e+01,5.217772758e+01,3.019236440e+01,5.906327471e+00,3.286982919e+01,2.654839732e+01
7.716122795e+01,6.258123536e+00,8.684756514e+01,1.862854518e+01,7.688092416e+00,3.743186207e+01,5.323331031e+01,1.096344055e+01,8.853816287e+01,7.084461814e+01,8.031554829e+01,6.196712309e+01,1.269520323e+01,8.832036270e+01,3.937446394e+00,7.438659395e+01,8.987770358e+01,9.481089007e+01,4.958058681e+01,6.617154571e-01,5.690805843e+01,6.367456076e+01,8.409176520e+01,1.288148064e+01,7.734973618e+01,7.813819835e+01,3.067440744e+01,2.614311999e+01,1.470996522e-01,7.917865599e+01,8.134060853e+01,7.759262563e+01,1.404924774e+01,9.774346253e+01,1.143872201e+01,9.095343116e+01,4.110758124e+01,2.167495549e+01,1.160492315e+01,7.626357026e+01,2.781769000e+01,2.689328288e+00,8.729247996e+01,7.603007773e+01,9.776630400e+01,4.322188261e+01,9.545443519e+01,5.293247985e+01,1.640180816e+01,3.460614476e+01,7.720670026e+01,9.731485988e+01,2.966943235e+01,8.632693633e+01,9.050156311e+01,6.974785423e+01,3.390884364e+01,8.429339799e+01,1.607079086e+01,8.370509481e+01,7.046268366e+01,5.479813266e+01,8.253804407e+01,8.167099016e+01,2.766920585e+01,3.862703229e+01,1.268469253e+01,4.192726138e+00,1.024315952e+01,2.478542578e+01,9.059029095e+00,7.979157580e+01,7.935374908e+00,8.627176879e+01,9.838867103e+01,5.212358467e+01,6.165300347e+01,4.700272822e+01,2.459562055e+01,4.930101151e+01,2.851599332e+01,1.787947365e+01,9.057461642e+01
8.117241393e+00,5.067773013e+01,6.014571432e+01,7.976138457e+01,9.613219930e+01,3.779267955e+01,1.025598906e+01,9.253973815e+01,5.478616488e+01,9.539441128e+01,5.620421027e+01,7.415296885e+01,5.227419022e+01,8.485275905e+01,2.518786086e+01,4.011472865e+01,9.826211265e+01,7.045080882e+01,2.413053360e+01,1.961724038e+01,9.051274905e+01,9.192444904e+01,6.892889188e+01,5.158156246e+01,7.448992503e+00,9.151738632e+01,5.981393682e+01,9.982333362e+01,2.863815572e+01,8.161330283e+01,4.176655346e+01,1.351645881e+01,7.250616638e+01,3.291930970e+01,9.591720542e+01,3.406531848e+01,5.213690520e+01,6.365998765e+01,5.880342102e+01,2.770554954e+01,6.993753542e+01,8.579193404e+01,2.376068304e+01,3.466671464e+01,7.952728763e+01,2.288248150e+01,7.436613460e+01,4.055976013e+01,7.611044422e+01,6.480557775e+01,7.490548504e+01,8.901163919e+01,1.816987224e+01,5.916637915e+01,4.892544512e+01,6.922196106e+01,5.649767700e+00,9.682566444e+01,6.029083218e+01,8.203360734e+01,5.885724474e+01,2.436279220e+01,5.746756339e+01,7.995457616e+01,6.222135563e+01,3.559793444e+01,1.671159449e+01,8.100384513e+01,2.661484283e+01,1.250563474e+01,1.081401753e+01,3.917576304e+01,4.131229484e+01,4.729748490e+01,7.467229628e+00,6.506434946e+01,9.174828102e+01,6.350248251e+01,4.195815498e+00,3.135904727e+01,1.666263497e+01,5.828863054e+01,4.651996460e-01
7.349762988e+01,5.749657087e+01,4.231567083e+01,6.491701197e+01,9.345347484e+01,1.238267040e+01,9.412782946e+01,1.519306582e+01,7.846346271e+01,8.675511724e+01,9.706289361e+01,4.447212134e+00,6.045033117e+01,1.767007894e+01,1.819408480e+01,7.588019949e+01,5.533676685e+01,3.648786703e+01,3.044073587e+01,2.434764979e+01,3.390719932e+01,6.484762404e+00,9.871309216e+01,2.174015797e+00,5.091148297e+01,1.001052765e+01,4.686939279e+01,9.232313565e+00,6.050284299e+01,3.304740740e+01,6.133258160e+00,8.613225081e+01,9.647889074e+01,8.412711402e+01,2.989858541e+00,8.253456870e+01,9.956026370e+00,7.106852801e+01,5.864001213e+00,8.571270033e+00,4.694109502e+01,1.855412015e+01,6.322297040e+01,6.867432768e+01,4.324746518e+01,4.918312301e+01,3.454135387e+01,1.399857414e+01,7.299111760e+01,2.312525782e+01,1.291238439e+01,7.009892938e+01,8.752743204e+01,1.946961768e+01,3.666553378e+01,3.769984013e+00,4.635525735e+01,6.518279183e+01,7.240694379e+01,3.392989552e+01,9.548977346e+01,7.080989672e+01,9.876739127e+01,4.700955519e+01,1.040432925e+01,8.800323284e+00,6.917833853e+01,3.067342459e+01,4.195110712e+01,4.205818282e+01,3.795757705e+01,4.358547002e+01,5.164470035e+01,1.442467709e+01,5.625695145e+01,8.989196976e+01,8.417166620e+01,2.670324257e+01,7.711430039e+01,1.724194880e+01,6.948997211e+01,8.702209022e+01,8.525098437e+00
1.746159603e+01,7.631606989e+01,8.946829873e+01,8.769674937e+01,1.772230213e+01,1.661833265e+01,7.307186432e+01,4.943311928e+01,3.291842588e+01,9.327367110e+01,8.548797821e+01,8.233998850e+00,1.232409935e+01,2.410711775e+00,2.543112710e+01,1.194214887e+01,7.850738195e+01,8.840897311e+01,8.180874927e+01,9.167258502e+01,6.086971945e+01,3.820452341e+01,8.211862924e+01,2.653381222e+01,5.509435234e+01,4.819144352e+01,3.359800965e+01,1.917017899e+01,7.744818735e+01,7.818569910e+01,9.848855056e+01,2.124633938e+01,5.617210121e+01,1.294926168e+01,7.434556709e+01,9.996514218e+01,5.939299354e+01,2.685015639e+01,3.187564317e+01,4.155609796e+01,9.193910053e+01,6.979709327e+01,2.020852680e+01,4.862244597e+00,5.753711043e+01,3.947943457e+01,4.034661038e+01,7.936275023e+01,6.355446320e+00,3.997859640e+01,8.353503625e+01,9.679395870e+00,6.852034356e+01,5.508774566e+00,7.250259459e+01,4.483571888e+01,5.073028572e+01,7.410302652e+01,7.019413740e+01,9.028326658e+01,5.334570242e+01,8.436895453e+01,6.003457415e+00,4.025065619e+00,8.167431154e+01,5.058447956e+00,2.437353847e+01,4.734337555e+01,6.777167609e+01,1.618452108e+01,2.220321319e+01,8.876729679e+01,2.861559561e+01,2.109861759e+01,9.430640214e+01,4.193257520e+01,7.381785224e+01,8.064465550e+00,1.759570506e+01,9.900429336e+01,9.568184030e+01,1.763049520e+01,1.697606734e+01
9.710363912e+01,2.354086540e+01,8.483516835e+01,3.813655504e+01,5.051238130e+01,2.307955499e+01,5.153498395e+01,1.749844010e+01,3.562295446e+01,8.375986065e+01,6.405294347e+01,9.189119151e+01,5.807030646e+01,9.057120569e+01,5.495018559e+01,2.739983783e+01,6.068634078e+01,3.396574692e+01,7.417865107e+01,8.896314866e+01,8.737880186e+01,5.246724515e+00,5.862736109e+01,4.520469332e+01,6.494608089e+01,8.060840163e+00,1.336661233e+01,2.929977696e+00,7.984745728e+01,7.551661243e+01,5.615234493e+00,3.978479392e+01,7.133921676e+01,3.998197059e+00,1.051461081e+01,7.489532467e+01,4.960886359e+01,7.362951107e+01,1.976556577e+01,2.633876775e+01,2.681722840e-01,6.030607492e+01,6.200024010e+01,5.682153065e+00,3.074875439e+01,1.346119080e+00,9.325367117e+01,5.023740613e+01,4.936062531e+00,3.730574462e+01,2.476908537e+01,6.811284715e+01,9.875452927e+01,7.336154884e+01,1.280684786e+01,1.965153684e+01,5.182321546e+01,4.589842380e+01,2.951344189e+01,6.179556613e+01,4.658451083e+01,1.399459822e+00,4.635460221e+01,5.749926048e+01,2.211007708e+01,4.439759374e+01,6.589051541e+01,5.736720730e+00,4.320957663e+01,4.507631091e+01,4.886071127e+01,8.754353075e+01,9.935947896e+01,4.807743217e+00,5.478980202e+01,8.363772532e+01,1.836179649e+01,5.403059171e+01,3.687363308e+01,4.214529865e+00,3.888147883e+01,2.475932323e+01,5.010246085e+01
6.519518473e+00,9.713520451e+01,2.527236266e+01,3.897117818e+01,7.988014973e+01,3.018128677e+01,3.306754492e+01,5.257257501e+01,4.919487691e+01,3.507015882e+01,4.588703882e+01,2.061204354e+01,3.991662736e+01,7.578986822e+01,1.029482581e+01,9.836230885e+01,1.786314650e+01,2.760721628e+00,4.527302620e+01,8.914103948e+01,9.523601193e+01,5.874156865e+00,5.766475516e+01,2.838389054e+01,6.010692677e+01,8.157001488e+01,6.220980355e+01,4.653351494e+01,1.944810092e+01,1.437550873e+01,7.375915291e+01,1.726990464e+00,4.168347902e+01,3.372937683e+01,4.917622393e+01,6.014948356e+01,3.116876449e+01,5.581687967e+01,3.359403048e+01,6.852016900e+01,9.202053761e+01,1.753145536e+01,6.010486764e+01,8.602568736e+01,5.170415539e+01,5.690377094e+01,7.660359889e+01,1.054063032e+01,2.210150379e+01,1.461495243e+01,6.318331407e+01,6.955871803e+01,1.191119231e+01,5.211631045e+00,6.447973503e+01,1.742774983e+01,8.738136468e+01,7.608150238e+01,1.592160380e+01,9.251186854e+01,2.768462353e+01,8.961512647e+01,3.436171659e+01,3.933424228e+01,4.817511939e+01,8.004478590e+01,6.571522548e+01,2.831817981e+01,7.202546106e+01,9.015105547e+01,7.663606009e+01,2.258936326e+01,7.360345681e+01,9.641921339e+01,8.505323691e+01,1.762594513e+01,1.112656654e+01,3.656285389e+01,5.344838082e+01,9.736550457e+01,1.893772709e+00,9.745547284e+01,6.309755591e+01
7.391366445e+00,8.622547576e+01,3.879097514e+01,1.493245891e+01,6.314674311e+01,9.769414950e+01,6.512509506e+01,8.775461067e+01,1.015070035e+01,4.697783107e+01,5.181509583e+01,6.147889722e+00,9.051235797e+01,7.228259700e+01,7.184346242e+01,3.160764910e+01,4.193181621e+01,8.615274806e+01,7.827899368e+01,6.483805851e+01,5.226580143e+01,2.784445461e+00,5.341820701e+01,5.542390995e+01,9.104127044e+01,9.950667255e+01,1.516472811e+01,8.847260811e+01,7.702498870e+00,2.863817390e+01,3.400174794e+01,6.086704380e+01,6.012680999e+01,2.127216407e+01,2.866893575e+01,1.242972184e+01,4.839100928e+01,6.229811979e+01,3.449690358e+01,8.929068003e+01,1.329068799e+01,8.336784069e+01,1.053056847e+00,8.476355767e+01,6.604680402e+01,5.415120700e+01,2.407368666e+01,3.922278808e+01,2.839455415e+01,3.838463385e+01,8.713149520e+01,4.027436999e+01,3.967239701e+01,6.254602169e+01,6.858379927e+01,4.806958047e+01,3.513834512e+01,3.521820979e+01,5.489451515e+01,4.937004347e+00,8.700845228e+01,9.099439565e+01,6.630837712e+01,5.949120885e+01,8.822288243e+01,9.201618377e+01,8.217187024e+01,4.172118892e+01,5.959805906e+01,1.709705597e+01,3.149468132e+01,1.487350531e+01,2.053084916e+01,7.130063215e+01,6.022619187e+01,3.340716287e+01,2.836501204e+01,3.621183553e+01,9.261900348e+01,1.285809057e+01,2.317223751e+01,5.021300177e+01,5.493934073e+01
1.439681386e+01,5.365401062e+01,2.735495983e+01,5.043215401e+01,6.280169575e+01,5.225491737e+01,2.840945568e+01,7.069724445e+01,2.393821371e+01,5.151010709e+01,6.601153910e+01,9.715102446e+00,8.501565875e+01,3.733744106e+01,9.038154942e+01,4.817184149e+01,7.540886337e+01,8.964398891e+01,5.720119080e+01,9.698269603e+01,6.902841635e+01,2.723269778e+01,5.045810288e+01,1.849749653e+01,4.242353137e+01,1.859955592e+01,9.173264329e+01,9.727563081e+01,4.188226393e+01,4.445537976e+01,8.490750247e+01,5.896481152e+01,4.293197579e+01,8.710734210e+01,4.235864072e+00,6.658051866e+01,8.352814971e+01,9.194440462e+01,5.212284667e+01,1.880645253e+01,6.021058631e+01,4.681798772e+01,8.875974438e+01,8.674925308e+01,7.904934234e+01,2.905173134e+01,7.284048596e+01,1.917476537e+01,8.920293709e+01,1.255332867e+01,6.335469451e+01,3.007408190e+01,7.105564205e+01,8.816490201e-01,1.512827873e+01,1.830159153e+01,8.276928499e+01,1.065671605e+01,4.162897529e+01,5.699651330e+01,4.506468388e+01,4.414059994e+01,3.244654716e+00,7.042618372e+00,1.216417595e+01,9.435999837e+01,4.998906219e+01,2.547134788e+01,1.672109394e+01,6.063977102e+01,5.739264296e+01,2.598923834e+01,4.351261687e+01,1.888849316e+01,2.774438000e+01,9.761978416e+01,9.902301079e+01,4.308642783e+01,5.911423395e+01,1.547741134e+01,8.510334031e+01,2.926122682e+01,7.347090162e+01
3.717639363e+01,6.049993352e+01,5.964238720e+01,5.140763419e+01,2.502659377e+01,5.616460912e+01,7.137796542e+01,4.398390040e+01,5.065998391e+01,6.276134951e+01,5.872079434e+01,9.675436485e+01,1.793423075e+01,6.994440406e+01,9.374179909e+01,6.849758059e+00,6.826290042e+01,3.115374396e+00,4.702184375e+00,7.635636214e+01,1.531623875e+01,1.884953604e+00,7.509134056e+01,2.229076886e+01,3.553139819e+01,2.157932087e+01,9.207642064e+01,6.091127213e+01,1.699896905e+00,2.790605065e+01,2.862626161e+01,3.906575088e+01,9.971893097e+01,9.663874943e+01,8.260543706e+01,7.731234169e+01,9.876164135e+01,6.816936567e+00,8.198528210e+01,5.152607537e+01,6.071984448e+01,8.513173575e+01,3.792289094e+01,4.313912027e+01,4.013442040e+01,5.723167073e+01,9.352193760e+00,9.088324135e+01,1.409937427e+01,2.271609340e+01,1.307974807e+01,7.751464230e+01,8.541612622e+01,3.455319961e+01,8.931597759e+01,7.742503987e+01,1.734814701e+01,8.869673247e+01,1.038390953e+01,4.301483387e+01,3.487901868e+01,1.144882856e+01,1.323264445e+01,5.140504639e+00,5.384176403e+01,1.161909761e+01,9.976942621e+01,5.303571162e+01,2.290333266e+01,6.447863541e+01,1.267979822e+01,4.145373196e+01,2.484742862e+01,1.124367549e+01,3.546593902e+01,9.249947115e+01,9.808442717e+01,3.882400034e+01,3.778904832e+01,4.632931211e+01,5.508945969e+01,7.948629877e+01,6.920844312e+00
