v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95
5.835917607e+00,1.765502443e+01,2.762923794e+01,2.018203078e+01,5.339693535e+01,6.290764153e+01,9.975591746e+01,3.006763793e+01,1.377047082e+01,1.240257002e+01,3.451309119e+01,1.084077724e+01,1.948216382e+01,6.857650833e+01,9.131019595e+01,5.599682757e+01,7.803393966e+01,7.715027158e+00,7.301801897e+01,2.272977308e+01,1.363102297e+01,4.025891100e+01,7.607518053e+01,2.091597939e+01,7.077283699e+01,3.416061237e+00,6.497698676e+00,5.297468008e+01,1.989704274e+01,7.371877158e+01,3.104974214e+01,5.310671601e+00,8.097950450e+01,2.338981082e+01,3.400275892e+01,2.826466329e+01,8.429406034e+01,6.448772180e+01,6.207363144e+01,7.943396350e+01,9.054539775e+01,3.273658241e+01,1.524025499e+01,7.056653396e+01,5.217523215e+01,3.717469790e+00,9.262590161e+01,9.457503353e+00,3.229813925e+01,6.225293796e+00,4.447815468e+01,9.112340651e+00,9.604508901e+01,3.610160695e+01,4.692277367e+01,3.595891394e+00,3.658631432e+01,1.851475646e+00,1.510758866e+01,9.728860880e+01,7.766108948e+01,3.542228819e+01,9.089315503e+00,9.071858957e+01,5.817961429e+01,8.181636276e+00,6.759276498e+01,6.136525408e+01,7.868414503e+01,8.190692370e+01,1.751510840e+01,9.553712383e+01,9.207766071e+01,7.242139036e+01,6.886223352e+01,8.480114397e+01,8.999575643e+01,1.894261266e+01,1.694649662e+00,2.766134309e+00,8.134407605e+01,4.350358194e+01,7.570067260e+01,4.891125439e+01,9.370460291e+01,9.016193963e+01,4.674441599e+00,6.285684667e+01,4.592041391e+01,7.163216012e+01,6.292065837e+01,1.160824655e+01,6.127354983e+01,1.111022445e+01,4.712225754e+01
1.993583439e+01,9.280616994e+01,1.111103542e+01,2.976004578e+01,9.811592274e+01,1.926077685e+01,4.848454951e+01,7.200663899e+01,1.335881982e+01,5.129447786e+01,6.563252801e+01,7.859046795e+01,9.994738803e+01,1.519599050e+01,4.660365772e+01,7.354594949e+01,9.453503757e+01,1.934333624e+01,9.758192223e+01,3.518936015e+01,4.062163885e+01,2.791209684e+01,9.171243992e+01,8.703837294e-01,5.877486243e+01,6.728537982e+01,3.275957915e+01,3.384214131e+01,5.973697540e+01,1.308778547e+00,3.536608599e+00,2.601006099e+01,2.791932371e+01,9.312916302e+01,5.451939615e+01,5.817439568e+01,2.331537222e+01,4.231351670e+01,4.467966835e+01,1.587789101e+01,7.137056058e+01,4.597056801e+01,7.708279912e+01,1.490586928e+01,1.914786773e+01,2.521985034e+01,6.699782920e+01,5.493555534e+01,7.432773423e+01,8.807759875e+01,2.678914048e+01,6.397626026e+01,8.498760983e+01,5.891506796e+00,4.034839737e+01,9.284619366e+01,8.938991957e+01,3.335285110e+01,1.692135817e+01,4.298999315e+01,4.514069469e+01,9.011160446e+01,6.724427903e+01,8.936019223e+01,8.138244633e+01,5.738187548e+01,2.127527299e+01,4.506580438e+01,9.635071491e+01,1.635018873e+01,8.372224778e+00,3.950140861e+01,6.536337153e+01,7.718322950e-02,6.871790395e+01,7.172922550e+00,8.426035777e+01,6.833501654e+01,6.844563543e+01,7.780568197e+01,2.997332678e+01,6.830665705e+01,3.469096991e+01,2.895488771e+00,2.203386726e+01,4.760079551e+01,4.742230983e+01,5.080574643e+01,9.983246794e+01,8.940036117e+01,9.314615875e+01,2.318759235e+01,9.476849240e-01,6.542493717e+01,1.740908026e+01
4.620284572e+01,5.839649867e+01,8.358371354e+01,9.105458755e+01,7.338364009e+01,6.743512554e+01,9.997767256e+01,7.589385687e+00,5.689004734e+01,3.510027547e+01,1.234394433e+01,6.844637040e+01,4.180741570e+01,9.373615404e+01,4.376363108e+01,7.375493532e+01,7.888491158e+01,6.264887149e+01,5.367147689e+01,7.731533164e+01,2.311643145e+01,1.862016862e+00,4.823447798e+01,8.720294987e+01,3.330019599e+01,4.804632908e+01,2.338469607e+01,1.186638708e+00,4.876825939e+01,4.081760864e+01,7.055780603e+01,3.104057498e+01,4.983102084e+01,4.391076039e+01,4.548346331e+01,9.804293598e+01,2.597267419e+01,2.980551197e+01,5.256254998e+01,4.740244580e+01,4.225679302e+01,2.805837453e+01,9.666176383e+01,6.211276520e+00,8.466173850e+01,5.616552329e+01,1.692908489e+01,5.586931774e+01,1.303882326e+01,6.163683740e+01,2.692766855e+01,5.506757206e+01,7.570238960e+01,9.337140288e+01,6.724594223e+01,2.101556128e+01,2.609687118e+01,9.183013473e+01,8.547260887e+01,3.962129533e+01,9.416197715e+01,5.310138838e+00,2.080012330e+01,5.607428247e+01,7.005592602e+01,3.412908896e+01,7.405692591e+01,4.920013992e+01,5.024702296e+01,2.684303927e+01,9.696131649e+01,3.690262598e+01,2.962669050e+01,1.878348026e+01,9.116730028e+01,4.391510385e+01,2.866983509e+01,1.393600130e+01,1.656190962e+01,6.373904002e+01,6.538964759e+01,8.426316336e+01,5.932424690e+00,9.491556255e+01,2.727486513e+01,3.331370387e+01,8.414644645e+01,8.477739217e+01,8.403957962e+01,5.354925644e+01,2.934255070e+01,7.218536819e+01,9.452829954e+01,1.245256872e+01,9.801794049e+01
4.808406950e+01,1.255189812e+01,1.959716782e+01,5.133894899e+01,1.921921663e+01,5.949530800e+00,1.904200600e+01,5.086165254e+01,5.666602791e+01,1.625242106e+01,2.592308848e+01,6.514622682e+00,6.728645396e+01,3.004915636e+01,3.410499298e+01,3.233887111e+01,2.095048494e+01,7.755041719e+01,3.095245029e+01,6.157552999e+01,1.695592790e+01,1.637457606e+00,4.884679076e+01,7.749806907e+01,4.848519330e+01,6.597860189e+01,4.883954038e+01,6.200925507e+01,2.345562291e+01,9.112424720e+01,7.764850375e+01,7.066184656e-01,6.517620577e+01,1.679210095e+01,5.137292497e+00,3.724265658e+01,8.006279653e+01,3.748853800e+00,7.145759365e+01,4.526521366e+01,1.539071224e+01,1.057817354e+01,4.028441725e+01,2.832806405e+00,8.700002309e+00,2.416102006e+01,3.041431629e+00,5.144724185e+01,1.782578569e+01,4.581005801e+01,4.247673821e+01,3.735833297e+01,2.708160777e+01,7.198209566e+01,2.721484071e+01,2.726295051e+01,5.996249840e+01,7.113926436e+01,4.040311914e+01,6.616478641e+01,4.151043969e+01,3.470142148e+00,6.324790155e+01,9.217886850e+01,7.163841450e+01,1.056708301e+01,9.574533624e+01,2.267030176e+01,9.957531499e+01,7.388012122e+01,6.582599886e+01,3.927076759e+01,8.750939180e+00,5.761658078e+01,2.611376714e+01,1.581812404e+01,8.780642275e+01,3.583518213e+00,9.433687674e+01,7.950209095e+01,7.141464266e+01,3.785127606e+01,2.250614677e+01,1.278631871e+01,6.595443882e+01,2.608568655e+01,5.489021092e+01,3.225283202e+01,7.119025630e+01,7.982377246e+00,6.659496985e+01,5.583770410e+01,2.377626437e+01,4.496933436e+01,6.708287863e+01
9.210669662e+01,6.222760543e+01,7.858749448e+01,3.130806137e+01,8.893001606e+01,9.788236881e+01,4.328929515e+01,2.117451531e+01,6.973685884e+01,3.436000885e+01,4.492368268e+01,4.911356132e+01,8.693709307e+01,2.611833100e+01,8.564941291e+01,8.476068476e+01,2.580083603e+01,1.275234024e+01,9.739370956e+01,5.050755482e+01,7.572971569e+01,8.183461417e+01,5.446238243e+01,5.048044658e+01,4.141019252e+01,9.246122070e+01,7.415422931e+01,2.395288085e+01,3.930436920e+01,1.281634231e+01,9.003927064e+01,7.016748814e+01,2.177438683e+01,1.524973633e+01,8.998413431e+01,5.632707565e+01,8.054835313e+01,7.538645534e+01,8.518558357e+01,2.602109430e+01,8.228752275e+01,1.891778411e+01,2.079408907e+01,8.626803487e+01,8.863008583e+01,6.566464335e+01,3.950533900e+01,9.280596685e+01,4.392498420e+01,1.691000333e+01,9.677989772e+01,7.850690181e+01,2.809117862e+01,2.732434408e+01,8.432105653e+01,7.378672700e+01,1.477402310e+01,9.273442962e+01,7.566733154e+01,3.719463751e+01,1.036538639e+00,4.259541895e+01,8.397282856e+01,5.517931887e+01,7.866949282e+00,1.895104018e+01,9.971984229e+01,7.757872019e+01,2.077477099e+01,9.746212046e+01,4.827031597e+01,8.671640935e+01,6.299845981e+01,9.577959173e+01,5.038495799e+01,1.366969614e+01,6.630965346e+01,5.755230147e+01,3.295390532e+01,1.661026406e+01,1.872093737e+00,3.055867219e+01,9.097833735e+01,5.887197246e+00,7.722600828e+01,4.870960428e+01,7.352745969e+01,4.231785990e+01,9.062897306e+01,1.117539710e+01,2.319096163e+01,9.929409301e+01,8.594519166e+01,8.901575347e+01,7.230239464e+01
8.834056771e+01,7.260279096e+01,5.494645018e+01,8.101742151e+01,9.423061228e+00,5.050931826e+01,8.886674437e+01,7.351163998e+01,7.437826468e+01,4.518238954e+01,2.970610047e+01,9.005080454e+01,9.689873028e+01,1.228490745e+01,9.123511302e+01,8.627820068e+01,3.230061379e+01,7.560017881e+01,9.321953553e+01,9.976540684e+01,3.504737070e-01,9.124004418e+01,8.302548843e+01,3.045898962e+01,9.858823254e+01,6.599607954e+00,3.268810068e+01,3.377008487e+00,9.115043665e+01,3.061895233e+01,8.896415682e+01,3.797628974e+01,7.868678435e+01,1.664091486e+01,1.848131989e+01,1.849836216e+00,4.548505210e+01,9.219228888e+01,9.147687628e+01,2.262282749e+01,3.627084810e+01,4.675124222e+01,3.288955899e+01,9.639686763e+00,9.603221543e+01,7.183931968e+01,8.459844239e+01,3.921456579e+01,6.018424817e+01,2.147325429e+01,2.828042477e+01,5.588062722e+01,8.798699583e+01,5.115326135e+01,3.686892340e+01,2.481492536e+01,1.766877353e+01,6.840096284e+01,4.614496005e+00,2.624101097e+01,3.412953106e+00,2.065991290e+01,9.688877091e+00,7.096214785e+01,1.270322257e+01,4.411541562e+00,8.150037653e+01,3.786111219e+01,6.704287288e+01,1.739820688e+01,3.005514905e+01,9.584970290e+01,8.660929184e+01,4.943815007e+01,8.111789872e+01,4.121654572e-01,6.948312436e+01,1.378401253e+01,1.932188223e+01,6.385749899e+01,7.474705910e+01,6.811221954e+01,8.090773569e-01,5.982390392e+01,3.608052797e+01,4.189231578e+01,1.708449808e+00,2.468293136e+01,2.742297477e+01,7.017922124e+01,2.302526994e+01,2.320043835e+01,9.918017156e+00,6.113910617e+01,2.565606499e+01
8.042014953e+01,3.680048766e+01,2.415790404e+01,1.507277631e+01,1.471194813e+01,3.515670176e+01,9.707824391e+01,9.803427835e+01,8.233825361e+01,3.029165750e+01,6.626293902e+01,2.766492214e+01,4.677438744e+01,9.982670758e+01,2.452713293e+01,2.403833775e+01,4.011302007e+01,7.742631592e+01,6.925942267e+01,6.252020406e+01,3.968118376e+01,6.004770272e+01,9.052312903e+01,5.095270740e+01,9.104019073e+01,9.718845609e+01,4.912049462e+01,7.203906947e+01,1.712728699e+01,7.920265722e+01,3.889291451e+01,1.524232521e+01,3.863070819e+01,9.435980155e+01,1.083732859e+01,8.891720198e+01,4.467979005e+01,5.726913349e+01,5.272179538e+01,9.691949497e-01,8.326743492e+01,1.001502779e+01,4.560572013e+01,9.267692837e+01,2.721703526e+01,6.719019600e+01,5.961835872e+01,8.388891266e+01,9.204394581e+01,3.867854134e+01,6.974204748e+01,7.483707529e-01,7.158633070e+01,1.667455244e+01,8.292493204e+01,5.205577651e+01,8.575272302e+01,4.106152772e+00,8.552865982e+01,8.919056626e+01,9.614276018e+01,1.168080252e+01,7.906227694e+01,3.763089735e+01,3.468691036e+01,5.289710035e+01,5.580190528e+01,5.015860525e+01,4.413892602e+01,5.661762548e+01,7.011659973e+01,3.059779412e+01,1.109094742e+01,5.202663934e+01,7.994883650e+01,5.610731488e+01,3.052349436e+01,2.524507629e+01,3.889977887e+00,8.500643064e+01,8.953395737e+01,4.188205543e+00,3.692202090e+01,5.950206638e+01,1.517410434e+01,5.037567394e+01,6.129018127e+01,3.439598260e+01,3.505157653e+01,1.781484526e+01,4.072143826e-01,5.181347896e+01,2.041835183e+01,7.987531161e+01,8.106290136e+01
3.481254401e+01,9.661344350e+00,6.544885927e+01,1.677548158e+01,3.967662117e+01,2.638064071e+01,7.437541788e+01,3.539033801e+01,9.592447700e+01,1.284152499e+01,5.388722155e+01,5.979970298e+01,9.902585758e+01,1.516633160e+00,1.594686095e+01,1.090688507e+01,8.911128085e+01,5.385448981e+01,5.087448994e+01,4.873799030e+01,9.422792104e+00,7.772115260e+01,6.466370473e+01,5.205866664e+01,8.481935952e+00,1.844625320e+01,1.062746582e+01,4.526170864e+01,6.863400502e+01,5.772485009e+01,6.926005037e+01,2.432288602e+01,3.394170640e+01,3.075010424e+01,4.244503777e+01,2.751770452e+01,7.015156285e+01,4.520224362e+01,8.086167456e+01,8.889735261e+00,5.972061449e+01,5.217938038e+01,6.932533137e+01,7.272893246e+01,9.450023576e+01,8.391361321e+01,7.248060479e+01,7.189989461e+01,7.683933046e+01,2.613437503e+01,1.340230224e+00,9.119082021e+01,1.019678944e+01,7.053313394e+01,5.969473517e+01,5.376977038e+01,8.318123144e+01,1.105527771e+01,7.484571078e+01,5.725164134e+00,8.475852450e+01,5.109205934e+00,2.941408441e+01,8.745450159e+01,5.567050045e+01,9.042655383e+01,9.304224182e+01,7.761758186e+01,9.210093777e+01,2.971878611e+01,8.063986743e+01,2.998688461e+01,8.585887390e+01,6.496421363e+01,3.172822289e+01,9.334432622e+01,1.387041152e+01,2.412311992e+01,6.126525238e+01,4.584249676e+01,6.484531882e+00,5.003829095e+01,3.657910091e+01,8.962636295e+01,8.464961073e+01,9.676753523e+01,3.884867401e+01,6.573715799e+01,2.079031968e+01,5.035118557e+01,3.789883743e+01,3.359645496e+01,6.843926787e+01,7.352684583e+01,6.997128547e+01
8.514693914e+01,4.625734226e+01,5.568352366e+01,3.502064751e+01,7.207384875e+01,8.528295308e+01,5.469446027e+01,4.389153618e+01,6.839322285e+01,9.991941987e+01,5.992031747e+01,6.498188288e+01,8.600697555e+01,9.639097039e+01,7.595489151e+01,2.449574029e+01,8.616877730e+01,3.840693871e+01,6.276371465e+01,1.628518561e+01,1.756088924e+01,4.609195620e+01,3.595473022e+01,6.691943006e+01,5.478900418e+01,7.282564682e+01,8.214284309e+01,2.343540394e+01,2.217853892e+01,2.868083833e+01,5.865016297e+01,3.782499458e+01,2.333562946e+01,2.998103133e+01,6.933961348e+01,7.390670552e+01,8.756969139e+01,6.469608126e+01,4.911432050e+01,8.638783258e+01,7.486335900e+01,4.697873979e+01,2.606991260e+01,5.034054962e+01,3.865548288e+01,6.317661204e+01,2.521458099e+01,2.725521107e+01,7.859383222e+01,6.893581605e+01,3.977695603e+01,4.840230769e+01,8.595039489e+01,9.187320885e-01,1.059192878e+01,6.356916246e+01,5.379748544e+01,8.771148102e+01,8.045091015e+01,1.393878738e+01,8.006420587e+01,6.145266376e+01,3.713280304e+01,3.423180527e+01,8.905995573e+01,7.559668702e+01,6.195704391e+01,9.644931865e+01,7.383518204e+01,1.041664088e+01,3.019576949e+01,7.401946660e+01,7.095590778e+01,6.694280657e+01,9.925091656e+01,6.248485075e+00,1.695853871e+01,2.666017910e+01,5.029398019e+01,8.953058046e+01,1.433251503e+01,9.565148175e+01,8.902641173e+00,9.274371870e+01,9.335861206e+00,9.599897646e+00,1.383667485e+01,1.946355814e+01,2.710953514e+00,5.826122867e+01,2.252296037e+01,9.786674839e+01,6.603334235e+01,5.762996649e+01,5.528200588e+01
2.139543538e+01,2.796034254e+01,5.160995534e+01,7.626030350e+00,8.078869262e+01,6.141364829e+01,5.627888253e+01,3.210070328e+01,2.060046516e+01,9.053933258e+01,7.569805484e+01,2.894238315e+01,5.307948521e+01,2.718633178e+01,5.169521536e+01,9.915620304e+01,6.645523609e+01,5.881695825e+01,3.380867602e+01,2.632067199e+01,9.423078422e+01,9.960778416e+00,8.355475352e+00,2.199051150e+01,3.066127067e+01,6.301372876e+01,5.274921309e+01,8.764803432e+01,1.198123934e+01,6.819591862e+01,7.107030890e+01,1.158850039e+01,8.289443433e+01,5.651309354e+01,2.709111676e+01,1.169099005e+01,3.006713083e+01,9.310857283e+01,9.857673056e+01,8.236539511e+01,3.238736118e+01,9.568698779e+01,6.381601131e+01,3.296618007e+01,2.978650615e+01,9.863834044e+01,3.678304985e+01,6.333914372e+01,1.631648153e+01,3.701948045e+01,2.431456333e+01,5.834413574e+01,5.573183648e+01,2.516698621e+01,8.375951241e+01,4.501931722e+01,9.047795911e+01,8.543422921e+01,2.070829540e+01,8.685669568e+01,7.390569000e+01,4.543371108e+01,4.740120149e+01,5.231405294e+01,4.547043987e+01,8.795906461e+01,8.789971197e+01,2.596548554e+01,3.464956407e+01,6.768157462e+01,1.864349298e+01,6.756576010e+01,5.602071708e+01,7.326432598e+01,9.149060681e+01,2.352531232e+01,7.960333417e+01,6.155727025e+01,5.612128176e+01,2.114459820e+01,4.762220124e+00,2.587892310e+01,5.868202227e+01,5.576339776e+00,1.219043981e+01,7.921542272e+01,3.526370834e+01,1.950392944e+01,4.228814295e+01,1.562767901e+01,3.309215951e+01,6.986069871e+01,7.509111939e+01,6.323128168e+01,7.852757273e+01
4.178563013e+01,7.763872843e+01,2.705896237e+01,2.529199821e+01,6.582087442e+01,9.675125646e+01,7.111999267e+00,3.761055014e+01,8.714489855e+01,1.479816912e+01,2.356074048e+01,7.665179474e+01,2.161459952e+01,8.598563226e+01,1.632941868e+01,5.680764407e+01,9.934860711e+01,6.658136740e+01,1.554813570e+01,4.812180249e+01,6.751424872e+01,6.746940154e+01,8.291344311e+00,8.103021716e+01,8.636644123e+01,9.651935800e+01,8.466930238e+01,3.167260113e+01,4.638130104e+01,3.415636773e+01,6.121934088e+00,1.486003973e+01,4.223351847e+01,7.782738546e+01,6.670476251e+00,7.929430635e+01,8.121931334e+01,4.655248347e-01,1.158282336e+01,3.172894707e+01,1.557217487e+01,4.230973287e+01,1.579801778e+01,9.120216784e+01,5.086244558e+01,4.694836026e+01,1.792301568e+01,6.577025373e+01,6.569214963e+01,9.312728102e+01,4.425014844e+01,9.705290136e+01,4.676256874e+01,8.845481670e+01,6.422708211e+01,2.813823542e+01,3.463972575e+01,3.638266797e+01,4.530209632e+01,9.803856153e+01,2.379966021e+00,2.576479827e+01,3.347300457e+01,7.704529428e+01,3.708704535e+01,6.753405354e+01,9.685894189e+00,3.331721506e+01,9.262620098e+01,7.267572153e+01,7.593768527e+01,5.455893323e+01,9.482103496e+01,8.146227133e+01,4.238032461e+01,8.260700630e+01,9.381091846e+00,1.196294693e+01,3.355112651e+01,1.108800365e-01,4.933827317e+01,9.580287682e+01,3.133770731e+01,6.196226916e+01,1.615611208e+01,9.470338491e+01,2.220170904e+00,8.139742560e+01,9.723806233e+01,2.187407970e+01,7.369421460e+01,9.655024637e-01,5.378917546e+00,4.639096438e+01,5.743229300e+01
9.684936217e+00,3.048703585e+01,4.576341187e+01,1.932549728e+01,5.847206416e+01,3.052312703e+01,4.868318261e+01,4.244270460e+01,3.830581040e+01,3.957967011e+01,2.768311460e+01,1.920999283e+01,4.842141358e-01,7.559306270e+00,8.037122832e+01,7.106764188e+01,4.235024043e+01,2.438364514e+01,8.054263030e+01,8.828807657e+01,3.592454318e+01,8.558334260e+00,7.121621933e+01,9.447192750e+01,9.413716276e+01,5.862172304e+01,2.292326538e+01,3.655729691e+01,6.358262306e+01,5.559219044e+01,4.012419866e+01,8.508821615e+01,2.738897189e+00,3.869908470e+01,8.520097647e+01,4.119470862e+01,6.184752195e+01,4.503311820e+00,7.014366627e+01,3.371581565e+01,5.072320575e+01,3.220270293e+00,2.922583887e+00,1.215106325e+01,2.131000452e+01,2.731513385e+01,7.712566616e+01,4.818662730e+01,9.617799339e+01,6.707447369e+01,7.341582175e+01,9.902878273e+01,9.433183824e+01,8.573031965e+01,7.481917906e+01,7.243858141e+00,1.506204042e+00,5.324947107e+01,9.080934504e+01,6.594875568e+01,8.128624759e+00,8.096015928e+01,8.657335429e+01,9.093624087e+01,2.845153846e+01,4.715292207e+00,3.651270031e+01,9.911994693e+00,4.055729570e+01,8.004572435e+01,6.648477795e+01,4.973801589e+00,7.975609100e+01,8.618581036e+01,9.637346987e+01,5.717878873e+01,3.456561262e+01,5.305434217e+01,5.993334306e+01,3.135075805e+01,5.459103253e+01,5.135645014e+01,8.257640279e+01,5.915725267e+01,2.334062955e+01,3.288745280e+01,3.311679568e+01,6.588854146e+01,7.847569110e+00,5.340471503e+01,7.402445673e+01,8.963864708e+01,5.266681462e+01,3.116795752e+01,1.361248703e+00
7.101006900e+01,4.319830348e+01,5.227245544e+01,4.681075603e+01,7.867460940e+01,2.864419420e+00,5.319374542e+01,4.661270175e+01,4.500628474e+01,8.510416577e+01,9.451356674e+01,4.624724999e+01,8.208943902e+01,7.865104506e+01,2.716184907e+00,5.174208896e+01,4.490072319e+01,1.424224273e+01,6.144307618e+01,5.305665469e+01,7.086223318e+01,8.028664856e+01,6.242241257e+01,6.409663206e+01,9.517635668e+01,6.233729434e+01,4.187613965e+01,9.355133781e+01,6.819296982e+01,3.528695568e+01,7.914035982e+01,4.205789498e+01,3.950607849e+01,2.708542937e+01,1.217706811e+01,1.235085559e+01,9.315615749e+01,7.979720237e-01,9.841979436e+01,4.429021140e+01,7.173931417e+01,6.793246596e+00,3.473353609e+01,1.225919078e+01,4.842227793e+01,1.892346763e+01,3.620774575e+01,5.104291015e+01,6.997627044e+00,1.042365402e+01,9.806283618e+01,9.021176126e+01,1.800316399e+01,8.034149730e+01,6.534796158e+01,6.494610896e+01,7.897997388e+01,8.429843650e+01,3.339711318e+01,2.267261935e+01,4.304933365e+01,5.264475153e+01,6.246942008e+01,6.395331505e+01,6.415176371e+01,8.273025987e+00,2.810308713e+01,8.295689403e+01,7.981820162e+01,5.424386519e+01,8.583068395e+01,6.909134768e+01,8.621545481e+00,5.271394386e+01,1.907155941e+01,2.113276152e+01,5.315524485e+00,5.531406735e+01,3.959932817e+01,6.220619676e+01,8.081085805e+00,2.622751085e+01,8.580371737e+00,7.828442405e+01,8.075252056e+01,1.561639393e+01,9.211230049e+01,7.840125901e+01,9.419262876e+01,7.846515881e+01,4.981227066e+01,5.244170968e+01,8.554909302e+01,3.447826350e+01,9.360259499e+01
4.335790249e+01,9.518298902e+01,8.180290187e+01,5.692920110e+01,6.295125144e+01,6.810383935e+01,7.718422246e+01,8.006629994e+01,7.968501811e+01,1.164289672e+01,1.742212399e+01,5.258013770e+01,4.373867007e+01,3.485611871e+01,7.235545038e+01,4.703007247e+01,7.437101116e+01,2.460342861e+00,6.933820841e+01,1.127370354e+01,6.837802230e+01,2.834995859e+01,7.494849766e+00,2.365167246e+00,7.089840566e-01,9.596810295e+01,1.802243910e+01,8.711881556e+01,1.726083506e+01,6.286755796e+01,1.105433943e+01,4.702048761e+01,4.193205317e+01,4.606134055e+01,5.486781361e+01,9.049877372e+01,4.894533221e+01,2.875455983e+01,1.573283329e+01,4.337576139e+01,1.507554231e+01,3.195667297e+01,3.561685369e+01,3.256580261e+01,7.748688890e+01,3.031210552e+01,2.603785223e+01,8.330052692e+01,6.795719163e+01,5.378064475e+01,3.541084246e+01,6.785351930e+01,2.539415062e+01,2.089585536e+01,8.151655371e+01,7.014087846e+00,8.103893770e+01,8.265395399e+01,4.339660792e+01,4.145395573e+01,9.560768858e+01,4.343082155e+01,9.887306382e+01,9.365469802e+01,1.365259473e+01,1.674129259e+01,2.249657028e+01,9.263698834e+01,8.948686929e+01,3.642166279e+01,6.550740002e+01,2.442045876e+01,1.871850533e+01,8.808986487e+01,5.089976028e+01,1.961893444e+01,7.687489937e+01,6.043493796e+01,1.214704752e+01,1.211634613e+01,2.314849563e+01,3.074850045e+01,8.331230785e+01,7.538198441e+01,5.594681371e+01,3.538969793e+01,2.873905853e+01,6.930478811e+01,4.017885647e+01,9.816217752e+01,3.354367435e+01,2.361897959e+00,9.499617800e+01,4.242822468e+01,7.835415910e+00
3.134696982e+01,3.063100283e+01,8.431012862e+01,1.927077497e+01,8.417066472e+01,9.730975028e+01,2.553038427e+01,9.935206343e+01,8.373570132e+01,9.859670410e+01,2.246273615e+01,2.036148306e+01,5.620575129e+01,9.756281551e+01,3.933236226e+01,3.817628719e+01,9.526611221e+01,6.381493438e+01,7.064499999e+01,6.527133807e+01,9.393260614e+01,3.896438859e+00,9.397147332e+01,9.708152538e+01,5.962403786e+01,1.654999136e+01,5.815079536e+00,7.854903709e+01,2.719810699e+01,7.647583843e+01,9.223943649e+01,1.932975093e+01,8.013495287e+01,9.715297372e+01,1.565183212e+01,3.523667784e+01,7.100511566e+01,3.586375681e+01,5.971242719e+01,7.370158317e+01,7.120362722e+01,9.464216458e+01,1.119577972e+01,4.296359790e+01,1.091514257e+01,5.260721726e+01,4.068332918e+01,4.680147966e+01,1.458973730e+01,8.310977627e+01,6.781009062e+01,7.938678424e+00,1.050276169e+01,1.490078860e+01,6.277387445e+00,3.307996407e+01,3.639213448e+01,1.332547655e+01,4.163362824e+01,1.769922273e+01,1.148718514e+01,9.148275407e+01,3.314724509e+01,2.520133477e+01,7.047343457e+01,1.186681543e+01,2.468831928e+01,7.497513433e+01,4.551453698e+01,1.849160366e+01,2.950935313e+01,2.086500845e+01,8.429336267e+00,8.847984445e-01,7.351008029e+01,7.185264094e+01,9.077485080e+01,3.301155065e+01,7.026811880e+01,8.866937063e+01,4.029610125e+01,4.849837711e+01,6.441651471e+01,9.938292724e+01,3.990750468e+01,6.116624793e+00,8.366297251e+01,8.441098432e+01,2.287460319e+01,3.464586234e+01,1.066944364e+01,4.849154123e+01,3.923816149e+01,2.957842910e+01,8.502449037e+01
6.919587941e+01,8.122464000e+01,2.494750662e+00,5.687215280e+01,5.341450791e+01,8.127727556e+01,1.889320076e+01,6.137904336e+01,7.296617773e+00,1.943543557e+01,4.873646706e+01,3.947312691e+01,6.529166964e+01,4.218350832e+01,7.776250170e+01,4.425732755e+01,5.570916340e+01,3.375894025e+01,4.014850621e+00,6.421254524e+01,6.697287442e+01,5.524895081e+01,3.350704594e+01,4.680862281e+01,1.875492798e+01,3.966066965e+01,3.343273784e+01,6.019840460e+01,1.361852877e+01,3.911838747e+01,3.796995851e+01,3.452894282e+01,5.292772569e+01,2.894785920e+01,4.667970874e+01,5.045066314e+01,4.873192915e+01,4.775828434e+01,8.068868146e+01,6.863153058e+01,9.083774232e+01,2.013982845e+01,2.411255205e+01,2.399627005e+01,2.222123318e+01,3.215653179e+01,7.226458188e+01,1.796346074e+01,5.048345926e+01,4.114704014e+01,4.666534392e+01,8.882319594e+01,3.742758695e+01,6.934391383e+01,8.360505710e+01,4.447276362e+01,8.995420285e+01,2.283903377e+00,1.155260374e+01,1.986754216e+01,9.228560634e+00,3.467055675e+01,7.318362176e+01,1.081304365e+01,6.743520228e+01,8.873019152e+01,7.878533169e+01,3.186245393e+01,5.336772185e+01,8.661457090e+01,5.142507292e+01,1.251960842e+01,3.021903738e+00,9.209539474e+01,7.348927705e+01,5.265089392e+01,7.635065325e+01,7.167637723e+01,4.246579281e-01,2.093347567e+00,7.917510731e+01,8.286872929e+01,8.709717419e+01,8.697204033e+01,6.540575577e+01,1.983059446e+01,7.945650982e+01,7.409911986e+01,3.644161372e+01,6.085694390e+00,5.320250137e+01,9.119782810e+01,1.837195505e+01,1.609762110e+01,6.609562715e+01
