v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77
8.230178325e+01,9.490165219e+01,6.682380333e+00,1.086093329e+01,1.922162375e+01,9.683709596e+00,9.495061044e+01,9.559104243e+01,9.161866318e+01,3.013617107e+01,9.274026941e+01,4.412251812e+01,9.314331129e+00,8.463104542e+00,7.357053177e+01,2.807438006e+01,4.973530553e+01,2.274685184e+01,1.138319997e+01,6.938259313e+01,1.385693305e+01,3.972179389e+01,6.166000147e+01,2.262154269e+01,5.976505888e+01,2.574143286e+01,1.501648966e+00,4.908069139e+01,2.767227621e+00,2.176612534e+01,4.894802908e+01,6.830631858e+01,2.281370061e+01,9.213514639e+01,1.451486612e+01,9.591132334e+01,7.626520881e+01,8.961455516e+01,3.052913913e+01,1.266466253e+01,8.916319302e+01,6.219935090e+01,4.857584580e+01,1.704123749e+01,1.787109272e+01,5.614111828e+01,7.289344544e+01,5.062297418e+01,8.695568661e+01,8.041798931e+01,3.977413382e+01,1.365281694e+01,2.982790117e+01,5.670395455e+01,4.281632049e+01,9.860940808e+01,5.093603572e+01,7.613768992e+01,1.682513839e+01,8.519540366e+01,5.721203735e+01,6.956347019e+01,3.045641322e+01,3.301453918e+00,9.714873813e+01,7.430968829e+01,8.038967033e+01,6.112162294e+01,7.278778163e+01,4.041208500e+01,8.012026300e+01,3.574776678e+01,6.996977931e+01,9.813827918e+01,9.574191479e+01,1.522234126e+01,4.488889216e+01
9.849890629e+01,8.330949947e+01,7.493314089e+00,7.080915188e+01,8.690410069e+01,8.203825271e+00,4.290206349e+01,9.464938012e+01,4.063569939e+01,7.666496596e+01,4.799229907e+01,7.464795081e+01,2.844335958e+01,8.249921647e+01,8.830138103e+01,1.742847694e+01,2.869558230e+00,2.284799127e+01,9.106065672e+01,1.970073289e-01,4.509167468e+01,6.165325932e+01,3.600331849e+01,9.580620116e+01,1.293935520e+01,5.312470757e+01,7.112920961e+01,1.857562526e+01,9.832770441e+01,4.901318136e+01,8.165334352e+01,8.996057212e+01,9.140994268e+01,9.368325949e+01,5.951036886e-01,2.787880886e+01,9.277632671e+01,8.759116804e+01,7.021213715e+01,3.036974946e+01,4.916651841e+01,2.921985435e+01,8.902645614e+01,3.340028224e+01,8.451102304e+01,9.194700004e+01,9.736293227e+01,4.035096818e+01,7.766246825e+01,4.739349294e+01,3.802595729e+01,4.887656390e+01,4.108386982e+01,3.437208087e+00,3.066997721e+01,5.748727423e+01,6.586737264e+01,7.480914668e+01,3.464585012e+01,1.471684624e+01,7.124736686e+01,3.242777761e+01,8.405931231e+01,5.912921042e+01,5.110387888e+01,1.816238386e+01,1.333407306e+01,8.526951944e+01,8.681939992e+01,6.471299351e+01,5.266317604e+01,9.970913006e+01,8.288098721e+01,6.953677022e+01,4.130159469e+01,3.585535295e+00,7.348409623e+01
2.176398925e+01,4.542868339e+00,8.935965643e+01,7.537749163e+01,9.777831983e+01,1.538161668e+01,5.075202022e+01,8.084156899e+01,8.424501265e+00,1.730201885e+01,5.682769448e+01,7.377075404e+01,1.564047900e+01,6.439288168e+01,9.670123541e+01,5.833490997e+00,3.774710471e+01,9.967592733e+01,1.622728768e+01,6.404438245e+01,2.190515596e+01,5.229163274e+01,3.466043802e+01,9.463784007e+01,1.786629729e+01,7.955621131e+01,8.235805370e+01,5.488909769e+01,3.522264570e+01,9.281414762e+01,2.371706241e+01,2.838114713e+01,9.488998551e+00,7.347645961e+01,8.374493117e+01,2.435736510e+01,4.368156271e+01,9.746373773e+01,3.040450486e+01,6.432154134e+01,6.342164948e+00,8.972951318e+01,8.347352683e+01,8.013238581e+01,9.795807086e+01,9.701541140e+01,8.999086588e+01,6.811775174e+01,7.024926515e+01,8.451257429e+01,7.363916701e+01,3.782623902e+01,2.944927378e+01,1.633954316e+01,8.907188876e+01,3.558687243e+01,7.457897754e+01,3.739843619e+01,7.949738274e+01,4.196970148e+01,1.159273360e+01,7.592690161e+01,5.094772022e+01,9.612845209e+01,1.149696477e+01,5.644058587e+01,2.097759705e+01,7.540886917e+01,9.848363867e+01,1.264709701e+01,4.941883011e+01,4.997548960e+01,1.501586326e+01,5.616304423e+01,4.878935313e+00,3.141215156e+01,6.250347869e+01
3.357657071e+01,2.746024239e+01,9.838927153e+01,5.212939019e+01,3.765357383e+01,1.422830996e+01,2.847643273e+01,5.903489281e+01,1.212938038e+01,7.047626737e+01,4.822792087e+01,9.897219546e+01,7.981987172e+01,9.623330390e+01,4.398784715e+01,1.718628379e+01,7.459884684e+01,6.700540290e+01,9.444648285e+01,5.784158179e+01,8.562906616e+01,1.954213338e+01,6.958678429e+01,1.579709026e+01,3.339584614e+01,9.188576390e+01,7.212638727e+01,4.853003252e+01,7.459655500e+01,8.330682568e+01,5.870104497e+01,6.092673960e+01,9.832018592e+00,3.379634684e+01,4.181357700e+01,5.746857663e+01,9.962767347e+01,4.230099555e+01,9.465813860e+01,3.530099325e+01,4.439366925e+01,7.348005965e+01,6.015064480e+01,5.489761182e+01,2.682133447e+01,7.472306260e+01,1.652363710e+01,3.476482012e+01,7.336577468e+01,8.379154182e+01,2.634488674e+01,8.558979493e+01,9.528945423e+01,3.231547975e-01,8.845934608e+00,3.839283912e+01,9.752689833e+01,4.897929942e+01,8.488824027e+01,8.736350593e+01,1.951913409e+01,3.135218723e+01,8.225840376e+00,6.988325733e+01,7.901573165e+01,2.955309065e+01,1.185236023e+01,2.990804530e+01,2.011811845e+01,2.296612900e-01,5.799069239e+01,5.135799325e+01,2.302420743e+01,7.845896618e+01,9.632556280e+01,6.813088305e+01,8.833579807e+01
4.106825232e+01,9.373715743e+01,2.111898455e+01,6.073699703e+01,9.149906651e+01,5.109724821e+01,8.512829386e+01,5.122903103e+01,5.891584556e+01,3.753888929e+01,7.933241166e+01,6.690425267e+01,7.444919523e+01,2.542455353e+01,7.173278921e+01,3.481603056e+01,8.002347123e+01,6.510756395e+01,7.627907546e+01,1.147081461e+01,4.634746989e+01,2.892540139e+01,5.609648472e+01,1.991255760e+01,8.765291440e+01,6.004005427e+01,5.693479586e+01,9.327273477e+01,7.075060331e+01,7.871782192e+01,5.725101519e+01,3.845156069e+01,3.317720373e+01,7.446484568e+01,5.883715566e+01,3.966800063e+00,8.578586338e+01,2.099760827e+01,4.368089675e+01,3.506221282e+01,4.421863989e+00,8.089799705e+01,6.364253279e+01,5.643862326e+01,5.957078385e+01,8.587816737e+01,4.199419459e+00,6.206433742e+01,8.725128624e+01,8.696328286e+01,8.535428638e-01,7.957497757e+01,7.115585317e+01,3.254995432e+01,8.827292083e+01,8.168943995e+01,3.003235433e+01,2.246204156e+01,4.088513726e+01,8.746231525e+01,9.629651299e+01,2.636505800e+01,5.489046221e+01,2.159927482e+01,3.454941083e+01,5.270114537e+01,9.530215428e+00,7.258268381e+01,5.772427219e+01,3.345063989e+00,4.842798655e+01,9.790181912e+00,8.160580038e+01,7.290526325e+01,5.739484277e+01,7.654713129e+01,1.631466323e+01
9.100334124e+01,2.040966917e+01,6.369381371e+01,5.840180797e+01,8.163121539e+01,6.345627709e+01,1.857466331e+01,7.067699304e+01,3.091500579e+01,1.928476044e+01,5.117986310e+00,6.763037654e+01,9.885306706e+01,3.733246889e+01,8.604933324e+01,2.947976803e+01,8.364696578e+01,5.302735748e+01,3.758773902e+01,4.662849780e+01,1.176586674e+00,4.788186785e+01,9.667558522e+01,7.013862326e+01,7.219048393e+01,4.977430525e+01,8.719142230e+01,9.203839685e+01,6.242152027e+01,5.986429885e+01,2.562573261e+01,9.693446733e+01,7.471255284e+01,9.855565799e+01,6.060819739e+01,4.817031719e+01,1.072125097e+01,6.666533407e+00,9.620966223e+01,8.576603621e+00,6.402013754e+01,1.673627627e+01,8.022039529e+01,2.512140819e+01,6.170493055e+01,5.571852581e+01,3.098703386e-01,5.427413246e+01,1.741754160e+01,8.985431531e+01,6.404448390e+01,7.568663744e+01,1.618236319e+01,9.509527810e+01,9.537504112e+01,5.760711042e+01,2.864886467e+01,6.194080901e+01,8.070431537e+01,5.941893631e+01,9.617351581e+01,2.360999379e+00,1.257962100e+01,5.394663671e+01,8.550769772e+00,6.330493739e+01,8.539917222e+01,4.736139069e+01,4.852113327e+01,4.827482895e+01,5.820770284e+01,7.582497070e+01,4.735628094e+01,1.771826038e+00,1.111797257e+01,2.569760028e+01,2.879022584e+01
5.072284881e+01,3.747449076e+01,6.161963795e+01,3.403391582e+01,1.573195413e-01,5.240272025e+01,2.993434465e-01,1.363066274e+01,2.756451165e+01,6.067884458e+01,4.800823816e+01,2.579536690e+01,4.243005597e+01,4.569668172e+01,4.567929549e+01,9.169905878e+01,7.546239580e+01,6.852765416e+01,8.747734759e+01,4.305839072e+01,8.274671208e+01,1.108748778e+01,9.976499216e+01,7.851859451e+01,7.008705416e+01,9.885178776e+01,2.888697287e+01,3.414424024e+01,5.948094306e+01,5.899096091e+01,9.874417996e+01,6.346839912e+01,2.466401005e+01,4.946075957e+01,2.085558389e+01,6.148159278e+00,6.933765127e+01,1.096563402e+01,4.029076800e+01,2.514053101e+01,7.713652783e+01,6.194099214e+01,9.509091658e+01,7.010216600e+01,8.297777842e+01,6.860423216e+01,6.091696723e+01,9.124954974e+01,8.887440968e+01,9.441448917e+01,9.539968774e+00,9.841487979e+01,1.950736046e+01,3.977060116e+01,1.919378002e+01,4.453360562e+01,2.212638755e+01,6.788623737e+01,4.768200093e+01,2.161528523e+01,3.446939163e+00,6.724522972e+01,9.005907313e+01,5.702152182e+01,2.743220344e+01,4.950387149e+01,3.258369002e+01,4.150496534e+01,7.299648525e+01,9.457661917e+01,8.633874280e+01,9.441563960e+00,1.437459947e+00,8.429351309e+01,8.671865321e+01,6.527182991e+01,6.577279167e+01
1.717859166e+01,9.825977803e+01,4.733620590e+01,8.908200426e+01,6.138080054e+01,9.010801940e+01,7.236376361e+01,4.391483984e+01,3.572414881e+01,7.213842186e+01,5.440136097e+01,9.114760906e+01,3.852801182e+01,7.718152781e+00,5.065107231e+00,4.751335515e+01,1.986299417e+01,5.037577518e+01,9.724046320e+01,8.372082591e+01,3.986140435e+01,3.149070563e+01,7.139559609e+01,7.140897681e+01,6.482221967e+01,4.941261387e+01,4.756348088e+01,6.717412129e+01,2.606428830e+01,7.030269517e+01,1.089085940e+01,8.677362884e+00,2.618684530e+01,3.467890443e+01,5.104826412e+00,3.488520626e+01,6.551657621e+01,9.571232058e+01,2.218368846e+01,8.102284067e+01,7.987485901e+01,9.855752507e+01,5.471445059e+01,8.906386632e+01,2.465400886e+01,4.663658440e+01,6.846756144e+01,3.489248314e+01,3.791781598e+01,7.222695559e+01,5.509278154e+01,2.531514677e+01,2.167465524e+01,1.342757255e+01,7.805185877e+01,9.129220465e+00,8.264190695e+01,8.012705309e+01,5.828122182e+01,3.489333110e+01,9.769717043e+01,1.404104777e+01,1.363252555e+01,6.504918042e+01,2.508466493e+01,7.110210582e+01,5.123800722e+01,2.222556840e+01,1.070058640e+01,2.146755042e+01,9.743951561e+01,5.910112976e+01,3.164688614e+01,5.014725715e+01,6.186835176e+01,5.911785140e+01,2.283366795e+00
6.460270521e+01,1.120145933e+01,3.999037134e+01,1.510862804e+01,2.223020084e+01,5.653938351e+01,6.763933907e+01,2.477849492e+01,2.740400519e+01,7.876668539e+01,8.976399345e+01,6.715066622e+01,6.623157907e+01,2.567453708e+01,3.523924940e+01,3.670917821e+01,4.663035236e+01,4.816541429e+01,4.583549016e+01,4.184081468e+01,8.719327085e+01,8.544575229e+01,7.800265399e+01,6.065041039e+01,4.086446366e+01,5.034188569e+01,4.738068735e+01,8.909612170e+01,8.461118653e+01,8.517042730e+01,4.216844104e+01,3.754983525e+00,2.439366448e+01,2.083977565e+01,2.738843381e+01,3.517184391e+01,2.250940317e+01,9.435416523e+01,6.056644654e+01,9.310632475e+01,8.410923752e+01,2.743216435e+01,1.694235150e+01,2.452687670e+01,9.941575707e+01,3.911765475e+01,7.623411735e+01,3.659405752e+01,4.037351341e+01,9.474641008e+01,3.037130657e+01,5.636943753e+01,8.512746424e+01,7.865932362e+01,9.305393373e+01,5.505594145e+00,1.696740681e+01,1.219629709e+01,1.236200630e+01,7.216242394e+01,9.522188857e-01,8.437623138e+01,1.469297112e+01,2.363895572e+01,9.341937117e+01,7.128624939e+01,5.530375897e+01,3.442065969e+00,5.705276805e+01,3.940165658e+01,4.169549712e+00,6.274227548e+01,3.758766748e+01,1.255930753e+00,2.326354919e+01,8.933610431e+01,1.722966788e+01
9.542634344e+01,1.484035154e+01,9.975075449e+01,1.820523944e+01,6.697031346e+00,2.301519541e+01,4.075600875e+01,7.514439301e+00,2.642451436e+01,8.191965811e+01,6.506008668e+01,6.573263248e+01,7.846036296e+01,3.617861455e+01,1.239505360e+01,4.153879291e+01,3.259488019e+01,7.603230319e+00,6.944245923e+01,2.070267346e+01,8.515727225e+01,5.706534201e+01,4.727250830e+00,8.515459507e+01,7.608233972e+01,7.086055417e+01,9.107431061e+01,7.423199264e+01,7.293551253e+01,4.592521900e+01,2.660453630e+01,7.107733781e+01,4.989160339e+01,3.297787082e+01,7.903752817e+01,3.680916862e+01,9.657363264e+01,7.063723697e+01,2.933864502e+01,3.580641937e+00,5.422184527e+01,9.904987243e+01,8.126223632e+01,6.556359325e+01,6.399264560e+01,2.231416554e+01,7.709809676e+01,3.461634064e+01,7.565968387e+01,1.326187152e+01,9.866983349e+01,1.010184324e+00,6.261937714e+01,1.720019642e+01,2.455414147e+01,1.010500208e+01,6.776089529e+00,4.928407724e+01,4.091363306e+01,4.155953679e+00,9.080808807e+01,3.669802842e+01,9.713675271e+01,8.094574782e+01,9.848551758e+01,4.651589558e+01,2.472523090e+01,6.285078400e+01,2.037316007e+00,1.406451162e+01,6.047594635e+00,6.131358352e+01,3.120914716e+01,4.588341567e+01,5.608991468e+01,2.748863015e+01,1.746069514e+00
2.262047667e+01,1.418084147e-01,2.658692984e+01,4.091604751e+01,6.415946954e+01,6.238548112e+01,9.226210081e+00,8.052833073e+01,1.315287334e+00,1.797193801e+01,1.745988700e+01,5.933229159e+01,7.499903196e+01,2.484027922e+01,4.332294459e+01,5.367879627e+01,8.746161304e+01,9.186963876e+01,7.224234829e+01,4.194226292e+01,2.872939957e+01,9.282328869e+01,9.097378400e+00,7.583076429e+01,2.217889616e+01,9.146922251e+01,7.583344796e+01,2.172914942e+01,5.909308596e+01,2.648848065e+01,3.269954842e+01,1.186157525e+01,6.526468321e+01,6.146286080e+01,1.973256283e+01,3.294882494e+01,2.551288699e+01,6.793214057e+01,1.645451202e+01,1.978005999e+01,2.590581851e+01,5.102927342e+01,6.980592355e+01,1.871229956e+01,6.042812422e+01,6.359211619e+01,5.681413387e+01,6.418029348e+00,8.051090051e+01,4.714310247e+01,7.065476285e+01,6.471073375e+01,1.198114885e+01,3.821649045e+01,3.502901660e+01,5.176204517e+01,9.593709137e+01,6.681851674e+01,1.262181699e+01,7.063081055e+01,3.298195517e+01,5.493133473e+01,6.796365269e+01,2.600928870e+00,5.745766084e+01,8.325946506e+01,2.849769812e+01,3.416940281e+01,8.824670697e+01,3.181768839e+01,3.499907086e+01,1.591289064e+01,4.839239209e+01,9.899742204e+01,5.610879588e+01,1.479001312e+01,6.805247594e+01
8.306233777e+01,4.564000180e+01,9.440198513e+01,7.657402842e+01,5.274242086e+01,2.748451359e+01,8.405022125e+01,7.497644809e+01,2.207761185e+01,7.032276695e+01,2.110439954e+01,7.816196031e+01,7.673701706e+01,2.271199620e+01,2.813303068e+01,4.901994884e+01,9.109153903e+01,9.541710030e+00,1.181094122e+01,2.334197400e+01,2.874148892e+00,5.370759646e-01,3.536698566e+01,1.917640225e+01,2.989569493e+01,9.513561613e+01,9.325121232e+01,3.653306823e+01,2.234738929e+01,5.860300473e+01,2.446209133e+01,7.406110070e+01,3.119804483e+01,7.782019189e+01,2.553895851e+01,3.710829747e+00,6.542349646e+01,8.619703728e+01,1.377945568e+00,5.422094398e+01,5.164085614e+01,3.281126452e+01,1.024592134e+01,4.430695751e+01,4.138645331e+00,2.456305323e+01,9.091876655e+01,4.658367517e+00,8.897896165e+01,4.595182212e+01,1.721055369e+01,9.399210490e+01,9.781205840e+01,9.294508643e+01,1.308319898e+01,6.301421729e+01,7.201998057e+01,2.658188790e+01,9.831691489e+01,7.331754107e+01,3.035251730e+01,4.609297079e+01,3.525640871e+01,6.477336161e+01,1.897997168e+01,9.250251513e+01,2.519083551e+01,9.992361298e+00,3.720139720e+00,2.998232986e+01,8.539676516e+01,6.908201845e+01,7.206886408e+01,4.982503444e+01,7.155095018e+01,3.082960123e+01,3.159572260e+01
9.880909762e+01,5.892990839e+01,1.279018145e+01,8.529305943e+01,4.371074866e+01,2.370816257e+01,2.978730035e+01,7.094637955e+00,7.127904053e+01,5.609637389e+01,6.594867670e+01,2.310365041e+01,5.616910184e+01,1.228584764e+01,7.760939176e+01,3.649430642e+01,9.017430070e+01,7.807475044e+00,3.404028685e+01,8.135186015e+01,9.791928599e+01,9.585601142e+01,9.721792134e+01,4.763512821e+01,5.278636386e+01,7.933387940e+01,1.450465017e+01,5.264415417e+01,5.420295457e+01,8.873742434e+01,5.710410064e+01,5.380085282e+01,1.588645783e+01,8.576952262e+01,4.368608743e+01,8.835844962e+01,8.406135942e+01,7.675058841e+01,2.194406714e+01,2.397682118e+01,9.339868492e+01,6.520445782e+01,1.822590372e+01,7.370336202e+01,3.514262604e+01,5.109031182e+01,8.400362555e+01,2.307500097e+01,5.647197047e+01,7.431323044e+01,1.512200436e+01,4.252295354e+01,9.386815515e+01,9.128991403e+01,7.109524476e+01,2.335121489e+01,7.753272030e+01,2.800608850e+01,5.485440184e+01,2.672556922e+01,7.322171200e+01,7.660071804e+01,4.623335227e+01,7.577385080e+01,2.180159675e+01,9.355256390e+01,3.927630532e+01,8.887320976e+01,3.463405594e+01,6.774964086e+01,6.217372692e+01,9.837455109e+01,5.320845872e+01,4.020798415e+01,9.552397554e+01,7.359804415e+01,3.312829622e+00
2.014593420e+01,6.315952659e+01,9.851236883e+01,6.303347374e+00,4.843667130e+01,7.110228373e+01,3.018028935e+01,4.042020344e+01,5.708944984e+01,5.580468986e+01,2.296346947e+01,7.502654411e+01,9.069499285e+01,2.392320719e+01,8.351142431e+01,8.611557100e+01,2.030980976e+01,3.516532981e+01,6.476524835e+01,2.380650583e+01,2.689269133e+01,4.459452319e+01,9.379638705e+00,8.043763749e+01,3.253101146e+01,9.757200977e+00,8.102922905e+01,9.077618485e+00,3.954806966e+00,6.326309813e+01,7.146341274e+01,3.430560490e+01,2.266101422e+01,7.856324458e+00,3.584875809e+01,9.908851915e+01,5.772601879e+01,1.400673802e+01,8.368835071e+00,5.280234805e+01,3.558502365e+01,2.943868035e+01,9.323128316e+01,6.363723999e+01,6.510684513e+01,5.709501766e+01,8.270066550e+01,8.174427114e+01,3.989933860e+01,2.095490023e-01,5.874492802e+00,3.457314344e+00,7.814573841e+01,8.344657245e+01,8.860530681e+01,2.521176037e+00,3.298584735e+01,6.728354661e+01,4.867609508e+01,6.518597405e+01,5.220984017e+01,4.814891248e+01,8.576741910e+00,5.138246954e+00,5.812634652e+01,1.705641399e+01,4.278687571e+01,7.701088546e+01,8.193098269e+01,6.147231741e+01,9.087770205e+01,7.259030187e+01,1.186005117e+01,3.443976108e+01,3.998268350e+01,5.126208582e+01,2.420509750e+01
1.140939728e+01,6.315602832e+00,6.941138339e+01,2.557648357e+01,1.463592883e+01,8.345010182e+01,7.578631593e+01,1.569096608e+01,6.374073810e+01,2.160137098e+01,8.682517419e+01,4.574317880e+01,6.265991720e+01,5.173667174e+01,8.427536482e+01,5.739533120e+01,1.719437027e+01,5.560446329e+01,6.672486658e+01,7.920671265e+01,6.279565981e+01,1.316213757e+01,8.616371994e+01,1.136273358e+01,6.330105369e+01,7.564407400e+01,6.819557011e+00,7.230473552e+00,9.091528497e+01,8.197877086e+01,9.261621880e+01,2.011980539e+01,3.871014515e+01,2.908521360e+01,4.060612163e+01,3.077615255e+01,5.799932778e+01,6.608532052e+01,7.679611222e+01,7.735809621e+01,3.834984433e+01,9.494026579e+01,1.768154537e+01,4.621636949e+01,3.378246672e+00,2.139389309e+01,7.989538340e+00,6.263339226e+01,3.113480294e+01,4.339562025e+01,2.269506823e+00,4.621153156e+01,7.126913157e+01,4.726928438e+01,9.831803102e+01,5.441128975e+00,3.022281407e+01,7.188732711e+01,5.932209104e+01,8.345853774e+01,3.163699363e+01,9.029094463e+01,9.616481964e+01,5.723979344e+01,4.373752679e+01,5.728885309e+00,9.798842218e+00,3.007909107e+01,6.321838211e+01,3.576402393e+01,9.789199757e+01,7.431826324e+01,6.366823274e+01,2.416355301e+01,3.640365892e+01,3.787980011e+01,5.793868978e+01
9.314245257e+01,2.125385669e+01,4.595084023e+01,6.637320862e+01,2.662530261e+01,5.489826229e+01,5.836534334e+01,3.481386763e+00,1.373169415e+01,3.567495672e+00,1.528879922e+00,7.018835165e+01,3.772637106e+01,4.922144545e+01,4.945905074e+01,8.732534299e+01,6.107134768e+01,1.585961861e+01,3.383958893e+01,4.956528936e+01,1.112595100e+01,4.102278060e+01,9.740975549e+00,4.472937435e+01,3.714287086e+01,9.340297646e+01,5.726939119e+01,5.475254386e+01,6.455202421e+01,8.604698166e+01,6.408058481e+01,2.850600527e+01,7.773998307e+01,1.085032055e+01,5.405552921e+00,4.880502623e+01,9.461428340e+01,3.560252058e+01,4.452764340e+01,9.832690986e+00,2.853255298e+00,1.993367124e+01,6.008317250e+01,7.880823934e+01,3.622554983e+01,5.791411703e+01,8.591140647e+01,7.171999182e+01,1.473294548e+01,9.302832848e+00,3.263128609e+01,5.640465027e+01,2.653407491e+01,9.917599529e+01,9.313470970e+01,6.560355956e+01,1.095912926e+00,2.204700794e+01,8.050673414e+01,7.092605511e+00,9.378724784e+01,2.271459561e+01,2.014478504e+01,4.174809106e+01,7.288463707e+01,2.963373725e+01,9.508383159e+01,5.224614914e+00,9.952198252e+01,6.272632344e+00,1.690367686e+01,6.568138488e+01,3.651031336e+01,3.128762344e+01,2.250965587e+01,9.542840200e+00,2.494118705e+01
2.152387374e+01,4.181750281e+01,4.054021268e+01,6.897983029e+01,2.515345579e+01,9.791849884e+01,8.608540076e+01,4.672600288e+01,7.850911569e+01,8.698015965e+01,9.405247982e+01,9.037920472e+01,3.744126337e+00,1.754793445e+01,7.958191212e+01,4.550154655e+01,2.747714541e+01,4.468216607e+01,1.754183029e+01,7.884413798e+01,3.411216836e+01,7.648628896e+01,4.518347216e+00,6.679108504e+01,1.842333795e+01,7.598386372e+01,4.436982238e-01,1.868359108e+01,7.588897521e+01,8.110805471e+01,6.437614816e+01,5.964560472e+01,6.231774574e+01,2.832417755e+01,8.829699863e+01,7.353907207e+01,5.117036457e+01,9.727804110e+01,2.130789264e+01,9.615091365e+00,2.792648329e+01,6.183404707e+01,3.874096088e+01,5.417945501e+01,2.249083085e+01,5.097923918e+01,3.740443190e+01,4.260060213e+00,1.123970971e+01,4.201944975e+01,4.733758313e+01,6.218781180e-01,3.616096702e+01,3.512401186e+01,4.142801690e+01,5.511412523e+01,9.762758445e+01,8.998714125e+01,8.018264019e+01,4.295321353e+01,7.192077395e+01,2.006937139e+01,7.584259601e+01,5.224656927e+01,2.805929998e+01,8.592140615e+01,2.761415135e+01,9.275127374e+01,7.520353224e+01,9.239121647e+01,3.219651005e+01,6.357386978e+01,8.005765773e+01,1.893761392e+01,8.136630288e+01,6.928260174e+01,2.497357538e+00
6.099739035e+01,6.854220623e+01,1.500141336e+01,6.248556202e+01,9.347399161e+01,4.803711193e+01,8.747294367e+01,3.116805625e+01,3.242702667e+01,8.790843028e+01,9.112559409e+01,5.591033133e+01,5.968657824e+01,5.443396388e+01,9.890362194e+01,3.015003060e+01,4.166570578e+01,4.956435272e+01,1.488911063e+01,1.893896798e+01,1.181518143e+01,4.345723290e+01,6.482145340e+01,8.816119648e+01,8.722080538e+01,7.231826131e+01,5.085907001e+01,5.889572963e+01,6.696540849e+01,5.641535534e+01,3.909268632e+01,6.774976236e+01,5.729712788e+01,4.790308347e+01,5.905215233e+01,1.490052510e+01,4.712239529e+01,2.458651295e+01,6.093427573e+01,9.023522736e+01,1.337698228e+01,8.394700923e+01,7.733484081e+00,5.632989013e+00,4.855924704e+01,8.369844522e+01,9.554965259e+01,4.705417874e+01,7.882994964e+01,1.065998467e+01,4.575388385e+01,3.352618643e+01,6.209279523e+01,7.256037453e+00,9.706796998e+00,9.522955160e+01,2.406896406e+01,8.931347678e+01,2.476522874e+01,2.821281547e+01,3.003734099e+01,6.931779733e+01,1.803819767e+01,6.612238867e+01,5.268982759e+01,5.177722856e+01,8.671961358e+01,3.688865157e+01,1.856540621e+01,9.288186546e+01,9.530577800e+01,8.985980040e+01,1.037529455e+01,8.142345336e+01,3.245933336e+01,4.928702478e+01,6.910035641e+01
5.140317538e+01,6.972374821e+01,7.355271919e+01,4.086406732e+01,8.472494133e+01,4.079415232e+01,1.322227345e+01,1.108771882e+00,9.601954431e+00,5.980891771e+01,7.325110049e+01,5.075659232e+01,3.928769147e+01,8.195961026e+01,7.250197694e+01,4.244996414e+01,6.591542354e+01,2.047684214e+01,1.421343451e+01,1.243553122e+01,8.613211258e+01,1.396770310e+01,9.187303257e+01,4.197046767e+01,8.281772352e+01,4.388001880e+01,7.307499826e+01,2.676970390e+01,2.475111613e+00,8.414896273e+00,7.085628772e+01,2.960830626e+01,2.165246957e+01,8.931876078e+01,9.923744400e+01,1.562631443e+01,7.809636312e+01,7.079042211e+00,6.381130659e-01,2.840625233e+01,6.498004424e+01,5.684735752e+01,8.988757133e+01,8.252173336e+00,1.470491821e+01,5.336357720e+01,4.988714996e+01,8.719029483e+01,2.494988722e+00,7.113834700e+00,2.544805272e+01,5.560916251e+01,8.345165122e+01,8.885853628e+01,2.236333690e+01,5.271895537e+01,9.680721969e+01,9.447242381e+01,3.945912118e+01,8.211273873e+01,3.593364767e+01,1.666194908e+00,6.785249230e+01,2.040018791e+01,3.289708760e+01,2.220289897e+01,3.942373312e+01,8.674800647e+01,8.728883996e+01,1.878276650e+01,6.753549632e+01,8.140397768e+01,9.857495632e+01,8.479072280e+01,3.567263305e+01,2.306076587e+01,6.291274000e+01
