v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85
7.096400742e+01,7.590660013e+01,8.704193795e+01,5.043149532e+01,2.895671915e+01,2.913602932e+01,5.515242949e+01,3.351345103e+01,5.294276621e+01,8.965697741e+01,2.974653041e+01,7.011640005e+00,9.171715513e+01,7.038527277e+01,6.937717974e+00,7.029272132e+01,9.364970288e+01,8.804674981e+01,1.628886598e+01,8.804577628e+01,2.917645004e+01,7.558437335e+00,2.133966917e+01,4.041459674e+01,7.655988926e+01,8.917851354e+01,6.724752358e+01,2.623909366e+01,1.855127812e+00,6.015049554e+01,8.617671959e+01,3.885201319e+01,8.445739251e+01,7.220779675e+01,1.061183216e+01,2.579026247e+01,1.503207037e+01,3.353908321e+00,2.822581604e+01,2.654599493e+01,1.338738035e+01,3.251770399e+01,9.645747569e+01,9.259149393e+01,1.294807530e+01,8.814696859e+01,2.636065472e+01,7.836445382e+01,1.503201885e+01,9.454080944e+01,8.920384502e+01,6.831335179e+01,5.791170218e+01,8.950342262e-01,1.496573894e+01,7.237702840e+01,5.743328654e+01,4.344211667e+01,3.749806157e+01,4.618126270e+01,5.903819497e+01,1.806367965e+01,9.097749834e+01,3.641329927e+01,4.572595814e+01,7.309315218e+01,8.893408064e+01,4.765582992e+01,9.833100424e+00,3.594948691e+01,9.484201037e+01,7.693061494e+01,5.015454329e+01,6.966054849e+01,2.890874920e+01,8.059808756e+01,7.724498072e+01,1.945189672e+01,7.629632745e+01,5.671662461e+01,4.364661760e+01,1.250650253e+01,1.670021857e+01,5.436336723e+01,4.685850232e+01
5.018338803e+01,1.672931112e+01,5.130902580e+01,5.163654156e+01,5.499085520e+01,7.984272770e+01,3.896132433e+01,8.786934909e+01,8.922428865e+01,3.309581494e+01,3.468657948e+01,5.692099878e+01,5.459436522e+01,3.525941234e+01,9.978243960e+01,9.637972509e+01,1.112700690e-01,3.580254344e-01,4.751073071e+01,6.822641114e+01,4.047247110e+01,1.878367714e+01,3.418787422e+01,4.520720790e+01,6.075328497e+01,2.040622691e+01,7.164124540e+01,2.245451003e+01,2.219563242e+01,6.333976957e+01,9.423281414e+01,7.012016048e+01,5.545602379e+01,4.427398373e+01,1.604219350e+01,6.362677382e-01,1.216454946e+01,9.105456776e+01,5.650904263e+01,7.750372736e+01,3.867371490e+01,3.373220806e+01,9.821445036e+00,4.844161303e+01,1.234886713e+01,8.360836580e+00,3.437489709e+01,3.819199109e+01,3.849925002e+01,7.686745268e+01,7.536691457e+01,5.860501232e+01,2.878447750e+01,7.517811881e+01,3.582970081e+00,9.184213844e+01,5.875918723e+01,1.958707713e+01,9.817092735e+01,2.261169583e+01,8.109590156e+01,6.324198507e+01,6.295084211e+01,7.972101375e+01,7.437018226e+01,9.462457922e+01,1.677571914e+01,9.638055757e+01,9.472014879e+00,5.601249049e+01,1.179951655e+01,3.991131768e+01,2.572939042e+01,2.216130197e+01,7.167367377e+01,4.004205511e+01,4.909157227e+01,5.228651205e+01,9.390711674e+01,7.352127338e+01,1.108109619e+01,4.663558565e+01,9.407380187e+01,5.648434797e+01,8.040392966e+00
3.959406635e+01,9.403032489e+01,8.798677373e+01,1.314809052e-01,6.995065788e+01,3.841183515e+01,2.687026929e+00,3.774087094e+01,1.759778696e+01,7.898445168e+01,3.008517062e+01,1.254728000e+01,4.189601882e+01,6.120599341e+01,1.697141782e+01,4.200767422e+01,5.306193429e+01,9.022179159e+01,8.802819847e+01,3.801152066e+01,3.647628559e+01,5.554736072e+01,2.888230020e+01,3.982373666e+00,3.625815204e+01,3.108895659e+01,2.303040987e+01,4.787845343e+01,9.982926915e+01,9.762307330e+01,2.695269794e+01,7.029166819e+01,6.078133613e+01,3.207933097e+01,3.899309763e+01,6.764541636e+01,7.545632397e+01,1.973769176e+01,5.852855769e+01,4.275914855e+01,5.156516358e+00,8.418108060e+01,2.056577002e+01,3.799630655e+01,7.875847754e+01,7.018593032e+01,1.552341827e+01,7.419115489e+01,6.009800518e+01,8.489832530e+01,9.594865931e+01,3.971851451e+01,7.919719549e+01,5.785766705e+00,4.342190340e+01,3.223043190e+01,7.851316853e+01,7.338214763e+01,1.145627854e+01,2.077575464e+01,4.761139501e+01,6.736525038e+01,4.552953867e+00,1.237336774e+01,5.883616007e+01,6.534511302e+01,6.685910058e+01,7.825910806e+01,7.433157545e+01,7.699122569e+01,6.233446279e+01,2.986699748e+01,8.578638950e+01,1.557105727e+01,4.283751148e+01,8.179517224e+01,9.807677184e+01,8.674086818e+01,7.480498562e+01,7.226304302e+01,9.185886531e+01,9.393326684e+01,8.242569740e+01,9.545672707e+01,9.004002223e+01
5.155837083e+01,3.452280613e+01,2.491624053e+01,4.748417815e+00,5.066943854e+01,2.165580609e+01,3.454594896e+01,8.093688659e+01,4.300402038e+01,7.280073508e+01,4.304217834e+01,9.507769221e+01,8.910023462e+01,5.098509370e-01,6.873936983e+01,6.459195526e+01,6.946596495e+01,9.273740534e+01,2.029605061e+01,2.427420729e+01,1.123450556e+01,7.613761439e+01,4.449800420e+01,6.223508944e+01,4.779185924e+01,9.831496805e+01,3.759192197e+01,1.179749250e+01,9.202785517e+01,5.954189874e+01,2.784942164e+01,9.113947161e+01,7.654573306e+01,1.129634690e+00,5.418837139e+01,2.381275581e+01,3.852484753e+01,7.246326621e+01,6.655551505e+01,5.642950426e+01,1.260370061e+01,7.871174024e+01,8.032291890e+01,2.672549394e+01,9.262859842e+01,7.514257829e+01,7.937752315e+00,3.609719413e+01,5.129963840e+01,7.751183436e+01,1.313314306e+01,6.027495454e+01,4.323537777e+01,1.481965214e+01,7.797319811e+01,1.613093212e+01,1.623992452e+01,7.326136392e+01,8.516300987e+01,9.376813594e+01,8.488871007e+01,9.519463499e+01,5.844204094e+01,6.392804793e+01,8.242604486e+01,4.548659531e+01,4.069182796e+01,5.980776723e+01,5.458144856e+00,6.088057094e+01,8.591845512e+01,3.004239772e+01,3.276721905e+01,7.345903618e+01,5.067735766e+01,5.768088839e+01,7.658463110e+01,9.073967818e+01,6.087450909e+01,8.834447000e+01,7.746325902e+01,7.173096582e+01,2.397406826e+01,6.418462511e+01,9.830348970e+00
3.353481874e+01,5.398057731e+01,8.373236999e+01,7.843354551e+01,3.236015190e+01,4.138016402e+00,2.996920131e+01,1.010813494e+01,7.462379237e+01,5.944677397e+01,6.089894926e+01,5.864335084e+01,6.560487249e+01,2.018208274e+01,4.830872904e+01,8.306656592e+01,1.131317507e+01,3.073276771e+01,4.597479620e+01,8.278783495e+01,1.976120299e+01,8.424158649e+00,9.883653805e+01,6.728767868e+01,6.138056191e-01,1.181155698e+01,9.725316748e+01,5.050041633e+00,5.322989277e+01,9.361886320e+01,4.427928795e+01,5.791904353e+01,3.439875051e+01,1.391795090e+01,4.257911670e+01,2.393320749e+01,9.941744657e+01,8.553411745e+01,5.008896707e+01,1.349195482e+01,4.857804470e+01,7.371901752e+01,8.162602059e+01,3.869879340e+01,9.333337165e+01,7.901616390e+00,5.293467136e+01,6.245470211e+00,7.559491033e+01,6.287352408e+00,4.310530154e+01,4.014204479e+01,5.970339947e+01,3.931719291e+01,6.479518446e+01,9.635691098e+01,7.919794648e+01,7.178244414e+01,9.415500726e+01,2.611415513e+01,4.048117696e+01,6.827328574e+01,7.016127765e+00,1.062278881e+01,5.506513814e+00,8.598895383e+01,8.660276784e+01,1.165856418e+01,1.939239382e+01,6.038248654e+01,2.997551818e+01,5.912713239e+01,4.094321104e+01,9.674733097e+01,9.560078717e+01,1.992996339e+01,4.367809610e+01,6.293146406e+01,3.250979540e+01,7.721533387e+01,7.034754685e+01,2.736367838e+01,5.012404883e+01,2.111671004e+01,7.519601663e+01
6.613077974e+01,1.565023048e+01,4.427508366e+01,8.236653602e+01,7.525853796e+01,5.197529247e+01,5.880446395e+01,8.914503522e+01,6.837243265e+01,9.630368751e+00,1.302762550e+01,9.078712864e+01,9.945690870e+01,7.533252592e+01,3.907674040e+01,3.785855483e+01,6.723965967e+01,1.607412680e+01,3.823428434e+01,1.805468399e+01,8.293757361e+01,9.663280331e+01,3.201215417e-01,2.527105958e+01,5.625638044e+01,3.193323810e+01,5.779176712e+01,1.167019595e+01,1.719642079e+00,2.171576405e+01,2.175253246e+01,8.195582645e+01,1.519348087e+01,4.204671423e+01,2.281226060e+01,9.002393894e+00,1.832953528e+01,3.121306197e+01,7.705028201e+01,1.930931802e+01,4.221381978e+01,2.225621393e+01,3.757537193e+01,4.102728557e+01,7.567213552e+01,6.848481834e+01,7.098989262e+01,7.554291256e+00,9.381256154e+01,2.562528099e+01,7.335270517e+00,4.460804141e+01,5.265084850e+01,7.875323462e+01,1.513447719e+01,9.565862261e+01,5.130031997e+01,7.992970204e+01,6.541034072e+01,8.485515092e+01,4.898184532e+01,3.888909250e+01,7.128024635e+01,1.653128605e+01,9.242143815e+01,9.829405863e+01,2.553111185e+01,9.670724120e+01,2.597660883e+01,2.814537976e+01,8.760807210e+01,5.688108697e+01,1.621989608e+01,8.839517552e+01,4.692063614e+01,1.722630930e+01,9.821988354e+01,3.350810102e+01,2.616069489e+01,7.148888195e+01,6.018535114e+01,1.153120107e+00,3.471951156e+01,2.939457260e+01,8.017432829e+01
9.581134156e+01,2.311944832e+01,7.676740519e+00,7.668260021e+01,1.549879438e+01,6.289247830e+00,3.203675155e+01,7.372661982e+01,4.383463201e+01,1.891998623e+01,8.281358242e+01,2.253603453e+01,6.808385632e+01,7.438515160e+01,2.007028561e+01,8.175847020e+01,1.711679552e+00,7.620584726e+01,9.642164793e+01,1.409342382e+01,2.784386894e+01,5.345615891e+01,2.690541758e+01,2.504330633e+01,3.259564249e+01,1.473383978e+01,9.347349038e+01,4.180779288e+01,7.776461642e+01,9.096761904e+01,8.667588840e+01,9.861315089e+00,1.057936744e+00,3.455712126e+01,5.355330356e+00,3.526829260e+01,4.820605453e+01,5.085396476e+01,2.870923305e+01,2.892698431e+01,8.778950719e+01,3.690259727e+01,3.537461932e+01,2.243292313e+01,5.201243285e+01,9.581541573e+01,9.943938100e+00,6.072070307e+01,9.536727180e+01,1.967298066e+01,6.556828073e+01,4.713026833e+01,8.106833815e+01,2.066953543e+01,5.674378420e+01,2.019077451e+01,5.809336470e+01,2.086137417e+01,4.043503240e+01,4.532918374e+01,2.901945212e+01,3.608758262e+01,7.855073592e+01,6.626419829e+01,9.553214042e+01,2.455488913e+01,7.489059751e+00,8.188250893e+01,8.957993047e+01,6.976511087e+01,7.362564544e+01,2.218778960e+01,7.544231967e+01,4.832552436e+01,8.201930650e+01,3.121086149e+01,6.004850483e+01,5.122411057e+01,2.598931784e+01,9.679046871e+00,2.426490012e+01,1.878826033e+01,7.750870364e+01,1.560412049e+01,7.859327676e-01
4.742987118e+01,3.418863637e+01,7.080551043e+01,6.079658647e+01,8.862563949e+01,8.965728879e+01,2.549188217e-01,7.896604394e+01,4.997235576e+01,7.110406354e+01,5.649376460e+01,6.749705629e+01,5.429169248e+00,6.389552385e+01,6.559506373e+01,1.731910092e+01,3.010071673e+01,7.766223100e+01,3.532189673e+01,4.985948488e+01,3.084296917e+01,5.493115713e+01,4.011894345e+01,9.042303138e+01,4.436209209e+01,5.744402893e+01,8.013568097e+01,7.507180653e+01,3.141774756e+01,3.288606257e+01,9.295241380e+01,8.678985572e+01,3.291082703e+01,5.260218473e+01,5.729977576e+01,4.913715712e+00,5.148620902e+01,2.302221825e+01,6.711296633e+00,7.653511637e+01,1.820244532e+00,3.686870803e+01,8.493142591e+01,5.008361219e+01,4.912753342e+01,5.019733371e+01,8.496657764e+00,9.543025886e+01,8.676749201e+01,3.167442447e+01,3.290228326e+01,5.492571151e+01,2.468212320e+01,2.791955515e+01,4.155394178e+00,7.748988560e+01,5.592781280e+01,2.893051735e+01,2.590851325e+01,9.946510903e+01,4.527632256e+01,5.798591357e+01,9.061295105e+01,1.643916980e+01,2.925413301e+01,4.384664097e+01,7.512747168e+01,4.640758161e+01,5.203258779e+01,2.024841835e+01,9.766891768e+01,5.344838572e+01,9.801156064e+01,7.159351223e+01,8.722429718e+01,2.615090943e+01,1.511932561e+01,7.635360177e+00,7.786724819e+01,2.606095979e+01,9.249389407e+01,3.062758921e+01,4.498370030e+00,2.533066056e+01,2.712510343e+01
9.209600043e+01,3.694095372e+01,9.235670515e+01,3.618041537e+01,3.948249689e+01,5.774195219e+00,5.217192888e+01,9.828971330e+00,3.029401665e+01,6.770932946e+01,9.079645510e+01,9.037071780e+01,6.733241293e+01,8.809254813e+01,7.296839691e+01,6.102596370e+01,2.491423542e+01,7.117759703e+01,7.805052549e+00,9.040655671e+01,6.737116892e+01,4.870807509e+01,3.782723631e+00,8.965667599e+01,2.431168336e+01,2.928961553e+01,2.593015807e+01,1.329762577e+00,5.765148370e+01,6.196303343e+01,3.391031682e+01,1.731115509e+01,6.265737161e+01,9.654431537e+01,8.850564874e+01,5.194806920e+01,4.473262249e+01,9.423540758e+01,6.523900418e+01,3.882600528e+01,6.896503843e+01,9.506548372e+01,5.315954583e+01,8.471901319e+01,4.145249525e+01,9.347853657e+01,5.106690962e+01,2.425490855e+01,2.196302084e+01,5.967447532e+01,8.003345029e+01,8.598304038e+01,3.417107206e+01,9.941043756e+01,7.395555940e+01,4.145581402e+00,7.652988213e+01,4.742075725e+01,8.850232603e+01,8.529488068e+01,5.540516292e+01,3.753817013e+01,5.786454235e+01,2.778350811e+01,2.368233559e+01,8.418956433e+01,2.309596461e+01,1.716424114e+01,7.370547964e+01,4.219567219e+00,9.109036187e+01,8.434365631e+01,8.467934600e+01,5.386421342e+01,9.453633073e+01,1.872111787e+01,5.626964848e+00,7.357162858e+01,7.225020899e+01,5.960813150e+01,9.438584354e+00,6.156221953e+01,1.178686218e+01,4.490812844e+01,8.813960362e+01
3.847249437e+00,4.727339636e+01,6.371991885e+01,5.561465020e+01,5.244462792e+00,4.720887434e+01,4.862104435e+01,8.474933977e+01,9.297676043e+01,4.728849928e+01,5.974913000e+01,8.343661362e+01,2.538728728e+01,6.237663946e+01,7.633111916e+01,7.984399347e+01,1.469489723e+01,2.834911379e+01,9.709699515e+01,7.822526159e+01,4.711088207e+01,9.382286723e+01,8.360864808e+01,8.163085399e+01,1.782878812e+01,4.339517380e+01,8.796185557e+01,9.180907076e+01,2.795520597e+01,1.986692405e+01,4.377971815e+01,2.951239994e+01,1.847546642e+01,7.856517617e+01,1.102522296e+01,3.937967142e+01,4.184830634e+01,2.930032919e+01,8.831770197e+01,8.463902049e+01,3.345007295e+01,1.257214107e+01,3.242481650e+01,7.268677987e+01,3.017598380e+01,6.768269363e+01,1.030449432e+01,5.643982785e+01,5.904580753e+01,8.370977782e+01,9.512007376e+01,2.251006124e+01,3.266517884e+01,9.766658167e+01,9.271884671e+01,8.008540841e+01,5.225632968e+01,8.944672703e+01,2.812877922e+01,7.884199205e+01,3.886013004e+01,5.969508700e+01,5.583387747e+01,1.033079522e+01,5.995873622e+00,5.488864287e+01,2.505691282e+01,8.904450354e+00,7.540076090e+01,2.539619766e+01,5.781010137e+01,3.612165380e+01,2.419961606e+01,6.579644191e+01,9.323670452e+01,4.142605536e+01,6.286665126e+01,3.608879072e+01,4.556292647e+00,6.305600689e+01,3.475269021e+01,5.148328773e+01,1.553587483e+01,3.353801656e+01,4.146283734e+01
3.472777100e+01,7.458341259e+01,3.316752614e+01,8.365493844e+01,4.284472776e+01,2.983435702e+01,7.310061152e+01,2.107955318e+01,4.310840001e+01,9.854667544e+01,9.276259523e+01,3.037103612e+01,4.833949361e+01,7.248518723e+01,6.890087900e+01,7.797801950e+01,1.847749285e+01,8.753870381e+01,9.379726783e+01,2.369863953e+01,4.889515709e+00,6.218820474e+01,7.602217337e+01,1.104760512e+01,8.580616884e+01,1.634235189e+01,2.007160700e+01,7.188142094e+01,6.089009794e+01,3.313803678e+01,6.950647100e+00,5.206963779e+01,8.683232949e+01,4.983507527e+01,7.018185880e+01,9.071366516e+01,8.402880014e+00,5.547086949e+01,6.339169145e+01,4.665573221e+01,4.071197554e+01,6.532025423e+01,9.123814425e+01,4.340925181e+01,4.879287306e+01,3.313469354e+01,2.345379177e+01,7.004960044e+01,5.881402983e+00,3.755200260e+01,8.807421548e+01,1.738845072e+01,2.649864844e+01,5.266139668e+01,8.707632874e+01,5.537019760e+01,6.268912348e+01,9.224177981e+01,9.858970402e-01,4.109695766e+01,4.038561098e+01,8.432717412e+01,4.703710893e+01,1.372333683e+00,4.766647257e+01,4.073097846e+01,6.620241532e+01,2.494659865e+01,8.211587585e+01,9.721129896e+01,1.589346684e+01,3.050229541e+01,4.920949101e+01,2.742741438e+01,6.571650756e+01,8.746728812e+01,3.513848843e+00,1.205793860e+01,7.133971136e+01,1.576611098e+01,8.471473684e+01,9.378140498e+01,8.636247313e+01,6.858037135e+01,5.816796995e+01
5.704897655e+01,3.440761792e+01,6.209069846e+00,5.894885660e+01,6.748852102e+01,6.985070943e+01,3.077337695e+01,3.047469243e+01,3.608557423e+01,2.924624521e+01,7.325084960e+01,3.869225147e+01,1.796819431e+01,1.723193024e+01,3.788951827e+01,3.215697815e+01,8.226657335e+01,3.713578232e+01,5.281387299e+00,2.272435104e+01,6.772941312e+01,4.642480137e+01,8.711029962e+01,6.305503944e+01,4.135217107e+01,2.211532950e+01,4.537623913e+01,2.509942410e+00,5.912393568e+01,7.781708550e+01,4.479467750e+01,6.406223323e+00,5.208309787e+00,5.852048716e+01,7.050285246e+00,8.033273532e+01,3.347070189e+01,4.283824609e+01,6.145764296e+01,7.179326907e+01,6.066469391e+01,8.072973462e+01,4.909247525e+01,8.890875502e+01,3.288727689e+01,8.010492227e+01,4.671353217e+01,7.213798063e+01,3.502936771e+01,7.679443296e+00,2.919307861e+01,3.702960506e+00,9.134338951e+01,6.400660037e+01,3.865712319e+01,7.642206428e+01,7.331707491e+01,3.086423052e+01,9.972036845e+01,7.086326677e+00,9.199939238e+01,3.673376231e+01,2.239026402e+01,4.008407899e+01,9.827788770e+01,8.361670324e+01,1.637892760e+01,4.136243186e+01,4.295721406e+01,7.656726422e+01,2.331105669e+01,3.947836832e+01,1.092304055e+01,6.077141712e+01,1.905404233e+01,8.676422736e+01,5.343216727e+01,4.369917205e+01,8.886204365e+01,2.814498305e+01,6.210586208e+01,9.346147098e+01,1.250876578e+01,6.875084479e+01,2.047173840e+01
3.581362410e+00,8.603223976e+01,2.017495631e+01,1.793599606e+01,3.701141817e+01,4.437573172e+01,8.935529558e+01,8.447627489e+01,1.190388717e+01,4.382520262e-01,1.024205491e+01,4.622146381e+01,1.063513032e+00,4.488258960e+01,8.881252207e+01,2.775438650e+01,6.325812204e+01,6.573026359e+01,6.854273316e-02,5.483405814e+01,9.663172135e+01,3.161275412e-01,1.025516169e+00,1.491100640e+01,8.655783095e+01,1.734430376e+01,7.225612383e-01,4.014800933e+01,5.627472708e+01,7.017410815e+01,3.192787483e+01,7.394014798e+01,7.943409715e+01,2.925998052e+01,6.215543175e+01,3.894108146e+01,2.188036426e+00,5.177849415e+01,9.477370052e+01,2.588225743e+00,9.270803636e+00,2.384175988e+01,1.823950359e+01,3.927292530e+01,7.830203759e+01,8.671826955e+01,2.647893201e+01,2.120847505e+01,3.803709029e+01,5.511176750e+01,6.650755220e+01,9.409627716e+01,1.733353522e+01,2.865318665e+01,9.664738032e+01,3.551210105e+01,7.311440993e+01,6.942205352e+01,8.021739291e+01,8.690625134e+01,1.016085015e+01,9.699087289e+01,1.482594593e+01,3.139255542e+01,7.014504183e+01,8.547999619e+01,1.881319869e+01,3.284767109e+01,8.340617030e+01,5.775265707e+01,2.772285962e+01,9.325549959e+01,6.405102222e+01,7.109675712e+01,8.198048894e+01,9.351683262e+01,5.164628090e+01,2.934288238e+00,8.794211649e+01,3.136784286e+01,6.485410783e-01,1.481531710e+01,6.186058416e+01,1.055054656e+01,1.013483831e+01
3.850589885e+01,9.699267032e+01,4.913894962e+01,9.222529291e+01,2.009590683e+01,4.665944786e+01,6.726833736e+01,4.030155707e+01,3.137278161e+01,3.728096510e+01,6.643494251e+01,7.711362133e+00,7.565381821e+01,2.519716270e+01,8.468183143e+01,1.578878595e+01,4.737626056e+00,2.397794533e+01,9.575087903e+01,8.586360970e+01,8.964969308e+01,1.079742658e+01,8.823268719e+01,8.513598472e+01,3.371730051e+01,7.791762607e+01,1.204586855e+01,8.318459201e+01,2.970728306e+01,8.521885569e+01,8.159017249e+01,4.773133838e+01,2.252002395e+01,1.548660429e+01,9.854953107e+01,7.344427615e+01,6.079635221e+01,9.967134718e+01,8.473679114e+01,9.425166589e+01,5.337546665e+01,9.693689614e+01,1.436338074e+01,1.265088315e+01,5.848118022e+01,3.904164980e+01,1.963447604e+01,6.703147930e+01,6.981527133e+01,8.198883867e+01,9.633782643e+01,3.182954453e+00,7.584138371e+01,3.972194356e+01,1.177554274e+01,8.363985036e+01,2.819440211e+01,7.688598038e+00,1.740815260e+01,5.789732016e+01,8.096668974e+01,9.381195160e+01,7.696275027e+01,6.477686673e-01,8.425552159e+00,7.601729705e+01,1.330218480e+01,5.352785599e+01,1.965610658e+01,3.859913357e+01,1.445983443e+01,2.236898295e+01,2.217108993e+01,1.445433153e+01,7.191701090e+01,2.468361142e+00,2.456904763e+01,5.282363330e+01,6.638650165e+01,9.521724436e+01,3.570434440e+01,7.849705445e+01,7.285598368e+01,4.146067229e+01,7.222615270e+01
3.680635648e+01,4.779451594e+01,3.983878976e+01,3.007921307e+01,5.606579338e+01,9.996841278e+01,6.229592925e+01,1.930029362e+01,6.240081222e+01,3.538641602e+01,5.254798287e+01,5.764980169e+01,9.764210856e+01,9.703760029e+01,4.961746839e+01,1.615900426e+01,8.437997146e+01,1.738608490e+01,9.249479056e+01,5.343319462e+01,9.614470120e+01,9.621003830e+01,7.361123502e+01,9.646188246e+01,9.753334802e+01,6.204897988e+00,5.965076941e+01,3.225803147e+01,1.477575588e+01,7.743220437e+01,5.218453063e+01,1.133715256e+01,2.333987674e+01,1.707910492e+01,7.398399966e+01,5.079171676e+01,7.072792359e+01,1.717289085e+01,9.270026590e+01,2.564442143e+01,4.319690178e+01,3.351006864e+01,2.839454262e+01,5.948783998e+01,7.746088428e+01,5.745592503e+01,7.737328341e+01,8.059933101e+01,4.996026251e+00,3.060608383e+01,9.580373954e+01,7.196346046e+01,6.176937480e+01,6.051480717e+01,3.721792036e+00,1.231238391e+00,2.962695756e+00,8.774070537e+01,6.640066111e+00,5.471896764e+00,3.671781233e-01,1.663593325e+01,8.529050109e+01,4.367730216e+01,2.185142460e+01,5.570498983e+01,4.157575643e+01,9.064035888e+01,3.426439846e+01,4.755202565e+01,1.309028018e+01,8.141640793e+01,2.208086330e+00,1.497547538e+01,9.752898886e+01,4.410970577e+01,5.730188680e+01,6.021872493e+01,5.674772729e+01,5.196604960e+01,6.926749068e+01,6.989425639e+01,3.175385474e+01,2.298130206e+01,6.321317576e+00
5.936518968e+01,5.327965921e+01,2.737093996e+01,3.543602181e+01,3.418008556e+00,1.743567616e+01,1.088154016e+00,6.376392751e+01,9.657117680e+01,5.401798981e+01,4.761214160e+01,8.096031846e+01,7.729753289e+01,2.508442146e+00,6.120541393e+01,5.064329437e+01,5.811454985e+01,4.176394996e+01,3.294184309e+01,2.123885633e+00,5.342831092e+01,6.020370962e+01,5.829871040e+01,9.828738628e+01,4.076792375e+01,2.337928492e+01,9.672279597e-01,5.861854281e+01,5.469200476e+01,8.399301562e+01,4.322446195e+01,4.473302623e+01,4.993182732e+01,9.329378344e+01,8.256967957e+01,4.028774090e+01,8.944686338e+01,3.256799919e+01,6.642707159e+01,4.611864864e+01,4.719365858e+01,8.052182364e+01,6.489806440e+01,1.381668145e+01,1.404783589e+01,2.865348114e-01,5.934772143e+01,2.133611796e+01,2.402055102e+01,4.516813999e+01,6.064566703e+01,6.605680627e+01,6.069815057e+01,9.777914855e+01,5.080760273e+01,6.221714647e+01,7.270430997e+00,9.248548261e+01,5.830340688e+01,9.266741947e+01,3.425133081e+01,3.232103957e+01,3.636259585e+01,1.357211587e+01,3.681208502e+01,7.562769119e+00,4.788214532e+01,3.265359146e+01,5.965308330e+01,1.343676932e+01,8.215717744e+01,9.137272846e+01,9.603921904e+01,5.941738986e+01,5.162477637e+01,8.510532252e+01,6.145522131e+01,7.410663401e+01,1.172342526e+01,7.436587400e+01,4.165059294e+01,7.389111174e+01,5.421307459e+01,2.814128284e+00,1.134765009e+01
6.428935907e+01,2.183542352e+01,1.572592716e+01,3.177695926e+00,7.048988471e+01,9.175660747e+01,2.548537095e+00,5.872708996e+01,3.102923959e+01,9.217445319e+01,2.457381147e+01,7.448949216e+01,6.924451064e+01,9.902897247e+01,2.448362728e+01,7.074714236e+01,4.018344741e+01,8.864085368e+01,8.793086267e+01,9.819913326e+01,8.211084571e+01,4.255781573e+01,1.404033267e+01,5.818020119e+01,9.669195316e+01,5.328649163e+01,9.330509722e+01,4.825111184e+01,6.772217612e+01,5.287885577e+01,5.441601878e+00,8.624624032e+01,6.452364051e+01,3.667812085e+01,3.870494510e+01,7.987075667e+01,5.925617728e+01,4.052326368e+01,6.297702702e+01,5.987825079e+01,3.987738811e+01,7.907111474e+01,4.151459837e+01,7.121321091e+01,1.093777045e+01,8.587987587e+01,3.799815500e+01,5.289768655e+01,4.705711612e+01,2.726792649e+01,5.296293830e+00,2.165095062e+01,9.965495069e+01,2.358141188e+01,6.544471381e+01,1.923155610e+01,5.917360556e+01,4.134316214e+00,9.603778548e+01,5.937815707e+01,9.834134668e+01,3.113692344e+01,8.389190114e+01,5.961075828e+01,2.900867226e+00,2.222470183e+01,3.805963472e+01,9.220595189e+01,1.671184493e+01,1.640104297e+01,8.547984549e+00,2.352632290e+01,8.354066390e+01,8.978304930e+01,7.103438398e+01,5.105013109e+01,6.324783334e+01,9.482573867e+01,6.183752300e+01,3.593806814e+01,1.762172188e+01,7.296183933e+00,7.649832664e+01,6.234993511e+01,5.992287879e+00
