v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78
5.884019128e+01,7.118050742e+01,1.660463595e+01,7.382438614e+01,8.694001814e+01,4.213712379e+01,4.184809552e+01,7.510111610e+01,5.292481448e+01,4.811978112e+01,8.752617057e+01,7.683019469e+01,2.461288707e+01,6.173884038e+01,6.417126673e+01,5.709209198e+01,2.436591565e+01,3.570469207e+00,8.569873573e+01,3.503357885e+01,9.072939259e+01,3.020370995e+01,4.656045828e+01,3.882327133e+01,7.744342235e+00,5.632901848e+00,6.585847379e+01,1.475132059e+01,2.113632708e+01,1.198855309e+01,2.979527025e+01,2.483248279e+01,8.515928044e+01,1.895312375e+01,2.666610168e+01,4.885325095e+01,3.296832221e+01,9.194663185e+01,1.305467734e+01,1.272978938e+01,7.229130701e+01,9.314944189e+01,3.470263375e+01,1.209220252e+01,4.798900370e+00,4.372059936e+01,2.621947286e+01,3.346507331e+01,1.296342420e+01,1.256340706e+01,5.824258406e+01,1.267122696e+01,3.780599311e+01,3.912669500e+00,7.374095048e+01,9.268790029e+01,6.093762149e+01,8.792763372e+01,7.187218457e+00,3.161612851e+01,6.544923806e+01,7.948968120e+01,8.609475385e+01,9.196512603e+01,6.564406105e+01,9.238737057e+01,6.779630401e+01,6.315195000e+00,9.354341737e+01,6.725276573e+01,3.188837408e+01,4.430508871e+01,6.286960498e+01,7.263389075e+00,2.551314614e+01,9.879548028e+01,1.475984059e+01,2.612394201e+01
2.544733109e+01,1.143255811e+01,4.481724487e+01,2.704174928e+01,8.326681504e+01,6.134936364e+01,4.281773242e+01,8.812201631e+01,6.038845690e+00,4.562987179e+01,9.759298474e+01,6.774222766e+01,4.991260409e+01,9.032945959e+01,6.661171577e+01,1.339089323e+01,9.197057050e+01,6.515888513e+01,9.066958766e+01,8.756921421e+01,7.819856498e+01,1.843469055e+01,9.700769321e+01,8.982444973e+01,7.164500052e+01,1.989440653e+01,2.558505857e+01,7.360076211e+01,8.012206077e+01,2.078805275e+01,1.110104751e+01,6.887703047e+01,5.215531912e+01,3.965537781e+01,7.763644571e+01,2.824377324e+01,3.987335299e+01,9.072031191e+01,5.130347369e+01,9.023301844e+01,4.806385668e+01,7.291268199e+01,5.582772365e+01,5.453175656e+01,9.304023092e+00,8.040882286e+01,2.022243321e+01,5.251955725e+01,5.852264103e+01,5.569454336e+01,3.695703627e+01,1.048747825e+01,5.078859064e+01,7.497923291e+01,8.928506459e+01,8.392637485e+01,2.472954008e+01,8.011629591e+01,8.156415264e+01,4.066499692e+01,7.545532659e+01,7.989682753e+01,2.938044227e+01,4.559728338e+01,3.263725450e+01,4.260021758e+01,4.189987349e+01,4.087069416e+01,6.214127324e+01,2.644038850e+00,1.069837438e+01,3.680887407e+01,2.655449033e+01,1.191343368e+01,7.427439109e+01,2.791706032e+01,9.242007726e+01,8.420060432e+01
2.334113896e+01,2.881804481e+01,5.332818372e+01,2.669123715e+01,2.065472250e+01,1.494615216e+01,4.234493812e+01,8.948474565e+01,1.170421522e+01,2.716146407e+01,2.746747950e+01,4.178809325e+00,8.413024292e+01,7.891184844e+00,6.890852311e+01,1.054168988e+01,9.835044112e+01,9.437655750e-01,1.085333593e+00,7.478313263e+01,5.298526831e+01,7.060765280e+01,9.948192155e+01,5.913904895e+01,2.724313904e+01,7.346840117e+01,4.739472911e+01,6.295868757e+01,8.870913900e+01,1.677573497e+01,5.743417911e+01,6.237067352e+01,7.917817516e+01,6.872548624e+00,5.981953060e+01,5.680383061e+01,3.426913971e+01,5.709246937e+01,5.388823019e+01,8.655783064e+00,9.061846702e+01,1.893084522e+01,3.867401755e+01,7.814563913e+01,1.323246527e+01,4.952454708e+01,2.968063475e+01,2.559731167e+01,6.887954839e+01,3.317862005e+01,6.596860373e+01,2.595271827e+01,3.031407151e+01,5.757826738e+00,3.829862421e+01,8.151300609e+01,4.027162817e+01,5.449416338e+01,6.672687487e+00,5.105552272e+01,4.164732391e+01,7.055315713e+01,3.911489987e+00,3.057603325e+01,7.969674743e+01,5.975133109e+01,2.668056576e+01,1.698035730e+01,3.629039118e+01,8.894094936e+01,9.864610451e+01,5.401297838e+01,3.560060028e+01,1.655770066e+01,1.728119642e+01,9.533794955e+01,6.077374781e+01,7.779455992e+01
6.725366409e+01,7.786388027e+01,8.821357660e+01,1.003172174e+01,6.482667022e+01,6.850407490e+00,4.085680061e+01,2.822365085e+01,8.122388533e+00,3.422386651e+01,2.428348681e+01,1.867831773e+01,2.080778823e+00,6.786041273e+01,5.312432540e+01,6.000577059e+01,8.287931471e+01,3.369891302e+01,1.357431975e+00,1.824458553e+01,3.904569273e+01,1.094592586e+01,2.041212529e+01,6.765788381e+01,2.055237290e+00,8.627374319e+01,8.979892466e+01,3.610068065e+01,6.213402047e+01,3.529980200e+01,3.635102195e+01,4.208698062e+01,7.023523575e+01,7.990959624e+01,2.301406683e+01,7.535468894e+01,8.501579476e+01,7.906432207e+01,1.965734580e+01,1.157377852e+01,1.599536058e+01,2.811881233e+01,5.950412456e+01,2.858285829e+01,9.227239895e+01,5.508308014e+01,1.929124403e+01,9.640792360e+00,1.421993442e+01,5.324984767e+00,6.472502198e+00,9.015151346e+01,3.103716055e+01,9.171415386e+01,8.626156266e+01,2.419678284e+01,8.112872753e+00,2.773859553e+01,8.694626666e+01,2.510034885e+01,2.476180358e+01,5.777253123e+01,6.085389333e+00,5.048346263e+01,1.259918702e+00,4.454499156e+01,9.024504857e+01,7.082807592e+01,3.170929155e+01,7.045121030e+01,4.528989371e+01,6.642144966e+01,3.832084400e+01,2.906257987e+01,9.952373508e+01,3.360204077e+01,1.085491489e+01,5.482576481e+01
4.938352163e+01,3.512414953e+01,1.880628296e+01,8.778255027e+01,3.629689781e+01,7.132408531e+01,2.836064660e+01,8.769773855e+01,7.963857366e+01,2.458813244e+01,5.766300058e+01,3.204971177e+01,7.507939159e+01,6.156102348e+01,2.310063588e+01,7.777515660e+01,9.928879025e+00,5.727483321e+01,9.982872024e+01,8.888652307e+01,3.515989546e+01,8.064525488e+01,9.614013695e+01,2.687592194e+01,1.051735637e+01,3.888840864e+01,7.542706269e+01,1.637765575e+01,8.466920686e+01,3.763463878e+01,7.992402659e+01,4.094235671e+00,2.759561959e+01,4.725163921e+00,7.844799865e+01,1.033728345e+01,6.510214163e+01,7.042757782e+01,7.933576132e+01,9.284228227e+01,3.486993822e+01,9.521096825e+01,8.713747642e+01,1.199823520e+00,3.654136850e+01,1.899905117e+01,1.341267122e+01,9.018522523e+00,9.764353031e+01,6.682715758e+01,3.531672145e+01,7.822873011e+01,3.137759622e+00,1.840086462e+01,8.973840171e+01,5.667727373e+01,8.289191177e+01,5.751014989e+01,7.324086074e+01,1.945570462e+01,8.893484787e+01,9.975596257e+01,4.045483723e+01,5.224426495e+01,1.694419373e+01,9.124201620e+01,7.245082892e+01,4.895127319e+01,9.422238192e+00,8.767907362e+01,2.175649788e+01,9.055614765e+00,9.880931882e+01,2.554486238e+01,2.672102558e+01,9.338452190e+01,5.367109929e+01,6.364197075e+01
3.383619459e+00,5.147368173e+01,8.044236802e+01,4.028145320e+01,6.364440963e+01,9.649574528e+01,8.439525475e+01,9.003118941e+01,2.324120172e+01,1.545342105e+01,3.253767678e+01,4.653888071e+01,2.108790862e+00,2.634880191e+01,5.999692373e+01,1.265233448e+01,2.268702500e+01,7.931393861e+01,6.714985323e+01,7.424752328e+01,3.322700121e+01,3.133994442e+00,8.234081262e+01,9.420167578e+01,9.703029819e+01,2.992167085e+01,3.053568062e+01,3.037856837e+00,5.553546682e+01,9.764511667e+01,9.903230764e+00,7.272343694e+01,1.133758858e+01,1.948373395e+01,5.511871372e+01,3.003666509e+01,7.015085585e+01,4.663308033e+01,3.643511896e+01,6.753413877e+01,4.846535542e+01,1.098496480e+01,8.979797670e+01,5.710817726e+01,8.351225797e+01,3.856352809e+01,1.944333881e+01,8.974589204e+01,2.584749713e+01,1.514501734e+01,4.332505467e+01,1.093212000e+00,4.721405695e+01,9.358222682e+01,3.556106578e+01,3.300077937e+00,7.010012961e+01,5.119047401e+01,2.133113196e+01,2.733085876e+00,9.147092792e+01,2.905942541e+01,6.435967631e+01,3.041280375e+01,3.167540124e+01,4.156791059e+01,5.126898522e+01,5.988239055e+01,7.374083543e+01,6.718447880e+01,8.979206024e+01,4.525255198e+01,9.989823726e+01,9.681069879e+01,1.507914812e+01,4.580044264e+01,7.612698823e+00,9.317661492e+01
1.964746695e+01,5.887589149e+01,6.046225104e+01,6.993741407e+01,5.103063295e+00,2.003962301e+01,9.947638411e+01,7.757581921e+01,5.959215354e+01,1.939675744e+01,5.309407217e+01,5.219985287e+01,6.687100277e+01,4.075835019e+00,8.502079737e+01,7.205419012e+01,7.291283805e+01,5.098873602e+01,6.730504826e+01,5.018157300e+01,7.239287283e+01,7.725699457e+01,2.701281092e+01,4.492588537e+01,2.823326715e+01,8.971044872e+01,8.055954213e+01,9.395822151e+01,2.211913284e+01,9.707753392e+01,9.122554758e+01,6.026231438e+01,3.974901054e+01,3.132304215e+01,6.827047108e+01,3.394581288e+01,1.212310190e+01,8.642902176e+01,6.739584793e+01,2.001695010e+01,9.923097882e+01,2.082577692e+01,1.230983788e+00,2.740310239e+01,7.831129870e+01,6.986023375e+01,6.587241908e+01,4.636967825e+01,4.501048341e+01,8.975896140e+01,6.434171909e+01,4.999000097e+00,8.314128767e+01,3.658837845e+00,3.711955706e+01,1.478154152e+00,2.837944262e+01,4.665503476e+01,9.531011161e+01,6.563501166e+00,2.458359384e+01,5.121018887e+00,9.388955270e+01,8.925199967e+01,9.225211846e+00,1.568541674e+01,1.406244843e+01,6.905346961e+01,6.626645414e+01,2.188838666e+01,2.107592919e+01,4.843699806e+01,8.381874298e+01,6.691074299e-01,4.967802915e+01,1.873546324e+01,7.703234122e+01,4.498018267e+01
1.473763964e+01,7.269444667e+01,2.360420858e+00,4.485284272e+01,8.664402540e+01,5.360283686e+01,2.638787670e+01,3.913663986e+01,8.936113455e+01,2.175945761e+01,5.217644442e+01,3.240638397e+01,3.325781457e+01,9.271710619e+01,8.647809159e+01,8.143015085e+00,7.163177396e+01,8.167536884e+00,3.352787915e+00,1.503180315e+01,6.082599209e+01,1.128727037e+01,8.955392747e+01,9.879363986e+01,7.709353550e+01,3.679910123e+01,9.163469786e+01,8.288484928e+01,3.126225861e+01,4.279322158e+01,7.309525321e+01,6.640703865e+01,1.683975160e+01,1.928528517e+01,3.665360255e+01,9.870398916e+01,8.004873855e+01,4.884210105e+01,5.879021924e+01,1.976357107e+01,3.236521218e+01,9.077956227e+01,7.529080363e+00,9.855598730e+01,9.706137927e+01,5.743945384e+01,4.469175708e+01,5.618067965e+01,8.360861815e+01,3.487178780e+01,3.551601480e+01,6.023163697e+01,2.993402144e+01,7.920599355e+01,3.190393757e+01,3.526681707e+01,7.192401492e+01,7.304224875e+01,7.786339383e+01,2.911958132e+00,9.884405844e+01,5.686660073e+01,6.800051009e+01,8.637208900e+01,2.702943115e+01,8.129081463e+01,3.319565179e+01,6.340972822e+01,3.600522981e+01,1.064002294e+01,8.724611170e+01,2.203069874e+01,5.077885804e+01,4.992777767e+01,5.327718490e+01,7.257587963e+01,8.355011190e+01,9.544943393e-01
8.941263619e+01,2.254760852e+01,6.750456841e+01,2.040893513e+01,3.974071986e+01,2.891352104e+01,5.984047864e+01,8.847372065e+01,9.620401870e+01,4.860208567e+01,5.575482634e+01,5.630099818e+01,3.185065500e+00,4.865983640e+01,4.536412198e+01,9.170139214e+01,3.800838493e+01,9.345905644e+01,1.397645186e+01,4.900554488e+01,6.035906260e+01,2.732911412e+01,6.773901471e+01,2.214157075e+01,4.770022033e+01,3.618124525e+01,5.299166758e+01,1.994551019e+01,2.874712083e+01,1.913276380e+01,8.598378227e+01,6.210189188e+01,7.399949913e+01,5.928423116e+01,9.753361125e+01,1.429739040e+01,9.559722470e+01,1.940617401e+01,9.035684675e+01,6.077227333e+01,3.618219367e+01,1.392877127e+01,6.352627408e+01,7.848858334e+01,3.613529928e+01,3.060594760e+01,5.040278175e+01,7.877194432e+01,6.603909520e+01,1.490723077e+01,3.813782407e+01,9.906004999e+01,1.979979749e+01,5.489771856e+01,9.552839543e+01,9.173172022e+01,8.470117644e+01,9.709995861e+00,1.241266536e+00,4.098444557e+01,4.623849727e+01,4.938359683e+01,6.877829108e+01,7.318648548e+01,9.507802404e+01,4.721661556e+01,4.726235207e+01,5.100105747e+01,5.465371158e+01,3.419127522e+01,8.689556952e+01,2.634997390e+01,2.484698737e+01,4.310333070e+01,3.905703228e+01,4.679649239e+01,2.326400733e+01,5.612379887e+00
2.026159468e+01,5.644028814e+01,4.941909019e+01,6.600460607e+01,2.540648497e+01,6.255028819e+01,1.918250689e+01,5.097680293e+01,5.928101454e+01,1.906837177e+01,3.233227385e+01,1.216265198e+01,3.772342756e+00,1.679784173e+01,3.015946092e+01,3.660903360e+01,1.163648818e+01,6.874433509e+01,6.456370343e+01,2.982640129e+01,6.765925374e+01,6.024420569e+01,8.123937492e+01,2.643326120e+01,7.637629314e+01,2.890277150e+00,2.660732756e+01,6.091220005e+01,1.307214315e+01,4.996965589e+01,6.238918530e+01,6.825331228e+01,1.982941065e+00,6.347706150e+01,5.777392586e+01,4.224502588e+01,2.365866687e+01,8.686167196e+01,5.863519727e+01,8.952352106e+01,8.999504638e+01,7.597600948e+01,7.666888204e+01,3.896559816e+01,8.833644245e+01,1.779706962e+01,3.579522416e+01,1.759721533e+01,8.260668047e+00,7.851896106e+01,7.127960329e+01,4.294276946e+01,9.441813335e+01,2.495958061e+01,8.643123911e+01,8.311936845e+00,8.190660218e+01,2.802748239e+01,8.850570472e+01,6.290474075e+00,2.565177463e+00,3.407465176e+01,7.188810473e+01,9.716908416e+01,5.713755827e+01,6.890070658e+00,2.354289565e+01,5.877872386e-01,6.325094941e+01,3.698592629e+01,7.231388048e+01,8.198082615e+01,1.902418717e+01,6.397827103e+01,7.415521043e+01,4.550566735e+01,7.581856070e+01,8.180846739e+01
3.502071174e+01,2.595995122e+01,2.720967783e+01,5.373534451e+01,5.384311844e+01,3.760095450e+01,8.879184154e+00,3.456320608e+01,8.498919941e+01,2.295670926e+01,9.332848143e+01,6.958472166e+01,7.453273490e+01,2.199088753e+01,1.073831885e+01,7.225475799e+01,7.248560557e+01,7.061468069e+01,2.558815187e+01,4.010682256e+01,2.246637790e+01,8.079232286e+00,5.195585515e+01,8.000548135e+01,4.490217180e+01,5.892501981e+01,5.526755718e+01,8.041013849e+01,8.247094558e+00,6.585024784e+01,4.040611310e+01,6.565487297e+01,1.364626751e+01,6.107022259e+01,9.041617432e+01,6.887082897e+01,3.868551281e+01,8.615727643e-01,1.702268741e+01,7.791052212e+01,9.332310300e+01,5.019687772e+01,7.843114733e+01,9.479730472e+01,2.911612397e+00,9.451955958e+01,5.482414648e+01,8.116042570e+01,3.677863433e+01,1.506835425e+01,7.585460274e+01,2.985135749e+01,8.807463267e+01,7.445612817e+01,4.900244513e+01,9.318324826e+01,3.697408889e+01,4.819161428e+01,9.068593766e+01,5.371298489e+01,6.899539979e+01,9.865442469e+01,9.678946774e+01,6.017294082e+01,4.987934644e+01,7.893966074e+01,4.792998581e+01,1.843660104e+01,2.560075428e+01,8.469810396e+01,9.076983125e+01,6.261044915e-01,2.840728283e+01,9.408435007e+01,8.181997678e+01,2.584933811e+01,4.472252487e+00,1.877410561e+00
9.071720340e+01,5.512536296e+01,3.763121734e+01,3.695435006e+01,4.189670038e+01,6.886167951e+01,6.296305486e+01,7.187694551e+01,7.398624380e+01,5.052060505e+01,2.469579064e+01,9.142564737e+01,8.835078650e-01,9.269677642e+01,4.059433170e+01,9.147918200e+01,8.636019933e+01,3.955335859e+01,4.082466617e+01,2.242289403e+01,7.837357371e+01,7.881711111e+01,9.122197811e+01,1.667324436e+01,2.262599839e+01,6.111691265e+01,4.851951085e+01,5.282917447e+01,5.964338220e+01,8.950560973e+01,2.093476077e+01,5.083998305e+01,1.996321375e+01,1.264429649e+01,2.731301985e-01,2.691499382e+00,7.636171468e+01,6.273020684e+01,7.811573025e+01,8.531014126e+01,7.630641300e+01,7.889317567e+00,8.502859879e+01,9.517918871e+01,5.070203299e+00,7.222555514e+01,9.571676301e+01,8.961638957e+01,3.725125367e+01,2.544912631e+01,7.093667757e+01,4.218881372e+01,8.147141919e+01,9.540521147e+01,4.555447597e+01,9.611725187e+01,5.088753758e+01,5.349031496e+01,7.412188379e+01,7.836045454e+00,4.963135327e+00,2.692305267e+01,4.971900183e+01,5.480373281e+01,1.517388135e+01,5.436739366e+01,5.816761733e+01,7.621818167e+01,2.134008798e+01,2.923551235e+01,1.996649288e+01,9.934369451e+01,4.673651107e+01,9.398611615e+01,4.637753629e+00,3.771263883e+01,5.061290436e+01,1.473402064e+01
5.556195154e+01,1.505647466e+01,3.338485201e+01,6.655540374e+01,4.714763081e+01,6.223472792e+01,5.738562371e+01,3.734282757e+01,7.381232289e+01,8.398876485e+01,7.321148267e+01,5.849986813e+01,4.797338660e+01,8.116167870e+01,4.327223941e+00,5.330127515e+01,6.754548413e+01,9.140762612e+01,2.171930526e+01,2.052301932e+01,1.559396360e+01,7.890642224e+01,8.054039327e+01,4.654939500e+01,4.121506838e+00,5.499641551e+01,5.447655316e+01,9.274548071e+01,4.866939305e+00,5.027890599e+01,1.262930430e+01,1.065383391e+01,3.136362234e+00,3.857863893e+01,9.462265838e+01,7.166205016e+01,6.252828255e+01,3.924403987e+01,4.796274593e+01,1.484325878e+01,3.204826255e+01,9.743021881e+01,9.883167244e+01,2.199232497e+01,4.791676898e+01,5.463118177e+01,7.226490804e+01,5.163195080e+01,6.711444329e+01,7.433571817e+01,7.544317252e+01,7.885833759e+01,8.627255037e+01,1.088987037e+01,5.996875514e+01,2.603928502e+01,1.858424840e+01,8.983042186e+01,1.091277565e+01,7.508090403e+01,9.396384696e+01,2.732128679e+00,1.108365027e+01,7.818506032e+00,8.422905248e+01,4.526096419e+01,3.048089392e+01,3.706043130e+01,2.701221799e+00,6.863189071e+01,4.902868436e+01,8.316030962e+01,9.460587308e+01,3.527904668e+01,5.872330887e+01,3.330771780e+00,5.805110078e+01,7.946804683e+01
1.280090012e+01,5.937481448e+01,5.792303564e+01,2.264490633e+01,7.144214280e+01,4.122753118e+01,7.004389735e+01,9.831549586e+01,1.426288216e+01,7.750401965e+00,4.466413872e+01,5.378275303e+01,4.369007019e+01,6.185652179e+01,3.289737445e+01,9.508201374e+01,8.271616625e+01,9.200223514e+01,4.050560894e+01,8.723342891e+01,1.022318500e+01,8.134846386e+01,9.413640148e+01,3.771529192e+01,6.207608994e+01,2.474938815e+01,8.470786871e+01,2.133541128e+01,3.206893119e+00,4.398368037e+01,8.048760605e+01,3.000681648e+01,5.088381786e+01,8.055209788e+01,1.998889676e+01,9.012827236e+01,9.256503595e+01,9.360186178e+01,4.263731879e+01,2.234762525e+01,5.153443101e+01,9.420917655e+01,9.941613260e+01,1.360823563e+01,9.431570607e+01,5.785750215e+00,2.812367838e+01,3.928561073e+01,8.411171666e+01,3.909676521e+01,4.567649692e+01,3.390580472e+01,7.446352845e+01,4.846106060e+01,9.134899472e+00,1.605811776e+01,8.109966302e+01,9.193466289e+01,4.076313760e+01,4.125521332e+01,9.305858220e+01,4.460052997e+01,5.791532340e+01,4.448458290e+00,7.803511751e+01,5.272015664e+01,7.365149387e+01,4.718046736e+01,1.171928384e+01,8.362808948e+01,9.984500560e+01,8.353215082e+00,5.425672404e+01,8.012295781e-01,6.650702825e+01,4.616993421e+00,8.910461140e+01,9.380540942e+01
4.578586787e+01,6.601449352e+01,7.333049629e+01,1.734114752e+01,4.699605921e+01,9.601604597e+01,8.193961336e+01,5.886270629e+01,8.449281739e+01,8.337221773e+01,8.112575550e+01,1.014075018e+01,7.726820039e+01,6.270227458e+01,1.391284373e+01,6.283193603e+01,3.294156319e+00,2.359120897e+01,5.997324962e+00,7.109454911e+01,1.802477602e+01,7.478120276e+01,4.554172462e+01,2.832794768e+01,2.444694706e+00,1.467699337e+01,2.278326700e+01,1.970997036e+01,3.977925934e+01,7.881154400e+00,2.080585455e+01,1.861267369e+01,9.562818914e+01,5.607820871e+01,9.444231156e+01,3.385237744e+01,2.113331136e+01,8.384236261e+01,4.656203671e+01,4.228489789e+01,9.018061348e+01,1.404078860e+01,5.049445887e+01,1.117202832e+01,4.287404402e+01,8.654709281e+01,1.822689895e+01,9.299252081e+01,4.694318977e+01,5.867321982e+01,5.760030270e+01,5.891285867e+01,3.307426397e+01,4.316996296e+01,7.283556224e+01,9.466863789e+00,5.310734886e+01,8.197971505e+01,5.417364121e+01,1.178600130e+01,4.382225921e+01,5.153700944e+01,4.405231127e+01,1.649789038e+01,9.990535006e+01,7.802256341e+01,2.498950988e+00,8.222885266e+01,6.596187822e+01,5.671366698e+01,6.470531241e+01,2.329983390e+01,1.023783153e+01,6.343786427e+01,1.203549565e+01,4.384723431e+01,2.777960307e+01,7.263591026e+01
4.536173243e+01,4.791787290e+01,5.947336807e+01,2.615833869e+01,8.185831248e+01,3.904300141e+01,2.970181944e+01,5.299254695e+01,6.106841076e+01,5.778944333e+01,1.580950171e+01,7.819197687e+01,7.057742314e+01,9.951603391e+01,1.291143154e+01,5.378526622e+00,3.730609465e+01,7.974314647e+01,6.438787366e+01,9.148774585e+01,2.217765133e+01,7.147706478e+01,9.692936350e+01,8.522550989e+01,3.427263485e+01,9.306066303e+01,5.109733633e+01,7.031015310e+01,1.995904665e+01,2.690865757e+01,1.608085996e+01,3.935107884e+01,6.392732526e+01,5.159367496e+00,7.545238243e+01,5.441839352e+01,6.175142790e+01,1.896643880e+01,9.161155899e+01,9.227853779e+01,5.418056374e+01,6.923609901e+01,1.303129205e+01,2.892703299e+00,6.750664032e+01,1.462029180e+01,8.690896277e+01,3.158854145e+01,9.539461407e+01,4.880457685e+01,9.142014762e+01,2.866954786e+01,5.340033373e+01,1.182722772e+00,3.933981350e+01,5.988778984e+01,9.962458550e+01,2.477161354e+01,5.446620471e+00,5.917571902e+00,1.745346479e+00,3.735304437e+01,4.051507303e+01,1.560774255e+01,4.892204065e+01,8.189770901e+01,7.794981709e+01,1.533389147e+01,4.617929732e+01,7.098101561e+01,5.935580651e+01,1.785967551e+01,3.494896925e+00,9.703432448e+00,4.392960297e+01,3.073343678e+01,4.776330959e+01,5.198133114e+01
6.609934945e+00,8.837499642e+01,6.732758486e+01,8.561247904e+01,8.075877599e+01,3.910215643e+01,8.732059385e+01,9.414867594e+01,1.499156604e+00,2.555403721e+01,3.173997495e+01,9.247619092e+01,5.674400887e+01,7.093215689e+01,5.152516962e+01,7.594383972e+01,5.167701003e+01,2.759172096e+01,4.372124825e+01,7.893715712e+01,5.032425473e+00,2.631295280e+01,6.739178062e+01,6.572350388e+01,9.765237575e+01,6.710922176e+01,6.726135259e+01,6.871302804e+01,3.785477980e+01,5.101984496e+01,2.735488749e+01,1.484390339e+01,2.975687606e+01,3.481233980e+01,6.767218311e+01,9.348859937e+01,6.551560471e+01,6.963336763e+01,6.378739766e+01,1.411909443e+01,3.248976878e+00,6.498121394e+01,8.586147859e+01,1.550026805e+01,1.939898209e+01,2.881551127e+01,5.571708642e+01,6.947124896e+01,7.484639004e+01,4.255107910e+01,2.860237100e+01,1.484612572e+01,2.727629508e+01,5.665043890e+01,2.849850210e+01,7.944871506e+01,1.414420468e+01,5.108847816e+01,8.334952321e+01,8.913678755e+01,1.738311925e+01,2.739345596e+01,9.039148353e+01,4.227176597e+01,2.348495628e+01,4.293680226e+01,8.803400199e+01,2.625979391e+01,2.871044082e+01,8.513548484e+01,3.242515525e+01,7.798824519e+01,3.223433038e+00,1.089979748e+01,3.759768094e+01,5.687582327e+01,7.284401007e+01,2.682515912e+01
5.674193897e+01,2.645580300e+01,1.716837039e+01,5.670654144e+01,7.043607771e+01,7.191566928e+01,8.894199245e+01,3.464589916e+01,3.074679761e+01,2.322797638e+01,1.382189886e+01,5.208741178e+01,5.472668154e+01,1.067953349e+01,2.654905050e+00,6.850714419e+01,5.208432634e+01,3.149882574e+01,8.870431542e+01,9.133486401e+01,1.665928761e+01,9.449221267e+01,5.361883047e+01,7.940962051e+01,2.425634100e+01,2.600795410e+01,4.777703840e+01,4.510880211e+00,6.612994331e+00,4.932931715e+00,4.141716470e+01,8.025406538e+01,1.946091981e+01,1.492409482e+01,2.973539929e+01,1.217788408e+01,3.568343176e+01,6.912315003e+01,9.289319276e+01,6.624745339e+00,1.044122367e+01,1.059889325e+01,6.059153190e+01,7.236333699e+00,5.420676103e+01,9.236893894e+01,6.646377998e+01,1.537202286e+01,5.598350171e+01,8.308965572e+00,7.953807499e+01,4.862270221e+01,3.628579309e+01,8.657855067e+01,7.300782269e+01,9.064275752e+01,6.998638123e+01,7.206919471e+01,4.882903348e+01,4.500482273e+01,1.465092634e+01,6.456669684e+00,3.686576333e+01,5.887283515e+01,7.260399297e+01,7.247173122e+01,7.334995915e+00,8.747590471e+00,2.199542514e+01,5.653174265e+01,6.002671682e+01,2.391814360e+01,5.100439011e+01,3.232914743e+01,8.672428512e+01,5.802628817e+01,2.424720275e+01,3.513413460e+01
9.441934659e+01,5.960031294e+01,8.607763859e+01,5.603315389e+01,6.744229335e+01,1.528383954e+01,6.439904142e+01,4.343220723e+00,7.645067809e+01,6.955906953e+01,7.704992758e+01,6.550610437e+01,6.705113816e+01,9.900641763e+01,1.764347738e+01,1.692806805e+01,9.348005604e+01,5.921968345e+00,1.432907851e+01,1.617879104e+01,7.750250516e+01,4.733691593e+01,2.568986631e+01,1.319959331e+01,8.231967896e+01,4.973967420e+01,1.550848926e+01,2.781707557e+01,7.350389277e+01,7.143590450e+01,3.199120584e+01,7.083519111e+01,2.594413246e+01,8.080518350e+01,4.014295282e+01,6.027109615e+00,6.454804725e+00,6.565984918e+01,5.913414283e+01,3.600878261e+01,4.202422157e+01,5.153892070e+01,2.034852610e+01,1.920288512e+01,6.945340808e+01,9.965588675e+01,7.132377292e+01,6.764323322e+01,3.064986782e+01,3.034527619e+01,1.388195307e+01,4.895858498e+01,5.160069287e+01,7.477100319e+01,7.840748971e+01,6.452514919e+01,4.463365063e+00,8.327948930e+00,1.972269784e+01,2.184540943e+01,9.444089355e+01,9.799341943e+01,9.797932865e+01,2.960361585e+01,8.872417491e+01,9.269953289e+01,8.506636360e+01,7.197097346e+01,4.030204367e+01,6.569087306e+01,8.931873558e+01,5.428509567e+01,4.733856808e+01,6.360011450e+00,7.298608428e+01,2.426493339e+01,9.793698021e+01,6.726428726e+01
