v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88
2.459429369e+00,5.906353861e+01,3.296120663e+01,9.043915372e+01,1.581669393e+01,3.228832579e+00,5.768194846e+01,8.529886896e+01,8.833327087e+01,7.645101039e+01,6.070789691e+00,1.568854885e+01,6.378851193e+01,6.611235598e-01,9.992362179e+01,5.684373180e+01,6.462257980e+01,8.094455809e+01,8.401911585e+01,5.770741439e+01,2.122846918e-01,3.499317581e+00,3.434270021e+01,5.985601619e+01,2.722896178e+01,2.557312408e+00,8.370066918e+01,8.731867739e+01,8.347927636e+01,1.354956749e+01,4.294465397e+01,1.716620761e+01,1.710745854e+01,2.087079097e+01,1.722081432e+01,8.838619113e+01,4.433326100e+00,3.991708912e+01,7.582432549e+01,3.939260650e+01,1.149181768e+01,3.673705282e+01,2.385090702e+01,1.982618477e+01,2.151262951e+01,6.677263048e+01,8.575095570e+01,5.768302442e+01,3.061790490e+01,5.266496189e+01,3.030272149e+01,6.657782048e+01,6.027549448e+01,5.617634613e+01,1.287619240e+01,9.035144943e+01,7.967324944e+01,8.178535166e+01,5.369196014e+01,9.897669990e+01,7.364029480e+01,2.521071292e+01,6.453187197e+01,1.172504032e+01,4.556262337e+01,2.027314935e+01,6.732375765e+01,8.341994718e+01,3.110470180e+01,7.021381108e+01,8.562248365e+01,3.070929689e+01,3.441455868e+01,4.239166702e+01,7.123291747e+01,3.233926163e+01,9.747402213e+01,7.476922285e+01,4.827552238e+01,6.310766014e+01,6.759426094e+01,2.498939877e+01,5.464392590e+01,1.082860787e+01,4.193287266e+01,1.565996117e+01,4.383081965e+01,5.016924050e+01
3.153064497e+01,4.355084203e+01,5.035763643e+01,9.661315714e+01,4.345464575e+01,3.673206821e+01,8.265565872e+01,9.892960623e+01,4.837491664e+01,7.992566194e+01,8.917875804e+01,3.732743449e+00,7.221472961e+01,9.324376257e+01,2.674100515e+01,4.140322229e+01,8.010527496e+01,8.856970288e+01,1.051651425e+00,1.661941789e+01,2.841559253e+01,5.548586226e+01,5.268897060e+01,3.348605484e+01,4.063764602e+01,1.750173654e+01,9.087780964e+01,7.690990968e+01,6.520440827e+01,2.460537900e+01,4.064400385e+01,6.841946785e+01,5.644533866e+01,4.162326775e+01,1.732187582e+01,1.398362164e+01,6.809774116e+01,1.428006483e+01,1.685545321e+00,2.682409162e+01,1.253383742e+00,9.618253571e+00,9.050569652e+01,9.903556466e+01,4.345876711e+01,9.231177658e+01,4.342871534e+01,6.324487809e+01,4.066845040e+01,4.641486910e+01,5.691104051e+01,1.811098583e+01,8.875188804e+01,7.388843952e+01,2.601915929e+01,9.143754654e+01,5.736191993e+01,7.654014774e+01,7.453962128e+01,1.957248686e+01,8.098264215e+00,5.513221363e+01,8.830545758e+01,1.106333515e+01,2.299351949e+01,6.186107225e+01,8.390984117e+01,6.570148666e+01,6.307110956e+01,6.255900953e+01,8.914258548e+01,5.503015838e+01,7.322517178e+01,3.878083625e+01,2.435298255e+01,3.201536900e+01,4.839319106e+01,3.636714954e+01,4.086342259e+01,6.608735149e+01,4.604514298e+01,2.070640952e+01,9.272150017e+01,4.256903851e+01,6.281075153e+01,2.693512472e+01,7.318270467e+01,2.589358315e+01
3.301973283e+01,6.873014265e+01,9.865004776e+01,2.347084835e+00,2.253476944e+01,5.009918206e+01,4.488565390e+01,3.256805903e+01,6.566347982e+01,5.684273841e+01,3.812270637e+01,2.297502083e+01,9.820234762e+01,4.645271412e+01,6.431438542e+01,5.762328382e+01,9.052775529e+01,1.178511149e+01,8.226022833e+01,8.398577098e+00,4.651642204e+00,2.226903121e+01,1.016226831e+01,9.514767556e+01,9.101547658e+01,2.380456502e+01,9.019583922e+01,6.595476393e+01,7.716831924e+01,5.501432011e+01,2.107205079e+01,6.532112924e+01,7.244237463e-01,9.969800902e+01,1.956287051e+01,8.726499144e+01,2.046438092e+01,8.803312481e+01,9.845039492e+01,1.335651946e+01,8.615285686e+01,7.542175574e+01,5.993428523e+01,1.316402769e+01,1.927397533e+01,6.109165860e+00,3.773263319e+01,8.231542612e+01,2.127858272e+01,9.919660670e+01,2.788323177e+01,1.712487971e+01,1.205182044e+01,3.625481670e+01,9.705073430e+01,6.430845121e+01,8.085282295e+01,9.218611557e+01,5.536255952e+00,1.990425099e+00,3.761731427e+01,4.517720659e+01,9.355596032e+01,6.273183976e+00,1.537313844e+01,4.847067962e+01,5.591921797e+01,9.155140650e+01,1.424250004e+01,1.172604365e+01,4.756639637e+01,3.082721213e+01,8.251836989e+01,4.107049289e+01,3.646161371e+01,5.817777107e+01,2.598239838e+01,7.361352377e+01,7.921226075e+01,9.282755807e+01,7.053542966e+01,9.920337999e+01,7.225338291e+01,9.254617629e+00,7.351895477e+01,4.457221178e+01,3.593343494e+00,8.908630717e+01
5.589990706e+01,6.332983691e+01,3.696280216e+01,1.660889399e+01,8.086584468e+01,8.967516415e+01,1.535828132e+01,7.580083929e+00,7.247559564e+01,9.615833602e+01,6.659818699e+01,6.013396333e+01,7.955949877e+01,2.279839634e+00,9.499910964e+01,6.507695496e+01,6.864551132e+01,1.549463433e+01,6.616031157e+01,2.627578911e+01,4.605273285e+01,3.095220535e+01,1.023294340e+00,6.436397430e+01,2.481625609e+01,1.314432028e+01,6.788736697e+01,8.501145090e+01,1.474297425e+01,1.322249394e+01,6.627982679e+01,5.460573231e+01,3.091819243e+01,1.705226161e+01,9.013765749e+01,7.228586637e+01,5.983332732e+00,4.411675628e+01,6.472898661e+00,7.138614748e+01,5.752618857e+01,1.024871023e+01,9.705166503e+01,5.273821995e+01,1.391856162e+01,4.836432501e+00,4.672482788e+01,9.709164440e+01,7.385290116e+01,5.528080312e+01,1.827929872e+01,2.692546057e+01,5.627078034e+01,8.350301168e+01,7.195200705e+01,4.981706883e+01,1.257558801e+00,7.459343133e+01,4.370731885e+00,9.510589171e+01,8.711951039e+01,9.720715913e+01,7.622525835e+01,5.858828523e+01,4.935689951e+01,4.708159172e+01,6.600424009e+01,1.228664837e+01,1.827653379e+01,2.682501736e+01,5.890908056e+01,9.350398340e+01,2.110967056e+01,4.363050251e+01,6.157594707e+01,9.161813847e+01,2.650344169e+01,2.242409812e+01,8.638780714e+01,8.811571000e+01,5.440174970e+00,5.627087262e+01,1.769809959e+01,2.721731838e+01,2.301592761e+01,1.317134053e+01,8.295930071e+01,1.184446089e+01
3.904915766e+01,2.152315960e+01,9.427301743e+01,8.320843941e+01,2.789309637e+01,8.306758981e+01,6.112421035e+01,3.078442246e+01,2.165438178e+01,7.343815539e+01,3.425927806e+01,5.936414918e+00,8.927323401e+01,7.121368501e+01,4.680581482e+01,9.978770598e+01,5.328548105e+01,6.874958716e+01,2.023553142e+01,5.120581317e+01,3.892819506e+01,1.614280570e+01,6.162717968e+01,5.657313787e+01,1.503131043e+01,1.340372820e+01,7.872935598e+01,6.071491833e+01,5.246596292e+01,4.788309516e+01,1.820336700e+01,1.198846071e+01,1.847260826e+00,8.980692561e+00,6.734273319e+01,6.900527162e+01,9.421087644e+01,1.301912693e+01,5.119664344e+01,2.835731623e+01,6.789941498e+01,7.874189747e+01,6.288493702e+01,1.079901954e+01,9.969847057e+01,7.478976730e+01,9.494863149e+00,8.121268090e+01,1.674643319e+01,2.302809040e+00,7.698532822e+01,6.738258657e+01,9.090029659e+01,2.162562854e+01,5.295156671e+01,1.555094042e+01,1.578563287e+01,9.081739022e+01,8.750876564e+01,1.234043109e+01,6.553657459e+01,7.389751883e+01,5.732677765e+01,8.155225347e+00,9.227636324e+01,3.529514597e+01,5.960680313e+01,3.630155448e+01,4.292910193e+01,9.442314443e+01,4.117536512e+01,4.091294349e+01,6.754873295e+01,5.553328110e+01,5.592178821e+01,5.871886991e+01,1.453682944e+00,3.719907840e+01,6.465054447e+01,6.936264108e+01,1.710231236e+01,1.311367249e+01,3.478763854e+01,1.732255436e+01,7.118176985e+01,6.130288980e+01,2.550804212e+01,5.993601764e+01
9.570600493e+01,1.919801788e+01,7.652667978e+00,3.872819999e+00,5.377389723e+00,6.562659632e+00,2.200279975e+00,3.431911143e+01,5.495393489e+01,5.930534685e+01,6.349386273e+01,4.889714507e+01,8.990284466e+01,9.644880461e+01,2.740703198e+01,6.408786088e+01,8.509166630e+01,2.107224737e+00,2.452178760e+01,4.862492983e+01,1.633478020e+01,5.121284108e+01,4.404549307e+00,1.843853010e+01,1.944672380e+01,5.810655920e+01,7.250286398e+01,4.635508754e+01,6.215963474e+01,3.642516303e+01,5.264348853e+01,9.187956609e+01,9.123910079e+01,2.421701036e+01,9.128503229e+01,2.405518797e+01,3.493336536e+01,8.911414967e+01,2.760742079e+00,2.659268242e+01,1.751090233e+00,8.691737540e+01,3.985991169e+00,9.104290090e+01,6.519390526e+01,1.859565122e+01,7.159703278e+01,5.815363130e+00,1.762351135e+01,2.267358586e+01,7.220214679e+01,2.915986464e+01,1.715585776e+01,3.374673276e+01,1.121163468e+01,1.137075171e+01,4.525379211e+01,9.157482434e+01,7.566835509e+01,4.006740135e+01,9.692233502e+00,3.067603392e+01,6.363427376e+01,3.193255628e+01,4.040043654e+01,4.980593772e+01,1.788934948e+01,5.923576637e+01,3.152743819e+01,4.666134564e+01,3.017797936e+01,5.493051773e+01,4.832090806e+01,7.841868926e+01,1.171230839e+01,9.208829407e+01,4.458222300e+01,5.885979564e+01,3.728999253e+01,8.157551741e+01,2.308753433e+01,8.923346052e+01,8.672750622e+01,4.640633825e+01,4.314134286e+01,7.742607441e+01,3.052992672e+01,9.571337743e+01
8.003094413e+01,3.176419170e+01,7.093753245e+01,8.632399603e+01,9.602144094e+01,8.359351882e+01,2.883252311e+01,9.339983361e+01,2.096765750e-01,9.250851515e+01,7.784260512e+01,1.040316240e+01,5.314385867e+01,8.984124607e+01,8.188416284e+01,5.463690385e+01,8.606686476e+01,5.671964743e+01,6.122154236e+01,3.932646835e+01,2.359174766e+01,4.221223836e+01,1.788191307e+01,2.013724653e+01,2.584263790e+01,5.559235986e+01,5.037230829e+01,9.990652849e+01,6.842141618e+00,7.235730663e+00,8.451910721e+01,4.304138501e+01,7.504396875e+01,9.671032676e+01,9.252841316e+01,1.823415883e+01,2.099106855e+01,3.204425985e+01,4.978377605e+01,3.953483119e+00,2.103627034e+01,6.568149611e+01,6.045989697e+01,6.688631868e+00,6.436484476e+01,4.976157118e+01,2.183256932e+01,8.406999621e+01,7.604517146e+01,8.082849144e+01,4.189475507e+01,1.118147969e+01,3.563463730e+01,2.005248998e+01,3.637574952e+01,1.727401160e+01,1.746733893e+01,2.266632460e+01,1.194403678e+01,2.092310986e+01,4.595625324e+00,5.126488448e+01,8.632341444e+00,9.641804943e+01,5.139548386e+01,5.222444886e+01,8.347363804e+01,1.030231067e+01,6.540353088e+01,2.000238824e+00,6.004897325e+01,5.575185329e+01,8.055335998e+01,6.905509139e+01,8.055015075e+01,6.697192703e+01,4.096733792e+01,5.311103975e+01,2.001782613e+01,3.055276374e+01,5.873946397e+01,8.869516755e+00,9.229951227e+01,2.517536480e+01,5.680319146e+01,7.163676798e+01,2.801482893e+01,7.717412130e+01
1.831873325e+01,1.330736580e+01,2.881261705e+01,2.432619773e+01,5.462728721e+01,9.860180708e+01,7.780551394e+01,8.993007480e+01,7.218769449e+00,4.210727502e+01,7.139681652e+01,9.367058576e+00,4.231582862e+01,6.849368903e+01,2.261549136e+01,5.259871053e+01,3.956728230e+01,7.194949295e+00,2.854115802e+01,7.428171825e+01,1.165509245e+01,6.320430956e+01,4.533160416e+01,7.578961467e+01,2.290308605e+01,7.383802065e+00,3.244665795e+01,6.172768114e+01,5.748973844e+01,5.297461678e+01,7.383583469e+01,3.813830448e+01,4.754582649e+01,5.449794363e+00,2.697134278e+01,2.132038175e+01,4.122062372e+01,2.627947759e+01,2.887377865e+00,4.419378222e+01,4.552911279e+01,6.907591355e+01,4.483773445e+01,4.136598740e+01,7.456849329e+01,7.780933639e+01,4.445745878e+01,9.240366626e+01,9.388119332e+01,3.094659711e+00,3.502243379e+01,7.662888993e+01,3.291006384e+01,9.762449564e+01,6.934452385e+01,3.695858006e+01,9.071548624e+01,1.879426604e+01,8.009700586e+01,4.554999626e+01,4.558577695e+01,9.369673583e+01,2.411365419e+01,8.446267767e+01,7.288015332e+01,5.893415350e+01,9.858049868e+01,1.464950981e+01,7.884334533e+01,6.288728351e+01,2.941516512e+01,8.689426410e+01,6.966376352e+01,8.651322729e+01,5.632733158e+01,2.099860205e+01,8.851549237e+01,3.502881083e+01,5.838920278e+01,6.892690878e+01,7.901622407e+01,8.971448810e+01,7.566999777e+01,2.704335654e+01,8.403726262e+01,8.260387421e+01,1.783577879e+01,6.538630786e+01
7.318871934e+00,2.923442508e-01,2.700137577e+01,7.722547626e+01,1.402102216e+01,4.973811242e+01,7.324482911e+01,2.126753162e+01,6.165780635e+01,7.099966849e+01,1.616137487e+01,4.368593875e+01,7.276479032e+01,5.979410532e+00,3.939947669e+01,6.930104143e+01,8.270321323e+01,9.756007766e+01,1.591355920e+01,2.811408276e+01,3.330995773e+01,1.711148677e+01,5.688741697e+01,4.471379711e+01,1.810104244e+01,4.590085224e+01,1.977177123e+01,8.538827618e+01,5.042417352e+01,3.796351469e+01,8.987886943e+01,3.786486147e+01,1.742017517e+01,5.251099469e+01,2.122392804e+01,2.309559347e+01,5.270194974e+01,5.035728122e+01,5.191479434e+01,7.370315547e+01,8.874099236e+01,6.756232433e+01,9.843165672e+01,4.623706803e+01,3.746699716e+01,5.369561156e+01,5.378278249e+00,1.109703306e+01,7.438647245e+01,8.677353814e+01,5.009954528e+01,4.152719985e+01,7.221769958e+01,5.146140398e+01,7.416972802e+00,3.174439252e+01,2.982460119e+01,5.915619637e+01,8.515845518e+01,2.269890795e+01,7.070718382e+01,7.783819459e+00,2.360783430e-01,2.036942346e+01,3.275242081e+01,3.687294024e+01,8.888289011e+01,8.809297694e+01,4.286629708e+01,1.822254225e+01,5.522143138e+01,9.567867384e+01,5.890297878e+01,7.510588103e+01,2.025719597e+01,1.864000853e+01,3.586813616e+01,3.087932708e+01,2.315797841e+01,3.913777481e+01,4.669204153e+01,1.453812705e+01,5.529268727e+01,7.407451044e+01,6.350746822e+01,8.017883540e+01,1.237099823e+01,7.946499851e+01
7.339746260e+01,9.811918982e+01,9.149711299e+01,6.352410809e+01,5.595519182e+01,5.965081888e+01,9.269615295e+01,6.036881877e+01,7.622535399e+01,2.769713697e+01,1.950306199e+01,9.909048984e+01,8.355067552e+01,8.004487307e+01,6.335991438e+01,6.611647139e+01,5.786948818e+01,4.445487020e+01,9.592437004e+01,2.681770787e+01,1.319401471e+01,4.485271008e+01,7.956738918e+01,5.907047734e+01,3.178488956e+01,3.189647759e+01,8.163633463e+00,4.957548586e+01,5.582461187e+01,4.208831374e+01,5.529876052e+01,1.539150371e+01,4.866390374e+00,3.637249449e+01,7.057807219e+01,3.033890718e+01,9.513111844e+01,3.825739511e+01,3.834904727e+01,8.901080531e+01,2.568882071e+01,2.508897921e+01,3.649272839e+00,8.147488360e+01,9.470801231e+01,8.801234860e+01,2.089549589e+01,1.931641348e+01,8.961843784e+01,9.599036852e+00,5.155956630e+01,2.120413364e+01,6.589791535e+00,6.309586997e+01,8.492151270e+01,9.196705079e+01,2.740064694e+01,7.500672602e+01,9.930593231e+01,4.705679137e+00,6.432991244e+01,8.587888865e+01,7.812649560e+01,6.450574948e+01,8.663643581e+01,4.793084090e+01,9.050582452e+01,7.729818932e+01,9.622380132e+01,6.207799204e+00,1.064642251e+01,8.000020104e+01,3.224942697e+01,7.739809731e+01,6.997724291e+01,2.054923475e+01,6.402035879e-01,2.778640445e+01,7.708066588e+01,3.979542068e+01,3.564314715e+01,8.886695641e+01,8.104419597e+01,8.341744890e+01,3.051563113e+01,4.614387300e+00,6.248168290e+01,9.490590887e+01
1.355234435e+01,7.822367931e+01,3.209442339e+01,5.409100953e+01,4.260742371e+01,9.257933271e+01,3.043940003e+01,6.323988274e+01,3.490710802e+01,8.269814441e+01,7.582802253e+01,3.891028740e+00,1.724339468e+01,8.830022867e+01,2.146378567e+00,4.617582176e+01,8.527307033e+01,6.630454160e+01,4.509452520e+01,5.144478854e+01,9.312065881e+01,3.005754516e+01,9.078266522e+01,7.482253051e+01,7.888263842e+00,1.627926527e+01,5.759519757e+00,3.088578594e+01,9.460907666e+01,9.603727972e+01,8.087659073e+00,4.091926336e+01,9.696756751e+01,6.716982441e+01,8.809119962e+01,9.261307553e+01,7.600390122e+01,2.610563264e+01,3.458256044e+01,6.549169535e+01,4.695560854e+00,1.592334759e+01,7.821412236e+01,1.530648375e+01,2.568993140e+01,2.075446349e+01,5.280253975e+01,7.508258706e+01,5.315546352e+01,8.527737697e+01,8.399817732e+01,9.813768023e+01,3.771298321e+01,8.801918753e+00,4.884807611e+01,4.019920152e+01,3.133753688e+01,8.168845155e+01,1.493930258e+01,2.605757941e+01,4.033285630e+01,8.580028382e+00,6.746598925e+01,5.623230767e+01,2.520420961e+01,2.444642006e+01,1.278280333e+01,6.224519626e+01,4.630329818e+01,9.002158808e+01,5.140482973e+00,1.497373574e+01,5.724132808e+01,5.681623030e+01,9.234828389e+01,2.311688680e+01,9.839154411e+01,8.401026794e+01,9.458684837e+01,2.896341106e+01,8.923545796e+01,9.162636557e+01,9.348808859e+01,1.423123998e+01,9.663582371e+01,1.692779131e+01,4.650487917e+01,4.060120261e+01
9.735047043e+01,2.489834137e+00,9.578057514e+01,8.804066176e+01,8.861164310e+01,2.452131542e+01,6.354428290e+00,2.663243020e+01,9.101578731e+00,8.539193518e+01,5.192854443e+01,9.749184445e+01,2.069931062e+01,1.681883549e+01,2.616712937e+01,3.783272008e+01,7.359406641e+00,8.975504938e+01,8.690421107e+01,2.399795764e+01,8.463400415e+01,7.912648021e+01,3.319619066e+01,6.748389830e+01,5.190739223e+01,6.634533141e+01,5.691757676e+01,9.934038701e+01,1.771933158e+01,2.961793734e+01,6.354898279e+01,9.001336685e+01,1.413285231e+01,8.903415016e+01,2.579983100e+01,6.931095813e+01,8.086679849e+00,7.780422260e+01,6.668315507e+01,4.561475716e+01,1.615229661e+01,3.920932330e+00,1.062057728e+01,5.114086622e+01,8.450130519e+01,3.328218596e+01,7.233960351e+01,4.123774827e+01,6.230744241e+01,8.463828198e+01,6.006134950e+01,2.964965048e+01,8.460308206e+01,2.027181622e+01,1.663890565e+01,6.096706749e+01,4.799329622e+01,4.346596596e+01,2.007601622e+01,7.249316642e+01,1.098103899e+01,4.300215154e+00,6.024564507e+01,5.439089074e+01,5.871878183e+01,2.111316836e+01,1.375029265e+01,9.663614740e+01,7.575166872e+01,3.887238630e+01,3.732176863e+01,7.850492660e+01,9.423632587e+01,7.468828942e+01,4.364577417e+01,3.210937779e+01,5.824250191e+01,5.455497560e+01,4.553374990e+01,1.714833700e+01,2.554602279e+01,4.190293131e+01,6.639799522e+01,6.924853518e+01,8.292756576e+01,4.186013643e+01,2.037777893e+01,5.511348809e+01
9.596616552e+01,7.652916866e+01,5.013452490e+01,2.208907400e+00,9.220960593e+01,2.183175658e+01,8.438016444e+01,1.698924393e+01,1.724285443e+01,3.287097558e+01,7.254827014e+01,2.359417154e+00,5.424981004e+01,7.876134960e+01,6.055146960e+00,6.529917277e+01,5.692761811e+01,5.341333202e+01,6.023974143e+01,7.974765030e+01,4.007047368e+01,6.777070074e+01,2.023730000e+01,8.661100106e+01,3.301417597e+01,4.336804022e+01,8.611149514e+01,9.942186264e+01,7.607519115e+00,8.908466073e+01,3.189290704e+01,8.573259954e+01,1.725396676e+01,4.021125498e+01,7.306925706e+01,3.502230139e+01,5.674115530e+01,7.772187191e+01,3.106599729e+01,5.134122499e+00,7.943383439e-02,3.647534635e+01,1.070607111e+01,1.632794537e+01,2.091826311e+01,6.504062336e+01,2.277382495e+01,2.464619290e+01,2.986399509e+01,1.912899206e+00,6.587940344e+01,1.061655987e+01,3.161525283e+00,9.275175486e+01,4.050855295e+01,4.423118839e+01,5.526072538e+01,1.725401050e+01,9.779750037e+01,6.073742171e+01,4.880266815e+00,1.934554042e+00,7.270249197e+01,5.385541448e+01,6.554732301e+01,3.588936852e+01,4.221818080e+01,9.858588414e+01,3.778255774e+01,5.921214304e+01,9.746346416e+01,2.006886701e+01,9.360757963e+01,3.319074162e+01,3.410373784e+01,8.558508709e+01,4.271883977e+01,6.260320418e+01,7.795995224e+01,6.864466148e+01,7.576986126e+01,5.322838998e+00,9.368774054e+00,4.015235566e+01,8.724589390e+01,7.068193682e+01,9.812917574e+01,8.565423755e+01
4.398100663e+01,6.976620664e+01,2.866023013e+01,6.209159293e+01,6.184433993e+01,2.840769334e+01,7.273276556e+01,5.516392310e+01,4.622772547e+00,5.818730518e+01,5.839348577e+01,9.049376834e+01,1.025793389e+01,4.994457106e+01,8.867136913e+01,3.023160760e+01,1.309134226e+00,3.293564613e+01,1.192026894e+01,9.632366535e+01,6.469576519e+01,8.597813520e+00,1.201030384e+01,9.803357564e+01,2.978664826e+01,6.196047246e+01,6.172830552e+01,2.150520099e+01,9.020782335e+01,7.259600287e+01,1.452004560e+00,9.472131610e+01,6.260318175e+01,5.908511616e+01,1.254201057e+01,4.232424979e+01,6.175810068e-02,2.495952614e+01,4.955881127e+01,6.593417971e+01,8.551037673e+01,2.890090456e+00,2.218839176e+00,1.857254994e+01,4.652985182e+01,4.911239842e+01,1.213341860e+01,3.586243219e+01,9.176307406e+01,2.783040871e+01,8.865125024e+01,7.875581857e+01,4.491292782e+01,4.988796826e+01,1.551387758e+01,4.149706618e+01,5.326694224e+01,1.314869905e+01,6.656209428e+01,2.287640625e+01,2.384151272e+01,1.848842094e+01,6.956293822e+01,5.278674785e+01,2.922229743e+01,2.717999784e+01,6.026383651e+01,7.263443454e+01,8.089766319e+01,3.239707055e+01,9.997845476e+01,6.094838461e+01,5.967278560e+01,2.066308089e+01,7.588952138e+01,1.180746026e+01,2.350430032e+01,7.990178794e+01,9.306048683e+01,9.369619125e+01,2.479458505e+01,5.044046136e+01,1.186754795e+01,2.414904324e+01,6.043004673e+01,8.895870107e+01,1.554060799e+01,1.859158980e+01
2.428591144e+01,7.150555369e+01,2.146841007e+00,1.581384404e+01,7.442837746e+01,7.484029954e+01,1.041749758e+01,7.384459221e+01,5.055549872e+01,7.782718486e+01,5.624861701e+01,4.574463974e+01,2.601733730e+01,8.500616163e+01,7.156993121e+01,5.459294390e+01,8.294378482e+01,1.050937188e+01,1.027126627e+01,1.081604042e+01,9.081202716e+00,5.209796439e+01,2.224926006e+01,2.125164897e+01,3.463307086e+01,2.704427373e+01,2.837345230e+01,3.160546377e+01,2.966000425e+01,5.891140255e+01,6.445926385e+01,1.207308387e+01,9.075065309e+01,7.203007072e+01,7.024689782e+00,1.059907633e+01,9.127781189e+01,4.468472329e+01,8.019946055e+01,5.985176952e+00,6.443677249e+01,3.497854488e+01,3.207659797e+01,2.898652637e+01,2.178381800e+01,5.783366845e+01,8.142918287e+01,3.765439129e+01,1.701926438e+01,6.953730713e+01,9.466253973e+01,6.994733248e+01,4.989365586e+01,8.862325472e+01,9.859289102e+01,7.229177146e+01,6.123230669e+01,7.266487652e+01,8.764152773e+01,9.998752970e+01,1.705559307e+00,7.309721145e+01,9.181136349e+01,5.587576477e+01,3.996799956e+01,6.467561385e+01,7.566246175e+01,7.929403389e+01,8.274231314e+01,4.969028037e+00,6.579748812e+01,9.021242930e+01,2.827494190e+01,8.811691780e+01,9.514747286e+01,4.002200080e+01,2.476504180e+01,7.000784476e+00,2.409420404e+01,2.396642010e+01,7.410219345e+01,8.552021051e+01,9.573992450e+01,8.425854249e+01,7.663710343e+01,6.859307140e+01,1.018004696e+01,1.328843026e+01
8.166187852e+01,4.203576560e+01,1.571249608e+01,9.083567244e+01,6.624515638e+00,1.012492810e+01,2.430648808e+01,7.791875613e+01,1.299438294e+01,5.113822293e-01,5.699643375e+01,2.122051297e+00,8.452897342e+01,3.936351972e+00,1.483081683e+00,8.277479818e+01,7.558376838e+01,6.111765353e+01,9.105048891e+01,3.303573429e+01,3.976539493e+01,5.308222656e+01,8.181288647e+01,6.850082658e+01,4.438542248e+01,6.732327288e+01,4.946023652e+01,3.543647128e+01,2.524152283e+01,1.834192606e+01,6.529925326e+01,3.256651496e+01,7.291553543e+01,6.126127240e+01,7.426977821e+01,9.221667008e+01,9.130390465e+01,5.786732490e+01,6.579598596e+01,4.225618195e+01,9.919615996e+01,6.701957928e+01,1.179284278e+01,3.674272832e+01,1.094948805e+01,1.222313659e+00,3.492676254e+01,8.469101279e+01,6.411895528e+01,6.020132720e+01,3.809691170e+01,1.101542521e+01,6.397385653e+01,5.399292902e+01,1.273290260e+01,3.495796789e+01,3.752909264e+01,6.897997517e+01,3.864873996e+01,5.305667925e+00,7.660339966e+01,3.974079765e+01,6.328181299e+01,4.714784769e+01,6.521817036e+01,1.768823483e+01,1.911638744e+01,7.993093254e+01,1.635657016e+01,7.986916429e+01,2.351390487e+01,7.818920371e+01,6.214889082e+01,4.825561716e+01,9.588568760e+01,8.849778535e+01,1.198753969e+01,2.997409126e+01,3.900337790e+01,6.383989727e+01,8.719838489e+01,6.271090026e+01,1.857301123e+00,8.312652206e+01,9.334586973e+01,9.548847077e+00,2.376227206e+01,3.869911891e+01
5.109383990e+01,2.412478978e+01,1.388864043e+01,5.339766039e+01,2.162332132e+01,5.570069322e+01,9.718245791e+01,5.176444964e+01,8.177661521e+01,1.006579467e+01,3.653761123e+00,8.367543298e+01,8.619439820e+00,5.856950661e+01,8.978620542e+01,3.543685194e+01,8.954641372e+01,2.203929199e+01,9.086560447e+01,7.464689208e+01,8.044242537e+01,4.717939552e+01,5.041615159e-01,1.099637912e+01,8.915539951e+01,6.136335499e+01,4.574967300e+01,1.408237847e+01,7.527191724e+01,3.031148862e+01,5.993237861e+00,4.377679105e+01,4.150195491e+01,3.246297128e+01,1.992296332e-01,2.427527367e+01,9.849521063e+01,8.315162724e+01,8.533649418e+01,6.257901977e+01,7.268571318e+01,7.259633640e+01,3.186600858e+01,1.063212727e+01,1.732895920e+01,9.084856625e+01,6.209717665e+01,5.222154374e+01,7.801776522e+01,5.314639139e+01,7.911832779e+01,9.040280937e+01,9.195691966e+00,5.240180243e+01,5.021802051e+01,7.296405548e+01,8.794420001e-02,5.190536204e+00,2.429060431e+01,7.166260306e+01,5.027573664e+01,9.620911922e+01,1.008149466e+01,3.065539936e+01,1.623091574e+00,1.717904443e+01,6.151061405e+01,3.636457021e+00,1.707673289e+01,5.642738598e+01,2.679140550e+01,4.660155842e+01,6.501726463e+01,5.123704690e+00,5.715637620e+01,5.694063164e+01,6.037072709e+01,7.853074825e+01,1.044157190e-01,8.305909711e+01,5.793179969e+01,3.896854252e+01,4.670247588e+01,6.206109867e+01,9.217914440e+01,3.544217922e+01,5.781807659e-01,7.088195484e+01
