v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93
4.349728279e+01,8.913860314e+01,7.555308067e+01,9.290585637e+01,2.124899653e+01,9.901297626e+01,1.535785226e+01,9.953347820e+01,1.578654640e-01,3.104191650e+01,5.696936069e+01,4.463469596e+01,8.157310813e+01,9.400251426e+01,9.912572661e+00,4.993267492e+01,8.120355076e+01,6.451318153e+01,3.932948837e+01,4.769423007e+01,3.725798350e+01,3.189901559e+01,4.239390047e+00,1.231682014e+00,5.092647917e+01,2.773527092e+01,9.229857726e+01,5.124158917e+01,8.060677946e+01,2.404291144e+01,5.362370781e+01,3.497199371e+01,4.092284533e+01,6.158068900e+01,7.261511564e+01,4.699592351e+00,7.529181374e+01,3.988112814e+01,3.911855764e+01,1.222689023e+01,6.288794425e+01,3.105460789e+01,8.680047712e+01,9.668385699e+01,2.720539123e+01,8.909152228e+01,7.243913991e+01,1.665925545e+01,7.998878236e+00,9.981617445e+01,4.224477905e+01,3.561953104e+01,3.883374010e+01,7.304294023e+01,9.726342849e+01,1.357524325e+01,5.219542126e+01,8.165714186e+01,7.622244942e+01,6.821095245e+01,2.785031271e+00,4.547535805e+01,7.276825983e+01,6.343481375e+01,2.594485595e+01,5.521568448e+01,7.230549031e+00,4.320094757e+01,4.047645162e+01,1.612256352e+01,3.097765468e+01,1.323304213e+01,3.780986787e+01,4.585948603e+01,5.216927062e+01,7.823969729e+01,2.439089693e+01,5.024026096e+01,6.082596577e+01,9.241886081e+01,4.619693315e+00,5.539056074e+01,7.115816402e+01,9.793727515e+01,3.646711054e+01,3.721537823e+01,1.578328011e+01,9.797930590e+01,5.115456758e+01,4.449767422e+01,9.105415639e+01,3.820741686e+01,5.414671417e+01
3.214681836e+01,9.728162576e+01,1.637407509e+01,2.843072805e+01,5.953956414e+01,6.630242398e+01,1.220947084e+01,2.831609519e+01,7.336789312e+01,1.458706654e+01,6.532585493e+01,8.285320049e+01,6.020307502e+01,3.930016829e+01,9.829427755e+01,9.694547413e+01,7.714518790e+01,3.649569814e+01,1.936609399e+00,2.149072866e+01,9.539354580e+01,9.072875124e+01,8.956336772e+01,8.621799468e+01,9.103410247e+01,3.485821636e+01,2.093905565e+00,5.193976575e+01,5.049755501e+01,8.948327295e+01,2.997974799e+01,2.985052773e+01,3.329573330e+01,3.957253455e-01,7.701755173e+01,8.371929761e+00,2.927843458e+01,9.594339558e+01,1.384520219e+01,8.246562330e+01,8.524426597e+00,7.209129384e+01,5.297779614e+01,6.059714038e+01,6.568592127e+01,5.484404530e+01,6.828071307e+01,2.024028730e+01,7.047983969e+01,5.052956493e+01,5.003584857e+01,1.172126938e+01,4.427114532e+01,3.069087833e+01,3.837582283e+01,1.679201037e+01,8.261599415e+00,7.743142283e+01,1.875340550e+01,6.481082047e+01,9.913255830e+00,1.425838627e+01,1.343210180e+01,7.689741041e+00,5.647371687e+01,3.600931670e+01,2.678730362e+01,3.748714983e+01,1.082853764e+01,7.794369688e+01,1.907379041e+01,5.900687111e+01,8.024712372e+01,7.674011636e+01,1.327027758e+00,3.578597924e+01,6.343764788e+00,4.948726085e+01,8.436412848e+00,2.510138798e-01,6.069765004e+01,3.671613299e+01,2.793833165e+01,9.930216801e+01,7.315431344e+01,8.034125117e+01,9.285980977e+01,4.321726256e+01,4.219913998e+01,2.090195998e+00,6.213671593e+01,4.314209902e+00,6.919524060e+01
2.112501831e+01,3.523547707e+01,3.735974563e+01,5.528984905e+01,9.778415196e+01,8.685663661e+01,3.708363928e+01,3.248403614e+00,2.670768362e+01,2.022110352e+01,8.385856196e+01,5.673062153e+01,7.240853086e+01,1.924351260e+01,1.050165332e+01,2.546379634e+01,3.317143377e+01,1.290608579e+01,1.138330541e+01,1.970198776e+01,1.773827041e+01,6.232750156e+01,3.243111017e+01,6.921159219e+01,9.036673239e+01,2.139106145e+01,2.648358214e+00,1.132491451e+01,1.914095202e+01,5.671512216e+01,6.335290425e+01,8.662978804e+01,8.233947332e+01,6.770472201e+01,3.748161695e+01,6.575870782e+01,1.074345341e+01,9.766112591e+01,4.365268450e+00,9.027762603e+01,9.395647315e+01,8.780468940e+01,6.709812529e+01,9.130022600e+01,6.615817350e+01,5.978769670e+01,7.350705883e+01,1.003992772e+01,6.353705435e+01,2.288325625e+01,6.481965656e+01,9.591841936e+01,4.307363396e+01,2.463975515e+01,5.428042863e+01,4.987204708e+01,2.807909420e+01,6.656097378e+01,5.187701709e+01,7.586861503e+01,9.791696407e+01,9.797642306e+01,3.299685563e+01,9.132053038e+01,6.207225704e+01,2.088877178e+01,1.719844925e+01,4.855492868e+01,9.092487325e+01,3.486208280e+01,6.145222409e+01,4.155706496e+01,2.161964791e+01,5.425875370e+01,2.291959766e+01,7.767174463e+01,7.956645344e+01,6.582724801e+01,8.234825707e+01,8.036034427e+01,2.286884665e+01,6.808043880e+01,1.718079441e+01,2.003196956e+01,9.656732120e+00,9.756891087e+01,8.837950638e+01,1.048211671e+01,4.153234818e+01,2.886401796e+01,4.062140801e+01,6.409422752e+01,7.420279452e+01
7.339518847e+01,6.874039606e+01,7.810718531e+01,8.920601446e+01,7.989981376e+01,2.492799713e+01,8.967406660e+01,3.215627337e+01,6.704776120e+01,5.321028027e+01,8.564751120e+01,4.434080968e+01,1.449095884e+01,5.244066228e+01,5.169192499e+01,4.083535944e+01,2.739665239e+01,2.769356742e+01,6.182223985e+01,4.888125026e+01,4.652395596e+01,4.387856468e+01,2.259656471e+01,4.174889604e+01,5.208444731e+01,8.707540582e+00,8.655939364e+01,2.599595940e+01,9.381712490e+01,6.650257662e+01,5.665810864e+01,6.551343915e+01,9.600913821e+01,2.414507535e+01,3.512594666e+01,1.829342781e+01,8.376071131e+01,2.951957233e+01,1.814576732e+01,1.446204347e+01,2.371091827e+01,6.135504279e+01,6.379927543e+01,7.724355177e+01,4.873026066e+01,5.196562340e+00,8.508175211e+01,4.301041466e+01,6.918981748e+01,5.424920207e+01,3.561702835e+01,8.928371264e+01,6.290041748e+01,8.953781298e+01,1.358276470e+01,8.858916990e+01,5.936650361e+01,6.241702449e+01,2.580276774e+00,1.581796080e+01,7.172200944e+00,7.459259064e+01,4.512180972e+01,6.575992529e+00,2.902031114e+01,6.793018834e+01,1.209791989e+01,7.761734286e+01,5.936305812e+01,7.050323042e+01,3.788667388e+01,8.472049586e+01,5.882850615e+01,5.232174273e+01,2.436037892e+01,7.781926232e+00,6.165702317e+01,1.920044994e+01,6.637913191e+01,7.762827201e+01,8.778737857e+01,7.869537696e+00,4.663870354e+01,4.089870062e+01,7.654081192e+01,6.160782410e+01,5.921111489e+01,2.245529138e+01,1.385970207e+01,1.136772100e+01,4.798980029e+01,1.639191629e+01,5.930248753e+01
5.158874978e+01,5.571106141e+01,2.485002927e+01,4.352066353e+01,4.045789049e+01,5.619731284e+00,9.359745997e+00,3.878278907e+01,1.761344053e+01,5.659108745e+01,9.233680675e+01,7.171811160e+01,5.178976222e+01,3.694141566e+01,6.367623458e+01,2.955631324e+01,4.314355825e+01,7.706948356e+01,4.169136285e+01,2.242642708e+01,9.659845555e+00,5.371218135e+01,9.221521776e+01,4.829951587e+01,8.794878217e+01,2.628956052e+01,8.444325663e+01,6.329560705e+01,3.313083044e+01,2.278535389e+01,5.386910060e+00,3.083335527e+01,4.308831280e+01,5.507902899e+01,8.941927675e+01,3.902710968e+01,7.556261089e+01,1.983941977e+01,2.829406120e+01,2.442705292e+01,4.653160961e+01,9.827306731e+01,3.106339336e+01,1.372584808e+01,4.719705657e+01,6.962714943e+00,3.985040017e+01,7.489551577e+01,6.644069501e+01,8.518907224e+01,2.074532945e+01,5.445392479e+01,2.687975921e+01,5.192705442e+01,2.291817988e+01,3.033556712e+01,9.912306303e+01,9.962387620e+01,9.000454709e+01,1.415255748e+01,9.948198510e+01,7.373973196e+01,7.467783412e+01,4.335710239e+00,9.094524590e+01,7.966971816e+01,9.250437626e+01,8.868441878e+01,5.194246583e+01,1.653855582e+01,5.261888209e+01,7.524985260e+01,6.898948892e+00,1.691146028e+01,1.103990221e+01,1.169784707e+01,1.284996781e+01,6.302425623e+01,9.175645825e+01,9.815779707e+01,5.773350869e+00,1.052749994e+01,4.213006416e+00,6.543820126e+01,6.649059265e+01,5.258161904e+01,3.874314330e+00,5.478574175e+01,8.184425316e+01,7.640437608e+01,1.880893716e+01,7.334568380e+00,5.738257467e+01
9.013334415e+01,1.875119558e+01,5.691783807e+01,6.177659076e+01,2.229908584e+01,7.869712348e+01,7.658313271e+01,9.559914394e+01,3.252539750e+01,8.089446324e+01,9.593699709e+01,9.781348274e-01,2.854302835e+01,4.902705288e+01,1.803307630e+01,7.199477085e+01,6.294212664e+00,7.104480468e+01,5.916890869e+01,9.797360374e+01,7.939547040e+01,7.961309274e+01,2.356012356e+00,9.383861325e+01,8.313304632e+01,8.330009945e+01,8.735628386e+01,5.380766667e+01,9.222945688e+01,5.425131369e-01,5.765327850e+01,7.438082481e+00,1.112025137e+01,5.531515962e+01,2.403609498e+01,5.267356266e+01,2.749084459e+01,1.034143107e+01,5.715811902e+01,5.921207439e+01,1.438014337e+01,6.834356906e+01,5.702322112e+01,9.604259919e+01,1.571488959e+00,5.469064582e+01,8.041356298e+01,8.019699030e+00,4.553700338e+01,2.275175913e+01,4.351252196e+01,3.417724275e+01,5.460055484e+01,3.030491143e+01,5.244409973e+01,2.230129433e+00,1.672330478e+01,1.837226540e+00,7.049296764e+01,9.967645673e+01,1.876313913e+01,7.074908357e+01,2.012265570e+01,4.535533977e+01,2.599070912e-01,2.261256044e+01,2.168123752e+01,7.949219589e+01,5.416684678e+01,4.087164940e+01,3.938068962e+01,7.253527318e+01,5.822999399e+01,4.840170759e+01,2.017776747e+01,7.342671990e+00,7.452024277e+01,8.400908707e+01,6.621659202e+01,7.477756842e+01,1.170923601e+01,1.349245996e+01,2.159695551e+01,8.051383696e+01,6.623039480e+01,2.043306248e+01,6.311200527e+01,8.073885102e+01,5.566409696e+01,3.309247754e+00,8.075326473e+01,7.391220840e+01,8.068204360e+01
9.087386772e+01,8.622766037e+01,5.402038922e+00,1.766543796e+01,4.750988103e+01,1.285670205e+00,4.077396767e+01,3.327177057e+01,8.680150610e+01,3.346428903e+01,5.076062378e+01,6.954995764e+01,8.424855331e+01,6.148031658e+01,1.409000753e+01,5.833704220e+01,6.911732707e+01,3.489795604e+01,7.668064447e+01,5.758292604e+01,7.345384714e+01,8.582423303e+01,6.155309172e+01,9.768741904e+01,8.475962279e+01,4.366738370e+01,3.877920755e-01,5.785940389e+01,2.122062092e+01,2.791775036e+01,2.693581208e+01,3.945951605e+01,7.155402757e+01,5.125362803e+00,4.147639600e+01,7.642304608e+01,9.327341138e+01,5.024005136e+01,9.326961375e+01,6.225315324e+01,5.022653616e+01,7.966668930e+01,1.530734965e+01,3.198675990e+01,3.957626863e+01,5.667466479e+01,4.137389009e+01,5.264018078e+01,5.107756074e+01,9.436946979e+01,8.220765991e+01,2.751928537e-01,1.410566514e+01,3.476484155e+01,5.208506926e+01,6.871078609e+01,7.515071023e+00,2.303118079e+01,2.940808276e+01,4.998372198e+01,2.686774781e+01,2.102867364e+01,4.423262651e+01,2.297728020e+01,2.194560997e+01,7.067538602e+01,3.470850501e+01,4.363680303e+01,8.855679987e+01,1.574450795e+01,3.111111058e+01,6.236399323e+01,5.261179196e+01,8.094815269e+01,8.511449505e+01,3.111411497e+01,3.653897475e+01,7.537689407e+01,6.726576319e+00,1.440934131e+01,7.632062450e+01,6.001632965e+01,3.259996982e+01,7.579857649e+01,8.062435533e+00,1.994938726e+01,2.755653989e+01,3.855152020e+00,4.490473621e+01,8.095522134e-02,9.452889410e+01,2.787431430e+01,7.217110318e+01
3.482858445e+01,3.943065847e+01,6.630091508e+01,7.379147512e+01,9.142366749e+01,4.216717348e+01,2.616012028e+01,6.138276370e-01,6.284110581e+01,6.903647194e+01,4.122578721e+01,8.242172766e+01,5.303843216e+01,8.900104849e+01,5.574151476e+01,4.176336654e+01,3.042624392e+01,7.949651871e+01,5.978035692e+01,1.049260526e+01,3.996773520e+01,2.991167228e+01,2.051396746e+01,7.309707264e+00,4.611712539e+01,1.618370610e+01,2.678101419e+01,4.347495747e+01,1.146015431e+01,3.616559906e+01,2.514115847e+01,7.309879394e+01,5.178681944e+01,1.406352501e+01,7.880779250e+00,9.368314100e+01,8.417697826e+01,8.182469497e+01,9.165123742e+01,4.011116306e+01,3.710558502e+00,8.214026998e+01,3.396822782e+00,2.992451516e+01,8.596333725e+01,9.477213453e+01,2.542922146e+01,5.315403438e+01,6.658078808e+01,2.523116614e+01,1.244507837e+01,5.585388248e+01,3.037332943e+01,1.856724524e+00,4.361750793e+01,3.587598229e+01,4.347300159e+01,6.219205622e-01,9.559912285e+01,1.233889488e+01,8.982830840e+01,1.522047586e+01,7.806859937e+01,9.325467464e+01,5.674514904e+00,3.106154259e+01,6.499241677e+01,8.541795150e-01,8.918707182e+01,5.506192337e+01,3.151077974e+00,7.431214433e+01,8.774488553e+01,6.572127359e+01,1.035142286e+01,3.095136435e+01,3.169792865e+01,2.117712885e+01,6.478320416e+01,1.629513825e+01,4.071651240e+01,7.217962679e+00,9.495972835e+01,4.445321698e+01,6.158425086e+01,1.351974769e+00,4.296931906e+01,4.998530218e+01,2.951818445e+01,7.482768741e+01,4.587653510e+01,2.933752024e+01,3.679133069e+01
7.368819639e+01,6.395206841e+01,2.152076520e+01,3.288023875e+00,1.219836844e+01,5.456865867e+01,4.025856992e+01,1.888564460e+01,4.861675602e+01,8.522674521e+01,6.920616360e+01,3.649182026e+00,6.341361476e+01,6.244934289e+01,2.528553521e+01,7.984275422e+00,2.595274726e+01,9.968076140e+01,2.807772804e+01,7.450403023e+00,2.226627026e+01,6.271620067e-01,9.341290089e+01,4.965093334e+01,2.116716645e+01,2.098404273e+01,6.648173950e+01,4.616012317e+01,2.220123356e+01,2.750229279e+01,8.106186386e+01,7.705664877e+01,8.179846982e+01,7.097374875e+01,2.522151322e+01,5.077898172e+01,4.684908906e+01,2.344791499e+00,4.440482740e+01,4.749672257e+01,4.932047869e+01,7.614814910e+01,1.615941511e+01,7.760152897e+01,7.174245653e+01,5.739509582e+01,8.892816934e+01,9.860151101e+01,2.718828817e+01,4.350874981e+01,6.056653186e+01,2.043252672e+01,7.168695377e+01,5.586118511e+01,8.753662285e+01,2.961075237e+01,6.130699409e+01,3.978804011e+00,6.225432456e+01,1.384041909e+01,5.549632905e+01,5.167765438e+01,4.389661108e+01,4.374472006e+01,8.707647668e+01,9.252045234e+01,5.416602006e+00,2.928689041e+01,7.582889415e+00,6.012532209e+01,7.842307005e+01,9.661884549e+01,6.213871174e+01,4.995050486e+01,1.549397194e+01,9.359706368e+01,6.925339120e+01,7.502028905e+00,6.119429374e+01,4.931310397e+00,9.883986141e+00,3.202342480e+01,3.460367975e+01,6.991222474e+01,2.646309843e+01,3.945794769e+01,1.541761966e+01,5.684340987e+01,5.600377225e+01,9.071729224e+01,2.095099772e+01,4.387967119e+01,5.925986268e+01
9.260176213e+01,9.247606172e+01,6.620641300e+01,9.641818591e+01,5.068604705e+01,6.407954942e+01,8.477770308e+01,5.620908950e+01,6.408991424e+01,2.440446863e+01,6.748973238e+01,9.117487763e+00,6.225913009e+01,2.230426332e+01,1.654407816e+01,8.770187917e+01,6.922665017e+01,2.499029606e+01,7.004761259e+01,9.567856559e+01,6.790901147e+01,8.271544352e+01,9.278029104e+00,2.045307266e+00,5.051918921e+01,5.025058241e+01,8.002394230e+01,3.373680500e+01,5.862257385e+01,2.290402952e+00,1.908808774e+01,8.876330166e+01,7.741071851e+01,1.897906357e+01,4.234455077e+01,3.638599662e+01,5.343856451e+01,6.343991657e+00,4.153228384e+00,2.411777211e+01,2.898154320e+01,8.063807776e+01,7.544603303e+01,5.568296782e+01,3.226098907e+01,1.833578374e+01,3.039738543e+01,4.996397106e+01,5.032312732e+01,9.067477176e+01,3.156310882e+01,9.104858522e+00,8.243964925e+01,1.313324775e+00,6.205804055e+01,6.880844091e+01,5.267874188e+01,2.511790974e+01,2.229642095e+01,4.452694220e+01,9.712193253e+01,1.194958057e+01,9.661434839e+01,6.208166998e+01,2.563863516e+01,9.856471571e+01,3.384374091e+01,8.956019613e+00,4.153883311e+01,3.296377706e+01,6.151043278e+01,6.546946216e+00,1.009494742e+01,1.243398292e+00,7.109719076e+01,9.704334539e+01,4.904405281e+01,6.468686404e+01,2.713037109e+01,2.688915626e+00,9.902300702e+01,2.045131394e+01,6.538057403e+01,7.920123083e+01,2.476575482e+00,9.893572002e+01,2.457537832e+01,7.186885762e+01,9.697717397e+01,2.433644176e+01,3.490280381e+01,9.572007050e+01,8.492361595e+01
7.803045373e+01,1.219628302e+01,5.088782283e+01,5.881289102e+01,2.433968677e+00,2.111517371e+01,8.785244432e+01,5.694301009e+01,1.483510423e+01,9.379893597e+00,9.013326850e+01,7.862475028e+00,9.222891764e+01,5.507212608e+01,8.566941221e+01,4.225978044e+01,1.714734102e+00,5.672930278e+01,8.935218381e+01,9.423510745e+01,1.394495525e+01,8.463778884e+01,6.230466350e+01,3.374623912e+01,4.670976809e+01,1.775204460e+01,9.405757193e+01,8.648233361e+01,1.098842208e+01,3.751133746e+01,9.655281760e+01,8.020458942e+01,3.989893831e+01,8.395488085e+01,6.731100984e+01,1.354796649e+00,6.142477849e+01,3.069534144e+01,3.200811752e+01,2.406519281e+01,6.057995317e+01,2.724243585e+01,5.731369813e+01,9.433357121e+00,8.738001711e+01,8.688525055e+01,7.865080601e+01,2.309587814e+01,6.573142163e+01,7.955232994e+01,3.002649048e+01,7.576830137e+01,3.243685183e+00,9.460737643e+01,6.739797374e+01,6.421851740e+01,7.727294032e+01,9.330151548e+01,1.231792293e+01,1.612381430e+01,1.207766547e+01,3.902224768e+01,3.560953069e+00,5.451746587e+00,2.776723579e+01,1.935703078e+01,3.844691634e+01,7.634529896e+01,9.043695246e+01,4.290419720e+01,9.706034780e+00,8.553463307e+00,4.594884717e+01,7.964728051e+01,2.885021268e+01,4.841878694e+01,2.478268590e+01,8.071734761e+01,9.263633828e+01,7.454166603e+01,6.336777849e+01,7.240086853e+01,1.651784049e+01,5.199469753e+01,8.777116959e+01,2.266163386e+01,4.063122257e+01,6.633864807e+01,5.171241724e+01,1.541614619e+01,6.110040325e+01,3.526288491e+01,4.797326352e+01
9.363271085e+01,6.356850162e+01,8.950057922e+01,2.067909126e+01,7.473390990e+01,1.344574973e+01,4.364848977e+01,1.707365295e+01,3.006144598e+01,7.379546560e+01,6.900539996e+01,9.333867640e+01,5.519597346e+01,7.719962842e+01,2.841729138e+01,8.962434032e+01,1.674871506e+01,7.101348888e+00,6.426231313e+01,7.179542694e+00,4.147409068e+01,4.912880431e+01,6.057111517e+01,2.558509354e+01,9.757579424e+01,4.041035486e+00,1.776091853e+01,2.338617452e+01,6.048994738e+01,9.030915106e+01,6.713985405e+01,9.221727207e+01,3.873137076e+01,7.955593448e+01,8.639358364e+01,7.748680663e+01,9.063922066e+01,8.971357503e+01,4.416676649e+01,8.149216291e+01,4.866260673e-01,1.323300492e+01,5.133188034e+01,6.924672881e+01,1.679735983e+01,4.554290588e+01,6.466704921e+01,9.909029938e+01,3.168773784e+01,7.134161119e+01,3.260119873e+01,4.428679598e+01,5.448867063e+01,3.005868339e+01,9.080079914e+01,7.043447433e+01,7.987590023e-01,9.921063404e+01,9.296341490e+01,7.791242679e+01,6.677456715e+01,3.179832672e+01,5.173773453e+01,8.344619159e+01,7.026229152e+01,2.153966710e+01,4.855296738e+00,1.493810665e+01,6.237787054e+01,1.326362791e+01,6.071939823e+01,4.428245256e+01,6.014594509e+00,1.534111087e+01,1.585242564e+01,6.976226705e+01,6.784753753e+01,4.700583568e+01,6.237649999e+01,4.148698022e+01,9.036869007e+01,4.387615489e+01,2.817059696e+01,5.000392173e+01,2.662131925e+01,9.320599240e+01,8.167135001e+01,7.278267947e+00,9.086671437e+00,2.523178854e+01,7.354727338e+01,3.543856268e+01,7.676036984e+01
9.781758628e+01,4.814381091e+01,9.374256289e+01,2.593775636e+01,4.180390920e+01,8.127715194e+01,2.443751131e+01,5.273327614e+01,8.268552985e+01,4.586088229e+01,6.395414418e+01,4.290859165e+01,3.202249471e+01,7.315032622e+01,9.461427961e+01,6.411930704e+01,5.986732427e+01,1.677981964e+01,2.002891410e+01,2.838168752e+01,4.725257964e+00,4.697019898e+01,4.384194481e+01,5.995812677e+01,7.722662664e+01,1.454646579e+01,3.675696618e+01,1.146111018e+01,1.741038941e+00,4.253199481e+01,9.138635755e+01,6.304112340e+01,6.558321889e+01,8.252827649e+01,8.997308977e+01,4.075391177e+01,9.331634506e+01,4.539265058e+01,7.810185375e+01,5.425041154e+01,7.482714390e+01,9.963389621e+01,1.142002824e+01,2.597726504e+01,7.401756592e+01,1.824089576e+00,4.746220649e+01,1.258532868e+01,8.235697595e+01,4.250403037e+01,2.800649245e+01,9.463194553e+01,9.047049593e+01,1.953143955e+01,9.529515203e+01,1.634623968e+01,3.460787100e+00,3.333921867e+01,9.052175469e+01,2.154856497e+00,6.076459763e+01,8.855146466e+01,6.418762825e+01,2.337060024e+01,5.751079299e+00,6.835303478e+01,4.735395648e+01,3.214482204e+01,3.121953214e+01,7.163468196e+00,1.332734686e+00,9.175545993e+01,6.572512355e+01,6.998882042e+01,7.599820860e+01,9.844195556e-02,4.724087511e+00,8.244842478e+01,2.481664789e+01,9.005192926e+01,9.162546179e+01,4.393572914e+01,7.542154482e+01,5.953974708e+01,3.996759921e+01,3.636467197e+01,5.857541763e+01,3.779985543e+01,7.757571213e+00,6.486185183e+01,8.420606034e+01,5.904410136e+01,4.985357014e+01
7.780094930e+01,8.115721185e+01,6.562334912e+01,3.565578705e-02,4.445137809e+01,4.772223095e+01,3.616522820e+01,8.637844916e+01,3.175169547e+01,4.142983702e+01,8.589219918e+01,4.151805238e+01,9.679088859e+01,5.989892649e+01,8.136598526e+01,8.474541117e+01,2.902350010e+01,1.254601985e+01,2.737770026e+01,9.602681387e+01,3.348363777e+01,1.360003606e+00,5.482514320e+01,2.967829846e+01,4.768565615e+01,6.997335007e+01,8.433963906e+01,1.741651155e+01,9.280823452e+01,3.124251758e+01,8.861664508e+01,3.919355408e+01,6.715370275e+01,8.668949463e+01,7.560509120e+01,7.328923928e+01,5.897329485e+01,2.446753554e+01,6.754778439e+01,1.798807887e+01,6.385029326e+01,3.077622622e+01,7.638038304e+01,9.084600384e+00,9.677065818e+01,3.753291697e+01,1.068720771e+00,5.257411176e+01,7.752523281e+01,4.377691279e+01,8.935864255e+01,2.621866322e+01,5.169637734e+01,7.876010631e+01,5.480109596e+01,4.932540433e+01,6.142015430e+01,1.738963708e+01,6.125354263e+01,4.544249973e+01,8.717474553e+01,4.736596939e+01,2.396606842e+01,8.038542378e+01,1.921613250e+01,9.160350533e+01,5.888294456e+00,8.724204647e+01,4.104573448e+01,6.950773336e+01,7.001377757e+01,6.404216408e+01,9.791834957e+01,2.166708282e-01,8.763248009e+00,2.748098117e+01,4.716911573e+01,8.770749457e+01,1.020196527e+01,9.469352536e+01,1.702789384e+01,6.211495380e+01,3.289344696e+01,2.929498107e+01,7.726999946e+01,8.632557924e+01,4.690131301e+01,8.191266050e+01,8.584427336e+01,8.129666663e+01,2.945620182e+01,7.840256214e+01,5.869505427e+01
4.553277773e+01,1.985774784e+01,9.555144560e+01,6.090921163e+01,8.655640387e+01,7.780658632e+01,4.483555496e+01,5.729902682e+01,9.374571061e+01,1.606392337e+01,1.466779970e+01,4.022514110e+01,7.512104411e+01,1.299498777e+01,6.309734185e+01,4.246480631e+00,3.938175305e+01,4.247778781e+01,7.854803017e+01,7.669771066e+01,9.159995387e+01,8.226307275e+01,8.000992946e+01,1.435815164e+01,9.112408330e+01,7.891504608e+01,5.218764221e+01,7.101499533e+00,8.097211150e+01,7.825055376e+01,6.511081944e+01,7.592559196e+01,5.338967008e+01,9.248044830e+01,7.770106010e+01,7.345504044e+01,6.781049212e+01,7.650146301e+01,1.017483390e+01,4.967638052e+01,1.673758009e+01,8.963239637e+01,1.941952037e+01,2.438237378e+00,4.459748883e+01,2.609070768e+01,1.561432628e+01,8.115508739e+01,6.547966745e+01,9.732803325e+01,6.295024019e+01,5.604697507e+00,4.606502777e+01,3.962153206e+01,2.672911037e+01,5.857620549e+01,8.933056506e+01,1.709012274e+01,4.917805943e+01,1.767988360e+01,1.830932875e+01,9.947435488e+01,9.283762397e+01,3.211626103e+01,3.224593765e+01,2.876080341e+01,6.542981267e+01,6.119221328e+00,7.997708031e+01,4.183465522e+00,5.823670778e+01,6.469863118e+01,9.057176676e+01,6.102080328e+01,8.625941028e+01,3.595236586e+01,6.042381753e+01,3.024779635e+01,5.282471779e+01,4.852493965e+01,1.422380080e+01,5.004909525e+01,8.155976844e+00,4.013894734e+01,2.682913435e+01,7.191614884e+01,7.010144155e+01,6.118892766e+01,4.502455962e+00,1.438872564e+01,4.986589705e+01,2.316414527e+01,2.613300797e+01
4.174648011e+01,7.999355959e+01,2.298803576e+01,6.556357274e+01,6.954309185e+01,4.719029269e+01,6.455173084e+01,7.305769681e+01,5.092854125e+00,1.725736005e+01,7.369954737e+01,1.111254059e+01,4.465817569e+01,4.209535579e+01,6.644935541e+01,9.894165202e+01,8.814418003e+01,5.765345479e+01,3.231004483e+01,2.012865212e+01,3.693910460e+01,5.340262267e+01,1.626933466e+01,6.654435476e+01,4.885860853e+01,5.916052400e-02,2.484676567e+01,6.011813203e+00,7.613789912e+01,9.114946813e+01,5.627448263e+01,9.870511011e+01,1.932253769e+01,6.132184877e+01,1.659119027e-01,5.326938818e+01,5.256574905e+01,7.785834435e+01,3.106998908e+01,6.468984748e+01,5.712803590e+01,4.901899187e+01,3.200953486e+00,5.181264145e+01,8.778417428e+01,7.869279699e+01,9.052186647e+01,6.243195962e+01,6.386499406e+01,5.288752021e+01,4.956431343e+01,3.212626610e+01,7.345997782e+01,3.366240891e+01,4.401773170e+01,9.695269883e+01,7.339005291e+01,1.415186631e+01,6.374595053e+01,1.523799834e+01,7.731694703e+01,6.711773520e+01,1.678752032e+01,5.051222083e+01,5.229632285e+01,2.634750806e+00,9.316398430e+01,8.232477028e+01,9.327722115e+01,9.126260695e+01,1.029958616e+01,5.575844198e+01,5.304824494e+01,2.783519986e+01,6.557550724e+01,8.814676304e+01,1.595193127e+01,4.269909446e+01,4.366777160e+01,3.831835842e+01,2.300492603e+01,9.840337095e+01,2.124020106e+01,7.181522978e+01,6.029065892e+01,9.944810521e+00,9.916751222e+00,9.005022495e+01,8.822984697e+00,3.225471537e+01,6.931509873e+01,7.331689925e+01,4.769809935e+01
