v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97
1.508861264e+01,1.623758583e+00,1.562945449e+01,1.397608114e+01,5.538245453e+01,7.643567478e+01,6.870193757e+01,6.261312023e+01,1.141973298e+01,4.295491721e+01,4.200518819e+01,5.390481582e+01,7.439175184e+01,1.477267829e+01,1.748512674e+01,6.466173691e+00,5.913857756e+01,7.030972946e+01,5.362166169e+01,2.913283870e+01,5.243410762e+01,4.965029664e+01,1.086062073e+01,3.519368228e+01,8.023766529e+01,9.144982601e+01,3.025073766e+01,2.425022149e+01,3.385582205e+00,6.027663810e+01,2.756844092e+01,5.597517542e+01,2.369504289e+01,5.384169300e+01,9.192603873e+01,1.801404310e+01,7.290840100e+01,4.393480679e+01,7.543332210e+01,4.612684995e+01,7.049564370e+01,6.280215913e+01,5.977436739e+01,1.672226140e+00,7.809622444e+01,6.650771399e+00,1.871738595e+01,3.336882220e+01,8.329928225e+00,8.517863649e+01,5.880440000e+01,3.628487865e+00,8.924743677e+01,5.977808797e+01,6.810380264e+01,1.046437931e-01,7.462811428e+00,7.713856607e+01,4.516732867e+01,6.184757279e+01,6.457030445e+01,1.320143349e+01,6.735768501e+01,6.483256059e+01,3.996608978e+01,4.798595822e+01,9.232768666e+00,9.232051805e+01,3.102054252e+01,4.209062059e+00,3.562218213e+01,8.829528198e+01,3.742881170e+01,6.720575497e+01,3.763973044e+01,6.882276080e+01,5.208544144e+01,2.428751099e+01,7.610732778e+01,8.481792526e+01,4.350893577e+01,6.285448765e+01,5.436005110e+00,9.536956915e+01,3.625140889e+01,7.430584444e+01,8.533306166e+01,8.802856378e+01,8.153432553e+01,2.064032021e+01,5.060576600e+01,8.827573167e+01,8.440823642e+01,5.450980096e+00,5.501386462e+01,9.114589012e+00,5.396863172e+01
6.152267830e+01,9.701601363e+01,6.354032572e+01,7.214433414e+01,2.910313422e+01,9.266332051e+01,7.508133544e+01,3.914724359e+01,8.376751307e+01,4.616853962e+01,3.468588773e+01,5.282695825e+01,6.726310465e+00,8.779703978e+01,2.696153762e+01,3.541188051e+01,2.022102806e+01,9.627217096e+01,1.358054199e+01,7.971184089e+00,9.037854807e+01,4.567210095e+01,1.027530086e+01,3.686845942e+01,6.508077966e+00,3.200591474e+01,8.168556637e+01,8.500165295e+01,6.129451626e+01,6.814560673e-01,7.056779211e+01,5.448577991e+01,5.756122403e+01,5.933466704e+01,3.939210719e+01,7.163357966e+01,3.004616233e+01,4.820555311e+01,6.740089924e+01,3.064178774e+01,9.552094022e+01,5.419056604e+01,8.093976947e+01,2.189550893e+01,4.034902113e+01,3.292227970e+01,7.693197441e+00,8.119302630e+00,4.817506966e+01,6.347125544e+01,7.976235452e+01,1.871838637e+01,6.256510829e+01,5.901309724e+01,1.510991800e+00,9.769428431e+01,7.695601361e+01,2.011419405e+01,1.264035901e+01,6.487048846e+01,2.866644754e+01,8.037486885e+01,2.674042389e+01,9.180750569e+01,7.710787069e+01,1.456526988e+01,9.612538165e+00,6.403168331e+01,5.807763151e+01,3.065866169e+00,2.557409286e+01,1.164068164e+00,5.370447847e+01,9.746979387e+01,6.795392574e+01,6.523285233e+00,4.967704692e+00,5.052482904e+00,9.895748874e+01,4.385578827e+01,5.958792928e+01,4.460955437e+01,1.183661005e+01,9.611519032e+00,1.108793837e+01,1.455482348e+01,6.324435147e+01,7.799639992e+01,4.883894332e+01,2.941577582e+01,2.418030367e+01,4.874782082e+01,7.587508928e+01,3.955175171e+01,9.200311552e+01,5.523897594e+00,3.355538184e+01
3.268520820e+01,8.108710314e+01,3.596636198e+01,7.782511864e+01,1.455786883e+01,6.652894120e+01,8.017666771e+01,2.075495620e+01,7.911979278e+01,6.545543246e+01,7.906180969e+01,2.664256845e+01,2.314311068e+01,3.435434150e+01,1.677943831e+01,4.008810433e+01,9.667241421e+01,1.860846678e+01,7.397454885e+01,1.337050092e+01,1.824136959e+00,2.859381149e+01,6.035702618e+00,8.917365408e+01,6.963140538e+01,2.896798889e+00,3.224404733e+01,8.916514813e+01,4.806926608e+01,6.987120104e+00,7.897348358e+01,5.268546355e+01,3.340151942e+01,4.477177115e+01,5.470714439e+01,2.024460662e+01,9.855741751e+01,4.903234886e+01,9.523337609e+01,5.853740701e+01,4.851948570e+01,4.786101199e+01,3.428421689e+01,9.304303803e-01,6.784271353e+01,7.190113390e+01,1.012914859e+01,4.771150533e+01,9.512698712e+01,8.560945048e+01,4.209301842e+01,4.834073220e+01,2.736363464e+01,7.506448150e+01,9.065337984e+01,3.498538263e+01,1.642805815e+01,6.454496691e+01,6.760848048e+01,2.662295667e+01,6.272871129e+01,1.127279130e+01,8.386252126e+01,6.994471804e+01,4.873636876e+01,9.642595137e+00,3.564354441e+00,4.757890569e+01,2.243832883e+01,8.828494039e+01,6.000886821e+01,5.739451202e+00,4.810185457e+01,6.038883424e+01,1.926085791e+01,3.943378728e+01,2.327622524e+01,2.777542464e+01,5.947658727e+01,6.207953297e+00,3.123264843e+00,4.768481298e+01,7.768304875e+01,4.714597325e+01,9.993892338e+01,6.693206242e+01,4.651168974e+01,9.458953174e+01,8.335090240e+01,3.627761579e+01,8.323352736e+00,9.970532455e+01,1.190132831e+01,2.532344750e+01,9.014217455e+01,4.521369220e+00,5.389773922e+01
6.093537045e+01,1.500057319e+00,7.177932524e+01,7.967706177e+01,2.496159194e+00,6.526272527e+01,6.570926772e+01,2.253260101e+01,9.907121305e+01,3.651539048e+01,8.216747551e+01,1.991098324e+01,9.288066837e+01,3.842547191e+01,4.096855838e+01,7.053285850e+01,7.260394502e+01,5.796832778e+01,1.144810301e+01,3.148972653e+01,1.745226717e+01,8.102933799e+01,6.401535059e+01,1.843318551e+01,3.600706501e+01,4.471597525e+01,3.591144937e+01,7.717826347e+00,9.602707947e+01,3.737007686e+01,7.530439904e+01,5.425917160e+01,5.242108815e+00,1.938852013e+01,7.884592258e+00,9.965437626e+01,9.557285869e+01,6.551034972e+00,6.647955129e+01,8.072421446e+01,3.485748769e+00,3.243217254e+01,7.461397207e+01,9.652148361e+00,8.852986617e+01,1.349394790e+01,7.558913838e+01,1.612614303e+01,4.400034304e+01,2.889852619e+01,7.719995118e+01,6.890712258e+01,1.452057649e+01,4.614520938e+01,1.320158017e+01,9.548489362e+01,8.283907511e+01,3.033707983e+01,9.237125586e+01,9.551712292e+01,3.109517293e+01,4.020474119e+01,1.299155107e+01,4.974890322e+01,3.767912221e+01,3.435001692e+00,8.090255463e+01,4.402795262e+01,8.387588566e+01,7.936910326e+01,6.293565272e+00,7.860691615e+00,2.413877017e+00,3.741037818e+01,7.598812863e+01,1.227755385e+01,6.127610191e+01,7.226263707e+01,4.874026758e+01,2.237194003e+01,6.796913758e+01,2.734499789e+01,2.504077076e+01,8.673248201e+00,6.201682142e+01,3.877426130e+00,4.182963878e+00,2.865507089e+00,2.390274690e+01,7.759563517e+01,9.188735671e+01,6.090221854e+01,2.341542265e+01,2.071000753e+01,4.246978973e+01,8.833560113e+01,4.817666310e+01
8.859781096e+01,2.451903553e+01,8.082829868e+00,5.741078065e+01,8.295638089e+01,6.121573735e+01,8.630232980e+01,2.244394524e+01,1.160586741e+01,6.824353394e+01,7.017312788e+01,7.491625147e+00,3.615881241e+01,9.450118986e+01,9.816968734e+01,6.336371733e+01,7.251960646e+01,9.824517303e+00,2.992590602e+01,1.219061239e+01,4.548798085e+01,6.079956285e+01,5.154194735e+01,9.936329825e+01,7.952293553e+01,8.536325741e+01,6.704965318e+01,1.382412749e+01,6.386633200e+01,2.292553886e+01,1.247521135e+01,5.501330596e+01,5.951915403e+01,7.010833602e+01,5.765346294e+01,4.897396814e+01,3.561548195e+01,4.816764537e+01,1.656228921e+01,4.507985278e+00,1.187276818e+01,6.728948805e+00,7.630687505e+01,4.230681390e+01,1.892455141e+01,6.806305933e+01,3.197393374e+01,4.299774639e+01,4.310371556e+01,2.616680843e+01,4.154797012e+01,5.190313698e+00,7.335443604e+01,7.432610319e+01,1.742333553e+01,9.003378389e+01,3.983780050e+01,9.704781319e+00,7.728210786e+01,5.397826007e+01,9.952583626e+01,4.121604207e+01,9.900078678e+01,2.438964801e+01,6.459683802e+01,4.785636685e+01,9.843821174e+00,4.881163783e+01,1.862939828e+01,7.970917482e+01,7.612059436e+01,9.241049594e+01,3.380228132e+01,4.062280995e+01,5.896225530e+01,7.073907032e+01,5.107003651e+01,2.339898025e+01,6.831033471e+01,1.541912276e+01,7.217329480e+01,2.503702030e+01,7.307192290e+00,8.015893263e+01,5.117286265e+01,1.037247976e+01,2.066501712e+01,3.876697582e+01,4.306408981e+01,4.834146984e+01,4.166799363e+01,4.646064856e+01,6.627387479e+01,3.387608542e+01,7.195211486e+01,6.035584691e+01,7.130567771e+01
5.781656094e+01,7.375815345e+00,3.657666586e+01,1.968475678e+01,5.765623320e+01,1.658792859e+01,1.313899417e+01,5.223607479e+01,8.635721108e+01,2.062074771e+01,5.737139045e+01,5.414740942e+01,3.257021984e+00,9.562306935e+01,6.046012012e+01,2.083437584e+01,1.142656115e+01,7.786065229e+01,3.039552202e+01,6.569047082e+01,7.001916522e+01,6.652417865e+01,7.238930202e+01,8.645721993e+01,2.233383934e+01,8.182024192e+01,8.853413539e+01,4.866441679e+00,2.735823479e+01,1.748723332e+01,6.335086691e+01,1.039716630e+01,1.101919035e+01,5.230557040e+01,5.356008178e+01,6.680000618e+01,1.348781791e+00,2.672658351e+01,8.206442838e+01,6.445707655e+01,7.969970120e+01,8.339198193e+00,4.617348639e+01,4.542988209e+01,4.702562150e+01,4.452814139e+01,7.159731366e+01,3.724994334e+01,5.355229078e+01,6.320811729e+01,3.121838714e+01,1.726910791e+01,8.599402182e+01,3.659268160e+01,6.239062488e+01,8.589401463e+01,1.152705461e+01,9.781393572e+01,7.435231229e+01,4.900641410e+01,6.994549856e+01,9.912271710e+01,2.489229132e+01,2.556463471e+01,8.268550870e+01,8.497122617e+01,2.782144839e+01,5.211507787e+01,3.517793625e+01,2.736244105e+00,9.478182730e+01,4.134112359e+01,9.134598081e+01,6.240275141e+01,1.829852855e+01,9.657081743e+00,6.811150260e+00,8.464248516e+01,3.323211431e+01,3.766170664e+01,5.683189100e+01,8.965619480e+01,8.937500476e+01,1.528670211e+00,7.952653014e+01,4.002489449e+01,3.509042333e+01,8.772443016e+00,6.812738912e+01,1.389767784e+01,2.779741588e+01,7.931865361e+01,3.563376572e+01,3.267867746e+01,1.791197981e+01,2.227386891e+01,4.871865326e+01
8.694677404e+01,8.092239882e+01,6.648987502e+01,4.034929979e+00,5.882653838e+01,7.727561158e+00,2.669658289e+00,2.634498965e+01,6.266330600e+01,6.148722665e+01,6.351404758e+01,2.532635097e+01,7.321610898e+01,1.767446595e+01,5.986205909e+00,7.385098110e+01,1.262383008e+01,7.287232257e+01,5.186765981e+01,5.829626955e+01,5.170476244e+01,4.182740641e+01,4.368033246e+00,3.786364303e+01,8.471685859e+01,7.981173889e+00,2.544136864e+00,4.595837354e+01,1.079025980e+01,4.774766741e+01,3.044804621e+01,2.889441171e+01,5.151813260e+01,2.543419464e+01,7.736532197e+01,7.138294511e+01,7.612394226e+01,1.720450338e+00,9.446728077e+01,1.005753178e+01,4.870583017e+01,4.998769901e+01,5.218064062e+01,1.913262241e+01,4.239526913e+01,8.536493316e+01,8.833839527e+01,9.930494880e+01,7.779263206e+01,8.955216236e+01,1.607124026e+01,8.968594074e+01,3.348226383e+00,1.030941956e+01,7.449227313e+01,3.472393739e+01,7.361558766e+01,2.147316266e+01,8.711117513e+01,9.590181591e+01,8.440978005e+01,9.510607158e+01,3.933593211e+01,9.061236958e+01,3.601742239e+01,2.943384966e+01,5.012801371e+01,1.472752091e+01,4.503495212e+01,5.609555593e+00,7.842550524e+01,6.689765414e+01,2.732785342e+01,3.710517584e+01,7.644455459e+01,9.128586646e+01,1.602018936e+00,2.189386246e+01,9.423038614e+01,1.526815068e+01,3.908801949e+01,2.331033390e+01,9.137699046e+01,9.993277300e+01,4.587634414e+01,3.665686951e+01,7.493280833e+01,3.483940611e+01,6.950115346e+01,1.216965260e+01,6.776661608e+01,6.377858653e+01,8.183426318e+01,1.663669637e+01,9.732986385e+01,2.481924689e+01,5.978091165e+01
4.745149026e+01,9.279645053e+01,8.081167429e+01,8.557710765e+01,4.766834616e+01,8.929058508e+01,6.670419058e-01,2.491502084e+01,9.024202696e+01,6.526605748e+01,9.140340948e+01,5.205496730e+01,6.820421009e+01,2.753788931e+01,7.505400618e+01,1.703370852e+01,8.645816693e+01,4.518761357e+01,2.670390643e+01,7.786599428e+01,2.989423141e+01,1.493881308e+01,1.808193246e+01,8.676689523e+01,1.418664329e+01,6.212555803e+01,2.722649557e+01,1.340765602e+01,5.737132137e+01,2.871247247e+01,9.428945159e+01,4.757010324e+01,8.437945342e+01,1.797469143e+01,5.578591692e+01,6.424149552e-01,5.166952705e+00,3.646737669e+01,5.695234519e+01,2.284706834e+00,9.877202382e+01,9.958166931e+01,6.526972670e+01,8.218951252e+01,6.627743332e+01,1.557421590e+01,3.837987998e+01,6.909850193e+01,5.625424223e+01,1.913095752e+01,4.240573979e+01,2.321945689e+01,7.401966296e+01,2.304275606e+01,6.210200256e+01,5.611398150e+01,9.138266799e+01,6.630538749e+01,3.843568260e+01,8.318347981e+00,9.420022242e+01,9.868925449e+01,4.112389305e+00,7.514004360e+01,5.462684405e+01,1.710535938e+01,5.838004892e+01,6.451107661e+01,6.406049813e+01,2.794308207e+01,8.766514045e+01,7.590909638e+01,4.909427164e+01,6.625504925e+01,3.530590748e+01,9.469737420e+01,6.442716061e+00,9.759126914e+01,2.347102833e+01,7.551029422e-01,7.830182711e+01,1.895040989e+01,6.728641051e+01,3.560457977e+01,2.396523487e+01,6.558790582e+01,6.192526120e+01,7.667642481e+01,3.919623429e+01,2.433085723e+01,9.521166044e+01,8.636979094e+01,1.314706963e+01,7.364581899e+01,4.632169137e+01,6.802574951e+01,6.805862977e+00
8.880293071e+01,9.762710456e+01,1.500269260e+01,7.291998593e+00,3.821856210e+01,4.966217288e+01,5.916703816e+01,5.931599145e+01,8.489070312e+01,9.516839175e+01,4.629442648e+01,8.304894315e+01,1.877831916e+01,3.824510210e+00,1.936654020e+00,4.741711679e+01,6.176292702e+01,1.023991859e+00,1.258771442e+01,3.395559657e+01,3.268340310e+01,6.505615241e+01,9.417862872e+01,7.717093383e+01,2.168168147e+01,9.570870185e+01,8.950962752e+01,6.139279301e+00,8.475039935e+01,4.887767457e+00,6.786248777e+01,5.100130957e+01,4.118618933e+01,4.276472665e+01,1.876601702e+01,1.494506302e+01,4.692007386e+01,3.290737745e+01,4.815610931e+01,4.932631995e+01,5.195360756e+01,4.888569419e+01,1.445066508e+01,5.494208786e+01,5.919841931e+01,3.772650048e+01,4.105022488e+00,7.520271505e+01,2.143715224e+01,1.323796181e+01,2.318685530e+01,3.266946602e+01,6.837105942e+01,3.772501448e+01,3.117689048e+01,7.400209604e+01,6.252651265e+01,9.253424626e+01,8.524747004e+01,8.319326057e+01,8.932853199e+01,7.634040370e+00,3.258811128e+01,3.711802541e+01,9.438662908e+01,5.904762457e+01,5.269158759e+01,2.261581643e+01,1.383096355e+01,9.883343886e+01,3.927693862e+00,5.151394748e+01,3.085844411e+01,7.460283519e+01,1.291055597e+01,8.149778607e+01,7.392163869e+01,7.593293035e+01,3.913658417e+01,9.794070604e+01,7.802417602e+01,5.132395679e+01,5.191532048e+01,9.031269122e+01,9.479483074e+01,7.355684414e+01,3.388145824e+01,2.025567232e+01,2.905288297e+01,7.341977208e+01,7.034640206e+01,7.234642932e+01,9.025674485e+01,7.760018783e+01,6.446900696e+01,5.976165990e+01,1.258699453e+01
1.905291757e+01,3.135418861e+01,9.168675690e+01,1.550885116e+01,1.536401611e+01,9.524359694e+01,1.721222188e+01,4.284361733e+01,4.831372572e+01,8.925891642e+01,4.303404483e+00,7.324528926e+01,8.344398753e+00,4.347863312e+01,3.515570677e-01,8.157539852e+01,9.793100344e+01,4.749789694e+01,6.851475460e+01,5.067524041e+01,1.609245444e+01,4.500259092e+01,6.732023716e+01,5.963018415e+01,5.123899101e+01,2.181763682e+01,8.120156210e+00,9.506672877e+01,9.409487563e+01,7.171203932e+01,1.746963838e+01,9.489495285e+01,4.096890726e+01,6.597935106e+01,7.083145660e+01,2.810049860e+01,8.661788545e+01,2.039946426e+01,9.329776475e+01,8.872950786e+01,8.930457367e+01,9.796674697e+01,6.308568393e+01,8.529078696e+01,6.988236600e+01,3.812513126e+01,4.291043447e+01,1.454485016e+01,1.824865136e+01,7.498681310e+01,4.726241554e+01,2.502399263e+01,4.792976794e+01,9.638428231e+01,9.149514506e+01,5.712134081e+00,4.854314333e+01,2.940497006e+00,6.725263412e+01,1.928346358e+01,7.311843735e+01,3.575685754e+01,4.901212874e+01,4.392652440e+01,4.754567796e+01,2.446927474e+01,9.149069904e+01,6.983957734e+01,5.999092518e+01,2.958258018e+01,2.967616390e+01,7.161714840e+01,7.830103467e+01,3.239468967e+01,6.577888531e+01,1.855013209e+01,7.351383324e+01,9.123513083e+01,7.365055943e+01,3.825060551e+01,3.593872023e+01,5.287656350e+01,4.699025060e+01,4.848994672e+01,2.057550788e+01,2.701931776e+01,4.736798429e+01,1.251306296e+01,3.171145110e+01,2.619232300e+01,7.125862287e+01,5.596198171e+01,4.320831254e+01,3.621329687e+01,1.286625679e+01,3.556617241e+01,7.020144109e+01
2.402529639e+01,5.095328508e+01,2.045168209e+01,6.025402699e+01,1.233016706e+01,4.617002496e+01,5.183623661e+01,2.901365282e+01,4.973538426e+00,9.621471404e+01,6.274216608e+01,9.994292865e+01,2.623039191e+01,5.789569991e+01,6.173990607e+01,9.771504610e+01,5.873101717e+01,8.252355693e+00,5.480900687e+01,2.401738211e+01,9.814411658e+01,9.877666376e+01,1.337188074e+01,7.143194633e+01,7.144152228e+01,9.110216875e+01,9.114367394e+01,7.745188448e+01,3.019038115e+01,9.010842996e+01,5.185981073e+01,8.720494850e+01,4.651507267e+01,6.108525540e+01,2.210063171e+01,5.216758663e+01,6.184285151e+01,5.104071367e+01,8.960189969e+01,2.958602461e+00,6.364462007e+01,4.668508514e+01,7.601261756e+01,8.870198059e+01,1.229485297e+00,5.256292598e+01,5.879378755e+01,1.667185377e+00,4.727753712e+00,6.638068333e+01,6.632171352e+01,2.191688516e+01,7.993405634e+01,7.729784118e+01,8.856345456e+01,5.214457197e+00,7.046474129e+01,6.065191708e+01,9.743550641e+00,2.015994536e+01,6.928543102e+01,8.543510442e+01,4.956743531e+01,5.630644161e+01,9.286990816e+01,1.536769833e+01,2.728416992e+01,9.578520021e+01,4.746499317e+01,5.147330289e+01,8.691763782e+01,1.951865341e+01,7.272163665e+01,9.093408191e+01,6.581969546e+01,2.934108637e+01,2.795646740e+01,3.576106315e+01,2.968205389e+01,1.304531188e+01,3.077900026e+01,1.918663322e+01,3.647344886e+01,4.362897896e+01,2.218042128e+00,1.344070703e+01,9.269911479e+00,1.501253555e+01,1.569586724e+01,5.512309283e+01,5.682680896e+01,5.496366115e+01,2.330228880e+01,5.851025513e+01,3.119840962e+01,1.347526532e+01,7.324291811e+01
4.730038540e+01,5.940797045e+01,7.656230227e+01,6.827920373e+01,4.997001930e+01,2.102437914e+01,5.328045799e+01,8.507053797e+01,8.958888735e+01,8.492886894e+01,4.010873675e+01,5.219447650e+00,5.871274661e+01,5.470913834e+01,8.347600769e+01,9.019308501e+01,1.623640297e+01,9.899753450e+01,4.282475330e+01,1.000555220e+01,3.145125867e+00,4.724367620e+01,9.559539233e+01,1.137529161e+01,7.178451850e+01,1.202302319e+01,9.798366917e+01,4.670414487e+01,3.252213761e+01,9.458808833e+01,7.987614324e+01,6.949779986e+01,3.188233460e+01,9.135131339e+01,5.132332250e+01,3.166290578e+01,1.076679121e+00,7.450690866e+01,8.605478882e+01,5.241437962e+01,7.888704184e+01,3.040978628e+01,2.479286923e+01,3.304718368e+01,1.158670320e+01,6.204370638e+01,1.427664367e+01,5.433679881e+01,4.008707815e+01,5.479143503e+01,7.531619995e+01,1.399017209e+01,6.638273386e+00,7.542179698e+01,9.957133099e+01,8.885982638e+01,9.316662883e+01,3.345639002e+01,5.775769824e+01,3.338501482e+01,1.651793732e+01,7.004786507e+01,1.914347966e+01,7.755455413e+01,6.794362584e+01,3.255665755e+01,9.448951962e+01,3.490620822e+01,3.897503097e+01,4.466724067e+01,1.329976593e+01,6.763902481e+01,5.928395683e+01,8.255822295e+01,8.356495989e+01,8.914648883e+01,3.183176304e+01,8.729202128e+01,7.743152364e+01,6.926313263e+01,5.949029067e+01,8.399474323e+01,3.510434425e+01,8.565988956e+01,8.208795177e+01,2.782517906e+00,2.536113322e+00,4.333088080e+01,6.447072287e+00,1.099476155e+01,4.953624938e+00,4.181089386e+01,2.531711340e+01,1.535794387e+00,7.591208764e+01,4.483942773e+01,1.582841136e+00
4.549788492e+01,6.427605580e+01,4.445353430e+01,5.620178455e+01,9.922127445e+01,4.552560636e+01,8.252516165e+01,6.743196440e+01,8.676516058e+01,2.221721498e+01,8.059584947e+01,7.525984039e+01,6.810392036e+01,3.552086041e+01,7.410410031e+01,1.480081177e+01,9.548075160e+01,1.365310041e+01,8.598040540e+01,6.895825858e+01,9.673865121e+01,1.534802723e+01,9.766322864e+00,6.597383186e+01,9.165618104e+01,4.297156629e+01,1.175435124e+01,3.373858426e+01,6.814727680e+01,1.389250670e+01,4.752899373e+01,8.427721106e+01,7.345015745e+01,3.669469856e+01,8.462250670e+01,5.717060058e+01,2.265650307e+01,5.146814027e+01,2.083666600e+01,6.238873387e+01,6.460247449e+01,3.119104157e+00,6.720676330e+01,2.655472724e+01,6.179756408e+01,7.077324622e+01,7.166125236e+01,4.252191686e+01,2.516825006e+01,6.998891556e+01,3.613625472e+00,2.900695996e+01,4.607988796e+01,3.950030463e+01,9.164211972e+01,8.541575756e+01,7.160375689e+01,6.760136064e+01,5.129407680e+01,9.817891023e+01,1.121434403e+01,3.286580725e+01,3.390926327e+01,8.016940734e+01,4.990939884e+01,5.448725387e+01,7.394399199e+01,5.563659838e+01,5.166909189e+01,2.412515156e+01,9.838353730e+01,2.136802409e+01,3.750145905e+01,5.174265018e+01,9.527975828e+01,3.513000069e+01,5.866444251e+01,1.960597438e+01,9.439203381e+01,7.370480827e+01,8.927201619e+01,6.278253290e+01,5.935620776e+01,4.290398826e+01,4.228179306e+01,8.377702636e+01,9.737937333e+01,2.724967902e+01,7.764508979e+01,7.164483806e+01,3.508324951e+01,8.917922729e+01,4.846290997e+01,2.561135205e+01,4.493187323e+00,9.286990928e+01,3.309617197e+01
5.818252003e+01,3.905164773e+01,4.302748250e-01,1.942948633e+01,8.581671660e+01,9.322605555e+01,7.888419159e+01,4.821492358e+01,8.323914646e+01,9.854690556e+00,6.756919158e+01,3.728891937e+01,9.980593224e+00,8.172590080e+01,5.159550393e+01,2.963126146e+01,4.841820396e+01,4.038925956e+01,8.092517293e+01,3.330560178e+01,8.585483968e+01,7.739611655e+01,3.518782879e+01,4.788763899e+01,2.024867730e+01,2.191218560e+01,2.611332714e+01,9.306396807e+01,6.567491839e+01,7.195877039e+01,3.751479337e+01,1.723748816e+01,6.136409064e+01,3.615929247e+01,6.298928602e+01,3.136429231e+01,7.656345653e+01,7.716016205e+01,4.430658359e+01,7.479423828e+01,1.051997779e+01,5.661313550e+00,1.566709445e+00,3.535046172e+01,6.233296600e+01,4.560645557e+01,6.997816777e+01,8.977223377e+01,5.203778948e+00,7.418868966e+01,4.886660910e+01,7.816017367e+01,3.963242675e+01,3.341026519e+01,7.079729691e+01,6.210922054e+00,5.762340037e+00,5.384567963e+01,7.265491108e+01,4.094672725e+00,9.940187386e+01,8.932190025e+01,2.259215068e+01,8.462828670e+01,9.076830697e+01,7.445794924e+00,7.834140783e+01,5.444426397e+01,7.133639470e+01,6.104507151e+01,8.837383960e+01,2.499715000e+01,9.952112059e+01,4.172696222e+01,1.706344731e+01,6.678587462e+01,3.874491427e+01,6.567351030e+01,2.088841607e-01,1.765711503e+01,4.178303494e+01,6.467356236e+01,2.523364882e+01,2.091883149e+01,4.853497864e+01,8.816434745e+01,3.513132540e+01,5.454480220e+01,7.591359624e+01,5.180691850e+01,6.119433574e+01,9.063871688e+01,6.002500490e+01,7.809612439e+01,1.649335274e+01,8.354016122e+01,8.408843976e+01
1.198937418e+01,8.423583612e+01,6.490561393e+01,9.119993376e+01,1.313234805e+01,1.749926187e+00,8.705875132e+01,4.337516204e+01,5.119590667e+01,9.547117273e+01,5.834982535e+01,2.171736993e+01,2.372417092e+01,3.547228015e+01,8.432276919e+01,4.196048059e+00,9.673653283e+01,3.509844970e+01,3.433928028e+01,2.096886294e+01,9.019344870e+01,2.931291933e+00,1.944024669e+01,1.567752829e+01,7.634283478e+01,9.936821117e+01,2.383558262e+01,5.526942524e+01,8.426165704e+01,9.865165730e+01,3.283107895e+01,1.423692154e+00,3.866099472e+01,7.473239642e+01,6.612245739e+01,1.954816246e+01,2.214792451e+01,9.627413932e+01,9.342765189e+01,7.868678253e+01,1.365166792e+01,1.639934636e+01,7.385785333e-01,5.268534285e+01,2.286123087e+01,3.467188814e+01,3.518711951e+01,2.806803498e+01,8.060852853e+01,9.040218800e+01,5.366799692e+01,6.049412501e+01,5.425477156e+01,7.749636923e+01,8.676431257e+01,1.701543880e+01,5.083810206e+01,6.007930302e+01,2.420515937e+01,6.570658830e+01,6.491359201e+01,8.395842054e+01,4.020699873e+01,4.020941900e+01,4.141855965e+01,3.727766191e+01,7.241088141e+01,4.278294930e+01,2.024446654e+01,4.436266265e+01,7.571819126e+01,3.626484942e+01,9.156443530e+01,8.857747170e+01,1.739109267e+01,3.936500585e+01,5.871350813e+01,1.392135371e+01,7.941578562e+01,3.367873849e+01,7.082234323e+01,9.637574861e+01,1.900423120e+01,4.577370216e+01,4.176545486e+01,6.568798381e+01,4.604593909e+01,5.328211322e+01,3.986946690e+01,6.110244384e+01,9.576846382e+01,1.965370115e+01,2.870121637e+01,4.777288436e+00,7.820730130e+01,8.241855341e+01,7.664205971e+01
