v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89
7.263108601e+00,2.110574405e+01,1.087069449e+01,3.454536625e+01,4.958615142e+01,7.408340152e+01,8.567023280e+01,1.476440022e+01,8.630087625e+01,9.583033007e+01,5.717417117e+01,7.897347819e+01,9.760420361e+01,7.827427180e+01,6.503553528e+01,3.783106535e+00,9.095388551e+01,2.899474325e+01,2.455983995e+01,4.745600879e+01,3.312826814e+01,5.748638546e+01,3.975066824e+01,8.582225545e+01,4.007171807e-01,9.307823470e+01,9.378540638e+01,2.093224814e+01,3.848207498e+01,5.238856960e+01,8.814114536e+01,7.420826353e+01,5.615002991e+01,4.387071900e+01,7.570354028e+00,9.598628269e+00,9.903107566e+01,6.554538761e+01,2.206306922e+01,9.510124140e+01,7.688411520e+01,3.813129523e+01,9.038329639e+01,2.988731563e+01,9.086588679e+01,7.927143514e+00,6.406358040e+01,9.209036031e+01,7.252106777e+01,9.280203157e+01,4.441401841e+01,2.772189310e+01,3.320957561e+01,8.378575016e+01,5.811976958e+01,7.735893960e+00,4.011932059e+01,2.009848266e+01,7.237569140e+00,2.438924419e+00,5.541892395e+01,8.662188673e+01,7.843784561e+01,9.108865873e+01,2.367211299e+01,8.414194664e+01,1.323958910e+01,4.363162989e+01,3.709937948e+01,2.675203609e+01,6.988741472e+00,2.461995484e+01,1.293693389e+01,9.576464318e+01,2.599156065e+00,3.842239033e+00,4.021392569e+01,7.669684927e+01,3.724631955e+01,9.359539599e+00,9.638498209e+01,4.875387802e+01,2.285319169e+01,3.895224629e+01,8.750439695e+01,4.509134971e+01,3.119455030e+01,6.302250876e+01,9.362580571e+01
8.446270780e+01,7.852995285e+01,4.125341052e+01,9.240138271e+00,3.695519183e+01,7.641203868e+01,2.287943459e+01,4.952557163e+01,5.858299110e+01,5.867669352e+01,9.122253366e+01,2.224684432e+00,3.715353518e+01,4.365362500e+01,8.983865854e+01,3.408402184e+01,4.765292749e+01,9.876551176e+01,4.466059321e+01,9.008410261e+01,6.828044516e+01,8.465860084e+00,2.585648459e+01,5.669217716e+01,3.116469552e+01,7.254790250e+01,7.692883351e+01,6.360881863e+01,9.256408486e+01,4.175743915e+01,7.932680778e+01,4.227895531e+01,3.497067463e+01,4.407615080e+01,3.609563438e+01,3.933370598e+01,3.371202706e+01,5.759631578e+01,8.458649340e+01,7.640425953e+01,3.190122819e+01,2.086331367e+01,8.839182683e+01,8.092281180e+01,4.421427832e+01,8.043342455e+00,4.878207627e+01,4.640499323e+01,7.588704673e+01,5.615905191e+01,9.995508876e+01,9.829246119e+01,3.103796051e+01,8.567221075e+01,5.529674356e+01,4.679793556e+01,6.069639606e+01,8.232467849e+01,5.435165372e+01,2.096716672e+01,6.422805201e+01,1.770904092e+01,9.428491755e+01,9.010402364e+01,4.365991078e+01,6.380467575e+01,4.943411953e+01,6.437200938e+01,6.054401674e+01,5.878007332e+01,8.630041881e+01,5.815214250e+01,8.375544051e+01,7.501365369e+01,8.373103669e+01,2.058833372e+01,2.520869466e+01,2.813507054e+01,7.302088219e+01,8.694583070e+01,1.167710353e+00,2.078505504e+01,3.714599352e+01,5.876235108e+00,4.235828944e+01,6.955270282e+01,5.210587889e+01,2.253667661e+01,2.234002601e+01
8.821215374e+01,9.047703177e+01,7.680207448e+01,2.268481571e+01,6.281966424e+01,7.822583832e+01,9.692575407e+00,3.913227631e+01,5.023992673e+01,9.779205933e+01,2.821942788e+01,4.474233559e+01,8.013795310e+01,6.889235183e+01,6.841723954e+01,1.429901158e+01,2.227602416e+01,7.207415269e+00,4.526686506e+01,9.111705363e+01,1.049542696e+01,9.813207129e+01,7.542477944e+01,8.313880450e+01,9.121407293e+01,1.207411100e+01,9.589272220e+01,4.097311243e+01,3.541171511e+01,1.291949017e+00,2.880730843e+01,2.998601540e+01,6.459204467e+00,2.331780640e+01,3.056486121e+01,8.826011456e+01,6.731738251e+01,4.548675688e+01,4.576958888e+00,8.738042128e+01,6.264408861e+01,6.082892899e+01,9.493502183e+01,5.135439304e+01,7.426631252e+01,9.265793359e+01,4.467336258e+01,3.037234291e+01,5.729099377e+01,9.013439031e+01,1.121675865e+01,7.542505933e+01,6.567345802e+01,1.707491707e+01,9.317460731e+01,4.426924329e+01,9.730907137e+01,9.992139079e+01,2.970858318e+01,1.444499107e+01,5.989549359e+01,3.770578845e+01,8.530625183e+01,8.427554632e+01,8.046433882e+01,6.849061837e+01,8.087496575e+01,5.795093352e+01,7.339811248e+01,1.092955305e+00,1.631680188e+01,7.156136278e+01,5.928349925e+01,6.678464042e+01,2.057135481e+00,7.137122761e+01,2.801180153e+01,1.933073681e+01,4.816923031e+01,4.268864333e+01,9.336079398e+00,7.785290028e+01,2.866319178e+01,3.504975960e+01,7.200258858e+01,9.457291230e+01,7.741979305e+01,2.857009805e+01,7.968269060e+01
3.221269703e+00,2.190307798e+01,3.512491468e+00,1.663296349e+01,1.598738370e+01,2.366518706e+01,1.515485707e+01,8.541159796e+00,1.311176996e+01,5.319548366e+01,9.389508988e+01,8.234467703e+01,1.564210908e+01,2.000034317e+01,9.974259914e+01,9.618118956e+01,5.370156776e+01,9.834909314e+01,6.819832655e+01,3.611942554e+00,6.137237123e+01,8.894530688e+01,8.577913896e+01,5.879291174e+01,4.070839496e+01,8.247981513e+01,8.300304086e+01,3.486343286e+01,5.595582907e+01,4.060073132e+01,8.922699886e+01,8.613259074e-01,4.997533483e+01,7.658088762e+01,2.280097270e+01,5.898153136e+01,9.737015281e+01,2.354526581e+00,1.740969281e+01,8.160985132e+01,7.968943289e+01,4.361817884e+01,2.143138351e+01,7.550075177e+01,7.638304934e+01,3.381174772e+01,5.445233469e+01,4.903949543e+01,3.440431035e+01,7.216434428e+01,6.957428432e+01,6.368537628e+00,9.956516296e+01,1.964484211e+01,3.599611942e+01,1.597727813e+01,3.838047750e+01,3.632321334e+01,1.445483435e+01,7.816134504e+01,2.212587705e+01,2.477269166e+01,4.420064652e+01,4.687366290e+01,4.476961407e+01,1.684140384e+01,9.020580280e+01,6.701257321e+00,6.248967309e+01,2.775510821e+01,1.089501585e+01,5.511024952e+01,5.992211864e+01,6.508879842e+01,9.085706061e+01,2.196379084e+01,2.735029554e+01,7.655001413e+01,6.856161116e+00,2.595172872e+01,3.382629028e+01,5.988306328e+01,6.974407165e+01,6.773840684e+01,2.237275585e+01,4.522036068e+01,4.178284683e+01,6.022059512e+01,2.658941625e+01
7.308681970e+00,3.323471678e+01,3.888386272e+01,8.662325388e+01,1.934604726e+01,1.051131699e+01,3.595080306e+01,4.490030535e-01,5.392375507e+01,1.927614523e+01,3.650702391e+01,3.173926651e+01,2.441801233e+01,7.329833387e+01,7.010371366e+01,7.242717531e+00,1.241269740e+01,4.539040030e+01,6.700803936e+01,3.692645804e+01,8.292272699e+01,2.456451508e+01,9.541339776e+01,3.684541694e+01,3.428595297e+01,5.232484468e+01,7.630145411e+01,3.415903805e+01,2.927301293e+00,9.083404502e+01,3.914800830e+01,7.272047387e+01,4.930778134e+01,4.917214142e+01,5.500871164e+01,4.187675434e+01,2.679517188e+01,7.677935826e+01,9.583300943e+01,3.688706605e+00,6.484991514e+01,5.889685775e+01,5.094028772e+01,2.579827082e+01,4.452018230e+01,2.231207720e+01,6.369871267e+01,2.969065354e+01,4.216174474e+01,9.671946185e+01,5.344898431e+01,7.404827211e+01,9.453434365e+01,2.790732629e+01,4.827817702e+01,9.446349900e+00,7.600697768e+01,7.657850218e+01,4.624920237e+01,8.509345601e+00,9.760243652e+01,6.177443819e+01,7.927084024e+01,2.326250512e+01,6.929018351e+01,9.224172523e+01,3.106537704e+01,4.961980847e+01,2.329212379e+01,7.328855420e+01,8.155927651e+01,8.727160973e+01,1.047852061e+01,4.177829335e+01,3.840826443e+01,5.421099215e+01,7.865849034e+01,4.332887138e+01,4.424395655e+01,4.358296023e+01,1.214941865e+00,6.317163894e+01,1.092475464e+01,4.140890727e+01,2.508252573e+01,7.875560159e+01,4.375339569e+01,8.186179973e+01,6.835174055e+01
9.502685478e+00,7.935529807e+01,9.288122150e-01,8.644145130e+01,1.175946085e+01,8.132583354e+01,4.632788430e+01,8.262769233e+01,1.977477143e+01,7.221635362e+01,5.191312877e+01,1.237139696e+01,1.145102142e+00,7.004658956e+01,3.966222204e+01,3.361278424e+01,4.306361099e+00,2.635237686e+01,2.406354903e+01,9.563887715e+01,3.833263119e+01,2.830786658e+01,8.460004615e-01,6.508249430e+01,1.020297895e+01,6.194909158e+00,9.891450092e+01,7.099696993e+01,2.382483161e+01,5.223829305e+01,4.423704067e+00,8.469837053e+01,2.457596000e+01,5.078498358e+01,4.605058775e+00,6.933712876e+00,8.789257920e+01,6.442976609e+01,4.799868630e+01,1.007979181e+01,9.415568336e+01,4.578929645e+01,4.329777309e+01,8.543049952e+01,5.933353796e+01,9.041509509e+01,6.730052675e+01,6.733114940e+01,6.920250670e+01,2.875047396e+00,8.589744531e+01,3.070663378e+01,9.496684693e+01,4.345486705e+01,5.094163733e+01,9.363997430e+01,4.561495024e+01,3.447124399e+01,4.427419722e+01,6.734627778e+01,1.454317695e+01,2.872351334e+01,9.517391564e+01,3.514051089e+01,9.205395893e+01,7.266063355e+01,6.180913263e+01,3.565822647e+01,6.976253964e+01,7.159641858e+01,5.290169267e+01,5.711463948e+01,4.535164331e+01,7.417763001e+01,1.994539232e+01,6.706308001e+01,1.363550547e+01,8.363996883e+01,5.112933446e+01,8.164540335e+01,9.796210077e+00,8.652562511e+01,6.105975544e+01,2.341562638e+01,4.960538754e+01,8.631924703e+01,2.794224064e+01,4.734174020e+01,7.511769961e+01
1.453188492e+01,2.577980465e+01,2.883247179e+01,8.224292148e+01,5.549573664e+01,6.885445413e+01,9.289038814e+01,2.841401346e+01,8.131102841e+01,1.549846630e+01,6.223486076e+01,8.085893917e+01,2.077400010e+01,2.579445510e+01,2.537184752e+00,5.371676397e+01,1.699328501e+00,6.498757397e+01,5.586955232e+01,5.287529883e+01,5.429507179e+01,9.355875055e+01,5.900850927e+01,7.897475632e+01,1.281757284e+01,6.485899355e+01,9.977786965e+01,1.056909453e+01,9.150640591e+01,6.883904531e+01,8.345362248e+01,1.633662423e+00,7.393195521e+00,8.477842366e+01,5.186621551e+01,7.687836707e+01,9.630265053e+01,4.968407973e+01,4.585010820e+01,1.061814557e+01,8.358710107e+01,9.408749230e+01,5.830260440e+01,6.820222435e+01,3.582776452e+01,8.251164455e+01,9.959923499e+01,4.378840509e+01,3.946631286e+01,2.607282403e+00,6.001264102e+01,8.497901226e+01,7.484340462e+01,7.826293431e+01,6.176027669e+01,2.373840454e+01,8.997691984e+01,7.275655736e+01,4.540492047e+01,6.141571449e+01,6.263754671e+01,9.212706692e+01,8.249199488e+00,9.729430687e+01,4.190348563e+01,4.126497469e+01,5.773676625e+01,2.496519511e+01,2.481714967e+01,7.770992349e-01,7.743420085e+01,6.090853815e+01,9.815926224e+01,3.404798218e+01,7.053035272e+01,7.116651776e+01,6.434478078e+01,5.645887417e+01,8.462268174e+00,2.472012840e+01,4.358512052e+01,2.215675850e+01,6.826947686e+01,2.380232225e+01,9.803286798e+01,5.460634194e+00,9.962535625e+01,7.140697944e+01,8.269558637e+01
3.740256982e+01,2.834575846e-01,7.365448269e+01,3.841572035e+01,2.094364974e+01,6.145004325e+01,9.048987690e+01,2.287169206e+01,9.616481093e+01,3.951072062e+01,4.791430949e+01,7.885866976e+01,8.505285702e+01,8.832031804e+01,6.788358753e+01,5.465585843e+01,4.867936415e+01,1.846639623e+01,3.171239315e+01,1.616151617e+01,3.114284021e+01,2.439927177e+01,9.659874669e+01,6.216760723e+01,5.911714950e+01,2.687325884e+01,5.532757000e+01,2.623990002e+01,8.236043742e+01,9.804941878e+01,5.360154626e+01,3.355161997e+01,1.131954720e+01,5.787775342e+01,3.280207735e+01,5.698260691e+01,3.848846620e+01,4.102400639e+01,3.994734280e+01,6.461600245e+01,9.500299213e+01,6.033941580e+00,3.939551087e+00,9.086513828e+01,5.189845477e+00,4.531464699e+01,2.454277562e+01,8.139741867e+01,3.464815160e+01,9.501511925e+01,9.142217596e+01,4.713106041e+01,1.414227418e+01,9.235230238e+01,9.748115539e+01,1.576183587e+01,5.334886276e+01,6.984969245e+01,1.935985667e+01,1.682283052e+01,4.780433671e+01,8.602762567e+01,8.088952249e+01,6.148480045e+01,5.276034546e+01,7.336114495e+01,6.509889614e+01,4.519492461e+01,5.734534435e+01,8.031618767e+01,3.182897615e+01,2.942805677e+01,9.650548608e+01,2.277964763e-01,6.745953347e+01,4.098844289e+01,5.870549560e+00,9.207498609e+01,6.898257565e+01,4.747431773e+01,9.015885689e+01,1.310625994e+01,1.534593436e+01,4.388376346e+01,7.002122988e+01,6.718185971e+01,1.828479851e+01,9.609149650e+01,2.328813001e+01
2.478167328e+01,7.056870927e+01,4.594664748e+01,5.889871392e+01,6.514974929e+01,7.449212253e+01,3.122103319e+01,2.839575057e+01,2.873893062e+01,9.720545940e+01,9.320139114e+01,4.072108164e+01,3.822826512e+01,9.249336219e+01,4.098797784e+01,9.184678197e+01,6.514060499e+01,5.372162546e+01,4.951063692e+01,1.004599770e+01,9.322985961e+01,3.405697183e+01,3.926496797e+01,5.145868646e+01,9.134016664e+01,7.140368000e+01,8.859107645e+01,2.545368023e+01,1.490487393e+01,8.364909896e+01,4.148282549e+01,7.298167043e+01,6.494892095e+01,7.150185021e+00,6.470076223e+01,3.815521771e+01,6.113497893e+01,2.517124130e+01,4.129143077e+01,3.773203354e+01,7.055406410e+01,1.717010138e+01,1.668750615e+01,3.309072436e+01,8.347774409e+01,3.156625110e+00,2.464575034e+00,8.631588260e+01,2.323803177e+01,9.074852206e+01,9.029861357e+01,1.481113371e+01,5.847451466e+01,7.485250480e+01,1.740015113e+01,3.562261760e+01,1.390994198e+01,4.189307096e+01,9.295024385e+01,9.668028798e+01,6.673449783e+01,3.524303026e+01,7.604984100e+01,9.679582930e+01,9.536274009e+01,4.539416731e+00,2.858446554e+01,7.408764519e+01,7.271034585e+01,6.722805352e+01,6.879272073e+01,5.073385572e+01,7.133423314e+01,3.181503495e+01,2.635096297e+01,7.896649306e+01,5.964905388e+01,7.163143088e+01,7.421638088e+01,1.194774281e+01,6.462080926e+01,5.275362425e+01,9.587113449e+01,5.127794908e+01,1.088754912e+01,4.977422359e+01,2.821058500e+01,7.538578113e+01,7.849992393e+01
1.483797773e+01,9.307513917e+01,3.550532207e+01,9.847958357e+01,5.165569342e+01,9.593136893e+01,3.717641793e+01,2.343650910e+01,5.366351963e+01,9.342193589e+01,8.200064174e+01,4.466976279e+01,3.918119742e+01,7.804575094e+01,7.390811532e+01,2.467636454e+01,4.628972615e+01,6.360064633e+01,9.976034030e+01,7.060841150e+01,4.613348004e+01,3.213272464e+01,6.412106335e+01,7.706623372e+01,6.873221953e+01,6.377768581e+01,4.023037802e+00,3.245430342e+01,4.076091078e+01,8.330032968e+01,7.066146608e+00,7.748972993e+01,2.001598953e+01,1.531306380e+01,1.749339616e+01,3.897505387e+01,5.657789291e+01,3.071417305e+01,4.422516408e+01,1.696137783e+01,7.991022269e+01,7.235104499e+01,4.458468039e+01,2.940305037e+01,1.377590164e+01,8.237316401e+01,2.187428241e+01,2.934685690e+01,4.004453542e+01,3.500955671e+01,2.262683397e+01,6.409907689e+01,1.806960895e+01,7.789495394e+01,9.623962066e+01,8.414605556e+01,8.274246453e+01,4.870054365e+01,8.424074513e+01,3.838181788e+01,2.147547257e+01,6.553850104e+01,3.866635136e+01,6.784784787e+01,2.735644242e+01,1.444961327e+01,2.104130941e+01,6.054657632e+01,1.058668272e+01,8.797542189e+01,8.611524912e+01,8.260759784e+01,3.564448691e+01,4.218944899e+01,7.194962739e+01,5.849107506e+01,7.186680545e+00,9.768174457e+01,4.891144063e+01,9.052164142e+01,9.873712622e+01,8.229949220e+01,9.305321888e+01,3.439493157e+00,5.430262570e+01,4.497523212e+01,9.513818648e+00,8.089375524e+01,2.518057959e+01
7.169599939e+01,8.599582887e+01,5.562603456e+01,4.865173151e+01,7.186071026e+01,6.456510607e+01,8.299411500e+01,5.862657317e+01,2.666301582e+01,4.697660294e+01,8.709200457e+01,6.879723457e+01,4.569069537e+01,4.118402558e+01,7.139155532e+01,5.177081522e+01,8.157162008e+01,3.541419849e+01,4.436846046e+01,3.968605462e+00,9.984289404e+01,3.357252795e+01,2.765021551e+00,8.640149690e+01,6.963865672e+01,5.643682754e+01,4.419131630e+01,9.509636302e+00,7.336551245e+01,8.398931427e+00,5.697366560e+01,7.334348185e+01,9.851980539e+00,4.299296980e+01,6.748460948e+01,7.904032277e+01,7.368561213e+01,3.248895566e+01,2.227121484e+01,5.761167081e+01,9.705953580e+01,1.644003656e+00,2.169865909e+01,4.334483842e+01,5.240620901e+01,7.285800262e+01,1.492269209e+01,8.658740385e+01,7.020306685e+01,5.319524972e+01,5.372913634e+01,9.083928611e+01,4.213772367e+01,3.845922986e+01,9.049933721e+01,2.533891479e+01,1.182954599e+01,9.712217325e+01,6.068247784e+01,7.686491267e+01,1.329889741e+01,2.898556781e+01,9.771264919e+01,9.329474550e+01,7.079821345e+01,7.122782700e+01,5.881091893e+01,9.236621038e+01,2.384091471e+01,5.354818954e+01,2.329876612e+01,5.970944153e+01,3.633995495e+01,7.356359731e+00,1.200886227e+01,8.232564058e+00,2.061288360e+01,5.224900643e+01,5.774451611e+01,6.788016706e+01,3.475849396e+01,5.883421283e+01,5.696931652e+01,1.036746700e+01,1.785035900e+01,9.161543684e+01,4.858981606e+01,8.709495044e+01,8.810175837e+01
1.994055970e+01,6.495028132e+01,2.479989168e+01,4.947614011e+01,9.386886221e+01,6.653241510e+00,1.297860030e+01,7.811115164e+01,8.238272130e+01,8.726239054e+01,5.435856029e+01,6.237405881e+01,9.226509823e+01,7.841316790e+01,1.113989819e+01,5.654283572e+01,3.010184829e+01,7.582635466e+01,4.482285436e+01,9.138883894e+01,8.620719526e+01,6.450704366e+00,1.417850729e+00,6.766370623e+01,5.909311746e+01,7.065894426e+01,6.081801430e+01,5.112477524e+01,6.792289802e+01,2.484681130e+01,6.216462366e+01,3.070937554e+01,6.021213801e+01,4.262876107e+01,8.291410654e+01,5.371695443e+01,8.969138330e+01,8.595636190e+01,7.404017069e+01,9.765432035e+01,7.524152306e+01,4.476162424e+01,2.680256156e+01,9.929354506e+01,1.504816264e+01,6.292048354e+01,1.846733787e+01,2.724518011e+01,8.531311203e+01,2.662774099e+01,1.254191407e+01,6.240996610e+01,7.897358242e+01,3.650983098e+01,4.793345181e+01,1.171839774e+01,1.288370620e+01,8.571037836e+01,3.135390500e+01,2.722575082e+01,4.213863542e+01,2.815416038e+01,6.787737710e+01,1.945454222e+01,2.244299373e+00,1.648512207e+01,2.428573703e+01,1.747729681e+01,4.013217754e+01,5.215732341e+01,8.959873880e+01,2.904140423e+01,9.712037772e+01,2.519177127e+01,5.630707053e+01,7.992556116e+01,1.282158419e+01,3.726152728e+01,1.425772844e+01,1.358265720e+01,2.069485841e+01,9.034428162e+01,3.797902172e+00,6.482466094e+01,3.266461835e+01,2.732616198e+01,1.896693001e+01,3.063042116e+01,7.247262917e+00
4.478126309e+01,8.000941538e+01,8.757810497e+00,1.197281360e+00,3.620249275e+01,1.284996967e+01,7.156032406e+01,5.310084198e+01,1.582152715e+01,4.318911645e+01,9.160388774e+01,6.431769070e+01,5.650165027e+01,5.588578134e+01,2.776911004e+01,6.097176623e+01,1.619862472e+01,6.224789440e+01,1.391427292e+01,4.566659332e+01,3.105614358e+01,2.746120816e+01,1.195573502e+01,9.306853565e+01,9.960182258e+01,2.947355492e+01,2.033077304e+01,2.552818594e+01,9.401320445e+01,4.285904774e+01,8.557252895e+01,6.326506421e+01,9.080770806e+01,8.513693487e+00,9.370146698e+00,7.556063898e+01,3.170504942e+00,2.769367912e+01,7.171838278e+01,1.306233248e+01,7.190357384e+01,3.258478643e+01,4.751191636e+01,5.296999910e+01,1.657070843e+00,5.622123768e+01,8.242515553e+01,3.281643520e+00,4.767136318e+01,7.104248100e+01,3.218442577e+01,3.945598464e+01,8.016770752e+01,6.040816229e+01,6.500724197e+01,5.266601522e+01,1.725883586e+01,1.046618107e+01,1.475562718e+01,6.105116010e+01,7.322551529e+01,3.635378419e+01,1.476153812e+01,9.392438857e+01,5.946663944e+01,1.275375885e+01,6.692376937e+01,9.438537488e+01,2.278559840e+01,9.786341033e+01,6.937652167e-02,5.413156774e+01,2.961803530e+01,4.886785378e+01,3.385908101e+01,9.704791983e+00,8.458410340e+00,2.359051661e+01,4.138212204e+01,3.044313574e+01,1.840362671e+01,5.760330372e+01,7.074570713e+01,1.798122710e+01,5.813728658e+01,4.051633614e+01,9.865460521e+01,5.903638942e+01,8.756880803e+01
8.763197992e+01,8.990077070e+01,1.975363315e+01,2.592634300e+01,7.884801684e+01,4.533692518e+01,8.142286654e+01,7.272408848e+01,9.758126287e+01,1.329782746e+01,5.664751519e+01,6.098964984e+01,2.051217964e+00,5.306683150e+01,7.406650271e+01,7.918590085e+01,9.076435374e+01,1.015000002e+01,6.553710595e+01,8.195303774e+00,2.636499931e+01,1.567306110e+01,9.822549352e+01,3.381918647e+01,3.361150249e+01,4.738573088e+01,5.737480468e-01,9.748194120e+01,2.836281938e+01,1.027772161e+01,6.024749902e+01,5.946149476e+01,8.951885383e+01,9.663787355e+01,4.687336369e+01,7.046489593e+01,5.230836760e+01,5.670313340e+01,2.553331631e+01,7.359334871e+01,7.937919844e+01,5.648848142e+01,5.510231111e+01,9.268330443e+01,9.895114722e+01,8.442977737e+01,3.148793536e+01,5.582239756e-01,7.382413469e+01,6.929663554e+01,6.822475560e+01,1.438548693e+01,3.751831798e+01,6.533558290e+00,6.517029889e+01,4.998807834e+01,5.990807417e+01,2.420178780e+01,3.697721517e+01,8.472682145e+01,7.402531208e+01,3.575941962e+01,9.751478383e+01,1.004705752e+00,5.017099207e+01,1.413785652e+01,5.236903860e+01,5.825138047e+01,6.395538225e+01,5.484614141e+01,2.762768648e+01,2.122618236e+00,8.541497946e+00,5.263806087e+01,3.522606442e+01,3.741300837e+01,2.107321191e+01,9.450138057e+01,9.458284800e+01,5.731521860e+01,9.215618340e+01,2.057109009e+01,8.706937170e+01,3.603908798e+01,3.244044012e+01,4.313525692e+01,8.082119047e+01,3.269991033e+01,1.633508104e+01
1.223233333e+01,6.568644548e+01,2.325668385e+01,3.710707386e+01,6.742740427e+01,7.540927477e+01,9.598824904e+00,5.556628588e+01,7.493700606e+01,1.646412177e+01,3.689985024e+00,3.338095767e+01,7.154279232e+01,9.487625570e+01,3.334477817e+01,1.681759204e+00,3.814296929e+01,5.984490684e+01,8.768360889e+01,2.807475913e-01,7.204650235e+01,1.589584048e+01,7.169528646e+01,1.074999851e+01,8.861429080e+00,9.501960065e+01,3.269422399e+01,8.491122343e+01,1.436866646e+01,6.039409860e+00,1.904370126e+01,2.713732687e+01,9.020172820e+01,3.692388503e+01,5.048131143e+01,3.119409967e+01,4.679316561e+01,9.040792511e+01,2.931018202e+01,9.839277333e+01,6.468396144e+01,7.523430338e+01,7.104495808e+01,8.955380741e+01,4.516806250e+01,3.490264591e+01,7.244008818e+01,6.889452449e+01,6.274389998e+01,2.725995214e+00,5.441205812e+01,1.419600899e+01,7.620685211e+01,1.839280735e+01,6.308694727e+01,6.806598370e+01,9.784911118e+00,2.267169357e+01,1.991126335e+01,2.615282488e+01,9.107593541e+01,3.252237462e+01,9.621955447e+01,5.873570669e+01,2.174369676e+01,3.952015890e+01,4.305346083e+01,3.093765016e+01,1.759846412e+01,3.852269049e+01,5.693043602e+01,8.426057644e+00,6.924207649e+00,4.658403670e+01,7.160860566e+01,5.719042398e+01,5.821921091e+01,2.543189693e+01,5.606771006e+01,9.311028277e+01,5.529149849e+01,2.002006065e+01,6.450303152e+01,2.137217667e+01,8.504634451e+01,6.790646402e+01,8.348670251e+01,8.175406833e+01,2.970373227e+00
1.288621261e+01,3.659870200e+01,9.197469820e+01,6.866407961e+01,6.168019128e+01,5.692639667e+01,9.244118442e+01,3.061800696e+01,3.686317691e+00,9.417700120e+01,1.467020417e+01,1.750678097e+01,3.078045362e+01,8.910589850e+01,4.009608459e+00,9.887150620e+01,4.119608594e+01,2.275472877e+01,7.447938694e+01,5.322758803e+01,8.455979788e+01,7.715239104e+01,6.873464686e+01,3.738300358e+01,6.945762883e+01,7.134716282e+01,1.210784830e+01,2.358568921e+01,5.138471737e+01,9.223043791e+01,5.437501975e+01,9.493592177e+01,4.134802543e+01,1.611932836e+01,3.806732898e+01,1.386088284e+01,4.626641075e+01,5.494906419e+01,9.450023165e+01,3.919201436e+01,9.499240846e+01,9.141583643e+01,5.919570333e+01,5.548296872e+01,6.192942606e+01,1.388330429e+01,1.009408043e+01,7.083781494e+00,7.417774534e+01,8.598266727e+01,1.186656810e+01,9.912507141e+01,2.425557090e+00,4.430499568e+01,7.274952116e+01,1.271252998e+01,8.961758485e+01,7.471256525e+01,6.509552039e+01,8.644021412e+01,5.891514353e+01,5.874898229e+01,3.334030466e+01,3.915803074e+01,2.955443953e+01,6.173423434e+01,3.489667134e+01,2.908394736e+01,7.898247788e+00,9.095508874e+01,7.578729339e+01,6.580228598e+01,3.534202117e+01,8.419033020e+01,1.698794807e+01,6.904752992e+01,7.135108362e+01,7.202509689e+01,6.917269342e+01,3.512463737e+01,7.308533622e+01,2.457185694e+01,3.943571955e+01,6.046224824e+01,4.526792401e+00,8.746862231e+01,2.461005081e+01,6.222495518e+00,9.576593368e+01
9.238347905e+01,2.617674942e+01,4.427882808e+01,2.161034399e+01,7.072410220e+01,4.573149810e+01,4.927942845e+01,7.919407689e+01,8.868651453e+01,4.209379161e+01,4.940567055e+01,4.004759808e+01,3.181818252e+01,6.211424800e+01,9.229472451e+01,7.755259005e+01,9.737313864e+01,8.680854647e+01,2.833724093e+00,3.337919785e+00,1.557341226e+01,2.662746833e+01,5.037899095e+01,7.018939489e+01,6.973980655e+01,3.991661335e+01,6.670443405e+01,5.643742352e+01,2.867363251e+01,8.543354746e+00,8.605999775e+01,4.774719451e+01,6.451353027e+01,5.243712595e+01,7.238868472e+01,8.737248817e+01,1.902310168e+01,3.171543209e+00,4.986694979e+01,9.067564121e+01,4.743959486e+01,4.963218130e+01,8.171904185e+01,3.003949890e+00,5.693037072e+01,1.040680456e+01,6.299308797e+01,3.550053186e+01,5.439921783e+01,2.913132608e+01,3.730858065e+01,1.795559958e+00,1.315526201e+01,6.401442633e+01,1.209385837e+01,8.349774058e+01,4.282011010e+01,2.134761753e-01,5.707822119e+00,8.174867429e+01,8.568320075e+01,7.346928298e+01,2.406640607e+00,7.507287100e+01,9.225780985e+01,2.446926053e+01,7.607242529e+00,7.516128359e+01,1.445875369e+01,6.311878468e+00,5.052698586e+01,5.474144874e+01,4.342455505e+00,1.728415836e+01,2.661980777e+01,4.465959582e+01,6.927766802e+01,1.716695248e+01,8.099346479e+01,2.313724842e+01,3.706940796e+01,2.117982150e+01,1.285942180e+01,3.507136006e+00,6.973074334e+01,1.731844599e+01,1.320882889e+01,8.717027034e+01,1.242803689e+01
