v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91
9.534083921e+01,4.769423780e+01,1.871118407e+01,4.557934633e+00,6.777172082e+01,5.605302576e+01,1.867348540e+01,9.818184809e+01,3.702634071e+01,9.671401365e+01,1.729345764e+01,2.433957272e+01,7.234460198e+00,3.512511250e+01,2.108836313e+01,6.036715977e+01,1.152492210e+01,4.288112705e+01,8.552510230e+01,5.864140155e+01,5.926461073e+01,8.174916074e+01,5.816947874e+00,1.032587613e+01,6.839872864e+01,3.711547937e+01,7.099125449e+01,6.238907187e+01,7.266649325e+00,8.689045913e+01,1.784265127e+01,7.287409222e+01,8.274302781e+01,8.111957514e+01,1.113952869e+01,6.326221977e+01,5.609231896e+01,1.513866913e+01,1.747072887e+01,9.744906380e+01,6.693314457e+01,5.118101875e+01,2.352159651e+01,8.424171213e+01,2.516976011e+01,9.701535330e+01,3.859365092e+01,3.069307937e+01,2.296418724e+01,9.229420510e+01,4.434848648e+01,3.885207222e+00,5.151075536e+01,3.732528016e+01,8.574515765e+01,9.780782073e+01,8.523895305e+00,1.157519148e+01,7.935492722e+01,5.793965791e+01,2.527713883e+01,3.353612325e+01,3.369897582e+01,8.670010231e+01,3.442132972e+01,3.349032360e+01,3.389687826e+01,3.884676388e+01,6.046644593e+01,2.743263328e+01,9.083526388e+01,3.813186359e+01,5.280415345e+01,2.822200583e+01,8.736386648e+01,4.147557184e+01,9.193729411e+01,4.667421370e+01,1.408685062e+01,3.531374489e+01,9.616765847e+01,3.276285828e+01,5.881914761e+01,6.062190345e+01,3.440460774e+01,4.970958021e+00,3.173545895e+01,1.512665319e+01,6.293724606e+01,4.037204547e+01,3.897046034e+01
9.202519411e+01,8.616439029e+01,6.886148699e+01,3.718750769e+01,1.411292509e+01,9.669380152e+01,9.290501967e+01,1.312511223e+01,6.406609102e+01,5.774960901e+01,5.790712770e+01,7.183103830e+01,1.776875169e+01,2.378377477e+01,1.591407042e+01,5.794519779e+01,1.294733873e+01,8.823900725e+01,5.270042118e+00,4.235261521e+01,5.449333162e+01,4.011290178e+01,3.211989789e+01,2.064503218e+01,5.167343303e+01,3.428390863e+01,8.877480476e+01,7.338791232e+01,4.830344232e+01,5.557972065e+01,4.448872322e+01,5.242480297e+01,5.026127808e+01,3.044180048e+01,5.400448276e+01,9.526333768e+01,5.298014562e+01,9.035120635e+01,4.680883921e+01,7.098521298e+01,3.682972861e+01,8.830578946e+01,7.854887701e+01,1.314267311e+01,5.280779678e+01,1.659521146e+01,2.869268386e+01,5.740215900e+00,3.788100670e+01,3.761193549e+01,4.567112488e+01,4.473922802e+01,1.424798577e-01,5.499619296e+01,6.041209227e+01,3.801692942e+01,2.444038378e+01,4.017951610e+01,1.691544372e+01,8.978961819e+01,9.921532649e+01,8.839376619e+01,7.987607425e+01,7.439555986e+01,8.643125963e+01,7.391723000e+01,2.242199176e+00,7.965129589e+01,4.128712341e+01,8.735206896e+01,8.695190414e+01,5.248858854e+00,5.681148633e+01,9.128244940e+01,3.097235248e+01,7.199872815e+01,3.507840965e+01,3.734403387e+01,2.674825392e+01,1.963828985e+01,7.132250179e+01,8.479263147e+01,1.612618574e+01,1.634448364e+01,7.590595284e-01,4.377777246e+01,4.044156956e+01,4.551584881e+01,3.958534298e+01,6.304038001e+01,9.660821376e+01
6.034883775e+01,2.511267459e+01,1.969342580e+01,7.996645391e+01,6.739097725e+01,3.724874246e+01,8.259852215e+01,8.186520299e+01,2.482115397e+01,9.017983882e+01,8.644406777e+01,9.802020275e+01,4.970825458e+01,6.284627433e+01,2.878528150e+00,9.149476148e+01,4.922260312e+01,3.763478828e+01,7.678283545e+01,4.640416397e+01,4.509058346e+01,8.509813613e+01,2.143829469e+01,2.559687733e+01,4.981929004e+00,8.957986454e+01,1.616431182e+01,8.336515096e+01,9.038738318e+01,5.682918813e+01,5.194913125e+01,9.848110085e+01,4.707797534e+01,2.840996729e+01,2.639760301e+01,3.358164597e+01,8.881820915e+01,4.667472323e+01,4.003564631e+01,4.761216378e+01,7.999397763e+01,4.283818735e+00,8.745592630e+01,1.550917660e+01,3.485223470e+01,3.601305116e+01,3.533306673e+00,4.043663578e+01,1.900498515e+00,7.129493481e+01,3.733883175e+01,7.854675960e+01,2.523154732e+01,1.342520654e+01,7.253298520e+01,2.221885258e+01,1.554425920e+01,3.039959336e+01,2.867482076e+01,1.550708584e+01,8.888288336e+01,3.190015501e+01,5.678131768e+01,2.271662075e+01,3.723723814e+01,1.576999550e+01,3.324497535e+01,6.475598539e+01,6.093052144e+01,1.957964368e+01,9.248940492e+01,9.470647097e+01,8.419331595e+01,3.965780262e+01,6.543920865e+01,1.840902092e+01,7.403842688e+01,2.100236662e+01,8.489347273e+01,4.753988226e+01,7.661946890e+01,8.915331609e+01,9.477110702e+01,9.407856427e+01,7.809046994e+01,3.056299893e+01,5.755530023e+01,9.447061399e+01,1.250362764e+01,2.284984994e+01,4.864334905e+01
9.662445989e+01,6.477923129e+01,8.220316547e+01,6.320389133e+01,6.114884719e+01,8.236916057e+01,4.420351309e+01,8.072454836e+01,7.127938941e+00,7.270741747e+01,7.560052737e+00,8.828475725e+01,7.222517313e+01,9.754539904e+01,7.884303492e+01,5.677310330e+01,1.992953038e+00,8.117831679e+01,5.043057005e+01,7.138779684e-01,6.915223412e+01,8.981046250e+01,8.929401262e+01,2.441130265e+01,6.640069527e+01,7.116370121e+01,4.687801897e+01,4.053665182e+01,5.631639105e+01,1.222043752e+01,9.166148566e+01,6.794289406e+01,4.293628691e+01,2.097217868e+01,7.487020588e+01,9.834723773e+01,3.869458981e+01,9.128650125e+01,7.374304028e+00,2.749529751e+01,5.281489092e+01,4.938575401e+00,2.609192525e+01,9.717199664e+01,5.084078874e+01,3.371048623e+01,2.242579691e+01,5.663389282e+00,9.008272459e+01,1.858855279e+01,2.741691860e+01,2.309473227e+01,2.025336297e+01,7.019080358e+01,8.661942733e+01,7.060710900e+01,6.629496566e+01,4.427252482e+01,5.388848502e+01,3.098969187e+00,2.757972374e+01,8.096707101e+01,7.802261340e+01,4.400994447e+01,9.726645010e+01,9.261371239e+01,2.592114540e+01,6.585650088e+01,8.015255053e+01,1.915509456e+01,8.633953147e+01,1.767531124e+01,1.917773665e+01,7.756558193e+00,8.577827795e+01,8.702853231e+01,7.499818281e+01,1.537973845e+01,1.435449727e+01,6.356180456e+01,6.189177937e+01,7.873114302e+01,8.857563984e+01,6.450423212e+01,8.223198927e+01,4.348109737e+01,4.251705338e+01,6.838526280e+01,7.412946676e+01,2.829052121e+01,2.200795328e+00
6.021528674e+00,6.200183658e+01,1.125137601e+01,2.207310423e+01,7.491599777e+01,2.293493639e+00,8.188526293e+01,8.500219127e+01,1.942704489e+00,7.026050779e+01,2.861396963e+01,6.066917685e+01,1.245501358e+01,1.404197825e+01,2.298009807e+01,8.574900808e+00,4.469350491e+01,4.890867697e+01,9.623176483e+01,1.280215124e+01,8.235829480e+01,2.285528416e+01,9.360314707e+01,1.630192616e+01,7.288250535e+01,5.012786734e+01,3.422250708e+01,9.096163551e+01,5.023107177e+00,4.719988256e+01,7.530305341e+01,5.059481075e+01,4.649604896e+00,1.274807857e+01,9.213881242e+00,3.837817191e+01,7.666252311e+01,1.813285336e+01,8.406520929e+01,4.426766703e+01,9.285056392e+01,5.476402207e+01,1.275859590e+01,9.067406971e+01,2.103908435e+00,6.560813858e+01,9.881107672e+01,7.514880795e+01,1.379927966e+01,4.991503522e+01,2.357308062e+01,7.807393906e+01,1.405206853e+01,3.453676566e+01,7.295761159e+01,5.554379163e+01,1.506905016e+01,8.807537231e+01,3.077125522e+01,1.623000784e+01,1.133466309e+01,2.219394563e+01,8.850436575e+01,8.302424880e+01,1.257114837e+01,5.860873587e+01,1.423393922e+01,7.325423843e+00,3.764174323e+01,6.569029335e+01,9.719926646e+01,4.598773727e+01,3.078214931e+01,7.115930886e+01,6.803039974e+01,4.552708864e+01,2.038075727e+00,4.445067442e+00,5.010719386e+01,6.767021247e+01,9.994540386e+01,2.611417043e+01,2.583620225e-01,1.491187623e+01,7.442427331e+01,1.525106732e+01,8.174864633e+01,2.621868367e+01,2.843356675e+01,3.413358796e+01,1.679773776e+01
8.251401996e+01,5.553431177e+01,4.891593090e+01,4.599575625e+01,1.384571842e+01,1.401278282e+01,1.496795295e+01,1.793734489e+01,4.038763979e+01,6.351961075e+01,2.949520716e+01,2.534779234e+01,1.945461474e+01,3.547527676e+01,5.016110119e+01,7.884101591e+01,4.060560302e+01,7.317821614e+01,2.549337760e+01,6.826477653e+01,8.394990474e+01,4.465270766e+00,2.116494869e+01,8.808251514e+01,9.495984863e+01,3.392274551e+01,7.931452772e+01,4.736081657e+01,2.452131546e+01,2.130474565e+01,2.304532119e+01,5.040304195e+01,2.725487930e+01,1.433375057e+00,7.289586491e+01,2.561165587e+01,1.550078550e+01,7.122247600e+01,8.387934306e+01,7.265499834e+01,7.193899500e+01,5.553351432e+01,8.126857907e+00,3.856287913e+01,2.645314411e+01,8.018403255e+01,9.892291976e+01,5.811557022e+00,2.308968806e+01,6.204029772e+01,5.523141438e+01,1.313108651e+01,6.463092293e+01,7.715723412e+01,7.995606233e+01,9.111943007e+01,1.431692989e+00,4.271635658e+01,1.727659178e+01,2.805736784e+01,6.030433119e+01,3.044981213e+00,1.029664646e+01,5.237753904e+01,8.776229425e+00,4.052588001e+01,6.693578790e+01,1.971734965e+01,5.434865607e+01,8.689321957e+00,7.690993458e+01,2.263559944e+01,5.145447993e+01,1.515292807e+01,4.680928646e+01,9.620862687e+01,1.238184179e+01,8.217881424e+01,6.797861634e+01,3.720191615e+01,2.160871517e+01,3.724071141e+01,2.699248006e+01,9.115231253e+01,8.186495912e+01,9.158319567e+01,1.269977903e+01,3.270423318e+01,5.651196114e+01,3.474609461e+01,1.735708816e+01
2.492382609e+01,4.073229108e+01,9.721121390e+01,9.569613144e+01,1.679460112e+01,3.873957010e+01,4.492343203e+01,6.151459277e+01,5.592241297e+01,9.645892505e+01,7.372779055e+01,4.336710790e+01,7.793430524e+01,1.743371884e+01,6.500520254e+00,1.187660551e+01,8.847188496e+01,4.936880089e+01,5.747378836e+01,8.296390553e+01,1.746833551e+01,6.080800804e+01,9.030093978e+01,3.415030571e+01,5.998237543e+01,6.689841102e+01,7.773354477e+01,8.930262643e+01,1.911618652e+01,3.332981146e+01,6.386004172e+01,5.806352783e+01,5.302082008e+01,2.366921862e+01,8.849593824e+00,2.542447113e+01,3.053777859e+01,9.156954386e+01,7.847155829e+01,1.119994747e+01,7.594223807e+01,8.213171234e+01,7.735174145e+01,6.378170711e+00,5.742756744e+01,8.244635649e+01,7.903993527e+01,7.555461488e+01,6.860583561e+00,8.609594021e+01,9.414857672e+01,6.145508786e+01,3.096346029e+01,7.801058806e+01,4.047835087e+01,1.916368188e+01,6.373057777e+01,5.269788987e+01,5.474469085e+01,4.668789603e+01,7.162711256e+01,6.457835178e+01,6.287904547e+01,3.531730294e+01,1.617011018e+01,7.035990709e+01,9.618596076e+01,7.314709934e+01,4.680241678e+01,6.074190082e+01,8.101987594e+01,3.188269010e+01,9.650709332e+01,3.528045210e+01,3.882370034e+01,4.212359111e+01,4.866399886e+01,9.369551578e+01,8.183410163e+01,8.649613369e+01,2.260611350e+01,3.746130560e+01,7.516719811e+01,5.493070235e+00,9.161453675e+01,2.280116858e+01,9.021037649e+01,9.595109522e+01,8.966275195e+00,6.442593344e+01,3.024941475e+01
9.045038318e+01,3.716577381e+01,5.210623130e+01,8.065677537e+01,3.945304047e+01,6.694563149e+01,3.424076076e+00,1.959342411e+01,3.790545840e+01,6.522696941e+01,6.173575247e+01,8.104992654e+01,6.702354253e+01,1.606766674e+01,3.991409717e+01,9.715487423e+00,5.699111289e+01,6.552348140e+01,9.991669307e+01,1.805674150e+01,6.158194206e+01,9.428593477e+00,4.499833566e+01,4.297300458e+01,2.551765980e+01,1.441785181e+01,2.347926999e+01,2.750502652e+01,5.621445806e+01,6.300798183e+01,9.668691196e+01,5.514813014e+01,9.110586841e+01,2.861835454e+01,3.709305605e+01,9.591878954e+00,3.298938083e+01,9.417524274e+01,9.470718104e+01,7.953974478e+01,4.052610241e+00,2.287375613e+01,4.780332823e+01,7.833132612e+00,8.970493237e+01,7.653155358e+01,2.850184296e+01,4.751012564e+01,9.889917204e+01,7.991370495e+01,3.157660893e+01,4.319627869e+01,1.587629563e+00,1.268754528e+01,5.769062440e+01,9.734490816e+01,1.032741042e+01,9.529293883e+01,7.110992677e+01,9.703061157e+01,4.520526735e+01,8.681636204e+01,3.880931864e+01,2.871302261e+01,9.647153674e+01,9.924288547e+01,6.013632136e+01,9.818206749e+01,6.881825282e+01,8.700750364e+01,2.912877714e+01,7.984572725e+01,9.217755676e+01,2.296878570e+01,7.301463762e+01,5.853274516e+01,8.785951300e+00,9.851445902e+01,1.604106305e+01,1.347175085e+01,9.846305713e+01,2.712212851e+01,6.637898270e+01,4.209295142e+01,2.895886937e+01,3.770017093e+01,2.522538445e+01,9.097963867e+01,9.113795927e+01,7.558899059e+01,5.031404515e+01
5.693556797e+01,3.238606431e+01,8.726017468e+01,9.668491974e+01,6.994137137e+01,8.688260487e+00,7.949056726e+01,5.988180568e+01,5.048485353e+01,1.007377125e+01,2.480907107e+01,7.519671755e+00,2.614627394e+01,8.750752724e+01,3.649779381e+01,7.399971204e+01,7.467551061e+01,5.224810195e+00,6.830921794e+01,8.381456958e+01,8.877754538e+01,4.806446972e+01,9.282865383e+01,5.581870507e+00,6.535395486e+01,2.871670050e+01,2.798677173e+01,1.133827093e+01,7.929996818e+01,4.286564756e+01,3.656553405e+01,3.866037268e+01,2.302078930e+01,8.744253765e+01,9.654354751e+01,5.876091407e+01,8.825658210e+00,1.232949071e+01,9.794686084e+01,4.103111505e+01,5.298668602e+01,4.280772518e+01,3.044860214e+01,7.268708425e+01,8.263013561e+01,7.441789824e+01,5.570817541e+01,3.706194280e+01,6.833348802e+01,5.777570677e+01,3.539521327e+00,6.528984023e+01,4.773210708e+01,4.030432615e+01,3.491175456e+01,1.955511860e+01,6.246621322e+01,5.436316239e+01,6.834701622e+01,9.620472800e+01,5.550666746e+01,2.513076210e+01,6.963955970e+00,2.282873445e+01,7.397996147e+01,1.031082512e+01,1.198020788e+01,1.187036155e+01,7.712459493e+01,7.390810815e+01,1.916560076e+01,6.192782464e+01,6.564790225e+01,1.615541596e+01,2.171307904e+01,3.523750760e+01,3.625621325e+01,4.028478589e+01,4.746314554e+01,4.064254749e+01,8.295293778e+01,5.743017463e+01,5.560154241e+01,8.931069425e+01,6.863124267e+01,7.354510274e+01,1.954182850e+01,3.751735191e+01,6.435801797e+01,4.245803391e+01,5.214643058e+01
6.836126109e+01,7.822354589e+01,1.743043354e+00,5.585499493e+01,8.022666170e+00,8.582604331e+01,8.265311051e+01,4.875339852e+01,8.258049080e+01,6.232026916e+01,7.323553003e+01,1.558307777e+01,5.374332293e+01,1.185139510e+01,1.955782735e+01,4.071873404e+01,8.361998468e+01,9.287694644e+01,6.855963727e+01,6.229619894e+01,6.145712971e+00,3.304688876e+01,5.022845850e+01,5.722341245e+01,1.816839003e+01,6.794273599e+01,3.828703303e+01,8.873387793e+01,1.076030182e+01,9.465292596e+01,8.133382915e+01,2.116787480e+01,3.728956705e+01,3.900983143e+01,9.301585121e+01,8.740319366e+01,2.328099127e+01,7.101776011e+01,6.611306763e+01,8.120384903e+01,7.068964822e+01,7.597880467e+01,8.966137994e+01,1.347465999e+01,7.066523679e+01,2.584595175e+01,9.396440983e+01,4.412521307e+01,7.605644813e+01,8.885952110e+00,1.218511556e+01,5.099365991e+01,9.680549097e+01,9.040757227e-01,4.663370102e+01,3.895218522e+01,7.921776738e+01,2.320622822e+01,7.082493635e+01,8.410067907e+01,6.068000964e+01,4.639015648e+01,3.558155744e+00,5.606380347e+01,8.972591442e+01,7.136476746e+01,1.127603781e+01,2.044234421e+01,2.892090673e-01,7.576656366e+01,1.258343135e+01,2.597706795e+01,3.677642879e+01,7.263541130e+00,6.044677832e+01,4.060195671e+01,9.063657049e+01,6.226429963e+01,6.557659796e+01,8.323606746e+01,5.308334201e+01,4.920993077e+01,9.365211520e+01,2.983326609e+01,9.418116552e+01,5.381743349e+01,1.206905464e+01,3.413213558e+01,4.808067050e+01,2.923263523e+01,2.264637105e+01
9.407010458e+01,7.627300975e+01,9.010245207e+01,6.721037734e+01,5.121127098e+01,7.733236799e+01,3.015367408e+00,9.788958012e+00,3.154393534e+01,2.898883312e+01,8.933246785e+01,7.617780282e+01,4.289113718e+01,2.749254764e+01,6.119982387e+01,5.106820148e+01,6.061999324e+01,5.621707672e+01,4.230216598e+01,6.155747642e+01,6.237678436e+01,7.684680996e+01,4.053880319e+01,1.241543567e+01,4.646589038e+01,5.396281368e+01,8.847356165e+01,3.347564772e+01,8.117389829e+01,6.401172851e+01,1.044542364e+01,2.052700215e+01,6.636561862e+01,4.300046972e+01,3.237079192e+01,8.034907529e+01,2.151855331e+01,4.762688089e-01,9.922216527e+01,9.297571180e+01,6.233852459e+01,4.872435166e+01,4.614869579e+01,4.479255172e+01,9.159144660e+01,9.459513088e+01,8.300215223e+00,1.110451015e+01,2.755378831e+01,4.770792996e+00,8.699029452e+01,5.171532525e+01,2.343704371e+01,3.800650049e+01,5.608119279e+01,4.995153325e+01,8.859168471e+01,1.009734782e+01,4.611005164e+01,3.331110495e+01,8.330904709e+01,4.807631029e+01,3.633985479e+00,8.931276401e+01,9.668483169e+01,2.302255883e+01,8.932137440e+01,2.851879548e+01,4.787159976e+00,6.995503503e+01,7.222974888e+01,1.687652928e+01,7.628715389e+01,9.107791390e+00,9.494400670e+01,8.256317170e+01,5.302994828e+01,6.732072920e+01,5.466228224e+01,5.258176543e+01,5.501931164e+01,6.375187681e+01,4.215364685e+01,4.604483093e+00,1.879674339e+01,3.791163098e+01,5.505688203e+01,5.370729361e+01,1.486944404e+01,6.978467688e+00,5.047432628e+01
4.451499386e+01,9.457242949e+01,6.906000378e+00,7.366101176e+01,2.347260157e-01,1.586167243e+01,7.367915228e+01,4.350398825e+01,4.078779275e+01,5.320699975e+01,2.645652664e+01,2.703172863e+01,6.526890184e+01,5.016768862e+01,4.964268475e+01,8.669830588e+00,9.315168171e+01,8.632567869e+01,9.692382187e+01,4.548107600e+01,9.091715460e+01,6.215501139e+01,8.157382719e+01,6.976385925e+01,1.878859909e+01,6.256535125e+01,1.513738691e+01,5.650301257e+01,9.331570655e+01,9.024408956e+01,5.303034435e+01,8.694135261e+01,3.383418773e+01,4.526621024e+01,7.510726081e+00,5.825886740e+01,7.161604335e+01,3.442648795e+01,8.185033988e+01,2.467796742e+00,9.170688261e+01,5.835145071e+01,9.804792847e+00,5.833521362e+01,1.402121768e+01,4.740603516e+01,1.055195876e+01,5.704241269e+01,1.115245985e+01,8.102362680e+01,7.922289694e+01,3.964028154e+01,7.872097988e+01,2.241236060e-02,2.535455102e+01,3.984960269e+00,9.370041120e+01,9.324996579e+01,2.940443181e+01,3.796844025e+01,2.151268031e+01,4.980697014e+01,6.801638360e+01,8.496232686e+01,3.059845160e+01,6.418731542e+01,5.440863205e+01,3.350445497e+01,2.064304897e+01,9.942486881e+01,1.621102703e+01,1.928329586e+01,8.578777894e+01,3.326383272e+00,1.594555716e+01,1.740340685e+01,3.488458407e+01,5.700982165e+01,8.278980386e+01,2.964430137e+01,7.250894451e+01,7.558583415e+01,5.369510547e+01,9.496013527e+01,2.112120800e+01,7.414669836e+01,1.095554187e+01,2.278489783e+01,9.394877896e+01,3.511778011e+01,6.749157684e+01
6.124577822e+01,5.718002994e+01,6.261211120e+01,5.161122085e+00,7.391188601e+01,6.307444504e+00,8.412308253e+01,6.817508606e+01,1.729039031e+01,8.343543252e+01,8.254547111e+01,9.441614874e+00,4.400836395e+01,7.082889447e+00,8.167656213e+01,1.123895486e+01,1.555964655e+01,9.419925130e+00,6.366822568e+01,4.142314414e+01,9.450165284e+01,3.869261034e+01,8.977071006e+01,3.093601247e+01,1.921737923e+00,4.312979216e+01,3.608344718e+01,9.680610457e+01,4.464393444e+01,2.850333338e+01,7.577627259e+01,9.686143508e+01,9.510030446e+01,2.779150524e+01,1.933973383e+01,1.228690697e+01,3.013698678e+01,3.523609704e+01,3.820668607e+01,4.275986836e+01,6.223133060e+01,3.576963226e+01,2.775284092e+01,4.999022909e+01,2.429099265e+01,5.119240126e+01,2.079055960e+01,2.171772918e+01,7.888321991e+01,2.769057935e+01,7.104817211e+01,6.818749434e+01,6.709737668e+01,8.446634619e+01,6.254740414e+01,9.053057882e+01,1.378556229e+01,7.840716946e+01,2.978227530e+01,5.251730989e+01,8.621636432e+01,2.220032362e+01,6.165822816e+01,2.548693817e+01,3.622741081e+01,1.094266805e+01,7.071827736e+01,3.009141890e+01,2.046925396e+01,3.520300570e+01,3.642993568e+01,8.132355822e+01,4.075019381e+01,6.899187266e+01,6.853444771e+01,2.860847080e+01,4.304763819e+01,8.035478463e+01,4.237268715e+01,1.815184707e+01,6.942649992e+01,1.642192688e+01,1.543445840e+01,7.496402538e+01,5.388845695e+01,3.027679960e+01,3.504878545e+01,1.509125092e+01,3.395372526e+01,6.679759130e-01,4.533307362e+01
7.506097436e+01,6.687078572e+01,2.447918383e+01,9.068265958e+00,7.309558156e+00,8.471481447e+01,7.598822446e+01,4.407126271e+01,8.199120703e+01,5.455143350e+00,3.911476993e+01,5.153710665e+01,8.559586267e+00,4.638702053e+01,3.791636658e+01,4.508440148e+01,1.132282358e+01,8.539667145e+01,3.654321548e+01,1.998504237e+01,6.931718768e+01,6.149897276e+01,4.090216899e+01,4.032949615e+01,5.787309464e+01,2.827604895e+01,7.686115493e+01,3.958858816e+01,7.885031432e+01,8.908665805e+01,1.998578095e+01,4.259234573e+01,5.481372831e+01,8.654675247e+01,7.566206056e+01,4.113534225e+01,9.058558372e+01,3.755952022e+01,9.358033172e+00,7.961501528e+01,1.761805276e+01,2.270875860e+01,1.658480920e+01,4.740971786e+01,9.457551724e+01,3.085622491e+01,7.026643279e+01,4.464957290e+01,8.111740836e+01,2.832508453e+01,8.901099443e+01,3.077205186e+01,7.597889851e+01,8.572861505e+01,3.775994332e+01,5.838234167e+01,8.623091197e+01,8.665124118e+01,9.670040602e+01,1.982761518e+01,6.049621698e+01,7.411671359e+01,9.456899672e+01,5.564317309e+01,3.817121334e+01,9.770573985e+01,3.193349500e+01,3.801840143e+01,2.194846696e+01,2.419675148e+01,5.744464323e+01,4.126672583e+01,4.130976907e+01,7.674577555e+01,4.746204727e+01,7.081143979e+01,9.830314948e+01,5.961738687e+01,3.975045436e+01,3.171167932e+01,3.252070136e+01,7.386783744e+01,3.202330502e+00,7.424797723e+01,9.081197148e+01,4.393592877e+01,7.074196081e+01,1.263442900e+01,2.916652258e+01,8.198946164e+01,7.869804126e+01
3.074387217e+00,8.802278853e+01,1.572589823e+01,4.906913924e+01,1.334300481e+00,4.728733314e+01,4.353347517e+01,5.719078992e+01,9.629730131e+01,1.760893319e+01,5.269619755e+00,1.402904699e+01,8.173020329e+01,8.898386239e+01,1.120872614e+01,2.911496703e+01,8.943202034e+01,4.906053553e+01,3.413531713e+01,2.845912289e+01,9.997636254e+00,4.298420871e+01,3.633642274e+01,8.071675657e+01,1.733506103e+01,5.511648953e+01,8.753361141e+01,9.315733154e+01,6.906480761e+01,1.469889329e+01,1.191278854e+01,3.725876663e+01,1.718449648e+01,3.398140922e+01,3.923030306e+01,4.901722405e+01,9.359749478e+01,6.441261150e+01,2.628077141e+01,3.223910146e+01,7.630093962e+01,9.564468692e+00,9.477081415e+01,4.565528854e+01,7.639759473e+01,2.452211557e+00,8.596083394e+01,4.479874501e+01,8.972918256e+01,8.736394844e+01,5.084176104e+01,4.681324393e+01,6.424615939e+01,2.717197108e+01,9.076538084e+00,6.441699916e+01,6.232614653e+01,9.256055658e+00,5.865950694e+01,1.029646395e+01,4.808811405e+01,3.539348463e+00,7.630545922e+01,4.629302632e+01,4.451062283e+01,9.009841337e+01,9.584792328e+01,4.888353112e+01,6.500763227e+01,1.294983205e+01,3.905837045e+01,7.175410069e+01,9.390375497e+01,1.194931303e+00,6.646060014e+01,7.898917710e+01,8.263987490e+01,6.624485582e+01,1.014894156e+01,8.022511008e+00,2.220382491e+01,3.886379761e+01,4.229681534e+01,7.370773766e+01,3.699665255e+01,8.947181755e+01,5.291563934e+01,2.090360782e+01,7.089426675e+01,3.232343640e+01,5.055676010e+01
2.273415058e+01,8.782082107e+01,8.888394481e+01,8.576586513e+00,3.925143531e+01,2.903636211e+01,1.143221303e+00,3.611748649e+01,1.148336306e+01,2.412063094e+01,2.357667055e+01,9.927354231e+01,5.415713412e+01,4.507769344e+01,3.565429572e+01,5.892348941e+01,6.281586398e+01,7.885451908e+01,5.357077194e+01,5.155875889e+01,3.360485597e+01,5.586229776e+01,4.905230858e+01,3.676397351e+00,3.308114023e+01,4.824222734e+01,1.005905981e+01,5.529723510e+01,5.542746296e+01,9.084546498e+01,7.732553942e+01,4.774504758e+01,4.513060121e+01,9.189385618e+01,5.940461752e+01,1.460759159e+01,3.849067892e+01,6.499150484e+01,4.694525651e+01,5.378653482e+01,7.940486625e+01,8.015170412e+01,6.467991088e+00,1.629883748e+01,7.957925899e+00,4.903482732e+01,7.878032999e+00,9.085204832e+01,8.880902787e+01,9.170675493e+01,6.593470988e+01,9.316102529e+00,4.293997218e+01,8.001041278e+01,3.308824881e+01,6.730593605e+01,2.219513987e+01,2.409405318e+01,5.732538797e+01,8.857109144e+01,4.282874620e+01,2.608642898e+00,3.602629212e+01,4.862544419e+01,4.554916937e+00,5.998527042e+01,8.751867158e+01,6.651973516e+01,8.714994667e+01,9.047183917e+01,2.071860884e+01,4.489358573e-02,3.205731325e+01,9.188342167e+01,6.735160099e+01,9.757938688e+01,3.437968085e+01,1.148050470e+01,8.710385273e+01,3.275969733e+01,9.544289582e+01,9.785392398e+00,6.836277250e+01,4.977892310e+01,4.013396849e+01,7.180616061e+01,1.514700722e+01,2.329113203e+01,1.796417382e+01,1.907828893e+01,9.050910317e+01
