v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90
6.488521957e+01,1.812732346e-01,5.333102983e+01,7.301668187e+01,6.029435980e+01,5.377186245e+01,4.100990659e+01,3.486072119e+01,1.187561803e+01,9.235960346e+01,4.676343927e+01,6.243928888e+01,1.971090630e+01,7.529947110e+01,5.399254349e+01,2.366719008e+01,9.836398242e+01,4.000003056e+01,9.796967699e+01,2.842764657e+01,8.946502794e+01,5.691197883e+01,7.972736054e+01,9.864802647e+01,5.619567773e+01,6.567245251e+00,2.640640258e+01,7.682802865e+01,1.381002424e+01,7.667299838e+01,3.258417025e+01,4.889518566e+01,5.325500748e+01,3.192388643e-01,6.155172480e+01,8.528880702e+00,1.066740751e+01,7.033533876e+01,6.769229314e+01,5.990427935e+01,7.624787142e+01,5.501205661e+01,2.401197335e+01,7.021385990e+00,5.444105717e+00,5.200674970e+01,4.156710127e+01,4.434813979e+01,3.257426394e+01,7.760226783e+01,8.948837354e+01,7.503530799e+01,8.448086004e+01,8.989217923e+00,1.227163933e+00,3.394326091e+00,3.433105809e+01,1.622834976e+01,3.034831475e+01,8.466788974e+01,9.651036120e+01,3.429674513e+01,1.194339589e+01,9.558586037e+01,5.192074379e+01,3.662269524e+01,5.872870999e+01,6.332813721e+01,2.882536385e+01,3.136205796e+01,2.649244781e+01,4.767953721e+01,7.256386249e+01,7.886361802e+01,1.874533337e+01,9.628230388e+01,2.964829331e+01,1.681576780e+01,9.316637272e+01,9.949322688e+01,3.070005399e-01,2.744399824e+01,2.730877706e+01,9.081737616e+01,2.772754569e+01,5.214427405e+01,2.672710953e+01,1.739862734e+00,5.672849563e+01,7.793852210e+01
4.677486631e+01,2.070028120e+01,7.820280704e+01,5.850555135e+01,3.540966441e+01,2.345896816e+01,8.479875592e+01,5.684348215e+00,8.257030969e+01,3.034959683e+01,4.609979703e+01,6.043386475e+00,3.595933272e+01,1.698259983e+01,4.128749239e+01,7.009969630e+01,8.311587987e+01,9.697334572e+01,4.823254913e+01,1.961215663e-01,9.625307619e+01,6.420633796e+01,5.912998945e+01,4.872033769e+01,2.694572885e+01,2.113392995e+01,7.869207795e+01,7.796017055e+01,3.393570087e+01,9.747908663e+01,3.624110559e+01,8.411172899e+01,1.606312226e+01,7.674475809e+01,7.192778647e+01,3.929602799e+01,7.997378359e+01,9.462286952e+00,7.886067747e+01,1.839712120e+01,7.816736415e+01,5.076519628e+01,3.594762129e+01,5.117553611e+01,5.772935555e+01,9.689588839e+01,9.915734912e+01,7.966905049e+00,3.978725773e+01,1.433198192e+01,3.264886684e+01,8.186515480e+01,5.596249981e+01,4.931101175e+01,4.349445902e+01,9.800269742e+01,9.123331552e+01,8.533530506e+00,6.155755452e+00,9.755756034e+01,5.902596093e+01,5.312527380e+01,2.515089424e+01,4.144918046e+01,6.042824793e+00,6.811336390e+01,4.584934590e+00,1.463341807e+01,1.862662480e+01,4.879302942e+01,7.621990656e+01,3.549932967e+01,3.091009050e+00,2.536861845e+01,7.289079969e+01,7.946368692e+01,7.903834326e+01,3.382303649e+01,5.855481354e+01,2.349905190e+01,5.057487505e+01,5.328785427e+01,1.961241891e+01,9.244289155e+01,1.897852840e+01,5.458504517e+01,1.148349675e+01,8.313329307e+01,9.022178412e+01,1.834174470e+01
9.196327735e+01,2.711472011e+00,3.788554751e+01,8.124197044e+01,2.252695364e+00,2.277114737e+01,6.554910450e+00,1.573991447e+01,9.606192720e+01,5.750676528e+01,5.766110892e+01,8.421293010e+01,1.323088014e+01,5.562766263e+01,1.343801186e+01,1.025968152e+00,1.575130124e+01,8.488347200e+01,4.338979135e+01,6.114800454e+01,5.493856689e+01,7.454143892e+00,5.456914408e+01,2.045449020e+01,9.042410100e+01,9.676047181e+01,4.320408243e+01,1.635898420e+01,8.774740581e+01,1.733357792e+01,9.976278589e+01,1.329876261e+01,3.476246001e+01,1.292374249e+01,1.480960995e+01,9.316956877e+01,1.903689950e+01,1.099034131e+01,4.331227423e+01,3.040490413e+01,1.655763055e+01,5.836632425e+01,2.207066069e+01,7.051272385e+01,9.095306862e+01,1.919548739e+01,2.823025716e+01,5.747975020e+01,9.762628926e+01,5.001779663e+01,9.448667665e+01,7.456221744e+01,9.466243452e+01,5.455985878e+01,4.156353120e+01,2.754168232e+01,7.957312742e+01,3.496587091e+01,8.206974484e-02,9.342982580e+01,6.741924814e+01,7.676054216e+01,5.817096700e+01,9.569823159e+01,3.597542194e+01,7.241256790e+01,5.139648494e+01,3.418564905e+00,5.405708043e+01,6.063121174e+01,6.841584777e+01,6.373589412e+01,5.181379451e+01,3.938901883e+01,4.706961537e+01,5.700287350e+01,8.081046502e+01,9.214865681e+01,5.632098498e+01,7.803677482e+01,9.152771469e+01,7.928374426e+01,3.065122951e+01,8.586436002e+01,5.614429168e+01,3.627702826e+01,7.550146756e+01,8.850587374e+01,3.327014353e+01,6.577090079e+01
5.329071930e+01,2.680404036e+01,7.133616518e+01,4.105197833e+01,9.595588636e+01,3.383303801e+00,7.032920277e+01,1.874349055e+01,5.108712406e+01,6.859383464e+01,7.334070726e+01,2.707729150e+01,2.306449027e+01,4.649917193e-01,6.739335794e+01,9.093993759e+01,6.994619684e+01,1.872955802e+01,7.138379251e+01,5.245416149e+01,7.956660369e+00,8.238378194e+01,7.625125262e+01,8.206121389e+01,3.907582697e+01,1.418972136e+01,7.873230003e+01,4.070643853e+01,3.175381117e+01,3.428950562e+01,4.776713914e+01,9.741508199e+01,8.447852051e+01,7.158382820e+01,2.354004302e+01,5.751094773e+01,3.425242145e+01,9.768525372e+01,6.913753271e+01,4.398377657e+01,8.037008900e+01,3.750157262e+01,3.806149960e+01,5.161376163e+01,3.983632898e+01,8.745160178e+01,6.734491749e+01,1.684207775e+00,9.165359760e+01,9.710861863e+01,3.875326436e+01,1.328035980e+01,9.723770686e+01,1.502995274e+01,6.167071090e+01,4.507429512e+01,4.755220087e+01,4.432942129e+01,8.970871472e+01,6.500682260e+01,5.124963333e+00,4.458737876e+01,7.639930487e+01,4.217353756e+01,9.966245629e+01,8.922305770e+01,7.525365233e+01,4.542478627e+01,5.428010311e+00,5.835661459e+01,5.365842119e+01,2.891831018e+01,2.097685954e+00,9.372191698e+01,2.764076604e+01,5.289308212e+01,9.345950846e+01,9.635064191e+01,6.435694169e+01,9.081172887e+01,5.535473988e+01,8.324616643e+01,2.200640770e+01,2.416859581e+00,8.883999096e+00,3.254376079e+01,4.661425624e+01,4.547138569e+01,8.797341979e+01,2.347984974e+01
9.504400925e+01,6.852093027e+01,5.927798080e+01,3.030822191e+01,8.034715121e+01,5.626661522e+00,8.541095533e+01,2.320258389e+01,2.930340277e+01,4.960643807e+01,2.489914253e+01,7.215654661e+01,4.066257834e+01,1.248170031e+01,7.441784849e+01,1.511667098e+01,4.317376602e+01,9.051992997e+01,9.191476621e+01,2.978074867e+01,6.195440048e+01,9.746888854e+00,1.919606254e+01,3.525815529e+01,2.309193297e+00,2.438652002e+00,7.066692553e+01,7.536643229e+01,1.172953209e+01,3.330256238e+01,8.707286689e+00,3.159843055e+00,8.718256700e+01,6.178913331e+01,7.506376377e+01,6.976534599e+01,4.171538551e+01,5.431191917e+01,2.629580144e+01,5.852689012e+01,5.811455971e+01,2.029031938e+01,3.218711057e+01,4.120538172e+01,2.808999758e+01,5.386068044e+01,9.951497472e+01,9.453088668e+01,5.225697668e+01,4.617343312e+01,9.424651448e+01,2.783671808e+01,8.614546326e+01,5.983956089e+01,1.053290058e+01,8.144667996e+01,4.937266930e+01,7.009681682e+01,6.098594836e+01,7.477798821e+01,5.715593791e+01,8.027309205e+00,4.596361824e+01,2.704153330e+00,7.820644945e+01,6.532377512e+01,3.070810878e+01,9.065802955e+00,4.227102632e+00,2.974644219e+01,5.863023336e+01,7.396656559e+01,7.052958502e+01,1.225053821e+01,5.610510792e+01,3.293431915e+01,5.924453893e+01,5.491773796e+01,7.559147382e+01,9.443787716e+01,7.934468388e+01,9.761044051e+01,2.172613161e-01,9.153803653e+01,8.420307718e+01,5.274933269e+01,8.099123104e-01,5.196159454e+01,8.155750279e+00,9.649950363e+01
8.436508757e+01,1.460966966e+00,7.554895116e+01,2.541193294e+01,5.438804386e+01,9.313658618e+01,4.235906060e+01,4.418437020e+01,5.305231484e+01,9.140346661e+01,6.196395450e+01,3.689145751e+01,4.988530768e+01,7.170086333e+01,2.595130293e+01,4.305711332e+01,8.143623205e+01,6.593215583e+01,2.327717404e+01,8.871034323e+00,5.655852530e+01,2.023162827e+01,8.146136752e+01,7.347707979e+01,4.932151214e+00,5.939589646e+01,5.463932670e+01,4.878960958e+01,5.068314473e+01,9.584860359e+01,4.944818251e+01,4.686439586e+01,7.828084484e+00,9.804615743e+01,7.806995395e+01,7.272912669e+01,4.081439165e+01,4.126428711e+01,2.579726252e+01,7.043309650e+01,4.504108244e+01,6.457940438e+01,3.467034745e+01,5.887516400e+01,9.698916330e+01,4.961748229e+01,3.472076101e+01,8.487499905e+00,4.104436275e+01,5.086132392e+01,8.161735768e-01,9.385428503e+01,4.786105224e+01,4.536864914e+01,8.746917277e+01,9.681083530e+01,8.877492750e+01,7.751459101e+01,2.269787301e+01,1.227171355e+01,1.819970466e+01,7.077335223e+01,8.000551459e+01,1.470388321e+01,9.566859215e+01,5.651263621e+01,1.690825114e+01,9.661417256e+01,8.903929563e+01,1.830283161e+00,5.822280204e+01,8.679914626e+01,2.523606959e+01,6.340534028e+01,3.385619987e+01,6.987983398e+01,5.521316659e+01,5.719395209e+01,5.928850518e+01,1.110228210e+01,5.777891317e+01,8.888520436e+01,5.281121251e+01,7.575988299e+01,4.526203887e+01,7.633422464e+01,8.106117675e+01,1.733215672e+01,6.031661517e+01,6.437991644e+01
7.724960037e+01,7.947572425e+01,2.326882783e+01,5.458858542e+01,8.653423323e+01,2.475392796e+01,4.283969951e+01,3.123841006e+00,1.512773840e+01,6.551195096e-01,9.944956754e+01,9.425968056e+01,8.889836936e+01,5.555593693e+01,6.304032104e+01,1.908863654e+01,4.707008581e+01,8.053981948e+01,1.706009609e+01,1.447291732e+01,2.137195417e+01,5.502846285e+01,1.592914999e+01,2.327491157e+01,4.394781898e+01,4.310381184e+01,3.032896182e+01,4.723818328e+00,4.986382428e+01,9.313620228e+01,2.120335681e+01,1.027057309e+01,8.843204851e+01,3.262432000e+01,3.412204078e+01,7.903709498e-02,7.711536093e+01,8.959160519e+01,4.779119420e+01,1.464045184e+01,1.273098845e+01,8.143047477e+01,4.450255664e+01,4.369725695e+01,1.844407889e+01,4.387337542e+01,8.846786509e+01,8.228626869e+01,1.464265364e+01,5.827156920e+00,7.624469097e+01,1.042508100e+00,6.877987502e+01,5.726081793e+01,7.367640919e+01,3.924170096e+01,9.972285877e+01,6.620850216e+01,6.029200969e+01,5.360060958e+01,1.056354664e+01,7.255029169e+01,6.298115488e+01,9.806426881e+01,7.887074539e+01,2.120376331e+01,6.994404420e+01,1.289254747e+01,4.472058766e+00,4.907762629e+01,8.801423869e+01,7.654405302e+00,8.071937936e+01,3.870170012e+01,3.643207667e+01,9.082643434e+01,5.227954112e+01,4.357604946e+01,5.336082406e+01,2.234125676e+01,1.645070146e+01,6.976320026e+01,5.974526455e+01,3.868962574e+01,1.163971346e+01,7.866298379e+01,2.765672382e+01,1.403729227e+01,4.599375115e+01,1.315577514e+00
5.605375020e+01,1.558997670e+01,2.553497888e+00,8.717100629e+00,8.618755486e+01,2.015448162e+01,3.838329436e+01,3.102617899e+01,3.388755731e+01,1.536182651e+01,4.771072444e+01,4.871271738e+01,4.490139316e+01,9.089423888e+01,4.673478856e+01,2.060160704e+01,8.323191846e+01,5.378153164e+01,7.494289584e+01,3.343002554e+01,8.032507524e-01,2.358789902e+00,2.443896339e+01,9.791786117e+01,3.126809512e+01,6.038805709e+01,4.517383821e+01,5.160182824e+01,9.759500404e+01,4.616379525e+01,9.135398430e+00,9.837982019e+01,3.240013491e+01,4.889145303e+01,8.722080598e+01,4.481199992e+01,6.191779478e+01,4.057121807e+01,6.932484458e+01,2.308427287e+01,3.141754797e+01,5.310221209e+01,1.619998313e+01,1.780936072e+01,7.031725593e+01,7.460452628e+01,3.129742210e+01,1.769742123e+01,4.018648417e+01,2.680796037e+01,2.352759328e+01,3.519468415e+01,5.119338646e+01,9.888237434e+01,7.425438293e+01,4.270771047e+01,3.732979556e+01,8.215025432e+01,5.950264434e+01,9.154537359e+01,6.444424107e+01,6.918031200e+01,2.013231908e+01,5.406361109e+01,8.233115196e+01,9.283829492e+01,5.301121689e+01,1.264322939e+01,8.663806969e+01,6.355371835e+01,8.058549456e+00,8.833759905e+01,8.727859082e+01,7.307594688e+01,3.793977973e+01,9.364568291e-02,4.832453799e+01,2.478894225e+01,9.576430762e+01,4.101627932e+01,9.119175453e+01,6.755867265e+01,8.616117551e+01,5.868323714e+01,6.900590595e+01,7.576549035e+01,7.239465559e+01,8.896974317e+01,7.895327671e+01,3.714729860e+01
5.777756451e+01,8.109023219e+01,4.209932639e+01,1.420123853e-01,9.895005085e+01,5.978287733e+01,7.141942714e+01,5.569625516e+01,8.505329774e+01,8.755379099e+01,8.451408856e+01,5.676026140e+01,5.318869996e+01,5.449523804e+00,3.055163422e+01,1.131019540e+00,9.796020348e+01,2.439238442e+01,8.185878876e+01,9.566161288e+01,6.043397811e+01,2.872885046e+01,8.641208762e+01,5.750965827e+01,8.539450160e+00,9.369601486e+00,6.145472868e+00,5.481932388e+00,4.246040150e+01,7.273885956e+01,8.064104454e+01,3.978227275e+01,5.029406671e+01,7.529792091e+01,6.690032315e+01,4.815420020e+00,8.646120501e+01,9.727890769e+01,7.506012304e+00,1.001046916e+01,4.045864191e+01,1.446247159e+01,3.874206060e+00,6.313833360e+01,7.046746451e+01,2.824686010e+01,8.491135630e+01,3.158113842e+01,5.659559287e+01,6.507918434e+01,3.674046122e+01,6.428051738e+01,8.281849687e+01,3.156252904e+01,2.777505287e+01,2.944810797e+00,1.431404406e+01,3.332981130e+01,3.162132995e+01,3.803450084e+01,3.688684560e+01,8.661089834e+01,6.711038401e+01,3.569076634e+01,1.829175375e+01,3.063005265e+00,4.128273487e+01,9.636993313e+01,2.338697779e+01,9.663363364e+01,7.103919791e+01,4.421454278e+01,5.424644008e+01,8.240881971e+01,7.835393961e+01,5.604596603e+01,7.751955390e+01,6.046051060e+01,6.601444796e+00,7.499614049e+01,2.559183140e+01,2.185338471e+01,2.092477055e+00,6.051653968e+01,7.107853330e+01,6.380931771e+01,3.186003130e+01,7.404330148e+01,4.307452517e+01,9.834035536e+01
8.275224913e+01,9.619985836e+01,8.191202495e+01,8.204715947e+01,6.600557138e+01,1.151490179e+01,4.208917286e-01,5.879694004e+01,6.577355618e+01,2.703515302e+01,4.795720179e+00,4.201069617e+01,5.151142617e+01,5.293596816e+00,6.878975651e+01,4.567365454e+00,1.620506967e+01,4.588900856e+01,2.165946556e+01,6.076574400e+01,6.885335667e+00,7.628502480e+01,1.000682791e+01,9.205700934e+01,3.331580955e+01,2.709277822e+01,6.616115780e+01,1.292812921e+01,8.441950521e+01,5.254481506e+01,6.937293366e+01,3.733135816e+01,9.618587580e+01,8.426261098e+01,6.430009149e+01,7.696791025e+01,8.704642399e+01,8.327151232e+01,1.812940583e+01,7.393694935e+01,6.196489260e+01,7.517541824e+00,6.181663543e+01,4.580832826e+01,5.759287114e+01,2.406171953e+01,3.414941114e+01,9.331478213e+01,3.277813201e+01,2.433652154e+01,4.905027994e+01,8.856519187e+01,9.290233901e+01,7.662702399e+01,6.640299110e+00,9.053411162e+01,8.401432132e+01,9.653674385e+01,4.898247832e+01,9.376236642e+00,3.835426438e+01,6.106353976e+01,7.356664764e+01,4.175459434e+01,6.204594697e+01,6.587581063e+01,2.153741215e+01,7.653607674e+01,4.011029641e+01,6.988104040e+01,7.835498318e+01,1.136660543e+01,9.942908740e+01,4.055033986e+01,2.126871699e+01,8.460168438e+00,3.339050632e+01,4.062383056e+01,8.744623018e+01,6.453455020e+01,3.901012820e+01,1.491725064e+01,4.535602047e+01,9.326311741e+01,7.453829381e+01,5.868135626e+01,1.232612784e+01,2.609769892e+01,8.447378015e+00,3.861416128e+01
3.439327146e+01,9.199139774e+01,4.775213105e+01,7.569332250e+01,3.280013955e+01,5.837380711e+01,1.532894781e+01,1.011030229e+01,8.730120136e+01,7.082310554e+01,6.215278150e+00,3.309143443e+01,6.774575540e+01,7.620875259e+00,2.708358525e+01,9.032774264e+01,1.891422891e+01,5.538989208e+01,9.951472118e+01,9.975622787e+01,3.881190287e+01,5.988805874e+01,5.487759795e+01,3.580908948e+01,2.301265576e+01,7.294526539e+01,6.609534379e+01,4.004159498e+01,2.409239088e+01,3.791693464e+01,1.427140281e+01,7.571619887e+01,2.261635556e+01,9.271780966e+01,9.465026234e+01,4.581620713e+00,6.239626009e+01,3.984267130e+01,8.148751135e+01,3.465960531e+01,4.191156005e+01,6.850527068e+01,7.498251621e+01,7.939091646e+01,2.714531213e-01,3.740263617e+01,5.820502831e+01,9.660011811e+01,5.048308523e+01,5.873152111e+01,9.093219025e+01,2.499039792e+01,8.855149922e+01,5.742091058e+01,2.745369290e+01,5.925578878e+01,8.861186995e+01,2.820625588e+01,5.576651568e+01,5.726420721e+00,8.823907691e+01,2.844502983e+01,4.205286362e+01,8.578507076e+01,8.961243602e+01,5.046689188e+01,7.068203021e+01,8.007389146e+01,9.224259755e+01,8.063452827e+01,8.005478157e+01,6.301150294e+01,4.281585249e+01,8.916934229e+01,4.135814048e+01,9.727152711e+01,9.094556813e+01,2.257780443e+01,2.908837173e+01,1.470900933e+01,3.146901605e+01,7.837776724e+01,7.481498960e+00,9.558293223e+01,1.884580184e+01,5.122236617e+01,7.847727992e+01,6.723350008e+01,4.313510935e+01,7.182112136e+01
1.683411279e+01,5.706840424e+01,5.471908282e+01,9.848253521e+01,1.505918044e+01,8.535539669e+01,1.375986509e+01,9.976479981e+01,7.901181610e+01,8.279752209e+01,4.640387553e+01,1.355359675e+01,4.379511642e+01,9.029083849e+01,4.774865698e+01,5.459475258e+01,4.401279574e+01,1.396812978e+01,3.084914955e+01,6.478274748e+01,6.064041725e+01,1.119044300e+01,9.059343098e+01,3.238615257e+01,7.583189896e+01,7.387905480e+01,3.231576183e+01,6.009143276e+01,3.387472613e+01,2.506823691e+01,8.583545998e+01,6.545130719e+01,1.619113541e+01,7.885418982e+01,8.702300066e+01,5.133003345e+01,6.772147271e+01,9.330655373e+01,3.321919903e+01,1.975481261e+01,4.696668031e+01,3.951597763e+01,9.120913276e+01,8.895685788e+01,3.624566604e+01,6.878710891e+01,4.555940885e+01,4.846479023e+00,7.350515725e+01,3.526838093e+01,7.391925036e+01,3.178038996e+01,5.577458729e+01,3.533287782e+01,1.870021724e+01,6.047506570e+01,6.538497959e+00,4.894175725e+01,9.316875227e+01,4.900570058e+01,9.074003463e+01,2.723737107e+01,7.234172496e+01,6.073805888e+01,2.735369969e+01,2.260515246e+01,9.833719160e+01,7.743658910e+01,6.352805276e+01,6.009535217e+00,2.156946901e+01,7.269969932e+01,6.429508682e+01,5.361745309e+01,4.266147439e+01,2.289388752e+01,9.309396547e+01,9.277458491e+01,5.753887167e+01,3.335127842e+01,2.985833185e+01,3.169473276e+01,9.223517639e+01,7.873498085e+01,2.712096072e+01,9.604571442e+01,5.871042414e+01,9.249872908e+01,8.087712889e+01,9.785846667e+01
4.700660560e+01,4.618821721e+01,6.552966616e+01,5.039624067e+01,5.679670314e+01,6.789261725e+00,4.425254616e+01,8.188038920e+01,5.504977708e+01,6.544450294e+01,2.676974670e+00,6.298382395e+00,4.841302619e+01,9.279312202e+01,6.392946131e+01,6.904437983e+01,9.024855661e-01,5.125487322e+01,9.050544004e+00,4.911106607e+01,5.010792341e+01,1.987452555e+01,4.590288081e+01,7.195596427e+01,3.830103141e+00,2.214400810e+01,3.362911036e+01,3.387601373e+01,1.732145145e+01,1.321357103e+01,3.955134325e+01,5.439358035e+01,4.025126662e+01,2.377093924e+01,2.013868304e+01,2.982553132e+01,4.443675863e+01,7.945736466e+01,7.200814561e+01,5.968077586e+00,6.872133129e+01,4.076451705e+01,1.950009383e+01,4.257695869e+01,5.851339836e+01,7.706581749e+00,6.753572850e+01,6.170005799e+01,7.983718057e+01,8.177631795e+01,1.805714864e+01,4.837136078e+01,8.739804825e+01,1.812137843e+01,9.388015374e+01,1.154175149e+01,5.811398431e+01,9.268623794e+01,9.101990713e+00,6.013969584e+01,7.354534152e+01,9.097461802e+01,5.450976697e+01,6.997741320e+01,5.837358832e+01,2.210569190e+01,8.490355550e+00,4.980039273e+01,7.269570772e+00,1.119118526e+01,6.010917626e+01,7.568055561e+01,8.229574224e+01,9.489288025e+01,6.509894859e+01,6.139389243e+01,4.388584659e+01,5.528708243e+01,9.764778666e+01,3.188541709e+01,7.691418234e+01,6.839010465e+01,9.001781986e+01,9.052495667e+01,6.976697985e+01,4.264711940e+01,3.370658559e+01,4.384620269e+01,8.304700270e+00,4.785100402e+01
6.659365781e+01,8.269825393e+01,1.685274462e+01,3.618548346e+01,6.287252338e+01,3.182383382e+01,2.157829919e+01,5.859985603e+01,7.644250296e+01,1.144437059e+01,4.896829454e+01,9.396235709e+01,8.127818113e+01,3.350421685e+01,2.425614518e+00,1.590125527e+01,1.660759292e+01,8.682727376e+01,4.655115878e+01,3.450234924e+01,9.816300236e+01,5.046320799e+01,9.696433324e+01,1.447868707e+01,8.221601520e+01,2.669155586e+01,1.570672238e+00,7.312588633e+01,8.245969802e+01,6.832271143e+01,8.541737250e+01,1.239616851e+01,5.242673010e+01,7.743297694e+01,2.884624103e+01,4.295949818e+01,9.732748925e+01,1.651213716e+01,3.067774804e+01,8.935396858e+01,9.787819778e+01,9.030222741e+01,6.558628726e+01,3.078402253e+01,6.023829299e+01,3.297577538e+01,6.788867847e+01,3.750670784e+01,2.008728344e+01,8.047804024e+01,3.892907450e+01,9.749833457e+01,6.160489597e+01,6.901044352e+01,6.082188142e+01,9.169817093e+01,3.361881231e+01,7.074208512e+01,4.189102920e+00,2.906147911e+01,5.861015387e+01,9.848380395e+01,6.367866871e+01,3.802661077e+01,8.106933332e+01,8.564501956e+01,8.138178250e+01,5.546322256e+01,3.627537913e+01,9.342825831e+01,9.882003905e+01,8.956086797e+01,4.153673976e+01,9.469579689e+01,8.481165684e+01,9.544690162e+01,3.019839546e+00,6.031739271e+01,7.536488115e+01,7.859583390e+01,2.763032292e+01,1.321968308e+01,2.032406244e+01,8.002509373e+01,5.403866722e+01,1.322055175e+01,2.164250714e+00,7.410339844e+01,9.950565995e+01,1.635380014e+01
5.265553274e+01,7.953829669e+01,8.178560460e+01,3.799608983e+01,3.855381400e+01,9.835852987e+01,1.590294983e+01,5.793024159e+01,9.476067666e+01,3.890723409e+01,1.656628375e+01,2.382342663e+00,9.716100175e+01,5.735452123e+01,2.409601765e+01,7.051265286e+00,7.611784502e+01,7.615619893e+00,5.100511854e+01,8.671753094e+01,3.815387612e+00,9.464423656e+01,3.944446971e+01,2.773682074e+01,3.511406954e+01,5.294771810e+00,3.467933452e+01,5.902475299e+01,7.005201990e+00,9.019427514e+01,4.407212727e+01,7.009460441e+01,4.667002244e+01,3.817471968e+00,6.458736021e+01,6.465188411e+01,9.651164869e+01,1.252711391e+01,6.319631011e+01,9.446481605e+01,3.892807739e+01,9.854323357e+01,6.398588332e+01,3.649872791e+01,3.273358472e+01,9.653703193e+01,9.633882508e+01,6.497916580e+01,2.675075297e+00,3.306213986e+01,2.558116116e+01,9.752144038e+01,5.109252784e+01,6.078200406e+00,2.324658121e+01,4.009717577e+01,6.528268743e+01,9.172036927e+01,3.082946312e+01,5.050233948e+01,4.468090015e+01,7.293085325e+01,6.799441244e+01,1.567397792e+01,4.146100298e+01,1.772774640e+01,8.620313565e+01,3.268195980e+01,9.374424985e+01,6.740890420e+01,6.595300228e+01,3.946432683e+01,2.389249010e+01,2.292561907e+01,7.573730173e+01,2.882022583e+01,4.595833958e+01,3.762921930e+01,8.820124982e+01,6.851457705e+00,9.088175542e+00,6.224799422e+01,8.815815514e+01,1.116346350e+01,1.536280994e+01,1.080258648e+01,2.866459263e+00,7.535554391e+01,8.048569565e+01,6.721169862e+01
6.278656574e+01,6.612767370e+01,7.268070783e+01,1.579281839e+01,2.424119747e+01,7.768999729e+01,4.153209182e+01,9.995862242e+01,5.141752000e+01,8.956676319e+00,8.671175096e+01,6.117062908e+01,7.029071556e+01,5.039709711e+01,3.479247038e+01,8.320258975e+01,7.768398667e+01,7.339515195e+01,1.757591189e+01,4.510479192e+01,1.925376946e+01,5.622320504e+01,7.321652213e+01,7.650269604e+01,2.182268251e+01,6.258632586e+01,1.156551502e+01,2.994121370e+01,5.381174950e+01,2.048521563e+01,5.210513029e+01,9.613019294e+01,3.791129811e+01,4.680457216e+01,6.102319349e+01,6.682223419e+01,5.791908691e+01,7.309272392e+01,2.404888778e+00,4.918286800e+01,1.041827282e+01,9.598927482e+01,6.702415569e+00,1.815078661e+01,7.198590949e+01,6.483597979e+01,4.697094671e+01,5.399478992e+01,7.611380873e+01,3.590106860e+01,1.223247251e+01,6.879375172e+01,1.906357445e+01,6.093007703e+01,4.370222385e+01,9.564690785e+01,3.529604932e+01,3.790155063e+01,8.984067733e+01,4.159643333e+01,6.694375347e+01,4.706109394e+01,3.605184819e+01,9.254028121e+01,4.296854473e+01,2.481851570e+01,8.198918071e+01,2.101295689e+01,5.125108011e+01,8.960631687e+01,3.904782528e+01,2.133996500e+01,9.623160856e+01,3.901405566e+01,1.052910740e+01,8.370639811e+01,6.196163499e+00,5.989450678e+01,1.689998751e+01,9.800023313e+01,8.865281435e+01,3.741111543e+01,1.925797891e+01,2.914001494e+01,9.726644355e+01,9.507888886e+01,6.385820377e+01,3.477928152e+01,5.965567972e+01,5.774305427e+01
