v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94
3.395537414e+01,3.324414261e+01,2.625081025e+01,5.701063355e+01,5.736028821e+00,3.058829713e+01,1.046297663e+01,1.593851510e+01,3.737004636e+01,6.622987550e+01,1.385285483e+01,8.358719003e+01,6.318189064e+01,6.535972709e+01,6.195011080e+01,8.542871395e+01,7.846782572e+01,2.278970144e+01,7.860397721e+01,9.450813129e+01,9.223168331e+00,8.202824725e+01,4.799628172e+00,2.267974603e+01,4.619676121e+01,4.856807788e+01,2.625445810e+01,4.165990360e+01,2.707957204e+01,7.948139279e+01,1.510391055e+00,9.812791260e+01,4.187589917e+01,7.738274547e+01,9.110773919e+01,2.885337974e+01,9.629926689e+01,7.155349207e+01,6.004249391e+01,7.205204983e+01,7.427606507e+01,5.910307983e+01,6.800522263e+01,1.454685342e+01,9.825260952e+00,6.013077698e+01,8.615738671e-01,2.223750593e+01,6.682838963e+01,1.001917484e+01,1.248841585e+01,8.444429821e+01,1.339734069e+01,8.572897501e+01,1.431526498e+00,8.944339298e+01,6.095507802e+01,4.587458891e+01,2.869073549e+01,9.201535347e+01,5.939833499e+01,1.235588220e-01,9.257978903e+01,7.633447795e+01,6.822751447e+01,8.227696858e+01,8.120674934e+01,6.938140619e+01,2.251629998e+01,9.630949341e+01,1.826532547e+01,2.437652011e+01,3.649685712e+01,5.290883400e+01,8.767985688e+01,9.028265450e+01,7.450308040e+01,2.245674066e+01,6.221521730e+01,2.515244318e+01,4.357850753e+00,2.881821859e+01,5.096774394e-01,6.887122047e+01,6.215117974e-01,3.890569854e+01,2.788257597e+01,3.833747838e+01,2.098028726e+01,4.564452193e+01,2.637313191e+01,8.717397573e+00,9.781822920e+01,9.610836722e+01
9.836466901e+01,8.899165978e+01,2.870053855e+01,9.646018005e+01,4.564788677e+01,9.152989637e+01,3.221214774e+01,8.244677161e+01,7.122889826e+01,7.120195567e+01,7.734279379e+00,8.468753866e+01,3.029653111e+01,3.198932006e+01,5.055318780e+01,4.452011091e+01,1.685396811e+01,6.830940502e+01,8.846346647e+01,3.009927698e+01,5.769130820e+01,4.315761152e+01,9.988111081e+01,9.064348228e+01,1.245705593e+01,1.338068275e+01,4.659276736e+01,2.788582946e+00,4.231607712e+01,3.233918989e+01,3.630569731e+01,2.574814279e+01,8.073188487e+01,6.576187485e+01,3.935673382e+01,9.288511833e+00,5.609338669e+01,3.057351094e+01,3.959407261e+01,9.998306479e+01,4.709629922e+01,3.563890838e+01,1.647507880e+01,5.095060459e+00,9.929663350e+01,1.566581148e+01,4.295623081e+01,2.680312035e+01,5.256008721e+01,9.467981993e+01,7.497292587e+01,4.044409850e+01,2.242687337e+01,8.613143827e+01,3.004140708e+01,4.747154636e+01,3.482295835e+01,9.028496845e+01,4.729473626e+01,3.785147730e+01,8.848975715e+01,1.920726714e+01,2.564356182e+01,3.806988260e+01,2.616927027e+01,2.045811947e+00,6.558194859e+01,7.956065589e+01,6.085823823e+01,6.419387914e+00,1.867473532e+00,9.347440990e+01,3.948671735e+01,4.653510798e+01,5.786341164e+01,3.224472913e+01,8.758922904e+01,3.607134092e+01,6.967516748e+01,4.338138296e+01,8.944232238e+01,5.429468917e+01,1.067645831e+01,6.757043820e+01,2.025136440e+01,2.577921391e+01,9.969947724e+01,9.670305286e+01,3.167249464e+01,4.870168147e+01,7.577174415e+01,5.381186565e+01,4.037451446e+01,1.855559796e+01
9.742303866e+01,5.371105657e+01,4.174800096e+00,2.633206113e+01,4.434508813e+01,8.069398979e+01,3.293600072e+01,7.586827959e+01,2.771332270e+01,4.056831665e+01,2.193825161e+01,9.703509037e+01,5.813531212e+01,8.603576375e+01,4.614766015e-01,1.150399517e+01,5.743826046e+00,5.631305180e+01,2.164921184e+01,4.577633575e+01,9.314772608e+01,1.971691332e+01,4.190379038e+01,6.297309555e+01,1.729700073e+01,7.599250815e+01,1.213562362e+01,3.130279963e+01,7.446453594e+01,6.424663763e+01,7.775537463e+00,4.688606703e+01,4.442685054e+01,1.253780612e+01,9.280990871e+01,5.233759479e-01,6.779997329e+01,6.494938603e+01,6.468021679e+00,8.641842191e-01,8.934929533e+01,5.066970659e+01,2.207546294e+01,7.741628061e+01,5.972252349e+01,2.979870837e+01,7.468043326e+01,2.430383352e+01,5.195230628e+01,3.542531062e+00,6.285761780e+01,6.568355975e+01,8.983774741e+00,4.304811839e+01,6.129536819e+01,2.778009606e+01,6.661581704e+01,4.594930937e+01,4.320343792e+01,3.051379869e+01,3.636292745e+01,3.292965858e+01,4.112835748e+01,2.289345141e+01,6.493233261e+01,1.656074583e+01,7.148611226e+01,3.864556196e+01,1.438911656e+01,3.901837838e+01,9.354887381e+01,6.930779892e+01,3.660091196e+01,3.804681648e-02,1.596170672e+01,8.258866893e+01,5.566780943e+01,8.792522557e+01,6.644310703e+00,1.716316323e+01,3.429969823e+01,6.826081767e+01,3.378297164e+01,5.736432356e+01,1.466274811e+01,6.845126792e+01,8.240568971e+01,9.345857031e+01,4.419280983e+01,4.442693991e+01,6.900953243e+00,7.883376825e+01,6.418348578e+01,7.834138222e+01
8.044642358e+01,5.866840241e+01,6.348138591e+01,6.922643563e+01,9.312673439e+01,3.920343914e+00,6.257767266e+01,9.281929299e+01,7.619173338e+01,1.466178820e+01,4.107480168e+01,9.372059135e+01,7.932991804e+01,9.911836660e+01,3.059510743e+01,8.433164854e+01,2.036800831e+01,7.900239609e+01,3.953612214e+01,7.583527024e+01,1.278108735e+01,8.040746770e+01,4.942095454e+01,4.037368065e+01,3.548123940e+01,4.215281881e+01,7.889640663e+00,5.972413936e+01,7.125467153e+01,6.589245078e+01,8.407487802e+00,8.621069268e+00,9.691889101e+01,3.164663903e+01,4.019153734e+01,1.225915766e+01,6.498378861e+01,3.349083589e+01,5.144367682e+01,8.767346718e+01,2.435460607e+01,3.682701662e+00,6.298990610e+01,8.502500710e+01,6.588488182e+01,9.436610340e+00,3.860616903e+01,5.710599832e+01,8.086064673e+01,9.363693122e+01,5.610529496e+01,5.345638539e+00,7.423099755e+01,1.885631458e+00,8.689076823e+01,6.363980822e+01,9.468012892e+01,8.385300780e+00,2.762176258e+00,7.537595610e+00,7.523256254e+01,2.101743533e+00,4.812011148e+01,3.645720220e+01,5.635154023e+01,1.789265939e+01,7.209392517e+01,6.033254526e+01,2.144372395e+01,7.331561158e+01,1.834430133e+01,6.697351100e+01,6.292496224e+01,1.784846515e+01,4.073330906e+01,2.148522459e+01,1.727321701e+01,6.438251759e+01,5.004193326e+01,4.208687347e+01,5.916765442e+01,8.775675986e+01,2.738158356e+01,3.006070923e+01,4.541906087e+01,9.781279122e+01,1.417607612e+01,8.453517088e+01,2.779038277e+01,8.667783731e+01,9.445155418e+01,9.307451427e+01,7.616007368e+01,3.786164359e+01
5.035237833e+01,8.077058437e+01,3.304056903e+01,6.031810442e+00,9.815757813e+01,6.754276571e+01,2.047923331e+01,7.195861415e+01,5.378445767e+01,5.109521172e+01,7.505204513e+01,9.421447732e+01,2.844126007e+01,3.900995983e+01,9.940928326e+01,2.265546588e+00,6.217023417e+00,8.543772685e+01,6.935304351e+01,7.100146214e+01,2.261740581e+01,1.623865726e+01,6.393521013e+01,5.955804035e+00,9.532378778e+00,5.700166760e+01,6.607439211e+00,2.128025740e+01,3.334464356e+01,5.080784091e+01,1.402531949e+01,9.618057705e+01,1.478165424e+01,7.303891363e+00,9.883665923e+01,8.838767819e+01,3.626448648e+01,3.429837390e+01,7.147973456e+01,3.879143814e+01,3.478468473e+01,5.262483214e+01,5.677133230e-01,8.819967053e+01,7.847572958e+01,8.829695675e+01,2.048727560e+01,9.264272161e+00,9.180660966e+01,8.219963188e+01,9.714933438e+01,8.134557034e+01,1.686581499e+01,6.015277720e+00,4.649913652e+01,7.565454633e+01,7.571066272e+00,6.924182185e+01,9.100715975e+01,5.288126599e+01,8.701647012e+01,5.011973483e+01,5.958958550e+01,6.742636181e+01,4.714195850e+01,5.265679318e+01,9.431475087e+01,2.407477211e+01,2.181453186e+01,7.465634863e+01,8.741504510e+01,5.504061823e+01,6.527245500e+01,7.741486545e+01,3.935608168e+01,6.184128874e+01,8.582321511e+01,2.088435964e+01,7.995177433e+01,5.756334610e+01,3.999835091e+01,5.893534870e+01,9.202594453e+01,9.992552489e+01,4.305165269e+01,4.168292004e+00,7.210635854e+01,3.296235018e+01,6.062148278e+01,4.609313427e+01,2.439257933e+00,7.019536949e+01,4.228487372e+01,1.926820334e+01
7.241669466e+01,4.877797427e+01,1.430167408e+01,5.462718009e+00,9.488659658e+01,1.926403099e+00,4.680833482e+01,2.628700218e+01,6.686705012e+01,6.016019754e+01,9.766557143e+00,3.363199069e+01,6.481638226e+01,2.109872090e+01,6.841376399e+00,1.230034866e+01,4.278895390e+01,8.339721653e+01,1.788150495e+01,1.612450044e+01,1.252602263e+01,2.431417612e+01,3.233077567e+01,7.622907446e+00,4.698544134e+01,9.251756763e+01,7.525179431e+01,2.595685186e+01,5.030709608e+01,8.731787419e+01,6.892636229e+01,9.809012239e+01,6.124730323e+01,3.287427452e+01,4.487075809e+01,6.482180218e+01,3.278388550e+00,8.493019045e+00,7.396210177e+01,1.638323567e+01,6.996806676e+00,5.122001861e+01,8.830238834e+01,7.239150993e+01,7.774219051e+01,3.627847579e+01,7.830780243e+01,7.467169097e+01,6.259567472e+01,8.753843447e+01,3.266372392e+01,8.106514442e+01,9.121419797e+01,3.499973061e+01,2.146372135e+01,9.848356771e+01,6.208622860e+01,4.640391602e+01,6.504729473e+01,8.094851680e+01,4.168009894e+01,8.523403796e+01,2.032080231e+01,9.673170045e+01,8.678401255e+01,9.350290876e+01,8.547485871e+01,3.921598722e+01,5.819625510e-01,3.969991280e+01,7.837410993e+00,3.389631864e+01,3.634845200e+01,2.158470411e+01,3.969588146e+01,2.814222999e+01,7.720347062e+01,8.628212597e+01,4.689023416e+01,8.769092932e+01,4.454233170e+01,8.664011283e+01,4.625774047e+01,4.897632575e+01,8.505724863e+01,6.657447235e+01,7.016147088e+01,3.531548077e+01,5.110404021e+01,2.685340547e+01,8.067143527e+01,3.997809731e+01,6.801863186e+00,2.031365384e+01
4.913732296e+01,3.375640996e+01,5.875808097e+01,1.979745473e+00,6.576006463e+01,2.546715226e+01,2.118031628e+01,6.910780686e+01,1.850441130e+01,9.083396635e+01,2.871121316e+01,4.050758104e+01,2.905744904e+01,9.060011730e+00,4.074136727e+01,2.995419931e+01,1.159171281e+01,9.304950259e+01,6.277534899e+01,5.012028601e+01,9.224009535e+01,7.922654677e+01,1.952165790e+01,8.561662124e+01,1.127895375e+01,1.445367620e+01,8.740149377e+01,5.689730983e+01,4.813279711e-01,8.862905161e+01,5.776926673e+01,2.495392007e+01,5.875426623e+01,5.585307976e+01,5.370659069e+00,1.234764247e+01,5.631833669e+01,8.291748637e+01,6.854764595e+01,7.831263014e+01,4.876979275e+01,5.048057692e+01,9.541040003e+01,1.068586162e+00,6.963029851e+01,5.370544064e+00,6.145162518e+01,6.316886312e+01,6.413633236e+01,5.570595343e+01,5.775996815e+01,9.912126071e+01,1.206419677e+01,9.697531652e+01,7.722153248e-01,8.603214451e+01,4.146726147e+01,8.641584431e+01,3.829993335e+01,6.520976423e+00,5.067793201e+01,4.264715980e+01,5.661826579e+00,8.549284705e+01,4.079117212e+01,5.412924863e+01,1.250609243e+01,2.299239011e+01,1.854013795e+01,2.796753217e+01,5.045758220e+01,7.712758948e+00,1.617225545e+01,6.436335991e+00,6.709388099e+00,1.211352402e+01,7.682722852e+01,8.416451177e+01,3.778847210e+01,9.254031444e+01,5.478043671e+01,4.902252588e+01,8.772301349e+01,8.555673201e+01,3.709292578e+01,6.895842133e+01,1.351476299e+01,4.901391138e+00,6.772322626e+01,1.375026160e+01,3.765929395e+01,5.190439864e+01,4.359259505e-01,2.849574603e+01
8.393048348e+01,2.522640458e+01,8.476736510e+01,2.008598439e+01,6.124239312e+00,1.519153831e+01,8.903538363e+01,5.988487354e+01,7.393018547e+01,5.098623391e+01,2.838827679e+01,2.987936813e+01,6.829219880e+01,5.506440847e+01,1.624985796e+01,1.282873914e+01,1.546083140e+01,4.245986636e+01,4.019084943e-01,5.362057527e+01,5.850340121e+01,1.264140301e+01,2.663717326e+01,8.840292649e+01,1.586959472e+01,6.742189548e+01,8.273521670e+01,3.281236209e+01,5.113799805e+01,3.198455793e+00,6.602988746e+01,5.957367964e+01,8.510485719e+01,8.134789045e+01,4.253245552e+01,5.869867948e+00,7.317947348e+01,5.501465479e+01,8.275035241e+00,8.125340193e+01,5.290202061e+01,3.148440469e+01,4.207578992e+01,8.221386479e+01,2.005970478e+00,4.740482025e+01,7.768246620e+00,2.964153595e+01,3.829243147e+01,1.022402432e+01,4.894177786e+01,7.871171548e+01,4.337128027e+01,3.148099907e-01,4.748421055e+01,4.123727443e+01,3.824630839e+01,9.815162233e+01,3.125562685e+01,3.382838575e+00,6.144798666e+01,7.246622128e+01,8.219733748e+01,9.076465469e+01,3.759564632e+01,4.182202287e+01,1.356160310e+01,2.800362899e+01,9.310686795e+01,5.512791629e+01,8.285238402e+01,2.517804576e+01,7.772168147e+01,3.055755828e+01,6.296270121e+01,7.624071954e+00,1.953960733e+01,3.736668823e+01,9.816740177e+01,5.838055446e+01,5.287590380e+01,1.184509352e+01,1.493051773e+01,9.958671043e+01,5.672336439e+01,4.534862102e+01,1.125979843e+01,9.265749945e+01,7.995088657e+01,9.430858878e+01,7.405415369e+01,3.707667109e+01,8.131771324e+01,8.231435799e+01
4.228011063e+01,4.558758071e+01,6.790373363e+01,9.200291977e+01,3.428705752e+01,5.006819126e+00,1.059925140e+01,7.284816577e+01,5.891361510e+01,3.868814238e+01,1.216586501e+01,6.603740705e+01,1.112719982e+00,8.296693371e+01,2.711855340e+01,6.712681273e+01,4.587309881e+01,2.024950146e+01,3.167085866e+00,7.151186918e+01,7.679675903e+01,2.682804185e+00,2.674291048e+01,5.306910667e+01,1.491868010e+01,9.520150438e+01,5.002115243e+01,9.896707686e+01,7.569706188e+01,3.408648539e+01,7.547911005e+01,6.812457200e+01,6.516286115e+01,9.816399373e+01,4.724603165e+01,9.053349894e+01,5.557057537e+01,1.316624509e+01,9.282242408e+01,6.609613984e+01,7.466043180e+01,9.407665811e+01,7.144143472e+01,1.040031481e+01,3.613559602e+01,8.070296357e+01,8.088783245e+01,7.779861262e+01,4.262997776e+01,6.049256571e+01,7.535894989e+01,7.610456567e+01,9.292451206e+01,7.421414032e+01,1.345231221e+01,6.030029226e+01,1.892859013e+01,8.018879624e+01,5.665921287e+01,8.675654857e+01,7.910112044e+01,4.055732364e+01,4.395779901e+01,3.730334661e+01,4.314172056e+00,1.621731120e+01,8.568618705e+01,4.489953375e+00,1.419514621e+01,8.164684792e-01,2.258708439e+01,7.598292824e+01,4.973255762e+01,5.314390208e+01,4.617323153e+01,3.915586842e+01,3.951750375e+01,4.186477281e+01,7.476568889e+01,5.421058608e+01,2.385698267e+01,6.716181531e+01,2.216610732e+01,2.045270013e+01,7.754068225e-01,5.505855436e+01,4.251809561e+01,1.798101142e+01,2.815326723e+01,5.792738752e+01,7.921863775e+00,7.799170098e+01,9.416070706e+01,9.954021232e+01
4.043353674e+01,9.652654538e+01,1.312022135e+00,9.120552540e+01,8.470293725e+01,5.164448474e+01,8.593418724e+01,6.342115108e+01,4.684325339e+01,2.698394387e+01,5.575691816e+01,8.349856705e+01,6.733616132e+01,4.067113261e+00,9.402947759e+00,1.477809758e+01,4.719018105e+01,9.388547557e+01,9.185242646e+01,3.584966307e+01,9.013849370e+01,1.960889272e+01,9.168963857e+01,5.022908976e+01,3.710816573e+01,4.961946099e+01,5.842630739e+01,5.143734630e+01,9.575334000e+01,9.542034095e+01,7.432983625e+01,5.852472205e+01,9.768435097e+01,6.671435467e+01,3.668348391e+01,9.378067120e+01,2.693872276e+01,8.340161991e+01,4.338043961e+01,8.019840380e+01,1.114538934e+01,6.494901653e+01,1.633194960e+01,9.443763285e+01,3.246186589e+01,5.249999017e+00,9.264454683e+00,3.903237553e+01,7.333797262e+01,6.051715285e+01,8.938946111e+00,2.664215780e+01,9.814948143e+01,6.028438613e+01,3.634274427e+01,1.587809935e+01,6.251787705e+01,6.618934913e+01,3.207953776e+01,6.403449059e+01,2.846146408e+01,2.876937412e+01,2.633223455e+01,9.167481672e+01,7.862380810e+01,2.317398988e+01,9.060879474e+01,5.378927461e+01,4.418775943e+01,8.824583015e+01,8.893173308e+01,7.863550197e+01,6.171329432e+00,4.242057813e+01,7.545849990e+01,1.258314971e+01,8.467542304e+01,1.700947466e+01,2.796014079e+00,2.437935475e+01,9.000713670e+01,5.669929043e+01,6.774582669e+01,1.858639432e+01,7.788606996e+01,1.102565547e+01,5.212828649e+01,2.420759461e+01,3.095763023e+01,2.954327166e+01,4.983312007e+01,4.660297119e+01,4.235406693e+01,8.867942769e+01
6.098758949e+01,1.263983623e+00,9.323918784e+01,7.853328380e+00,4.310275404e+01,4.432338583e+01,6.547706998e+01,6.529122249e+01,6.591367665e+01,2.809118507e+01,2.592691384e+00,6.558321848e+00,6.217279865e+01,6.954132083e+01,2.661615318e+01,4.237975080e+01,6.237297485e+01,4.201740100e+01,1.815445418e+01,7.028388859e+01,9.384571283e+01,1.277517867e+01,2.689900023e+01,7.732381931e+01,7.938040796e+01,5.919079293e+01,9.118533409e+01,7.095967484e+01,1.284101755e+01,5.138686625e+01,4.734990197e+01,9.475490728e+01,5.754835689e+01,7.938055897e+01,8.480263066e+01,4.454501530e+01,2.873638086e+01,1.232584477e+01,8.503442875e+01,9.736261190e+01,4.465495658e+01,5.709254648e+01,8.216372862e+01,9.934831997e+01,7.313362509e+01,4.836799370e+01,1.673872520e+00,3.526289257e+01,4.016221408e+00,8.846679167e+00,8.499403883e+01,9.119434411e+01,1.014195392e+01,9.833228575e+01,4.217276983e+01,5.681931774e+01,7.872345370e+01,6.705106922e+01,5.435422438e+01,3.131635557e+01,6.661695713e+01,2.479981389e+01,5.022549825e+01,3.515539078e+01,9.926855768e+01,6.729418207e+01,3.274183081e+01,8.564544582e+01,5.989557876e+01,5.124751117e+01,9.985504623e+01,7.013919085e+01,9.087796014e+01,1.565605342e+01,1.370089492e+01,8.719932659e+01,5.878974182e+01,6.634235655e+01,7.401155900e+01,7.098050126e+01,3.011825467e+01,1.042751898e+00,7.832979709e+01,5.795845002e+00,9.198555181e+01,8.535574797e+01,8.450097133e+01,8.852776451e+01,1.545786145e+01,1.880376336e+01,7.910396200e+01,2.445470655e+01,3.714959505e+01,7.932023918e+01
1.435238165e+01,7.082652383e+01,3.203053253e+01,5.696309795e+01,2.952038468e+01,9.541772579e+01,2.512065174e+01,1.856614960e+01,2.321671879e+01,9.152268958e+01,7.984713737e+01,3.922322864e+00,2.443403732e+01,3.200884558e+01,3.090182471e+01,5.263429009e+01,7.409002400e+00,2.754108716e+01,3.309656862e+01,5.838800367e+01,3.250777658e+01,2.444114086e+01,7.779391587e+00,7.398364376e+01,7.179338182e+01,8.350862839e+01,7.101062027e+00,3.708830100e+01,8.961169125e+01,8.267925948e+01,7.425020847e+01,8.136260402e+01,5.167944691e+01,4.497529291e+01,3.493633642e+01,5.386452417e+01,3.807105718e+01,5.130899445e+01,2.500261308e-02,5.529706460e+01,9.006156208e+01,6.940147565e+01,3.860001411e+01,3.339194783e+01,7.375033662e+01,6.030798129e+01,7.637862260e+01,1.537936706e+01,3.199615950e+01,6.827652410e+01,5.647134183e+01,4.974827478e+01,2.463084501e+00,9.812712871e+01,6.733439681e+01,9.209469942e+01,1.311500071e+01,9.544586191e+01,3.974620723e+01,7.189323648e+01,7.291188948e+01,5.511999933e+01,4.314597029e+01,7.143408798e+01,6.056209947e+01,5.872079979e+01,3.064016690e+01,8.261863434e+01,6.224395620e+01,6.612185019e+01,2.394165319e+01,8.924642398e+01,5.339303848e+01,6.034751772e+01,4.449243377e+01,2.993951013e+01,5.046156966e+01,3.352702416e+01,2.696350750e+01,8.312654207e+01,4.034201225e+01,9.774939381e+01,9.968585540e+01,6.563713134e+01,1.496550398e+01,8.987441516e+01,8.806970391e+01,4.142871203e+01,3.651968677e+01,4.980514123e+01,1.640019277e+01,5.005378366e+01,9.287713739e+01,2.271495542e+01
2.957815101e+01,5.092764672e+00,9.877212633e+01,5.409864770e+01,5.571026165e+01,5.628176887e+01,4.168221473e+01,1.236991201e+01,3.612318335e+01,5.734704515e+01,4.578191717e+01,6.671502564e+01,7.673994705e+01,5.038588061e+01,8.148876167e+01,7.163712412e+01,4.292260086e+01,5.754620902e+01,4.938800614e+01,3.671741457e+01,3.179363978e+01,9.427623144e+01,9.104330830e+01,9.809435360e+01,8.970371500e+01,2.837167207e+01,5.881797876e+01,4.224007818e+01,6.235886770e+01,2.051887253e+01,1.623996032e+01,7.091438009e+00,9.408323370e+01,9.025472098e+01,5.808582362e+00,1.895813196e+01,5.944550223e+01,1.701063437e+01,1.397074816e+01,8.998511248e+01,1.764515405e+01,1.832368154e+01,5.432175906e+01,9.210329732e+01,2.482564694e+01,8.509701173e+01,2.254793223e+01,1.638723704e+01,6.676386913e+01,6.698441618e+01,7.961495794e+01,9.097542339e+01,4.660979348e+01,7.189494210e+01,8.721338431e+01,6.982817137e+01,8.001880432e+01,6.577217156e+00,8.669576356e+01,6.604319541e+01,7.425982855e+01,4.103969158e+01,3.214439797e+01,6.473188892e+01,1.786596758e+01,7.305675729e+01,6.626754924e+01,6.161582637e+01,9.691987127e+01,7.598549500e+01,7.972631019e+01,7.802805577e+01,7.018050075e+01,2.667160181e+01,7.021110954e-01,2.344373429e+01,1.865155695e+01,6.337684944e+01,5.903868839e+01,1.323074723e+01,5.462454669e+01,3.617858925e+01,9.464393360e+01,6.610826712e+01,1.455822663e+01,1.128760797e+01,7.698126555e+01,7.908985985e+01,3.828451626e+01,2.364152430e+01,1.312911071e+01,3.244021932e+01,8.171875363e+01,4.148304577e+01
6.375040931e+01,3.255892843e+01,3.630974967e+01,4.639900916e+01,9.946215335e+01,5.978184721e+01,6.579722869e+01,1.541609448e+01,4.215988081e+01,3.288466147e+01,8.044160223e+01,1.140511453e+01,7.076670666e+01,6.652436413e+01,4.890494540e+01,3.898315192e+01,3.684809243e+01,1.034402437e+01,2.680617646e+01,5.409827231e+01,3.192119024e+01,9.926172494e+01,8.785713540e+01,3.537425445e+01,1.506403343e+01,4.826910036e+01,5.596432433e+01,8.362443877e+01,4.023899239e+01,4.793877604e+01,1.532031866e+01,6.849894590e+01,2.262297175e+01,4.392549608e+01,8.592387922e+01,2.597208438e+00,4.650054434e+01,8.783144902e+01,3.673804817e+00,6.079682338e+01,8.964827159e+00,2.840222219e+01,6.418524459e+00,1.222974144e+01,4.836769468e+01,1.066555038e+01,3.304522794e+00,6.690714091e+01,4.471048482e+01,6.675933419e+01,8.409839622e+00,1.889859058e+01,6.724686053e+01,7.576590961e+01,9.211475943e+01,6.513397878e+01,6.343330956e+01,9.426529896e+01,5.064043724e+01,6.670275336e+01,5.445640398e+01,7.600753253e+01,7.788231594e+01,1.503393295e+01,6.555562132e+01,4.294960711e+01,9.618606466e+01,4.178301203e+01,9.527428549e+01,3.139813278e+01,5.719055373e+01,1.775200817e+01,8.601838461e+01,6.857732115e+01,2.569934582e+00,5.913446207e+01,9.193756336e+01,1.785162182e+01,8.175028895e+01,6.937767944e+01,1.738902511e+01,5.206709743e+01,2.355208581e+01,4.261185174e+01,3.506377959e+01,8.655063551e+01,7.572274003e+01,6.778932000e+01,3.504371419e+01,6.813939622e+01,3.687556310e+01,9.851686415e+01,1.510280000e+01,2.504934816e+01
4.014197479e+01,2.275027100e+01,8.463876359e+01,5.687378589e+01,7.657190510e+01,4.759409255e+01,2.300899587e+01,3.272519850e+01,8.063868142e+01,3.696625414e+01,1.647495550e+01,2.513686093e+01,5.966084326e+01,8.770299605e+01,2.411293664e+00,7.756557906e+01,5.629817977e+01,7.293816468e+01,9.751263623e+01,7.458334161e+01,4.181385049e+01,8.384680802e+00,7.969626269e+01,6.104464437e+01,6.334606722e+00,1.765863407e+01,4.205476468e+01,7.156363119e+01,4.194854218e+01,2.326929823e+01,4.487253389e+01,3.057129496e+01,2.598449312e+01,9.737928318e+01,6.588409937e+01,3.410707439e+01,1.963641860e+01,5.106406537e+01,7.832910675e+00,9.826020084e+01,4.192072392e+01,2.953198546e+01,4.408222220e+01,3.902274648e+01,6.120602192e+01,8.394152463e+00,9.934203373e+01,2.836592618e+01,8.497288874e+01,5.730593054e+01,7.054426157e+01,5.391297314e+01,1.428152248e+00,3.333914823e+01,8.982709721e+01,5.589963618e+01,6.029076847e+01,2.532106837e+01,8.880985404e+01,1.651040701e+01,4.301721755e+01,7.431790321e+00,6.549972480e+01,1.008606437e+01,6.592676439e+01,9.470278640e+01,4.738603529e+01,7.513841115e+01,4.103710636e+01,2.507499201e+01,4.160124384e+00,9.266731150e+01,9.036471857e+01,5.556678022e+01,7.906044876e+01,2.620857296e+01,3.769572954e+01,6.738279177e+01,1.915938360e+00,8.369480659e+01,6.356341364e+01,2.282609585e+01,3.131656234e+01,9.827454167e+01,2.753107874e+01,7.984111654e+01,9.770925259e+01,2.100004952e+01,4.469734533e+01,6.490338953e+01,6.919692349e+01,4.798303609e+01,4.799283794e+01,9.078892602e+01
3.763836681e+01,7.760210657e+00,4.004286752e+00,6.836202690e+01,6.255791208e+01,4.619818222e+01,4.676597653e+01,7.952101371e+01,1.533697800e+01,7.921108956e+01,5.762600790e+00,8.641893430e+01,9.632210080e+00,6.027692566e+01,3.124170073e+01,8.188496097e+01,7.094589255e+01,1.222270125e+01,6.175209405e+01,8.420225357e+01,8.632633149e+01,8.955780483e+00,9.760820698e+00,6.411708405e+01,7.406822869e+01,7.765161448e+01,4.025364731e+01,5.296255081e+01,2.101012643e+01,9.939588983e+01,9.719989875e+00,2.680218845e+01,1.322952627e+01,8.060443668e+01,3.724944316e+01,1.630375347e+01,4.560241152e+01,9.061017626e+00,5.861756854e-01,3.568656562e+01,2.268410881e+01,9.464503570e+01,7.594666498e+01,8.197914139e+01,3.312775283e+01,4.020380239e+01,7.683066310e+00,8.324603319e+00,1.296304084e+01,7.279357230e+01,5.996997244e+01,2.265922113e+01,7.812292399e+01,2.860705568e+01,8.354765286e+01,8.573029860e+00,8.874070336e+01,4.443684564e+01,4.207521364e+01,8.514416356e+01,8.565460520e+01,9.097251700e+01,1.034710799e+01,7.233308671e+01,1.735986163e+01,6.694331982e+01,3.400595030e+01,2.184670335e+01,4.473033088e+01,9.273954973e+01,8.579276617e+01,9.432782937e+01,7.448465825e+01,7.843222500e+01,9.533423506e+01,9.130206997e+01,5.968515910e+01,4.898315446e+01,2.297395602e+01,3.986300839e+01,4.299450978e+01,9.254706861e+01,9.243184454e+00,3.752321321e+01,1.661293389e+01,6.817932752e+01,6.435411589e+01,7.307657690e+01,5.381396541e+01,8.435733431e+01,1.575542231e+01,5.599756991e+01,8.419033877e+01,1.524188507e+00
