v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98
4.908087112e+00,5.919071433e+01,1.725177930e+01,2.585226764e+01,1.324366576e+01,3.244638256e+01,7.729775871e+01,2.941607541e+01,1.008359292e+01,1.056305647e+01,9.628685500e+01,6.014697158e+01,4.465220941e-01,8.896679570e+01,4.334688091e+01,4.914723913e+01,8.287000547e+01,2.618762897e+01,1.556416779e+01,5.059224581e+01,6.756340774e+01,8.990332821e+00,1.653855701e+01,2.158263929e+00,2.663964492e+00,5.662358725e+01,3.160125118e+01,7.592509924e+01,9.397613801e+01,2.112344784e+01,1.764989152e+01,9.935161043e+01,5.647362761e+01,1.244442178e+01,8.842682079e+01,9.371591960e+01,8.047521334e+01,8.683805136e+01,8.660000429e+01,2.064745420e+01,6.536775717e+01,3.296850461e+00,9.057200970e+01,8.046280559e+01,9.672587022e+01,7.024533315e+01,4.551541536e+01,7.118693194e+01,8.404702796e+01,8.427495871e+01,5.574325922e+01,6.307567845e+01,6.550706202e+01,8.396827207e+01,5.105061502e+01,8.583165866e+01,1.302035507e+01,2.574132838e+01,3.815486529e+01,4.342302700e+01,7.168668422e+01,6.367069327e+01,2.911336253e+01,6.461588312e+01,5.370171070e+01,9.577940345e+01,2.384239897e+00,2.975763098e+01,3.061297937e+01,7.976679853e+01,8.596850531e+01,6.715892176e+01,5.859600951e+01,9.125864717e+01,9.420644748e+01,3.386942032e+01,8.340562059e+01,6.737576197e+01,5.417623278e+01,4.051520070e+01,5.878104018e+01,8.392682871e+01,6.425666564e+01,8.145856293e+01,6.687849248e+01,6.558467377e+00,6.934242656e+01,1.188592793e+01,2.780643066e+01,5.298024390e+01,4.167914220e+01,7.534474488e+01,5.076865714e+00,8.232806777e+01,3.669454933e+01,8.775056791e+01,4.813830305e+01,3.515319125e+01
2.555053278e+01,4.064114924e+01,9.422123272e+01,3.885290818e+01,7.004858074e+01,9.769785318e+01,8.682712986e+00,8.968645456e+01,3.937999750e+01,5.153960992e+01,4.364899596e+01,9.902800497e+01,1.928268095e+01,5.463345149e+01,1.196299887e+01,3.177002663e+00,8.430530756e+01,7.883968892e+01,3.097210688e+01,5.494215666e+01,3.305861172e+01,2.588172583e+01,1.826045417e+01,4.933839685e+01,2.721855004e+01,4.831306805e+01,3.810810190e+01,6.877793565e+00,9.194534707e+01,6.943018114e+01,1.777081533e+00,2.157608606e+01,6.594419971e+01,8.061527083e+01,6.091837678e+01,5.333340562e+01,8.623700601e+01,8.157109215e+01,6.021686110e+01,3.342003628e+00,1.905665916e+01,3.665426545e+00,2.022095948e+01,6.758092621e+01,9.642355076e+01,8.388887124e+01,4.189932954e+01,9.096611347e+01,7.627971247e+01,7.813540747e+00,9.605070299e+00,6.505352416e+01,1.931144219e-01,4.605395861e+01,7.445589101e+01,5.724286579e+01,5.295068621e+01,9.220006331e+01,9.897742508e+01,8.449177513e+00,2.616499825e+01,5.180154676e+01,8.386266413e+01,3.502335962e+01,2.572776695e+01,3.012196313e+01,5.809707363e+01,1.440202638e+01,8.754731720e+01,8.947175006e+01,7.166553155e+01,7.951841497e+00,8.033856293e+01,4.189937236e+01,2.276787455e+01,7.556553848e+01,5.853577751e+01,4.412107479e+01,6.554524454e+01,6.439226740e+01,7.171292344e+01,1.807678810e+01,4.589878330e+01,9.613958718e+01,9.675361311e+01,7.839539611e+01,5.496464846e+01,5.620085373e+01,5.406567374e+01,6.708799359e+01,9.129331343e+01,9.241108965e+01,3.157223907e+01,9.789085715e+01,7.262105240e+01,9.243929735e+01,1.311227755e+01,4.499008920e+01
1.953757642e+01,4.057468662e+01,7.628495690e+01,8.727534096e+01,8.458104545e+01,8.309633280e+01,6.403676340e+01,9.519498404e+01,3.417040500e+01,2.282584363e+01,6.530079427e+01,9.380122970e+01,8.540745119e+01,2.761804214e+01,9.300982231e+01,7.462734674e+01,9.863356605e+01,3.243536741e+01,5.106932734e+01,5.210041930e+01,3.104485494e+01,3.864960669e+01,5.357515557e+01,7.469051887e+01,9.495290736e+01,2.396760495e+00,9.765033510e+01,4.871028931e+01,7.711318052e+01,3.643312876e+01,8.021885874e+01,4.088071465e+01,4.617024956e+01,1.536945427e+01,6.458109467e+01,1.465691011e+01,6.289736082e+01,1.984013285e+01,6.247888863e+01,9.545025779e+01,5.908183671e+01,9.618604845e+01,3.203941684e+01,6.799022088e+01,5.571272056e+00,3.871681240e+01,3.015963930e+01,3.810681541e+01,1.533074265e+01,9.606246844e+01,7.970294793e+01,9.237099736e+01,5.215268158e+01,6.747891699e+01,1.678283270e+01,9.939370731e+01,3.581451107e+00,6.812522831e+01,8.898876484e+01,8.882370105e+01,9.649125395e+01,6.925276515e+01,3.039404550e+01,5.091575920e+00,6.229165115e+01,8.508425451e+01,8.650035426e+01,9.188800031e+01,2.212888313e+01,5.883427080e+01,3.029315924e+00,5.256252351e+01,7.047238715e+01,4.517158734e+01,4.121763221e+01,3.395225467e+01,2.930000172e+01,3.909828134e+01,1.309479230e+00,7.747226101e+01,9.646660226e+01,3.077796044e+01,3.312870607e+01,5.180929008e+01,3.924565051e+01,1.746408715e+01,8.491728584e+01,5.198757306e+01,4.388811970e+01,1.727593513e+01,6.843982376e+01,9.786533976e+01,2.341278867e+00,6.927065447e+01,1.855484283e+01,6.973294049e+01,8.125591920e+01,6.191791791e+01
7.731133558e+01,8.279453203e+01,8.693783970e-01,9.966826116e+00,2.802220076e+01,4.743675935e+01,1.703479556e+01,5.733174350e+01,2.674675087e+01,3.075438369e+01,5.396500771e+01,2.775107944e+01,5.864051924e+01,8.233846200e+01,4.789920828e+01,7.091118963e+01,6.064190776e+01,2.911897765e+01,9.159903338e+01,9.776450659e+01,1.459062285e+01,7.825867564e+01,7.018435657e+01,3.070157225e+01,2.203049954e+01,2.231989963e+01,2.836650449e+01,7.219688023e+01,4.269710759e+00,8.822176149e+01,2.977133213e+01,8.268499082e+01,1.589030163e+01,3.399962786e+01,4.589492717e+01,7.121566407e+01,8.090340002e+01,6.155461402e+01,5.002469984e+01,5.368571349e+00,6.313876104e+01,2.461047763e+01,2.976163770e+01,9.954941983e+01,6.503299932e+01,2.935739618e+01,6.464478657e+01,6.974996773e+01,2.610551745e+01,6.702536563e+01,5.219728182e+01,8.668061762e+00,7.931491840e+01,5.665800385e+01,5.457020476e+00,6.669579540e+01,4.966455937e+01,8.105930727e+01,9.601439283e+01,7.309935084e+01,2.658669517e+01,5.784723678e+01,9.566191831e+01,3.305834910e+01,2.724070566e+01,6.202760253e+01,9.856483034e+00,3.121431017e+01,3.848545106e+01,3.288968258e+01,6.851585517e-01,6.151790005e+01,1.134565154e+01,4.538094373e+01,8.692519217e+00,1.921784103e+01,3.030069448e+01,8.971598335e+01,7.872871869e+01,7.201686992e+01,9.887280582e+01,6.766308789e+01,3.263987874e+01,5.854524877e+01,8.281318958e+01,6.165976789e+01,1.458989584e+01,8.929832403e+01,9.720858937e+01,1.302315369e+01,1.910297440e+01,1.270265477e+01,6.536945562e+01,2.913672305e+01,5.490263456e+01,3.870345221e+01,8.768157576e+01,6.119592218e+00
6.415977089e+01,3.226875118e+01,5.164840088e+01,3.492624956e+01,4.735733909e+01,8.564244086e+01,7.640359494e+01,4.614504772e+01,3.258692978e+01,8.901588421e+01,1.081500894e+01,3.006152933e+00,7.786726211e+01,5.607675715e+01,7.312414722e+01,6.765719438e+01,9.890784751e+01,7.203172895e+01,3.884106035e+01,3.659912831e+01,4.333530525e+01,8.670671761e+01,5.472186890e+01,5.933385582e+01,1.480989993e+01,6.011098170e+01,8.851901401e+01,9.656403145e+01,7.227118592e+01,3.180140063e+01,7.549649862e+01,9.480551180e+01,9.320052617e+01,1.626166441e+01,6.236808439e+01,1.995502458e+01,9.904225829e+01,6.532079435e+01,5.977686098e+00,1.410285305e+01,4.609626663e+01,7.801038010e+01,9.842082109e+01,7.299359672e+01,6.380233448e+01,7.149918753e+01,4.000225661e+01,7.878775939e+01,6.714958980e+01,2.174675473e+01,7.430951816e+01,4.689080402e+01,7.236293084e+01,5.506260922e+01,9.106780897e+01,2.199384062e+01,8.147604573e+00,9.013411209e+01,2.778555898e+01,8.512102455e+01,4.069077558e+01,3.938849342e+01,3.453117944e+00,5.560924406e+01,6.619774902e+00,1.905254603e+01,4.614384362e+01,3.721371496e+01,2.190074092e+00,4.816304251e+01,8.675016511e+01,9.655110612e+01,8.314761504e+01,6.007663850e+00,3.086894830e+01,5.955439276e+01,3.791297258e+01,3.386713366e+00,4.062854988e+01,1.990028604e+00,6.759002864e+01,1.146104934e+00,3.395129557e+01,7.528594606e+01,5.909102651e+01,6.657233381e+00,7.276123820e+01,3.605847689e+01,1.880369142e+01,7.387731717e+01,5.807872716e+01,2.400399685e+01,7.681929931e+01,9.388366366e+01,7.914054503e+01,6.984525907e+01,6.281339971e+01,3.344584997e+01
1.134888303e+01,2.535577124e+01,3.278202698e-01,5.740484462e+00,3.263165795e+01,3.756244142e+01,8.751521803e+00,6.512200048e+01,9.727972678e+01,1.166169283e+01,4.700478242e+01,3.191702322e+01,6.956469155e+01,8.818730050e+01,8.782759073e+01,4.946393929e+01,7.172511701e+01,5.516698868e+01,8.257247169e+01,8.856756038e+01,3.812414852e+01,5.343895301e+00,6.016644526e+01,8.478508957e+01,9.373324633e+01,4.071978169e+01,6.242886822e+01,8.696452081e+01,9.257735944e+01,6.044731921e+01,3.601662403e+01,6.197665231e+01,7.968650298e+01,8.710616300e+01,3.863423443e+01,9.967262889e+01,6.499036752e+01,2.153511713e+01,8.779146872e+01,1.273983270e+01,3.587562795e+00,3.281331598e+01,6.450275321e+01,1.145598881e+01,1.346788357e+01,4.789303928e+01,9.981426164e+01,3.038358700e+01,1.807910207e+01,4.303574230e+01,9.979161982e+01,8.128788097e+01,6.454855904e+01,2.626670652e+01,2.817338991e+01,7.038519365e+01,5.329505374e+01,1.469585496e+01,7.249499534e+01,7.843853600e+01,9.973143358e+01,1.238727280e+01,7.501803107e+01,3.754317675e+01,2.185384547e+01,4.158465808e+01,8.292595408e+01,8.285004210e+01,8.954801117e+01,7.499636892e+01,2.743791263e+01,7.885739237e+00,9.338149534e+01,9.639408308e+01,5.398535200e-01,8.407551564e+01,8.420583102e+00,7.841472973e+01,7.599725447e+00,6.502136178e+01,6.618146226e-03,1.781978603e+01,6.176186501e+01,4.379242196e+01,7.192618082e+00,2.668399041e+01,3.558103860e+01,5.975879470e+01,6.608657475e+01,2.379715463e+01,2.479009806e+01,3.817352176e+01,9.986713265e+01,4.952622737e+01,2.858315865e+01,4.529889415e+01,7.214447000e+01,1.379919595e+01
9.260808158e+01,8.438541219e+01,9.977991679e+01,2.921063514e+01,1.590447294e+01,5.406281803e+01,9.322806649e+01,6.364704740e+00,3.636209660e+01,1.983415281e+01,8.158566135e+01,3.449867628e+01,5.930461304e+01,1.106669595e+01,2.741899940e+01,3.223836196e+01,1.881135647e+00,2.959782434e+01,5.021443466e+01,3.179485214e+00,6.657743233e+01,6.001057815e+01,9.986648304e+01,4.945818710e+01,1.334403048e+01,9.416848845e+01,1.029369213e+01,6.240641790e+01,6.865977116e+01,5.455580297e+01,3.793867564e+01,1.007301747e+01,5.430954985e+01,2.714620112e+01,6.190592078e+01,8.854367877e+01,1.443785063e+01,5.667636061e+01,3.490258703e+01,7.424677034e+01,1.004767819e+01,2.643030958e+01,5.330812646e+01,3.985407852e+01,9.992954952e+01,5.362499634e+01,4.487864596e+01,7.549744143e+00,1.052847605e+01,1.210186805e+00,2.424416561e+01,2.238344281e-01,3.445931047e+00,3.432073687e+00,4.583087946e+00,7.054428772e+01,9.149333040e+01,8.735083863e+01,5.721864474e+01,5.174651766e+01,6.895350989e-01,5.808922961e+01,1.563227229e+01,9.961694181e+01,9.039258415e+01,7.588366642e+01,3.425590465e+01,3.733932550e+01,1.837075407e+01,5.291853211e+01,5.026417319e+01,3.249745598e+01,5.087237475e+01,3.530132192e+01,1.896544929e+01,6.066225940e+01,5.651705046e+01,5.314491283e+01,2.898004459e+01,3.607234722e+01,4.808603213e+01,5.604555572e+01,2.410876876e+01,1.602708782e+01,7.192825691e+01,7.673177415e+01,8.922266511e+01,7.266579655e+01,1.522921230e+01,4.338803107e+01,3.457334905e+01,7.567528502e+01,5.694990666e+01,6.191507681e+01,9.735027797e+01,9.777208389e+01,7.823913737e+01,2.217458875e+01
8.592652920e+01,1.614323258e+01,5.907129715e+01,6.758136555e+01,7.647132084e+01,4.515126513e+01,3.515574208e+01,4.895219374e+01,7.714351356e+00,4.162837122e+01,5.584401535e+01,6.550397846e+01,7.542753329e+00,5.547627089e+01,6.269953636e+01,9.877887763e+01,9.322071193e+01,4.213497667e+01,9.608359208e+01,6.809836141e+01,2.834085886e+01,8.523462793e+01,9.368763629e+00,9.754803009e+01,6.752341701e+01,2.138882915e+01,2.098799049e+01,9.682827449e+01,2.629903605e+01,4.811422837e+01,2.337490700e+01,1.748527654e+01,7.432081236e+01,1.268495772e+01,7.257610203e+01,8.618741560e+01,8.919600075e+01,4.982042878e+01,3.843092508e+01,2.625301730e+01,1.670850834e+01,5.816861338e+01,7.251269708e+01,5.451458950e+01,4.402605567e+01,2.318713804e+01,8.419628163e+01,3.135035626e+01,6.177550760e+01,6.662240192e+01,4.208258406e+00,5.401758940e+01,3.988825568e+01,7.094996236e+01,5.357401644e+01,8.926322842e+01,6.789581161e+01,8.321785115e+01,1.596721984e+01,2.965460754e+01,1.250450190e+01,8.648774687e+01,3.806897529e-01,6.366185771e+01,3.686796951e+01,7.435115326e+00,8.532603060e+01,8.028705630e+01,9.089750893e+01,5.901945464e+01,2.642886913e+01,4.069041978e+01,8.629675064e+01,2.648847722e+01,9.075457162e+01,8.370212474e+01,3.436322804e+01,9.112326623e+01,6.492522004e+01,6.074066722e+01,3.332362356e+01,6.846325543e+01,3.888227130e+01,1.221217110e+01,5.624879389e+01,9.506471522e+01,3.862939435e+01,9.341880710e+01,7.646267769e+01,1.418143809e+00,7.089634424e+01,9.882395566e+01,2.027259336e+01,8.614070503e+01,7.586320210e+00,6.385142977e+01,6.624770990e+01,3.848359732e+01
2.254396572e+01,4.901547991e+01,9.134768809e+01,5.147905275e+01,4.209233603e+01,6.342581121e+01,6.965369120e+01,6.053923062e+01,8.877254554e+01,2.614427851e+01,6.873061628e-01,8.489326097e+01,2.715127464e+01,4.829755624e+01,6.660309664e+01,8.120639889e+01,5.298753742e+01,2.534373111e-01,5.600255554e+01,6.347180986e+01,2.091413848e+01,2.946338073e+01,2.373875763e+01,5.662529389e+01,6.459224282e+01,8.950826315e+01,6.284176616e+01,6.959772115e+00,7.588041135e+00,5.060802345e+01,2.151250958e+01,6.077926900e+01,7.043796085e+01,1.519103979e+01,1.218421918e+01,7.491657460e+01,1.563232690e+01,1.177490940e+01,5.525245214e+01,1.455254175e+01,3.897145954e+01,1.383135674e+01,8.821398650e+01,7.793224754e+00,4.105525870e+01,5.509300667e+01,4.351256503e+00,5.886202187e+01,8.307210969e+01,8.766356680e+00,9.056172690e+01,8.015715224e+01,6.811117121e+01,3.280104345e+01,2.820179128e+01,9.308282114e+01,9.555677865e+01,7.509355161e+01,4.868057481e+01,6.404610854e+01,4.341626444e+00,1.850979630e+01,2.085224428e+01,9.739260349e+01,1.803991072e+01,5.133663241e+01,7.100813807e+01,4.233431250e+00,5.416924406e+01,4.873742002e+01,9.506775519e+01,8.485399981e+01,3.751860628e+01,5.055474783e+01,4.966089255e+01,1.903143152e+01,8.984756248e+01,9.931696170e+01,3.237999975e+01,8.784472981e+01,5.256913549e+00,2.896141329e+00,9.589765189e+01,8.463709515e+01,2.643310288e+01,7.206311385e+01,2.582484164e+01,2.282014103e+01,4.671440380e+01,3.870818436e+01,3.756842899e+00,1.746503378e+01,2.970514641e+01,6.178356477e+01,7.883448600e+01,6.473614471e+01,1.009872992e+01,5.141629807e+01
4.434415726e+01,2.316514197e+01,9.944260849e+01,4.821462062e+01,9.702525085e+01,5.896786664e+00,2.619847845e+01,6.384402406e+01,1.605470651e+00,8.885197758e+01,4.761087417e+01,6.160753196e+00,7.295055709e+01,7.331135211e+01,4.127023961e+01,7.479454604e+01,8.645118260e+01,8.933758166e+01,5.898554374e+01,4.233122519e+01,5.335982245e+01,6.337365463e+01,3.861367143e+01,8.880124440e+00,5.948228055e+01,9.335597764e+01,3.080825765e+01,4.524769424e+01,1.743992201e+01,6.309669613e+01,9.898958651e+01,8.954268224e+01,2.328288031e+01,7.270910003e+01,8.237675206e+01,6.248944638e+01,8.384987369e+01,2.140754797e+01,5.860867505e+01,6.539013519e+01,7.255428153e+01,6.778139011e+01,9.543701223e+01,1.351624490e+01,4.627210665e+01,9.083792606e+01,9.721890913e+01,1.473893280e+01,2.406393021e+01,4.152884972e+01,8.860240824e+01,8.911524036e+01,9.896500495e+01,1.106721091e+00,9.937562114e+01,2.530561883e+01,6.824690635e+01,8.590872435e+01,6.729917014e+00,8.250110881e+00,9.492245341e+01,5.888965637e+00,5.955343319e+01,5.261259361e+01,2.871559777e+01,9.521987916e+01,5.447005388e+01,7.144839868e+01,8.677287563e+01,3.584900281e+01,9.502954558e+00,2.739884078e+01,7.570997989e+01,1.745477043e+01,5.498552758e+01,1.486558532e+01,1.183623122e+01,4.669318804e+01,8.767917579e+01,3.642444246e+01,2.516111468e+01,5.122963029e+01,7.600864099e+01,8.662829717e+01,6.150341279e+01,7.093457674e+01,3.474441286e+01,2.126131903e+01,6.101771011e+01,9.618734144e+01,1.636499412e+00,2.376412946e+01,2.955640037e+01,9.440100883e+01,3.842886907e+01,7.743216290e+01,5.174597166e+01,9.381178334e+01
8.085696633e+01,7.406614218e+01,8.962029371e+01,1.603285276e+01,6.022961873e+00,5.132961897e+01,4.374364821e+01,6.257812551e+01,2.850285856e+01,2.710218920e+01,3.254753319e+01,2.822328110e+01,5.764285488e+00,1.281397000e+01,7.484715950e+01,1.897893468e+01,3.588215096e+01,5.192109948e+00,5.302376398e+00,2.321588192e+00,9.031570040e+01,1.937650700e+01,2.725241871e+01,9.309590255e+00,6.693820863e+01,6.968225030e+01,3.018323965e+01,1.293075432e+01,7.948624928e+01,5.780366705e+01,2.951760398e+01,3.264907220e+01,3.069135365e+01,2.647314458e+01,8.246733363e+01,3.575741836e+01,7.730946391e+01,2.636316815e+01,3.750577450e+01,8.799566566e+01,7.286201778e+01,3.673971779e+01,9.321246237e+01,5.751686399e+01,9.441111863e+01,1.585330261e+01,8.564753005e+01,8.909763855e+01,9.959934964e+01,4.451163973e+01,7.066583314e+01,9.932153000e+01,6.979048667e+01,1.040128406e+01,6.030715351e+01,3.235401270e+01,6.525609378e+01,9.250380485e+01,7.406238614e+01,8.076829692e+00,3.756208991e+01,3.477003284e+01,8.513928615e+01,7.219825958e+01,4.121853890e+01,5.096695601e+01,2.364451146e+01,7.264989870e+01,4.846143710e+01,1.734981094e+01,1.967834552e+01,6.325522423e+01,4.681454275e+01,2.376989120e+01,1.493134447e+01,3.052739849e+01,2.342506010e+01,1.479946995e+01,8.306793086e+01,8.269296449e+01,7.882667534e+01,8.827991459e+01,5.377892121e+00,3.559237239e+01,9.137875087e+01,6.881778802e+01,7.558043652e+01,3.219059200e+01,6.743705478e+01,1.397848321e+01,1.123990224e+01,9.293601680e+01,4.246998436e+01,1.864964064e+01,1.508118423e+01,5.475913002e+01,5.889822370e+01,1.790100219e+01
2.718208916e+01,4.038532178e+01,7.069246433e+01,6.641186222e+01,6.564699266e+01,9.538443033e+01,7.120788974e+01,1.631087789e+01,1.725924107e+01,5.395531885e+01,6.603974015e+01,9.120532399e+01,7.032566557e+01,3.867782338e+01,4.987983284e+01,8.103867308e+01,5.194296692e+01,9.284870651e+01,7.042152922e+01,7.014145819e+01,8.144079522e+01,9.523877581e+01,3.151376671e+01,6.573312020e+01,7.695829871e+01,2.191909491e+01,9.716528455e+01,4.349148409e+01,3.432325049e+01,8.298265719e+01,4.702716856e+01,5.949790300e+01,8.438257094e+01,7.690842846e+01,2.450174507e+00,5.505202291e+01,6.666283215e+01,9.617283778e+01,4.521749991e+01,8.105160121e+01,4.406743738e+01,1.522054571e+01,3.354649754e+01,8.480122353e+01,9.703770992e+00,7.164655450e+01,7.374893031e+01,6.698175273e+01,6.954827222e+01,8.153168341e+01,9.894972831e+00,6.808780577e+01,9.351411493e+01,5.198042184e+01,1.817010341e+01,2.171183387e+01,1.488512112e+00,9.419318745e+01,4.345118843e+01,5.872631963e+01,2.644498387e+00,9.020426782e+01,9.378372980e+01,3.023222076e+01,2.889540888e+01,9.595892001e+01,5.920697445e+01,6.967406767e+01,2.546081637e+00,1.184283512e+01,6.516558221e+01,4.575637155e+01,6.656634417e+01,5.258174371e+01,1.187726807e+01,8.655984914e+01,3.237149389e+01,7.362476660e+01,6.356478689e+01,9.742499434e+01,7.964547838e+01,2.029736317e+01,4.392706380e+01,6.178451973e+01,6.673811382e+01,5.424388915e+00,5.564627941e+01,7.836030520e+01,5.424414638e+01,7.013416125e+01,9.202194241e+01,2.753885596e+01,5.297762383e+01,2.224016557e+01,7.553129126e+01,8.692996307e+01,8.850343092e+00,2.724851978e+01
5.461951206e+01,2.810947722e+01,1.024910710e+01,6.574937053e+01,3.700632534e+01,6.108048262e+01,3.104540841e+01,4.321130392e+01,5.835735543e+01,1.425665280e+01,7.639680101e+01,6.513350650e+01,6.135556166e+01,3.753352257e+01,5.748795103e+01,4.815403206e+01,3.937074907e+01,5.032570364e+01,9.845434366e+01,5.624658474e+01,7.796328082e+01,5.340302487e+01,6.913053886e+01,4.989941186e+01,2.894509878e+01,7.708834627e+01,3.397915905e+01,8.783060181e+01,2.841324861e+00,1.425211039e+01,3.058527086e+01,6.761723350e+01,5.400548743e+01,8.279375141e+01,2.583194010e+01,7.615286813e+01,2.567399570e+01,8.100357519e+01,2.432412118e+01,7.200523954e+00,6.915193781e+01,9.612635106e+00,4.766504765e+01,9.561589636e+01,4.012735798e+01,6.695187559e+01,3.845457186e+01,8.467335838e+01,1.290735586e+01,2.888528959e+01,3.009536060e+01,5.334314002e+01,4.697989394e+01,8.258919324e+00,3.090608964e+01,6.390524189e+01,7.059548771e+01,6.391150951e+01,2.000415124e+01,1.122264456e+00,6.857317096e+01,3.632254102e+01,5.672281208e+01,7.430309927e+01,2.346546573e+01,4.563593594e+01,6.916363363e+01,5.674460994e+01,4.628548256e+01,4.791775285e+01,2.934528402e+00,6.489193696e+01,2.311316665e+01,3.742342025e+01,8.780661792e+00,9.315179422e+01,4.396885895e+01,1.495995561e+01,8.326582518e+00,9.393519099e+01,8.158105896e+01,2.082434523e+01,7.833866934e+00,2.833928442e+01,6.572953713e+01,3.384899705e+01,5.147446597e+01,9.873427570e+01,8.416096004e+01,6.378993965e+01,6.968738911e+01,1.172576226e+01,8.617184703e+01,4.795561443e+01,2.263228801e+00,4.786443306e+00,6.056459427e+01,1.430392961e+01
5.595411431e+01,5.048728637e+01,5.865357937e+01,6.624790091e+01,1.417113887e+01,6.268301128e+00,5.731600960e+01,3.744802426e+01,7.978428315e+01,5.556856195e+01,8.066588174e+01,8.608789238e+01,8.801903648e+01,2.643679057e+01,6.406942567e+01,7.394608327e+00,3.347567626e+01,3.652456784e+01,1.856376517e+01,8.838894498e+01,9.008669539e+01,3.375439537e+01,8.760291763e+01,2.596487230e+01,8.166376359e+01,9.883186992e+00,4.210375338e+01,5.885473054e+01,1.756577165e+00,6.014982426e+01,6.395432605e+01,9.130252171e+01,2.449054134e+01,6.355317425e+01,1.531146593e+01,5.542323343e+01,4.523572704e+01,7.757672662e+01,2.591207856e+01,3.616586439e+01,3.418569543e+00,7.540648018e+01,4.912093920e+01,9.181502477e+01,7.238624723e+01,7.251666921e+01,4.588184083e+01,2.543050408e-01,9.258566374e+01,4.097003572e+01,9.091233675e+01,2.685349000e+01,4.547023763e+00,7.623063040e+01,6.641986183e+01,8.098575474e+01,7.009447833e+01,7.430539469e+01,3.808746591e+01,7.667437794e+01,2.452784289e+01,1.116472786e+00,9.559716087e+01,5.535011931e+01,4.849775403e+01,2.793147113e+01,8.647893230e+01,4.811515395e+01,3.274480179e+01,9.905787750e+01,2.496532930e+01,5.960065020e+01,3.225438080e+01,3.486878722e+01,8.367116749e+01,5.910136437e+00,4.090150871e+01,3.709824368e+01,6.560627243e+00,8.779446799e+01,6.644004556e+01,3.053198214e+01,9.079544771e+01,6.029908341e+01,9.686157215e+00,3.765088184e+01,9.501115365e+01,5.460780743e+01,5.765570643e+01,9.596963928e+01,5.822136806e+01,7.364010974e+01,9.928810439e+01,3.962125037e+01,7.382880526e+01,3.861914472e+01,3.978240476e+01,7.642343726e+01
8.560395907e+01,3.986550014e+01,3.161940305e+01,9.894148626e+01,3.662039227e+01,4.054071895e+01,9.419789423e+01,1.832127894e+01,1.591585624e+00,8.624690564e+01,5.456828411e+01,1.134374702e+01,6.557643761e+00,2.558406308e+01,7.265684179e+01,8.969598693e+01,3.769714040e+01,8.722268059e+00,5.068283829e+01,9.603962178e+00,9.304190285e+01,1.966767878e+00,2.517634718e+00,7.093610427e+01,4.576513377e+00,5.349985974e+01,8.654667677e+01,4.172635103e+01,7.752299623e+01,5.493674633e+01,3.016090788e+01,8.922031961e+00,2.210692681e+01,3.653120100e+01,7.131201862e+01,3.698243230e+00,1.761305863e+01,5.110636617e+00,1.739388268e+01,7.628761237e+01,5.123048610e+01,2.397885076e+01,5.821073810e+01,9.755404974e+01,9.302086629e+01,9.953391998e+01,1.430901514e+01,7.671040576e+01,5.875314706e+01,4.344788374e+01,1.928632444e+01,1.328709586e+00,4.569782434e+01,3.762526174e+01,4.677267685e-01,3.479696540e+00,9.224047850e+01,1.291172183e+01,8.573828232e+01,4.981524419e+01,9.755786737e+01,2.056139354e+01,7.704896915e+01,5.789079283e+01,4.323824661e+01,6.205435088e+00,4.517690546e+01,7.963684500e+01,4.571710496e+01,7.257172831e+01,6.846850081e+01,2.407400765e+01,7.051612890e+01,9.028045122e+01,8.104808162e+01,4.215729025e+01,7.083206852e+01,9.150544884e+01,8.049623174e+01,9.940568062e+01,8.718843533e+01,4.991584237e+01,9.764154041e+01,9.149191285e+01,3.604463582e+01,6.453690382e+01,1.780074522e+01,4.282325163e+01,2.196585238e+01,1.894487671e+01,1.102502157e+01,2.360347165e+01,2.073578621e+01,1.531779823e+01,2.769492336e+01,2.503333112e+00,8.138123686e+01,7.741627670e+01
