v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84
8.308195772e+00,2.603566050e+01,2.832718377e+01,9.598278487e+01,4.343385144e+01,1.643748523e+01,8.299253045e+01,9.744303623e+01,9.860637887e+01,1.740938808e+01,9.911442723e+01,9.357269031e+01,2.550570181e+01,8.262031296e+01,3.508059229e+01,7.997996316e+01,8.471599807e+01,2.831805427e+01,3.095121019e+01,4.983419489e-01,2.684520345e+01,1.065388132e+01,9.145740063e+01,4.195241066e+00,8.754184432e+01,4.444979670e+01,2.288907852e+01,9.120514637e+00,9.013775706e+01,5.504838923e+01,5.660210360e+01,4.288539067e+01,9.593094983e+01,2.147945235e+01,2.177358002e+01,4.817339274e+00,1.891839766e+01,6.712536411e+01,7.332454181e+01,6.426921924e+01,8.395142583e+01,2.208763020e+01,4.971126935e+01,1.725741443e+01,8.981907820e+01,1.459314452e+01,5.571580786e+01,5.464753588e+01,7.974071208e+00,4.106887391e+00,8.301070914e+00,7.973155870e+01,6.453397977e+01,5.793991439e+01,2.838417580e+01,5.942545946e+01,6.006952023e+01,6.305542362e+01,8.958179343e+01,9.633071860e+01,9.403263311e+00,6.674112069e+01,5.149333205e+01,4.091157873e+01,4.715051771e+01,5.005615210e+01,2.453464063e+01,3.101749667e+01,7.359764307e+01,6.897278567e+01,8.309536011e+01,6.971161698e+01,5.445728212e+00,8.318857288e+00,8.573275757e+01,6.464511416e+00,1.606312640e+00,6.434488097e+01,5.996248069e+01,5.031310227e+01,6.031459711e+01,7.772401905e+01,8.447464080e+00,3.010273376e+01
3.173779279e+01,7.670718089e+01,2.682396939e+01,3.963652267e+00,6.507400083e+00,6.415882877e+01,4.202929527e+01,2.423121803e+01,1.502042964e+00,6.866547969e+00,7.847727840e+01,9.698184919e+01,4.182277877e+01,8.829518183e+01,2.848355811e+01,1.455293452e+00,1.903637088e+01,9.180468621e+01,1.496552948e+00,1.934769029e+01,3.496886270e+01,8.882573468e+01,5.351486162e+01,5.293713280e+01,4.345949320e+01,5.009295627e+01,7.678059008e+01,5.560824039e+01,1.614999083e+01,4.391682070e+01,2.603097029e+01,3.942123311e+01,2.833726986e+01,6.983568857e+01,5.786999861e+01,1.627777048e+01,6.781342660e+01,8.852621211e+01,4.052612255e+01,8.940117665e+01,8.837361463e+01,8.487260098e+01,3.985195018e+01,8.907642184e+01,1.331068270e+01,1.257868583e+01,2.762573210e+01,3.361335780e+01,7.832560770e+01,8.699636951e+01,7.597410776e+01,3.020492648e+01,1.504517897e+01,5.239647161e+01,8.393253806e+01,1.039046906e+00,5.332206158e+01,9.036196112e+01,4.297225109e+01,5.031126162e+01,2.207477254e+01,1.717550914e+00,4.849828291e+01,8.687924431e+01,7.921661382e+01,6.991739490e+01,1.841791857e+00,1.848638923e+01,7.847587736e+00,4.981162139e+01,2.046552089e+01,1.532970746e+01,2.295105578e+01,5.317418574e+01,6.505001595e+01,2.927375956e+01,4.893167554e+01,9.130311813e+00,2.407948568e+01,2.081171699e+01,9.778540020e+01,7.159278920e+01,8.284132286e+01,1.714713009e+01
2.824044421e+01,4.529320859e+01,8.540256916e+01,3.106425743e+01,6.674087353e+01,6.992873826e+01,8.277886616e+01,1.659029502e+01,3.461624832e+01,2.131513561e+01,1.431890945e+01,5.860235874e+01,5.685529037e+01,1.452081694e+01,6.564352218e+01,8.773602243e+01,4.812590209e+01,8.736057002e+01,3.665652832e+01,5.102571685e+01,3.780520095e+01,2.350499594e+01,7.369124997e+01,7.572498001e+01,5.579082895e+01,9.981256035e+01,8.984478384e+01,8.612501762e+01,3.536375889e+01,7.897722267e+01,1.743945061e+01,8.815990684e+01,4.183076443e+01,8.640851012e+01,6.241413860e+01,3.821983889e+01,8.161259130e+00,9.311343182e+01,7.598872092e+01,5.951303608e+01,8.300934240e+01,5.430289853e+01,7.151842929e+00,5.017077742e+01,5.137388872e+01,9.405251207e+01,5.685947540e+01,1.456366294e+01,5.612489887e+01,9.477736778e+01,1.948553068e+01,5.650049487e+01,4.542665743e+01,9.844181215e+00,8.343579938e+00,6.603879285e+01,8.236044191e+01,3.543897190e+01,8.064469833e+01,8.358905123e+01,1.200296144e+01,6.713891543e+01,5.318205362e+01,9.569854081e+00,7.033505864e+01,9.476878817e+01,2.172429959e+01,7.957504014e+01,7.450861608e+01,6.674164001e+01,1.498560507e+01,8.711582954e+01,8.704853536e+01,2.553558047e+01,3.902485881e+00,4.661357842e+01,1.843662302e+01,8.228692357e+00,1.085594168e+01,6.682864028e+01,5.590784052e+01,1.480434953e+01,1.614341931e+01,8.954819650e+01
6.104583511e+01,4.074968261e+01,8.901183760e+01,7.976026737e+01,3.532713448e+01,9.828641476e+01,1.327063072e+01,2.553012354e+01,5.322505344e+01,8.453744704e+01,6.054242921e+01,2.091513980e+01,8.533781055e+01,2.907755356e+01,6.297078742e+01,2.904818167e+01,4.308876294e+01,6.018442562e+01,3.177049415e+00,5.847911727e+01,8.123583275e+01,9.327877181e+01,2.274694326e+01,8.966598823e+01,3.859106039e+01,8.182152568e+01,8.452511662e+01,6.010928337e+01,9.462218838e+01,8.164067242e+01,1.857475402e+01,7.119790132e+01,4.668920604e+01,7.238152492e+00,6.035897920e+01,1.978806980e+01,8.486949921e+01,4.341507931e+01,3.939125073e+01,1.750945387e+01,2.499395223e-01,6.221516082e+00,3.780805842e+01,5.866725908e+01,4.483597665e+01,4.911876356e+01,7.726325220e+00,5.837216123e+01,9.109199141e+01,6.044201450e+01,6.146435137e+01,1.538379072e+01,9.078222606e+00,3.501003402e+01,4.363079666e+01,5.021350960e+01,7.835644330e+01,4.155136507e+01,6.600571002e+01,2.903823978e+01,9.730314654e+01,6.127434066e+01,6.193219459e+01,4.271242021e+01,6.020706227e+01,5.805729628e+01,7.987677182e+01,6.003060345e+00,6.197608653e+01,8.482767630e+01,1.408414448e+01,1.623883388e+01,7.758182905e+01,9.898279588e+01,1.121536914e+01,2.473002933e+01,5.994343229e+01,6.049825881e+01,5.993200976e+00,9.271327835e+01,2.889161364e+01,4.021193623e+01,2.568092414e+01,8.467158289e+01
5.694748508e+01,1.993080604e+01,3.400790541e+01,1.556299793e+01,3.182629412e+01,6.420062271e+01,1.158042852e+01,1.807114841e+01,2.046052837e+01,3.834690568e+01,3.400728023e+01,7.917732284e+01,1.112372243e+01,2.823230312e+01,7.324511075e+01,2.378213938e+01,6.218372888e+01,8.926715555e+01,6.014093223e+01,2.414654205e+01,3.773709800e+01,5.488014489e+01,6.245638527e+01,9.135062056e+01,9.074605890e+01,4.885962290e+00,6.981395745e+01,5.281290224e+01,3.505517386e+01,7.550761608e+01,3.348907821e+01,5.955352029e+01,9.610910600e+01,5.458323575e+01,9.218616925e+01,2.008023039e+01,9.359819653e+01,5.665689040e+01,3.741388029e+00,9.981133587e+01,6.423412512e+01,5.378183693e+00,5.164926891e+01,6.390728107e+01,3.621104063e+00,2.330730906e+01,6.477231513e+00,3.976824483e+01,2.136422122e+01,6.833443544e+01,3.890220038e+01,6.079913634e+01,3.998027183e+01,1.990610825e+01,6.395214245e+01,9.515223026e+01,5.901105477e+01,1.901467317e+01,4.156785315e+01,6.650229288e+01,9.558859747e+01,1.856414773e+01,1.337467334e+01,5.286455702e+00,3.548279105e+00,8.944207965e+01,9.894880132e+01,6.243591944e+01,9.030503713e+01,4.187792137e+01,4.624313067e+01,9.251773080e+01,6.087046785e+01,1.576633024e+01,3.341077737e+01,7.373592008e+01,6.957476931e+01,4.760750671e+01,5.364030351e+01,5.157861759e+01,1.616102262e+01,8.464696232e+01,8.787438708e+01,5.136037880e+01
2.005971833e+01,1.734283382e+01,3.101538475e+01,2.824483747e+00,7.679543941e+01,8.730255284e+01,3.823703716e+01,8.715785561e+01,1.410906253e+01,3.703748173e+01,3.759411449e+01,2.202314988e+01,6.135740267e+00,3.036275099e+01,8.370076767e+01,2.752376178e+00,3.352839022e+00,5.249678168e+00,7.797870031e+00,7.927538587e+01,4.829474396e+01,7.573373425e+01,2.453797292e+01,5.515863356e+01,4.112800676e+01,8.547329137e+01,4.504324641e+01,6.444356351e+01,1.261334362e+00,8.791858254e+01,7.512942712e+01,2.013538489e+01,4.131750688e+01,4.037113547e+01,7.108386215e+01,2.455492155e+01,6.327976402e+01,8.110590123e+01,7.225305008e+01,6.548367114e+01,8.351360683e+01,5.969583583e+01,5.885800334e+01,4.524542289e+00,9.166801429e+01,6.909380362e+01,5.710844242e+01,6.338359380e+01,3.924653915e+01,5.214453896e+01,3.653762948e+01,2.147219528e+01,4.425822684e+01,1.129619115e+01,1.376738198e+01,2.357492375e+01,2.486156478e+01,8.020418803e+00,6.011748197e+01,3.636938447e+01,2.575548280e+01,4.879638965e+01,4.002875434e+01,7.316824992e+01,9.103716360e+01,3.076215812e+01,1.218858898e+00,3.737540666e+01,5.080028252e+01,6.928236206e+01,9.279426219e+01,9.645044163e+01,8.808828472e+00,9.939490486e+01,1.669834411e+01,8.878878109e+01,1.609394959e+01,2.088532313e+01,9.099305064e+01,2.924432244e+01,1.841969691e+00,1.100335082e+01,2.846930702e+01,6.713864155e+01
8.518265840e+01,5.148407609e+01,9.119292229e+01,8.735828604e+00,3.022338091e+01,8.618181818e+00,2.671484959e+01,5.525971022e+00,1.095748892e+01,1.825955519e+00,4.303194213e+01,5.247860748e+01,8.574697202e+01,7.008848304e+01,5.386610865e+01,4.462926893e+01,4.745007429e+01,8.714984914e+01,4.439075551e+01,7.672635367e+01,1.096030118e+01,5.072770098e+01,3.773695333e+01,3.621235747e+01,7.132809107e+01,3.159224919e+01,5.098055943e+00,6.430160900e+01,7.899392626e+01,4.084763970e+01,6.690540806e+01,6.752313984e+01,6.459654376e+01,1.981663062e+01,5.978873885e+01,1.838948511e+01,2.319441565e+01,7.452837346e+01,3.268826602e+01,5.003255160e+01,9.224430482e+01,4.257582709e+01,7.951327774e+01,1.411792645e+01,3.830123597e+01,3.905488402e+01,1.674816399e+01,7.279406322e+01,8.432821291e+01,7.663383542e+01,5.059330121e+01,4.125226974e+01,2.916411078e+01,4.452089821e+00,9.205203122e+01,7.045738594e+01,4.115952129e+01,4.362809807e+01,5.371142834e+01,7.776702165e+00,6.557887128e+00,2.712573709e+01,1.965569303e+00,9.162908961e+01,9.384950543e+01,1.900148612e+01,1.977827509e+01,5.148667013e+01,2.928270946e+00,3.757800753e+01,5.911585343e+00,2.468394232e+01,7.407543332e+01,4.078323119e+01,4.096675753e+01,1.112159170e+01,1.854560696e+01,7.264110814e+01,5.425746193e+01,3.760282799e+01,4.029837884e+01,3.004653133e+01,6.761844906e+01,2.551831485e+01
8.188415403e+01,7.151352225e+01,2.697232438e+01,5.055874415e+01,1.019878528e+01,7.659520896e+01,8.958101957e+01,5.737780593e+00,5.530358846e+01,4.719630661e+01,9.518660738e+01,1.636912043e+01,9.632066069e-01,1.856189971e+01,4.850870424e+01,5.577019013e+01,1.124960672e+01,7.930643708e+01,2.656987051e+01,6.909370858e+01,2.758139284e+01,5.749270939e+01,3.817456918e+00,4.834233887e+01,8.293044378e+01,6.745652449e+01,8.668352107e+01,1.364913964e+01,6.453008466e+01,4.155960941e+01,3.577051932e+01,9.809995039e+01,9.119226033e+01,7.861184839e+01,4.045974149e+00,3.087303131e+01,9.582692538e+01,7.056861034e+01,4.549452009e+00,4.096794566e+01,7.552962996e+01,5.186789656e+01,1.477529627e+00,4.487368795e+01,2.783124135e+01,6.913811607e+01,9.093588585e+01,4.903687146e+00,4.294771968e+01,4.436783234e+01,1.407665348e+01,2.549709118e+01,4.696603056e+01,2.697840513e+00,1.807942647e+01,6.979830139e+00,4.366069176e+01,9.415601786e+01,8.676149861e+01,7.313826917e+01,6.442039142e+01,3.179118108e+01,7.515545306e+01,3.958012038e+01,6.686641320e+01,2.602549092e+01,6.190456693e+01,8.271750734e+01,9.581019298e+01,9.999548317e+01,1.174297128e+01,6.259677662e+01,1.916331780e+01,9.495662461e+01,5.460822719e+01,8.398417313e+00,2.184030949e+01,3.716439742e+01,1.668224807e+01,3.295233544e+01,3.153699787e+01,2.294358381e+01,4.611545865e+01,8.671498294e+01
5.107750418e+01,4.337207988e+01,3.768262435e+01,9.036631514e+00,4.186663950e+01,9.139782017e+01,1.050385659e-01,4.921161298e+01,7.264675057e+01,4.302630215e+01,9.836379324e-01,5.130327023e+01,9.674857416e+01,5.518311777e+01,7.132415396e+01,3.885373499e+01,5.528492189e+01,6.752610033e+01,3.899550032e+01,9.532715819e+01,4.365816483e+01,9.104060166e+01,5.657967489e+01,5.913169643e+01,5.474796732e+01,5.234275594e+01,6.810183716e+01,3.256309561e+01,9.545316356e+00,1.313816353e+01,4.349139553e+01,8.433399639e+01,6.714181843e+01,4.872239946e+01,1.349363018e+01,2.182299343e+01,1.931083686e+00,3.651436772e+01,2.427320992e+01,3.790700476e+01,8.561730189e+01,9.371257603e+01,5.252180577e+01,9.228180246e+01,2.117445171e+01,1.729531717e+01,5.503005114e+01,7.895967189e+00,5.339279128e+01,4.331187459e+00,6.848991651e+01,3.179894982e+01,5.762188360e+01,2.756527339e+01,8.985461542e+01,6.548883437e-01,3.989993408e+01,5.850231003e+01,8.054056134e+00,4.329502605e+01,6.870287045e+01,5.801785110e+00,9.513685690e+01,8.723261503e+01,1.766264779e+01,8.066663839e+01,1.946025143e+01,5.812416876e+01,3.641069960e+01,6.093044125e+01,7.159363563e+01,3.702904811e+01,4.583626146e+00,2.479470315e+01,9.718601698e+01,1.124032744e+01,1.540067417e+01,6.192357183e+00,3.966767054e+01,1.233370555e+00,4.399666128e+01,2.908708517e+01,4.514453275e+01,8.527313068e+01
4.871330520e+00,8.259232445e+01,1.509547379e+00,6.948371646e+01,6.995077799e+01,2.335591549e+01,7.896006311e+01,6.570404261e+01,5.344211285e+01,4.605174383e+01,3.376071369e+01,2.724582242e+01,3.174757230e+01,7.021396699e+01,9.364980238e+01,9.168857963e+00,1.353364648e+01,4.315488817e+01,8.558200359e+00,4.452046798e+01,6.520380460e+01,4.074284764e+01,9.192111475e+01,1.381591761e+01,5.541803435e+01,5.791447790e+01,5.915996442e+01,8.376149801e+01,8.352866409e+01,2.346836845e+01,6.886779782e+01,1.255628641e+01,9.944308821e+01,2.533134235e+01,7.313640329e+01,8.979844437e+00,6.294169601e+01,8.372132545e+01,2.015549527e+01,1.835815464e+01,9.430829798e+01,1.620974148e+01,8.957750219e+01,6.673558113e+01,4.700788853e+01,4.043113542e+01,1.714675999e+01,5.265947015e+01,2.691760429e+01,3.404348883e+00,9.408934384e+01,1.500045253e+01,1.850685203e+01,2.480451686e+01,5.829773615e+01,7.393324829e+01,9.221033092e+01,5.005019529e+01,9.436747924e+01,1.066607586e+01,6.377641908e+01,2.527033993e+01,5.072277915e+01,4.866550208e+01,6.774507314e+01,6.620564945e+01,8.971917610e+01,7.331156606e+01,6.418839920e+01,5.570051662e+01,1.091932966e+01,4.930228434e+01,4.027246165e+01,9.277667943e+01,2.814341807e+01,5.204136052e+01,8.072957579e+01,1.627569156e+01,2.545034004e+01,3.612630159e+01,9.692196130e+01,1.092311392e+01,1.150412789e+00,8.510641514e+01
2.936948982e+01,6.049158706e+01,2.716742558e+01,2.033046662e+01,3.662726211e+01,4.006784858e+01,4.704212378e+01,7.209971539e+01,6.333325105e+01,2.657710914e+01,1.038513260e+01,5.691732652e+01,3.430068394e+01,2.135501758e+01,5.575013035e+01,4.130428807e+01,4.123867593e+01,4.307474895e+01,6.017594981e+00,8.607196184e+01,2.095312149e+01,9.530648747e+01,5.005444911e+01,5.355074740e+01,9.220924172e+01,5.691342175e+01,1.407329427e+01,5.209377223e+01,5.261894746e+01,3.513775128e+01,9.644271154e+01,7.176612939e+00,1.977297972e+01,5.504071724e+01,2.672032247e+01,5.102842362e+01,7.449425253e+01,4.399659274e+01,4.723554313e+01,6.719924429e+01,9.911109993e+00,7.968935039e+01,3.593290045e+01,9.029566130e+01,9.763878802e+01,5.001253058e+01,7.202832196e+01,4.876276625e+00,5.251953959e+01,9.630549510e+01,8.468848622e+01,2.466833646e+01,9.024053783e+01,3.903980513e+01,1.138087680e+01,3.388978483e+01,7.236727598e+01,5.177054708e+01,5.204798187e+01,9.449405874e+01,1.227860862e+01,1.652203599e+01,9.336659640e+01,6.645520592e+00,7.240464482e+01,3.378190375e+01,4.366138465e+01,5.091160041e+00,9.674473378e+01,1.252706676e+01,8.523025713e+01,6.374311104e+00,5.820740873e+01,2.158679589e+01,3.344148912e+00,1.221944077e+01,2.882714110e+01,1.068788115e+01,1.867661799e+01,4.228049212e+01,5.822102340e+01,6.351499827e+01,1.326805527e+01,6.944645274e+01
8.130265998e+01,7.455903238e+01,9.354257791e+01,7.096872338e+01,7.323208262e+01,6.495591290e+01,2.190900295e+01,8.444261303e+01,1.355575252e+01,9.176996701e+01,6.498030525e+01,4.349297552e+01,4.816153799e+01,9.595466791e+01,3.464211253e+01,1.655266786e+01,5.211021596e+01,4.902663130e+01,1.942613493e+01,3.508013709e+00,5.574028484e+00,9.748226436e+01,7.030274969e+00,6.191326583e+01,8.127280792e+01,3.675290730e+01,3.733890870e+01,2.734564564e+01,5.106091500e+01,9.688235787e+01,1.311810697e+01,7.270398425e+01,3.781850236e+01,5.165056875e+01,3.140098507e+01,4.779187591e+01,7.702551194e+01,4.052659800e+01,8.713229948e+01,6.154287006e+01,3.867938405e+01,2.833224523e+01,3.349154110e+01,9.287099296e+01,7.421648688e+01,9.052682073e+01,6.967832582e+01,8.466112338e+01,7.696055619e+01,3.492674074e+01,3.343034834e+01,1.189917591e+01,6.371038216e+01,7.422130712e+01,4.587128574e+01,5.459199028e+01,9.554316419e+01,8.100345769e+01,4.710511809e+01,9.057897251e+01,1.992826156e+01,8.964627785e+01,1.900663129e+01,2.766540528e+01,3.672606579e+01,6.642048500e+00,2.867162618e+01,4.779332549e+01,4.869448982e+01,5.198104212e+00,4.110259229e+01,6.050355090e+01,5.553426696e+01,5.644587476e+01,8.831285876e+01,3.987336061e+01,1.446301615e+01,6.123571934e+01,1.291943407e+01,8.435090319e+01,7.119886383e+00,3.635174300e+01,7.293861110e+01,9.574116882e+01
9.439114724e+01,3.191395377e+01,5.631292619e+01,3.531121860e+01,4.865674293e+01,8.757754336e+01,1.039449216e+00,6.185305384e+01,2.551385556e+01,2.368061344e+01,7.872038049e+01,1.351160290e+01,7.029266878e+00,1.519356982e+01,3.802857464e+01,4.006251595e+00,6.305391968e+01,7.353485661e+01,8.295847465e+01,3.658739195e+01,4.252475655e+01,4.718302107e+01,4.213901259e+01,9.147654997e+01,9.242498098e+01,8.810805862e+01,8.478406430e+01,1.409679365e+01,7.823643919e+01,9.233470726e+01,1.348597935e+01,6.148708512e+01,8.390309792e+01,7.995349310e+01,9.641501572e+01,7.488534489e+01,4.211161240e+01,8.975827373e+01,6.530279936e+00,2.349417017e+01,8.693041712e+00,3.063366451e+01,6.157022185e+01,9.942524001e+01,5.124240610e+01,5.103843706e+01,3.057600815e+01,8.069455238e+01,8.630785101e+01,7.431523197e+01,3.650638566e+00,6.718403080e+01,9.195534468e+01,1.873019280e+00,6.998045817e+01,4.992093721e+01,3.212534208e+01,1.085850863e+00,3.131273100e+00,8.156877967e+01,9.224354097e+01,6.772750744e+01,5.194990097e+01,5.246157629e+01,8.490190272e+01,5.468364954e+01,6.770679843e+01,8.978082713e+01,5.643326527e+01,7.747474421e+01,6.402448805e+01,1.155596023e+01,6.281059802e+01,3.853780226e+01,4.854659393e+01,6.026642643e+01,3.379142507e+01,6.783925183e+01,7.047733825e+01,9.616978291e+01,9.035282603e+01,2.043914380e+01,2.773681937e+00,6.796312186e+01
9.379030406e+01,9.951468011e+01,8.139558574e+01,3.273314903e+01,2.738201932e+01,9.014556304e+01,3.104233359e+01,9.587483136e+01,9.280532081e+01,8.982936488e+01,7.349692380e+01,4.918120860e+00,4.495890604e+01,5.520439697e+01,1.515239887e+01,3.732447002e+01,7.591788843e+01,4.560831923e+01,2.837268467e+00,9.555825758e+01,3.834940038e+01,8.249187795e+01,7.698229658e+01,8.141880361e+01,9.202099776e+01,6.461046709e+01,9.783017710e+01,7.352635430e+01,4.320050577e+01,5.447468316e+01,2.903067722e+01,4.870772017e+00,5.600981759e+01,3.282876019e+01,2.335193703e+01,8.460227459e+01,6.599692199e+01,2.233015906e+01,6.037499015e+01,2.922988001e+01,5.937581499e+01,5.810914705e+01,7.185200713e+01,2.980960982e+01,5.179032992e+01,7.558295393e+01,5.229957997e+01,5.448521897e+01,2.683103648e+01,1.710328314e+01,6.106905336e+01,9.665828141e+00,7.292440669e+01,5.817498323e+01,5.233628591e+01,8.153800772e+01,1.206203156e+01,6.705023789e+01,9.186640609e+01,5.726546845e+01,2.213911979e+01,2.372975589e+01,8.290525656e+01,5.147711601e+01,4.679438798e+01,5.418814148e+01,1.328401186e+01,9.758767557e+01,3.741415989e+01,7.361787911e+01,2.033065618e+01,9.899276179e+01,3.446258229e+01,9.729848870e+01,6.001878539e+01,4.134257183e+01,4.188218691e+01,6.606219779e+00,9.442937286e+01,4.924882895e+01,2.742611262e+01,6.764127113e+01,3.639855601e+01,6.816412598e+01
6.765324692e+01,8.118277741e+00,5.540229090e+01,5.614363702e+00,1.792444399e+01,9.893569694e+01,8.983725716e+01,2.435313875e+01,7.740276564e+01,3.894549395e+01,6.064031851e+01,2.682560582e-02,9.054403344e+01,3.708437927e+01,3.502356234e-01,4.044048764e+01,2.538254406e+00,7.200884947e+01,8.204443558e+01,1.631259399e+01,3.073723607e+01,3.354806860e+01,6.599789572e+00,6.398568426e+01,4.636670353e+01,7.108722760e+01,7.892254807e+01,5.363617845e+00,7.712568799e+01,4.543065725e+01,8.759820921e+01,2.638028448e+01,5.028554134e+01,9.342515913e+01,9.841407898e+01,9.926039534e+01,7.100715312e+01,2.378130563e+01,2.348612943e+01,1.153952307e+01,9.234468500e+01,6.082917796e+01,1.982426238e+00,7.601167787e+00,9.473638860e+01,7.418386316e+01,5.632961908e+01,2.483167616e+01,2.146338993e+01,8.483010071e+01,1.907708287e+00,7.554879802e+01,3.442029913e+01,7.168887158e+01,5.065585638e+01,5.121655547e+00,8.579201142e+01,6.723771326e+01,5.314937332e+01,2.728929508e+01,7.132602406e+01,2.724215136e+01,9.268486075e+01,2.853598267e+01,1.614326884e+01,4.090970179e+01,2.579502367e+00,5.571144827e+01,7.648221285e+01,7.982898214e+01,6.503093787e+00,1.959562625e+00,8.137598954e+01,9.597219921e+01,2.720133782e+01,7.924002685e+01,9.311275390e+00,7.842037496e+01,4.363978177e+01,8.603825479e+00,5.912981568e+01,8.920827921e+01,1.298186604e+01,2.886990513e+01
1.474122290e+01,7.798187603e+01,1.936476709e+01,1.330915047e+01,8.239346065e+01,3.477327600e+01,7.371283434e+01,6.317209461e+01,8.560254529e+01,5.347540968e+01,2.599245888e+01,1.494092099e-01,2.661359431e+01,8.888119331e+01,9.277303659e+01,8.824815819e+01,9.715349651e+01,7.457479172e+01,8.075666220e+01,5.078687013e+01,5.830982994e+00,9.386402213e+01,5.278276097e+01,7.805221876e+01,6.645596796e+01,6.932783971e+01,6.152135761e+01,7.859161374e+01,6.258412603e+01,5.432650181e+01,9.773122885e+00,2.967880621e+01,5.851930452e+01,5.177997851e+01,2.106627762e+01,8.092251867e+01,7.907981583e+01,7.188338815e+00,3.633189554e+01,5.846021105e+00,9.663769140e+01,5.025192105e+01,3.123660309e+00,6.357136081e+01,8.502010424e+01,2.438623314e+00,7.967527738e+01,5.993648011e+01,8.904234821e+01,1.207156448e+01,4.290803850e+01,5.218296312e+01,3.485914113e+01,7.272041859e+00,6.982110885e+01,8.440948297e+01,9.844219756e+00,8.497053143e+01,9.457287312e+01,4.467431246e+01,5.726243524e+01,7.658699497e+01,2.076122857e+00,8.041525268e+01,7.385605129e+01,9.604032588e+01,2.787191529e+01,5.481078673e+01,4.291877907e+01,2.028482848e+01,8.351775087e+01,3.012210523e+01,3.296025616e+00,6.658829942e+01,8.655336176e+01,6.963166357e+01,2.086706351e+01,7.308289922e+01,5.494276181e+01,7.233670504e+01,1.050914719e+01,1.702082589e+01,8.058816876e+01,2.961567312e-01
6.644282011e+01,2.150560957e-01,9.294306862e+01,7.355020111e+01,1.519646421e+00,9.173289859e+01,3.439209269e+01,5.364949378e+01,4.972405027e+01,4.412883763e+01,8.304153691e+01,2.828125748e+01,7.819773681e+01,9.134646661e+01,7.388113991e+01,4.242109769e+01,4.591903499e+01,4.601061718e+01,6.403180509e+01,5.837399258e+01,5.446780513e+01,9.938669574e+01,4.054798381e+01,4.992747180e+01,6.736384743e+01,1.243803760e+01,3.909260426e+00,4.605314760e+00,6.751173021e+01,2.086884471e+01,9.322257310e+00,4.082743890e+01,9.548243361e+01,3.266654370e+01,7.191163580e+01,7.156142000e+00,5.870919627e+01,5.697475360e+01,8.034437865e+01,1.631469176e+01,4.270533432e+01,4.423606957e+01,3.438258782e+01,5.369259662e+01,7.080732119e+01,5.169732259e+01,1.340442578e+01,4.110392165e+01,5.447393930e+01,8.291165680e+01,1.913878025e+01,6.928070202e+01,1.848111977e+00,5.086269760e+01,2.147401446e+01,7.897709699e+01,6.556514713e+01,5.506918951e+00,3.547691094e+01,9.465116617e+01,4.882217111e+01,2.738668228e+01,8.533145713e+01,8.890629007e+00,9.014800872e+01,5.245481374e+01,2.082698960e+01,3.747004897e+01,6.970727617e+01,7.525973049e+01,7.544347088e+01,7.835891126e+01,8.753006419e+00,1.491903303e+01,1.687148634e+01,1.967393050e+00,7.113705251e+01,7.459253642e+01,1.748279234e+01,2.909142105e+01,1.803894686e+01,8.326486120e+01,2.319060030e+00,3.316737726e+01
1.789667132e+01,2.642487133e+01,6.841780480e+01,6.646587257e+01,5.889658442e+01,3.592505594e+01,9.493786192e+01,5.305080851e+01,6.480863193e+01,8.375958902e+01,8.465463163e+01,9.148540385e+01,7.704900971e+01,3.495575527e+01,7.075401954e+01,4.735893940e+01,2.285590127e+01,6.396462897e+01,3.995268761e+01,6.667822879e+01,4.568831132e+01,4.994251039e+01,4.281939089e+01,8.912876612e+01,8.818933919e+01,2.460191277e+01,1.847373390e+01,2.595633752e+01,6.811956100e+01,4.528751649e-01,8.992048898e+01,5.075255798e+01,4.993797880e+01,9.764984014e+01,2.306301886e+01,6.385438677e+01,7.217366964e+01,9.223631609e+00,9.979662165e+01,7.109275317e+01,6.395326218e+01,2.421124019e+01,9.715314922e+01,9.314071369e+01,3.324055789e+00,7.882297776e+00,3.658433165e-02,8.758289983e+01,2.617106537e+01,9.564636667e+00,3.540448889e+01,4.683833983e+01,4.154021744e+01,8.779059525e+01,5.073374569e+00,8.891437772e+01,8.901056530e+01,9.550030674e+01,9.042292668e+01,8.848749148e+01,3.522991718e+01,9.823485446e+00,6.656426676e+01,9.702205893e+01,9.143787899e+01,1.540058845e+01,6.336483026e+01,2.021648558e+01,5.236291550e+01,3.310705263e+00,3.898546565e+01,6.388034333e+01,6.125096733e+01,8.039975511e+00,4.270704668e+01,9.330821065e+01,3.534543896e+01,1.259387518e+01,2.392097005e+01,5.619968365e+01,9.104197371e+01,6.721950718e+01,4.259547755e+01,2.807327201e+01
