v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76
5.885642717e+01,6.618435960e+01,4.684421523e+01,8.997713340e+01,2.302871433e+01,3.578287564e+01,8.649438435e+01,2.833703916e+00,1.573765988e+01,7.428007953e+01,2.922890261e+01,8.713615422e+01,4.911471415e+01,3.092751558e+01,3.781497480e+01,4.485625070e+01,9.519228682e+01,6.748687953e+01,6.071890995e+01,6.698223167e+00,6.613661154e+01,7.704157863e+00,3.230649605e+01,6.669231823e+01,3.303902783e+00,9.033826935e+01,5.232332144e+01,5.174678876e+01,4.089465371e+00,2.017618296e+01,5.513656628e+01,7.917169817e+00,5.616487851e+01,9.248748397e+01,3.946208667e-01,6.556784131e+01,1.575919073e+01,9.615174003e+00,6.490604439e+01,5.065944117e+01,8.399417431e+01,5.949486592e+00,8.313892361e+01,1.624670858e+00,7.094023526e+01,2.791285407e+01,1.227832392e+01,2.018371550e+01,3.310016914e+00,1.246054013e+01,3.968717325e+01,3.716907264e+01,1.239960512e+01,9.870035362e+01,6.726837258e+01,8.060483721e+01,5.455342260e+01,9.799141836e+01,9.970020481e+00,4.989209860e-01,4.593468317e+01,1.331902938e+01,1.046571558e+01,2.586864091e+01,5.340720438e+01,1.285487111e+01,4.536261300e+01,7.684666159e+01,5.050674046e+01,3.635942917e+01,5.530130669e+01,8.812106412e+01,8.976494320e+01,6.172457958e+01,8.921344235e+01,2.388896925e+01
9.485200183e+01,7.353243857e+01,6.796549370e+01,6.236917076e+01,1.748861371e+00,1.731826667e+01,2.986147795e+01,1.417640305e+01,2.703392884e+01,9.026094940e+01,9.530068154e+00,9.897939763e+01,5.244849418e+01,4.362768433e+01,8.636731769e+01,6.055420771e+01,7.949698983e+01,2.095675514e+01,6.731982032e+01,9.037352635e+01,5.408089228e+01,5.146172154e+01,4.388099108e+00,5.713686806e+01,4.421966550e+00,2.709058402e+01,9.295361908e+01,5.904191871e+01,2.303249131e+01,1.076572020e+01,4.772275647e+01,4.489048615e+01,4.246958450e+01,9.086445198e+01,2.504583173e+01,6.539560970e+01,7.719946028e+01,7.018320831e+01,2.691555796e+01,2.809889149e+01,5.697172606e+01,4.513487154e+01,8.358947939e+01,8.125160866e+01,6.296090187e+00,3.469251927e+01,4.855747012e+00,6.196624823e+01,1.931273622e+01,1.753028734e+01,6.976533350e+01,2.527696597e+01,3.444053939e+01,8.793252571e+01,3.777743471e+00,1.941784349e+00,7.714636124e+01,8.427279282e+01,7.574448683e+00,6.640251580e+00,1.264897282e+00,5.055683192e+00,7.479510086e+01,8.398926435e+01,7.761981891e+01,4.104568765e+00,2.537482156e+01,8.054537420e+01,2.805446488e+01,8.204609944e+01,1.440716227e+01,4.057473783e+01,3.121107663e+01,8.415850599e+01,1.751235461e+01,3.874845527e+01
6.346919828e+01,2.630884062e+01,3.440070512e+01,1.297569966e+01,4.967280280e+00,1.928907501e+01,2.227027473e+01,1.748810663e+01,6.515768806e+01,7.340323712e+01,6.673004509e+01,2.904787281e+01,1.934715223e+01,7.398120376e+01,2.559212314e+00,3.257557268e+01,1.868472668e+01,9.979328302e+01,4.727114645e+01,3.630142819e+01,5.686631067e+01,8.288895618e+00,1.193754948e+01,7.260673632e+01,8.419662314e+01,9.768553237e+01,4.311173017e+01,6.151915617e+01,1.286304490e+01,3.046325017e+01,2.262065584e+01,1.760413701e+01,5.456132495e+01,4.965067974e+01,3.782171162e+01,9.262746956e+01,6.488205764e+01,1.021811057e+01,1.444047706e+01,4.515581972e+00,7.767313080e+01,2.337421441e+01,2.852841567e+01,7.709992115e+01,4.637424569e+01,5.727607591e+00,1.982742529e+00,7.741874091e+01,9.039114554e+01,6.909583756e+01,3.744402108e+01,2.645248745e+01,1.405139945e+01,5.296343878e+01,8.408410791e+01,3.179018426e+01,5.742294438e+01,5.020641288e+01,7.881264352e+01,2.014400755e+01,4.481171336e+01,5.639697863e+01,8.921216569e+01,7.239528459e+01,9.279462993e+01,5.112354108e+01,9.500127256e+01,3.774798830e+01,9.855654322e+01,2.192423827e+01,5.128180422e+01,4.787902802e+01,8.446726429e+01,1.032176809e+00,3.290863419e+01,7.786490638e+01
4.399185735e+01,6.202153826e+01,1.530056268e+01,5.121791402e+01,5.693088805e+01,8.815926929e+01,2.251040065e+01,3.035407288e+01,2.727107444e+01,6.102998672e+00,4.964037788e+01,9.302811080e+01,9.395578962e+01,1.578841045e+01,6.130386591e+01,7.458723007e+01,1.376047051e+01,2.328658672e+01,1.301686508e+01,8.458399955e+01,9.331297901e+01,1.116892517e+01,3.087156492e+01,9.568043674e+01,6.429877400e+00,7.238896263e+01,6.793313441e+01,8.248346505e+01,3.818747722e+01,1.392114616e+00,8.158256243e+00,7.381830900e+01,8.710788767e+01,6.613553427e+01,3.067934145e+01,5.155738861e+01,1.388104293e+01,1.324320839e+01,2.582855728e+01,1.781221623e+01,6.805758858e+01,4.235801963e+01,3.006956161e+01,7.158654479e+01,6.109432538e+00,1.402032199e+01,8.657776386e+01,8.360177497e+01,4.589865654e+01,2.115936174e+01,8.254642407e+01,8.137064506e+01,8.389562067e+01,5.056601987e+01,9.660983883e+01,3.814442011e+01,6.627673956e+00,7.314106172e+01,1.349805893e+01,3.472200225e+01,5.875575987e+01,4.313335061e-01,2.107618022e+01,9.063667199e+01,4.338218328e+00,4.876969989e+01,1.883576388e+01,9.570993907e+01,4.382755545e+01,2.063878265e+01,5.390507475e+01,8.037722489e+01,9.144265286e+01,6.732649238e+01,5.951291086e+01,4.703174438e+01
5.561322112e+01,5.317517577e+01,8.755114535e+01,9.833138807e+00,8.579879704e+00,4.911051653e+01,6.935998429e+01,6.136500274e+01,8.426284024e+01,8.193485330e+01,9.904224616e-01,8.630112265e+01,9.785561806e+01,4.993262649e+01,3.712628848e+01,3.988405479e+01,7.917365076e+01,5.130213131e+00,7.287836829e+01,8.066606043e+01,8.506367800e+01,9.220405007e+01,2.537602536e+01,9.002509931e+01,1.240195969e+01,1.356282763e+00,8.779558314e+01,4.091456008e+01,7.244986447e+01,7.520215025e+01,8.529524443e+01,7.418135165e+01,2.297412048e+01,3.530786862e+01,5.758682269e+01,5.666717084e+00,8.993901558e+01,5.734006234e+01,7.555274239e+01,1.564556474e+01,8.027171617e+01,1.128633652e+01,4.072085582e+01,8.523632273e+01,1.577919113e+01,6.316089162e+00,8.540136112e+01,7.331876962e+01,9.703146713e+01,7.956956407e+01,5.953878731e+00,9.837027367e+01,2.880333259e+01,8.990542238e+01,3.568823571e+01,7.182518914e+01,9.022068249e+01,9.004054177e+01,9.611853142e+01,5.605022427e+01,1.391442006e+01,1.957469902e+00,7.635227748e+01,3.392085920e+01,5.804539996e+01,8.758879559e+01,4.985022539e+01,5.818325768e+01,7.463245397e+01,5.655643126e+01,8.910024491e+01,6.937386459e+00,5.759116638e+01,9.448614756e+01,2.840274715e+01,1.492770824e+01
4.919456620e+01,9.949865834e+01,7.167546862e+01,9.140387564e+00,3.079355260e+01,2.015858524e+01,6.108290877e+01,6.339988759e+01,8.527310158e+01,5.639190713e+01,7.687720148e+01,3.336693293e+01,4.194534594e+01,5.646432641e+01,5.806627336e+00,7.615414722e+01,1.835842847e+01,8.922074459e+01,3.685430017e+01,6.871340618e+01,4.587287632e+00,5.521212690e+01,5.778876253e+01,2.504695849e+01,9.028563397e+01,7.631707641e+01,7.941940623e+01,1.164457819e+01,5.754432385e+01,6.187759974e+01,1.713882964e+01,3.679970966e+01,4.946617423e+00,9.424296725e+01,9.698181370e+01,7.041654955e+01,4.241302101e+01,5.208339746e+01,5.867658204e+01,9.957322420e+01,5.956368361e+01,4.076937643e+00,3.705333844e+01,5.132476772e+01,1.161394209e+01,7.220882576e+01,1.678629507e+01,7.478954497e+01,1.256887435e+01,2.223130571e+01,6.181962225e+01,8.308004964e+01,1.007417017e+01,2.231690586e+00,2.346703199e+01,2.574727928e+01,7.746069059e+01,5.550780842e+01,5.372937531e+00,6.013828189e+01,5.583277731e+01,5.746145239e+01,1.766107522e+01,2.445071603e+01,6.000502750e+01,4.968582755e+01,3.895263955e+00,8.201511341e+01,4.183349831e+01,7.239673855e+00,5.424138746e+01,2.750805927e+01,8.303816189e+01,4.269284273e+01,2.267054546e+01,8.451140470e+01
4.570999422e+01,2.547092234e+01,8.123552344e+01,7.106919899e+01,3.257983765e+01,6.381292849e+01,3.787031498e+01,2.350326816e+01,4.607939120e+01,9.413697877e+01,6.184758405e+01,5.469799439e+01,9.451220596e+01,2.319185128e+01,6.468020532e+00,1.859365782e+01,6.581280171e+01,3.675048117e+01,3.827226906e+01,6.324571511e+01,4.264796491e+01,1.532786182e+01,7.799248342e+01,9.727580260e+01,7.259898340e+01,1.314866947e+01,4.830932847e+01,6.487484892e+01,7.815047688e-01,6.497496947e+01,9.312924038e+01,6.758334062e+01,1.284061707e+01,4.433052260e+01,9.561141123e+01,8.997758216e+01,1.922734952e+01,3.023195811e+01,4.608190091e+01,6.599738800e+01,8.419394037e+01,5.822359946e+00,6.402028802e+01,2.601294237e+01,7.803019268e+01,1.960243876e+00,9.812417654e+01,7.410297544e+01,9.318582168e+01,7.544699068e+01,5.345658351e+01,1.195819462e+01,8.859982182e+01,4.608143241e+01,7.844339106e+01,9.077022829e+01,5.690144181e+01,5.593103750e+01,7.894189720e+01,5.536813082e+01,2.969240664e+01,4.515470888e+01,7.517886378e+01,6.571720976e+01,4.429765417e+01,9.803614732e+01,6.707444400e+01,4.413806217e+01,8.702100824e+01,9.791689555e+01,4.657598088e+01,3.775524635e+01,3.978586255e+01,7.365859983e+01,8.281354841e+01,9.735503846e+01
8.877443276e+01,4.468361684e+00,2.168039333e+01,1.562564136e+00,1.524638921e+01,1.608491347e+01,5.292624203e+00,6.813796490e+01,7.886581329e+01,4.004433986e+01,9.221850008e+01,7.270216476e+01,7.508405537e+01,1.077935524e+01,7.076749919e+01,1.489128556e+01,8.998670648e+01,3.539208583e+00,3.775516652e+01,6.061168266e+00,7.812265079e+01,1.760780633e+00,8.833890142e+00,3.588693750e+01,7.136600313e+01,1.349459556e+01,4.577606161e+01,8.691843970e+01,4.630200454e+01,8.801227282e+01,8.101167675e+01,6.537356870e+00,7.783073240e+00,8.210415056e+01,5.811141640e+01,2.486417643e+01,7.197290617e+00,8.645973283e+01,7.308930570e+01,6.905780249e+00,8.495313903e+01,7.192271969e+01,9.781634815e+00,4.039879899e+00,1.719928448e+01,9.544603320e+01,9.303841411e+01,2.708007323e+01,3.394635324e+01,8.738842314e+01,9.848207620e+00,3.043253459e+01,1.512508136e+01,6.580406367e+01,6.415215512e+01,5.540966695e+01,2.151870500e+01,8.675938858e+01,9.854938229e+01,9.262541276e+01,1.337449376e+01,1.172811244e+01,5.333174725e+00,2.629818772e+01,3.400097143e+01,1.596196424e+01,6.958163461e+01,1.865460880e+01,5.255467205e+01,1.532471582e+01,1.120108669e+01,6.161261663e+01,4.721706016e+01,7.690574171e+01,8.587889615e+01,5.831393032e+01
9.890372954e+01,3.382266688e+01,6.666285489e+01,2.371535104e+00,2.846610583e+01,9.168790481e+01,2.894293884e+01,1.493812235e+01,6.823203092e+01,2.273911457e+01,4.000942713e+01,8.646382107e+01,8.636321371e+01,4.071901659e+01,4.583779704e+01,5.866755767e+01,5.431413204e+01,1.391136126e+01,7.346901301e+01,1.718921318e+01,7.938242590e+01,9.439265301e+01,5.378303268e+00,2.644164584e+01,9.738206151e+01,9.415753491e+01,8.860672268e+01,2.151210973e+01,9.130635512e+01,2.833742332e+01,2.229657525e+01,8.121241432e+01,8.612100749e+01,2.685757995e+01,1.150787548e+01,4.348748957e+01,5.240930735e+01,2.670316392e+01,3.071320714e+01,4.059088709e+01,7.309216344e+01,2.312064227e+01,4.454510421e+01,7.766560088e+01,8.067947302e+01,9.345622074e+01,2.352744694e+01,2.679748640e+01,7.761910551e+01,1.331323718e+01,8.542146578e+01,6.297900274e+01,5.489623759e+01,7.024151071e+01,8.491828793e+01,5.109348440e+00,8.110000393e+01,5.963409762e+01,7.203840254e+01,8.636805422e+01,4.357268100e+00,8.828285264e+00,4.326499330e+01,9.092075563e-01,5.639486535e+01,9.785408405e+01,1.220083794e+01,5.278417499e+01,3.235563099e+01,8.996931050e+00,6.040864108e+01,9.946666488e+01,9.009802779e+01,3.335786327e+01,1.321860632e+01,8.399963132e-01
5.204823701e+01,6.067914247e+01,2.354934221e+01,7.715733769e+01,7.741283415e+01,7.974868054e+01,3.051744516e+01,9.586490363e+01,7.261594170e+01,1.330903576e+01,1.308369220e+01,4.256814652e+01,6.932621351e+01,2.068222324e+01,1.732499098e+01,9.499987778e+01,9.198820293e+01,7.470603979e+01,7.285742451e+00,6.062202671e+01,9.945490462e+01,8.833495125e+01,7.144570782e+01,9.800197512e+00,8.351308856e+01,9.685163208e+01,3.747187525e+01,1.593411698e+01,7.703547113e+01,4.113294389e+01,8.053719281e+01,9.172065429e+01,5.576009466e+01,4.945410264e+01,9.365606662e+01,6.888208166e+01,7.654789729e+01,5.282933595e+01,6.129791412e+01,5.980937650e+01,6.052232654e+01,7.521886484e+01,6.991087168e+01,3.027547071e+01,8.597840942e+01,4.979914943e+01,9.469319696e+01,8.551090432e+00,7.019050212e+01,3.276770593e+01,3.326779915e+01,5.372700547e+01,6.918956518e+01,8.886701349e+01,3.360670694e+01,2.243276255e+01,6.598027815e+01,4.981700639e+01,5.184709872e+00,1.397926596e+01,4.711987963e+01,7.968870602e+01,5.090665517e+01,4.488079123e+01,5.196312064e+01,2.938049079e+01,5.619042506e+00,9.457214370e+01,8.648243326e+01,1.833380470e+01,5.379916314e+01,7.452874742e+01,2.751731979e+01,2.590967871e+01,2.135083161e+01,8.118182410e+01
5.398671681e+01,8.698276699e+01,7.069417688e+01,8.266838851e+01,3.519565780e+01,6.655637386e+01,2.293082698e+01,6.295902903e+01,3.594359578e+01,7.291575336e+01,2.619444077e+01,1.943332956e+01,2.801588891e+01,2.107957974e+01,8.549569306e+01,9.767588406e+01,2.263531971e+01,9.511799683e+01,3.964257706e+01,6.881919277e+01,1.921614595e+01,3.778655711e+01,6.978134075e+01,8.825793178e+01,5.005320485e+01,1.820896875e+01,6.326056949e+01,4.273397180e+01,6.103785607e+01,6.302798862e+01,5.503962586e+01,2.018666780e+01,1.924499520e+01,9.328934327e+01,1.974485595e+01,4.994841307e+01,7.993545080e+01,8.605809013e+01,9.705266975e+01,5.457943418e+01,3.000477799e+01,7.121650423e+01,3.023422667e+01,3.774745297e+01,7.664360940e+01,5.559196974e+01,9.745586116e+01,1.864428308e+01,6.953907410e+01,4.164468464e+01,7.456213413e+01,7.789721237e+01,9.580030759e+01,8.166796128e+01,7.588519099e+01,3.738322501e+00,3.293117934e+01,2.381306478e+01,7.301660206e+01,6.209185693e+01,1.772514889e+01,7.374785613e+01,9.421007880e+01,1.983985530e+01,3.532244064e+01,8.382736621e+01,5.342405487e+00,4.560497684e+01,5.579385422e+01,6.519197211e+01,6.870287897e+01,3.252160648e+01,1.729267321e+01,7.447694788e+01,3.849331592e+01,2.546458483e+01
2.160737606e+01,5.752513638e+01,7.798462726e-01,9.202771762e+01,6.329577987e+01,2.877902736e+01,7.928698330e+01,8.224792836e+00,2.035879403e+01,5.524002648e+01,2.500122418e-01,5.417290697e+01,3.647573789e+01,9.422606033e+01,9.867824244e+01,6.598347061e+01,2.341427550e+01,2.959159592e+01,5.948613387e+00,3.618097648e+01,8.118517051e+01,5.285507350e+01,9.364264560e+01,1.655779734e+01,5.007660433e+00,6.099217178e+01,6.590706185e+01,3.391814122e+00,2.326483561e+01,6.681209222e+01,7.253842170e+01,9.154082404e+01,2.395250690e+00,8.587067336e+01,6.590069575e+01,4.511910897e+01,5.655754815e+01,6.689482126e+01,7.607431070e+01,6.227625767e+01,4.709768234e+01,6.413492468e+01,6.588179453e+00,6.598019727e+01,3.185194946e+01,6.121853984e+01,4.143541992e+00,5.315638923e+01,2.464836185e+01,1.340607470e+01,8.669881692e+01,4.549993940e+01,4.842013320e+01,1.596399172e+01,8.473881435e+01,5.676888927e+01,1.324810117e+01,4.092350591e+01,6.687030633e+01,5.882565504e+01,4.509940136e+01,1.984148903e+01,1.983624938e+01,5.932725912e+01,7.264325066e+00,6.913488724e+01,2.028972225e+01,6.120128911e+01,7.530751256e+01,4.592715842e+01,6.101914517e+01,4.401374324e+01,5.298545996e+01,3.774374148e+01,3.476496864e+01,5.810830693e+01
2.594792530e+01,2.860091465e+01,6.519643524e+00,9.631369521e+01,7.306780241e+01,2.419963337e+01,4.004004972e+01,5.073144819e+01,5.616243473e+01,9.767393042e+01,8.061622167e+01,2.693535893e+01,4.498706707e+01,4.948119228e+01,9.691892690e+01,5.964066910e+01,7.074353052e+01,5.421462846e+01,5.146783103e+00,1.975186905e+01,4.494721050e+01,3.937797490e+01,6.233198559e+01,8.991242671e+01,9.784241155e+01,8.024853236e+01,8.820464647e+01,2.807061488e+01,5.153499447e+01,9.420668685e+01,9.122694249e+01,8.395884242e+01,9.183971951e+01,7.781457717e+01,6.035506074e+01,3.704910657e+01,6.091301669e+01,7.809545916e+00,1.973681311e+01,8.191592964e+01,9.496492058e+01,4.549399033e+01,8.637378899e+01,3.752142633e+01,4.225699828e+01,4.206092010e+01,3.410903340e+01,8.794880914e+01,2.149570238e+01,4.637882805e+01,2.495422241e-01,1.304572469e+01,9.418226622e+01,8.734977640e+00,2.179805920e+01,1.912883128e+01,2.243405893e+01,6.051616359e+01,6.348742261e+00,4.530145900e+01,8.419796904e+01,5.152297711e+01,1.936172922e+01,3.278218411e+01,2.573682116e+01,2.211306268e+01,7.968086195e+01,2.784209533e+01,3.205414908e+01,4.043570698e+01,4.900011376e+01,4.327854258e+01,5.644391970e+01,3.536439490e+01,8.450872741e+01,5.330876005e+01
8.536296686e+01,4.812274619e+01,2.530445191e+01,1.708349686e+01,4.921071932e+01,8.305250160e+01,5.401724810e+01,3.139828678e+01,2.950156138e+01,3.359976026e+01,2.987322174e+01,9.413160331e+01,5.806759867e+01,4.279262541e+01,7.454111666e+01,1.409100592e+01,4.138919146e+01,4.970326047e+01,6.856058405e+01,3.477442916e-03,9.128285741e+01,2.253216301e+01,7.770723208e+01,9.998302309e+01,3.927917623e+01,6.693889503e+01,5.540499079e+01,8.190728756e+01,6.161168732e+01,9.110236616e+01,3.287969019e+01,5.458973947e+00,1.986275035e+01,2.073191468e+01,6.874339455e+01,2.546365726e+01,3.349456690e+01,8.931691128e+01,8.493609377e+01,8.228012401e+01,2.543395494e+01,2.284268293e+01,5.970493509e+01,3.500538392e+00,3.762680174e+01,4.956412558e+00,7.505610846e+01,7.502133735e+01,4.389779955e+00,5.956700178e+01,6.474886464e+01,4.034284002e+01,3.164160470e+01,2.817595675e+01,5.656044107e+01,3.710959547e+01,8.215389228e+01,4.745547444e+00,4.084445834e+01,9.798541963e+01,2.167719058e+01,7.693427136e+01,9.452558011e+01,3.479341538e+01,5.777650181e+01,6.622768859e+01,4.508053325e+01,4.965812609e+01,6.651058045e+01,1.567437740e+01,5.550061853e+01,9.360279887e+00,8.213752093e+01,4.485063168e+01,2.309098964e+01,8.509626187e+01
6.665009387e+01,1.547465684e+01,1.579918609e+00,8.687671372e+01,2.417874731e+01,2.937569402e+01,5.090081019e+01,8.201974641e+01,8.530813879e+01,2.279759406e+00,2.805450497e+01,9.067051292e+01,4.545362515e+01,8.251035930e+01,8.523459631e+01,4.308638028e+01,5.951737974e+01,6.679929165e+01,3.935307575e+01,2.955935656e+01,5.872343026e+01,1.401314358e+01,1.295151269e+01,7.316909232e+01,2.131088015e+01,2.878505034e+01,5.351810382e+01,7.500384575e+01,3.499139847e+01,2.743459178e+01,2.653485176e+01,2.218223199e+01,6.204164002e+00,2.718349388e+01,9.620337997e+01,5.968092919e+01,6.324697992e+01,2.229454232e+01,9.937783042e+01,4.629677098e+01,3.909012349e+01,1.228978937e+01,6.251422748e+01,7.186323635e+01,9.173561744e+00,8.194602139e+00,3.933858586e+01,4.566061644e+01,6.225688785e+01,4.267413239e+00,8.933280107e+01,1.353715727e+01,4.060149882e+01,1.413219318e+01,3.590878734e+01,7.402470345e+01,1.524127515e+01,1.061464568e+01,6.120712351e+01,5.125669777e+01,8.618444549e+01,1.268022736e+01,7.327430345e+00,4.913797808e+01,8.752103068e+01,7.267594570e+01,2.237501269e+01,8.687835576e+00,2.626450476e+01,8.998116708e+01,5.811730850e+01,9.853528282e+01,5.432672886e+01,1.179847695e+01,8.961492435e+01,6.454951103e+01
5.344533251e+01,1.204333627e+01,3.713047547e+01,7.587206839e+01,4.601455319e+01,9.312303903e+01,9.001679774e+01,9.334945194e+01,3.399987039e+01,9.787156220e+01,8.775431699e+01,7.702269339e+01,7.220983640e+01,7.796687363e+01,6.211851675e+01,5.585868105e+01,6.170247777e+01,1.852982575e+01,5.617896454e+01,9.770599520e+01,5.496013134e+01,4.668381726e+01,6.415207408e+01,7.604832939e+01,9.218777808e+01,3.598589474e+01,6.405922291e+01,1.696148523e+01,4.961418060e+01,5.178097874e+01,4.266161523e+01,5.670448633e+01,1.601276757e+01,1.957669062e+01,5.084311505e+00,9.869746458e+01,7.833257028e+01,4.481978802e+01,9.031219649e+01,7.573376039e+01,2.092870842e+01,2.517949762e+01,7.150139135e+01,3.663014206e+01,1.898984300e+01,5.227171085e+01,2.675947347e+01,2.734759140e+01,9.252238081e+01,5.864189394e+01,8.988372283e+01,3.626308920e+01,3.655506247e+01,3.758760497e+01,6.730230224e+01,7.391421551e+01,5.811832274e+01,9.993437211e+01,6.997300256e+01,8.937360342e+01,4.188341982e+01,7.246245766e+00,6.104641461e+01,9.799433415e+01,8.137239510e+01,1.482182255e+01,5.460555897e+01,1.316190204e+00,7.443610527e+01,4.447737356e+01,5.451404538e+01,9.430224046e+01,3.522360997e+01,3.691671367e+00,1.525294842e+01,4.757045757e+01
6.000619555e+01,2.529973104e+01,5.902117452e+01,6.603247786e+01,8.924555945e+01,4.336266731e+01,1.321697973e+01,3.846105254e+01,9.152049953e+01,6.108898340e+01,4.512938467e+01,7.692249009e+01,4.870932934e+01,3.796169088e+01,2.014050798e+01,8.551741153e+01,8.513228985e+01,5.170821483e+01,6.508038904e+01,1.269720882e+01,7.359360898e+01,1.090172726e+00,4.708602023e+01,3.332892869e+01,5.202224134e+01,1.647767379e+01,2.594674320e+01,7.757114463e+01,8.882198277e+01,3.903794061e+01,8.221186644e+01,5.260805482e+01,4.947430349e+01,1.963592213e+01,4.015680891e+00,7.372400086e+01,9.888117163e-01,6.628011175e+01,2.201341493e+01,6.172728259e+01,7.888449062e+00,1.459435540e+01,2.955160569e+01,4.480164719e+01,2.586177820e+01,1.672915491e+01,8.725875690e+01,4.536956022e+01,7.334989133e+01,4.301890723e+01,4.852013161e+00,9.100935495e+01,8.778260601e+01,6.409697893e+01,5.470706296e+01,4.509541866e+01,5.992196252e+01,1.987128419e+01,1.847878779e+00,4.241804342e+01,4.405139751e+01,8.707795568e+01,2.369074646e+01,5.151299647e+00,3.458402256e+00,3.181526364e+01,2.819894973e+01,4.942036189e+01,4.396929904e+01,9.668525671e+01,2.980482322e+01,4.761988643e+01,4.314914002e+00,1.826834704e+00,3.022137738e+01,6.654351811e+01
5.203910744e+00,1.725593335e+01,2.447179473e+01,5.179106567e+01,4.900098794e+01,7.164974688e+01,9.669290159e+00,8.700460434e+01,3.661366984e+01,4.082697946e+01,4.617523217e+01,3.970625983e+01,6.304681876e+01,2.868787710e+01,6.636298495e+01,3.459505426e+01,7.736353451e+01,4.846289152e+01,6.695405599e+01,4.593635152e+00,2.452056320e+01,1.144461321e+00,1.276412753e+01,2.843994286e+01,5.979564840e+01,5.222279256e+01,6.215171502e+01,4.669324412e+01,2.113230525e+01,2.217070252e+01,7.744540324e+01,9.058118982e+01,9.038774398e+01,8.332303118e+01,7.594992023e+01,9.119339994e+01,6.055312466e+01,4.870794936e+01,2.448325006e+01,7.249544346e+01,6.758773854e+01,3.653651829e+01,6.497742827e+01,3.132912420e+01,4.030882781e+01,6.352807082e+01,4.885550432e+01,1.010804443e+01,6.599743666e+01,4.098373267e+01,8.586390051e+01,8.322125247e+01,7.927793690e+01,7.242043901e+00,2.423528243e+01,1.100907039e+01,5.894186763e+01,6.748291443e+01,8.159367744e+00,7.375272862e+01,5.375649637e+01,1.560756159e+01,5.053216162e+01,5.569065280e+01,4.480972758e+01,6.288821137e+01,6.551396462e+01,1.250065441e+01,3.141693765e+01,7.089714599e+01,3.039972403e+01,3.839638941e+01,2.993845442e+01,6.386347249e+01,5.522933093e+01,2.800338850e+01
4.329854505e+01,1.394350841e+01,5.492962001e+01,2.148729372e+01,6.346506412e+01,4.664496434e+00,8.579040271e+01,2.243644704e+00,4.728057909e+01,8.013104119e+01,4.391112948e+01,4.431783545e+01,2.618248147e+01,4.393405458e+01,4.422923084e+01,9.584810086e+01,4.944879119e+01,2.084478659e+01,5.537863054e+01,5.143094808e+01,8.671753420e+01,5.822196815e+01,7.886743975e+01,4.125639852e+00,5.910060444e+01,5.496096326e+01,7.976322140e+01,5.167353817e+01,2.762452092e+00,2.981742302e+01,1.674900854e+01,3.435954222e+01,3.991543117e+01,3.122186111e+01,2.362816455e+01,5.756156213e+01,4.773133075e+01,1.998823337e+01,2.712555959e+01,5.774011210e+01,5.617572086e+01,8.183449318e+01,6.349582064e+01,4.941413601e+01,8.727982591e+01,8.442239710e+00,1.900798417e+01,6.840099972e+01,6.909166887e+01,2.025292847e+01,2.567845664e+01,4.531466707e+01,9.979128054e+01,2.122794554e+01,3.219587159e+01,3.241992116e+01,1.882001608e+01,9.128807487e+01,8.837108414e+01,9.218856771e+01,5.244634710e+01,6.707725142e+01,5.171784634e+01,9.805217017e+01,6.751371466e+01,3.773716376e+01,4.347684248e+00,7.917546412e+01,7.881821487e+00,1.716937620e-01,2.308570132e+01,5.896307791e+01,3.769814745e+01,5.120603939e+01,3.791133391e+01,3.311655337e+01
9.129657740e+01,4.890907374e+01,7.874794301e+01,8.193045775e+01,2.588932220e+01,3.972077041e+01,2.345625921e+01,7.774659067e+01,3.790729463e+01,5.958536018e+01,1.393919141e+01,2.966578916e+01,7.742929587e+01,2.803912318e+01,3.275044799e+01,2.019596763e+01,4.624555094e+01,1.370209470e+01,3.498102760e+01,9.471533369e+01,5.331770546e+01,6.224243897e+01,7.313797982e+01,2.475053613e+00,3.215245580e+01,9.059984885e+01,3.670829715e+00,7.601834532e+01,4.277658282e+01,9.415888841e+01,5.988327423e+01,9.444510582e+00,7.898832559e+01,2.674562591e+01,5.296881217e+00,4.226967247e+01,7.684719277e+00,3.516754942e+01,7.092367624e+01,8.415182980e+01,1.304145226e+01,3.250200048e+00,4.434064212e+01,3.528272829e+01,2.330599641e+01,2.703149894e+00,2.854522001e+01,8.191746789e+01,5.297994268e+01,3.064929447e+01,4.304035948e+01,5.574165137e+01,3.284758396e+01,4.758479527e+01,1.145335949e+01,2.998209402e+01,6.556463507e+01,8.024553738e+01,2.502270799e+01,5.463137944e+00,6.501700505e+00,7.811567483e+01,1.013058872e+01,6.191803421e+01,6.965904605e+01,2.901737947e+01,4.326620902e+01,6.938694661e+00,1.006568405e+01,4.083079207e+01,4.325581434e+01,9.802237930e+01,1.790145606e+01,3.191743843e+01,6.237994220e+00,4.659456800e+01
