v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82
4.199040848e+01,9.403389888e+01,3.267089681e+01,4.035323789e+01,3.339064095e+01,1.193514879e+01,1.963656516e+00,2.624075985e+01,4.826788402e+01,8.976018975e+01,7.273293135e+00,9.939929248e+01,4.803263386e+01,8.162832403e+01,4.103937224e+01,8.406146656e+01,8.667012548e+01,6.670912876e+01,9.508920284e+00,8.100333571e+01,7.643145604e+01,5.652022307e+01,4.945428751e+01,4.377077399e+00,9.272112021e+01,5.705399116e+01,6.757335920e+01,8.049522514e+01,4.859363496e+01,5.072008325e+01,9.886641558e+01,6.136644415e+01,4.664578720e+00,1.808255051e+01,2.327692395e+01,1.589544951e+01,6.421125154e+01,1.783895742e+01,3.581357380e+01,5.214296698e+01,9.907528794e-01,8.404971628e+01,3.120636718e+00,6.964913267e+01,2.750334583e+01,6.304694130e+01,1.863389955e+01,8.280231739e+00,7.416316670e+01,1.999759280e+01,4.521298431e+01,1.997049257e+01,9.986411092e+01,3.643044728e+01,1.536095072e+01,3.217209234e+01,2.428775591e+01,6.677099757e+01,2.374618543e+01,7.674293690e+01,7.615297494e+01,3.871004172e+01,6.628818924e+01,9.760887393e+01,7.881279220e+01,3.417869988e+01,8.186846351e+01,7.901701048e+01,4.238365082e+00,4.807500066e+01,8.584628607e+01,6.021223156e+01,3.789973448e+01,4.159332249e+01,5.828972880e+01,6.502520555e+01,8.242310580e+01,8.659831543e+01,9.080806810e+01,5.122190861e+01,6.553356352e+01,6.798892301e+01
3.569018498e+00,6.178083298e+01,2.186875138e+01,2.341484567e+01,7.582592246e+01,9.977401597e+01,4.933958833e+01,4.975562866e+01,2.792428121e+01,1.941223947e+00,3.391006520e+01,7.811083085e+01,7.784742522e+00,4.202392823e+00,6.367785148e+00,2.933290481e+00,6.503964910e+01,5.143679961e+01,6.426124993e+01,3.906852419e+01,8.683819797e+01,2.496225828e+01,5.180891162e+01,6.106220544e+01,6.646802528e+01,4.890238046e+01,7.662357755e+01,5.922551048e+01,5.178870615e+01,2.661137664e+00,6.981078640e+01,9.371565202e+01,5.394773240e+01,8.585282417e+01,8.240932718e+01,4.959316727e+01,6.482175101e+00,6.104323085e+00,2.071064638e+01,9.095702132e+01,3.943521896e+01,7.266175426e+01,6.263675290e+00,7.376321082e+01,3.108810635e+00,8.269742767e+01,3.657323899e+01,8.164497997e+01,8.091849533e+01,2.289177133e+01,2.770579129e+01,8.801706385e+00,1.302450457e+01,9.482949392e+01,9.293711428e-01,4.947095551e+01,6.468358317e+00,8.703684623e+01,3.527376802e+01,8.690910807e+01,1.115119294e+00,6.925839482e+01,4.008928393e+01,2.709962106e+01,3.127232349e+00,5.224797742e+01,8.716908511e+01,3.990059032e+01,6.285278463e+01,5.095903705e+01,6.038892429e+01,2.994350470e+01,5.499283994e+01,5.217653065e+01,2.894151399e+01,2.058240505e+01,6.496480729e+01,9.726632860e+01,3.868573412e+01,2.928711598e+01,8.592820869e+01,8.700791083e+01
2.462275732e+01,9.276035859e+01,7.871059129e+01,7.996201136e+01,7.863207888e+01,6.491320079e+00,6.308347120e+01,8.550700638e+00,8.410631324e+01,4.016301756e+00,7.696599072e+01,4.294356408e+01,6.637507493e+01,8.845010463e+01,6.124004738e+01,5.077676202e+01,6.265227602e+01,3.719070423e+01,9.725861692e+01,1.925473797e+01,6.433523320e+01,9.922584546e+01,7.112767630e+01,3.703948792e+01,1.826230662e+01,1.821080766e+01,5.276934210e+01,7.690863585e+01,3.385264148e+01,5.767826059e+01,1.387632604e+01,9.394180332e+01,8.812429820e+01,9.415663879e+01,9.431057045e+01,9.806694794e+01,7.813259566e+01,5.472106384e+01,1.463640481e+00,7.498032532e+01,1.905819132e+01,1.162067958e+01,4.795139249e+01,7.795578149e+01,5.016878740e+01,4.682984474e-01,8.932056925e+01,6.612152741e+01,7.192652999e+01,8.788207448e+01,7.724127492e+01,8.398096348e+01,6.023429062e+01,8.550581474e+01,4.633450863e+01,5.740299330e+01,6.328768196e+01,7.818671125e+01,2.505051604e+01,4.071467851e+01,6.112707050e+01,4.896700333e+01,9.471562928e+01,1.870860660e+01,3.819542286e+01,2.067980984e+01,7.905653667e+01,6.241725538e+00,7.473573580e+01,2.528150630e+01,9.471914539e+01,2.836828672e+01,4.369284288e+01,9.908257449e+00,7.839338991e+01,3.961829264e+01,5.711090283e+01,6.240952055e+01,9.973949628e+01,6.790846902e+01,9.672692718e+01,6.863048107e+01
4.643744379e+01,8.549642163e+00,6.410026291e+01,9.654023034e+01,1.292840071e+01,2.156958318e+01,2.696756295e+01,1.358655036e+01,9.981647953e+01,8.060588071e+01,8.400780509e+01,6.264337743e+01,7.467951172e+01,3.238761005e+01,2.124430201e+01,3.747128938e+01,5.137353506e+01,2.616277391e+01,5.166056801e+01,5.754023192e+01,4.266186532e+01,7.979492577e+00,6.299547853e+01,9.962460698e+00,4.620373806e+01,7.129250220e+01,6.219749429e+01,8.394466407e+01,8.087819623e+01,8.509281600e+01,7.396768627e+01,5.300553246e+01,6.858238727e-01,4.723684246e+01,6.841090825e+00,2.711616760e+00,2.529687161e+01,7.650098384e+01,3.672025283e+00,1.682933784e+01,1.745835225e+01,4.799252991e+01,5.287078002e+01,8.871959272e+01,5.509578897e+01,9.504456508e+01,9.269662849e+01,9.757524588e+01,4.010161958e+01,5.373869136e+01,9.129630997e+01,6.732528031e+01,9.811283301e+01,3.365052811e+01,6.203342999e+00,3.085640533e+01,2.263123613e+01,6.612942420e+01,8.834432416e+01,8.113991892e+01,6.270398670e+01,4.462877602e+00,3.670351212e+01,4.776920245e+01,7.580048822e+00,3.595737334e+01,9.897486475e+01,4.807760607e+00,1.260098016e+01,6.746869700e+01,4.159815129e+01,8.189105684e+01,5.827205364e+00,5.644224624e+01,8.775628889e+00,4.068107049e+01,4.356020672e+01,9.337988504e+01,4.903629448e+01,3.955816582e+01,8.579844140e+01,9.209502055e+01
3.965054236e+01,7.658453647e+01,5.307218898e+01,8.396535031e+01,7.050472834e+01,1.358640608e+01,1.748527714e+01,5.510499146e+01,7.303447421e+01,1.027389712e+01,1.330289041e+01,6.486137501e+01,2.686083001e+01,5.377337546e+01,6.485150590e+01,6.670424443e+01,9.039069764e+01,2.763950950e+01,2.591400047e+01,4.677721420e+01,3.506030883e+01,2.029181868e+01,5.861439042e+01,3.623998709e+01,4.235295790e+01,8.710184077e+01,3.866419571e+01,1.455210017e+01,5.724341053e+01,4.758389160e+01,8.069490276e+01,6.272653478e+01,8.610790773e+01,5.693469000e+01,8.986184187e+01,6.651862520e+01,1.644380636e+01,9.373691872e+01,6.373078258e+01,3.267691757e-01,4.418850600e+01,6.310278658e+01,6.908732482e+01,1.562984807e+01,2.586446328e+01,7.194984572e+01,2.640137777e+01,2.661501743e+00,7.969667142e+01,4.329059298e+01,5.222778197e+01,9.787526535e+01,8.763404354e+01,7.366664102e+01,5.693372531e+01,2.447282566e+01,7.932704213e+01,9.653305177e+01,1.098094650e+01,6.779361970e+01,1.818993593e+00,2.085481116e+01,9.680281793e+01,8.317969694e+01,1.721372429e+01,5.637127706e+01,1.631403602e+01,6.633408585e+01,6.544610200e+01,4.224070422e+01,1.764408721e+01,9.655014198e+01,4.820813276e+01,9.655742214e+01,2.316665979e+01,9.283854761e+01,8.857607853e+01,4.743552021e+01,6.943306173e+01,2.949038179e+01,8.252540409e+01,6.982036691e+01
8.317861744e+00,6.403047263e+01,6.391697914e+01,7.516239254e+01,4.997243781e+01,8.070707320e+01,6.203438301e+01,2.813150673e+01,4.730380719e+01,4.260239031e+01,4.828131546e+01,4.663422361e+01,8.676168426e+01,8.129588011e+01,8.194936343e+01,1.066321369e+01,1.219363158e+01,6.893432809e+01,7.886899709e+01,2.145331472e+01,8.840358811e+01,3.409466550e+00,2.852913315e+01,9.452920477e+01,7.967862148e+01,3.047714106e+01,4.400579217e+01,6.052134517e+01,5.974733242e+01,4.196252850e+01,3.171209448e+01,4.904125018e+01,2.515671395e+01,7.703390984e+01,7.452568428e+01,6.732355696e+01,6.099449506e+01,1.740202377e+00,3.344130189e+01,3.591384034e+01,9.711446609e+01,4.870778912e+01,3.314662711e+01,9.763652353e+01,1.213141814e+01,3.389298098e+01,2.207866315e+01,5.353201156e+01,8.975016202e+01,3.463019121e+01,9.018485271e+01,5.324110863e+01,2.495807631e+01,1.097821818e+01,8.054700766e+01,9.669100284e+01,2.594163442e+01,1.125432801e+00,6.390290226e+01,7.247365803e+01,7.036334731e+01,1.822429821e+00,6.779436314e+01,4.544727109e+01,5.130147826e+01,4.732222514e+01,6.168570605e+01,8.994524620e+01,2.814375083e+01,1.876662293e+01,8.765609619e+01,7.391210348e+01,8.760435870e+01,9.528687023e+01,5.437505212e+01,7.531533319e+01,9.993514987e+01,8.231180125e+00,1.585940581e+01,4.240885174e+01,3.801652193e+01,8.132278447e+01
8.723214197e+01,3.946809843e+01,3.512860588e+00,8.876285372e+01,2.633388602e+01,6.451147204e+01,5.709073508e+00,6.866887904e+01,1.270342851e+01,4.866864161e+01,8.611265488e+01,7.105918840e+01,5.727954180e+01,6.030458902e+01,1.962111813e+01,7.415369335e+01,7.700872401e+01,1.864491943e+01,4.029764532e+01,2.733843724e+01,3.224443155e+00,7.820001790e+00,6.046649075e+00,2.751059849e+01,4.115424839e+01,5.659639676e+01,5.810792529e+01,5.596421882e+01,6.422519752e+01,6.394081970e+01,6.520667909e+01,7.122550286e+01,6.369645699e+01,9.405925819e-01,9.952742776e+01,4.695124501e+01,7.559937976e+01,4.674968507e+01,7.174994182e+01,8.096245109e+01,3.397659169e+01,1.723194732e+01,3.582266555e+01,7.184092998e+01,3.687612801e+01,8.149088532e-01,1.723067446e+01,9.581713807e+01,1.226103110e+01,1.430307309e+01,2.226672189e+00,7.689247234e+01,3.108086734e+01,5.065782874e+01,9.581840604e+01,4.429444801e+01,5.666364327e+01,7.028921024e+01,2.893600194e+01,9.978222399e+01,5.298001047e+01,3.585398668e+01,1.674963057e+01,2.854822171e+00,8.724759214e+01,6.741529848e+01,5.360886815e+01,4.709997806e+01,1.715497376e+01,7.639093830e+01,7.230742710e+01,4.055811662e+01,2.710851127e+01,4.290272316e+01,4.324933163e+00,7.993774741e+01,8.928514592e+01,4.447161767e+01,5.338934437e+01,3.001041019e+01,4.309003207e-01,6.693859336e+01
4.017782549e+01,5.870592817e+01,3.698600728e+01,6.456844076e+01,9.427457818e+01,5.386863645e+01,9.696666693e+01,6.656911458e+01,2.512442874e+01,3.814445003e+01,5.696758298e+01,3.582919125e+01,3.640516160e+00,4.759017562e+01,2.579526491e+01,2.950226653e+01,6.373781588e+01,2.636540716e+01,2.312757699e+01,3.541506791e+01,1.805658738e+01,4.753396821e-01,2.671123450e+01,3.489121078e+01,6.505656581e+01,2.922410150e+01,3.029445230e+01,5.718736467e+00,8.566624959e+01,5.485170311e+01,5.990435849e+01,7.849980546e+01,4.488825694e+01,9.368503184e+01,1.479410860e+00,1.069081160e-01,1.205353947e+01,2.260173286e+01,9.620131715e+01,1.136725247e+01,7.159592912e+01,8.764198831e+01,4.134214736e+01,6.129995160e+01,1.331900625e+01,8.207304557e+01,5.483451692e+01,8.797151878e+01,2.590670148e+01,6.749017919e+01,2.976195254e+01,9.102700533e+01,6.158694293e+00,6.397263744e+01,7.972874875e+01,1.955438489e+01,1.614879250e+01,3.565849694e+00,2.539832932e+01,8.737944194e+00,6.393978514e+01,3.963527542e+01,6.261275678e+01,3.467277627e+01,7.827170049e+01,2.738081509e+01,6.833422186e+01,2.205021078e+01,9.259800830e+01,3.271415262e+01,5.967804513e+01,7.402278766e+01,9.960014782e+01,4.425611184e+01,9.787403583e+01,9.477154182e+01,7.758587563e+01,6.531440912e+01,2.616612151e+01,2.734471935e+01,8.180899335e+01,9.539826533e+00
3.991078965e+01,7.122434260e+00,9.002662939e+01,6.014646921e+01,3.436041406e+01,8.970686548e+00,6.515000540e+01,2.174077795e+01,9.637687529e+01,7.392984400e+01,5.771207355e+01,4.317063422e+01,9.711831510e+01,5.812167613e+01,9.381743332e+01,2.162482504e+01,3.557962647e+01,6.066301608e+01,5.390965105e+01,2.176304406e+01,3.726965545e+01,2.439528447e+01,2.035110590e+01,7.439836644e+01,2.774978291e+01,9.300937225e+01,3.344458834e+01,2.934970176e+01,9.961437266e+01,5.528322501e+01,5.492000536e+01,7.688909205e-01,8.771790357e+01,6.985291904e+01,2.183145686e+01,8.044892072e-01,4.246239761e+01,4.164999661e+01,5.692698521e+01,3.816937375e+01,7.940542828e+01,5.722988595e+00,8.573029196e+01,3.889419809e+01,9.457997394e+01,5.264391719e+01,1.953191215e+01,5.112632469e+01,9.643617810e+00,4.200552385e+01,4.348846124e+01,3.207053047e+01,5.235950742e+01,3.742183296e+01,4.186074009e+01,3.712395143e+01,9.786874185e+01,9.208873809e+01,1.339152525e+01,8.471646905e+00,3.436716393e+00,5.166969728e+01,6.547366942e+01,5.558782093e+01,4.604626474e+01,3.685584924e+01,3.596219702e+01,9.396587353e+01,5.820968611e+00,9.039622787e+00,6.402876848e+01,3.567088926e+01,6.308521225e+00,4.762310169e+01,3.794359011e+01,2.106034827e+01,8.357900184e+01,7.281306605e+01,6.155289627e+00,8.223446970e+01,7.379719964e+00,9.900303032e+01
5.082709537e+01,4.386965307e+01,3.469551125e+01,6.122537342e+01,1.647125101e+01,1.500456321e+01,5.378566619e+01,5.804057753e+01,6.471271294e+01,3.268884690e+01,5.575810383e+01,3.631299290e+01,8.875679490e+01,3.037832407e-01,7.450825924e+01,2.165813280e+00,4.508433959e+01,5.660315377e+01,9.163480292e+01,7.564456783e+01,1.213614255e+01,8.597379425e+01,5.088895241e+01,3.981423899e+01,1.379822012e+00,3.185081694e+00,5.469619839e+01,7.674977399e+01,7.120910522e+01,8.175305588e+01,6.285425534e+01,5.214251906e+00,1.742241738e+01,7.024738914e+01,8.394615081e+01,5.320845349e+01,2.920578176e+01,8.540239731e+01,1.945440443e+01,2.810743185e+01,2.815152017e+01,1.628960974e+01,6.478642570e+01,4.315823133e+01,7.525943692e+01,8.184669077e+01,7.777648139e+01,3.556698132e+01,4.876435887e+01,1.761586936e+01,8.510969286e+01,8.990329682e+00,5.255043225e+01,9.662389828e+01,8.553587424e+01,2.204697719e+01,1.888436620e+01,5.346740506e+01,1.257243190e+01,7.509522571e+01,4.689336894e+01,5.605590910e+01,8.022452973e+00,8.511724990e+00,2.907631745e+01,1.187087658e+00,1.793616425e+01,6.552972902e+00,7.515035082e+01,7.961194163e+01,6.354437412e+01,6.140416212e+01,1.753427820e+01,8.138479660e+01,9.275949792e+01,6.003819494e+01,2.105367834e+01,3.612361222e-01,1.172220507e+01,8.719048311e+01,4.386775103e+01,8.851619177e+01
3.128001011e+01,2.831171866e+01,6.246710402e+01,3.049508843e+01,4.546584958e+01,4.104838577e+01,8.439128534e+01,1.738276128e+00,5.749275773e+01,4.106341988e+01,7.902354581e+01,4.231255596e+01,2.568730754e-01,7.629075753e+01,2.966628814e+01,6.461683378e+01,2.210914196e+01,9.226420670e+01,5.734479658e+01,4.509462894e+01,1.090376723e+01,6.788315089e+01,9.369873837e+01,3.828575726e+01,3.206150211e+01,3.116838286e+01,4.184315292e+01,7.901034528e+01,4.846769748e+01,9.679998253e+01,8.727428496e+01,3.399557205e+01,2.600553917e+01,5.063866282e+00,2.752614392e+01,5.132895434e+01,4.995857535e+00,1.767341524e+01,4.490987244e+01,6.279435019e+01,8.540293129e+01,8.228179510e+01,3.959828615e+01,8.687362947e+01,9.003286162e+01,1.364285771e+01,5.170528254e+01,4.333197064e+01,2.050080150e+01,3.301806310e+01,4.686042631e+01,1.683421194e+01,2.151212320e+01,1.760755421e+01,7.659691356e+01,9.135570903e+01,5.907847406e+01,9.122994570e+01,9.492014133e+01,7.054062636e+01,3.910431468e+00,2.458739076e+01,5.671787725e+01,6.203833287e+01,1.597442621e+01,4.541626039e+01,1.803493254e+01,1.619408692e+01,6.463284274e+01,4.831924381e+00,7.093279913e+01,8.474255372e+01,3.259541600e+01,5.175316692e+01,9.448913811e+00,1.590119086e+01,3.274513666e+01,1.842161074e+00,8.870542217e+01,1.948558185e+01,5.940387311e+01,8.458568253e+01
9.551016667e+00,6.993789887e+01,5.734418639e+00,9.959609482e+01,8.882710563e+01,5.830598284e+01,9.188327311e+01,3.512078545e+01,6.643557940e+01,8.501269059e+01,3.804555839e+00,5.860685464e+01,8.109211739e+01,2.620316100e+01,3.580868620e+01,2.088348097e+01,6.195138712e+01,5.088365347e+01,8.522877181e+01,9.179981401e+01,5.268561437e+01,1.176542979e+01,6.634215583e+01,3.996613101e+01,2.806880511e+01,3.487932888e+01,7.751004042e+01,9.797563176e+01,6.843794800e+01,6.053065977e+01,4.837543679e+00,3.229103809e+01,9.483477123e+01,8.925111553e+00,6.042213169e+01,7.748036669e+01,1.538253113e+01,6.810396734e+01,1.250730653e+01,5.553049580e+01,9.194812019e+01,3.051845763e+00,6.056572398e+01,6.401287216e+01,2.019456002e+01,8.379312036e+01,2.269328285e+01,9.783981032e+00,9.701041195e+01,1.218481145e+01,8.121307444e+01,9.481357685e+01,4.933737807e+01,8.493537493e+01,8.421457423e+01,2.621946794e+01,4.853220697e+01,5.112657944e+00,4.578839542e+01,7.811502858e+01,9.689079353e+01,1.926745286e+00,3.068001561e+01,2.116854578e+01,4.476858597e+01,7.838641608e+01,6.887255407e+00,8.580432165e+01,8.422862022e+01,5.158444096e+01,8.196316903e+01,7.915499341e+01,9.015951885e+01,8.614107931e-01,2.741257446e+01,3.638617234e+01,7.536005319e+00,2.033432242e+01,6.850856277e+01,5.754830695e+01,9.821285963e+01,5.860462800e+01
1.095344084e+00,1.359208044e+01,1.532385051e+01,3.238997396e+01,7.997069877e+01,6.750957691e+01,9.473431573e+01,9.694301335e+01,4.819379674e+01,3.820882638e+00,3.888155064e+01,5.182118398e+01,2.943640799e+00,4.776060415e+01,2.951383076e+01,6.242629913e+01,6.054976303e+01,8.247843972e+01,8.142428682e+01,4.782532740e-01,8.517923790e+01,7.765239155e+01,6.996448032e+01,5.719740291e+00,9.417982554e+01,8.009655962e+01,1.104211709e+01,9.133756104e+01,5.692163841e+01,1.052020111e+01,4.306608430e+01,2.966931002e+01,9.314505559e+01,8.198071448e+01,8.722008019e+01,5.892487307e+01,9.503559449e+01,8.912548058e+01,6.179305043e+01,8.684229063e+01,7.048537533e+00,7.689977934e+01,5.894483525e+01,5.856756173e+01,2.451259849e+01,8.374997141e+00,9.401711370e+01,9.857767575e+01,3.616227605e+00,4.634388214e+01,4.099505457e+01,8.292528272e+01,6.880382220e+01,7.414480293e+00,7.561044060e+01,4.839500811e+01,5.223240015e+01,3.889256325e+01,4.747170023e+01,8.275271008e+01,6.020843405e+01,7.866077774e+01,3.926892442e+01,2.733275557e+01,5.053451618e+01,8.935524188e+01,8.793995210e+01,8.248080731e+01,2.518666992e+00,9.476992321e+01,2.518633245e+01,5.763055878e+01,9.870207895e+01,3.929442417e+00,1.144647806e+01,8.003839696e+01,9.775161695e+01,1.037693682e+01,3.491858226e+01,2.637128120e+01,9.543049287e+01,8.631489892e+01
6.888103041e+01,5.214617642e+01,2.110227557e+01,8.617786985e+01,7.553465819e+01,3.095693410e+01,4.209909506e+01,9.242238220e+01,2.760513701e+01,4.733879839e+01,6.300747263e+01,1.600597212e+01,5.372291019e+01,3.919017598e+01,9.440768528e+01,1.244610483e-01,6.527853401e+01,4.389322478e+01,5.428412976e+01,1.941833083e+01,5.524514441e+01,1.801940474e+01,5.063894699e+01,4.147112827e+01,2.931322905e+01,3.547076777e+01,7.636459533e+01,8.076045993e+01,2.376037691e+01,9.801436011e+01,5.550130342e+01,8.282352768e+01,1.098087141e+01,8.110947041e+01,2.795108874e+01,5.656719675e+01,9.213094019e+01,8.996803631e+01,8.379073816e+01,1.511077837e+01,4.903195306e+01,4.758233620e+00,6.398482788e+01,2.908193446e+01,6.219770018e+01,7.201835631e+01,1.158203541e+01,1.278092218e+00,8.739344502e+01,3.807464721e+01,6.826343124e+01,7.917911391e+01,2.692723553e+01,3.177494885e+01,2.136854175e+01,9.773944139e+01,5.193946455e+01,7.590591477e+01,5.189542236e+01,3.087636186e+01,7.237668629e+01,9.837693355e+01,4.720190774e+01,6.111250679e+00,5.570633521e+01,8.257468863e+01,6.755896081e+01,4.160674560e+01,7.560355701e+01,7.805235360e+01,4.623293044e+01,3.485159018e+01,8.155689059e+01,2.502071641e+01,2.612000279e+01,5.141886605e+01,2.780180490e+01,9.662522554e+01,4.613467036e+01,1.253779517e+01,3.888826386e+01,9.652716168e+01
4.049398675e+01,5.850231302e+01,5.808460951e+01,2.278992985e+01,7.385439984e+01,2.265794014e+01,3.685643522e+01,4.302553265e+00,1.556797008e+01,6.937972991e+00,6.934567606e+01,7.519590984e+01,9.944844363e+01,1.583367689e+01,1.825716356e+01,5.458136775e-01,8.771631557e+01,6.153649883e+01,1.545787324e+01,7.770092899e-01,9.910832513e+01,6.019866221e+01,5.377329981e+01,3.651218930e+01,4.335635895e+01,4.742192062e+01,9.504859015e+01,1.185900590e+01,2.122291840e+01,9.952700887e+01,5.056948940e+01,7.036434463e+00,6.673400746e+01,3.196177648e+01,5.560832150e+01,6.088658967e+01,8.886662136e+01,3.899127415e+01,1.146595157e+01,1.933438720e+01,1.277689457e+01,8.357282420e+01,1.845969135e+01,7.962812651e+01,4.377254848e+01,3.686504767e+00,6.307826280e+00,4.711674371e+01,2.630646163e+01,5.418228295e+01,2.347727535e+01,7.383405216e+00,4.630120228e+00,1.042814527e+01,7.583170364e+01,6.778028273e+01,4.396531912e+01,3.500564484e+01,8.347904829e+01,8.684948330e+01,6.490039814e+01,1.304945960e+01,4.051595245e+01,2.585378760e+01,8.027771083e+01,8.822136180e+01,4.136198611e+01,6.375255264e+01,1.536702266e+01,1.783040783e+00,8.213531377e+01,6.324256414e+01,6.013367634e+01,9.390540193e+01,7.129789881e+01,1.469652349e+01,6.320475834e+01,8.885540442e+01,4.986973302e+01,7.384526159e+01,6.330985548e+01,8.990283182e+01
7.538173047e+01,3.297137771e+01,6.564036034e+01,2.730816427e+01,6.980197641e+01,1.457729241e+01,6.895831000e+01,8.770786398e+01,4.070506128e+01,8.765241631e+01,6.507822754e+01,7.419718463e+01,9.651081884e+01,6.873978291e+00,4.847877408e+01,7.457044879e+01,3.753742690e+01,9.449766668e+01,2.089806204e+01,7.382012474e+01,7.803595546e+00,3.127378014e+00,5.238073075e+00,7.976778780e+01,6.898809194e+01,8.723505770e+01,4.360334715e+01,7.600568920e+01,8.413825637e+01,8.766374842e+01,8.944392849e+01,8.612311168e+01,6.176178894e+01,2.376651269e+01,1.690605874e+01,9.330145182e+00,5.295561836e+01,9.057408171e+01,7.512506430e+01,5.939120108e+00,2.802516483e+00,2.520529670e+01,3.202041262e+00,7.542807555e+00,2.959917444e+01,4.003917346e+01,1.233681484e+01,2.274950231e+01,1.337873328e+01,1.679997958e+01,4.499262911e+01,8.716075163e+01,5.899893114e+01,2.581241597e+01,9.950572049e+01,7.808490962e+01,5.031744581e+01,5.313025448e+01,2.786683864e+01,7.659541812e+01,6.854496451e+01,9.676572681e+01,7.507118862e+01,3.828524129e+00,3.007057964e+01,6.958499550e+01,6.654288416e+01,9.194657319e+01,1.193293887e+01,5.806500715e+00,3.407937168e+01,4.598719079e+01,4.474739423e+01,9.800344040e+01,2.790441294e+01,7.342953850e+01,9.850380225e+01,8.571516575e+01,1.939671948e+01,7.740938193e+01,4.168309410e+01,7.985434045e+01
6.090732051e+01,5.624846829e+01,2.334187417e+01,3.082978360e+01,7.746045383e+01,8.907798691e+01,3.379359356e+01,2.041990355e+01,7.342207561e+01,9.113204714e+01,8.078651798e+01,5.034190220e+01,2.463082033e+01,9.194410726e+01,2.326437816e+00,2.817557168e+00,3.019857736e+01,6.878178991e+01,6.814170058e+01,1.011669105e+01,5.679578070e+01,7.105205902e+01,7.962138480e+00,2.443785522e+01,1.458383303e+01,8.634204606e+01,4.340090647e+01,5.141441613e+01,3.467889324e+01,5.956436222e+01,1.170548627e+01,4.058335804e+00,2.882316756e+01,4.482548170e+01,4.470482694e+01,3.993454064e+01,3.894847684e+01,3.218634241e+01,8.634126901e+01,5.829388024e+01,6.626888921e+01,9.367921009e+01,8.798272478e+01,7.695361602e+01,8.503900491e+01,8.076041129e+01,2.179458652e+00,3.268414212e+01,5.770177539e+01,9.151080393e+01,3.141849236e+01,5.273673748e+01,5.755530748e+01,9.585585652e+01,3.435740673e+01,2.844827923e+00,5.634488236e+01,6.992966414e+01,8.033162312e+01,2.320597179e+01,9.954720871e+01,9.475822950e+01,7.992532902e+01,6.575318288e+00,2.875596057e+01,7.663828938e+00,3.087667907e+01,2.122047644e+01,9.409042548e+01,2.378978671e+01,2.114178779e+01,5.212594767e+00,5.932613320e+01,3.508986577e+01,1.826326338e+01,7.508241766e+01,4.294502121e+01,5.453097627e-01,4.517522910e+01,3.537600982e+01,1.489548280e+01,7.056687483e+01
6.039852794e+01,6.082666477e+01,6.165937212e+01,8.779714690e+01,5.269203382e+01,9.205445446e+01,4.793146728e+01,8.536538199e+01,2.382592962e+01,1.903296345e+01,7.127137100e+01,8.249108205e+01,5.448337626e+01,2.184819727e+01,2.583739972e+00,8.969527956e+01,4.110736424e+01,9.782271607e+01,3.059596009e+01,4.915769034e+01,5.660295091e+01,1.742931023e+01,2.825659463e+01,5.571693846e+01,7.540967819e+01,9.941923601e+01,7.236154615e+01,9.458750865e+01,6.376523684e+01,9.755287638e-01,3.290465133e+01,4.127074048e+01,3.795849761e+01,7.981056525e+01,3.092010520e+01,7.029795713e+01,8.794862818e+01,7.765588487e+01,4.000391091e+00,7.074115043e+01,5.352432991e+01,1.640824409e+01,2.796945869e+01,3.480697399e+01,2.171043518e+01,1.084819741e+01,9.650284347e+01,7.336226048e+01,1.003575954e+01,6.166318003e+01,8.370289759e+01,6.846522229e+01,5.411249929e+01,4.681354209e+01,8.802795717e+01,9.834163014e+01,1.766613541e+01,4.830576916e+01,7.406838166e+01,1.378222163e+01,9.662291799e+01,4.494172232e+01,4.659090516e+00,1.152278211e+01,3.932163932e+01,3.202774319e+01,4.249290730e+01,8.720897341e+01,5.625238613e+01,1.255468155e+00,2.968277041e+01,9.792025688e+01,2.755459182e+01,8.910776575e+01,8.258214687e+00,6.825103211e+01,1.058724939e+01,6.757702408e+01,5.095315519e+01,2.724547865e+01,6.698215656e+01,4.822803932e+01
