v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81
5.540860659e+00,9.813487382e+01,1.050160020e+01,1.647210722e+01,3.838505069e+01,9.521753742e+01,6.436275472e+01,2.604216502e+00,9.311359293e+00,4.064391178e+01,6.838492258e+01,2.618740349e+01,8.560449322e+01,3.937848814e+01,5.436995790e+01,1.088923741e+01,1.181180693e+01,7.759106015e+01,2.556877036e+01,2.766382022e+00,4.192691071e+01,8.321264728e+01,5.198603927e+01,5.184856919e+01,5.044864913e+01,2.897915066e+01,7.125104326e+01,5.379040692e+01,4.593669780e+01,9.366605734e+01,4.178782406e+00,7.771467412e+01,1.092325943e+01,4.718415032e+01,5.750106567e+01,8.106950442e+01,8.558748876e+01,6.961389226e+01,6.964979968e+01,6.084574631e+01,8.736940344e+01,4.070108315e+01,5.721803777e+01,5.943930351e+01,7.016819262e+01,8.685005577e+01,5.263447494e+01,3.358799253e+01,7.211996768e+01,8.431170116e+01,2.868864009e+01,8.198265629e+01,4.316481821e+01,6.483982075e+01,4.817261688e+01,7.910479276e+01,6.251438838e+01,5.837464350e+01,8.673732780e+01,1.464491343e+01,6.917017675e+01,8.251121166e+01,4.072570336e+01,6.714692096e+01,9.970726274e+01,9.312365685e+01,9.753925646e+01,6.175947217e+01,4.338690944e+01,5.410171708e+01,2.529458566e+01,2.934123397e+01,9.612768484e+01,9.370011218e+01,6.065756139e+01,1.508227614e+01,1.359295957e+01,9.394264955e+01,1.019732558e+01,2.419984913e+01,3.747788697e+01
8.996276115e+01,4.115220724e+01,1.944314695e+01,9.404061284e+01,8.255156524e+01,4.976130993e+00,9.583774542e+01,9.060809644e+01,4.334732384e+01,3.519361287e+01,3.564163732e+01,3.702978225e+01,9.209591362e+01,7.029122642e+01,5.190221108e+01,5.529290093e+01,2.840684247e+01,7.799071777e+01,5.742637942e+01,9.757926493e+00,8.196472688e+01,3.061425750e+01,1.319396430e+01,2.062464024e+01,9.694654588e+00,7.012522368e+00,2.305324669e+01,8.564793050e+00,7.624830874e+01,7.348927300e+01,2.889587726e+00,6.215023071e+01,6.421868019e+01,6.249052340e+01,6.700915457e+01,2.586094215e+01,7.261412467e+01,6.591374839e+01,4.448731171e+01,6.447348706e+01,7.761422619e+01,3.646827748e+01,6.376010655e+01,7.598878090e+01,5.723979449e+01,5.505582663e+00,5.823947931e+01,7.145501922e+01,3.064830970e+01,7.662091056e+01,1.283392115e+01,2.276828655e+01,7.230487525e+01,6.507102116e+01,5.604697378e+01,8.891147305e+01,2.725885283e+01,2.662565901e+01,4.519999736e+01,7.944628526e+01,7.694668682e+01,5.400563631e+01,9.182704851e+01,6.320903390e+01,9.003428295e+01,3.649182470e+01,8.832254943e+01,1.931002631e+01,1.478602559e+01,7.189852204e+00,3.493917982e+01,2.748899292e+01,1.430257557e+01,1.091779665e+01,3.401778893e+00,2.177336850e+01,6.634179095e+01,6.546847146e+01,1.332340870e+01,2.612442541e+01,9.208177862e+01
9.005083916e+01,6.673268517e+01,3.516373834e+01,4.718543274e+01,9.407536250e+01,4.287219986e+01,6.186319097e+00,4.158968285e+01,2.406893659e+00,7.752592480e+01,3.044699076e+01,4.908194975e+01,4.712193990e+01,4.413306783e+01,3.682265164e+01,9.387287885e+01,4.426149400e+01,8.716445663e+00,1.559815777e+01,2.013590929e+01,2.400754558e-01,7.382513143e+01,3.041367660e+01,3.172965672e+01,5.532273472e+01,6.110484622e+01,4.241267895e+01,2.317098994e+01,6.822056522e+01,3.574405250e+01,3.637358902e+01,4.317013615e+01,5.123659019e+01,8.270626448e+01,2.206434836e+01,8.830255850e+01,2.158588028e+01,9.603609182e+01,2.723828696e+01,8.559247702e+01,2.720801429e+01,9.869978494e+01,8.424653582e+01,2.604603450e+01,6.897757809e+01,3.663302522e+01,1.009814651e+01,1.591560809e+01,4.630654294e+01,2.041670440e+01,5.114416640e+01,7.672869185e+01,6.169997929e+01,2.556187584e+01,7.208223676e+01,9.444742353e+01,4.784831260e+01,3.857846681e+00,5.534143087e+01,7.610038099e+01,5.132743159e+01,2.044187715e+01,1.587950212e+01,9.909745811e+01,2.418235111e+01,1.909740980e+01,7.637589849e+01,4.905738216e+01,1.935582681e+01,4.447540767e+01,4.525703494e+01,9.696424902e+01,3.186449823e+01,6.591619327e+00,3.351633730e+00,5.199688400e+01,5.790895030e+01,3.209223496e+01,8.534101564e+01,5.296563582e+01,1.898600459e+01
9.191736755e+01,4.679632560e+01,4.574725191e+01,9.231945213e+01,3.581970936e+01,6.822708400e+00,5.700755654e+01,6.278126614e+01,2.691038570e+01,9.890395017e+01,4.591695813e+00,3.787363392e+01,7.341626982e+01,3.762884728e+01,4.195493141e+01,6.550422846e+00,3.180450980e+01,6.020712366e+01,1.507202950e+01,4.711505396e+01,4.999386282e+01,3.896599328e+01,2.965634466e+00,3.516791908e+00,4.663659116e+00,3.849988068e+01,5.143549352e+01,3.135935198e+01,2.556946650e+00,2.591660421e+00,3.716380025e+01,8.143254869e+01,8.356188308e+01,9.856701597e+01,5.391328588e+00,6.173464306e+01,9.146380042e+01,6.075559907e+01,4.521411901e+00,4.514144977e+01,8.572374950e+01,6.758451304e+01,3.211007059e+01,6.284708225e+01,3.801211726e+01,6.558885631e+01,5.123896034e+00,2.807597495e+01,3.306405714e+01,3.174675368e+01,7.343955392e+01,6.131551853e+01,2.001762908e+00,2.203823488e+01,5.209754892e+01,8.461396072e+00,2.299487618e+01,8.817450426e+01,3.422360370e+01,7.435648547e+01,5.325432636e+01,7.173767758e+01,2.489235595e-01,5.153012579e+01,2.753621656e+01,8.365258244e+01,8.132717361e+01,7.094568343e+01,6.562751683e+01,9.932088399e+01,6.582032275e+01,4.313579294e+01,3.549941765e+01,2.942091344e+01,4.678981933e+01,9.716803437e+01,6.527103979e+01,2.390466189e+01,8.940954047e+01,1.849066301e+01,8.458731077e+01
2.276317539e+01,3.911681581e+01,9.111291723e+01,8.831418174e+01,4.330834916e+01,5.758420671e+00,8.851085273e+01,1.332068391e+01,3.330665196e+01,8.516991900e-01,6.155979293e+01,8.459380579e+01,1.123649241e+01,9.355023138e+01,3.325820208e+00,7.995884371e+01,2.016871846e+01,8.250858399e+01,3.392494237e+01,6.569196820e+00,1.877419460e+01,8.237825597e+00,7.694762113e+01,9.107105490e+00,7.628703219e+01,9.133364397e+01,7.787435240e+01,6.053865933e+01,5.122746778e+00,2.480487702e+00,4.794051166e+00,1.577020169e+01,1.865440678e+00,5.717076274e+01,2.820922555e+01,9.216506334e+01,3.876592852e+01,6.605973833e+00,4.796748701e+01,2.104925976e+01,3.467000450e+01,4.412007908e+01,7.887808158e+00,5.087861315e+00,1.763605096e+01,5.329151944e+00,9.173190539e+00,8.172901089e+01,4.805764131e+01,5.989255869e+01,2.226454430e+01,3.254092186e+01,7.520298248e+01,9.636952326e+01,1.568100500e+00,7.831355286e+01,1.694108611e+00,3.797478115e+01,9.986419013e+01,6.256537739e+01,1.790888028e+01,6.425128232e+01,7.282250885e+01,6.510443734e+01,1.107752259e+01,2.560370460e+01,9.097285651e+01,8.288436639e+00,3.060706836e+01,6.158705998e+01,8.884431038e+01,2.268392507e+01,1.094883924e+01,4.570957373e+01,1.739441339e+01,3.716720901e+01,3.328577010e+01,6.927530878e+01,4.517581954e+01,7.375101270e+01,2.464195339e+01
9.530991373e+01,9.207001129e+00,5.260416599e+01,3.930047816e+00,5.038109454e+01,9.013372963e+01,8.445049588e+01,5.817642970e+01,5.657729176e+01,6.360951242e+00,8.890455979e+01,7.714191666e+01,1.018345588e+01,4.575204584e+01,8.830552710e+01,1.254521253e+01,8.441410256e+01,8.943791836e+01,7.858686652e+00,7.022934234e+01,2.360879622e+01,8.047014388e+01,6.554295906e+01,6.730107367e+01,9.194505478e+01,2.756037807e+01,9.422133629e+01,6.380017208e+01,3.036068813e+01,5.581046518e+01,3.824288965e+01,7.154517472e+01,2.947017559e+01,3.546678108e+01,7.140865419e-01,8.471692374e+01,5.421176481e+01,2.333646507e+01,1.350348517e+01,9.988076441e+01,8.157771189e+01,6.303296587e+01,6.757434242e+01,9.432636649e+01,6.307797353e+00,6.228975026e+01,9.908148091e+01,1.058135962e+01,7.952779851e+01,2.536059681e+01,7.458395392e+01,7.294522081e+01,5.385958488e+00,7.656907792e+01,8.042276616e+01,6.499319940e+01,8.986443665e+01,1.459255304e+01,1.121156909e+01,2.740080642e+01,6.953541145e+01,8.684981043e+01,8.369241251e+01,9.299930301e+01,7.614284660e+01,2.343567102e+01,3.516214005e+01,6.024414079e+01,4.563981356e+01,1.497643773e+01,3.557632873e+01,2.510698369e+01,1.480040281e+01,4.262544197e+01,4.013837784e+01,1.763605322e+01,2.647818852e+01,5.306246031e+01,2.224348317e+00,5.222537522e+01,1.914385846e+01
8.420327761e+01,4.703822481e+01,8.566777919e+01,3.426274286e+01,9.356447866e+01,6.551027793e+01,3.693764446e+01,9.998900876e+01,9.087888999e+01,7.956453804e+01,8.162820842e+01,5.267096450e+01,4.506536626e+01,2.836962807e+01,6.000818583e+01,1.685572816e+01,3.767579054e+01,1.618978974e+01,6.990627436e+01,7.874048921e+01,1.172835974e+01,7.233420347e+01,5.715947373e+01,3.211203414e+01,9.641738449e+01,8.690433196e+01,4.509052266e+01,2.248381015e+00,8.761171633e+01,5.251340251e+01,9.154176947e+01,2.150489357e+01,9.031343815e+01,9.236608679e+01,9.500352246e+00,1.008036216e+01,9.993188292e+01,4.331897836e+01,3.232636627e+01,8.167841149e+01,3.584433132e+01,9.484173961e+01,6.862593463e+01,4.438850322e+01,9.478534765e+01,5.030545147e+00,3.043833701e+01,2.295325618e+01,5.275069392e+01,6.538898844e+01,8.341705574e+01,9.837029852e+00,9.102681770e+01,6.320349154e+01,3.037637789e+01,2.553008237e+01,8.665547148e+01,1.331858220e+01,3.159888500e+01,1.662833199e+01,5.178023666e+01,1.554601489e+01,7.348357863e+01,4.418845967e+01,4.482571193e+01,1.519478644e+01,4.090980123e+01,3.984197335e+01,4.752483648e+01,4.030892580e+01,6.355207484e+01,3.591357531e+01,5.291668799e+01,1.058192961e+01,8.750384363e+01,1.276530984e+01,3.704486031e+01,7.030675415e+01,2.818206245e+01,5.915291865e+01,6.017784248e+01
6.435779028e+01,3.732545419e+01,8.425633832e+00,9.462971477e+01,3.274032667e+01,2.267123101e+01,6.018864514e+01,1.314896140e+01,5.056231993e+01,8.061882482e+01,3.600588785e+01,4.365808066e+01,1.817373817e+01,4.235320302e+01,5.100253573e+01,4.330082954e+01,2.602291323e+01,5.654073685e+01,8.961721000e+01,3.750483441e+01,1.810993890e+01,4.724419315e+01,2.664665586e+01,3.640194367e+01,6.157000171e+01,8.753646558e+01,5.330606250e+01,9.329262232e+01,7.264460456e+01,1.372336238e+01,2.260434727e+01,5.850797252e+01,1.999723903e+01,8.810730737e+01,9.218473237e+01,9.792043600e+00,5.352348875e+01,7.992536131e+01,2.084133242e+01,3.483082901e+01,9.650440882e+01,8.653674250e+01,6.689678526e+00,8.648563243e+01,7.405768527e+01,9.023429623e+01,8.030227328e+00,7.164131039e+01,8.674281016e+01,6.623775607e+01,9.168874895e+01,4.438192860e+00,9.010313639e+01,4.080019971e+00,6.997991663e+01,1.843227262e+00,1.662076668e+01,9.368734332e+01,9.010352006e+01,2.570327475e+01,6.429050360e+01,5.031030114e+00,5.247040026e+01,4.884959120e+01,8.899005203e+00,7.062456000e+01,2.942021541e+01,6.925682250e+01,7.367352422e+01,5.975447518e+01,3.235664550e+01,1.470367422e+00,8.833483744e+01,1.442878110e+01,1.221420492e+01,5.088615925e+01,3.369965932e+01,1.041159597e+01,2.652819750e+01,3.804882966e+01,4.762078056e+01
1.355348117e+01,5.001333545e+01,3.326541214e+01,7.900567958e+01,3.656447890e+01,4.560396478e+01,6.590350697e+01,3.129358863e+01,4.976393573e+01,5.551536957e+01,9.961492662e+01,9.664345087e+01,3.863910667e+01,7.996596527e+01,1.836408453e+01,2.162924037e+01,6.821512550e+01,8.246471443e+01,9.436325079e+00,2.033616844e+01,1.064371459e+01,7.339886691e+01,6.347583053e+01,8.649612643e+01,6.230438810e+00,9.956906768e+01,5.104380500e+01,4.683239126e+01,8.069205678e+01,6.846389329e+00,1.052642064e+01,8.624588579e+01,7.228987509e+01,5.145932894e+01,3.819487477e+01,9.081180973e+01,2.465024336e+01,3.507748476e+01,4.989157008e+01,9.794855728e+01,3.597913013e+01,4.575201297e+01,2.798332045e+01,8.353771506e+01,3.368034906e+01,2.713827926e+01,4.748549358e+01,5.000136234e+01,4.545545910e+01,6.843766963e+01,8.887633507e+01,1.162559504e+01,1.153108346e+01,4.794090913e+01,8.836641571e+01,1.167907258e+01,8.991220946e+01,5.286636705e+01,1.825036716e+01,1.576322926e+01,9.232731274e+00,4.262468810e+01,2.303301251e+01,8.373636988e+01,5.650157759e+01,9.595199357e+01,4.747542248e+01,9.385746753e+01,2.388411353e+00,2.415980126e+01,1.325160964e+01,1.387492325e+01,9.766281306e+01,8.216944231e+01,4.098502266e+01,7.355517157e+01,5.045142128e+01,6.301534192e+01,8.445936377e+00,4.288491190e+01,9.354971300e+01
2.553668212e+01,8.900183615e+00,8.803317529e+01,9.777337405e+01,3.557291666e+01,7.722029776e+01,6.309551204e+01,3.191207341e+01,1.868304675e+01,9.240684458e+01,2.279762035e+01,9.366711159e+01,1.245869349e+01,1.933293816e+01,8.605792625e+01,8.958167418e+01,7.099754758e+01,5.117574123e+01,2.520099984e+01,2.744686266e-01,8.285401891e+01,3.678592228e+01,8.684039690e+01,1.400625127e+01,9.432617566e+01,4.142359225e+01,9.886127345e-01,5.982891653e+01,3.456303835e+00,3.722658448e+00,3.360227809e+01,8.615886128e+01,4.153744895e+01,7.806767935e+01,3.358734673e+01,6.979950716e+01,1.349949976e+01,5.246079766e+01,6.273091336e+01,3.624643484e+01,9.305078263e+01,5.547486607e+01,4.960376593e+01,3.653998030e+01,7.331197980e+01,5.891448015e+00,1.148853911e+01,3.859405273e+01,3.032838132e+01,4.641051097e+01,6.510540089e+01,3.980281904e+01,9.773104718e+00,3.337403466e+01,4.145204733e+01,4.144324294e+01,7.122892375e+01,4.517602327e+01,7.504029216e+00,9.508331394e+01,8.848531512e+01,8.527238419e+01,9.278796614e+00,9.118801831e+01,1.325488401e+01,9.298588912e+01,8.671632411e+00,9.594366758e+01,6.644681466e+01,3.599755695e+01,2.465081949e+01,9.705484705e+01,6.426169387e+01,8.908792376e+01,4.194435801e+00,5.845823387e+00,8.848585342e+01,3.428391622e+01,6.656896301e+01,5.519376821e+01,5.984325064e+01
8.649916621e+01,2.124363531e+01,2.234067736e+01,4.547353638e+01,1.764806694e+00,5.928387480e+01,7.487837857e+01,7.650163181e+01,2.878481214e+01,6.653470905e+00,9.363860280e+01,8.267015226e+01,2.545067889e+01,6.180502741e+01,5.026584485e+01,4.815354419e+01,8.974406314e+01,8.830653134e+01,1.597871647e+01,7.448471841e+01,6.529843878e+01,9.504877913e+01,5.172918320e+01,3.294779589e+01,3.641409514e-01,2.947259909e+01,1.346702288e+01,9.758316927e+01,8.581296526e+01,6.029395898e+01,6.978015418e+01,2.291492005e+01,1.729573371e+01,6.370687995e+01,1.732797010e+01,4.152270078e+01,5.272906730e+01,4.708550664e+01,4.923866099e+01,1.430710573e+01,6.763541328e+01,9.015660200e+01,8.227525746e+01,8.951809454e+01,3.817373617e+01,5.647804474e+01,5.037507713e+01,6.042121608e+01,8.519293637e+01,9.337946049e+00,9.553866812e+01,4.698786187e+01,8.552996445e+01,8.330063524e+01,6.345133069e+01,7.812893323e+01,9.554154643e+01,6.305396407e+01,3.800778464e+01,1.505869889e+01,8.743253057e+01,6.199513863e+01,1.970108085e+01,4.194926964e+01,4.643107939e+01,9.507978976e+01,6.696628134e+01,2.516065045e+01,7.860767071e+01,8.659592583e+01,7.036075570e+01,4.192506095e+01,7.783404158e+01,4.969003912e+01,5.717825794e+01,2.551365544e-01,5.008884473e+01,1.992231669e+01,6.943303639e+01,4.241365402e+01,4.252620158e+01
1.694723624e+01,1.014775556e+01,4.750079603e+00,1.386270814e+01,3.600953222e+01,1.541234078e+01,5.688959057e+01,4.479153794e+01,2.244791970e+01,6.500219024e+01,1.022664301e+01,7.840939003e+01,4.641410916e+01,1.418178504e+01,1.107102783e+01,9.949664415e+01,5.818155483e+00,9.695799477e+01,8.316366658e+01,1.876935323e+00,5.029895767e+01,1.360225948e+01,8.051734133e+01,4.412285620e+00,7.471522447e+01,5.939048736e+01,3.499550840e+01,4.357360740e+01,3.149947548e+01,6.928946441e+01,3.223121229e+01,6.306568020e+01,5.032746063e+01,1.117014560e+01,7.669886037e+01,3.722639404e+00,2.408108240e+00,6.794953450e+01,7.101871056e+01,6.064056847e+01,6.422793164e+01,1.267807881e+01,7.196675714e+00,7.985543637e+01,6.274584853e+00,5.806158223e+01,8.290491265e+01,3.205170151e+01,2.635056468e+01,3.437928690e+01,2.396319955e+01,5.098078042e+01,4.534826445e+01,1.628426280e+01,2.678306227e+01,8.811561826e+01,6.965426635e+01,5.519619389e+00,7.885702492e+00,7.165676124e+01,7.883666952e+01,1.975284565e+01,6.457839105e+01,6.312365764e+01,9.527555408e+01,6.472986179e+01,4.765847245e+00,6.845350993e+01,4.042713509e+01,9.949089551e+01,9.647451923e+01,7.494885339e+01,5.957477568e+00,7.773589600e+01,5.078920306e+01,4.697336731e+01,5.825980274e+01,4.830821398e+01,2.822610204e+01,4.533582341e+01,5.825899730e+01
8.354560368e+01,8.349826922e+01,4.339458368e+01,3.780213190e+01,1.665753055e+01,1.598459319e+01,4.780466649e+01,7.390340867e+01,9.259330233e+01,8.245634178e+01,6.460302211e+01,6.362992031e+01,8.385380366e+01,7.723636202e+01,6.215019943e+01,3.332785151e+01,9.031825458e+01,9.327636192e+01,2.158709655e+01,8.924806469e+01,8.861873739e+01,3.109181892e+01,9.629366063e+01,3.250509895e+01,5.884962924e+01,3.272710514e+01,5.717745384e+01,9.068952621e+01,9.883561979e+01,4.556094577e+01,5.922929884e+01,2.013784294e+01,1.667804822e+01,2.221983033e+01,2.850271734e+01,1.507512922e+01,6.246538072e+01,6.674357998e+01,7.014405149e+01,9.335652078e+01,9.962842978e+01,5.714405259e+01,4.044506777e+01,2.724381526e+01,6.526286892e+01,7.189493319e+01,1.087383758e+01,7.873390819e+01,3.361518678e+01,2.026947712e+01,5.647448378e+00,6.067291158e+01,9.802007523e+01,8.815760349e+01,6.960132229e+01,9.905760081e+01,7.840448401e+01,6.784522268e+01,2.144688235e+01,1.636385666e+01,9.362480616e+01,8.327537431e+01,5.062300009e+01,1.952348027e+01,9.441207745e+01,8.186990032e+01,3.221384383e+00,4.413361650e+01,6.035095396e+01,5.198284163e+01,2.262674186e+01,6.528650329e+01,5.630716992e+00,9.339951262e+01,6.316516803e+01,6.761185557e+01,6.356549479e+01,3.605431496e+01,4.201724559e+01,1.329895602e+00,4.352611407e+01
9.328653203e+01,9.246965515e+01,9.647643063e+01,1.741467471e+00,3.247087783e+01,3.431932400e+01,2.347959936e+01,1.776617443e+01,3.512798625e+01,5.815594703e+01,8.835904307e+00,8.021532546e+01,9.105471007e+01,1.477826329e+01,4.395231660e+01,7.126195077e+01,5.295553243e+01,5.688444766e+00,5.831002426e+01,6.792931471e+01,6.185289176e+01,5.493999619e+01,8.015597426e+01,7.576470761e+01,9.134349389e+01,6.167260825e+01,7.904174771e+00,6.616935004e+01,9.562497576e+01,2.086828387e+01,5.282147010e+00,2.188966205e+01,9.538991183e+01,1.250058107e+01,6.399513556e+01,9.364402501e+01,1.012808356e+01,5.370124651e+01,3.966782636e+01,8.581923311e+01,8.373012037e+01,5.690881484e+01,6.090591599e+01,7.970609646e+01,8.086132853e-01,7.528494604e+01,7.059202330e+01,3.795499752e+01,5.904192743e+01,8.233513490e+00,6.344623389e+01,2.929819455e+00,9.997465982e+01,1.191182181e+01,5.740231965e+01,4.485473508e+01,1.478241282e+01,7.421683353e+01,1.344028483e+01,2.941099104e+01,5.935116007e+01,9.478718892e+01,9.822827876e+01,7.509497197e+01,8.165662029e+01,4.399590560e+00,8.260175099e+01,6.054831773e+00,9.775241233e+01,6.325393437e-01,3.315679659e+01,4.465633013e+01,8.318720094e+01,6.114758765e+01,6.943079005e+01,9.608372633e+01,7.235139243e+01,2.433369116e+01,6.524460884e+01,1.752387302e+01,2.867372999e+01
2.676328474e+01,6.395010924e+01,5.758560447e+01,4.146531279e+01,4.539945265e+00,1.826610330e+01,9.202620720e+01,2.584036770e+01,5.648153476e+01,3.138593969e+01,3.956597708e+01,8.787312561e+01,9.098542464e+01,9.431681046e+01,5.883872815e+01,2.628369520e+01,9.457753778e+01,8.829020518e+01,5.307544348e+01,3.618975059e+01,3.589610684e+01,7.806233735e+01,9.722971172e+01,1.894258746e+01,8.362932594e+01,9.727366688e+01,3.888339893e+01,2.077192577e+01,2.080723229e+01,1.366282456e+01,9.980791249e+01,3.893138727e+01,4.201448251e+01,8.862280510e+01,3.972201480e+01,2.782243556e+00,2.368297125e+01,6.281758097e+01,2.287778388e+01,5.807580805e+01,6.797010711e+01,7.895407753e+01,8.329278838e+01,5.917489383e+01,3.269938569e+00,5.670071160e+01,2.552884618e+00,4.176897964e+01,9.203541616e+00,7.310557266e+01,7.038858180e+01,2.284905557e+01,7.751182070e+01,7.610848856e+01,9.342544722e+01,1.481979384e+01,4.214765172e+01,7.951221235e+01,4.031143424e+00,6.091613195e+01,5.357270976e+01,1.052621360e+01,9.147315933e+01,6.459321866e+01,1.557608627e+01,3.517192849e+01,3.269755955e+01,5.893778165e+01,6.791276184e+00,5.358359654e+01,2.230761294e+01,2.799520318e+01,4.588902213e+01,5.525887007e+01,9.283714830e+01,1.743018608e+01,6.207937776e+01,2.275453474e+01,9.071612660e+01,1.001918545e+01,7.954053760e+01
9.918288764e+01,6.358406908e+01,5.068068991e+01,4.653474038e+01,3.039251926e+01,7.166623310e+01,2.453389346e+01,4.043987423e+01,3.357249743e+01,7.731887147e+01,7.833380025e+01,3.530433831e+01,6.875669799e+01,4.682813306e+01,9.396634620e+01,5.196391369e+01,8.105868679e+01,3.319600304e+01,3.167327935e+01,2.169188341e+01,1.259872165e+01,9.191879830e+01,7.063038374e+01,6.356184274e+01,4.973177972e+01,8.574048321e+00,2.065495019e+01,2.153117726e+01,5.754579850e+00,6.342587738e+00,7.139223433e+01,1.632894342e+01,2.688607810e+01,8.382449031e+01,6.889853230e+01,2.741716193e+01,2.557070706e+01,9.068909677e+01,2.507338479e+01,3.173112746e+01,8.938932693e+01,9.173831864e+00,8.337096960e+01,6.661926182e+01,7.863948863e+01,2.794557865e+01,2.772413072e+00,8.097100002e+01,4.304696567e+01,3.573383999e+01,8.414065362e+01,9.162287542e+01,4.394497734e+01,7.805526451e+01,3.750326338e+01,2.272154969e+01,3.671845009e+01,2.626723893e+00,6.835432866e+01,4.338832686e+01,3.458830205e+01,3.997366055e+00,6.217279155e+01,8.436350672e+01,7.324681744e+01,3.751212047e+01,2.086139622e+01,1.736714330e+01,4.260952289e+01,5.688886025e+00,7.509447377e+01,7.064581152e+01,5.058784148e+01,4.727592485e+01,3.210829623e+01,5.812537688e+01,3.392932936e+01,2.408577243e+00,8.055541408e+00,9.063025919e+01,8.883633309e+01
3.625365311e+00,4.759697624e+01,6.764211473e+01,6.925812891e+01,5.696745612e+01,7.388555478e+01,8.644324375e+01,1.879026971e+01,9.911884047e+01,5.862005417e+01,2.987665642e+00,6.037564818e+01,8.674528793e+01,9.601004940e+01,1.494476061e+01,2.088574658e+01,1.119446270e+01,2.357582813e+01,6.404330121e+01,1.173619017e+01,4.036643448e+01,6.264592362e+01,8.328374219e+01,3.064031443e+00,7.462238933e+01,4.550669900e+00,6.825856544e+01,4.759544320e+01,7.153949486e+01,3.663630544e+01,3.254008946e+01,2.432468516e+01,2.577919134e+01,7.496624859e+01,6.295916751e+00,8.696579133e+01,8.568987323e+01,1.830976780e+01,8.730409186e+00,6.574487511e+01,5.798638187e+01,2.491688017e+01,7.086171856e+01,2.978320047e+01,2.337205081e+01,1.058505167e+01,8.489706721e+00,9.682269163e+01,3.110995453e+01,9.898057781e+00,3.034915976e+01,8.176648461e+01,8.262079215e+01,6.062358086e+01,8.800942096e+01,9.746922479e+01,7.059655355e+01,3.265937075e+00,6.047684718e+01,9.522117773e+01,3.768549655e+01,4.109616453e+00,7.114873830e+01,7.344047486e+01,4.132521496e+01,3.657442552e+01,9.436398342e+01,2.648461525e+01,9.233415435e+01,4.466961100e+01,4.971165184e+01,6.607114256e+01,9.599814602e+01,8.821432510e+01,3.209949136e+01,4.645029282e+01,8.613377334e+01,3.781570638e+01,9.700253730e+01,3.578218363e+01,3.601558701e+01
5.037058505e+00,7.477385756e+01,6.026356400e+01,6.465857309e+01,4.799180553e+01,8.240612839e+01,1.003191004e+01,9.639778673e+01,5.891449421e-02,3.319500237e+01,3.710546397e+01,4.956614832e+00,5.165217142e+01,2.894174157e+01,5.043764630e+01,4.424946885e+01,7.474458855e+01,8.912173946e+01,7.507499270e+01,4.030316748e+01,6.680358641e+01,2.316389573e+01,3.828242359e+01,9.093116368e+00,2.034997615e+01,1.595404003e+01,3.919112698e+00,2.954242962e+01,6.837110743e+01,3.821929564e+00,6.676860095e+01,3.668564475e+01,4.008127046e+01,7.609184042e+01,8.123152601e+00,3.649768705e+01,6.688459371e+01,7.735968979e+01,1.248444609e+01,2.780574046e+01,9.447762758e+01,6.820518209e+01,5.354920789e+00,8.226873185e+01,8.004067830e+01,8.993879951e+01,6.548344302e+01,3.603943777e+01,8.106873900e+01,6.735289783e+01,7.008512777e+01,9.369010693e+01,8.926071747e+01,9.787336718e+01,4.706990141e+01,6.181648976e+01,5.368423952e+01,3.988040939e+01,9.857941293e+01,5.705409296e+01,5.767330695e+01,1.843920325e+01,6.657025213e+01,6.462739532e+01,2.279426825e+01,4.957077539e+01,4.024772881e+01,1.596706454e+01,4.699389310e+01,6.918914890e+01,4.910258331e+00,8.849148149e+01,6.491450283e+01,7.891118907e+01,5.625028089e+01,7.348973826e+01,2.784053631e+01,6.521965084e+00,1.153990280e+01,4.511338019e+01,6.816945323e+01
