v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92
8.765419494e+01,5.700837241e+01,3.455986489e+01,1.222732907e+01,8.524748458e+01,6.959579342e+01,5.704203548e+01,8.136075212e+01,2.296701209e+01,1.952280866e+01,6.655219357e+01,3.319632767e+01,5.902039350e-01,7.028190740e+01,8.375344194e+01,3.601463466e+01,7.315717640e+01,8.098406226e+01,3.597864059e+00,5.412005307e+01,8.170962561e+01,4.311967267e+01,7.322943884e+01,1.099718438e+01,2.340070726e+01,3.390644421e+01,1.477934421e+01,6.314305974e-01,4.846713144e+01,9.967439212e+01,3.207428336e+01,4.320185288e+01,7.850757458e+01,7.970542210e+01,8.655715409e+01,1.711446750e+01,8.752545947e+01,8.983686964e+01,7.319000187e+01,6.483045021e+01,5.639697072e+01,2.850280960e+01,2.352143181e+01,7.270613200e+01,2.467456011e+01,2.969512599e+01,2.164090462e+01,6.567840908e+01,5.521001675e+01,5.126081330e+01,5.028598760e+01,6.337314828e+01,8.865900897e+01,7.587972345e+01,8.610715680e+01,7.877164851e+01,6.119981575e+01,9.742391330e+01,3.550887944e+01,4.318891227e+01,8.035285897e+01,8.958292882e+01,6.834684333e+01,1.136798530e+01,6.104173890e+01,1.159943251e+01,8.484392840e+01,2.920543928e+01,5.692424879e+01,2.702143365e+01,9.823936808e+01,6.313849038e+01,4.968423048e+01,2.540013588e+01,6.472756063e+01,9.182993833e+01,5.801245739e+00,7.472119782e+01,2.433341408e+01,9.630053026e+00,3.857937373e+01,2.611088916e+01,8.735942844e+01,7.431611647e+01,2.469624652e+00,3.177285202e+01,7.153201107e+01,4.125987493e+00,2.883569245e+01,7.709510293e+01,6.706616180e+01,4.806661608e+01
7.424059319e+01,6.591484775e+01,4.408853520e+01,2.213445083e+01,4.887238358e+01,5.564657412e+01,6.882446044e+01,5.814072261e+01,4.842945152e+01,7.769688216e+01,6.677221669e+01,5.749199109e+01,7.488627753e+01,7.623037455e+01,8.023926283e+01,1.773846836e+01,8.027484553e+01,4.176396369e+01,1.217363350e+01,7.260756480e+01,6.641157228e+01,9.396810222e+01,7.727100921e+01,8.810142920e+01,7.993278295e+01,3.813350664e+01,4.374294535e+01,5.754849701e+01,2.098772892e+01,4.546976807e+01,3.441647215e+01,5.236050677e-01,1.567092582e+01,5.715753551e+00,9.987664765e+01,8.619940992e+01,7.717315959e+01,4.000330677e+01,5.446110920e+01,1.831503976e+01,5.070486608e+01,8.298600381e+01,8.568698893e+01,1.852582309e+01,5.245959568e+01,7.886242756e+01,1.102192686e+01,1.936625359e+01,5.723093935e+01,7.168016920e+01,2.276500741e+01,1.884705599e+01,1.202420348e+01,2.658927797e+01,2.067134634e+01,6.068089210e+01,2.555814844e+01,7.850456733e+01,7.314806722e+01,7.038988149e+01,8.813899594e+01,5.136141815e+01,3.409875035e+01,4.599343044e+01,9.623496088e+01,9.143488077e+01,2.128669249e+01,6.228097963e+01,5.863227854e+01,2.560079334e+01,4.210037171e+01,6.599540759e+01,9.036705748e+01,6.463024657e+01,4.333407928e+01,7.918577177e+01,4.197413187e+01,7.803824860e+01,9.552114738e+01,2.936276652e+01,5.368941121e+01,3.818327632e+01,7.958760536e+00,9.674428620e+01,5.790656647e+01,4.209826813e+01,4.652393509e+01,9.829419708e+01,2.040058614e+01,1.609483289e+01,5.032446491e+01,2.544199319e+01
7.895999098e+01,6.656716268e+00,3.555880428e+01,3.740811974e+00,8.544875281e+01,9.172708622e+01,9.495054121e+01,6.005517005e+01,7.893569656e+01,9.227336099e+01,4.021047720e+00,6.212826227e+01,9.328184969e+01,8.713701213e+01,5.761875996e+01,4.285722621e+01,3.062051318e+01,1.495970744e+01,2.845529883e+01,2.130104579e+00,8.104894571e+00,1.704485186e+01,8.709332377e+01,2.814223382e+01,5.030807786e+01,9.547677146e+00,1.622343503e+01,8.279256702e+01,4.696152679e+01,4.143877171e+01,5.266455569e+01,7.966238359e+01,9.753071912e+01,4.093183394e+00,6.863143373e+01,9.483754872e+01,4.209743899e+00,5.668274407e+01,2.392222965e+01,9.767399946e+01,4.082583774e+01,8.426886231e+01,1.056468503e+01,4.272964987e+01,2.019906407e+01,6.010860744e+01,1.419234693e+01,1.226267246e+01,3.081049271e+01,3.433235027e+01,4.962614610e+01,6.988285930e+01,2.105760430e+01,2.675989842e+01,9.094823365e+01,9.264366179e+01,3.743936836e+01,2.400100402e+01,6.911263355e+01,4.858240823e+01,4.587532624e+01,1.855812700e+00,3.307484750e+01,8.298891604e+01,6.068731509e+01,5.857716994e+01,8.146793026e+01,3.128691993e+01,2.797739356e+01,8.407886573e+01,3.612632066e+01,1.047891697e+01,8.948256158e+01,3.165467003e+01,9.535028076e+01,1.793249870e+00,2.789668625e+01,9.162463272e+01,8.193839167e+01,4.339706811e+01,2.653495165e+01,3.867349833e+01,9.091710249e+01,4.589474794e+01,7.041987509e+01,6.997115865e+01,5.865085132e+01,1.201998853e+01,9.723784096e+01,1.523835298e+00,9.044854392e+01,9.733222995e+00
1.926803176e+01,1.604271550e+01,6.585228573e+01,6.241406929e+01,6.418972158e+01,1.978025898e+01,2.159078751e+01,2.160847205e+01,7.436468122e+01,6.922887639e+01,8.634539744e+01,7.356704742e+01,7.219910592e+01,9.230387674e+01,1.705034379e+01,7.240427034e+01,7.458213558e+01,9.656108092e+01,1.344725031e+01,6.856665751e+01,2.455112552e+01,5.386879553e+01,2.697483713e+01,4.768459995e+01,4.072860663e+01,8.221562726e+01,3.350640972e+01,4.131009115e+01,9.269966905e+01,4.460873108e+00,4.155381646e+01,8.383683566e+01,2.164496332e+01,1.554943831e+01,9.877892352e+01,8.164121966e+00,4.363131512e+01,1.732947056e+01,9.819117849e+01,6.680039490e+01,2.663543799e+00,1.394590202e+01,5.573230607e-01,2.912414232e+01,4.212900958e+00,2.039960674e+01,5.819939038e+01,2.525335252e+01,8.262527550e+01,6.993835696e+00,9.363199835e+01,2.212340041e+01,3.315137691e+01,5.601032049e+01,1.334787653e+01,2.031907883e+01,3.921514625e+01,9.875493825e+01,9.069545023e+01,9.065720629e+01,1.979963785e+01,5.226400963e+00,6.148413568e+00,3.250313924e+01,8.588552788e+01,4.796133470e+01,2.878715179e+01,5.644709506e+01,2.874978332e+01,2.467519300e+00,8.220761954e+01,1.469990049e+01,8.530612272e+01,8.812646051e+01,1.541977722e+01,6.454718577e+01,8.511917756e+01,9.376897225e+01,5.553140346e+01,2.588718783e+01,8.037943202e+01,1.930315921e+00,3.760977521e+01,8.056009308e+01,4.114212896e+01,8.961355012e+00,8.699254537e+01,6.130437613e+01,6.159506156e+01,7.625752744e+01,4.866871155e+01,8.036321459e+01
3.421996487e+01,4.500231646e+00,3.633986037e+01,5.919776874e+01,8.900937971e+01,6.452597902e+01,1.921723844e+00,8.124989101e+00,3.946629414e+01,3.979319191e+00,9.544052761e+01,4.900618640e+01,8.216934959e+01,5.205224107e+01,8.668805612e+01,6.707780540e+01,9.645447187e+01,6.212276370e+01,7.981109060e+01,5.796261187e+01,2.253942429e+01,4.381875826e+01,4.538636612e+01,5.227997665e+01,6.185436779e+00,4.270318459e+01,7.384191017e+01,2.902901195e+01,9.050596460e+01,6.998424029e+01,2.130960122e+01,5.816074300e+01,1.155499906e+01,9.875299730e+01,4.707391577e+01,6.076382760e+01,4.383526261e+01,9.615506776e+01,4.777873042e+01,9.883757424e+01,5.115415164e+01,7.633265591e+01,4.957657374e+01,2.052422288e+01,6.693246462e+01,8.556071260e+01,3.919319189e+01,6.324953621e+01,9.234405158e+01,7.447722684e+01,8.729006028e+01,7.971402409e+01,3.555973036e+01,1.987108872e+01,3.718048778e+01,6.534781313e+01,2.401938151e+01,6.764513386e+00,6.958524838e+01,1.180418531e+01,6.445475909e+01,1.434001651e+01,5.980450148e+01,5.939771846e+01,3.108223547e+01,8.603208448e+01,6.603753719e+01,6.537699073e+01,6.087330477e+01,8.826539128e+01,4.796597335e+01,6.417670591e+01,4.927754645e+01,2.941805849e+01,5.838502101e+01,1.760901805e+01,8.403620404e+01,1.381179384e+01,6.352202561e+01,3.315575396e+01,4.389069117e+01,1.207056337e+01,8.513861489e+01,3.670918213e+01,3.994203975e+01,7.097685315e+00,5.981381559e+01,1.081735741e+01,3.967922679e+01,2.514977686e+01,2.740659301e+01,3.231624516e+01
4.311232114e+01,7.110164870e+01,3.302596838e+01,6.288483428e+01,6.934121242e+01,4.133314735e+01,4.382374568e+01,9.597512414e+00,1.887855067e+00,9.819190339e+01,1.067582334e+01,2.198477809e+01,7.156880136e+01,7.940186780e+01,7.224117289e+01,8.941512257e+01,8.516490225e+01,5.257621071e+01,8.942923186e+01,8.904239705e+01,1.146150018e+01,1.657279850e+01,6.907086757e+01,9.821978382e+01,4.670991931e+01,7.897939155e+01,9.011494230e+01,5.057742975e+01,4.386487773e+01,6.122350047e+01,5.688468781e+01,3.441644950e+01,8.890563666e+01,6.018079538e+01,6.165003500e+01,5.230950713e+01,2.036117011e+01,1.504147075e+01,2.114018701e+01,4.538400243e+01,1.072617789e+01,7.643832512e+00,9.772379619e+01,2.460496343e+01,8.384018652e+01,3.267296372e+01,7.020583376e+01,2.834965580e+01,6.940293552e+01,8.386753385e+01,1.756074350e+01,7.734183997e+01,2.988478135e+00,9.581596589e+01,3.442595217e+01,5.291587256e+01,8.860008408e+01,5.557898936e+01,3.022231038e+01,9.655619927e+00,3.475548802e+01,2.247293300e+01,1.210259393e+01,6.614391464e+01,6.423839518e+01,1.558782250e+01,7.982048742e+01,6.268853441e+01,1.397725130e+01,8.080402025e+01,4.631647790e+01,1.309618272e+01,3.476883035e+01,1.700713932e+01,5.774890324e+01,3.619280816e+01,8.187793315e+01,2.019632625e+01,3.905960114e+01,5.648441968e+01,1.840004011e+01,6.795160527e+01,2.206728340e+01,2.706595607e+01,6.307608065e+01,1.147094927e+01,4.953211203e+01,3.644502779e+01,2.737179246e+01,6.726299835e+01,3.388226806e+01,6.412047030e+01
6.202968234e+01,2.484650909e+01,8.848987797e+00,8.613606755e+01,1.817334686e+01,8.002577681e+00,7.596460029e+01,9.682176290e+01,8.675290246e+01,5.809877715e+01,5.479462871e+01,2.752421627e+01,6.043534006e+01,3.400408167e+01,8.543858752e+01,7.970867910e+01,8.581988298e+01,2.835760588e+01,6.506237139e+01,2.464567397e+00,7.124722969e+01,8.585899294e+01,1.003867432e+01,2.280226817e+01,7.006613159e+01,6.201436688e+01,7.499091258e+01,9.832109430e+01,9.518282941e+01,6.830347240e+01,8.728072605e+01,4.623721962e+01,7.200349743e+01,5.324434224e+01,8.879954154e+01,4.188173027e+01,3.946011708e+00,4.372188476e+01,4.903240980e+01,3.512044530e+01,6.585509692e+01,7.338398206e+01,7.936800684e+01,5.866642442e+01,2.594082222e+01,4.577130704e+00,4.051221823e+01,3.977219999e+01,1.464265124e+01,7.368920410e+01,1.422956386e+01,9.401942237e+01,8.577455258e+01,4.295594687e+01,2.695448294e+01,2.989350885e+01,1.079108487e+01,9.620593689e+01,4.174463289e+01,9.835456939e+01,6.863035713e+01,5.053922282e+01,3.493546099e+01,2.792035020e+01,3.958724863e+01,9.231631658e+01,5.898426966e+01,5.531196711e+01,5.688439778e+01,6.013350467e+01,2.528016405e+01,1.480521387e+01,7.973395228e+01,2.598279015e+00,2.700188626e-01,7.667495917e+01,4.769065958e+01,2.224091841e+01,7.602183521e+01,2.262734668e+01,6.679452951e+01,7.917965970e+01,8.458304519e+01,4.753019381e+01,7.756791996e+01,3.413464675e+01,2.635170489e+01,6.973496654e+01,5.795488690e+01,5.959059112e+01,6.204121941e+01,5.442137968e+01
1.634233537e+01,8.389557432e+01,6.843069361e+01,1.968356142e+01,5.952963849e+01,2.054401161e+01,1.522920114e+01,7.258811100e+01,2.089767728e+00,1.591098207e+00,9.129193796e+01,9.148430149e+01,3.335004792e+01,1.825809718e+01,5.181965532e+01,4.202773428e+01,6.040343716e+01,1.724597671e+01,6.949454737e+01,1.793330586e+00,5.375780712e+01,5.293303157e+01,5.975882786e+01,9.172289948e+00,4.341028082e+01,4.035871826e+01,6.809909859e+01,7.989494432e+01,7.315794695e+01,1.231584205e+00,3.856857942e+01,2.073782411e+01,7.062991911e+01,2.024133379e+01,3.450396073e+01,6.054230944e+01,8.938218749e+01,9.085942529e+01,8.296259975e+01,1.716709252e-01,8.502505547e+01,3.609011027e+01,6.888690346e+01,2.123512176e+01,5.856831542e+01,7.371168496e+01,4.893075605e+01,4.368735634e+01,4.739490781e+01,1.789054564e+01,1.407679627e+01,6.711896420e+01,3.153886341e+01,3.835136536e+01,8.970396217e+01,7.674765773e+00,9.062303982e+01,4.805058790e+01,4.308075203e+01,6.166304983e+01,7.159517303e+01,7.176655071e+01,6.158160307e+01,8.676187737e+01,5.268533668e+01,4.424889098e+01,1.455259558e+00,2.090255379e+01,1.150869077e+01,9.571911717e+01,5.211029599e+01,4.056867730e+01,8.055703672e+01,7.869916192e+01,2.031214920e+01,7.500496870e+01,2.304868708e+00,5.671924359e+01,9.772870463e-01,7.316116779e+01,8.326365949e+01,3.260631608e+00,4.650832234e+00,6.113097322e+01,4.633511215e+00,1.395174188e+01,6.394094626e+01,7.030407020e+01,2.536675487e+01,4.802167534e+01,6.345861349e+01,5.107525767e+01
9.037641192e+01,5.405508536e+01,4.870353939e+01,4.138035660e+01,1.276707737e+01,2.194269723e+01,4.449043143e+01,5.912814702e+01,6.588564399e+01,1.753523999e+01,2.920478549e+01,3.140188583e+00,8.898517595e+01,7.343417678e+01,4.081142529e+01,8.556279022e+01,7.764470535e+01,6.045418431e+01,8.305910753e+01,5.612922488e+01,7.059236893e+01,1.844725643e+01,4.323380239e+01,1.116580735e+01,7.409262695e+01,1.841901378e+01,4.889214451e+01,8.923581184e+01,2.188287295e+01,2.430469150e+01,8.864661833e+01,7.083751585e+01,9.298015563e+01,6.549080500e+01,4.570765140e+01,4.934610111e+01,4.547219965e+01,9.811243338e+01,3.553499491e+00,5.177826274e+01,9.051120813e+01,2.462141985e+01,8.017281637e+01,1.579601111e+01,4.140007284e+01,2.327809931e+01,9.181062973e+01,3.151507000e+01,8.843980372e+01,2.334683314e+01,7.508790832e+01,3.005180766e+01,4.120137637e+01,6.569965748e+01,6.256881909e+01,9.587405879e+00,5.410648211e+00,3.192502899e+01,7.128380967e+01,5.766094917e+01,8.396407939e+01,4.156259536e+01,1.888535493e+01,8.309537300e+00,7.686722605e+01,2.554939312e+01,1.592280980e+01,9.357952382e+01,4.464393604e+01,1.526924711e+01,6.180004189e+01,6.164289622e+01,2.647216075e+01,4.148691465e+01,7.161992902e+01,1.328798570e+01,3.995455654e+01,2.200628207e+00,3.608868098e+01,9.388244394e+01,8.893355387e+01,3.018819147e+01,5.738105600e+01,8.879574234e+01,7.137399826e+01,5.911432440e+01,1.593547646e+01,6.098119672e+01,3.181789029e+01,4.281956789e+01,8.669440678e+01,7.962268245e+01
6.264153236e+01,1.758093309e+01,2.391016327e+01,7.073485171e+01,2.619697525e+00,7.987524261e+00,9.540976655e+01,4.227699352e+01,8.926281528e+01,1.506622588e+01,8.708141504e+01,1.873914479e+01,9.823164660e+01,3.756506549e+01,1.630270911e+01,7.178755424e+01,9.556363752e+01,7.874795426e+01,4.195185422e+01,7.467249903e+01,1.560358960e+01,1.347780078e+01,8.943673796e+01,2.146683706e+01,7.263037054e+01,1.053031356e+01,4.087954021e+01,6.259167646e+01,2.935288059e+01,8.808928268e+01,5.159789563e+01,3.844686456e+01,8.964745549e+01,8.161498906e+01,2.698990360e+00,9.297748255e+01,9.711312218e+01,8.012394356e+01,2.020961908e+01,3.852047572e+00,6.310820512e+01,3.897712203e+01,7.642668522e+01,3.257338636e+01,9.727976032e+01,6.319004765e+01,2.053002721e+01,5.689602066e+01,3.218360938e+01,7.301968440e+01,7.927261161e+01,4.430276612e+01,4.831211486e+00,9.674864991e+01,8.318590840e+01,8.776322833e+01,4.878365436e+00,8.994898534e+01,5.826571104e+01,3.481534598e+01,9.189924791e+01,9.208138582e+01,5.523709137e+01,5.196219381e+01,5.473687569e+01,4.338702042e+01,4.868435494e+01,6.395777782e+00,7.614982593e+01,3.640419051e+01,5.397926821e+01,3.911267242e+01,6.057217548e+01,5.467975858e+01,1.091859865e+01,4.906056550e+01,7.748146203e+01,1.129381055e+01,6.920802453e+01,3.096874613e+01,6.103341274e+01,9.681382996e+01,7.172423069e+01,6.231937180e+01,7.410903501e+01,2.417709447e+01,6.979316445e+01,7.455614534e+01,2.482524642e+01,7.158431451e+01,3.888604580e+01,2.139828914e+01
9.710378735e+01,5.576261118e+01,4.314429858e+01,8.085343334e+01,3.079264544e+00,8.416912700e+01,8.385807096e+01,9.806609458e+01,7.997144561e+01,3.244513342e+01,5.895280148e+01,2.255606301e+01,1.640506621e+01,9.448548031e+01,5.913527236e+01,3.293425396e+00,6.926259177e+01,8.100489706e+01,9.558974812e+01,2.914786184e+01,8.480972004e+01,3.844826718e+01,4.026934601e+01,8.420585876e+01,8.003156025e+01,3.557495089e+00,5.066739328e+01,1.224931841e+01,8.504923603e+01,3.584098542e+01,8.329746828e+01,2.277015640e+01,6.157567109e-01,8.387526902e+01,1.153747992e+01,3.164004993e+01,8.377473096e+01,5.261898333e+01,6.917748993e+01,7.390029517e+01,2.443699883e+00,8.740002125e+01,9.298711861e+00,6.800198103e+01,9.606312448e-01,7.714411554e+01,6.023741270e+01,3.319341300e+01,7.973203415e+00,8.949839656e+00,7.733523608e+01,6.787690111e+01,6.789157161e+01,5.664602428e+01,5.041845674e+01,7.629861118e+01,4.391313998e+01,5.201821984e+01,3.078316146e+01,2.567517778e+01,6.500505271e+01,1.031811052e+01,7.662568954e+01,2.275024775e+01,7.141166981e+01,6.719685286e+01,8.613285795e+01,3.446691748e+01,7.034995533e+01,2.492759336e+01,7.328719496e+01,7.357380686e+01,5.463060803e+01,3.960914789e+01,7.914578204e+01,9.162484407e+01,6.374351425e+01,7.387842360e+01,9.990726885e+01,5.200942543e+01,4.604922314e+01,1.889793239e+01,5.002362142e+01,1.668205248e+01,3.810862009e+00,9.205295252e+00,5.484789799e+01,3.123381242e+00,8.350290799e+01,7.489759993e+01,6.422060246e+01,2.596092665e+01
9.070012264e+01,1.339384916e+00,6.390833951e+01,2.965892837e+01,6.512279493e+01,5.342495134e+01,1.817818479e+01,6.685592733e+01,1.845528609e+01,3.314620987e+00,7.179993973e+01,3.290689519e+01,4.311872465e+01,6.216133432e+01,8.210685537e+00,2.906549158e+01,5.557338296e+01,4.321963041e+01,4.443910534e+01,8.539206164e+01,3.641816485e+01,6.975724132e+01,5.799561630e+00,2.435439634e+01,5.699458221e+01,5.158527890e+01,8.077675311e+01,8.251012110e+01,3.599296602e+01,7.801752592e+01,5.823359700e+01,9.193048704e+01,4.710951430e+01,4.459393861e+00,1.280301758e+01,3.639454061e+01,2.260285298e+01,3.173395690e+01,8.914053418e+01,7.670438208e+01,8.023665195e+01,3.898264907e+00,2.953103516e+01,8.135039242e+01,9.494045898e+01,4.542217918e+01,6.453056684e+01,1.943730181e+01,1.724217929e+01,9.005482041e+01,4.599349612e+01,4.590434372e+01,5.552358425e+01,1.481721812e+01,6.690679886e+01,7.013892590e+01,4.363437875e+01,2.131690049e+01,8.323602641e+01,8.738787326e+01,4.795150416e+01,4.090201993e+01,3.453562434e+01,4.103837693e+01,8.474980741e+01,9.828441974e+01,1.920742683e+01,7.330531265e+01,6.761929154e+00,8.789277068e+01,3.438222888e-01,4.483073567e+01,3.770606751e+01,8.543535447e+01,7.256785219e+01,2.846068955e+01,4.435793194e+01,3.548669354e+01,6.126461705e+01,2.694132222e+01,8.835441709e+00,5.347924132e+01,9.807978478e+00,5.176220331e+01,2.942672397e+01,9.832099770e+01,6.621150309e+01,9.400543432e+01,7.983034936e+00,8.511013661e+01,4.502409514e+01,5.087844865e+01
6.923151788e+01,3.928395737e+01,8.100647779e+01,9.069194202e+01,2.944098511e+01,1.522571118e+01,4.995429416e+00,7.818300038e+01,8.068246592e+01,5.405550051e+01,5.704197781e+01,4.479640044e+01,6.794086082e+01,8.528506414e+01,8.355437142e+01,3.630260892e+01,2.026960973e+01,6.933443002e+01,8.657242233e+01,1.009752968e+01,6.657803897e+01,9.907987958e+01,3.276965872e+01,2.918547729e+01,1.211213535e+01,3.786968965e+01,2.908402168e+01,4.768758967e+01,4.766985731e+01,2.671269654e+01,7.847746444e+01,7.118746768e+01,5.052842902e+01,8.424489869e+01,1.594536121e+01,6.896200684e+01,5.496434174e+01,7.000663962e+01,3.825057943e+01,4.526934886e+01,5.322382121e+01,1.486026424e+01,5.858046193e+01,3.543972895e+01,6.380563688e+01,2.572001599e+01,7.089716555e+00,4.687214754e+01,7.629204402e+01,8.495315248e+01,6.089732944e+01,2.587140614e+01,7.569201835e+01,3.240205432e+01,2.494599068e+01,9.548107046e+01,2.766662152e+01,3.111061826e+01,3.951310500e+01,4.414977005e+01,2.420574648e+01,7.916300611e+01,4.738465415e+00,3.983999714e+01,3.891979272e+01,7.355621356e+00,4.911768746e+01,3.547006578e+01,2.997393853e+01,8.586385285e+00,4.888592135e+01,7.393918714e+01,2.578774594e+01,2.552152099e+01,6.371155827e+01,4.888213957e+01,9.163200850e+01,6.906313355e+01,2.531641983e+01,8.858710420e+01,2.884795745e+01,7.503300942e+01,3.441728103e+01,9.398261698e+00,6.687990557e+01,5.987849959e+01,6.982950303e+01,8.269267986e+01,8.360686512e+01,7.976680363e+01,7.048275760e+01,2.230285176e+00
4.151373583e+01,5.195247242e+01,4.071689152e+01,1.664792536e+01,7.882333379e+01,6.883185912e+01,1.224995103e+01,8.416711336e+01,1.427047374e+01,5.566783304e+01,8.114208437e+01,8.411318014e+01,7.868594073e+00,4.793987293e+01,5.203843937e+01,2.361404388e+01,2.399872848e+01,8.938981191e+01,3.894952667e+00,5.077960528e+01,2.698019018e+01,8.562382981e+00,1.564087163e+01,1.776015527e+01,1.151253281e+01,4.982897683e+01,3.508337418e+01,8.689916206e+01,3.348614111e+01,8.199163969e+01,5.332538777e+01,7.176027148e+01,2.805179768e+01,2.142669635e+01,5.371932965e+01,4.322990697e+01,1.411282944e+01,2.628591843e+00,6.470648112e+01,9.476339884e+01,3.854724426e+01,8.641682648e+01,3.514139992e+01,3.348611533e+00,4.006273989e+01,1.603655648e+01,9.937780829e+01,7.506236648e+01,5.381121409e+01,2.021144488e+01,6.371160205e+01,4.118218512e+01,1.815827114e-01,8.094744986e+01,9.558082254e+00,2.264517252e+01,3.145166016e+01,7.327418611e+01,7.948926659e+00,6.097319536e+01,5.790191296e+01,3.436048464e+01,6.987472299e+01,5.672659116e+01,8.005320167e+01,7.494930905e+01,2.435646051e+01,3.151130234e+01,4.861458696e+01,3.422498134e+01,4.499343100e+01,4.366396013e+00,9.409474993e+01,3.351894984e+01,7.520378255e+01,9.736933537e+01,1.906391047e+01,7.765113716e-01,5.152541929e+00,3.791997665e+01,4.249541345e+00,2.289661091e+01,7.938469941e+01,9.704416932e+01,7.116188771e+01,4.791461137e+01,8.581198575e+01,2.924162833e+01,6.616269479e+01,7.580359513e+00,6.373148556e+01,3.069740620e+01
3.851910009e+01,1.769859596e+01,9.318921761e+01,2.188860198e+01,6.859376923e+01,9.586083111e+01,3.497316731e+01,5.005335144e+00,2.793733009e+01,9.533065286e+00,7.740303923e+00,4.374341698e+00,2.036531869e+01,7.593012373e+01,5.957031493e+01,2.243412537e+01,4.187941291e+00,8.745847523e+01,3.183346858e+01,4.810343288e+00,3.337571580e+01,4.826205059e+01,7.566584084e+01,1.024609519e+01,1.638404771e+01,2.090168169e+01,1.954895390e+01,1.073461267e+01,6.027805087e+01,2.504436594e+01,6.696282614e+01,8.224225605e+01,4.914735794e+00,7.892659187e+01,5.835678157e+01,6.933653653e+01,7.949439820e+00,6.748483912e+01,1.381140019e+01,6.637591657e+01,9.229605153e+01,9.858862274e+01,5.011620213e+01,8.094753465e+01,1.347520927e+00,8.756463542e+01,3.664755404e+01,6.267683780e+01,5.875292851e+01,6.244738112e+01,9.138338515e+01,6.639981787e+01,1.112053418e+01,9.518608846e+01,2.420695319e+01,7.186462792e+01,2.074346878e+01,4.787687881e+01,3.272001413e+01,8.548567422e+01,7.692698282e+01,7.382423164e+01,8.574635880e+01,6.168584422e+01,2.639103567e+01,4.192386969e+01,6.999306743e+01,7.674426484e+01,5.024228668e+00,9.386145755e+01,8.450428573e+01,4.015280636e+01,1.532279790e+01,5.911825545e+01,7.437814359e+01,2.746449858e+01,4.375716561e+00,7.403192050e+01,2.245569636e+00,7.652123774e+01,7.145426573e+01,6.362286089e+01,2.721641367e+01,4.627847768e+00,7.493213681e+01,3.296863551e+01,4.817631066e+01,8.495095434e+01,3.481256215e+01,3.616776077e+01,6.444474907e+01,5.708568233e+01
2.020405735e+01,9.513892118e+01,5.455016302e+01,2.113308298e+01,1.412409273e+01,5.857121956e+01,4.270453336e+01,9.862925037e+01,2.192526836e+01,1.764382924e+01,6.210090820e+01,2.530923923e+01,9.611817660e+01,6.798866181e+01,4.180463538e+01,4.605941237e+01,1.160068438e+01,3.186176103e+01,7.973206989e+01,7.159205776e+01,7.573882242e+01,7.501062131e+01,7.525344436e+01,2.526779713e+01,2.656385145e+01,6.853529738e+01,3.060280943e+01,4.250773308e+01,7.438624047e+01,3.456972966e+01,4.538581735e+01,6.210842195e+01,6.032461730e+01,9.734243725e+01,1.337577616e+01,8.425740698e+01,8.578355223e+01,1.911913122e+00,4.498327479e+01,4.680488384e+01,7.996794650e+01,1.410563699e+01,1.211274739e+01,2.555284595e+01,4.916774203e+01,3.968532830e+01,8.105865695e+00,9.233768428e+01,6.976430775e+01,8.153703824e+01,3.388897937e+01,4.350929729e+01,5.846208425e+01,3.599119674e+01,7.679052019e+01,9.128914109e+01,7.179014051e+01,3.176639734e+01,9.016316734e+01,2.451130313e+01,2.713703129e-01,5.849674453e+01,4.117065352e+01,9.812934859e+01,8.483036477e+01,7.081747086e+01,7.654760629e+01,6.825022088e+01,1.708380518e+01,3.144060768e+01,8.883260365e+01,5.264725347e+00,9.384422502e+01,6.654053769e+01,3.669231264e+01,4.099208808e+01,6.424964851e-01,6.736544259e+01,5.447405524e+01,5.888461046e+01,7.472901157e+01,6.489219824e+01,9.833538011e+01,9.544856513e+01,7.661862023e+01,1.496202354e+01,8.642602622e+01,4.305893872e+01,5.879435475e+01,3.083992035e+01,5.362292578e+01,6.635240085e+01
